df_hash,22ZHK4.3SLRU5
431.414,63
432.050,60
433.252,56
434.290,62
435.071,65
436.021,71
437.119,81
438.338,30
439.019,21
440.094,19
441.021,28
441.898,0
443.507,0
443.992,0
444.983,13
446.064,13
447.112,0
447.843,25
449.159,33
449.939,30
450.816,57
452.036,55
452.922,53
453.936,54
455.009,71
455.887,79
