df_hash,22ZHK4.3SLRU5
14.424,0.966
14.454,0.967
14.484,0.972
14.514,0.970
14.544,0.976
14.574,0.977
14.604,0.969
14.634,0.965
14.664,0.967
14.694,0.967
14.724,0.968
14.754,0.967
14.784,0.969
14.814,0.970
14.844,0.970
14.874,0.972
14.904,0.979
14.934,0.976
14.964,0.968
14.994,0.961
15.024,0.961
15.054,0.968
15.084,0.973
15.114,0.973
15.144,0.968
15.174,0.971
15.204,0.968
15.234,0.967
15.264,0.966
15.294,0.964
15.324,0.970
15.354,0.968
15.384,0.970
15.414,0.971
15.444,0.969
15.474,0.969
15.504,0.968
15.534,0.970
15.564,0.969
15.594,0.967
15.624,0.967
15.654,0.973
15.684,0.965
15.714,0.966
15.744,0.967
15.774,0.967
15.804,0.966
15.834,0.969
15.864,0.969
15.894,0.974
15.924,0.970
15.954,0.969
15.984,0.969
16.014,0.965
16.044,0.971
16.074,0.969
16.104,0.965
16.134,0.966
16.164,0.971
16.194,0.970
16.224,0.969
16.254,0.967
16.284,0.970
16.314,0.965
16.344,0.969
16.374,0.971
16.404,0.970
16.434,0.965
16.464,0.970
16.494,0.966
16.524,0.968
16.554,0.972
16.584,0.968
16.614,0.967
16.644,0.972
16.674,0.970
16.704,0.970
16.734,0.971
16.764,0.970
16.794,0.967
16.824,0.969
16.854,0.968
16.884,0.965
16.914,0.970
16.944,0.969
16.974,0.972
17.004,0.968
17.034,0.971
17.064,0.968
17.094,0.971
17.124,0.974
17.154,0.970
17.184,0.967
17.214,0.972
17.244,0.968
17.274,0.971
17.304,0.972
17.334,0.974
17.364,0.973
17.394,0.965
17.424,0.968
17.454,0.973
17.484,0.968
17.514,0.970
17.544,0.973
17.574,0.969
17.604,0.965
17.634,0.969
17.664,0.973
17.694,0.969
17.724,0.967
17.754,0.966
17.784,0.964
17.814,0.965
17.844,0.974
17.874,0.967
17.904,0.966
17.934,0.974
17.964,0.968
17.994,0.969
18.024,0.974
18.054,0.966
18.084,0.965
18.114,0.971
18.144,0.966
18.174,0.969
18.204,0.973
18.234,0.971
18.264,0.964
18.294,0.964
18.324,0.970
18.354,0.959
18.384,0.960
18.414,0.955
18.444,0.945
18.474,0.979
18.504,0.988
18.534,0.980
18.564,0.985
18.594,1.012
18.624,1.006
18.654,0.975
18.684,0.951
18.714,0.951
18.744,0.962
18.774,0.923
18.804,0.926
18.834,0.956
18.864,0.926
18.894,0.939
18.924,0.991
18.954,1.000
18.984,0.984
19.014,0.997
19.044,0.967
19.074,0.968
19.104,0.972
19.134,0.981
19.164,0.973
19.194,0.979
19.224,0.984
19.254,0.971
19.284,0.985
19.314,0.983
19.344,0.979
19.374,0.973
19.404,0.976
19.434,0.973
19.464,0.969
19.494,0.971
19.524,0.979
19.554,0.988
19.584,0.996
19.614,0.986
19.644,0.984
19.674,0.983
19.704,0.988
19.734,0.992
19.764,1.002
19.794,0.998
19.824,0.990
19.854,0.885
19.884,0.854
19.914,0.999
19.944,1.058
19.974,1.055
20.004,1.049
20.034,0.975
20.064,0.922
20.094,0.947
20.124,0.963
20.154,0.979
20.184,0.979
20.214,0.995
20.244,0.998
20.274,0.996
20.304,0.976
20.334,0.920
20.364,0.962
20.394,0.998
20.424,1.003
20.454,1.004
20.484,0.999
20.514,0.966
20.544,0.927
20.574,0.968
20.604,0.992
20.634,1.001
20.664,0.996
20.694,0.953
20.724,0.965
20.754,0.987
20.784,0.980
20.814,0.982
20.844,0.980
20.874,0.979
20.904,0.978
20.934,0.980
20.964,0.985
20.994,0.985
21.024,0.987
21.054,0.981
21.084,0.974
21.114,0.978
21.144,0.977
21.174,0.971
21.204,0.967
21.234,0.973
21.264,0.979
21.294,0.975
21.324,0.978
21.354,0.974
21.384,0.981
21.414,0.982
21.444,0.977
21.474,0.974
21.504,0.975
21.534,0.965
21.564,0.964
21.594,0.979
21.624,0.967
21.654,0.976
21.684,0.978
21.714,0.975
21.744,0.986
21.774,0.985
21.804,0.980
21.834,0.973
21.864,0.972
21.894,0.977
21.924,0.973
21.954,0.970
21.984,0.976
22.014,0.977
22.044,0.974
22.074,0.979
22.104,0.980
22.134,0.975
22.164,0.980
22.194,0.975
22.224,0.979
22.254,0.979
22.284,0.972
22.314,0.979
22.344,0.978
22.374,0.975
22.404,0.977
22.434,0.979
22.464,0.979
22.494,0.977
22.524,0.978
22.554,0.975
22.584,0.975
22.614,0.975
22.644,0.971
22.674,0.978
22.704,0.977
22.734,0.976
22.764,0.980
22.794,0.979
22.824,0.973
22.854,0.969
22.884,0.975
22.914,0.974
22.944,0.976
22.974,0.979
23.004,0.975
23.034,0.982
23.064,0.976
23.094,0.977
23.124,0.976
23.154,0.976
23.184,0.979
23.214,0.978
23.244,0.977
23.274,0.969
23.304,0.989
23.334,0.975
23.364,0.974
23.394,0.976
23.424,0.976
23.454,0.976
23.484,0.971
23.514,0.979
23.544,0.978
23.574,0.977
23.604,0.971
23.634,0.974
23.664,0.979
23.694,0.980
23.724,0.976
23.754,0.979
23.784,0.984
23.814,0.990
23.844,0.980
23.874,0.974
23.904,0.974
23.934,0.974
23.964,0.973
23.994,0.971
24.024,0.974
24.054,0.983
24.084,0.978
24.114,0.976
24.144,0.975
24.174,0.975
24.204,0.972
24.234,0.979
24.264,0.983
24.294,0.980
24.324,0.975
24.354,0.976
24.384,0.970
24.414,0.976
24.444,0.978
24.474,0.979
24.504,0.979
24.534,0.977
24.564,0.976
24.594,0.979
24.624,0.978
24.654,0.969
24.684,0.970
24.714,0.978
24.744,0.979
24.774,0.970
24.804,0.971
24.834,0.976
24.864,0.979
24.894,0.981
24.924,0.979
24.954,0.979
24.984,0.977
25.014,0.985
25.044,0.980
25.074,0.975
25.104,0.976
25.134,0.985
25.164,0.970
25.194,0.977
25.224,0.977
25.254,0.979
25.284,0.983
25.314,0.980
25.344,0.977
25.374,0.978
25.404,0.979
25.434,0.981
25.464,0.978
25.494,0.974
25.524,0.978
25.554,0.982
25.584,0.982
25.614,0.976
25.644,0.976
25.674,0.979
25.704,0.979
25.734,0.979
25.764,0.975
25.794,0.979
25.824,0.982
25.854,0.977
25.884,0.983
25.914,0.988
25.944,0.990
25.974,0.980
26.004,0.991
26.034,0.925
26.064,0.922
26.094,0.950
26.124,0.984
26.154,1.016
26.184,1.021
26.214,1.018
26.244,1.009
26.274,0.975
26.304,0.960
26.334,0.904
26.364,0.950
26.394,0.994
26.424,1.008
26.454,0.995
26.484,0.998
26.514,0.949
26.544,0.905
26.574,0.956
26.604,0.986
26.634,0.985
26.664,0.992
26.694,0.991
26.724,0.984
26.754,0.969
26.784,0.975
26.814,0.972
26.844,0.975
26.874,0.977
26.904,0.985
26.934,0.979
26.964,0.971
26.994,0.973
27.024,0.970
27.054,0.971
27.084,0.975
27.114,0.969
27.144,0.974
27.174,0.981
27.204,0.987
27.234,0.979
27.264,0.974
27.294,0.975
27.324,0.978
27.354,0.977
27.384,0.980
27.414,0.970
27.444,0.973
27.474,0.980
27.504,0.977
27.534,0.978
27.564,0.975
27.594,0.977
27.624,0.979
27.654,0.964
27.684,0.972
27.714,0.969
27.744,0.973
27.774,0.976
27.804,0.974
27.834,0.974
27.864,0.977
27.894,0.983
27.924,0.980
27.954,0.979
27.984,0.981
28.014,0.984
28.044,0.979
28.074,0.978
28.104,0.971
28.134,0.978
28.164,0.985
28.194,0.975
28.224,0.974
28.254,0.976
28.284,0.978
28.314,0.974
28.344,0.973
28.374,0.977
28.404,0.977
28.434,0.981
28.464,0.979
28.494,0.980
28.524,0.984
28.554,0.985
28.584,0.972
28.614,0.981
28.644,0.972
28.674,0.976
28.704,0.975
28.734,0.979
28.764,0.980
28.794,0.980
28.824,0.977
28.854,0.979
28.884,0.979
28.914,0.976
28.944,0.977
28.974,0.974
29.004,0.974
29.034,0.980
29.064,0.980
29.094,0.975
29.124,0.975
29.154,0.979
29.184,0.975
29.214,0.981
29.244,0.982
29.274,0.979
29.304,0.974
29.334,0.979
29.364,0.978
29.394,0.974
29.424,0.979
29.454,0.979
29.484,0.980
29.514,0.977
29.544,0.978
29.574,0.980
29.604,0.979
29.634,0.977
29.664,0.976
29.694,0.979
29.724,0.978
29.754,0.971
29.784,0.973
29.814,0.964
29.844,0.969
29.874,0.971
29.904,0.983
29.934,0.990
29.964,0.983
29.994,0.975
30.024,0.976
30.054,0.979
30.084,0.970
30.114,0.978
30.144,0.982
30.174,0.986
30.204,0.990
30.234,0.989
30.264,0.982
30.294,0.979
30.324,0.977
30.354,0.979
30.384,0.977
30.414,0.982
30.444,0.982
30.474,0.978
30.504,0.981
30.534,0.978
30.564,0.980
30.594,0.982
30.624,0.982
30.654,0.984
30.684,0.981
30.714,0.978
30.744,0.979
30.774,0.978
30.804,0.981
30.834,0.980
30.864,0.976
30.894,0.980
30.924,0.981
30.954,0.979
30.984,0.978
31.014,0.982
31.044,0.982
31.074,0.979
31.104,0.978
31.134,0.976
31.164,0.979
31.194,0.981
31.224,0.978
31.254,0.979
31.284,0.978
31.314,0.981
31.344,0.987
31.374,0.979
31.404,0.977
31.434,0.979
31.464,0.979
31.494,0.981
31.524,0.982
31.554,0.977
31.584,0.981
31.614,0.982
31.644,0.980
31.674,0.977
31.704,0.977
31.734,0.980
31.764,0.980
31.794,0.980
31.824,0.982
31.854,0.978
31.884,0.979
31.914,0.982
31.944,0.979
31.974,0.979
32.004,0.981
32.034,0.979
32.064,0.977
32.094,0.977
32.124,0.980
32.154,0.981
32.184,0.982
32.214,0.979
32.244,0.978
32.274,0.982
32.304,0.983
32.334,0.979
32.364,0.980
32.394,0.982
32.424,0.979
32.454,0.980
32.484,0.976
32.514,0.979
32.544,0.980
32.574,0.979
32.604,0.979
32.634,0.980
32.664,0.983
32.694,0.978
32.724,0.984
32.754,0.981
32.784,0.977
32.814,0.979
32.844,0.977
32.874,0.979
32.904,0.979
32.934,0.984
32.964,0.978
32.994,0.981
33.024,0.981
33.054,0.983
33.084,0.974
33.114,0.977
33.144,0.980
33.174,0.980
33.204,0.979
33.234,0.979
33.264,0.982
33.294,0.981
33.324,0.979
33.354,0.979
33.384,0.979
33.414,0.979
33.444,0.981
33.474,0.979
33.504,0.984
33.534,0.977
33.564,0.979
33.594,0.979
33.624,0.978
33.654,0.980
33.684,0.978
33.714,0.982
33.744,0.984
33.774,0.980
33.804,0.979
33.834,0.975
33.864,0.983
33.894,0.980
33.924,0.977
33.954,0.976
33.984,0.979
34.014,0.981
34.044,0.977
34.074,0.981
34.104,0.979
34.134,0.982
34.164,0.979
34.194,0.976
34.224,0.980
34.254,0.983
34.284,0.978
34.314,0.978
34.344,0.975
34.374,0.980
34.404,0.979
34.434,0.981
34.464,0.981
34.494,0.984
34.524,0.979
34.554,0.979
34.584,0.979
34.614,0.980
34.644,0.978
34.674,0.980
34.704,0.978
34.734,0.977
34.764,0.981
34.794,0.983
34.824,0.979
34.854,0.979
34.884,0.979
34.914,0.980
34.944,0.976
34.974,0.981
35.004,0.984
35.034,0.979
35.064,0.980
35.094,0.980
35.124,0.980
35.154,0.978
35.184,0.982
35.214,0.978
35.244,0.984
35.274,0.981
35.304,0.978
35.334,0.981
35.364,0.980
35.394,0.981
35.424,0.985
35.454,0.979
35.484,0.981
35.514,0.981
35.544,0.980
35.574,0.983
35.604,0.985
35.634,0.979
35.664,0.983
35.694,0.984
35.724,0.982
35.754,0.977
35.784,0.980
35.814,0.979
35.844,0.979
35.874,0.980
35.904,0.983
35.934,0.979
35.964,0.982
35.994,0.979
36.024,0.982
36.054,0.980
36.084,0.982
36.114,0.979
36.144,0.979
36.174,0.982
36.204,0.980
36.234,0.979
36.264,0.980
36.294,0.975
36.324,0.976
36.354,0.972
36.384,0.965
36.414,0.985
36.444,0.986
36.474,0.993
36.504,0.989
36.534,0.988
36.564,0.989
36.594,0.984
36.624,0.982
36.654,0.978
36.684,0.977
36.714,0.983
36.744,0.987
36.774,0.986
36.804,0.982
36.834,0.983
36.864,0.981
36.894,0.979
36.924,0.981
36.954,0.983
36.984,0.981
37.014,0.982
37.044,0.982
37.074,0.983
37.104,0.977
37.134,0.983
37.164,0.981
37.194,0.979
37.224,0.979
37.254,0.984
37.284,0.984
37.314,0.975
37.344,0.981
37.374,0.980
37.404,0.979
37.434,0.983
37.464,0.984
37.494,0.981
37.524,0.983
37.554,0.983
37.584,0.982
37.614,0.980
37.644,0.976
37.674,0.980
37.704,0.984
37.734,0.976
37.764,0.980
37.794,0.981
37.824,0.978
37.854,0.980
37.884,0.980
37.914,0.983
37.944,0.978
37.974,0.980
38.004,0.980
38.034,0.979
38.064,0.982
38.094,0.980
38.124,0.981
38.154,0.983
38.184,0.983
38.214,0.987
38.244,0.984
38.274,0.980
38.304,0.983
38.334,0.981
38.364,0.985
38.394,0.982
38.424,0.978
38.454,0.979
38.484,0.982
38.514,0.983
38.544,0.983
38.574,0.980
38.604,0.983
38.634,0.981
38.664,0.981
38.694,0.981
38.724,0.977
38.754,0.982
38.784,0.982
38.814,0.980
38.844,0.986
38.874,0.984
38.904,0.979
38.934,0.984
38.964,0.978
38.994,0.982
39.024,0.980
39.054,0.979
39.084,0.979
39.114,0.988
39.144,0.983
39.174,0.981
39.204,0.982
39.234,0.984
39.264,0.980
39.294,0.979
39.324,0.986
39.354,0.985
39.384,0.979
39.414,0.983
39.444,0.981
39.474,0.985
39.504,0.984
39.534,0.979
39.564,0.979
39.594,0.984
39.624,0.984
39.654,0.982
39.684,0.982
39.714,0.985
39.744,0.981
39.774,0.981
39.804,0.982
39.834,0.977
39.864,0.986
39.894,0.979
39.924,0.983
39.954,0.983
39.984,0.980
40.014,0.981
40.044,0.980
40.074,0.978
40.104,0.980
40.134,0.981
40.164,0.983
40.194,0.983
40.224,0.982
40.254,0.980
40.284,0.981
40.314,0.981
40.344,0.982
40.374,0.984
40.404,0.979
40.434,0.981
40.464,0.980
40.494,0.981
40.524,0.982
40.554,0.983
40.584,0.979
40.614,0.987
40.644,0.985
40.674,0.984
40.704,0.984
40.734,0.980
40.764,0.983
40.794,0.986
40.824,0.978
40.854,0.980
40.884,0.982
40.914,0.983
40.944,0.980
40.974,0.983
41.004,0.980
41.034,0.985
41.064,0.984
41.094,0.978
41.124,0.986
41.154,0.986
41.184,0.982
41.214,0.984
41.244,0.981
41.274,0.980
41.304,0.982
41.334,0.986
41.364,0.985
41.394,0.982
41.424,0.983
41.454,0.984
41.484,0.980
41.514,0.985
41.544,0.983
41.574,0.981
41.604,0.980
41.634,0.982
41.664,0.982
41.694,0.980
41.724,0.982
41.754,0.983
41.784,0.984
41.814,0.982
41.844,0.980
41.874,0.982
41.904,0.983
41.934,0.978
41.964,0.983
41.994,0.982
42.024,0.980
42.054,0.983
42.084,0.986
42.114,0.980
42.144,0.987
42.174,0.984
42.204,0.980
42.234,0.981
42.264,0.981
42.294,0.980
42.324,0.978
42.354,0.983
42.384,0.983
42.414,0.983
42.444,0.981
42.474,0.982
42.504,0.981
42.534,0.979
42.564,0.984
42.594,0.982
42.624,0.983
42.654,0.987
42.684,0.981
42.714,0.984
42.744,0.982
42.774,0.981
42.804,0.985
42.834,0.984
42.864,0.979
42.894,0.984
42.924,0.983
42.954,0.981
42.984,0.983
43.014,0.984
43.044,0.982
43.074,0.979
43.104,0.983
43.134,0.981
43.164,0.984
43.194,0.985
43.224,0.984
43.254,0.983
43.284,0.987
43.314,0.980
43.344,0.977
43.374,0.984
43.404,0.988
43.434,0.981
43.464,0.981
43.494,0.984
43.524,0.979
43.554,0.983
43.584,0.985
43.614,0.978
43.644,0.984
43.674,0.985
43.704,0.981
43.734,0.982
43.764,0.987
43.794,0.984
43.824,0.982
43.854,0.980
43.884,0.979
43.914,0.989
43.944,0.986
43.974,0.985
44.004,0.982
44.034,0.984
44.064,0.983
44.094,0.983
44.124,0.988
44.154,0.983
44.184,0.982
44.214,0.984
44.244,0.983
44.274,0.983
44.304,0.983
44.334,0.985
44.364,0.986
44.394,0.984
44.424,0.980
44.454,0.982
44.484,0.985
44.514,0.981
44.544,0.980
44.574,0.983
44.604,0.985
44.634,0.984
44.664,0.981
44.694,0.982
44.724,0.983
44.754,0.983
44.784,0.981
44.814,0.983
44.844,0.980
44.874,0.986
44.904,0.986
44.934,0.983
44.964,0.982
44.994,0.984
45.024,0.981
45.054,0.983
45.084,0.985
45.114,0.982
45.144,0.984
45.174,0.985
45.204,0.983
45.234,0.983
45.264,0.983
45.294,0.982
45.324,0.983
45.354,0.983
45.384,0.982
45.414,0.983
45.444,0.982
45.474,0.984
45.504,0.984
45.534,0.981
45.564,0.980
45.594,0.982
45.624,0.982
45.654,0.986
45.684,0.982
45.714,0.984
45.744,0.982
45.774,0.982
45.804,0.984
45.834,0.985
45.864,0.979
45.894,0.984
45.924,0.987
45.954,0.984
45.984,0.980
46.014,0.982
46.044,0.982
46.074,0.981
46.104,0.982
46.134,0.982
46.164,0.984
46.194,0.983
46.224,0.984
46.254,0.984
46.284,0.984
46.314,0.988
46.344,0.981
46.374,0.981
46.404,0.987
46.434,0.984
46.464,0.980
46.494,0.983
46.524,0.981
46.554,0.983
46.584,0.979
46.614,0.978
46.644,0.989
46.674,0.984
46.704,0.981
46.734,0.981
46.764,0.984
46.794,0.983
46.824,0.979
46.854,0.984
46.884,0.982
46.914,0.979
46.944,0.985
46.974,0.985
47.004,0.985
47.034,0.983
47.064,0.978
47.094,0.986
47.124,0.991
47.154,0.980
47.184,0.982
47.214,0.984
47.244,0.986
47.274,0.984
47.304,0.984
47.334,0.977
47.364,0.987
47.394,0.984
47.424,0.984
47.454,0.984
47.484,0.985
47.514,0.986
47.544,0.983
47.574,0.982
47.604,0.983
47.634,0.986
47.664,0.986
47.694,0.983
47.724,0.982
47.754,0.983
47.784,0.984
47.814,0.986
47.844,0.992
47.874,0.984
47.904,0.980
47.934,0.983
47.964,0.986
47.994,0.980
48.024,0.979
48.054,0.983
48.084,0.990
48.114,0.986
48.144,0.984
48.174,0.986
48.204,0.986
48.234,0.985
48.264,0.984
48.294,0.985
48.324,0.981
48.354,0.984
48.384,0.984
48.414,0.989
48.444,0.985
48.474,0.984
48.504,0.983
48.534,0.981
48.564,0.986
48.594,0.987
48.624,0.982
48.654,0.985
48.684,0.985
48.714,0.984
48.744,0.982
48.774,0.986
48.804,0.982
48.834,0.985
48.864,0.982
48.894,0.984
48.924,0.983
48.954,0.984
48.984,0.985
49.014,0.987
49.044,0.979
49.074,0.983
49.104,0.984
49.134,0.984
49.164,0.983
49.194,0.984
49.224,0.985
49.254,0.987
49.284,0.985
49.314,0.989
49.344,0.988
49.374,0.982
49.404,0.984
49.434,0.980
49.464,0.983
49.494,0.981
49.524,0.985
49.554,0.983
49.584,0.984
49.614,0.984
49.644,0.987
49.674,0.985
49.704,0.983
49.734,0.984
49.764,0.984
49.794,0.982
49.824,0.982
49.854,0.988
49.884,0.985
49.914,0.984
49.944,0.985
49.974,0.983
50.004,0.985
50.034,0.986
50.064,0.991
50.094,0.981
50.124,0.982
50.154,0.983
50.184,0.980
50.214,0.981
50.244,0.984
50.274,0.984
50.304,0.990
50.334,0.985
50.364,0.984
50.394,0.984
50.424,0.982
50.454,0.985
50.484,0.984
50.514,0.981
50.544,0.983
50.574,0.986
50.604,0.986
50.634,0.981
50.664,0.988
50.694,0.982
50.724,0.981
50.754,0.991
50.784,0.988
50.814,0.983
50.844,0.982
50.874,0.986
50.904,0.986
50.934,0.985
50.964,0.982
50.994,0.986
51.024,0.989
51.054,0.985
51.084,0.981
51.114,0.983
51.144,0.982
51.174,0.983
51.204,0.982
51.234,0.983
51.264,0.982
51.294,0.983
51.324,0.986
51.354,0.987
51.384,0.986
51.414,0.984
51.444,0.983
51.474,0.989
51.504,0.985
51.534,0.983
51.564,0.986
51.594,0.987
51.624,0.983
51.654,0.981
51.684,0.989
51.714,0.983
51.744,0.988
51.774,0.986
51.804,0.982
51.834,0.984
51.864,0.988
51.894,0.983
51.924,0.986
51.954,0.982
51.984,0.988
52.014,0.984
52.044,0.982
52.074,0.985
52.104,0.986
52.134,0.986
52.164,0.984
52.194,0.988
52.224,0.987
52.254,0.985
52.284,0.983
52.314,0.982
52.344,0.984
52.374,0.984
52.404,0.987
52.434,0.984
52.464,0.987
52.494,0.984
52.524,0.984
52.554,0.986
52.584,0.986
52.614,0.985
52.644,0.984
52.674,0.984
52.704,0.986
52.734,0.986
52.764,0.988
52.794,0.985
52.824,0.981
52.854,0.987
52.884,0.981
52.914,0.986
52.944,0.988
52.974,0.984
53.004,0.984
53.034,0.984
53.064,0.986
53.094,0.987
53.124,0.987
53.154,0.984
53.184,0.988
53.214,0.990
53.244,0.985
53.274,0.984
53.304,0.986
53.334,0.986
53.364,0.986
53.394,0.987
53.424,0.985
53.454,0.989
53.484,0.988
53.514,0.987
53.544,0.985
53.574,0.982
53.604,0.983
53.634,0.989
53.664,0.987
53.694,0.982
53.724,0.981
53.754,0.981
53.784,0.986
53.814,0.986
53.844,0.987
53.874,0.984
53.904,0.988
53.934,0.983
53.964,0.986
53.994,0.985
54.024,0.986
54.054,0.986
54.084,0.985
54.114,0.985
54.144,0.982
54.174,0.986
54.204,0.986
54.234,0.983
54.264,0.985
54.294,0.980
54.324,0.986
54.354,0.991
54.384,0.981
54.414,0.984
54.444,0.987
54.474,0.983
54.504,0.983
54.534,0.983
54.564,0.982
54.594,0.988
54.624,0.985
54.654,0.985
54.684,0.985
54.714,0.982
54.744,0.989
54.774,0.984
54.804,0.987
54.834,0.986
54.864,0.984
54.894,0.988
54.924,0.987
54.954,0.984
54.984,0.985
55.014,0.989
55.044,0.986
55.074,0.981
55.104,0.989
55.134,0.986
55.164,0.983
55.194,0.984
55.224,0.981
55.254,0.982
55.284,0.985
55.314,0.988
55.344,0.985
55.374,0.985
55.404,0.984
55.434,0.988
55.464,0.987
55.494,0.983
55.524,0.983
55.554,0.987
55.584,0.986
55.614,0.984
55.644,0.987
55.674,0.986
55.704,0.988
55.734,0.985
55.764,0.985
55.794,0.987
55.824,0.983
55.854,0.984
55.884,0.988
55.914,0.986
55.944,0.983
55.974,0.984
56.004,0.986
56.034,0.987
56.064,0.988
56.094,0.986
56.124,0.988
56.154,0.984
56.184,0.987
56.214,0.979
56.244,0.985
56.274,0.986
56.304,0.983
56.334,0.983
56.364,0.983
56.394,0.987
56.424,0.986
56.454,0.988
56.484,0.988
56.514,0.986
56.544,0.985
56.574,0.979
56.604,0.986
56.634,0.988
56.664,0.983
56.694,0.985
56.724,0.987
56.754,0.985
56.784,0.987
56.814,0.988
