df_hash,22ZHK4.3SLRU5
431.173,81
432.045,80
433.221,79
434.192,79
435.067,79
436.018,79
437.115,79
438.044,79
438.943,79
440.088,79
441.018,79
441.892,79
443.504,79
443.988,79
444.975,79
446.061,79
446.966,79
447.840,78
449.156,79
449.936,80
450.813,80
452.032,80
452.913,80
453.933,80
455.006,80
455.883,79
