df_hash,22ZHK4.PRJFYW
274.492,1.107
274.522,1.101
274.552,1.104
274.582,1.105
274.612,1.097
274.642,1.101
274.672,1.105
274.702,1.102
274.732,1.104
274.762,1.101
274.792,1.107
274.822,1.102
274.852,1.095
274.882,1.096
274.912,1.102
274.942,1.093
274.972,1.099
275.002,1.097
275.032,1.098
275.062,1.102
275.092,1.096
275.122,1.101
275.152,1.100
275.182,1.103
275.212,1.100
275.242,1.096
275.272,1.096
275.302,1.108
275.332,1.103
275.362,1.103
275.392,1.097
275.422,1.107
275.452,1.113
275.482,1.104
275.512,1.104
275.542,1.105
275.572,1.099
275.602,1.102
275.632,1.102
275.662,1.105
275.692,1.106
275.722,1.106
275.752,1.099
275.782,1.105
275.812,1.102
275.842,1.105
275.872,1.100
275.902,1.100
275.932,1.098
275.962,1.094
275.992,1.107
276.022,1.100
276.052,1.108
276.082,1.104
276.112,1.107
276.142,1.110
276.172,1.102
276.202,1.104
276.232,1.103
276.262,1.109
276.292,1.101
276.322,1.097
276.352,1.093
276.382,1.099
276.412,1.106
276.442,1.098
276.472,1.100
276.502,1.096
276.532,1.095
276.562,1.104
276.592,1.092
276.622,1.100
276.652,1.095
276.682,1.102
276.712,1.101
276.742,1.101
276.772,1.104
276.802,1.104
276.832,1.104
276.862,1.104
276.892,1.102
276.922,1.106
276.952,1.103
276.982,1.100
277.012,1.101
277.042,1.102
277.072,1.103
277.102,1.102
277.132,1.107
277.162,1.103
277.192,1.108
277.222,1.102
277.252,1.104
277.282,1.101
277.312,1.096
277.342,1.101
277.372,1.104
277.402,1.098
277.432,1.093
277.462,1.101
277.492,1.101
277.522,1.101
277.552,1.104
277.582,1.100
277.612,1.105
277.642,1.105
277.672,1.099
277.702,1.100
277.732,1.104
277.762,1.104
277.792,1.100
277.822,1.106
277.852,1.105
277.882,1.103
277.912,1.103
277.942,1.093
277.972,1.102
278.002,1.103
278.032,1.105
278.062,1.104
278.092,1.101
278.122,1.100
278.152,1.099
278.182,1.098
278.212,1.108
278.242,1.108
278.272,1.106
278.302,1.101
278.332,1.095
278.362,1.104
278.392,1.100
278.422,1.102
278.452,1.105
278.482,1.104
278.512,1.096
278.542,1.101
278.572,1.102
278.602,1.098
278.632,1.101
278.662,1.103
278.692,1.098
278.722,1.105
278.752,1.100
278.782,1.096
278.812,1.099
278.842,1.103
278.872,1.103
278.902,1.097
278.932,1.107
278.962,1.118
278.992,1.103
279.022,1.102
279.052,1.105
279.082,1.099
279.112,1.101
279.142,1.104
279.172,1.103
279.202,1.103
279.232,1.097
279.262,1.097
279.292,1.100
279.322,1.102
279.352,1.099
279.382,1.107
279.412,1.104
279.442,1.099
279.472,1.103
279.502,1.100
279.532,1.101
279.562,1.104
279.592,1.109
279.622,1.103
279.652,1.104
279.682,1.104
279.712,1.107
279.742,1.100
279.772,1.107
279.802,1.099
279.832,1.103
279.862,1.106
279.892,1.104
279.922,1.105
279.952,1.104
279.982,1.104
280.012,1.099
280.042,1.105
280.072,1.101
280.102,1.107
280.132,1.097
280.162,1.105
280.192,1.080
280.222,1.101
280.252,1.105
280.282,1.103
280.312,1.101
280.342,1.103
280.372,1.107
280.402,1.098
280.432,1.104
280.462,1.099
280.492,1.101
280.522,1.108
280.552,1.093
280.582,1.096
280.612,1.100
280.642,1.104
280.672,1.089
280.702,1.086
280.732,1.089
280.762,1.106
280.792,1.109
280.822,1.107
280.852,1.099
280.882,1.099
280.912,1.104
280.942,1.108
280.972,1.092
281.002,1.092
281.032,1.095
281.062,1.100
281.092,1.114
281.122,1.104
281.152,1.108
281.182,1.116
281.212,1.098
281.242,1.089
281.272,1.089
281.302,1.106
281.332,1.108
281.362,1.090
281.392,1.103
281.422,1.102
281.452,1.099
281.482,1.090
281.512,1.093
281.542,1.094
281.572,1.096
281.602,1.115
281.632,1.103
281.662,1.100
281.692,1.099
281.722,1.102
281.752,1.098
281.782,1.104
281.812,1.100
281.842,1.102
281.872,1.100
281.902,1.102
281.932,1.108
281.962,1.100
281.992,1.097
282.022,1.098
282.052,1.104
282.082,1.108
282.112,1.103
282.142,1.104
282.172,1.096
282.202,1.104
282.232,1.100
282.262,1.104
282.292,1.099
282.322,1.102
282.352,1.099
282.382,1.104
282.412,1.104
282.442,1.106
282.472,1.100
282.502,1.102
282.532,1.096
282.562,1.097
282.592,1.104
282.622,1.107
282.652,1.101
282.682,1.103
282.712,1.097
282.742,1.101
282.772,1.097
282.802,1.099
282.832,1.097
282.862,1.097
282.892,1.102
282.922,1.101
282.952,1.095
282.982,1.100
283.012,1.101
283.042,1.098
283.072,1.098
283.102,1.102
283.132,1.098
283.162,1.090
283.192,1.097
283.222,1.106
283.252,1.104
283.282,1.101
283.312,1.100
283.342,1.104
283.372,1.102
283.402,1.100
283.432,1.101
283.462,1.102
283.492,1.102
283.522,1.100
283.552,1.104
283.582,1.098
283.612,1.105
283.642,1.097
283.672,1.102
283.702,1.104
283.732,1.104
283.762,1.100
283.792,1.102
283.822,1.103
283.852,1.101
283.882,1.099
283.912,1.100
283.942,1.103
283.972,1.103
284.002,1.097
284.032,1.101
284.062,1.097
284.092,1.104
284.122,1.105
284.152,1.103
284.182,1.108
284.212,1.113
284.242,1.118
284.272,1.127
284.302,1.144
284.332,1.154
284.362,1.152
284.392,1.127
284.422,1.121
284.452,1.111
284.482,1.121
284.512,1.104
284.542,1.097
284.572,1.087
284.602,1.084
284.632,1.084
284.662,1.060
284.692,1.083
284.722,1.059
284.752,1.052
284.782,1.054
284.812,1.054
284.842,1.080
284.872,1.054
284.902,1.046
284.932,1.073
284.962,1.052
284.992,0.967
285.022,0.909
285.052,1.098
285.082,1.130
285.112,1.145
285.142,1.148
285.172,1.149
285.202,1.140
285.232,1.118
285.262,1.094
285.292,1.081
285.322,1.068
285.352,1.068
285.382,1.074
285.412,1.056
285.442,1.062
285.472,1.086
285.502,1.085
285.532,1.072
285.562,1.080
285.592,1.079
285.622,1.074
285.652,1.068
285.682,1.085
285.712,1.092
285.742,1.100
285.772,1.087
285.802,1.094
285.832,1.088
285.862,1.052
285.892,1.050
285.922,1.078
285.952,1.081
285.982,1.071
286.012,1.086
286.042,1.095
286.072,1.111
286.102,1.104
286.132,1.083
286.162,1.069
286.192,1.084
286.222,1.074
286.252,1.072
286.282,1.090
286.312,1.078
286.342,1.074
286.372,1.074
286.402,1.071
286.432,1.062
286.462,1.054
286.492,1.062
286.522,1.054
286.552,1.043
286.582,1.045
286.612,1.059
286.642,1.081
286.672,1.073
286.702,1.065
286.732,1.129
286.762,1.137
286.792,1.138
286.822,1.117
286.852,1.101
286.882,1.089
286.912,1.080
286.942,1.058
286.972,1.063
287.002,1.087
287.032,1.046
287.062,1.039
287.092,1.057
287.122,1.051
287.152,1.063
287.182,1.066
287.212,1.066
287.242,1.056
287.272,1.060
287.302,1.071
287.332,1.070
287.362,1.063
287.392,1.070
287.422,1.068
287.452,1.084
287.482,1.093
287.512,1.092
287.542,1.094
287.572,1.102
287.602,1.102
287.632,1.098
287.662,1.101
287.692,1.088
287.722,1.088
287.752,1.088
287.782,1.093
287.812,1.086
287.842,1.080
287.872,1.089
287.902,1.082
287.932,1.084
287.962,1.093
287.992,1.093
288.022,1.088
288.052,1.082
288.082,1.081
288.112,1.091
288.142,1.089
288.172,1.099
288.202,1.085
288.232,1.089
288.262,1.096
288.292,1.093
288.322,1.086
288.352,1.091
288.382,1.094
288.412,1.088
288.442,1.082
288.472,1.076
288.502,1.090
288.532,1.113
288.562,1.106
288.592,1.102
288.622,1.103
288.652,1.093
288.682,1.097
288.712,1.091
288.742,1.085
288.772,1.091
288.802,1.090
288.832,1.082
288.862,1.093
288.892,1.104
288.922,1.106
288.952,1.094
288.982,1.089
289.012,1.094
289.042,1.088
289.072,1.087
289.102,1.091
289.132,1.093
289.162,1.091
289.192,1.082
289.222,1.076
289.252,1.085
289.282,1.095
289.312,1.091
289.342,1.090
289.372,1.086
289.402,1.090
289.432,1.085
289.462,1.089
289.492,1.083
289.522,1.088
289.552,1.091
289.582,1.087
289.612,1.093
289.642,1.077
289.672,1.094
289.702,1.089
289.732,1.087
289.762,1.097
289.792,1.091
289.822,1.091
289.852,1.102
289.882,1.095
289.912,1.089
289.942,1.094
289.972,1.093
290.002,1.084
290.032,1.090
290.062,1.093
290.092,1.087
290.122,1.090
290.152,1.103
290.182,1.098
290.212,1.085
290.242,1.087
290.272,1.095
290.302,1.083
290.332,1.093
290.362,1.102
290.392,1.097
290.422,1.090
290.452,1.096
290.482,1.093
290.512,1.089
290.542,1.096
290.572,1.095
290.602,1.090
290.632,1.086
290.662,1.093
290.692,1.089
290.722,1.092
290.752,1.088
290.782,1.095
290.812,1.088
290.842,1.093
290.872,1.090
290.902,1.094
290.932,1.102
290.962,1.086
290.992,1.093
291.022,1.090
291.052,1.092
291.082,1.096
291.112,1.082
291.142,1.101
291.172,1.099
291.202,1.092
291.232,1.097
291.262,1.095
291.292,1.090
291.322,1.094
291.352,1.094
291.382,1.091
291.412,1.092
291.442,1.091
291.472,1.090
291.502,1.083
291.532,1.089
291.562,1.094
291.592,1.091
291.622,1.091
291.652,1.092
291.682,1.089
291.712,1.089
291.742,1.091
291.772,1.089
291.802,1.093
291.832,1.087
291.862,1.090
291.892,1.092
291.922,1.104
291.952,1.104
291.982,1.091
292.012,1.102
292.042,1.098
292.072,1.087
292.102,1.093
292.132,1.096
292.162,1.093
292.192,1.091
292.222,1.097
292.252,1.090
292.282,1.078
292.312,1.087
292.342,1.101
292.372,1.099
292.402,1.085
292.432,1.104
292.462,1.082
292.492,1.089
292.522,1.093
292.552,1.085
292.582,1.078
292.612,1.098
292.642,1.091
292.672,1.087
292.702,1.079
292.732,1.094
292.762,1.097
292.792,1.087
292.822,1.099
292.852,1.109
292.882,1.109
292.912,1.113
292.942,1.101
292.972,1.107
293.002,1.086
293.032,1.085
293.062,1.092
293.092,1.079
293.122,1.073
293.152,1.085
293.182,1.088
293.212,1.080
293.242,1.089
293.272,1.085
293.302,1.080
293.332,1.071
293.362,1.080
293.392,1.086
293.422,1.087
293.452,1.076
293.482,1.078
293.512,1.070
293.542,1.069
293.572,1.064
293.602,1.053
293.632,1.072
293.662,1.082
293.692,1.072
293.722,1.057
293.752,1.073
293.782,1.064
293.812,1.058
293.842,1.052
293.872,1.062
293.902,1.082
293.932,1.060
293.962,1.056
293.992,1.076
294.022,1.089
294.052,1.102
294.082,1.080
294.112,1.099
294.142,1.107
294.172,1.087
294.202,1.091
294.232,1.099
294.262,1.102
294.292,1.106
294.322,1.102
294.352,1.119
294.382,1.103
294.412,1.093
294.442,1.110
294.472,1.101
294.502,1.084
294.532,1.084
294.562,1.086
294.592,1.082
294.622,1.072
294.652,1.078
294.682,1.077
294.712,1.079
294.742,1.078
294.772,1.080
294.802,1.087
294.832,1.084
294.862,1.078
294.892,1.078
294.922,1.072
294.952,1.081
294.982,1.091
295.012,1.093
295.042,1.082
295.072,1.091
295.102,1.087
295.132,1.090
295.162,1.095
295.192,1.081
295.222,1.088
295.252,1.086
295.282,1.085
295.312,1.082
295.342,1.082
295.372,1.092
295.402,1.085
295.432,1.084
295.462,1.087
295.492,1.090
295.522,1.090
295.552,1.088
295.582,1.081
295.612,1.085
295.642,1.083
295.672,1.086
295.702,1.086
295.732,1.091
295.762,1.083
295.792,1.078
295.822,1.093
295.852,1.086
295.882,1.076
295.912,1.080
295.942,1.083
295.972,1.086
296.002,1.090
296.032,1.082
296.062,1.082
296.092,1.081
296.122,1.079
296.152,1.087
296.182,1.092
296.212,1.079
296.242,1.077
296.272,1.087
296.302,1.087
296.332,1.090
296.362,1.092
296.392,1.096
296.422,1.093
296.452,1.082
296.482,1.077
296.512,1.084
296.542,1.084
296.572,1.091
296.602,1.090
296.632,1.096
296.662,1.094
296.692,1.088
296.722,1.086
296.752,1.080
296.782,1.077
296.812,1.079
296.842,1.088
296.872,1.083
296.902,1.082
296.932,1.076
296.962,1.082
296.992,1.089
297.022,1.092
297.052,1.089
297.082,1.099
297.112,1.090
297.142,1.087
297.172,1.084
297.202,1.078
297.232,1.082
297.262,1.080
297.292,1.088
297.322,1.086
297.352,1.083
297.382,1.077
297.412,1.074
297.442,1.082
297.472,1.081
297.502,1.090
297.532,1.095
297.562,1.092
297.592,1.079
297.622,1.082
297.652,1.104
297.682,1.079
297.712,1.082
297.742,1.083
297.772,1.076
297.802,1.085
297.832,1.074
297.862,1.091
297.892,1.091
297.922,1.089
297.952,1.086
297.982,1.088
298.012,1.084
298.042,1.086
298.072,1.083
298.102,1.081
298.132,1.077
298.162,1.084
298.192,1.090
298.222,1.089
298.252,1.075
298.282,1.087
298.312,1.084
298.342,1.084
298.372,1.087
298.402,1.083
298.432,1.090
298.462,1.087
298.492,1.089
298.522,1.089
298.552,1.089
298.582,1.087
298.612,1.079
298.642,1.079
298.672,1.082
298.702,1.082
298.732,1.092
298.762,1.086
298.792,1.080
298.822,1.088
298.852,1.076
298.882,1.085
298.912,1.081
298.942,1.089
298.972,1.086
299.002,1.082
299.032,1.081
299.062,1.086
299.092,1.080
299.122,1.087
299.152,1.087
299.182,1.081
299.212,1.087
299.242,1.078
299.272,1.084
299.302,1.092
299.332,1.079
299.362,1.086
299.392,1.085
299.422,1.078
299.452,1.084
299.482,1.089
299.512,1.084
299.542,1.081
299.572,1.085
299.602,1.082
299.632,1.087
299.662,1.095
299.692,1.087
299.722,1.087
299.752,1.075
299.782,1.089
299.812,1.098
299.842,1.084
299.872,1.077
299.902,1.080
299.932,1.082
299.962,1.078
299.992,1.083
300.022,1.096
300.052,1.084
300.082,1.076
300.112,1.080
300.142,1.084
300.172,1.076
300.202,1.076
300.232,1.086
300.262,1.082
300.292,1.089
300.322,1.090
300.352,1.086
300.382,1.082
300.412,1.081
300.442,1.086
300.472,1.090
300.502,1.084
300.532,1.083
300.562,1.089
300.592,1.073
300.622,1.088
300.652,1.084
300.682,1.084
300.712,1.089
300.742,1.072
300.772,1.082
300.802,1.084
300.832,1.087
300.862,1.092
300.892,1.087
300.922,1.087
300.952,1.078
300.982,1.080
301.012,1.087
301.042,1.083
301.072,1.079
301.102,1.087
301.132,1.076
301.162,1.081
301.192,1.083
301.222,1.085
301.252,1.083
301.282,1.077
301.312,1.081
301.342,1.085
301.372,1.089
301.402,1.092
301.432,1.082
301.462,1.079
301.492,1.092
301.522,1.084
301.552,1.076
301.582,1.084
301.612,1.084
301.642,1.081
301.672,1.084
301.702,1.073
301.732,1.085
301.762,1.082
301.792,1.081
301.822,1.086
301.852,1.082
301.882,1.078
301.912,1.087
301.942,1.088
301.972,1.083
302.002,1.076
302.032,1.080
302.062,1.091
302.092,1.081
302.122,1.084
302.152,1.084
302.182,1.098
302.212,1.073
302.242,1.078
302.272,1.098
302.302,1.085
302.332,1.080
302.362,1.080
302.392,1.086
302.422,1.084
302.452,1.078
302.482,1.087
302.512,1.085
302.542,1.089
302.572,1.081
302.602,1.084
302.632,1.075
302.662,1.084
302.692,1.085
302.722,1.086
302.752,1.077
302.782,1.085
302.812,1.072
302.842,1.072
302.872,1.092
302.902,1.086
302.932,1.086
302.962,1.090
302.992,1.088
303.022,1.080
303.052,1.077
303.082,1.079
303.112,1.089
303.142,1.090
303.172,1.081
303.202,1.083
303.232,1.081
303.262,1.091
303.292,1.077
303.322,1.077
303.352,1.085
303.382,1.092
303.412,1.073
303.442,1.085
303.472,1.083
303.502,1.073
303.532,1.087
303.562,1.081
303.592,1.069
303.622,1.081
303.652,1.076
303.682,1.082
303.712,1.083
303.742,1.087
303.772,1.089
303.802,1.089
303.832,1.091
303.862,1.091
303.892,1.072
303.922,1.080
303.952,1.079
303.982,1.079
304.012,1.077
304.042,1.086
304.072,1.072
304.102,1.086
304.132,1.091
304.162,1.085
304.192,1.083
304.222,1.084
304.252,1.083
304.282,1.082
304.312,1.084
304.342,1.089
304.372,1.085
304.402,1.084
304.432,1.077
304.462,1.087
304.492,1.084
304.522,1.075
304.552,1.077
304.582,1.090
304.612,1.080
304.642,1.078
304.672,1.084
304.702,1.079
304.732,1.081
304.762,1.087
304.792,1.082
304.822,1.077
304.852,1.089
304.882,1.079
304.912,1.080
304.942,1.098
304.972,1.075
305.002,1.086
305.032,1.096
305.062,1.083
305.092,1.080
305.122,1.088
305.152,1.081
305.182,1.085
305.212,1.081
305.242,1.087
305.272,1.090
305.302,1.075
305.332,1.083
305.362,1.100
305.392,1.086
305.422,1.092
305.452,1.097
305.482,1.095
305.512,1.096
305.542,1.101
305.572,1.128
305.602,1.119
305.632,1.101
305.662,1.076
305.692,1.081
305.722,1.092
305.752,1.087
305.782,1.092
305.812,1.102
305.842,1.090
305.872,1.074
305.902,1.077
305.932,1.063
305.962,1.065
305.992,1.068
306.022,1.073
306.052,1.043
306.082,1.065
306.112,1.067
306.142,1.064
306.172,1.060
306.202,1.068
306.232,1.053
306.262,1.052
306.292,1.066
306.322,1.067
306.352,1.071
306.382,1.074
306.412,1.069
306.442,1.060
306.472,1.076
306.502,1.062
306.532,1.066
306.562,1.078
306.592,1.075
306.622,1.057
306.652,1.066
306.682,1.065
306.712,1.055
306.742,1.037
306.772,1.065
306.802,1.073
306.832,1.043
306.862,1.072
306.892,1.095
306.922,1.075
306.952,1.072
306.982,1.104
307.012,1.082
307.042,1.069
307.072,1.084
307.102,1.078
307.132,1.074
307.162,1.061
307.192,1.081
307.222,1.083
307.252,1.086
307.282,1.089
307.312,1.091
307.342,1.086
307.372,1.073
307.402,1.065
307.432,1.064
307.462,1.043
307.492,1.054
307.522,1.075
307.552,1.056
307.582,1.061
307.612,1.056
307.642,1.067
307.672,1.072
307.702,1.081
307.732,1.077
307.762,1.064
307.792,1.055
307.822,1.064
307.852,1.052
307.882,1.064
307.912,1.065
307.942,1.064
307.972,1.078
308.002,1.087
308.032,1.065
308.062,1.071
308.092,1.060
308.122,1.052
308.152,1.055
308.182,1.063
308.212,1.067
308.242,1.065
308.272,1.066
308.302,1.071
308.332,1.073
308.362,1.061
308.392,1.065
308.422,1.066
308.452,1.070
308.482,1.070
308.512,1.073
308.542,1.061
308.572,1.062
308.602,1.072
308.632,1.067
308.662,1.067
308.692,1.071
308.722,1.064
308.752,1.068
308.782,1.063
308.812,1.062
308.842,1.084
308.872,1.067
308.902,1.073
308.932,1.071
308.962,1.076
308.992,1.061
309.022,1.075
309.052,1.073
309.082,1.065
309.112,1.075
309.142,1.071
309.172,1.069
309.202,1.062
309.232,1.063
309.262,1.073
309.292,1.062
309.322,1.063
309.352,1.072
309.382,1.068
309.412,1.072
309.442,1.073
309.472,1.068
309.502,1.065
309.532,1.077
309.562,1.066
309.592,1.069
309.622,1.075
309.652,1.060
309.682,1.075
309.712,1.069
309.742,1.076
309.772,1.074
309.802,1.062
309.832,1.070
309.862,1.067
309.892,1.068
309.922,1.073
309.952,1.068
309.982,1.069
310.012,1.070
310.042,1.068
310.072,1.070
310.102,1.065
310.132,1.061
310.162,1.062
310.192,1.070
310.222,1.067
310.252,1.066
310.282,1.074
310.312,1.079
310.342,1.074
310.372,1.063
310.402,1.062
310.432,1.079
310.462,1.073
310.492,1.063
310.522,1.084
310.552,1.071
310.582,1.067
310.612,1.063
310.642,1.065
310.672,1.079
310.702,1.061
310.732,1.075
310.762,1.073
310.792,1.067
310.822,1.072
310.852,1.080
310.882,1.064
310.912,1.065
310.942,1.063
310.972,1.059
311.002,1.075
311.032,1.062
311.062,1.076
311.092,1.041
311.122,1.011
311.152,1.031
311.182,1.020
311.212,1.040
311.242,1.032
311.272,1.004
311.302,1.075
311.332,1.074
311.362,1.020
311.392,1.019
311.422,1.085
311.452,1.030
311.482,1.034
311.512,1.081
311.542,1.034
311.572,1.034
311.602,1.097
311.632,1.050
311.662,1.054
311.692,1.096
311.722,1.054
311.752,1.041
311.782,1.112
311.812,1.096
311.842,1.068
311.872,1.063
311.902,1.083
311.932,1.066
311.962,1.078
311.992,1.084
312.022,1.070
312.052,1.102
312.082,1.080
312.112,1.072
312.142,1.073
312.172,1.079
312.202,1.053
312.232,1.075
312.262,1.106
312.292,1.073
312.322,1.075
312.352,1.050
312.382,1.076
312.412,1.051
312.442,1.023
312.472,1.074
312.502,1.069
312.532,1.057
312.562,1.066
312.592,1.056
312.622,1.081
312.652,1.076
312.682,1.087
312.712,1.065
312.742,1.031
312.772,1.038
312.802,1.018
312.832,1.033
312.862,1.037
312.892,1.028
312.922,1.011
312.952,1.027
312.982,1.038
313.012,1.023
313.042,1.034
313.072,1.032
313.102,1.029
313.132,1.033
313.162,1.038
313.192,1.043
313.222,1.044
313.252,1.050
313.282,1.045
313.312,1.044
313.342,1.035
313.372,1.042
313.402,1.039
313.432,1.044
313.462,1.053
313.492,1.049
313.522,1.056
313.552,1.061
313.582,1.050
313.612,1.050
313.642,1.054
313.672,1.065
313.702,1.066
313.732,1.050
313.762,1.056
313.792,1.067
313.822,1.054
313.852,1.053
313.882,1.064
313.912,1.071
313.942,1.067
313.972,1.066
314.002,1.062
314.032,1.071
314.062,1.072
314.092,1.064
314.122,1.065
314.152,1.060
314.182,1.066
314.212,1.060
314.242,1.071
314.272,1.072
314.302,1.064
314.332,1.065
314.362,1.066
314.392,1.066
314.422,1.069
314.452,1.066
314.482,1.068
314.512,1.069
314.542,1.074
314.572,1.067
314.602,1.061
314.632,1.068
314.662,1.062
314.692,1.064
314.722,1.061
314.752,1.064
314.782,1.065
314.812,1.067
314.842,1.064
314.872,1.072
314.902,1.068
314.932,1.062
314.962,1.077
314.992,1.072
315.022,1.064
315.052,1.082
315.082,1.077
315.112,1.079
315.142,1.069
315.172,1.062
315.202,1.055
315.232,1.061
315.262,1.054
315.292,1.056
315.322,1.065
315.352,1.055
315.382,1.050
315.412,1.058
315.442,1.062
315.472,1.061
315.502,1.061
315.532,1.070
315.562,1.064
315.592,1.064
315.622,1.075
315.652,1.058
315.682,1.068
315.712,1.065
315.742,1.071
315.772,1.078
315.802,1.065
315.832,1.067
315.862,1.074
315.892,1.064
315.922,1.067
315.952,1.075
315.982,1.061
316.012,1.063
316.042,1.064
316.072,1.076
316.102,1.064
316.132,1.063
316.162,1.064
316.192,1.064
316.222,1.069
316.252,1.069
316.282,1.067
316.312,1.064
316.342,1.067
316.372,1.079
316.402,1.067
316.432,1.073
316.462,1.052
316.492,1.060
316.522,1.071
316.552,1.074
316.582,1.073
316.612,1.065
316.642,1.062
316.672,1.084
316.702,1.075
316.732,1.066
316.762,1.068
316.792,1.068
316.822,1.065
316.852,1.055
316.882,1.073
316.912,1.071
316.942,1.070
316.972,1.068
317.002,1.071
317.032,1.062
317.062,1.061
317.092,1.059
317.122,1.076
317.152,1.061
317.182,1.068
317.212,1.073
317.242,1.067
317.272,1.063
317.302,1.063
317.332,1.072
317.362,1.067
317.392,1.080
317.422,1.074
317.452,1.059
317.482,1.065
317.512,1.065
317.542,1.089
317.572,1.077
317.602,1.073
317.632,1.090
317.662,1.075
317.692,1.069
317.722,1.065
317.752,1.065
317.782,1.074
317.812,1.077
317.842,1.064
317.872,1.053
317.902,1.066
317.932,1.055
317.962,1.055
317.992,1.061
318.022,1.067
318.052,1.070
318.082,1.065
318.112,1.072
318.142,1.073
318.172,1.072
318.202,1.066
318.232,1.062
318.262,1.061
318.292,1.060
318.322,1.072
318.352,1.082
318.382,1.079
318.412,1.073
318.442,1.075
318.472,1.071
318.502,1.071
318.532,1.079
318.562,1.079
318.592,1.072
318.622,1.066
318.652,1.084
318.682,1.077
318.712,1.065
318.742,1.077
318.772,1.075
318.802,1.068
318.832,1.072
318.862,1.077
318.892,1.078
318.922,1.065
318.952,1.070
318.982,1.074
319.012,1.074
319.042,1.070
319.072,1.075
319.102,1.075
319.132,1.070
319.162,1.075
319.192,1.072
319.222,1.069
319.252,1.074
319.282,1.075
319.312,1.075
319.342,1.074
319.372,1.072
319.402,1.077
319.432,1.070
319.462,1.077
319.492,1.074
319.522,1.081
319.552,1.068
319.582,1.074
319.612,1.074
319.642,1.077
319.672,1.071
319.702,1.075
319.732,1.070
319.762,1.077
319.792,1.076
319.822,1.071
319.852,1.077
319.882,1.074
319.912,1.073
319.942,1.077
319.972,1.082
320.002,1.080
320.032,1.071
320.062,1.078
320.092,1.082
320.122,1.071
320.152,1.078
320.182,1.078
320.212,1.076
320.242,1.075
320.272,1.072
320.302,1.076
320.332,1.075
320.362,1.073
320.392,1.075
320.422,1.083
320.452,1.080
320.482,1.075
320.512,1.080
320.542,1.069
320.572,1.078
320.602,1.072
320.632,1.077
320.662,1.077
320.692,1.078
320.722,1.070
320.752,1.079
320.782,1.074
320.812,1.073
320.842,1.074
320.872,1.068
320.902,1.078
320.932,1.078
320.962,1.072
320.992,1.074
321.022,1.073
321.052,1.072
321.082,1.077
321.112,1.072
321.142,1.069
321.172,1.072
321.202,1.078
321.232,1.074
321.262,1.071
321.292,1.076
321.322,1.073
321.352,1.072
321.382,1.073
321.412,1.078
321.442,1.069
321.472,1.074
321.502,1.076
321.532,1.077
321.562,1.077
321.592,1.072
321.622,1.079
321.652,1.077
321.682,1.070
321.712,1.077
321.742,1.073
321.772,1.076
321.802,1.076
321.832,1.073
321.862,1.074
321.892,1.079
321.922,1.087
321.952,1.097
321.982,1.084
322.012,1.112
322.042,1.096
322.072,1.099
322.102,1.124
322.132,1.084
322.162,1.065
322.192,1.065
322.222,1.084
322.252,1.079
322.282,1.067
322.312,1.082
322.342,1.093
322.372,1.092
322.402,1.057
322.432,1.070
322.462,1.072
322.492,1.071
322.522,1.067
322.552,1.075
322.582,1.085
322.612,1.077
322.642,1.069
322.672,1.058
322.702,1.053
322.732,1.057
322.762,1.046
322.792,1.054
322.822,1.070
322.852,1.064
322.882,1.065
322.912,1.072
322.942,1.082
322.972,1.066
323.002,1.049
323.032,1.049
323.062,1.047
323.092,1.050
323.122,1.081
323.152,1.083
323.182,1.066
323.212,1.076
323.242,1.073
323.272,1.069
323.302,1.076
323.332,1.057
323.362,1.056
323.392,1.071
323.422,1.063
323.452,1.080
323.482,1.067
323.512,1.079
323.542,1.076
323.572,1.078
323.602,1.085
323.632,1.088
323.662,1.082
323.692,1.079
323.722,1.090
323.752,1.085
323.782,1.079
323.812,1.093
323.842,1.083
323.872,1.089
323.902,1.075
323.932,1.077
323.962,1.079
323.992,1.081
324.022,1.071
324.052,1.077
324.082,1.075
324.112,1.064
324.142,1.077
324.172,1.070
324.202,1.073
324.232,1.074
324.262,1.085
324.292,1.085
324.322,1.067
324.352,1.073
324.382,1.079
324.412,1.081
324.442,1.072
324.472,1.081
324.502,1.080
324.532,1.080
324.562,1.078
324.592,1.080
324.622,1.077
324.652,1.073
324.682,1.075
324.712,1.079
324.742,1.078
324.772,1.081
324.802,1.077
324.832,1.077
324.862,1.080
324.892,1.074
324.922,1.076
324.952,1.071
324.982,1.078
325.012,1.077
325.042,1.078
325.072,1.074
325.102,1.069
325.132,1.075
325.162,1.079
325.192,1.078
325.222,1.081
325.252,1.081
325.282,1.073
325.312,1.078
325.342,1.086
325.372,1.073
325.402,1.074
325.432,1.081
325.462,1.073
325.492,1.077
325.522,1.075
325.552,1.073
325.582,1.078
325.612,1.077
325.642,1.078
325.672,1.082
325.702,1.067
325.732,1.078
325.762,1.076
325.792,1.082
325.822,1.081
325.852,1.079
325.882,1.087
325.912,1.077
325.942,1.074
325.972,1.082
326.002,1.074
326.032,1.073
326.062,1.076
326.092,1.077
326.122,1.070
326.152,1.072
326.182,1.074
326.212,1.088
326.242,1.079
326.272,1.081
326.302,1.080
326.332,1.080
326.362,1.077
326.392,1.075
326.422,1.079
326.452,1.077
326.482,1.074
326.512,1.083
326.542,1.078
326.572,1.081
326.602,1.076
326.632,1.077
326.662,1.071
326.692,1.081
326.722,1.075
326.752,1.077
326.782,1.074
326.812,1.074
326.842,1.076
326.872,1.079
