df_hash,22ZHK4.PRJFYW
14.962,1.021
14.992,1.031
15.022,1.019
15.052,1.006
15.082,1.031
15.112,1.015
15.142,1.013
15.172,1.010
15.202,1.020
15.232,1.034
15.262,1.029
15.292,1.019
15.322,1.021
15.352,1.018
15.382,1.031
15.412,1.019
15.442,1.019
15.472,1.027
15.502,1.029
15.532,1.019
15.562,1.030
15.592,1.018
15.622,1.029
15.652,1.005
15.682,1.031
15.712,1.013
15.742,1.016
15.772,1.033
15.802,1.021
15.832,1.022
15.862,1.019
15.892,1.031
15.922,1.025
15.952,1.020
15.982,1.022
16.012,1.021
16.042,1.015
16.072,1.013
16.102,1.030
16.132,1.021
16.162,1.022
16.192,1.012
16.222,1.020
16.252,1.029
16.282,1.026
16.312,1.029
16.342,1.029
16.372,1.018
16.402,1.028
16.432,1.024
16.462,1.012
16.492,1.023
16.522,1.020
16.552,1.024
16.582,1.026
16.612,1.023
16.642,1.027
16.672,1.025
16.702,1.010
16.732,1.013
16.762,1.027
16.792,1.025
16.822,1.022
16.852,1.021
16.882,1.024
16.912,1.024
16.942,1.018
16.972,1.015
17.002,1.024
17.032,1.012
17.062,1.028
17.092,1.027
17.122,1.029
17.152,1.009
17.182,1.015
17.212,1.020
17.242,1.021
17.272,1.026
17.302,1.027
17.332,1.020
17.362,1.025
17.392,1.025
17.422,1.016
17.452,1.016
17.482,1.021
17.512,1.021
17.542,1.021
17.572,1.020
17.602,1.023
17.632,1.021
17.662,1.021
17.692,1.029
17.722,1.025
17.752,1.024
17.782,1.015
17.812,1.023
17.842,1.022
17.872,1.015
17.902,1.021
17.932,1.030
17.962,1.026
17.992,1.022
18.022,1.018
18.052,1.016
18.082,1.013
18.112,1.008
18.142,1.035
18.172,1.021
18.202,1.018
18.232,1.013
18.262,1.020
18.292,1.031
18.322,1.021
18.352,1.021
18.382,1.021
18.412,1.022
18.442,1.021
18.472,1.021
18.502,1.019
18.532,1.022
18.562,1.021
18.592,1.021
18.622,1.021
18.652,1.019
18.682,1.021
18.712,1.020
18.742,1.020
18.772,1.027
18.802,1.021
18.832,1.028
18.862,1.016
18.892,1.030
18.922,1.016
18.952,1.019
18.982,1.022
19.012,1.028
19.042,1.021
19.072,1.019
19.102,1.015
19.132,1.022
19.162,1.023
19.192,1.014
19.222,1.034
19.252,1.017
19.282,1.015
19.312,1.016
19.342,1.017
19.372,1.017
19.402,1.021
19.432,1.030
19.462,1.013
19.492,1.021
19.522,1.026
19.552,1.020
19.582,1.023
19.612,1.019
19.642,1.023
19.672,1.024
19.702,1.021
19.732,1.026
19.762,1.021
19.792,1.022
19.822,1.016
19.852,1.018
19.882,1.022
19.912,1.026
19.942,1.021
19.972,1.015
20.002,1.021
20.032,1.023
20.062,1.024
20.092,1.020
20.122,1.019
20.152,1.015
20.182,1.011
20.212,1.028
20.242,1.015
20.272,1.031
20.302,1.017
20.332,1.015
20.362,1.012
20.392,1.021
20.422,1.026
20.452,1.019
20.482,1.022
20.512,1.024
20.542,1.023
20.572,1.019
20.602,1.018
20.632,1.022
20.662,1.025
20.692,1.022
20.722,1.022
20.752,1.027
20.782,1.030
20.812,1.018
20.842,1.021
20.872,1.016
20.902,1.020
20.932,1.021
20.962,1.033
20.992,1.016
21.022,1.016
21.052,1.027
21.082,1.023
21.112,1.025
21.142,1.006
21.172,1.027
21.202,1.014
21.232,1.016
21.262,1.013
21.292,1.025
21.322,1.023
21.352,1.020
21.382,1.022
21.412,1.020
21.442,1.022
21.472,1.021
21.502,1.020
21.532,1.028
21.562,1.016
21.592,1.023
21.622,1.022
21.652,1.023
21.682,1.021
21.712,1.024
21.742,1.026
21.772,1.021
21.802,1.019
21.832,1.022
21.862,1.016
21.892,1.021
21.922,1.019
21.952,1.026
21.982,1.024
22.012,1.019
22.042,1.014
22.072,1.025
22.102,1.009
22.132,1.011
22.162,1.033
22.192,1.023
22.222,1.017
22.252,1.017
22.282,1.020
22.312,1.029
22.342,1.023
22.372,1.024
22.402,1.025
22.432,1.021
22.462,1.017
22.492,1.021
22.522,1.027
22.552,1.017
22.582,1.020
22.612,1.019
22.642,1.017
22.672,1.022
22.702,1.017
22.732,1.021
22.762,1.023
22.792,1.027
22.822,1.020
22.852,1.021
22.882,1.014
22.912,1.019
22.942,1.031
22.972,1.023
23.002,1.025
23.032,1.007
23.062,1.017
23.092,1.018
23.122,1.021
23.152,1.007
23.182,1.038
23.212,1.020
23.242,1.016
23.272,1.014
23.302,1.018
23.332,1.024
23.362,1.025
23.392,1.020
23.422,1.021
23.452,1.021
23.482,1.023
23.512,1.020
23.542,1.020
23.572,1.020
23.602,1.018
23.632,1.021
23.662,1.021
23.692,1.021
23.722,1.021
23.752,1.018
23.782,1.014
23.812,1.020
23.842,1.013
23.872,1.017
23.902,1.027
23.932,1.020
23.962,1.015
23.992,1.021
24.022,1.021
24.052,1.022
24.082,1.017
24.112,1.020
24.142,1.021
24.172,1.017
24.202,1.021
24.232,1.032
24.262,1.027
24.292,1.014
24.322,1.011
24.352,1.018
24.382,1.028
24.412,1.020
24.442,1.021
24.472,1.013
24.502,1.020
24.532,1.021
24.562,1.021
24.592,1.028
24.622,1.017
24.652,1.021
24.682,1.026
24.712,1.012
24.742,1.019
24.772,1.019
24.802,1.020
24.832,1.020
24.862,1.023
24.892,1.019
24.922,1.012
24.952,1.014
24.982,1.023
25.012,1.020
25.042,1.010
25.072,1.026
25.102,1.019
25.132,1.023
25.162,1.021
25.192,1.020
25.222,1.019
25.252,1.014
25.282,1.023
25.312,1.021
25.342,1.028
25.372,1.012
25.402,1.015
25.432,1.013
25.462,1.029
25.492,1.026
25.522,1.020
25.552,1.018
25.582,1.022
25.612,1.016
25.642,1.017
25.672,1.016
25.702,1.021
25.732,1.021
25.762,1.023
25.792,1.018
25.822,1.026
25.852,1.005
25.882,1.020
25.912,1.021
25.942,1.016
25.972,1.020
26.002,1.019
26.032,1.023
26.062,1.010
26.092,1.025
26.122,1.022
26.152,1.025
26.182,1.022
26.212,1.021
26.242,1.018
26.272,1.010
26.302,1.009
26.332,1.030
26.362,1.017
26.392,1.021
26.422,1.013
26.452,1.019
26.482,1.027
26.512,1.021
26.542,1.026
26.572,1.022
26.602,1.022
26.632,1.019
26.662,1.017
26.692,1.019
26.722,1.022
26.752,1.025
26.782,1.017
26.812,1.023
26.842,1.021
26.872,1.020
26.902,1.012
26.932,1.012
26.962,1.025
26.992,1.020
27.022,1.031
27.052,1.012
27.082,1.016
27.112,1.021
27.142,1.027
27.172,1.021
27.202,1.018
27.232,1.026
27.262,1.015
27.292,1.032
27.322,1.019
27.352,1.029
27.382,1.014
27.412,1.020
27.442,1.019
27.472,1.021
27.502,1.026
27.532,1.016
27.562,1.018
27.592,1.016
27.622,1.018
27.652,1.020
27.682,1.021
27.712,1.021
27.742,1.016
27.772,1.017
27.802,1.019
27.832,1.026
27.862,1.027
27.892,1.021
27.922,1.028
27.952,1.014
27.982,1.013
28.012,1.021
28.042,1.026
28.072,1.015
28.102,1.022
28.132,1.021
28.162,1.028
28.192,1.014
28.222,1.016
28.252,1.022
28.282,1.008
28.312,1.014
28.342,1.027
28.372,1.023
28.402,1.017
28.432,1.013
28.462,1.019
28.492,1.024
28.522,1.020
28.552,1.017
28.582,1.019
28.612,1.021
28.642,1.018
28.672,1.024
28.702,1.021
28.732,1.019
28.762,1.021
28.792,1.019
28.822,1.022
28.852,1.021
28.882,1.018
28.912,1.021
28.942,1.028
28.972,1.021
29.002,1.016
29.032,1.026
29.062,1.015
29.092,1.021
29.122,1.024
29.152,1.023
29.182,1.021
29.212,1.015
29.242,1.018
29.272,1.029
29.302,1.021
29.332,1.013
29.362,1.032
29.392,1.014
29.422,1.018
29.452,1.016
29.482,1.019
29.512,1.024
29.542,1.017
29.572,1.019
29.602,1.015
29.632,1.021
29.662,1.021
29.692,1.017
29.722,1.018
29.752,1.024
29.782,1.018
29.812,1.020
29.842,1.021
29.872,1.021
29.902,1.019
29.932,1.016
29.962,1.014
29.992,1.021
30.022,1.024
30.052,1.021
30.082,1.013
30.112,1.017
30.142,1.023
30.172,1.022
30.202,1.021
30.232,1.021
30.262,1.012
30.292,1.012
30.322,1.033
30.352,1.024
30.382,1.029
30.412,1.014
30.442,1.021
30.472,1.017
30.502,1.021
30.532,1.017
30.562,1.019
30.592,1.019
30.622,1.019
30.652,1.025
30.682,1.016
30.712,1.018
30.742,1.021
30.772,1.018
30.802,1.021
30.832,1.019
30.862,1.022
30.892,1.021
30.922,1.012
30.952,1.012
30.982,1.027
31.012,1.025
31.042,1.021
31.072,1.009
31.102,1.020
31.132,1.022
31.162,1.027
31.192,1.012
31.222,1.021
31.252,1.024
31.282,1.008
31.312,1.008
31.342,1.030
31.372,1.025
31.402,1.017
31.432,1.013
31.462,1.016
31.492,1.027
31.522,1.017
31.552,1.017
31.582,1.020
31.612,1.025
31.642,1.016
31.672,1.021
31.702,1.019
31.732,1.016
31.762,1.022
31.792,1.015
31.822,1.018
31.852,1.026
31.882,1.028
31.912,1.015
31.942,1.015
31.972,1.026
32.002,1.021
32.032,1.021
32.062,1.015
32.092,1.023
32.122,1.017
32.152,1.015
32.182,1.018
32.212,1.019
32.242,1.015
32.272,1.011
32.302,1.033
32.332,1.020
32.362,1.021
32.392,1.015
32.422,1.021
32.452,1.021
32.482,1.021
32.512,1.021
32.542,1.021
32.572,1.019
32.602,1.017
32.632,1.021
32.662,1.019
32.692,1.013
32.722,1.021
32.752,1.021
32.782,1.025
32.812,1.013
32.842,1.021
32.872,1.021
32.902,1.015
32.932,1.021
32.962,1.024
32.992,1.021
33.022,1.026
33.052,1.022
33.082,1.018
33.112,1.018
33.142,1.021
33.172,1.029
33.202,1.021
33.232,1.021
33.262,1.016
33.292,1.020
33.322,1.002
33.352,1.010
33.382,1.032
33.412,1.020
33.442,1.020
33.472,1.014
33.502,1.024
33.532,1.024
33.562,1.021
33.592,1.021
33.622,1.019
33.652,1.015
33.682,1.020
33.712,1.021
33.742,1.020
33.772,1.017
33.802,1.021
33.832,1.018
33.862,1.015
33.892,1.022
33.922,1.016
33.952,1.020
33.982,1.020
34.012,1.022
34.042,1.026
34.072,1.020
34.102,1.021
34.132,1.012
34.162,1.021
34.192,1.022
34.222,1.024
34.252,1.016
34.282,1.015
34.312,1.020
34.342,1.023
34.372,1.017
34.402,1.007
34.432,1.026
34.462,1.018
34.492,1.016
34.522,1.020
34.552,1.021
34.582,1.020
34.612,1.024
34.642,1.025
34.672,1.021
34.702,1.017
34.732,1.020
34.762,1.020
34.792,1.018
34.822,1.014
34.852,1.019
34.882,1.022
34.912,1.024
34.942,1.021
34.972,1.019
35.002,1.013
35.032,1.015
35.062,1.020
35.092,1.024
35.122,1.021
35.152,1.016
35.182,1.018
35.212,1.011
35.242,1.027
35.272,1.018
35.302,1.022
35.332,1.011
35.362,1.021
35.392,1.024
35.422,1.021
35.452,1.019
35.482,1.013
35.512,1.018
35.542,1.020
35.572,1.017
35.602,1.017
35.632,1.020
35.662,1.014
35.692,1.018
35.722,1.023
35.752,1.026
35.782,1.025
35.812,1.016
35.842,1.018
35.872,1.018
35.902,1.014
35.932,1.016
35.962,1.024
35.992,1.016
36.022,1.017
36.052,1.020
36.082,1.020
36.112,1.007
36.142,1.014
36.172,1.025
36.202,1.018
36.232,1.015
36.262,1.014
36.292,1.015
36.322,1.021
36.352,1.021
36.382,1.021
36.412,1.021
36.442,1.015
36.472,1.019
36.502,1.021
36.532,1.015
36.562,1.015
36.592,1.027
36.622,1.021
36.652,1.022
36.682,1.015
36.712,1.020
36.742,1.025
36.772,1.011
36.802,1.021
36.832,1.016
36.862,1.021
36.892,1.020
36.922,1.021
36.952,1.021
36.982,1.016
37.012,1.021
37.042,1.020
37.072,1.020
37.102,1.022
37.132,1.027
37.162,1.013
37.192,1.008
37.222,1.017
37.252,1.019
37.282,1.020
37.312,1.023
37.342,1.023
37.372,1.015
37.402,1.016
37.432,1.019
37.462,1.018
37.492,1.021
37.522,1.019
37.552,1.011
37.582,1.010
37.612,1.023
37.642,1.019
37.672,1.014
37.702,1.012
37.732,1.013
37.762,1.023
37.792,1.021
37.822,1.022
37.852,1.011
37.882,1.015
37.912,1.021
37.942,1.023
37.972,1.021
38.002,1.016
38.032,1.017
38.062,1.015
38.092,1.021
38.122,1.017
38.152,1.035
38.182,1.015
38.212,1.013
38.242,1.017
38.272,1.018
38.302,1.023
38.332,1.023
38.362,1.016
38.392,1.013
38.422,1.021
38.452,1.014
38.482,1.020
38.512,1.019
38.542,1.014
38.572,1.021
38.602,1.017
38.632,1.013
38.662,1.021
38.692,1.024
38.722,1.018
38.752,1.016
38.782,1.021
38.812,1.014
38.842,1.013
38.872,1.021
38.902,1.022
38.932,1.017
38.962,1.019
38.992,1.016
39.022,1.020
39.052,1.016
39.082,1.008
39.112,1.029
39.142,1.015
39.172,1.017
39.202,1.013
39.232,1.021
39.262,1.023
39.292,1.019
39.322,1.021
39.352,1.018
39.382,1.020
39.412,1.018
39.442,1.021
39.472,1.013
39.502,1.019
39.532,1.019
39.562,1.021
39.592,1.018
39.622,1.032
39.652,1.019
39.682,1.011
39.712,1.021
39.742,1.011
39.772,1.014
39.802,1.020
39.832,1.023
39.862,1.019
39.892,1.020
39.922,1.013
39.952,1.022
39.982,1.013
40.012,1.012
40.042,1.028
40.072,1.018
40.102,1.020
40.132,1.010
40.162,1.021
40.192,1.021
40.222,1.019
40.252,1.019
40.282,1.014
40.312,1.015
40.342,1.023
40.372,1.015
40.402,1.018
40.432,1.021
40.462,1.015
40.492,1.013
40.522,1.022
40.552,1.022
40.582,1.018
40.612,1.017
40.642,1.025
40.672,1.020
40.702,1.020
40.732,1.026
40.762,1.007
40.792,1.014
40.822,1.024
40.852,1.022
40.882,1.021
40.912,1.015
40.942,1.019
40.972,1.015
41.002,1.029
41.032,1.015
41.062,1.030
41.092,1.018
41.122,1.009
41.152,1.015
41.182,1.023
41.212,1.022
41.242,1.017
41.272,1.018
41.302,1.020
41.332,1.016
41.362,1.022
41.392,1.019
41.422,1.017
41.452,1.016
41.482,1.014
41.512,1.023
41.542,1.022
41.572,1.020
41.602,1.018
41.632,1.021
41.662,1.017
41.692,1.016
41.722,1.027
41.752,1.012
41.782,1.016
41.812,1.021
41.842,1.020
41.872,1.022
41.902,1.013
41.932,1.017
41.962,1.022
41.992,1.008
42.022,1.011
42.052,1.029
42.082,1.020
42.112,1.017
42.142,1.011
42.172,1.021
42.202,1.021
42.232,1.020
42.262,1.017
42.292,1.016
42.322,1.021
42.352,1.017
42.382,1.021
42.412,1.017
42.442,1.015
42.472,1.021
42.502,1.021
42.532,1.021
42.562,1.017
42.592,1.025
42.622,1.011
42.652,1.019
42.682,1.021
42.712,1.014
42.742,1.018
42.772,1.017
42.802,1.021
42.832,1.021
42.862,1.018
42.892,1.015
42.922,1.019
42.952,1.018
42.982,1.002
43.012,1.035
43.042,1.017
43.072,1.011
43.102,1.008
43.132,1.021
43.162,1.021
43.192,1.018
43.222,1.022
43.252,1.021
43.282,1.021
43.312,1.020
43.342,1.021
43.372,1.015
43.402,1.014
43.432,1.023
43.462,1.018
43.492,1.019
43.522,1.022
43.552,1.016
43.582,1.021
43.612,1.024
43.642,1.012
43.672,1.018
43.702,1.020
43.732,1.018
43.762,1.014
43.792,1.018
43.822,1.014
43.852,1.019
43.882,1.022
43.912,1.008
43.942,1.034
43.972,1.014
44.002,1.022
44.032,1.011
44.062,1.020
44.092,1.022
44.122,1.021
44.152,1.014
44.182,1.021
44.212,1.014
44.242,1.020
44.272,1.021
44.302,1.018
44.332,1.021
44.362,1.014
44.392,1.020
44.422,1.019
44.452,1.014
44.482,1.018
44.512,1.021
44.542,1.017
44.572,1.021
44.602,1.011
44.632,1.014
44.662,1.023
44.692,1.022
44.722,1.025
44.752,1.011
44.782,1.017
44.812,1.014
44.842,1.030
44.872,1.021
44.902,1.032
44.932,1.018
44.962,1.012
44.992,1.014
45.022,1.029
45.052,1.019
45.082,1.019
45.112,1.011
45.142,1.015
45.172,1.013
45.202,1.018
45.232,1.018
45.262,1.018
45.292,1.017
45.322,1.016
45.352,1.027
45.382,1.017
45.412,1.015
45.442,1.019
45.472,1.022
45.502,1.017
45.532,1.019
45.562,1.019
45.592,1.021
45.622,1.011
45.652,1.022
45.682,1.024
45.712,1.018
45.742,1.023
45.772,1.012
45.802,1.021
45.832,1.021
45.862,1.018
45.892,1.031
45.922,1.012
45.952,1.014
45.982,1.017
46.012,1.024
46.042,1.021
46.072,1.019
46.102,1.020
46.132,1.018
46.162,1.014
46.192,1.020
46.222,1.016
46.252,1.019
46.282,1.019
46.312,1.017
46.342,1.025
46.372,1.019
46.402,1.014
46.432,1.007
46.462,1.018
46.492,1.025
46.522,1.018
46.552,1.008
46.582,1.020
46.612,1.022
46.642,1.022
46.672,1.021
46.702,1.016
46.732,1.016
46.762,1.004
46.792,1.016
46.822,1.022
46.852,1.030
46.882,1.019
46.912,1.010
46.942,1.018
46.972,1.021
47.002,1.022
47.032,1.015
47.062,1.025
47.092,1.011
47.122,1.017
47.152,1.012
47.182,1.018
47.212,1.017
47.242,1.021
47.272,1.013
47.302,1.012
47.332,1.025
47.362,1.021
47.392,1.016
47.422,1.011
47.452,1.017
47.482,1.023
47.512,1.022
47.542,1.021
47.572,1.017
47.602,1.024
47.632,0.997
47.662,1.008
47.692,1.021
47.722,1.027
47.752,1.021
47.782,1.022
47.812,1.017
47.842,1.021
47.872,1.020
47.902,1.021
47.932,1.019
47.962,1.021
47.992,1.012
48.022,1.018
48.052,1.019
48.082,1.010
48.112,1.016
48.142,1.022
48.172,1.036
48.202,1.014
48.232,1.020
48.262,1.017
48.292,1.013
48.322,1.021
48.352,1.009
48.382,1.021
48.412,1.019
48.442,1.029
48.472,1.018
48.502,1.019
48.532,1.010
48.562,1.012
48.592,1.028
48.622,1.027
48.652,1.031
48.682,1.009
48.712,1.008
48.742,1.015
48.772,1.022
48.802,1.021
48.832,1.018
48.862,1.032
48.892,1.009
48.922,1.017
48.952,1.019
48.982,1.010
49.012,1.019
49.042,1.020
49.072,1.016
49.102,1.015
49.132,1.023
49.162,1.019
49.192,1.021
49.222,1.021
49.252,1.015
49.282,1.019
49.312,1.016
49.342,1.020
49.372,1.018
49.402,1.020
49.432,1.020
49.462,1.004
49.492,1.022
49.522,1.023
49.552,1.022
49.582,1.018
49.612,1.006
49.642,1.019
49.672,1.022
49.702,1.020
49.732,1.015
49.762,1.019
49.792,1.020
49.822,1.016
49.852,1.019
49.882,1.020
49.912,1.018
49.942,1.023
49.972,1.016
50.002,1.021
50.032,1.021
50.062,1.019
50.092,1.020
50.122,1.019
50.152,1.008
50.182,1.015
50.212,1.020
50.242,1.021
50.272,1.021
50.302,1.013
50.332,1.011
50.362,1.010
50.392,1.021
50.422,1.017
50.452,1.025
50.482,1.013
50.512,1.010
50.542,1.016
50.572,1.021
50.602,1.015
50.632,1.018
50.662,1.021
50.692,1.015
50.722,1.016
50.752,1.024
50.782,1.016
50.812,1.021
50.842,1.009
50.872,1.021
50.902,1.024
50.932,1.024
50.962,1.012
50.992,1.019
51.022,1.010
51.052,1.018
51.082,1.019
51.112,1.022
51.142,1.022
51.172,1.019
51.202,1.021
51.232,1.016
51.262,1.022
51.292,1.013
51.322,1.027
51.352,1.016
51.382,1.010
51.412,1.021
51.442,1.017
51.472,1.018
51.502,1.017
51.532,1.023
51.562,1.013
51.592,1.012
51.622,1.018
51.652,1.018
51.682,1.012
51.712,1.020
51.742,1.022
51.772,1.020
51.802,1.013
51.832,1.016
51.862,1.023
51.892,1.026
51.922,1.019
51.952,1.011
51.982,1.015
52.012,1.020
52.042,1.026
52.072,1.020
52.102,1.014
52.132,1.022
52.162,1.001
52.192,1.018
52.222,1.026
52.252,1.023
52.282,1.017
52.312,1.008
52.342,1.013
52.372,1.023
52.402,1.016
52.432,1.014
52.462,1.020
52.492,1.018
52.522,1.020
52.552,1.017
52.582,1.019
52.612,1.018
52.642,1.010
52.672,1.026
52.702,1.021
52.732,1.014
52.762,1.014
52.792,1.021
52.822,1.013
52.852,1.025
52.882,1.014
52.912,1.021
52.942,1.018
52.972,1.024
53.002,1.017
53.032,1.018
53.062,1.020
53.092,1.009
53.122,1.017
53.152,1.023
53.182,1.025
53.212,1.015
53.242,1.017
53.272,1.011
53.302,1.028
53.332,1.017
53.362,1.014
53.392,1.018
53.422,1.015
53.452,1.015
53.482,1.016
53.512,1.017
53.542,1.021
53.572,1.021
53.602,1.023
53.632,1.016
53.662,1.016
53.692,1.010
53.722,1.006
53.752,1.020
53.782,1.023
53.812,1.022
53.842,1.006
53.872,1.019
53.902,1.021
53.932,1.021
53.962,1.018
53.992,1.021
54.022,1.012
54.052,1.014
54.082,1.005
54.112,1.030
54.142,1.016
54.172,1.014
54.202,1.019
54.232,1.024
54.262,1.020
54.292,1.017
54.322,1.016
54.352,1.019
54.382,1.015
54.412,1.015
54.442,1.030
54.472,1.013
54.502,1.015
54.532,1.019
54.562,1.009
54.592,1.017
54.622,1.033
54.652,1.019
54.682,1.018
54.712,1.015
54.742,1.009
54.772,1.013
54.802,1.024
54.832,1.024
54.862,1.022
54.892,1.012
54.922,1.011
54.952,1.009
54.982,1.033
55.012,1.018
55.042,1.033
55.072,1.005
55.102,1.010
55.132,1.014
55.162,1.024
55.192,1.031
55.222,1.018
55.252,1.014
55.282,1.014
55.312,1.012
55.342,1.024
55.372,1.028
55.402,1.017
55.432,1.018
55.462,1.014
55.492,1.016
55.522,1.017
55.552,1.017
55.582,1.021
55.612,1.024
55.642,1.027
55.672,1.016
55.702,1.009
55.732,1.018
55.762,1.022
55.792,1.016
55.822,1.020
55.852,1.020
55.882,1.017
55.912,0.999
55.942,1.013
55.972,1.025
56.002,1.030
56.032,1.013
56.062,1.015
56.092,1.014
56.122,1.021
56.152,1.021
56.182,1.024
56.212,1.019
56.242,1.009
56.272,1.010
56.302,1.013
56.332,1.018
56.362,1.019
56.392,1.012
56.422,1.024
56.452,1.003
56.482,1.017
56.512,1.020
56.542,1.011
56.572,1.015
56.602,1.014
56.632,1.014
56.662,1.013
56.692,1.023
56.722,1.031
56.752,1.017
56.782,1.020
56.812,1.004
56.842,1.004
56.872,1.016
56.902,1.024
56.932,1.021
56.962,1.019
56.992,1.004
57.022,1.026
57.052,1.015
57.082,1.013
57.112,1.020
57.142,1.024
57.172,1.020
57.202,1.025
57.232,1.010
57.262,1.017
57.292,1.013
57.322,1.028
57.352,1.031
