df_hash,22ZHK4.PRJFYW
132.882,15
132.889,820
133.711,10
134.832,925
135.860,1020
136.151,1005
136.782,10
136.928,955
136.934,170
137.632,20
138.732,735
138.736,1015
139.560,10
139.565,925
140.537,10
140.546,930
141.510,10
141.514,995
142.583,15
142.587,1005
142.876,15
142.879,260
143.559,65
143.704,695
143.708,165
144.533,25
144.831,860
144.876,195
144.896,10
144.904,15
144.908,10
145.171,10
145.705,15
146.630,795
146.634,970
147.458,15
147.462,860
148.434,10
148.437,945
149.409,10
150.383,1015
150.678,945
151.358,230
151.363,770
151.510,15
152.187,10
152.333,850
152.337,15
153.163,10
153.991,885
154.966,910
154.973,930
155.941,15
156.919,955
156.965,935
156.968,10
157.355,100
157.358,310
158.720,10
159.159,1395
160.280,415
160.670,1175
161.109,345
161.499,460
161.945,415
162.184,400
162.376,370
162.620,10
163.010,330
163.013,415
163.156,10
163.306,355
164.131,450
165.009,400
165.253,830
165.399,305
166.009,10
166.911,665
167.642,915
168.180,795
168.473,335
168.714,400
169.153,360
169.592,420
170.033,400
170.130,335
170.566,10
170.570,625
170.957,10
171.493,465
171.496,470
172.621,10
172.809,1130
173.589,15
173.593,925
173.687,15
174.423,20
174.586,905
175.539,15
175.547,1015
175.786,20
176.417,15
176.421,885
176.520,15
177.348,10
177.393,875
178.027,10
178.489,735
178.494,415
178.516,30
178.610,15
178.660,25
178.759,25
178.765,15
179.439,10
179.445,855
180.414,10
180.419,995
181.389,10
181.392,1000
181.536,10
182.559,10
182.563,1025
182.611,10
183.486,20
183.489,980
184.461,10
184.467,955
184.704,10
184.710,10
185.144,10
185.436,615
185.826,345
186.265,385
187.244,465
187.629,960
187.634,405
187.678,15
188.069,10
188.364,400
189.046,300
189.049,515
189.336,10
189.726,400
190.116,415
190.170,405
190.262,10
190.410,365
190.414,10
192.119,750
192.310,930
193.041,10
193.484,880
193.528,435
193.919,10
194.165,420
194.603,330
194.992,425
195.868,375
195.873,880
195.966,15
195.969,10
195.973,10
196.697,15
196.708,780
196.846,10
197.680,10
197.916,945
198.745,335
199.183,735
199.186,410
199.622,10
199.721,435
199.866,350
199.870,10
200.694,595
201.133,230
201.425,685
201.441,10
201.525,10
201.530,20
202.254,725
202.400,15
202.945,160
203.375,620
203.378,370
204.204,10
204.207,875
204.301,10
205.178,10
205.181,905
205.426,10
205.719,270
206.153,360
207.131,405
207.274,970
207.277,10
207.474,170
207.477,10
207.480,10
207.520,15
207.529,30
207.532,30
207.535,20
207.605,15
207.611,15
207.614,15
207.618,15
207.621,10
207.624,15
207.628,15
208.103,10
208.106,495
208.932,10
209.200,900
209.614,330
210.004,415
210.452,340
210.979,445
211.856,510
211.954,825
212.538,220
213.518,515
213.564,970
213.568,15
213.571,10
213.806,15
214.488,295
214.498,610
214.501,10
215.609,10
215.612,1140
215.999,10
216.002,450
216.587,10
217.120,485
217.656,655
218.192,515
218.631,440
219.069,500
219.605,425
219.611,620
219.752,15
219.756,20
219.803,15
219.807,15
219.809,10
219.899,185
220.145,10
220.735,255
220.925,505
221.057,360
221.994,570
222.384,345
222.676,445
222.969,300
223.359,335
223.652,365
224.114,340
224.117,395
224.480,10
225.066,450
225.458,540
225.506,410
225.509,10
226.286,10
226.722,845
226.770,330
227.412,10
227.553,685
227.556,10
227.559,15
227.697,15
227.891,250
228.295,105
229.208,290
229.211,1195
230.767,10
230.771,1545
231.178,10
231.986,330
232.961,880
233.278,975
233.302,265
233.936,15
234.765,665
235.593,900
236.716,870
237.396,875
237.981,945
238.274,515
238.371,335
238.862,10
239.785,460
240.467,985
241.442,780
242.029,900
242.176,625
242.417,10
242.709,340
243.684,250
243.833,1050
244.074,375
244.366,360
244.513,10
244.805,330
245.780,695
246.024,315
246.999,335
248.705,990
249.533,1645
249.539,825
249.584,15
249.590,10
250.215,20
251.190,655
251.196,950
251.239,10
251.246,20
251.251,25
251.340,20
251.388,25
251.393,20
251.398,15
251.483,135
251.728,240
251.735,55
251.740,10
253.140,985
253.146,380
253.237,15
253.243,10
253.248,10
253.291,10
253.303,10
253.310,10
253.432,10
253.441,265
253.530,10
253.536,40
253.922,10
254.505,10
254.509,965
254.654,10
255.382,10
255.385,825
256.211,15
256.214,890
256.259,15
256.601,10
256.749,455
256.795,10
256.799,10
256.802,25
256.805,15
257.052,240
257.094,10
258.724,455
258.894,1230
260.354,10
260.359,1690
260.405,10
260.417,10
261.365,20
261.475,1005
261.478,25
261.523,10
261.527,10
261.530,10
261.572,10
261.575,15
261.578,15
261.581,15
261.622,15
261.630,10
261.640,10
261.791,20
262.014,270
262.157,30
262.986,270
262.989,900
263.083,10
263.278,10
263.814,200
263.818,595
263.863,10
264.305,10
264.692,190
264.695,670
264.841,10
264.936,15
265.521,210
265.634,530
265.667,180
265.686,55
265.715,15
266.349,10
266.739,685
266.788,330
267.178,15
267.181,480
268.153,10
268.201,905
268.205,10
268.548,10
268.560,135
268.689,25
268.703,385
268.740,10
268.981,30
269.815,275
269.907,815
269.912,15
269.962,15
270.005,115
270.012,15
270.015,10
270.023,10
270.102,10
270.106,15
270.109,10
270.638,15
270.642,645
270.945,10
271.467,210
271.471,585
271.760,10
272.442,350
273.417,635
274.976,1050
274.983,1525
275.902,10
275.906,860
276.781,20
276.785,835
277.609,10
277.852,905
277.856,200
277.950,15
278.583,30
278.595,745
279.269,10
279.317,695
279.320,10
280.298,10
280.390,940
282.044,10
282.049,1745
282.337,15
282.340,280
282.385,10
282.389,10
282.393,10
282.483,10
282.486,10
282.490,15
282.875,140
283.556,355
283.848,730
283.994,420
283.997,10
284.001,10
284.531,470
285.409,10
285.651,930
285.663,180
285.700,10
285.704,10
285.709,15
285.828,10
286.240,100
287.211,515
288.868,945
289.058,1755
289.163,10
289.843,825
289.847,10
289.893,10
290.525,10
290.575,770
290.916,10
291.647,315
291.651,735
291.655,10
292.183,20
292.477,590
293.186,300
293.189,610
293.840,10
294.721,710
294.733,905
295.693,10
295.790,930
296.375,185
296.521,575
297.741,10
297.749,1280
297.755,20
297.762,15
297.886,140
297.890,10
298.471,485
299.445,15
299.449,975
300.128,10
300.132,740
300.810,10
300.814,740
302.080,10
302.086,950
302.614,10
302.617,845
302.711,10
303.444,15
303.735,800
303.738,310
304.005,10
304.012,15
304.015,80
304.710,20
305.393,745
305.406,810
306.270,10
306.273,765
306.373,10
307.099,10
307.345,800
307.930,365
308.904,575
309.299,940
310.583,410
311.534,1300
311.826,950
311.829,250
311.973,200
311.977,10
312.363,370
313.484,10
314.605,1040
314.608,1110
314.654,95
314.761,130
314.903,10
315.970,355
316.262,895
316.267,195
316.704,185
317.773,1400
318.602,10
318.615,840
318.653,10
318.751,10
319.577,200
319.582,730
319.628,10
320.308,10
321.431,765
323.087,1065
323.238,1760
323.769,10
324.208,645
325.134,420
325.182,910
325.283,15
325.718,125
325.739,475
325.867,10
325.872,15
326.013,245
326.303,10
326.355,205
326.360,95
326.365,10
327.132,845
328.789,490
328.792,1175
328.890,15
329.036,10
329.472,295
330.154,285
330.744,710
330.983,585
331.014,10
331.132,305
331.185,10
331.421,375
331.425,15
331.568,155
333.228,265
333.237,1375
333.518,10
333.773,575
334.736,950
335.565,10
335.583,865
335.762,10
336.003,15
336.052,415
336.056,15
336.153,15
336.540,15
338.259,460
338.395,1715
338.398,10
339.078,15
339.223,875
339.903,10
339.906,830
340.878,10
341.853,875
341.856,970
342.389,20
342.400,545
342.623,125
342.640,15
344.192,1500
344.196,175
344.242,20
344.245,10
344.249,15
344.342,15
344.924,85
344.934,560
345.850,15
345.899,950
346.728,15
347.556,920
347.948,880
348.531,10
348.534,945
348.579,10
349.554,10
350.480,900
351.163,1030
352.284,730
354.087,1050
354.093,1845
354.387,10
354.916,240
356.037,570
357.083,1075
357.841,965
357.851,895
358.669,10
358.676,860
359.644,10
360.475,895
360.717,950
360.720,15
360.912,325
362.330,890
362.333,535
363.108,10
363.255,890
363.934,10
363.937,750
363.983,15
363.986,10
363.990,10
364.811,15
364.815,860
364.909,10
365.056,10
365.352,190
365.738,350
365.787,365
366.615,15
367.590,885
367.594,950
367.641,10
368.565,10
368.569,920
368.573,15
369.247,10
370.222,715
370.227,965
371.051,10
371.197,885
371.201,10
372.026,10
372.029,895
372.855,10
372.863,850
372.904,10
372.908,10
373.170,10
373.927,200
374.368,715
375.100,395
376.466,925
376.562,1365
376.754,15
376.757,270
376.998,15
377.001,185
377.051,15
377.060,10
377.068,10
377.076,40
377.099,15
377.292,220
377.296,10
378.132,860
379.298,10
379.305,845
379.308,15
379.972,10
380.753,940
380.898,790
380.901,10
381.637,180
381.775,720
381.779,10
381.943,180
382.043,170
383.432,585
384.504,915
385.189,875
385.388,665
385.919,355
386.211,535
387.186,330
387.576,1010
388.679,440
388.682,845
388.699,10
389.577,15
390.208,890
391.037,840
391.134,775
391.185,100
391.242,15
391.914,15
391.917,790
392.315,10
392.745,410
393.132,355
393.576,505
393.909,430
394.065,190
394.068,20
394.130,245
395.375,580
395.378,715
395.381,10
395.667,10
395.673,295
397.379,25
397.764,1605
398.774,500
399.130,985
400.940,360
401.030,1805
401.760,10
401.763,885
403.320,15
403.323,1430
404.197,10
404.203,845
404.880,10
404.886,790
406.199,10
406.204,875
406.489,10
406.586,785
406.635,10
406.782,10
406.787,140
406.830,10
406.836,40
406.976,15
407.318,10
407.474,600
407.520,10
407.555,10
407.929,15
408.292,435
408.341,460
408.346,15
408.636,10
409.170,10
409.173,765
409.998,10
410.681,805
411.656,815
412.192,900
413.313,620
414.190,1145
414.194,805
414.197,10
415.312,10
415.996,1115
416.920,625
416.925,1030
417.554,10
419.017,600
419.357,1460
419.504,245
419.601,325
419.604,10
419.652,15
420.749,660
421.649,495
421.795,1135
421.941,10
421.944,20
422.088,150
423.208,785
423.212,405
423.257,10
423.306,25
423.452,150
423.457,10
424.573,1190
424.577,10
424.776,10
425.164,15
425.213,490
425.405,10
425.408,175
426.377,15
426.524,1045
426.528,210
427.596,320
427.844,610
428.765,270
428.769,1025
428.817,15
428.820,15
428.863,10
428.912,15
429.077,15
429.164,270
429.256,20
429.260,10
429.264,20
430.423,330
431.154,975
432.226,625
432.372,1225
432.377,15
432.421,40
432.425,10
432.429,15
432.470,10
432.474,10
432.477,15
432.481,10
432.923,15
433.738,460
434.469,920
434.566,685
434.570,45
435.699,10
436.273,1105
436.955,580
437.784,745
438.368,810
438.372,605
438.375,20
438.612,15
438.616,250
438.904,235
438.908,10
440.708,635
440.757,1135
441.296,10
442.366,595
442.658,1195
442.804,295
442.807,15
443.051,45
443.487,15
444.608,750
444.754,1200
445.786,1000
446.562,750
447.094,10
447.533,675
447.536,420
448.511,10
449.482,915
449.486,970
450.457,10
450.461,1020
450.653,10
450.852,320
450.903,10
452.651,855
453.100,1020
453.919,390
454.112,925
454.358,10
454.797,360
454.896,340
455.186,30
456.014,420
456.018,820
456.022,15
456.310,65
457.136,305
457.390,800
457.825,285
458.261,390
458.696,495
459.183,325
459.188,600
459.631,10
460.450,370
460.454,860
460.548,10
460.552,10
460.555,50
460.599,15
460.646,65
460.649,15
461.036,15
461.425,430
461.429,410
462.010,10
462.014,540
462.108,10
462.258,255
462.404,10
463.619,1015
464.057,15
464.350,775
465.199,290
465.329,790
465.377,120
465.471,255
466.300,435
466.641,310
466.645,385
467.129,10
467.132,430
467.275,10
467.421,300
467.425,10
468.787,1030
469.225,390
469.228,390
469.231,10
469.371,205
469.374,10
470.590,960
470.641,210
470.833,100
470.837,15
471.175,15
471.564,400
471.858,400
472.296,340
472.442,625
472.687,240
473.514,270
473.517,515
474.492,10
474.645,850
475.074,385
475.464,385
476.293,395
476.440,775
476.878,265
477.268,290
477.271,415
477.756,10
478.145,465
478.536,465
479.223,380
479.510,750
480.339,285
480.639,770
480.975,290
481.324,10
481.758,745
482.143,320
482.582,410
483.561,430
483.711,770
483.947,385
484.385,295
485.387,430
485.666,915
485.945,285
486.335,385
486.628,340
487.018,245
487.311,445
488.285,325
489.115,1000
489.406,785
490.625,270
491.209,1280
491.746,635
493.013,500
493.161,1205
493.988,245
495.109,740
495.356,1190
496.479,270
498.722,1170
499.418,2165
500.231,770
500.522,785
501.934,320
502.177,1335
502.181,295
502.324,155
502.470,195
502.616,35
502.620,10
503.153,315
503.445,330
504.566,285
506.662,1105
506.666,2000
506.711,15
506.714,10
506.717,15
506.812,25
506.821,15
506.824,10
508.612,10
508.615,1960
508.619,20
508.711,15
508.758,15
508.807,20
508.810,20
508.856,35
508.860,85
508.904,25
508.908,15
508.911,15
508.956,10
508.959,15
508.962,10
509.008,10
509.051,10
509.054,10
509.057,10
509.061,15
509.099,15
509.103,15
509.109,20
509.124,20
509.169,20
509.197,15
509.201,15
509.204,10
509.207,10
509.246,10
509.253,15
509.256,10
509.259,10
509.294,10
509.298,15
509.302,10
509.343,15
509.346,10
509.350,15
509.353,10
509.489,15
510.683,25
510.806,1350
510.809,235
510.952,45
510.956,20
511.004,20
511.006,30
511.250,235
511.295,50
511.302,25
511.398,45
512.756,605
512.759,850
512.902,50
513.194,335
513.198,20
513.342,210
513.487,55
514.023,535
514.026,30
514.178,55
515.686,965
516.695,610
516.699,740
516.988,295
517.097,255
517.245,300
517.250,55
518.069,345
518.367,415
518.712,565
518.900,15
518.904,15
518.908,25
