df_hash,22ZHK4.SNEL2E
318.083,36.094
318.961,36.125
319.936,36.125
320.960,36.094
322.279,36.000
322.960,36.000
323.937,35.938
325.076,35.906
325.933,35.906
327.057,35.875
327.934,35.875
328.956,35.844
329.932,35.812
330.954,35.875
332.078,35.906
332.953,35.938
333.929,35.969
334.952,36.000
336.002,35.938
336.951,36.000
337.974,36.000
338.958,36.031
339.977,36.031
340.948,36.031
341.975,36.031
343.099,36.031
343.970,36.031
344.946,36.031
345.969,36.094
346.946,36.062
347.971,36.031
348.943,36.000
349.967,36.062
350.949,36.031
351.971,36.062
352.967,36.062
353.965,36.062
354.940,36.062
356.161,36.062
356.939,36.094
358.002,36.094
358.937,36.062
359.961,36.062
360.936,36.062
361.960,36.094
362.940,36.094
363.986,36.094
365.326,36.094
365.957,36.094
367.130,36.094
367.956,36.125
369.077,36.125
369.976,36.125
370.930,36.125
371.954,36.125
372.977,36.125
374.344,36.156
374.928,36.188
375.973,36.188
376.926,36.156
377.951,36.156
378.937,36.188
379.965,36.156
380.924,36.188
381.948,36.188
382.927,36.219
384.193,36.188
384.921,36.156
385.945,36.156
386.969,36.188
387.944,36.188
388.968,36.188
389.946,36.188
391.024,36.125
391.942,36.094
392.965,36.125
393.940,36.094
394.964,36.094
395.939,36.062
396.963,36.094
398.184,36.094
398.961,36.125
400.086,36.125
400.961,36.219
401.936,36.219
402.959,36.219
403.934,36.281
404.958,36.312
405.933,36.281
406.957,36.250
407.932,36.250
408.956,36.219
409.960,36.219
410.970,36.188
411.930,36.156
412.953,36.156
413.932,36.125
414.957,36.125
415.927,36.156
417.243,36.219
417.926,36.219
418.949,36.250
420.023,36.219
421.143,36.250
421.926,36.250
422.947,36.219
423.922,36.219
424.946,36.219
426.019,36.188
426.946,36.125
427.921,36.156
429.044,36.125
429.919,36.156
430.942,36.094
432.173,36.094
432.990,36.094
433.916,36.094
435.135,36.094
436.062,36.094
437.208,36.125
437.986,36.125
438.938,36.156
440.051,36.219
440.936,36.219
442.070,36.281
443.008,36.281
443.960,36.281
444.934,36.250
445.958,36.375
447.079,36.375
447.956,36.375
449.178,36.406
449.956,36.344
450.931,36.406
451.954,36.375
452.929,36.375
454.304,36.438
455.004,36.469
456.100,36.344
456.982,36.375
457.975,36.344
458.925,36.344
459.949,36.312
460.984,36.312
461.948,36.344
462.923,36.312
464.033,36.312
464.993,36.281
465.950,36.312
466.961,36.281
468.190,36.281
469.137,36.281
469.943,36.312
471.116,36.281
471.941,36.312
472.994,36.281
474.038,36.281
474.916,36.281
475.955,36.250
476.914,36.250
477.968,36.250
479.205,36.250
479.942,36.281
480.912,36.312
482.087,36.281
482.920,36.312
484.032,36.312
485.023,36.281
485.934,36.281
487.005,36.250
487.932,36.281
488.956,36.281
489.931,36.250
490.959,36.250
491.930,36.250
492.953,36.250
494.470,36.219
494.952,36.219
495.927,36.281
497.000,36.312
497.974,36.344
498.999,36.344
499.933,36.344
501.000,36.312
501.924,36.312
502.957,36.344
503.923,36.344
504.946,36.375
505.927,36.375
506.945,36.375
507.920,36.375
508.943,36.375
509.918,36.375
510.943,36.375
511.993,36.375
512.942,36.375
513.916,36.375
514.940,36.375
516.305,36.375
516.939,36.375
517.914,36.406
518.937,36.375
519.913,36.344
521.001,36.312
521.912,36.312
522.936,36.219
