df_hash,22ZHK4.SNEL2E
14.419,0.981
14.449,0.989
14.479,0.982
14.509,0.996
14.539,0.978
14.569,0.999
14.599,0.997
14.629,0.992
14.659,0.976
14.689,0.984
14.719,0.990
14.749,0.982
14.779,0.997
14.809,0.992
14.839,0.992
14.869,0.985
14.899,0.989
14.929,0.985
14.959,0.986
14.989,0.991
15.019,0.979
15.049,0.986
15.079,0.995
15.109,0.981
15.139,1.008
15.169,0.994
15.199,0.979
15.229,0.983
15.259,0.982
15.289,0.990
15.319,0.973
15.349,0.995
15.379,0.985
15.409,0.995
15.439,0.985
15.469,0.984
15.499,0.989
15.529,0.988
15.559,0.985
15.589,0.981
15.619,0.990
15.649,0.980
15.679,1.003
15.709,0.992
15.739,0.978
15.769,0.986
15.799,0.988
15.829,0.995
15.859,0.978
15.889,0.993
15.919,0.990
15.949,0.996
15.979,0.981
16.009,0.993
16.039,0.984
16.069,0.987
16.099,0.982
16.129,0.992
16.159,0.985
16.189,0.990
16.219,1.007
16.249,0.986
16.279,0.979
16.309,0.985
16.339,0.991
16.369,0.988
16.399,0.986
16.429,0.993
16.459,0.990
16.489,0.991
16.519,0.981
16.549,0.987
16.579,0.992
16.609,0.985
16.639,0.981
16.669,0.995
16.699,0.984
16.729,0.996
16.759,1.003
16.789,0.980
16.819,0.983
16.849,0.981
16.879,0.993
16.909,0.990
16.939,0.989
16.969,0.992
16.999,0.995
17.029,0.990
17.059,0.987
17.089,0.982
17.119,0.990
17.149,0.983
17.179,0.988
17.209,0.990
17.239,0.986
17.269,0.999
17.299,0.991
17.329,0.986
17.359,0.979
17.389,0.983
17.419,0.990
17.449,0.983
17.479,0.994
17.509,0.987
17.539,1.001
17.569,0.986
17.599,0.980
17.629,0.993
17.659,0.981
17.689,0.984
17.719,0.989
17.749,0.989
17.779,1.003
17.809,0.994
17.839,0.997
17.869,0.976
17.899,0.986
17.929,0.986
17.959,0.991
17.989,0.971
18.019,0.997
18.049,0.993
18.079,0.990
18.109,0.981
18.139,0.987
18.169,0.986
18.199,0.988
18.229,0.984
18.259,0.991
18.289,0.985
18.319,0.997
18.349,0.993
18.379,0.988
18.409,0.979
18.439,0.983
18.469,0.979
18.499,0.990
18.529,0.980
18.559,0.995
18.589,0.992
18.619,0.986
18.649,0.985
18.679,0.985
18.709,0.991
18.739,0.989
18.769,0.988
18.799,0.977
18.829,0.997
18.859,0.985
18.889,0.996
18.919,0.988
18.949,0.984
18.979,0.982
19.009,0.980
19.039,0.988
19.069,0.980
19.099,0.999
19.129,0.986
19.159,0.988
19.189,0.986
19.219,0.984
19.249,0.986
19.279,0.989
19.309,0.989
19.339,0.982
19.369,0.983
19.399,0.995
19.429,0.982
19.459,0.995
19.489,0.991
19.519,0.981
19.549,0.983
19.579,0.979
19.609,0.992
19.639,0.980
19.669,0.996
19.699,0.987
19.729,0.983
19.759,0.986
19.789,0.988
19.819,0.992
19.849,0.985
19.879,0.981
19.909,0.986
19.939,0.982
19.969,0.994
19.999,0.980
20.029,0.988
20.059,1.008
20.089,0.983
20.119,0.975
20.149,0.981
20.179,0.990
20.209,0.990
20.239,0.990
20.269,0.997
20.299,0.993
20.329,0.984
20.359,0.989
20.389,0.985
20.419,0.989
20.449,0.992
20.479,0.986
20.509,0.983
20.539,0.987
20.569,0.989
20.599,0.984
20.629,1.005
20.659,0.988
20.689,0.979
20.719,0.980
20.749,0.984
20.779,0.989
20.809,0.980
20.839,1.001
20.869,0.985
20.899,0.987
20.929,0.990
20.959,0.988
20.989,0.992
21.019,0.986
21.049,0.992
21.079,0.983
21.109,0.999
21.139,0.974
21.169,1.001
21.199,1.002
21.229,0.977
21.259,0.981
21.289,0.985
21.319,0.995
21.349,0.982
21.379,0.999
21.409,0.989
21.439,0.996
21.469,0.989
21.499,0.989
21.529,0.990
21.559,0.986
21.589,0.985
21.619,0.988
21.649,0.994
21.679,0.986
21.709,1.005
21.739,0.998
21.769,0.982
21.799,0.987
21.829,0.985
21.859,0.990
21.889,0.981
21.919,0.992
21.949,0.991
21.979,0.995
22.009,0.989
22.039,0.985
22.069,0.988
22.099,0.994
22.129,0.985
22.159,0.993
22.189,0.980
22.219,0.995
22.249,1.008
22.279,0.991
22.309,0.978
22.339,0.991
22.369,0.991
22.399,0.994
22.429,0.980
22.459,1.002
22.489,0.990
22.519,0.990
22.549,0.980
22.579,0.992
22.609,0.994
22.639,0.984
22.669,0.985
22.699,0.989
22.729,0.981
22.759,1.005
22.789,0.994
22.819,0.981
22.849,0.980
22.879,0.990
22.909,0.989
22.939,0.987
22.969,0.995
22.999,0.986
23.029,1.002
23.059,0.989
23.089,0.990
23.119,0.983
23.149,0.992
23.179,0.984
23.209,0.996
23.239,0.982
23.269,0.988
23.299,1.002
23.329,0.996
23.359,0.985
23.389,0.978
23.419,0.987
23.449,1.001
23.479,0.981
23.509,1.001
23.539,0.984
23.569,0.995
23.599,0.987
23.629,0.989
23.659,0.984
23.689,0.994
23.719,0.982
23.749,0.993
23.779,0.982
23.809,0.995
23.839,0.992
23.869,0.992
23.899,0.976
23.929,0.985
23.959,0.984
23.989,0.994
24.019,0.991
24.049,0.997
24.079,0.989
24.109,0.994
24.139,0.992
24.169,0.979
24.199,0.993
24.229,0.991
24.259,0.983
24.289,0.989
24.319,0.989
24.349,0.999
24.379,1.000
24.409,0.988
24.439,0.982
24.469,0.979
24.499,0.986
24.529,0.989
24.559,0.981
24.589,0.994
24.619,0.990
24.649,0.986
24.679,0.993
24.709,0.988
24.739,0.986
24.769,0.992
24.799,0.987
24.829,0.984
24.859,0.990
24.889,0.985
24.919,0.995
24.949,0.997
24.979,0.986
25.009,0.980
25.039,0.986
25.069,0.988
25.099,0.992
25.129,0.986
25.159,0.991
25.189,0.986
25.219,0.987
25.249,0.990
25.279,0.983
25.309,0.985
25.339,0.995
25.369,0.992
25.399,0.984
25.429,0.983
25.459,0.995
25.489,0.986
25.519,1.000
25.549,0.991
25.579,0.988
25.609,0.985
25.639,0.978
25.669,0.993
25.699,0.979
25.729,0.993
25.759,0.985
25.789,0.991
25.819,0.990
25.849,0.982
25.879,0.994
25.909,0.983
25.939,0.989
25.969,0.988
25.999,0.986
26.029,0.985
26.059,0.992
26.089,0.986
26.119,1.008
26.149,0.988
26.179,0.979
26.209,0.980
26.239,0.982
26.269,0.994
26.299,0.975
26.329,1.002
26.359,0.984
26.389,0.990
26.419,0.991
26.449,0.982
26.479,0.989
26.509,0.990
26.539,0.991
26.569,0.980
26.599,0.984
26.629,0.991
26.659,0.983
26.689,1.009
26.719,0.985
26.749,0.977
26.779,0.990
26.809,0.984
26.839,0.990
26.869,0.983
26.899,1.002
26.929,0.979
26.959,0.994
26.989,0.984
27.019,0.983
27.049,0.988
27.079,0.985
27.109,0.985
27.139,0.985
27.169,0.994
27.199,0.978
27.229,1.002
27.259,0.997
27.289,0.979
27.319,0.981
27.349,0.985
27.379,0.997
27.409,0.983
27.439,0.992
27.469,0.988
27.499,0.995
27.529,0.987
27.559,0.985
27.589,0.989
27.619,0.985
27.649,0.990
27.679,0.985
27.709,0.990
27.739,0.984
27.769,1.001
27.799,1.000
27.829,0.974
27.859,0.981
27.889,0.986
27.919,0.995
27.949,0.979
27.979,0.993
28.009,0.987
28.039,0.995
28.069,0.986
28.099,0.980
28.129,0.989
28.159,0.992
28.189,0.982
28.219,0.987
28.249,0.985
28.279,0.992
28.309,1.003
28.339,0.992
28.369,0.982
28.399,0.983
28.429,0.987
28.459,0.989
28.489,0.985
28.519,0.997
28.549,0.988
28.579,0.992
28.609,0.987
28.639,0.985
28.669,0.988
28.699,0.988
28.729,0.981
28.759,0.987
28.789,0.979
28.819,0.994
28.849,1.001
28.879,0.981
28.909,0.982
28.939,0.985
28.969,0.984
28.999,0.986
29.029,0.985
29.059,0.998
29.089,0.987
29.119,0.992
29.149,0.991
29.179,0.982
29.209,0.988
29.239,0.989
29.269,0.983
29.299,0.993
29.329,0.983
29.359,1.000
29.389,0.997
29.419,0.989
29.449,0.985
29.479,0.979
29.509,0.983
29.539,0.991
29.569,0.989
29.599,1.002
29.629,0.987
29.659,0.985
29.689,0.995
29.719,0.985
29.749,0.994
29.779,0.990
29.809,0.982
29.839,0.997
29.869,0.991
29.899,0.988
29.929,0.999
29.959,0.993
29.989,0.979
30.019,0.983
30.049,0.986
30.079,0.989
30.109,0.973
30.139,0.996
30.169,0.985
30.199,0.991
30.229,0.984
30.259,0.986
30.289,0.986
30.319,0.984
30.349,0.983
30.379,0.979
30.409,0.991
30.439,0.984
30.469,0.996
30.499,0.994
30.529,0.989
30.559,0.981
30.589,0.978
30.619,0.990
30.649,0.989
30.679,0.991
30.709,0.990
30.739,0.984
30.769,0.983
30.799,0.991
30.829,0.982
30.859,0.989
30.889,0.988
30.919,0.987
30.949,0.982
30.979,0.994
31.009,0.982
31.039,0.993
31.069,0.991
31.099,0.984
31.129,0.981
31.159,0.987
31.189,0.990
31.219,0.982
31.249,0.995
31.279,0.989
31.309,0.988
31.339,0.985
31.369,0.988
31.399,0.986
31.429,0.986
31.459,0.990
31.489,0.988
31.519,0.978
31.549,0.991
31.579,0.989
31.609,0.995
31.639,0.999
31.669,0.984
31.699,0.978
31.729,0.981
31.759,0.989
31.789,0.984
31.819,1.000
31.849,0.989
31.879,0.992
31.909,0.983
31.939,0.986
31.969,0.989
31.999,0.990
32.029,0.988
32.059,0.976
32.089,0.993
32.119,0.992
32.149,0.983
32.179,1.005
32.209,0.990
32.239,0.971
32.269,0.985
32.299,0.987
32.329,0.988
32.359,0.979
32.389,0.998
32.419,0.982
32.449,0.988
32.479,0.990
32.509,0.986
32.539,0.989
32.569,0.987
32.599,0.982
32.629,0.986
32.659,0.996
32.689,0.980
32.719,1.003
32.749,1.004
32.779,0.980
32.809,0.979
32.839,0.983
32.869,0.991
32.899,0.984
32.929,0.993
32.959,0.985
32.989,0.992
33.019,0.989
33.049,0.991
33.079,0.989
33.109,0.990
33.139,0.985
33.169,0.981
33.199,0.997
33.229,0.981
33.259,1.000
33.289,1.004
33.319,0.978
33.349,0.983
33.379,0.986
33.409,0.992
33.439,0.987
33.469,0.994
33.499,0.986
33.529,0.996
33.559,0.986
33.589,0.988
33.619,0.988
33.649,0.982
33.679,0.990
33.709,0.986
33.739,0.989
33.769,0.981
33.799,1.004
33.829,0.994
33.859,0.978
33.889,0.986
33.919,0.981
33.949,0.999
33.979,0.981
34.009,0.999
34.039,0.983
34.069,0.993
34.099,0.985
34.129,0.987
34.159,0.981
34.189,0.997
34.219,0.987
34.249,0.988
34.279,0.986
34.309,0.986
34.339,1.006
34.369,0.989
34.399,0.979
34.429,0.985
34.459,0.990
34.489,0.994
34.519,0.981
34.549,0.996
34.579,0.981
34.609,0.988
34.639,0.990
34.669,0.986
34.699,0.990
34.729,0.985
34.759,0.986
34.789,0.991
34.819,0.993
34.849,0.983
34.879,1.002
34.909,0.990
34.939,0.982
34.969,0.982
34.999,0.984
35.029,1.003
35.059,0.980
35.089,1.000
35.119,0.990
35.149,0.988
35.179,0.993
35.209,0.989
35.239,0.990
35.269,0.990
35.299,0.987
35.329,0.980
35.359,1.000
35.389,0.993
35.419,0.997
35.449,0.992
35.479,0.992
35.509,0.980
35.539,0.985
35.569,0.987
35.599,0.994
35.629,0.985
35.659,0.998
35.689,0.992
35.719,0.988
35.749,0.989
35.779,0.985
35.809,0.990
35.839,0.992
35.869,0.989
35.899,0.979
35.929,0.994
35.959,0.993
35.989,0.994
36.019,0.992
36.049,0.991
36.079,0.981
36.109,0.985
36.139,0.983
36.169,0.992
36.199,0.991
36.229,0.996
36.259,0.991
36.289,0.984
36.319,0.989
36.349,0.986
36.379,0.987
36.409,0.990
36.439,0.994
36.469,0.986
36.499,0.980
36.529,0.994
36.559,0.982
36.589,0.999
36.619,0.997
36.649,0.983
36.679,0.979
36.709,0.984
36.739,0.993
36.769,0.989
36.799,0.989
36.829,1.000
36.859,0.990
36.889,0.983
36.919,0.994
36.949,0.986
36.979,0.989
37.009,0.992
37.039,0.990
37.069,0.988
37.099,0.987
37.129,0.995
37.159,0.980
37.189,1.002
37.219,1.000
37.249,0.984
37.279,0.980
37.309,0.987
37.339,0.995
37.369,0.980
37.399,1.003
37.429,0.983
37.459,0.992
37.489,0.991
37.519,0.985
37.549,0.986
37.579,0.987
37.609,0.991
37.639,0.993
37.669,0.987
37.699,0.992
37.729,0.985
37.759,0.996
37.789,1.004
37.819,0.982
37.849,0.986
37.879,0.987
37.909,0.994
37.939,0.984
37.969,0.996
37.999,0.989
38.029,0.989
38.059,0.993
38.089,0.984
38.119,0.990
38.149,0.990
38.179,0.986
38.209,0.992
38.239,0.988
38.269,0.981
38.299,0.993
38.329,1.005
38.359,0.986
38.389,0.981
38.419,0.987
38.449,0.994
38.479,0.988
38.509,0.983
38.539,1.000
38.569,0.993
38.599,0.991
38.629,0.984
38.659,0.990
38.689,0.985
38.719,0.989
38.749,0.990
38.779,0.990
38.809,0.985
38.839,0.983
38.869,1.008
38.899,0.980
38.929,0.989
38.959,0.982
38.989,1.002
39.019,0.989
39.049,0.997
39.079,0.997
39.109,0.980
39.139,0.987
39.169,0.990
39.199,0.975
39.229,0.986
39.259,0.993
39.289,0.980
39.319,0.987
39.349,0.984
39.379,0.997
39.409,1.006
39.439,0.979
39.469,0.992
39.499,0.991
39.529,0.991
39.559,0.974
39.589,1.001
39.619,0.994
39.649,0.985
39.679,0.993
39.709,0.986
39.739,0.987
39.769,0.986
39.799,0.991
39.829,0.981
39.859,1.000
39.889,0.982
39.919,0.997
39.949,0.995
39.979,0.992
40.009,0.988
40.039,0.979
40.069,0.988
40.099,0.985
40.129,0.996
40.159,0.980
40.189,0.993
40.219,0.988
40.249,0.987
40.279,0.986
40.309,0.996
40.339,0.983
40.369,0.984
40.399,0.997
40.429,0.983
40.459,0.999
40.489,1.005
40.519,0.988
40.549,0.986
40.579,0.985
40.609,0.992
40.639,0.975
40.669,1.003
40.699,0.996
40.729,0.983
40.759,0.990
40.789,0.989
40.819,0.985
40.849,0.988
40.879,0.991
40.909,0.990
40.939,0.993
40.969,0.986
40.999,1.001
41.029,0.999
41.059,0.984
41.089,0.985
41.119,0.985
41.149,0.992
41.179,0.977
41.209,1.003
41.239,0.984
41.269,0.990
41.299,0.996
41.329,0.990
41.359,0.987
41.389,0.985
41.419,0.979
41.449,0.991
41.479,0.993
41.509,0.987
41.539,1.000
41.569,0.984
41.599,0.988
41.629,0.987
41.659,0.984
41.689,0.990
41.719,0.980
41.749,0.996
41.779,0.985
41.809,0.994
41.839,0.995
41.869,0.986
41.899,0.987
41.929,0.992
41.959,0.980
41.989,0.991
42.019,0.990
42.049,0.994
42.079,0.995
42.109,0.996
42.139,0.989
42.169,0.982
42.199,0.983
42.229,0.994
42.259,0.985
42.289,0.999
42.319,0.990
42.349,0.985
42.379,0.994
42.409,0.986
42.439,0.987
42.469,0.989
42.499,0.981
42.529,0.992
42.559,0.989
42.589,0.988
42.619,0.999
42.649,0.991
42.679,0.977
42.709,0.991
42.739,0.980
42.769,0.993
42.799,0.991
42.829,0.998
42.859,0.988
42.889,0.987
42.919,0.991
42.949,0.984
42.979,0.995
43.009,0.993
43.039,0.985
43.069,0.991
43.099,0.987
43.129,0.992
43.159,1.004
43.189,0.994
43.219,0.980
43.249,0.989
43.279,0.987
43.309,0.990
43.339,0.986
43.369,1.002
43.399,0.987
43.429,0.989
43.459,0.989
43.489,0.989
43.519,0.996
43.549,0.991
43.579,0.983
43.609,0.989
43.639,0.992
43.669,0.986
43.699,1.011
43.729,0.988
43.759,0.983
43.789,0.985
43.819,0.995
43.849,0.985
43.879,0.967
43.909,0.996
43.939,0.995
43.969,1.000
43.999,0.993
44.029,0.989
44.059,0.992
44.089,0.992
44.119,0.979
44.149,0.989
44.179,0.985
44.209,0.995
44.239,1.010
44.269,0.986
44.299,0.986
44.329,0.981
44.359,0.992
44.389,0.992
44.419,0.982
44.449,0.997
44.479,0.989
44.509,0.993
44.539,0.989
44.569,0.985
44.599,0.990
44.629,0.995
44.659,0.988
44.689,0.989
44.719,0.979
44.749,0.994
44.779,1.013
44.809,0.979
44.839,0.983
44.869,0.987
44.899,0.992
44.929,0.993
44.959,0.982
44.989,0.995
45.019,0.996
45.049,0.991
45.079,0.985
45.109,0.987
45.139,0.994
45.169,0.988
45.199,0.986
45.229,0.998
45.259,0.981
45.289,1.010
45.319,0.995
45.349,0.980
45.379,0.980
45.409,0.989
45.439,0.998
45.469,0.987
45.499,0.990
45.529,0.994
45.559,0.994
45.589,0.990
45.619,0.985
45.649,0.992
45.679,0.987
45.709,0.991
45.739,0.989
45.769,0.995
45.799,0.980
45.829,1.001
45.859,1.000
45.889,0.987
45.919,0.984
45.949,0.989
45.979,0.990
46.009,0.992
46.039,0.984
46.069,0.995
46.099,0.992
46.129,0.997
46.159,0.984
46.189,0.991
46.219,0.991
46.249,0.990
46.279,0.985
46.309,0.990
46.339,1.001
46.369,0.982
46.399,0.999
46.429,0.999
46.459,0.990
46.489,0.986
46.519,0.981
46.549,0.986
46.579,0.985
46.609,0.983
46.639,0.994
46.669,0.989
46.699,0.989
46.729,0.995
46.759,0.988
46.789,0.995
46.819,0.992
46.849,0.987
46.879,0.991
46.909,0.988
46.939,0.993
46.969,0.982
46.999,1.006
47.029,0.994
47.059,0.987
47.089,0.982
47.119,0.987
47.149,0.995
47.179,0.988
47.209,0.990
47.239,1.000
47.269,0.991
47.299,0.989
47.329,0.983
47.359,0.989
47.389,0.991
47.419,0.989
47.449,0.990
47.479,0.989
47.509,0.985
47.539,0.985
47.569,0.989
47.599,0.991
47.629,0.997
47.659,0.993
47.689,0.982
47.719,0.984
47.749,0.984
47.779,0.992
47.809,0.985
47.839,0.997
47.869,0.990
47.899,0.983
47.929,0.991
47.959,0.985
47.989,0.992
48.019,0.987
48.049,0.990
48.079,0.989
48.109,0.991
48.139,0.980
48.169,0.998
48.199,0.984
48.229,0.995
48.259,0.999
48.289,0.990
48.319,0.981
48.349,0.983
48.379,0.985
48.409,0.993
48.439,0.984
48.469,0.994
48.499,0.996
48.529,0.985
48.559,0.990
48.589,0.986
48.619,0.992
48.649,0.989
48.679,0.994
48.709,0.988
48.739,0.989
48.769,0.978
48.799,0.998
48.829,0.987
48.859,0.988
48.889,1.005
48.919,0.986
48.949,0.981
48.979,0.984
49.009,0.994
49.039,0.985
49.069,0.991
49.099,0.998
49.129,0.988
49.159,0.989
49.189,0.985
49.219,0.983
49.249,0.991
49.279,0.991
49.309,0.990
49.339,0.990
49.369,0.985
49.399,0.993
49.429,0.989
49.459,0.992
49.489,1.008
49.519,0.987
49.549,0.983
49.579,0.990
49.609,0.989
49.639,0.992
49.669,0.983
49.699,1.001
49.729,0.991
49.759,0.990
49.789,0.997
49.819,0.988
49.849,0.992
49.879,0.987
49.909,0.990
49.939,0.983
49.969,0.994
49.999,0.988
50.029,0.987
50.059,1.010
50.089,0.982
50.119,0.981
50.149,0.988
50.179,0.986
50.209,0.990
50.239,0.982
50.269,1.001
50.299,0.989
50.329,0.992
50.359,0.992
50.389,0.985
50.419,0.993
50.449,0.987
50.479,0.989
50.509,0.991
50.539,0.994
50.569,0.987
50.599,1.002
50.629,0.994
50.659,0.981
50.689,0.982
50.719,0.996
50.749,0.998
50.779,0.987
50.809,1.000
50.839,0.988
50.869,0.992
50.899,0.990
50.929,0.987
50.959,0.992
50.989,0.991
51.019,0.986
51.049,0.992
51.079,0.986
51.109,0.991
51.139,1.012
51.169,0.992
51.199,0.978
51.229,0.983
51.259,0.991
51.289,0.995
51.319,0.986
51.349,0.992
51.379,0.991
51.409,0.996
51.439,0.988
51.469,0.988
51.499,0.988
51.529,0.992
51.559,0.992
51.589,0.995
51.619,0.985
51.649,0.991
51.679,1.010
51.709,0.989
51.739,0.985
51.769,0.983
51.799,0.992
51.829,0.995
51.859,0.981
51.889,1.001
51.919,0.989
51.949,0.995
51.979,0.985
52.009,0.986
52.039,0.991
52.069,0.992
52.099,0.982
52.129,1.000
52.159,0.987
52.189,0.995
52.219,0.996
52.249,0.992
52.279,0.988
52.309,1.001
52.339,0.990
52.369,0.991
52.399,0.985
52.429,0.998
52.459,0.985
52.489,0.996
52.519,0.996
52.549,0.990
52.579,0.988
52.609,0.984
52.639,0.991
52.669,0.997
52.699,0.985
52.729,0.995
52.759,1.003
52.789,0.997
52.819,0.985
52.849,0.990
52.879,0.982
52.909,1.000
52.939,0.980
52.969,1.003
52.999,0.988
53.029,0.987
53.059,0.997
53.089,0.985
53.119,0.997
53.149,0.987
53.179,0.988
53.209,0.987
53.239,0.996
53.269,0.984
53.299,1.003
53.329,0.992
53.359,0.991
53.389,0.986
53.419,0.988
53.449,1.002
53.479,0.985
53.509,0.993
53.539,0.995
53.569,0.991
53.599,0.991
53.629,0.990
53.659,0.991
53.689,0.999
53.719,0.990
53.749,0.993
53.779,0.984
53.809,1.001
53.839,0.988
53.869,0.998
53.899,0.994
53.929,0.990
53.959,0.981
53.989,0.985
54.019,0.998
54.049,0.987
54.079,0.995
54.109,0.989
54.139,0.989
54.169,0.988
54.199,0.989
54.229,0.991
54.259,0.992
54.289,0.994
54.319,0.989
54.349,0.984
54.379,0.999
54.409,0.989
54.439,0.998
54.469,0.995
54.499,0.992
54.529,0.979
54.559,0.988
54.589,0.986
54.619,0.993
54.649,0.993
54.679,1.003
54.709,0.990
54.739,0.985
54.769,0.988
54.799,0.986
54.829,0.995
54.859,0.992
54.889,0.989
54.919,0.988
54.949,0.991
54.979,0.998
55.009,0.982
55.039,1.004
55.069,1.000
55.099,0.985
55.129,0.979
55.159,0.991
55.189,0.998
55.219,0.980
55.249,1.004
55.279,0.989
55.309,0.994
55.339,0.988
55.369,0.990
55.399,0.994
55.429,0.995
55.459,0.992
55.489,0.986
55.519,0.986
55.549,1.000
55.579,0.986
55.609,1.002
55.639,1.001
55.669,0.981
55.699,0.983
55.729,0.994
55.759,0.998
55.789,0.981
55.819,1.000
55.849,0.990
55.879,0.993
55.909,0.995
55.939,0.990
55.969,0.989
55.999,0.992
56.029,0.991
56.059,0.990
56.089,0.994
56.119,0.991
56.149,0.991
56.179,1.009
56.209,0.983
56.239,0.987
56.269,0.990
56.299,0.991
56.329,0.993
56.359,0.979
56.389,0.996
56.419,0.992
56.449,0.995
56.479,0.993
56.509,0.983
56.539,0.996
56.569,0.994
56.599,0.995
56.629,0.996
56.659,0.989
56.689,0.986
56.719,1.001
56.749,0.992
56.779,0.984
56.809,0.986
