df_hash,22ZHK4.SNEL2E
432.307,14
433.431,20
434.309,20
435.284,22
436.405,0
437.280,0
438.112,5
439.040,28
440.253,27
441.133,30
442.106,31
443.315,0
444.108,0
444.986,20
446.156,31
447.178,25
448.056,31
449.421,19
450.104,29
450.945,32
452.252,28
453.175,27
454.299,33
455.125,38
456.111,28
456.975,29
458.101,32
459.124,29
459.904,0
461.119,0
462.050,31
462.877,31
464.292,40
465.000,57
465.946,53
467.067,45
467.949,30
468.922,27
470.063,25
470.921,0
471.800,23
473.001,24
473.897,29
474.774,44
475.995,34
476.868,59
477.940,61
479.212,57
479.937,61
480.745,58
482.082,64
482.915,64
483.742,61
484.964,69
485.838,67
486.717,68
487.886,70
488.813,65
489.690,69
490.955,69
491.788,70
492.664,62
494.029,28
494.760,0
495.637,0
496.807,6
497.734,1
498.661,0
499.925,6
500.951,0
501.612,0
502.806,2
503.832,1
504.559,0
505.922,0
506.655,4
507.582,31
508.754,21
509.827,28
510.557,33
511.725,37
512.656,0
513.532,38
514.703,31
515.579,28
516.649,0
517.673,3
518.699,0
519.477,0
520.647,0
521.573,0
522.451,0
