df_hash,22ZHK4.P6Z1T7
14.214,0.985
14.244,0.993
14.274,0.995
14.304,0.993
14.334,0.991
14.364,0.990
14.394,0.994
14.424,0.996
14.454,0.991
14.484,0.990
14.514,0.994
14.544,0.992
14.574,0.994
14.604,0.992
14.634,0.989
14.664,0.988
14.694,0.993
14.724,0.996
14.754,0.996
14.784,0.994
14.814,0.979
14.844,0.998
14.874,0.998
14.904,0.993
14.934,0.990
14.964,0.986
14.994,0.997
15.024,0.999
15.054,0.995
15.084,0.992
15.114,0.985
15.144,0.992
15.174,0.993
15.204,0.993
15.234,0.998
15.264,0.987
15.294,0.993
15.324,0.988
15.354,0.993
15.384,0.992
15.414,0.997
15.444,0.995
15.474,0.989
15.504,0.991
15.534,0.992
15.564,0.996
15.594,0.998
15.624,0.989
15.654,0.979
15.684,0.993
15.714,0.994
15.744,0.990
15.774,0.992
15.804,0.989
15.834,0.992
15.864,0.998
15.894,0.989
15.924,0.995
15.954,0.993
15.984,0.988
16.014,0.997
16.044,0.993
16.074,0.984
16.104,0.995
16.134,0.993
16.164,0.991
16.194,0.993
16.224,0.993
16.254,0.990
16.284,0.992
16.314,0.990
16.344,0.993
16.374,0.989
16.404,0.992
16.434,0.993
16.464,0.995
16.494,0.991
16.524,0.990
16.554,0.994
16.584,0.997
16.614,0.999
16.644,0.994
16.674,0.992
16.704,0.992
16.734,0.995
16.764,0.991
16.794,0.990
16.824,0.992
16.854,0.982
16.884,0.997
16.914,0.993
16.944,0.992
16.974,0.990
17.004,0.989
17.034,0.993
17.064,0.995
17.094,0.993
17.124,0.992
17.154,0.989
17.184,0.993
17.214,0.996
17.244,0.992
17.274,0.990
17.304,0.996
17.334,0.996
17.364,0.993
17.394,0.992
17.424,0.994
17.454,0.991
17.484,0.996
17.514,0.997
17.544,0.987
17.574,0.990
17.604,0.997
17.634,1.000
17.664,0.989
17.694,0.993
17.724,0.988
17.754,0.992
17.784,0.996
17.814,0.995
17.844,0.991
17.874,0.992
17.904,0.994
17.934,0.998
17.964,0.994
17.994,0.989
18.024,0.991
18.054,0.992
18.084,0.999
18.114,0.991
18.144,0.994
18.174,0.992
18.204,0.992
18.234,0.996
18.264,0.989
18.294,0.995
18.324,0.992
18.354,0.996
18.384,0.996
18.414,0.993
18.444,0.992
18.474,0.995
18.504,0.993
18.534,0.992
18.564,0.988
18.594,0.992
18.624,0.996
18.654,0.996
18.684,0.991
18.714,0.990
18.744,0.989
18.774,0.994
18.804,0.993
18.834,0.991
18.864,0.994
18.894,0.982
18.924,0.998
18.954,0.997
18.984,0.989
19.014,0.987
19.044,0.995
19.074,0.994
19.104,0.997
19.134,0.993
19.164,0.989
19.194,0.992
19.224,0.992
19.254,0.990
19.284,0.989
19.314,0.996
19.344,0.994
19.374,0.996
19.404,0.993
19.434,0.987
19.464,0.993
19.494,0.991
19.524,0.998
19.554,0.998
19.584,0.989
19.614,0.986
19.644,0.997
19.674,0.997
19.704,0.993
19.734,0.992
19.764,0.989
19.794,0.993
19.824,0.997
19.854,0.993
19.884,0.990
19.914,0.987
19.944,0.996
19.974,0.997
20.004,0.994
20.034,0.988
20.064,0.992
20.094,0.992
20.124,0.989
20.154,0.995
20.184,0.993
20.214,0.990
20.244,0.995
20.274,0.993
20.304,0.990
20.334,0.994
20.364,0.987
20.394,0.985
20.424,0.999
20.454,1.001
20.484,0.994
20.514,0.990
20.544,0.987
20.574,0.997
20.604,0.996
20.634,0.997
20.664,0.991
20.694,0.985
20.724,0.999
20.754,0.996
20.784,0.989
20.814,0.987
20.844,0.997
20.874,0.991
20.904,0.994
20.934,0.992
20.964,0.994
20.994,0.993
21.024,0.993
21.054,0.993
21.084,0.988
21.114,0.994
21.144,0.993
21.174,0.996
21.204,0.991
21.234,0.986
21.264,0.986
21.294,1.000
21.324,1.000
21.354,1.000
21.384,0.990
21.414,0.983
21.444,0.996
21.474,0.994
21.504,0.996
21.534,0.997
21.564,0.993
21.594,0.982
21.624,1.000
21.654,0.995
21.684,0.990
21.714,0.991
21.744,0.996
21.774,0.996
21.804,0.984
21.834,0.994
21.864,0.994
21.894,0.991
21.924,0.997
21.954,0.991
21.984,0.994
22.014,0.992
22.044,0.993
22.074,0.994
22.104,0.992
22.134,0.985
22.164,0.996
22.194,0.991
22.224,1.001
22.254,0.995
22.284,0.986
22.314,0.992
22.344,0.992
22.374,0.998
22.404,0.993
22.434,0.991
22.464,0.982
22.494,0.998
22.524,1.002
22.554,0.991
22.584,0.982
22.614,0.994
22.644,0.994
22.674,0.997
22.704,0.994
22.734,0.994
22.764,0.988
22.794,0.995
22.824,0.988
22.854,1.003
22.884,0.993
22.914,0.996
22.944,0.989
22.974,0.991
23.004,0.999
23.034,0.999
23.064,0.992
23.094,0.993
23.124,0.989
23.154,0.998
23.184,0.992
23.214,0.999
23.244,0.993
23.274,0.982
23.304,0.996
23.334,0.997
23.364,0.990
23.394,0.988
23.424,0.998
23.454,0.991
23.484,0.998
23.514,0.994
23.544,0.992
23.574,0.997
23.604,0.993
23.634,0.995
23.664,0.991
23.694,0.988
23.724,0.993
23.754,0.999
23.784,0.998
23.814,0.992
23.844,0.993
23.874,0.991
23.904,0.992
23.934,0.997
23.964,0.992
23.994,0.988
24.024,0.994
24.054,0.989
24.084,0.995
24.114,0.988
24.144,0.984
24.174,0.995
24.204,0.992
24.234,0.992
24.264,0.995
24.294,0.991
24.324,0.996
24.354,0.996
24.384,0.984
24.414,0.992
24.444,0.994
24.474,0.995
24.504,0.995
24.534,0.991
24.564,0.991
24.594,0.994
24.624,0.988
24.654,0.997
24.684,0.992
24.714,0.990
24.744,0.998
24.774,0.995
24.804,0.993
24.834,0.994
24.864,0.988
24.894,0.993
24.924,0.997
24.954,0.997
24.984,0.998
25.014,0.990
25.044,0.988
25.074,0.999
25.104,0.994
25.134,0.991
25.164,0.997
25.194,0.999
25.224,0.990
25.254,0.994
25.284,0.994
25.314,0.990
25.344,0.992
25.374,0.993
25.404,0.995
25.434,0.993
25.464,0.989
25.494,0.992
25.524,0.992
25.554,1.001
25.584,0.995
25.614,0.987
25.644,0.990
25.674,0.996
25.704,0.992
25.734,1.001
25.764,0.988
25.794,0.976
25.824,1.001
25.854,0.998
25.884,0.990
25.914,0.987
25.944,0.995
25.974,1.000
26.004,0.991
26.034,0.993
26.064,0.993
26.094,0.993
26.124,0.996
26.154,0.996
26.184,0.992
26.214,0.997
26.244,0.994
26.274,0.990
26.304,0.984
26.334,0.997
26.364,0.995
26.394,0.993
26.424,0.996
26.454,0.990
26.484,0.990
26.514,0.999
26.544,0.995
26.574,0.999
26.604,1.000
26.634,0.985
26.664,1.000
26.694,1.001
26.724,0.987
26.754,0.991
26.784,0.992
26.814,0.995
26.844,0.999
26.874,0.997
26.904,0.990
26.934,0.991
26.964,1.000
26.994,0.989
27.024,0.995
27.054,0.996
27.084,0.993
27.114,0.996
27.144,0.994
27.174,0.997
27.204,0.991
27.234,0.990
27.264,0.998
27.294,0.994
27.324,1.002
27.354,0.997
27.384,0.986
27.414,0.994
27.444,0.994
27.474,0.998
27.504,0.997
27.534,0.993
27.564,0.991
27.594,0.994
27.624,0.994
27.654,0.993
27.684,0.992
27.714,0.991
27.744,0.994
27.774,0.996
27.804,0.991
27.834,0.991
27.864,0.998
27.894,0.992
27.924,0.995
27.954,0.993
27.984,0.994
28.014,0.996
28.044,0.990
28.074,0.994
28.104,0.997
28.134,0.992
28.164,0.987
28.194,0.996
28.224,0.995
28.254,0.995
28.284,0.992
28.314,0.991
28.344,0.997
28.374,0.997
28.404,0.998
28.434,0.989
28.464,0.992
28.494,0.997
28.524,0.999
28.554,0.993
28.584,0.999
28.614,0.993
28.644,0.988
28.674,0.998
28.704,0.999
28.734,0.988
28.764,0.991
28.794,0.999
28.824,1.000
28.854,0.995
28.884,0.997
28.914,0.994
28.944,0.991
28.974,0.996
29.004,0.995
29.034,0.995
29.064,0.995
29.094,0.989
29.124,0.992
29.154,0.995
29.184,0.994
29.214,0.994
29.244,0.993
29.274,0.991
29.304,0.998
29.334,0.989
29.364,0.993
29.394,0.990
29.424,0.993
29.454,0.997
29.484,0.997
29.514,0.992
29.544,0.995
29.574,1.000
29.604,0.999
29.634,0.992
29.664,0.985
29.694,0.997
29.724,0.998
29.754,0.992
29.784,0.995
29.814,0.991
29.844,0.998
29.874,0.995
29.904,0.993
29.934,0.996
29.964,0.990
29.994,0.995
30.024,0.995
30.054,0.996
30.084,0.992
30.114,1.002
30.144,0.993
30.174,0.990
30.204,0.997
30.234,0.997
30.264,1.000
30.294,0.995
30.324,0.996
30.354,0.983
30.384,1.001
30.414,1.000
30.444,0.994
30.474,0.990
30.504,0.999
30.534,0.990
30.564,0.995
30.594,0.994
30.624,0.993
30.654,0.999
30.684,0.994
30.714,0.992
30.744,0.994
30.774,0.991
30.804,0.994
30.834,0.994
30.864,0.993
30.894,0.997
30.924,0.995
30.954,1.005
30.984,0.989
31.014,0.996
31.044,0.988
31.074,0.995
31.104,1.001
31.134,0.998
31.164,0.993
31.194,0.984
31.224,0.997
31.254,0.994
31.284,0.997
31.314,0.989
31.344,0.991
31.374,0.996
31.404,0.993
31.434,0.992
31.464,0.996
31.494,0.991
31.524,0.999
31.554,0.993
31.584,0.996
31.614,0.988
31.644,0.998
31.674,0.995
31.704,0.994
31.734,0.994
31.764,0.992
31.794,0.992
31.824,0.996
31.854,0.990
31.884,1.005
31.914,0.991
31.944,0.988
31.974,0.992
32.004,0.992
32.034,0.999
32.064,0.994
32.094,1.000
32.124,0.993
32.154,0.998
32.184,0.995
32.214,0.994
32.244,0.993
32.274,0.992
32.304,0.993
32.334,1.002
32.364,0.995
32.394,0.994
32.424,0.993
32.454,0.996
32.484,0.993
32.514,0.994
32.544,0.999
32.574,0.988
32.604,0.993
32.634,0.999
32.664,0.994
32.694,0.992
32.724,0.997
32.754,0.999
32.784,0.996
32.814,0.993
32.844,0.996
32.874,0.989
32.904,1.002
32.934,0.995
32.964,0.987
32.994,0.993
33.024,0.997
33.054,0.995
33.084,0.999
33.114,0.989
33.144,0.989
33.174,1.000
33.204,0.999
33.234,0.992
33.264,0.989
33.294,0.994
33.324,0.998
33.354,0.992
33.384,0.996
33.414,0.993
33.444,0.993
33.474,0.998
33.504,0.990
33.534,0.996
33.564,0.995
33.594,0.995
33.624,0.995
33.654,0.994
33.684,0.992
33.714,0.991
33.744,0.997
33.774,0.995
33.804,1.001
33.834,0.988
33.864,0.989
33.894,0.997
33.924,0.992
33.954,1.004
33.984,0.993
34.014,0.991
34.044,0.990
34.074,0.995
34.104,0.997
34.134,0.993
34.164,0.988
34.194,0.998
34.224,0.992
34.254,0.995
34.284,0.998
34.314,0.991
34.344,1.003
34.374,0.993
34.404,0.992
34.434,0.997
34.464,0.993
34.494,0.998
34.524,0.987
34.554,0.994
34.584,0.995
34.614,1.002
34.644,0.997
34.674,0.987
34.704,0.994
34.734,0.997
34.764,1.000
34.794,0.995
34.824,0.997
34.854,0.984
34.884,0.994
34.914,0.998
34.944,0.992
34.974,0.989
35.004,0.992
35.034,1.000
35.064,0.994
35.094,0.997
35.124,0.993
35.154,0.991
35.184,1.000
35.214,0.997
35.244,0.995
35.274,0.993
35.304,0.994
35.334,0.997
35.364,1.001
35.394,0.988
35.424,0.989
35.454,1.000
35.484,0.994
35.514,1.006
35.544,0.990
35.574,0.990
35.604,0.994
35.634,0.995
35.664,0.993
35.694,1.003
35.724,0.994
35.754,0.982
35.784,1.004
35.814,0.998
35.844,0.989
35.874,0.992
35.904,0.991
35.934,0.994
35.964,0.995
35.994,0.996
36.024,0.994
36.054,0.997
36.084,0.995
36.114,0.992
36.144,0.993
36.174,0.996
36.204,0.995
36.234,0.993
36.264,0.994
36.294,0.998
36.324,0.996
36.354,0.993
36.384,0.995
36.414,0.990
36.444,1.002
36.474,0.998
36.504,0.992
36.534,0.988
36.564,0.998
36.594,0.992
36.624,0.996
36.654,0.998
36.684,0.993
36.714,0.996
36.744,0.998
36.774,0.989
36.804,0.992
36.834,0.992
36.864,0.997
36.894,0.994
36.924,0.996
36.954,0.997
36.984,0.990
37.014,0.999
37.044,0.992
37.074,0.995
37.104,0.995
37.134,0.989
37.164,0.996
37.194,0.998
37.224,0.991
37.254,0.994
37.284,1.003
37.314,0.994
37.344,0.996
37.374,0.987
37.404,0.991
37.434,1.002
37.464,0.998
37.494,0.991
37.524,0.988
37.554,0.994
37.584,1.000
37.614,0.995
37.644,0.995
37.674,0.998
37.704,0.987
37.734,0.996
37.764,1.000
37.794,0.996
37.824,0.990
37.854,0.999
37.884,0.994
37.914,0.991
37.944,0.993
37.974,0.994
38.004,0.997
38.034,0.994
38.064,1.001
38.094,0.993
38.124,0.994
38.154,0.994
38.184,0.995
38.214,0.996
38.244,0.992
38.274,0.995
38.304,0.991
38.334,0.991
38.364,1.001
38.394,0.994
38.424,0.990
38.454,0.996
38.484,0.991
38.514,0.992
38.544,0.996
38.574,0.999
38.604,0.993
38.634,0.997
38.664,0.983
38.694,1.005
38.724,0.995
38.754,0.995
38.784,0.994
38.814,0.993
38.844,0.998
38.874,0.990
38.904,0.995
38.934,0.999
38.964,0.995
38.994,0.992
39.024,0.998
39.054,0.993
39.084,0.993
39.114,0.998
39.144,0.992
39.174,0.994
39.204,0.993
39.234,1.001
39.264,1.002
39.294,0.990
39.324,0.992
39.354,0.994
39.384,0.997
39.414,0.999
39.444,0.999
39.474,0.992
39.504,0.990
39.534,1.001
39.564,0.994
39.594,0.992
39.624,0.993
39.654,0.994
39.684,1.000
39.714,0.998
39.744,0.994
39.774,0.994
39.804,0.989
39.834,0.996
39.864,0.994
39.894,0.993
39.924,0.992
39.954,0.988
39.984,0.996
40.014,0.997
40.044,0.990
40.074,0.990
40.104,0.989
40.134,0.996
40.164,1.000
40.194,0.994
40.224,0.991
40.254,0.995
40.284,0.990
40.314,0.996
40.344,0.996
40.374,0.993
40.404,0.985
40.434,0.997
40.464,0.998
40.494,0.992
40.524,0.992
40.554,0.994
40.584,0.996
40.614,0.997
40.644,0.991
40.674,0.995
40.704,0.995
40.734,0.991
40.764,0.997
40.794,0.991
40.824,0.991
40.854,0.995
40.884,0.993
40.914,0.992
40.944,0.995
40.974,0.996
41.004,0.994
41.034,0.997
41.064,0.990
41.094,1.000
41.124,1.001
41.154,0.989
41.184,0.994
41.214,0.995
41.244,0.994
41.274,0.995
41.304,0.996
41.334,0.995
41.364,0.997
41.394,0.995
41.424,0.998
41.454,0.990
41.484,0.994
41.514,0.997
41.544,0.994
41.574,0.998
41.604,0.995
41.634,0.991
41.664,0.995
41.694,0.992
41.724,0.997
41.754,0.989
41.784,0.994
41.814,0.998
41.844,0.995
41.874,0.994
41.904,0.993
41.934,0.996
41.964,0.993
41.994,0.996
42.024,0.993
42.054,1.000
42.084,0.994
42.114,0.990
42.144,0.991
42.174,0.994
42.204,1.003
42.234,0.996
42.264,0.995
42.294,0.986
42.324,0.998
42.354,0.998
42.384,0.989
42.414,0.994
42.444,0.996
42.474,0.999
42.504,0.999
42.534,0.996
42.564,1.000
42.594,0.997
42.624,0.996
42.654,0.992
42.684,0.992
42.714,0.998
42.744,0.991
42.774,0.991
42.804,0.993
42.834,0.994
42.864,0.995
42.894,1.000
42.924,0.990
42.954,0.991
42.984,0.992
43.014,0.994
43.044,0.998
43.074,1.004
43.104,0.991
43.134,0.986
43.164,1.000
43.194,0.998
43.224,0.987
43.254,0.995
43.284,0.994
43.314,0.997
43.344,0.998
43.374,0.988
43.404,0.997
43.434,0.995
43.464,0.993
43.494,0.994
43.524,0.991
43.554,0.995
43.584,0.996
43.614,0.997
43.644,0.997
43.674,0.990
43.704,0.989
43.734,0.994
43.764,0.996
43.794,0.997
43.824,0.996
43.854,0.995
43.884,0.995
43.914,1.001
43.944,0.995
43.974,0.989
44.004,0.997
44.034,0.995
44.064,0.993
44.094,0.997
44.124,0.992
44.154,0.995
44.184,0.995
44.214,0.996
44.244,0.996
44.274,0.995
44.304,0.996
44.334,0.990
44.364,0.993
44.394,0.994
44.424,0.999
44.454,1.005
44.484,0.993
44.514,0.987
44.544,0.992
44.574,0.998
44.604,0.996
44.634,0.999
44.664,0.994
44.694,0.994
44.724,1.000
44.754,0.995
44.784,0.991
44.814,0.995
44.844,0.994
44.874,0.996
44.904,0.996
44.934,0.994
44.964,0.993
44.994,0.992
45.024,0.995
45.054,0.995
45.084,0.996
45.114,0.992
45.144,0.994
45.174,0.998
45.204,0.995
45.234,0.992
45.264,0.998
45.294,0.995
45.324,0.989
45.354,1.001
45.384,1.000
45.414,0.994
45.444,0.991
45.474,0.993
45.504,0.995
45.534,1.000
45.564,0.998
45.594,0.996
45.624,0.994
45.654,0.996
45.684,0.996
45.714,0.993
45.744,0.994
45.774,0.994
45.804,0.995
45.834,0.997
45.864,0.994
45.894,0.994
45.924,0.993
45.954,0.996
45.984,0.997
46.014,0.996
46.044,0.993
46.074,0.993
46.104,0.994
46.134,0.996
46.164,0.995
46.194,0.994
46.224,0.994
46.254,0.996
46.284,0.997
46.314,1.001
46.344,0.995
46.374,0.990
46.404,0.990
46.434,0.995
46.464,0.998
46.494,0.995
46.524,0.992
46.554,0.984
46.584,0.997
46.614,0.998
46.644,0.995
46.674,0.991
46.704,0.992
46.734,0.998
46.764,0.994
46.794,0.994
46.824,0.999
46.854,0.994
46.884,0.996
46.914,0.996
46.944,0.993
46.974,0.996
47.004,0.996
47.034,0.991
47.064,0.998
47.094,0.992
47.124,0.997
47.154,0.992
47.184,0.999
47.214,1.001
47.244,0.994
47.274,0.989
47.304,0.987
47.334,0.989
47.364,0.999
47.394,1.001
47.424,0.995
47.454,0.994
47.484,0.995
47.514,0.998
47.544,0.996
47.574,0.992
47.604,0.993
47.634,1.001
47.664,0.999
47.694,0.994
47.724,1.000
47.754,0.991
47.784,0.993
47.814,0.995
47.844,0.995
47.874,0.992
47.904,0.990
47.934,0.993
47.964,0.996
47.994,0.996
48.024,0.999
48.054,0.989
48.084,0.992
48.114,0.995
48.144,0.994
48.174,0.999
48.204,0.997
48.234,0.997
48.264,0.996
48.294,0.996
48.324,0.993
48.354,0.993
48.384,0.997
48.414,0.993
48.444,0.997
48.474,0.998
48.504,0.996
48.534,0.991
48.564,0.996
48.594,1.000
48.624,0.993
48.654,1.001
48.684,0.997
48.714,0.999
48.744,0.993
48.774,0.985
48.804,0.990
48.834,0.996
48.864,1.002
48.894,0.999
48.924,0.990
48.954,0.985
48.984,1.001
49.014,0.997
49.044,0.991
49.074,0.993
49.104,0.999
49.134,0.997
49.164,0.996
49.194,0.991
49.224,0.992
49.254,0.998
49.284,0.993
49.314,0.998
49.344,0.995
49.374,0.993
49.404,1.003
49.434,0.995
49.464,0.990
49.494,0.994
49.524,0.994
49.554,0.997
49.584,1.000
49.614,0.999
49.644,0.987
49.674,1.000
49.704,0.999
49.734,0.991
49.764,0.991
49.794,0.995
49.824,0.994
49.854,0.998
49.884,0.993
49.914,0.997
49.944,0.993
49.974,0.994
50.004,0.999
50.034,0.993
50.064,0.995
50.094,0.993
50.124,0.990
50.154,1.000
50.184,1.001
50.214,0.992
50.244,0.993
50.274,0.993
50.304,0.995
50.334,1.001
50.364,0.997
50.394,0.993
50.424,0.983
50.454,0.999
50.484,1.002
50.514,0.991
50.544,0.995
50.574,0.991
50.604,0.997
50.634,1.000
50.664,0.991
50.694,0.992
50.724,0.995
50.754,0.994
50.784,0.993
50.814,0.996
50.844,0.994
50.874,1.001
50.904,0.996
50.934,0.994
50.964,0.992
50.994,0.992
51.024,1.002
51.054,0.996
51.084,0.997
51.114,0.993
51.144,0.994
51.174,0.997
51.204,0.999
51.234,0.999
51.264,0.991
51.294,0.989
51.324,0.999
51.354,1.002
51.384,0.997
51.414,0.988
51.444,1.000
51.474,0.998
51.504,0.999
51.534,0.996
51.564,0.994
51.594,0.994
51.624,0.993
51.654,0.995
51.684,0.996
51.714,0.993
51.744,0.993
51.774,0.998
51.804,0.998
51.834,0.994
51.864,0.997
51.894,0.994
51.924,0.993
51.954,0.996
51.984,0.996
52.014,0.995
52.044,0.996
52.074,0.992
52.104,0.995
52.134,1.000
52.164,1.002
52.194,0.991
52.224,0.991
52.254,0.995
52.284,0.996
52.314,0.996
52.344,0.995
52.374,0.993
52.404,0.987
52.434,0.998
52.464,1.000
52.494,0.997
52.524,0.992
52.554,0.994
52.584,0.999
52.614,1.001
52.644,0.989
52.674,0.996
52.704,0.995
52.734,0.992
52.764,1.000
52.794,0.991
52.824,0.991
52.854,0.996
52.884,0.997
52.914,0.996
52.944,0.996
52.974,0.995
53.004,0.998
53.034,0.995
53.064,0.989
53.094,0.994
53.124,0.995
53.154,1.001
53.184,1.000
53.214,0.991
53.244,0.992
53.274,0.995
53.304,0.996
53.334,0.994
53.364,0.996
53.394,0.998
53.424,0.990
53.454,0.994
53.484,0.992
53.514,0.994
53.544,0.993
53.574,0.997
53.604,0.998
53.634,0.997
53.664,0.995
53.694,0.997
53.724,0.994
53.754,0.994
53.784,0.993
53.814,0.992
53.844,0.997
53.874,0.993
53.904,0.992
53.934,0.997
53.964,0.995
53.994,0.997
54.024,0.995
54.054,0.996
54.084,0.993
54.114,1.002
54.144,0.989
54.174,0.993
54.204,0.993
54.234,0.996
54.264,0.995
54.294,0.998
54.324,0.990
54.354,0.983
54.384,1.004
54.414,0.997
54.444,0.993
54.474,0.990
54.504,0.998
54.534,1.002
54.564,0.997
54.594,1.000
54.624,0.991
54.654,0.996
54.684,0.999
54.714,0.990
54.744,0.993
54.774,0.996
54.804,0.991
54.834,0.993
54.864,0.990
54.894,0.995
54.924,0.999
54.954,1.000
54.984,0.993
55.014,0.990
55.044,0.997
55.074,0.998
55.104,0.997
55.134,0.993
55.164,0.996
55.194,0.991
55.224,0.997
55.254,0.998
55.284,0.991
55.314,0.991
55.344,0.995
55.374,0.995
55.404,0.997
55.434,0.996
55.464,0.992
55.494,0.996
55.524,0.991
55.554,0.999
55.584,1.000
55.614,0.995
55.644,0.995
55.674,0.993
55.704,0.991
55.734,1.008
55.764,0.995
55.794,0.992
55.824,0.994
55.854,0.993
55.884,0.999
55.914,0.996
55.944,0.996
55.974,0.991
56.004,0.997
56.034,0.998
56.064,0.995
56.094,0.996
56.124,0.994
56.154,0.996
56.184,0.994
56.214,0.997
56.244,0.997
56.274,0.995
56.304,0.996
56.334,0.999
56.364,0.998
56.394,0.994
56.424,0.992
56.454,0.994
56.484,0.999
56.514,1.000
56.544,0.994
56.574,0.993
56.604,0.992
