df_hash,22ZHK4.P6Z1T7
244.824,1.003
244.854,0.999
244.884,0.997
244.914,0.998
244.944,1.001
244.974,1.004
245.004,1.001
245.034,0.974
245.064,1.000
245.094,0.986
245.124,0.991
245.154,0.975
245.184,0.996
245.214,0.979
245.244,0.966
245.274,0.990
245.304,1.000
245.334,1.017
245.364,1.024
245.394,1.018
245.424,1.009
245.454,0.998
245.484,0.986
245.514,0.989
245.544,1.002
245.574,0.996
245.604,0.982
245.634,0.989
245.664,0.993
245.694,0.990
245.724,0.986
245.754,0.993
245.784,0.999
245.814,0.998
245.844,0.994
245.874,0.997
245.904,1.009
245.934,1.004
245.964,0.987
245.994,0.980
246.024,0.993
246.054,0.980
246.084,0.997
246.114,1.010
246.144,1.018
246.174,1.017
246.204,1.004
246.234,0.993
246.264,0.990
246.294,0.990
246.324,0.993
246.354,0.992
246.384,1.003
246.414,1.002
246.444,1.005
246.474,1.010
246.504,1.012
246.534,0.991
246.564,0.973
246.594,0.983
246.624,1.006
246.654,1.009
246.684,1.016
246.714,1.015
246.744,1.011
246.774,0.999
246.804,0.994
246.834,0.993
246.864,1.002
246.894,1.017
246.924,1.021
246.954,1.010
246.984,1.003
247.014,1.004
247.044,0.993
247.074,0.997
247.104,1.002
247.134,1.023
247.164,1.016
247.194,1.002
247.224,1.001
247.254,1.002
247.284,1.007
247.314,0.999
247.344,1.009
247.374,1.004
247.404,1.007
247.434,0.999
247.464,1.000
247.494,1.000
247.524,1.004
247.554,0.988
247.584,1.000
247.614,1.003
247.644,1.005
247.674,0.985
247.704,1.005
247.734,1.025
247.764,1.022
247.794,0.993
247.824,1.007
247.854,0.999
247.884,1.020
247.914,1.008
247.944,0.997
247.974,0.986
248.004,1.010
248.034,0.997
248.064,1.007
248.094,0.990
248.124,0.980
248.154,0.991
248.184,0.969
248.214,0.982
248.244,1.001
248.274,1.010
248.304,1.024
248.334,1.028
248.364,1.005
248.394,0.999
248.424,1.020
248.454,1.035
248.484,0.993
248.514,1.020
248.544,1.007
248.574,0.981
248.604,0.974
248.634,0.987
248.664,0.987
248.694,0.979
248.724,0.991
248.754,0.996
248.784,0.998
248.814,1.009
248.844,1.003
248.874,1.000
248.904,0.980
248.934,0.985
248.964,0.997
248.994,0.999
249.024,1.002
249.054,1.011
249.084,1.003
249.114,0.995
249.144,0.988
249.174,0.991
249.204,1.009
249.234,0.991
249.264,0.996
249.294,1.002
249.324,0.992
249.354,0.983
249.384,0.989
249.414,0.993
249.444,0.996
249.474,1.000
249.504,0.989
249.534,0.997
249.564,0.989
249.594,1.002
249.624,0.996
249.654,0.994
249.684,0.995
249.714,0.989
249.744,0.984
249.774,0.997
249.804,1.002
249.834,0.987
249.864,0.993
249.894,0.998
249.924,0.993
249.954,0.993
249.984,0.994
250.014,0.993
250.044,0.996
250.074,0.998
250.104,0.988
250.134,0.994
250.164,0.994
250.194,0.999
250.224,0.994
250.254,0.998
250.284,1.003
250.314,0.993
250.344,0.985
250.374,0.994
250.404,1.001
250.434,1.009
250.464,0.984
250.494,0.993
250.524,0.999
250.554,0.989
250.584,0.994
250.614,0.998
250.644,0.997
250.674,0.994
250.704,0.995
250.734,0.991
250.764,0.998
250.794,0.988
250.824,0.999
250.854,0.995
250.884,0.997
250.914,0.993
250.944,0.987
250.974,0.991
251.004,0.999
251.034,1.002
251.064,0.986
251.094,0.994
251.124,1.003
251.154,0.995
251.184,0.991
251.214,0.995
251.244,0.998
251.274,0.990
251.304,0.990
251.334,0.993
251.364,0.994
251.394,0.993
251.424,0.997
251.454,0.996
251.484,0.995
251.514,1.000
251.544,0.999
251.574,0.989
251.604,0.989
251.634,0.992
251.664,1.003
251.694,0.999
251.724,0.979
251.754,1.001
251.784,1.002
251.814,0.994
251.844,0.987
251.874,0.998
251.904,0.996
251.934,1.000
251.964,0.995
251.994,0.990
252.024,0.994
252.054,0.996
252.084,0.995
252.114,1.004
252.144,0.991
252.174,0.995
252.204,1.000
252.234,1.001
252.264,0.993
252.294,0.987
252.324,0.990
252.354,1.000
252.384,1.004
252.414,0.986
252.444,0.994
252.474,0.997
252.504,0.989
252.534,0.994
252.564,0.997
252.594,0.992
252.624,0.996
252.654,0.996
252.684,0.994
252.714,0.997
252.744,0.994
252.774,0.994
252.804,0.996
252.834,1.001
252.864,0.990
252.894,0.992
252.924,0.999
252.954,1.004
252.984,0.994
253.014,0.985
253.044,0.995
253.074,0.999
253.104,0.998
253.134,0.995
253.164,0.991
253.194,1.000
253.224,0.992
253.254,0.990
253.284,0.998
253.314,0.994
253.344,0.992
253.374,0.994
253.404,0.994
253.434,1.000
253.464,0.995
253.494,0.995
253.524,0.991
253.554,0.999
253.584,0.993
253.614,0.995
253.644,0.984
253.674,0.997
253.704,1.001
253.734,0.997
253.764,0.994
253.794,0.990
253.824,0.988
253.854,0.995
253.884,1.001
253.914,1.000
253.944,0.983
253.974,0.998
254.004,0.999
254.034,0.995
254.064,0.989
254.094,0.994
254.124,0.995
254.154,0.998
254.184,0.994
254.214,0.996
254.244,0.992
254.274,0.994
254.304,0.990
254.334,0.996
254.364,0.999
254.394,0.996
254.424,0.991
254.454,0.995
254.484,0.992
254.514,1.003
254.544,1.001
254.574,0.995
254.604,0.988
254.634,0.998
254.664,0.998
254.694,0.992
254.724,0.988
254.754,0.995
254.784,1.004
254.814,0.989
254.844,0.991
254.874,0.992
254.904,0.997
254.934,0.994
254.964,0.991
254.994,0.996
255.024,0.995
255.054,0.994
255.084,0.995
255.114,0.995
255.144,0.999
255.174,0.990
255.204,0.999
255.234,0.994
255.264,1.000
255.294,0.993
255.324,0.992
255.354,0.997
255.384,1.000
255.414,0.993
255.444,0.982
255.474,0.995
255.504,0.998
255.534,0.999
255.564,0.996
255.594,0.980
255.624,1.002
255.654,0.996
255.684,0.997
255.714,0.992
255.744,0.994
255.774,0.993
255.804,0.994
255.834,0.995
255.864,0.995
255.894,0.994
255.924,0.990
255.954,0.997
255.984,0.995
256.014,0.990
256.044,0.998
256.074,0.996
256.104,0.996
256.134,0.994
256.164,0.994
256.194,1.000
256.224,0.999
256.254,0.994
256.284,0.990
256.314,0.989
256.344,0.995
256.374,0.999
256.404,0.998
256.434,0.984
256.464,0.998
256.494,0.996
256.524,0.995
256.554,0.992
256.584,0.995
256.614,0.992
256.644,0.997
256.674,1.000
256.704,0.998
256.734,0.989
256.764,1.002
256.794,0.988
256.824,0.993
256.854,0.998
256.884,0.990
256.914,0.999
256.944,0.989
256.974,0.996
257.004,0.997
257.034,1.002
257.064,0.999
257.094,0.987
257.124,0.992
257.154,1.000
257.184,1.000
257.214,0.998
257.244,0.986
257.274,0.998
257.304,0.995
257.334,0.997
257.364,0.994
257.394,0.993
257.424,0.994
257.454,0.999
257.484,0.995
257.514,0.989
257.544,0.988
257.574,0.993
257.604,0.999
257.634,0.991
257.664,0.997
257.694,0.989
257.724,0.990
257.754,1.000
257.784,1.001
257.814,0.993
257.844,0.986
257.874,0.991
257.904,0.996
257.934,1.001
257.964,0.995
257.994,0.982
258.024,1.001
258.054,0.998
258.084,0.994
258.114,0.993
258.144,0.994
258.174,0.999
258.204,0.996
258.234,0.989
258.264,0.996
258.294,0.990
258.324,0.996
258.354,0.993
258.384,0.993
258.414,0.992
258.444,1.001
258.474,0.995
258.504,0.990
258.534,0.987
258.564,0.996
258.594,0.999
258.624,1.000
258.654,0.987
258.684,0.995
258.714,1.000
258.744,0.989
258.774,0.990
258.804,0.998
258.834,0.996
258.864,0.991
258.894,0.998
258.924,0.996
258.954,0.991
258.984,0.999
259.014,1.000
259.044,0.996
259.074,0.988
259.104,1.000
259.134,0.997
259.164,0.990
259.194,0.990
259.224,0.996
259.254,0.997
259.284,1.001
259.314,0.976
259.344,0.996
259.374,1.001
259.404,0.994
259.434,0.989
259.464,0.995
259.494,0.997
259.524,0.998
259.554,0.997
259.584,0.995
259.614,0.989
259.644,0.995
259.674,0.999
259.704,0.993
259.734,0.998
259.764,0.999
259.794,0.987
259.824,1.003
259.854,0.994
259.884,0.991
259.914,0.987
259.944,0.996
259.974,1.003
260.004,1.000
260.034,0.983
260.064,0.996
260.094,0.996
260.124,0.994
260.154,0.991
260.184,0.994
260.214,0.996
260.244,0.995
260.274,0.996
260.304,0.994
260.334,0.996
260.364,0.988
260.394,0.995
260.424,0.994
260.454,1.001
260.484,0.993
260.514,0.988
260.544,1.002
260.574,1.003
260.604,0.987
260.634,0.989
260.664,0.996
260.694,0.999
260.724,0.997
260.754,0.988
260.784,0.996
260.814,0.998
260.844,0.991
260.874,0.992
260.904,0.993
260.934,1.001
260.964,0.994
260.994,0.995
261.024,0.990
261.054,0.996
261.084,0.997
261.114,0.990
261.144,0.999
261.174,0.992
261.204,0.995
261.234,0.993
261.264,0.996
261.294,1.000
261.324,0.985
261.354,0.991
261.384,0.995
261.414,1.000
261.444,0.999
261.474,0.989
261.504,0.996
261.534,0.996
261.564,0.990
261.594,0.997
261.624,0.998
261.654,0.997
261.684,0.996
261.714,0.993
261.744,0.992
261.774,0.993
261.804,0.990
261.834,0.994
261.864,0.993
261.894,0.999
261.924,0.990
261.954,1.000
261.984,0.996
262.014,0.989
262.044,0.990
262.074,0.996
262.104,1.003
262.134,0.996
262.164,0.988
262.194,0.996
262.224,0.991
262.254,0.994
262.284,0.994
262.314,0.998
262.344,0.994
262.374,0.995
262.404,0.998
262.434,0.993
262.464,0.994
262.494,0.994
262.524,0.998
262.554,0.994
262.584,0.997
262.614,0.993
262.644,0.995
262.674,0.996
262.704,0.990
262.734,0.987
262.764,0.999
262.794,0.999
262.824,0.998
262.854,0.987
262.884,0.993
262.914,0.996
262.944,0.991
262.974,0.988
263.004,0.998
263.034,0.990
263.064,1.000
263.094,0.995
263.124,0.992
263.154,0.998
263.184,0.991
263.214,0.995
263.244,0.989
263.274,0.995
263.304,1.000
263.334,0.999
263.364,0.993
263.394,0.985
263.424,0.994
263.454,0.996
263.484,1.000
263.514,0.988
263.544,0.998
263.574,0.998
263.604,0.993
263.634,0.989
263.664,0.995
263.694,0.996
263.724,0.998
263.754,0.996
263.784,0.997
263.814,0.990
263.844,0.989
263.874,0.998
263.904,0.987
263.934,0.994
263.964,0.995
263.994,1.002
264.024,0.993
264.054,0.989
264.084,0.994
264.114,0.997
264.144,0.997
264.174,0.998
264.204,0.994
264.234,0.999
264.264,0.996
264.294,0.991
264.324,0.993
264.354,1.001
264.384,0.996
264.414,0.996
264.444,0.994
264.474,0.991
264.504,0.999
264.534,0.993
264.564,1.001
264.594,0.996
264.624,0.991
264.654,1.000
264.684,0.998
264.714,0.989
264.744,0.990
264.774,0.994
264.804,1.001
264.834,0.999
264.864,0.980
264.894,1.001
264.924,0.996
264.954,0.994
264.984,0.994
265.014,0.991
265.044,0.992
265.074,0.998
265.104,0.993
265.134,0.990
265.164,0.996
265.194,0.993
265.224,0.997
265.254,0.984
265.284,0.993
265.314,1.003
265.344,1.004
265.374,0.996
265.404,0.988
265.434,0.990
265.464,0.997
265.494,0.998
265.524,1.000
265.554,0.992
265.584,1.000
265.614,0.994
265.644,0.991
265.674,0.991
265.704,0.998
265.734,1.000
265.764,0.995
265.794,0.993
265.824,0.994
265.854,0.997
265.884,0.990
265.914,0.996
265.944,0.989
265.974,0.990
266.004,0.998
266.034,1.003
266.064,0.993
266.094,0.990
266.124,0.993
266.154,0.994
266.184,1.000
266.214,0.994
266.244,0.989
266.274,0.999
266.304,0.996
266.334,0.990
266.364,0.994
266.394,0.998
266.424,0.997
266.454,0.995
266.484,0.994
266.514,0.997
266.544,0.990
266.574,0.992
266.604,0.993
266.634,1.000
266.664,0.987
266.694,0.990
266.724,1.003
266.754,1.000
266.784,0.993
266.814,0.986
266.844,0.994
266.874,1.002
266.904,0.998
266.934,0.999
266.964,0.992
266.994,1.002
267.024,0.988
267.054,0.990
267.084,1.001
267.114,0.995
267.144,0.995
267.174,0.999
267.204,0.995
267.234,0.993
267.264,0.995
267.294,0.994
267.324,0.998
267.354,0.992
267.384,0.998
267.414,0.993
267.444,0.998
267.474,0.999
267.504,0.991
267.534,0.987
267.564,0.994
267.594,1.002
267.624,1.004
267.654,0.983
267.684,0.998
267.714,0.998
267.744,0.993
267.774,0.993
267.804,0.998
267.834,0.996
267.864,0.995
267.894,1.001
267.924,0.994
267.954,0.994
267.984,0.996
268.014,0.995
268.044,1.000
268.074,0.995
268.104,1.000
268.134,0.995
268.164,0.986
268.194,1.001
268.224,0.999
268.254,0.988
268.284,0.992
268.314,0.994
268.344,0.999
268.374,1.000
268.404,0.982
268.434,0.999
268.464,0.999
268.494,0.995
268.524,0.992
268.554,0.995
268.584,0.999
268.614,0.989
268.644,0.998
268.674,0.999
268.704,0.993
268.734,0.990
268.764,0.993
268.794,0.995
268.824,0.998
268.854,0.997
268.884,0.988
268.914,1.003
268.944,0.999
268.974,0.991
269.004,0.988
269.034,0.995
269.064,1.000
269.094,1.005
269.124,0.983
269.154,0.998
269.184,0.999
269.214,0.990
269.244,0.997
269.274,1.000
269.304,0.992
269.334,0.999
269.364,0.995
269.394,0.997
269.424,0.990
269.454,0.995
269.484,1.000
269.514,0.996
269.544,0.997
269.574,0.983
269.604,0.995
269.634,1.007
269.664,0.998
269.694,0.991
269.724,0.986
269.754,0.991
269.784,1.001
269.814,0.998
269.844,0.999
269.874,0.994
269.904,1.000
269.934,0.993
269.964,0.991
269.994,0.997
270.024,1.001
270.054,0.991
270.084,0.999
270.114,0.995
270.144,0.992
270.174,0.994
270.204,0.996
270.234,0.994
270.264,0.997
270.294,0.994
270.324,0.988
270.354,1.005
270.384,1.000
270.414,0.989
270.444,0.990
270.474,0.998
270.504,1.000
270.534,0.998
270.564,0.981
270.594,1.001
270.624,0.998
270.654,0.987
270.684,0.990
270.714,0.996
270.744,0.994
270.774,0.997
270.804,0.995
270.834,0.991
270.864,0.996
270.894,0.996
270.924,0.995
270.954,0.996
270.984,0.992
271.014,0.996
271.044,0.988
271.074,1.003
271.104,0.999
271.134,0.988
271.164,0.986
271.194,1.001
271.224,0.999
271.254,0.998
271.284,0.982
271.314,1.001
271.344,0.995
271.374,0.996
271.404,0.991
271.434,1.001
271.464,0.996
271.494,0.995
271.524,0.997
271.554,0.993
271.584,1.000
271.614,0.993
271.644,0.993
271.674,1.001
271.704,0.992
271.734,0.998
271.764,0.997
271.794,0.988
271.824,1.000
271.854,1.000
271.884,0.994
271.914,0.987
271.944,0.993
271.974,1.000
272.004,0.997
272.034,0.984
272.064,0.998
272.094,0.997
272.124,0.993
272.154,0.995
272.184,0.987
272.214,1.000
272.244,1.000
272.274,0.992
272.304,0.990
272.334,0.993
272.364,1.000
272.394,0.995
272.424,0.994
272.454,1.005
272.484,0.996
272.514,0.987
272.544,1.001
272.574,1.002
272.604,0.992
272.634,0.987
272.664,0.991
272.694,1.000
272.724,1.001
272.754,0.985
272.784,0.998
272.814,0.998
272.844,0.996
272.874,0.989
272.904,0.997
272.934,0.997
272.964,0.993
272.994,0.995
273.024,0.997
273.054,0.991
273.084,0.996
273.114,0.990
273.144,0.999
273.174,0.994
273.204,0.993
273.234,0.999
273.264,1.002
273.294,0.990
273.324,0.990
273.354,0.996
273.384,1.000
273.414,0.996
273.444,1.000
273.474,0.992
273.504,0.996
273.534,0.998
273.564,0.994
273.594,0.989
273.624,0.993
273.654,1.000
273.684,0.995
273.714,0.998
273.744,0.995
273.774,0.992
273.804,0.994
273.834,0.998
273.864,0.997
273.894,0.991
273.924,0.993
273.954,1.001
273.984,0.997
274.014,0.987
274.044,0.995
274.074,0.995
274.104,0.994
274.134,1.002
274.164,0.982
274.194,1.002
274.224,0.998
274.254,0.991
274.284,0.993
274.314,0.998
274.344,0.993
274.374,0.995
274.404,0.997
274.434,0.992
274.464,0.996
274.494,0.995
274.524,0.995
274.554,0.988
274.584,0.992
274.614,0.994
274.644,0.999
274.674,0.998
274.704,0.988
274.734,0.991
274.764,0.998
274.794,0.997
274.824,0.998
274.854,0.990
274.884,1.000
274.914,0.994
274.944,0.994
274.974,0.994
275.004,0.995
275.034,0.996
275.064,0.998
275.094,0.989
275.124,0.997
275.154,0.998
275.184,0.993
275.214,0.998
275.244,0.992
275.274,0.995
275.304,0.989
275.334,0.999
275.364,1.001
275.394,0.985
275.424,0.990
275.454,0.997
275.484,0.997
275.514,1.002
275.544,0.989
275.574,0.999
275.604,1.000
275.634,0.991
275.664,0.995
275.694,0.997
275.724,0.994
275.754,0.997
275.784,0.998
275.814,0.994
275.844,0.999
275.874,0.993
275.904,0.999
275.934,0.999
275.964,1.001
275.994,0.993
276.024,0.996
276.054,0.997
276.084,0.995
276.114,0.991
276.144,0.994
276.174,0.999
276.204,0.999
276.234,0.988
276.264,0.994
276.294,1.001
276.324,0.991
276.354,0.990
276.384,0.996
276.414,0.997
276.444,0.999
276.474,1.000
276.504,0.991
276.534,0.995
276.564,0.998
276.594,0.995
276.624,1.000
276.654,0.991
276.684,0.992
276.714,1.000
276.744,1.001
276.774,0.995
276.804,0.989
276.834,0.994
276.864,1.000
276.894,1.002
276.924,1.002
276.954,0.988
276.984,1.002
277.014,0.993
277.044,0.993
277.074,0.994
277.104,0.995
277.134,0.993
277.164,0.996
277.194,0.998
277.224,0.994
277.254,0.994
277.284,0.995
277.314,0.997
277.344,0.988
277.374,1.000
277.404,0.994
277.434,1.005
277.464,0.991
277.494,0.989
277.524,0.989
277.554,1.000
277.584,1.004
277.614,0.998
277.644,0.988
277.674,1.000
277.704,0.996
277.734,0.991
277.764,0.991
277.794,0.995
277.824,1.000
277.854,0.994
277.884,0.995
277.914,0.993
277.944,0.998
277.974,0.990
278.004,0.997
278.034,0.997
278.064,0.993
278.094,0.990
278.124,0.999
278.154,0.997
278.184,0.999
278.214,0.996
278.244,0.991
278.274,0.988
278.304,0.997
278.334,0.999
278.364,0.995
278.394,0.987
278.424,0.995
278.454,0.993
278.484,0.998
278.514,0.994
278.544,0.999
278.574,0.996
278.604,0.994
278.634,1.003
278.664,0.992
278.694,0.994
278.724,0.996
278.754,0.996
278.784,0.995
278.814,0.997
278.844,0.999
278.874,0.991
278.904,0.993
278.934,1.000
278.964,0.999
278.994,1.000
279.024,0.996
279.054,0.987
279.084,0.988
279.114,0.995
279.144,1.000
279.174,1.002
279.204,0.986
279.234,0.996
279.264,1.001
279.294,0.994
279.324,0.993
279.354,1.000
279.384,0.996
279.414,0.992
279.444,0.998
279.474,0.990
279.504,0.994
279.534,1.000
279.564,0.998
279.594,0.992
279.624,0.992
279.654,0.991
279.684,1.000
279.714,1.000
279.744,0.996
279.774,0.993
279.804,0.993
279.834,0.989
279.864,0.997
279.894,0.998
279.924,0.992
279.954,0.982
279.984,0.999
280.014,1.007
280.044,0.992
280.074,0.993
280.104,0.999
280.134,0.995
280.164,0.996
280.194,0.999
280.224,0.993
280.254,0.999
280.284,0.999
280.314,0.995
280.344,0.992
280.374,0.997
280.404,0.992
280.434,0.999
280.464,0.999
280.494,0.997
280.524,0.990
280.554,0.996
280.584,0.998
280.614,0.992
280.644,0.995
280.674,0.999
280.704,0.997
280.734,0.993
280.764,0.996
280.794,0.997
280.824,0.995
280.854,0.997
280.884,1.001
280.914,0.995
280.944,0.994
280.974,0.998
281.004,0.997
281.034,0.990
281.064,0.998
281.094,1.002
281.124,0.994
281.154,1.003
281.184,0.998
281.214,0.994
281.244,0.986
281.274,0.995
281.304,1.000
281.334,0.996
281.364,0.999
281.394,0.996
281.424,0.997
281.454,0.996
281.484,0.994
281.514,0.991
281.544,0.993
281.574,0.993
281.604,0.993
281.634,0.996
281.664,0.995
281.694,0.995
281.724,1.001
281.754,0.998
281.784,0.992
281.814,0.988
281.844,0.997
281.874,0.999
281.904,0.995
281.934,0.996
281.964,0.989
281.994,0.991
282.024,0.996
282.054,1.001
282.084,0.992
282.114,0.988
282.144,0.997
282.174,0.999
282.204,0.996
282.234,0.993
282.264,0.996
282.294,0.997
282.324,0.997
282.354,0.994
282.384,1.000
282.414,0.997
282.444,0.994
282.474,1.002
282.504,0.999
282.534,0.995
282.564,0.987
282.594,0.998
282.624,1.002
282.654,0.989
282.684,0.996
282.714,0.989
282.744,0.993
282.774,1.001
282.804,0.999
282.834,0.995
282.864,0.985
282.894,0.997
282.924,1.002
282.954,0.986
282.984,0.992
283.014,0.998
283.044,0.998
283.074,0.994
283.104,0.999
283.134,0.993
283.164,0.997
283.194,0.993
283.224,0.996
283.254,0.992
283.284,0.993
283.314,1.000
283.344,1.000
283.374,0.993
283.404,0.988
283.434,0.990
283.464,0.999
283.494,1.002
283.524,0.998
283.554,0.989
283.584,0.996
283.614,0.998
283.644,0.992
283.674,0.992
283.704,0.993
283.734,1.003
283.764,0.994
283.794,0.994
283.824,0.992
283.854,0.994
283.884,0.993
283.914,0.996
283.944,0.996
283.974,0.998
284.004,0.991
284.034,1.001
284.064,0.996
284.094,0.994
284.124,0.990
284.154,0.992
284.184,1.002
284.214,0.994
284.244,0.995
284.274,0.999
284.304,1.000
284.334,0.992
284.364,0.992
284.394,0.999
284.424,0.998
284.454,0.996
284.484,0.999
284.514,0.995
284.544,0.994
284.574,0.992
284.604,0.996
284.634,1.000
284.664,0.992
284.694,0.994
284.724,0.989
284.754,1.001
284.784,1.002
284.814,0.999
284.844,0.986
284.874,0.993
284.904,0.992
284.934,0.996
284.964,0.997
284.994,0.986
285.024,0.993
285.054,1.002
285.084,0.995
285.114,0.993
285.144,1.001
285.174,0.994
285.204,0.996
285.234,0.998
285.264,0.994
285.294,0.993
285.324,0.990
285.354,1.001
285.384,0.997
285.414,0.993
285.444,0.986
285.474,1.000
285.504,0.998
285.534,0.999
285.564,0.996
285.594,0.996
285.624,0.987
285.654,1.000
285.684,1.000
285.714,0.995
285.744,0.983
285.774,1.003
285.804,1.000
285.834,0.992
285.864,0.988
285.894,0.999
285.924,0.997
285.954,0.991
285.984,0.999
286.014,0.994
286.044,0.996
286.074,0.998
286.104,0.995
286.134,0.995
286.164,1.001
286.194,0.997
286.224,0.999
286.254,1.002
286.284,0.995
286.314,0.990
286.344,0.996
286.374,0.999
286.404,1.000
286.434,1.003
286.464,0.988
286.494,0.995
286.524,0.997
286.554,0.993
286.584,0.999
286.614,0.997
286.644,0.999
286.674,0.994
286.704,0.991
286.734,0.996
286.764,0.992
286.794,0.993
286.824,1.009
286.854,0.994
286.884,0.989
286.914,0.995
286.944,1.003
286.974,0.998
287.004,0.989
287.034,0.992
287.064,0.998
287.094,0.996
287.124,0.997
287.154,0.984
287.184,1.001
287.214,1.002
287.244,0.997
287.274,0.991
287.304,0.996
287.334,0.997
287.364,0.997
287.394,0.997
287.424,1.001
287.454,0.992
287.484,1.000
287.514,0.997
287.544,0.996
287.574,0.996
287.604,0.997
287.634,0.991
287.664,1.001
287.694,1.000
287.724,0.994
287.754,0.992
287.784,0.993
287.814,0.996
287.844,0.996
287.874,0.993
287.904,0.998
287.934,0.999
287.964,0.997
287.994,0.995
288.024,0.992
288.054,1.001
288.084,0.995
288.114,0.994
288.144,0.997
288.174,0.994
288.204,0.997
288.234,0.995
288.264,0.996
288.294,0.997
288.324,0.994
288.354,0.994
288.384,1.003
288.414,0.999
288.444,0.996
288.474,0.984
288.504,0.994
288.534,0.997
288.564,0.996
288.594,1.001
288.624,0.994
288.654,0.999
288.684,0.992
288.714,0.994
288.744,0.996
288.774,0.994
288.804,0.992
288.834,0.999
288.864,0.996
288.894,0.991
288.924,0.996
288.954,0.997
288.984,0.997
289.014,0.995
289.044,0.998
289.074,0.992
289.104,1.002
289.134,0.994
289.164,0.994
289.194,0.991
289.224,0.998
289.254,0.999
289.284,0.999
289.314,0.988
289.344,0.994
289.374,0.999
289.404,0.997
289.434,0.993
289.464,0.997
289.494,0.994
289.524,0.997
289.554,0.997
289.584,0.993
289.614,0.998
289.644,0.997
289.674,0.996
289.704,0.998
289.734,0.998
289.764,0.995
289.794,0.993
289.824,1.005
289.854,1.000
289.884,0.988
289.914,0.992
289.944,0.994
289.974,0.998
290.004,0.999
290.034,0.998
290.064,0.997
290.094,0.994
290.124,1.001
290.154,0.995
290.184,0.988
290.214,0.995
290.244,1.000
290.274,0.994
290.304,0.994
290.334,1.000
290.364,0.992
290.394,0.997
290.424,0.995
290.454,0.993
290.484,0.990
290.514,1.000
290.544,0.995
290.574,0.999
290.604,0.999
290.634,0.998
290.664,0.988
290.694,0.996
290.724,1.000
290.754,0.998
290.784,0.984
290.814,0.999
290.844,0.996
290.874,0.998
290.904,0.994
290.934,0.998
290.964,0.993
290.994,0.997
291.024,0.996
291.054,0.995
291.084,0.996
291.114,0.993
291.144,1.001
291.174,0.992
291.204,0.994
291.234,0.988
291.264,0.996
291.294,1.000
291.324,1.002
291.354,0.997
291.384,0.989
291.414,0.993
291.444,0.999
291.474,0.996
291.504,1.001
291.534,0.991
291.564,1.000
291.594,0.998
291.624,0.998
291.654,0.993
291.684,0.995
291.714,1.000
291.744,0.994
291.774,0.998
291.804,0.998
291.834,0.994
291.864,0.994
291.894,0.993
291.924,0.996
291.954,1.001
291.984,0.995
292.014,0.994
292.044,1.004
292.074,0.998
292.104,0.990
292.134,0.993
292.164,0.996
292.194,1.000
292.224,0.999
292.254,0.990
292.284,0.997
292.314,0.998
292.344,0.996
292.374,0.990
292.404,0.994
292.434,0.999
292.464,0.994
292.494,0.997
292.524,0.994
292.554,0.997
292.584,0.993
292.614,0.996
292.644,0.996
292.674,0.994
292.704,1.000
292.734,0.993
292.764,0.997
292.794,0.999
292.824,0.992
292.854,0.993
292.884,0.991
292.914,0.998
292.944,1.005
292.974,0.984
293.004,1.002
293.034,1.001
293.064,0.996
293.094,0.993
293.124,0.994
293.154,0.995
293.184,0.997
293.214,0.998
293.244,0.991
293.274,0.995
293.304,0.999
293.334,0.992
293.364,0.998
293.394,0.992
293.424,0.997
293.454,0.997
293.484,1.005
293.514,0.997
293.544,0.987
293.574,0.995
293.604,1.000
293.634,0.999
293.664,0.999
293.694,0.984
293.724,1.002
293.754,0.998
293.784,0.990
293.814,0.994
293.844,0.992
293.874,0.995
293.904,1.000
293.934,0.994
293.964,0.997
293.994,0.996
294.024,1.001
294.054,0.995
294.084,0.997
294.114,0.991
294.144,0.996
294.174,1.001
294.204,1.004
294.234,0.994
294.264,0.991
294.294,0.996
294.324,0.995
294.354,0.998
294.384,1.001
294.414,0.989
294.444,0.997
294.474,0.994
294.504,0.994
294.534,0.990
294.564,0.996
294.594,0.997
294.624,0.998
294.654,0.997
294.684,0.991
294.714,0.994
294.744,0.998
294.774,0.995
294.804,0.996
294.834,0.996
294.864,0.991
294.894,0.995
294.924,1.002
294.954,1.001
294.984,0.993
295.014,0.987
295.044,0.993
295.074,1.000
295.104,0.995
295.134,0.985
295.164,1.000
295.194,1.001
295.224,0.992
295.254,0.998
295.284,0.992
295.314,0.994
295.344,1.000
295.374,1.000
295.404,0.993
295.434,0.994
295.464,0.998
295.494,0.992
295.524,0.995
295.554,0.990
295.584,0.992
295.614,0.996
295.644,0.997
295.674,0.994
295.704,0.987
295.734,0.994
295.764,0.997
295.794,0.999
295.824,1.000
295.854,0.988
295.884,1.002
295.914,0.993
295.944,0.984
295.974,0.996
296.004,0.996
296.034,0.994
296.064,0.994
296.094,0.995
296.124,0.992
296.154,0.997
296.184,0.993
296.214,1.000
296.244,1.007
296.274,0.992
296.304,0.989
296.334,1.000
296.364,0.995
296.394,0.990
296.424,0.995
296.454,0.991
296.484,0.996
296.514,0.994
296.544,0.988
296.574,0.999
296.604,1.008
296.634,0.994
296.664,0.981
296.694,1.000
296.724,0.994
296.754,0.997
296.784,0.996
296.814,0.997
296.844,1.000
296.874,0.991
296.904,0.996
296.934,0.996
296.964,0.995
296.994,0.990
297.024,0.997
297.054,0.999
297.084,0.995
297.114,0.992
297.144,0.992
297.174,0.999
297.204,0.995
