df_hash,22ZHK4.EBWR1B
251.561,1.062
251.591,1.057
251.621,1.062
251.651,1.062
251.681,1.065
251.711,1.061
251.741,1.064
251.771,1.061
251.801,1.063
251.831,1.061
251.861,1.066
251.891,1.062
251.921,1.065
251.951,1.066
251.981,1.062
252.011,1.067
252.041,1.066
252.071,1.060
252.101,1.066
252.131,1.062
252.161,1.063
252.191,1.062
252.221,1.060
252.251,1.063
252.281,1.067
252.311,1.067
252.341,1.063
252.371,1.066
252.401,1.061
252.431,1.062
252.461,1.065
252.491,1.062
252.521,1.064
252.551,1.062
252.581,1.066
252.611,1.064
252.641,1.061
252.671,1.065
252.701,1.064
252.731,1.065
252.761,1.062
252.791,1.067
252.821,1.062
252.851,1.068
252.881,1.062
252.911,1.062
252.941,1.066
252.971,1.063
253.001,1.062
253.031,1.064
253.061,1.061
253.091,1.062
253.121,1.064
253.151,1.065
253.181,1.066
253.211,1.064
253.241,1.063
253.271,1.064
253.301,1.067
253.331,1.062
253.361,1.062
253.391,1.066
253.421,1.064
253.451,1.063
253.481,1.066
253.511,1.067
253.541,1.063
253.571,1.069
253.601,1.067
253.631,1.060
253.661,1.061
253.691,1.068
253.721,1.063
253.751,1.064
253.781,1.066
253.811,1.068
253.841,1.064
253.871,1.060
253.901,1.062
253.931,1.063
253.961,1.064
253.991,1.062
254.021,1.067
254.051,1.066
254.081,1.062
254.111,1.063
254.141,1.062
254.171,1.062
254.201,1.064
254.231,1.068
254.261,1.064
254.291,1.081
254.321,1.094
254.351,1.094
254.381,1.108
254.411,1.107
254.441,1.089
254.471,1.048
254.501,1.032
254.531,1.034
254.561,1.044
254.591,1.055
254.621,1.059
254.651,1.066
254.681,1.064
254.711,1.074
254.741,1.087
254.771,1.078
254.801,1.073
254.831,1.078
254.861,1.083
254.891,1.079
254.921,1.059
254.951,1.061
254.981,1.062
255.011,1.051
255.041,1.027
255.071,1.062
255.101,1.093
255.131,1.075
255.161,1.048
255.191,1.054
255.221,1.038
255.251,1.037
255.281,1.048
255.311,1.072
255.341,1.085
255.371,1.099
255.401,1.098
255.431,1.101
255.461,1.109
255.491,1.103
255.521,1.054
255.551,1.061
255.581,1.062
255.611,1.039
255.641,1.062
255.671,1.071
255.701,1.080
255.731,1.104
255.761,1.103
255.791,1.081
255.821,1.094
255.851,1.097
255.881,1.109
255.911,1.107
255.941,1.107
255.971,1.106
256.001,1.103
256.031,1.101
256.061,1.098
256.091,1.081
256.121,1.087
256.151,1.085
256.181,1.072
256.211,1.084
256.241,1.083
256.271,1.079
256.301,1.068
256.331,1.062
256.361,1.063
256.391,1.088
256.421,1.065
256.451,1.085
256.481,1.104
256.511,1.108
256.541,1.099
256.571,1.093
256.601,1.090
256.631,1.088
256.661,1.078
256.691,1.081
256.721,1.091
256.751,1.093
256.781,1.094
256.811,1.089
256.841,1.086
256.871,1.077
256.901,1.077
256.931,1.087
256.961,1.085
256.991,1.084
257.021,1.088
257.051,1.083
257.081,1.057
257.111,1.073
257.141,1.084
257.171,1.093
257.201,1.096
257.231,1.091
257.261,1.086
257.291,1.089
257.321,1.086
257.351,1.081
257.381,1.091
257.411,1.091
257.441,1.092
257.471,1.085
257.501,1.083
257.531,1.093
257.561,1.082
257.591,1.085
257.621,1.084
257.651,1.091
257.681,1.072
257.711,1.070
257.741,1.069
257.771,1.076
257.801,1.084
257.831,1.075
257.861,1.079
257.891,1.071
257.921,1.080
257.951,1.077
257.981,1.082
258.011,1.086
258.041,1.105
258.071,1.083
258.101,1.075
258.131,1.075
258.161,1.084
258.191,1.088
258.221,1.078
258.251,1.074
258.281,1.077
258.311,1.077
258.341,1.079
258.371,1.086
258.401,1.093
258.431,1.088
258.461,1.077
258.491,1.079
258.521,1.087
258.551,1.091
258.581,1.087
258.611,1.087
258.641,1.078
258.671,1.067
258.701,1.080
258.731,1.084
258.761,1.086
258.791,1.098
258.821,1.093
258.851,1.078
258.881,1.082
258.911,1.085
258.941,1.075
258.971,1.084
259.001,1.098
259.031,1.095
259.061,1.086
259.091,1.089
259.121,1.082
259.151,1.080
259.181,1.070
259.211,1.081
259.241,1.092
259.271,1.090
259.301,1.090
259.331,1.093
259.361,1.094
259.391,1.085
259.421,1.082
259.451,1.081
259.481,1.079
259.511,1.091
259.541,1.086
259.571,1.092
259.601,1.097
259.631,1.090
259.661,1.083
259.691,1.080
259.721,1.085
259.751,1.083
259.781,1.091
259.811,1.088
259.841,1.093
259.871,1.103
259.901,1.096
259.931,1.090
259.961,1.073
259.991,1.077
260.021,1.071
260.051,1.073
260.081,1.071
260.111,1.085
260.141,1.085
260.171,1.091
260.201,1.083
260.231,1.065
260.261,1.073
260.291,1.089
260.321,1.080
260.351,1.077
260.381,1.088
260.411,1.092
260.441,1.091
260.471,1.077
260.501,1.064
260.531,1.037
260.561,1.076
260.591,1.082
260.621,1.104
260.651,1.128
260.681,1.115
260.711,1.093
260.741,1.088
260.771,1.081
260.801,1.088
260.831,1.091
260.861,1.083
260.891,1.065
260.921,1.089
260.951,1.082
260.981,1.087
261.011,1.097
261.041,1.099
261.071,1.088
261.101,1.090
261.131,1.088
261.161,1.091
261.191,1.079
261.221,1.078
261.251,1.080
261.281,1.056
261.311,1.075
261.341,1.118
261.371,1.088
261.401,1.059
261.431,1.103
261.461,1.106
261.491,1.137
261.521,1.134
261.551,1.103
261.581,1.103
261.611,1.078
261.641,1.062
261.671,1.068
261.701,1.071
261.731,1.093
261.761,1.102
261.791,1.104
261.821,1.098
261.851,1.099
261.881,1.087
261.911,1.074
261.941,1.067
261.971,1.078
262.001,1.089
262.031,1.080
262.061,1.082
262.091,1.069
262.121,1.065
262.151,1.038
262.181,1.080
262.211,1.104
262.241,1.090
262.271,1.076
262.301,1.076
262.331,1.081
262.361,1.083
262.391,1.071
262.421,1.077
262.451,1.097
262.481,1.093
262.511,1.089
262.541,1.089
262.571,1.091
262.601,1.082
262.631,1.067
262.661,1.096
262.691,1.093
262.721,1.077
262.751,1.105
262.781,1.101
262.811,1.099
262.841,1.085
262.871,1.094
262.901,1.086
262.931,1.090
262.961,1.092
262.991,1.080
263.021,1.073
263.051,1.069
263.081,1.069
263.111,1.081
263.141,1.078
263.171,1.090
263.201,1.090
263.231,1.089
263.261,1.087
263.291,1.090
263.321,1.098
263.351,1.088
263.381,1.080
263.411,1.076
263.441,1.073
263.471,1.077
263.501,1.076
263.531,1.078
263.561,1.084
263.591,1.074
263.621,1.083
263.651,1.086
263.681,1.078
263.711,1.077
263.741,1.071
263.771,1.080
263.801,1.086
263.831,1.086
263.861,1.082
263.891,1.073
263.921,1.076
263.951,1.075
263.981,1.073
264.011,1.071
264.041,1.070
264.071,1.077
264.101,1.072
264.131,1.083
264.161,1.095
264.191,1.103
264.221,1.086
264.251,1.065
264.281,1.070
264.311,1.071
264.341,1.064
264.371,1.064
264.401,1.074
264.431,1.078
264.461,1.087
264.491,1.075
264.521,1.082
264.551,1.066
264.581,1.070
264.611,1.085
264.641,1.091
264.671,1.091
264.701,1.083
264.731,1.092
264.761,1.091
264.791,1.084
264.821,1.082
264.851,1.079
264.881,1.087
264.911,1.080
264.941,1.080
264.971,1.074
265.001,1.075
265.031,1.075
265.061,1.079
265.091,1.088
265.121,1.091
265.151,1.091
265.181,1.091
265.211,1.081
265.241,1.076
265.271,1.073
265.301,1.086
265.331,1.088
265.361,1.080
265.391,1.083
265.421,1.074
265.451,1.079
265.481,1.079
265.511,1.092
265.541,1.092
265.571,1.090
265.601,1.085
265.631,1.084
265.661,1.075
265.691,1.083
265.721,1.084
265.751,1.077
265.781,1.081
265.811,1.087
265.841,1.083
265.871,1.080
265.901,1.084
265.931,1.081
265.961,1.086
265.991,1.082
266.021,1.086
266.051,1.086
266.081,1.087
266.111,1.085
266.141,1.083
266.171,1.085
266.201,1.085
266.231,1.090
266.261,1.087
266.291,1.090
266.321,1.092
266.351,1.090
266.381,1.089
266.411,1.090
266.441,1.087
266.471,1.089
266.501,1.088
266.531,1.090
266.561,1.087
266.591,1.084
266.621,1.087
266.651,1.088
266.681,1.085
266.711,1.086
266.741,1.086
266.771,1.085
266.801,1.087
266.831,1.090
266.861,1.086
266.891,1.085
266.921,1.085
266.951,1.089
266.981,1.089
267.011,1.088
267.041,1.085
267.071,1.083
267.101,1.085
267.131,1.091
267.161,1.085
267.191,1.085
267.221,1.087
267.251,1.085
267.281,1.087
267.311,1.088
267.341,1.088
267.371,1.086
267.401,1.087
267.431,1.081
267.461,1.087
267.491,1.089
267.521,1.087
267.551,1.088
267.581,1.085
267.611,1.082
267.641,1.084
267.671,1.088
267.701,1.085
267.731,1.086
267.761,1.083
267.791,1.086
267.821,1.082
267.851,1.083
267.881,1.086
267.911,1.091
267.941,1.085
267.971,1.086
268.001,1.088
268.031,1.083
268.061,1.086
268.091,1.092
268.121,1.090
268.151,1.093
268.181,1.093
268.211,1.080
268.241,1.081
268.271,1.082
268.301,1.086
268.331,1.086
268.361,1.083
268.391,1.084
268.421,1.080
268.451,1.081
268.481,1.089
268.511,1.087
268.541,1.085
268.571,1.087
268.601,1.090
268.631,1.087
268.661,1.088
268.691,1.093
268.721,1.089
268.751,1.084
268.781,1.089
268.811,1.089
268.841,1.086
268.871,1.095
268.901,1.097
268.931,1.089
268.961,1.079
268.991,1.081
269.021,1.075
269.051,1.079
269.081,1.079
269.111,1.080
269.141,1.084
269.171,1.086
269.201,1.081
269.231,1.068
269.261,1.078
269.291,1.072
269.321,1.077
269.351,1.072
269.381,1.071
269.411,1.079
269.441,1.081
269.471,1.085
269.501,1.090
269.531,1.090
269.561,1.091
269.591,1.095
269.621,1.086
269.651,1.077
269.681,1.079
269.711,1.078
269.741,1.084
269.771,1.079
269.801,1.084
269.831,1.081
269.861,1.075
269.891,1.076
269.921,1.077
269.951,1.075
269.981,1.078
270.011,1.081
270.041,1.082
270.071,1.084
270.101,1.084
270.131,1.085
270.161,1.089
270.191,1.087
270.221,1.084
270.251,1.081
270.281,1.084
270.311,1.084
270.341,1.079
270.371,1.079
270.401,1.083
270.431,1.082
270.461,1.086
270.491,1.085
270.521,1.082
270.551,1.087
270.581,1.080
270.611,1.086
270.641,1.082
270.671,1.081
270.701,1.085
270.731,1.087
270.761,1.087
270.791,1.087
270.821,1.085
270.851,1.087
270.881,1.086
270.911,1.079
270.941,1.086
270.971,1.086
271.001,1.088
271.031,1.087
271.061,1.083
271.091,1.085
271.121,1.083
271.151,1.085
271.181,1.080
271.211,1.081
271.241,1.083
271.271,1.091
271.301,1.085
271.331,1.087
271.361,1.086
271.391,1.081
271.421,1.078
271.451,1.077
271.481,1.079
271.511,1.078
271.541,1.084
271.571,1.084
271.601,1.089
271.631,1.088
271.661,1.082
271.691,1.084
271.721,1.083
271.751,1.085
271.781,1.086
271.811,1.085
271.841,1.081
271.871,1.085
271.901,1.087
271.931,1.080
271.961,1.087
271.991,1.083
272.021,1.080
272.051,1.084
272.081,1.087
272.111,1.081
272.141,1.080
272.171,1.087
272.201,1.080
272.231,1.084
272.261,1.084
272.291,1.085
272.321,1.082
272.351,1.084
272.381,1.079
272.411,1.081
272.441,1.083
272.471,1.086
272.501,1.083
272.531,1.083
272.561,1.086
272.591,1.085
272.621,1.085
272.651,1.086
272.681,1.086
272.711,1.085
272.741,1.085
272.771,1.087
272.801,1.079
272.831,1.086
272.861,1.086
272.891,1.081
272.921,1.083
272.951,1.085
272.981,1.079
273.011,1.084
273.041,1.084
273.071,1.083
273.101,1.084
273.131,1.085
273.161,1.085
273.191,1.080
273.221,1.083
273.251,1.082
273.281,1.082
273.311,1.082
273.341,1.087
273.371,1.083
273.401,1.082
273.431,1.083
273.461,1.084
273.491,1.084
273.521,1.086
273.551,1.082
273.581,1.084
273.611,1.087
273.641,1.085
273.671,1.084
273.701,1.087
273.731,1.085
273.761,1.087
273.791,1.087
273.821,1.088
273.851,1.083
273.881,1.087
273.911,1.086
273.941,1.084
273.971,1.086
274.001,1.088
274.031,1.080
274.061,1.084
274.091,1.081
274.121,1.083
274.151,1.084
274.181,1.087
274.211,1.077
274.241,1.084
274.271,1.086
274.301,1.086
274.331,1.084
274.361,1.083
274.391,1.082
274.421,1.084
274.451,1.087
274.481,1.081
274.511,1.084
274.541,1.081
274.571,1.081
274.601,1.086
274.631,1.086
274.661,1.085
274.691,1.084
274.721,1.083
274.751,1.081
274.781,1.080
274.811,1.086
274.841,1.085
274.871,1.086
274.901,1.085
274.931,1.085
274.961,1.089
274.991,1.084
275.021,1.085
275.051,1.083
275.081,1.083
275.111,1.087
275.141,1.083
275.171,1.088
275.201,1.084
275.231,1.080
275.261,1.083
275.291,1.084
275.321,1.087
275.351,1.087
275.381,1.081
275.411,1.084
275.441,1.084
275.471,1.085
275.501,1.089
275.531,1.083
275.561,1.086
275.591,1.082
275.621,1.085
275.651,1.086
275.681,1.084
275.711,1.080
275.741,1.080
275.771,1.081
275.801,1.083
275.831,1.082
275.861,1.085
275.891,1.081
275.921,1.086
275.951,1.083
275.981,1.082
276.011,1.080
276.041,1.079
276.071,1.082
276.101,1.081
276.131,1.078
276.161,1.083
276.191,1.085
276.221,1.087
276.251,1.086
276.281,1.081
276.311,1.083
276.341,1.083
276.371,1.083
276.401,1.080
276.431,1.081
276.461,1.083
276.491,1.079
276.521,1.081
276.551,1.079
276.581,1.077
276.611,1.077
276.641,1.081
276.671,1.082
276.701,1.085
276.731,1.088
276.761,1.085
276.791,1.083
276.821,1.085
276.851,1.081
276.881,1.083
276.911,1.085
276.941,1.085
276.971,1.083
277.001,1.084
277.031,1.087
277.061,1.087
277.091,1.088
277.121,1.085
277.151,1.092
277.181,1.090
277.211,1.086
277.241,1.090
277.271,1.085
277.301,1.084
277.331,1.090
277.361,1.090
277.391,1.090
277.421,1.088
277.451,1.087
277.481,1.087
277.511,1.085
277.541,1.082
277.571,1.089
277.601,1.086
277.631,1.087
277.661,1.083
277.691,1.088
277.721,1.085
277.751,1.084
277.781,1.087
277.811,1.087
277.841,1.087
277.871,1.088
277.901,1.088
277.931,1.090
277.961,1.089
277.991,1.085
278.021,1.092
278.051,1.089
278.081,1.084
278.111,1.086
278.141,1.087
278.171,1.088
278.201,1.090
278.231,1.087
278.261,1.085
278.291,1.085
278.321,1.088
278.351,1.089
278.381,1.089
278.411,1.090
278.441,1.084
278.471,1.087
278.501,1.088
278.531,1.086
278.561,1.087
278.591,1.086
278.621,1.089
278.651,1.088
278.681,1.090
278.711,1.082
278.741,1.083
278.771,1.090
278.801,1.089
278.831,1.085
278.861,1.089
278.891,1.087
278.921,1.084
278.951,1.086
278.981,1.089
279.011,1.085
279.041,1.088
279.071,1.087
279.101,1.091
279.131,1.086
279.161,1.086
279.191,1.086
279.221,1.087
279.251,1.086
279.281,1.086
279.311,1.085
279.341,1.088
279.371,1.086
279.401,1.092
279.431,1.085
279.461,1.087
279.491,1.087
279.521,1.095
279.551,1.087
279.581,1.089
279.611,1.091
279.641,1.086
279.671,1.088
279.701,1.079
279.731,1.089
279.761,1.091
279.791,1.087
279.821,1.085
279.851,1.087
279.881,1.088
279.911,1.084
279.941,1.090
279.971,1.083
280.001,1.087
280.031,1.088
280.061,1.086
280.091,1.085
280.121,1.090
280.151,1.091
280.181,1.091
280.211,1.087
280.241,1.091
280.271,1.085
280.301,1.093
280.331,1.087
280.361,1.091
280.391,1.087
280.421,1.089
280.451,1.095
280.481,1.097
280.511,1.087
280.541,1.088
280.571,1.084
280.601,1.083
280.631,1.083
280.661,1.083
280.691,1.086
280.721,1.088
280.751,1.090
280.781,1.090
280.811,1.086
280.841,1.083
280.871,1.080
280.901,1.080
280.931,1.084
280.961,1.083
280.991,1.085
281.021,1.089
281.051,1.083
281.081,1.091
281.111,1.086
281.141,1.084
281.171,1.080
281.201,1.081
281.231,1.094
281.261,1.096
281.291,1.085
281.321,1.072
281.351,1.076
281.381,1.078
281.411,1.077
281.441,1.075
281.471,1.082
281.501,1.083
281.531,1.083
281.561,1.084
281.591,1.083
281.621,1.091
281.651,1.092
281.681,1.088
281.711,1.095
281.741,1.084
281.771,1.086
281.801,1.096
281.831,1.098
281.861,1.091
281.891,1.094
281.921,1.089
281.951,1.091
281.981,1.093
282.011,1.093
282.041,1.095
282.071,1.087
282.101,1.091
282.131,1.089
282.161,1.087
282.191,1.085
282.221,1.090
282.251,1.095
282.281,1.090
282.311,1.087
282.341,1.091
282.371,1.086
282.401,1.086
282.431,1.084
282.461,1.088
282.491,1.090
282.521,1.091
282.551,1.086
282.581,1.089
282.611,1.084
282.641,1.081
282.671,1.084
282.701,1.093
282.731,1.097
282.761,1.098
282.791,1.102
282.821,1.101
282.851,1.090
282.881,1.089
282.911,1.089
282.941,1.089
282.971,1.088
283.001,1.086
283.031,1.086
283.061,1.090
283.091,1.087
283.121,1.087
283.151,1.085
283.181,1.081
283.211,1.088
283.241,1.084
283.271,1.084
283.301,1.087
283.331,1.085
283.361,1.088
283.391,1.091
283.421,1.087
283.451,1.087
283.481,1.088
283.511,1.093
283.541,1.090
283.571,1.093
283.601,1.088
283.631,1.087
283.661,1.093
283.691,1.090
283.721,1.087
283.751,1.086
283.781,1.084
283.811,1.091
283.841,1.093
283.871,1.103
283.901,1.098
283.931,1.085
283.961,1.082
283.991,1.079
284.021,1.061
284.051,1.058
284.081,1.036
284.111,0.981
284.141,1.035
284.171,1.084
284.201,1.087
284.231,1.123
284.261,1.134
284.291,1.121
284.321,1.097
284.351,1.089
284.381,1.074
284.411,1.062
284.441,1.070
284.471,1.089
284.501,1.112
284.531,1.109
284.561,1.092
284.591,1.063
284.621,1.059
284.651,1.062
284.681,1.066
284.711,1.050
284.741,1.033
284.771,1.042
284.801,1.033
284.831,1.040
284.861,1.060
284.891,1.072
284.921,1.075
284.951,1.087
284.981,1.080
285.011,1.074
285.041,1.070
285.071,1.057
285.101,1.061
285.131,1.064
285.161,1.072
285.191,1.074
285.221,1.095
285.251,1.096
285.281,1.092
285.311,1.083
285.341,1.079
285.371,1.085
285.401,1.084
285.431,1.082
285.461,1.080
285.491,1.075
285.521,1.082
285.551,1.082
285.581,1.080
285.611,1.078
285.641,1.082
285.671,1.082
285.701,1.084
285.731,1.088
285.761,1.093
285.791,1.087
285.821,1.092
285.851,1.091
285.881,1.082
285.911,1.087
285.941,1.081
285.971,1.074
286.001,1.073
286.031,1.071
286.061,1.080
286.091,1.083
286.121,1.087
286.151,1.084
286.181,1.083
286.211,1.080
286.241,1.083
286.271,1.082
286.301,1.073
286.331,1.079
286.361,1.079
286.391,1.075
286.421,1.076
286.451,1.080
286.481,1.082
286.511,1.079
286.541,1.076
286.571,1.076
286.601,1.080
286.631,1.079
286.661,1.079
286.691,1.080
286.721,1.082
286.751,1.081
286.781,1.078
286.811,1.079
286.841,1.078
286.871,1.081
286.901,1.083
286.931,1.081
286.961,1.079
286.991,1.083
287.021,1.078
287.051,1.079
287.081,1.079
287.111,1.082
287.141,1.080
287.171,1.079
287.201,1.082
287.231,1.077
287.261,1.082
287.291,1.080
287.321,1.077
287.351,1.081
287.381,1.079
287.411,1.084
287.441,1.079
287.471,1.081
287.501,1.083
287.531,1.085
287.561,1.083
287.591,1.081
287.621,1.076
287.651,1.080
287.681,1.085
287.711,1.076
287.741,1.076
287.771,1.085
287.801,1.084
287.831,1.080
287.861,1.081
287.891,1.081
287.921,1.082
287.951,1.079
287.981,1.078
288.011,1.084
288.041,1.081
288.071,1.084
288.101,1.079
288.131,1.073
288.161,1.083
288.191,1.082
288.221,1.076
288.251,1.083
288.281,1.084
288.311,1.083
288.341,1.080
288.371,1.083
288.401,1.080
288.431,1.082
288.461,1.083
288.491,1.083
288.521,1.081
288.551,1.082
288.581,1.086
288.611,1.093
288.641,1.094
288.671,1.090
288.701,1.082
288.731,1.065
288.761,1.073
288.791,1.084
288.821,1.079
288.851,1.081
288.881,1.084
288.911,1.075
288.941,1.082
288.971,1.094
289.001,1.091
289.031,1.082
289.061,1.083
289.091,1.074
289.121,1.074
289.151,1.080
289.181,1.075
289.211,1.079
289.241,1.081
289.271,1.078
289.301,1.077
289.331,1.074
289.361,1.066
289.391,1.072
289.421,1.072
289.451,1.071
289.481,1.066
289.511,1.063
289.541,1.069
289.571,1.077
289.601,1.083
289.631,1.072
289.661,1.082
289.691,1.092
289.721,1.083
289.751,1.084
289.781,1.086
289.811,1.093
289.841,1.088
289.871,1.080
289.901,1.081
289.931,1.080
289.961,1.079
289.991,1.089
290.021,1.082
290.051,1.089
290.081,1.092
290.111,1.079
290.141,1.083
290.171,1.087
290.201,1.090
290.231,1.083
290.261,1.075
290.291,1.075
290.321,1.071
290.351,1.076
290.381,1.060
290.411,1.064
290.441,1.065
290.471,1.058
290.501,1.044
290.531,1.048
290.561,1.043
290.591,1.070
290.621,1.079
290.651,1.066
290.681,1.083
290.711,1.096
290.741,1.087
290.771,1.080
290.801,1.094
290.831,1.100
290.861,1.109
290.891,1.102
290.921,1.100
290.951,1.094
290.981,1.077
291.011,1.065
291.041,1.052
291.071,1.068
291.101,1.084
291.131,1.080
291.161,1.087
291.191,1.092
291.221,1.082
291.251,1.078
291.281,1.084
291.311,1.075
291.341,1.073
291.371,1.082
291.401,1.070
291.431,1.067
291.461,1.073
291.491,1.081
291.521,1.072
291.551,1.066
291.581,1.071
291.611,1.074
291.641,1.063
291.671,1.076
291.701,1.071
291.731,1.068
291.761,1.072
291.791,1.074
291.821,1.076
291.851,1.082
291.881,1.080
291.911,1.071
291.941,1.072
291.971,1.078
292.001,1.071
292.031,1.081
292.061,1.080
292.091,1.073
292.121,1.070
292.151,1.062
292.181,1.066
292.211,1.076
292.241,1.082
292.271,1.077
292.301,1.074
292.331,1.067
292.361,1.069
292.391,1.068
292.421,1.071
292.451,1.074
292.481,1.076
292.511,1.081
292.541,1.077
292.571,1.071
292.601,1.069
292.631,1.070
292.661,1.068
292.691,1.074
292.721,1.073
292.751,1.069
292.781,1.071
292.811,1.073
292.841,1.073
292.871,1.075
292.901,1.067
292.931,1.072
292.961,1.074
292.991,1.074
293.021,1.072
293.051,1.075
293.081,1.078
293.111,1.083
293.141,1.076
293.171,1.071
293.201,1.067
293.231,1.073
293.261,1.077
293.291,1.084
293.321,1.082
293.351,1.076
293.381,1.067
293.411,1.069
293.441,1.076
293.471,1.067
293.501,1.071
293.531,1.068
293.561,1.068
293.591,1.072
293.621,1.081
293.651,1.080
293.681,1.082
293.711,1.071
293.741,1.072
293.771,1.064
293.801,1.066
293.831,1.070
293.861,1.076
293.891,1.071
293.921,1.069
293.951,1.061
293.981,1.071
294.011,1.069
294.041,1.078
294.071,1.081
294.101,1.078
294.131,1.073
294.161,1.072
294.191,1.077
294.221,1.076
294.251,1.077
294.281,1.070
294.311,1.071
294.341,1.077
294.371,1.080
294.401,1.085
294.431,1.081
294.461,1.072
294.491,1.071
294.521,1.062
294.551,1.073
294.581,1.079
294.611,1.073
294.641,1.076
294.671,1.073
294.701,1.071
294.731,1.075
294.761,1.078
294.791,1.072
294.821,1.071
294.851,1.080
294.881,1.074
294.911,1.072
294.941,1.071
294.971,1.070
295.001,1.083
295.031,1.080
295.061,1.078
295.091,1.071
295.121,1.077
295.151,1.081
295.181,1.079
295.211,1.092
295.241,1.102
295.271,1.095
295.301,1.092
295.331,1.078
295.361,1.077
295.391,1.073
295.421,1.082
295.451,1.088
295.481,1.089
295.511,1.075
295.541,1.073
295.571,1.071
295.601,1.063
295.631,1.076
295.661,1.065
295.691,1.066
295.721,1.087
295.751,1.072
295.781,1.071
295.811,1.076
295.841,1.074
295.871,1.073
295.901,1.081
295.931,1.076
295.961,1.070
295.991,1.073
296.021,1.079
296.051,1.071
296.081,1.065
296.111,1.080
296.141,1.079
296.171,1.079
296.201,1.082
296.231,1.088
296.261,1.084
296.291,1.078
296.321,1.088
296.351,1.084
296.381,1.075
296.411,1.082
296.441,1.087
296.471,1.093
296.501,1.089
296.531,1.083
296.561,1.082
296.591,1.088
296.621,1.088
296.651,1.085
296.681,1.085
296.711,1.079
296.741,1.069
296.771,1.050
296.801,1.065
296.831,1.084
296.861,1.111
296.891,1.111
296.921,1.119
296.951,1.139
296.981,1.116
297.011,1.091
297.041,1.114
297.071,1.079
297.101,1.037
297.131,1.049
297.161,1.067
297.191,1.068
297.221,1.040
297.251,1.065
297.281,1.062
297.311,1.034
297.341,1.070
297.371,1.048
297.401,1.053
297.431,1.062
297.461,1.069
297.491,1.099
297.521,1.106
297.551,1.076
297.581,1.091
297.611,1.080
297.641,1.087
297.671,1.094
297.701,1.089
297.731,1.103
297.761,1.102
297.791,1.089
297.821,1.097
297.851,1.087
297.881,1.082
297.911,1.083
297.941,1.071
297.971,1.093
298.001,1.081
298.031,1.081
298.061,1.084
298.091,1.088
298.121,1.087
298.151,1.088
298.181,1.081
298.211,1.093
298.241,1.091
298.271,1.080
298.301,1.090
298.331,1.083
298.361,1.080
298.391,1.084
298.421,1.086
298.451,1.081
298.481,1.088
298.511,1.090
298.541,1.082
298.571,1.086
298.601,1.083
298.631,1.081
298.661,1.088
298.691,1.085
298.721,1.089
298.751,1.083
298.781,1.084
298.811,1.092
298.841,1.082
298.871,1.085
298.901,1.085
298.931,1.077
298.961,1.082
298.991,1.086
299.021,1.091
299.051,1.086
299.081,1.087
299.111,1.086
299.141,1.081
299.171,1.081
299.201,1.079
299.231,1.083
299.261,1.081
299.291,1.083
299.321,1.083
299.351,1.083
299.381,1.088
299.411,1.083
299.441,1.082
299.471,1.075
299.501,1.084
299.531,1.084
299.561,1.083
299.591,1.083
299.621,1.082
299.651,1.081
299.681,1.083
299.711,1.087
299.741,1.087
299.771,1.087
299.801,1.088
299.831,1.089
299.861,1.082
299.891,1.082
299.921,1.082
299.951,1.081
299.981,1.079
300.011,1.085
300.041,1.083
300.071,1.088
300.101,1.086
300.131,1.088
300.161,1.086
300.191,1.081
300.221,1.082
300.251,1.079
300.281,1.079
300.311,1.080
300.341,1.088
300.371,1.089
300.401,1.075
300.431,1.083
300.461,1.087
300.491,1.075
300.521,1.089
300.551,1.093
300.581,1.081
300.611,1.087
300.641,1.083
300.671,1.087
300.701,1.083
300.731,1.082
300.761,1.090
300.791,1.089
300.821,1.083
300.851,1.084
300.881,1.083
300.911,1.082
300.941,1.075
300.971,1.088
301.001,1.090
301.031,1.079
301.061,1.093
301.091,1.089
301.121,1.087
301.151,1.078
301.181,1.086
301.211,1.078
301.241,1.071
301.271,1.089
301.301,1.098
301.331,1.094
301.361,1.101
301.391,1.106
301.421,1.110
301.451,1.114
301.481,1.092
301.511,1.101
301.541,1.106
301.571,1.077
301.601,1.080
301.631,1.115
301.661,1.111
301.691,1.022
301.721,1.048
301.751,1.062
301.781,1.064
301.811,1.100
301.841,1.098
301.871,1.064
301.901,1.078
301.931,1.074
301.961,1.062
301.991,1.074
302.021,1.088
302.051,1.074
302.081,1.073
302.111,1.074
302.141,1.071
302.171,1.084
302.201,1.078
302.231,1.078
302.261,1.081
302.291,1.086
302.321,1.087
302.351,1.074
302.381,1.078
302.411,1.074
302.441,1.069
302.471,1.067
302.501,1.072
302.531,1.084
302.561,1.081
302.591,1.080
302.621,1.081
302.651,1.083
302.681,1.068
302.711,1.079
302.741,1.090
302.771,1.086
302.801,1.095
302.831,1.096
302.861,1.092
302.891,1.078
302.921,1.081
302.951,1.082
302.981,1.080
303.011,1.076
303.041,1.084
303.071,1.085
303.101,1.080
303.131,1.082
303.161,1.078
303.191,1.080
303.221,1.080
303.251,1.079
303.281,1.079
303.311,1.079
303.341,1.083
303.371,1.086
303.401,1.083
303.431,1.089
303.461,1.095
303.491,1.089
303.521,1.088
303.551,1.091
303.581,1.089
303.611,1.085
303.641,1.087
303.671,1.089
303.701,1.095
303.731,1.086
303.761,1.084
303.791,1.084
303.821,1.081
303.851,1.083
303.881,1.085
303.911,1.082
303.941,1.091
