df_hash,22ZHK4.EBWR1B
14.111,1.044
14.141,1.044
14.171,1.046
14.201,1.045
14.231,1.046
14.261,1.044
14.291,1.045
14.321,1.045
14.351,1.040
14.381,1.047
14.411,1.043
14.441,1.045
14.471,1.044
14.501,1.044
14.531,1.048
14.561,1.045
14.591,1.040
14.621,1.041
14.651,1.044
14.681,1.043
14.711,1.045
14.741,1.045
14.771,1.043
14.801,1.044
14.831,1.043
14.861,1.045
14.891,1.051
14.921,1.042
14.951,1.043
14.981,1.045
15.011,1.041
15.041,1.041
15.071,1.044
15.101,1.048
15.131,1.045
15.161,1.042
15.191,1.042
15.221,1.039
15.251,1.042
15.281,1.045
15.311,1.046
15.341,1.045
15.371,1.040
15.401,1.042
15.431,1.043
15.461,1.048
15.491,1.039
15.521,1.041
15.551,1.042
15.581,1.043
15.611,1.042
15.641,1.046
15.671,1.046
15.701,1.046
15.731,1.045
15.761,1.044
15.791,1.044
15.821,1.043
15.851,1.044
15.881,1.042
15.911,1.042
15.941,1.044
15.971,1.046
16.001,1.046
16.031,1.047
16.061,1.038
16.091,1.045
16.121,1.044
16.151,1.044
16.181,1.045
16.211,1.048
16.241,1.044
16.271,1.047
16.301,1.043
16.331,1.051
16.361,1.045
16.391,1.041
16.421,1.040
16.451,1.045
16.481,1.045
16.511,1.042
16.541,1.049
16.571,1.046
16.601,1.045
16.631,1.046
16.661,1.046
16.691,1.044
16.721,1.045
16.751,1.044
16.781,1.045
16.811,1.045
16.841,1.045
16.871,1.039
16.901,1.046
16.931,1.045
16.961,1.045
16.991,1.044
17.021,1.040
17.051,1.044
17.081,1.045
17.111,1.045
17.141,1.045
17.171,1.045
17.201,1.040
17.231,1.044
17.261,1.045
17.291,1.045
17.321,1.041
17.351,1.039
17.381,1.044
17.411,1.045
17.441,1.048
17.471,1.045
17.501,1.042
17.531,1.046
17.561,1.042
17.591,1.046
17.621,1.044
17.651,1.043
17.681,1.045
17.711,1.045
17.741,1.046
17.771,1.044
17.801,1.042
17.831,1.047
17.861,1.046
17.891,1.046
17.921,1.041
17.951,1.044
17.981,1.044
18.011,1.045
18.041,1.047
18.071,1.045
18.101,1.039
18.131,1.042
18.161,1.043
18.191,1.048
18.221,1.043
18.251,1.043
18.281,1.042
18.311,1.047
18.341,1.043
18.371,1.046
18.401,1.044
18.431,1.042
18.461,1.046
18.491,1.045
18.521,1.044
18.551,1.041
18.581,1.043
18.611,1.046
18.641,1.044
18.671,1.049
18.701,1.043
18.731,1.047
18.761,1.050
18.791,1.046
18.821,1.045
18.851,1.044
18.881,1.045
18.911,1.045
18.941,1.050
18.971,1.047
19.001,1.046
19.031,1.044
19.061,1.045
19.091,1.047
19.121,1.040
19.151,1.044
19.181,1.044
19.211,1.044
19.241,1.045
19.271,1.044
19.301,1.045
19.331,1.044
19.361,1.045
19.391,1.045
19.421,1.043
19.451,1.043
19.481,1.046
19.511,1.048
19.541,1.045
19.571,1.044
19.601,1.049
19.631,1.042
19.661,1.048
19.691,1.047
19.721,1.048
19.751,1.045
19.781,1.044
19.811,1.043
19.841,1.046
19.871,1.047
19.901,1.048
19.931,1.046
19.961,1.042
19.991,1.047
20.021,1.047
20.051,1.043
20.081,1.047
20.111,1.043
20.141,1.045
20.171,1.046
20.201,1.047
20.231,1.046
20.261,1.043
20.291,1.046
20.321,1.045
20.351,1.045
20.381,1.044
20.411,1.046
20.441,1.045
20.471,1.045
20.501,1.046
20.531,1.046
20.561,1.046
20.591,1.044
20.621,1.044
20.651,1.047
20.681,1.046
20.711,1.045
20.741,1.042
20.771,1.042
20.801,1.046
20.831,1.043
20.861,1.046
20.891,1.049
20.921,1.044
20.951,1.047
20.981,1.050
21.011,1.046
21.041,1.040
21.071,1.043
21.101,1.044
21.131,1.046
21.161,1.044
21.191,1.046
21.221,1.047
21.251,1.046
21.281,1.044
21.311,1.045
21.341,1.048
21.371,1.044
21.401,1.044
21.431,1.046
21.461,1.040
21.491,1.044
21.521,1.051
21.551,1.047
21.581,1.050
21.611,1.048
21.641,1.039
21.671,1.042
21.701,1.046
21.731,1.045
21.761,1.046
21.791,1.046
21.821,1.045
21.851,1.048
21.881,1.045
21.911,1.051
21.941,1.046
21.971,1.039
22.001,1.045
22.031,1.048
22.061,1.042
22.091,1.050
22.121,1.044
22.151,1.044
22.181,1.047
22.211,1.044
22.241,1.044
22.271,1.044
22.301,1.044
22.331,1.040
22.361,1.045
22.391,1.050
22.421,1.048
22.451,1.044
22.481,1.041
22.511,1.045
22.541,1.048
22.571,1.043
22.601,1.046
22.631,1.046
22.661,1.044
22.691,1.044
22.721,1.046
22.751,1.047
22.781,1.040
22.811,1.042
22.841,1.046
22.871,1.047
22.901,1.046
22.931,1.043
22.961,1.043
22.991,1.042
23.021,1.048
23.051,1.045
23.081,1.046
23.111,1.045
23.141,1.044
23.171,1.044
23.201,1.040
23.231,1.049
23.261,1.050
23.291,1.044
23.321,1.042
23.351,1.044
23.381,1.047
23.411,1.047
23.441,1.045
23.471,1.047
23.501,1.040
23.531,1.042
23.561,1.044
23.591,1.050
23.621,1.044
23.651,1.043
23.681,1.045
23.711,1.048
23.741,1.047
23.771,1.049
23.801,1.045
23.831,1.047
23.861,1.047
23.891,1.046
23.921,1.045
23.951,1.045
23.981,1.044
24.011,1.046
24.041,1.042
24.071,1.044
24.101,1.044
24.131,1.047
24.161,1.045
24.191,1.048
24.221,1.045
24.251,1.044
24.281,1.047
24.311,1.046
24.341,1.043
24.371,1.049
24.401,1.046
24.431,1.043
24.461,1.044
24.491,1.047
24.521,1.045
24.551,1.043
24.581,1.045
24.611,1.045
24.641,1.045
24.671,1.049
24.701,1.047
24.731,1.047
24.761,1.045
24.791,1.048
24.821,1.047
24.851,1.044
24.881,1.044
24.911,1.046
24.941,1.046
24.971,1.048
25.001,1.051
25.031,1.042
25.061,1.046
25.091,1.045
25.121,1.044
25.151,1.046
25.181,1.042
25.211,1.044
25.241,1.045
25.271,1.047
25.301,1.048
25.331,1.048
25.361,1.039
25.391,1.044
25.421,1.046
25.451,1.048
25.481,1.042
25.511,1.046
25.541,1.044
25.571,1.047
25.601,1.044
25.631,1.049
25.661,1.047
25.691,1.042
25.721,1.044
25.751,1.046
25.781,1.042
25.811,1.045
25.841,1.044
25.871,1.048
25.901,1.047
25.931,1.044
25.961,1.043
25.991,1.043
26.021,1.049
26.051,1.047
26.081,1.046
26.111,1.041
26.141,1.043
26.171,1.047
26.201,1.046
26.231,1.044
26.261,1.044
26.291,1.039
26.321,1.049
26.351,1.042
26.381,1.049
26.411,1.043
26.441,1.042
26.471,1.046
26.501,1.049
26.531,1.044
26.561,1.047
26.591,1.048
26.621,1.047
26.651,1.044
26.681,1.046
26.711,1.047
26.741,1.044
26.771,1.047
26.801,1.044
26.831,1.045
26.861,1.049
26.891,1.047
26.921,1.046
26.951,1.051
26.981,1.047
27.011,1.046
27.041,1.046
27.071,1.046
27.101,1.044
27.131,1.044
27.161,1.047
27.191,1.047
27.221,1.048
27.251,1.041
27.281,1.046
27.311,1.045
27.341,1.043
27.371,1.042
27.401,1.045
27.431,1.048
27.461,1.044
27.491,1.047
27.521,1.045
27.551,1.047
27.581,1.047
27.611,1.046
27.641,1.046
27.671,1.044
27.701,1.045
27.731,1.047
27.761,1.050
27.791,1.045
27.821,1.046
27.851,1.044
27.881,1.050
27.911,1.050
27.941,1.045
27.971,1.042
28.001,1.046
28.031,1.045
28.061,1.045
28.091,1.046
28.121,1.048
28.151,1.046
28.181,1.045
28.211,1.045
28.241,1.048
28.271,1.046
28.301,1.044
28.331,1.046
28.361,1.047
28.391,1.049
28.421,1.048
28.451,1.049
28.481,1.040
28.511,1.045
28.541,1.046
28.571,1.047
28.601,1.043
28.631,1.047
28.661,1.046
28.691,1.046
28.721,1.048
28.751,1.046
28.781,1.042
28.811,1.047
28.841,1.044
28.871,1.051
28.901,1.046
28.931,1.043
28.961,1.042
28.991,1.048
29.021,1.047
29.051,1.049
29.081,1.051
29.111,1.044
29.141,1.044
29.171,1.043
29.201,1.050
29.231,1.042
29.261,1.042
29.291,1.044
29.321,1.046
29.351,1.041
29.381,1.044
29.411,1.047
29.441,1.046
29.471,1.046
29.501,1.045
29.531,1.045
29.561,1.044
29.591,1.043
29.621,1.043
29.651,1.044
29.681,1.043
29.711,1.047
29.741,1.048
29.771,1.049
29.801,1.045
29.831,1.045
29.861,1.043
29.891,1.046
29.921,1.049
29.951,1.042
29.981,1.048
30.011,1.041
30.041,1.043
30.071,1.044
30.101,1.049
30.131,1.046
30.161,1.044
30.191,1.047
30.221,1.043
30.251,1.045
30.281,1.048
30.311,1.047
30.341,1.045
30.371,1.043
30.401,1.044
30.431,1.047
30.461,1.045
30.491,1.047
30.521,1.046
30.551,1.048
30.581,1.050
30.611,1.043
30.641,1.046
30.671,1.049
30.701,1.046
30.731,1.046
30.761,1.044
30.791,1.043
30.821,1.048
30.851,1.043
30.881,1.046
30.911,1.046
30.941,1.040
30.971,1.045
31.001,1.048
31.031,1.051
31.061,1.044
31.091,1.044
31.121,1.044
31.151,1.051
31.181,1.050
31.211,1.049
31.241,1.046
31.271,1.044
31.301,1.048
31.331,1.044
31.361,1.046
31.391,1.046
31.421,1.046
31.451,1.043
31.481,1.045
31.511,1.045
31.541,1.043
31.571,1.046
31.601,1.046
31.631,1.044
31.661,1.046
31.691,1.043
31.721,1.045
31.751,1.046
31.781,1.046
31.811,1.048
31.841,1.046
31.871,1.048
31.901,1.047
31.931,1.052
31.961,1.048
31.991,1.039
32.021,1.043
32.051,1.045
32.081,1.048
32.111,1.049
32.141,1.045
32.171,1.046
32.201,1.047
32.231,1.044
32.261,1.047
32.291,1.046
32.321,1.044
32.351,1.048
32.381,1.047
32.411,1.040
32.441,1.047
32.471,1.053
32.501,1.048
32.531,1.044
32.561,1.045
32.591,1.043
32.621,1.043
32.651,1.047
32.681,1.047
32.711,1.048
32.741,1.042
32.771,1.044
32.801,1.042
32.831,1.048
32.861,1.044
32.891,1.039
32.921,1.044
32.951,1.049
32.981,1.044
33.011,1.046
33.041,1.046
33.071,1.047
33.101,1.046
33.131,1.046
33.161,1.043
33.191,1.048
33.221,1.043
33.251,1.044
33.281,1.045
33.311,1.049
33.341,1.047
33.371,1.048
33.401,1.047
33.431,1.044
33.461,1.046
33.491,1.047
33.521,1.047
33.551,1.043
33.581,1.044
33.611,1.045
33.641,1.043
33.671,1.049
33.701,1.045
33.731,1.045
33.761,1.045
33.791,1.046
33.821,1.050
33.851,1.047
33.881,1.043
33.911,1.046
33.941,1.047
33.971,1.047
34.001,1.046
34.031,1.044
34.061,1.044
34.091,1.047
34.121,1.053
34.151,1.044
34.181,1.046
34.211,1.048
34.241,1.047
34.271,1.047
34.301,1.044
34.331,1.046
34.361,1.047
34.391,1.049
34.421,1.047
34.451,1.048
34.481,1.042
34.511,1.043
34.541,1.047
34.571,1.050
34.601,1.044
34.631,1.045
34.661,1.045
34.691,1.049
34.721,1.047
34.751,1.048
34.781,1.046
34.811,1.045
34.841,1.047
34.871,1.046
34.901,1.049
34.931,1.046
34.961,1.043
34.991,1.047
35.021,1.048
35.051,1.047
35.081,1.044
35.111,1.047
35.141,1.047
35.171,1.049
35.201,1.042
35.231,1.045
35.261,1.050
35.291,1.045
35.321,1.047
35.351,1.049
35.381,1.046
35.411,1.045
35.441,1.051
35.471,1.046
35.501,1.044
35.531,1.046
35.561,1.045
35.591,1.048
35.621,1.047
35.651,1.046
35.681,1.045
35.711,1.044
35.741,1.046
35.771,1.044
35.801,1.044
35.831,1.044
35.861,1.042
35.891,1.049
35.921,1.048
35.951,1.044
35.981,1.049
36.011,1.045
36.041,1.046
36.071,1.042
36.101,1.045
36.131,1.048
36.161,1.046
36.191,1.049
36.221,1.040
36.251,1.046
36.281,1.043
36.311,1.053
36.341,1.047
36.371,1.043
36.401,1.045
36.431,1.046
36.461,1.049
36.491,1.048
36.521,1.047
36.551,1.047
36.581,1.046
36.611,1.045
36.641,1.046
36.671,1.046
36.701,1.046
36.731,1.045
36.761,1.047
36.791,1.050
36.821,1.047
36.851,1.044
36.881,1.047
36.911,1.043
36.941,1.047
36.971,1.047
37.001,1.048
37.031,1.047
37.061,1.049
37.091,1.046
37.121,1.041
37.151,1.051
37.181,1.045
37.211,1.043
37.241,1.046
37.271,1.046
37.301,1.045
37.331,1.045
37.361,1.047
37.391,1.047
37.421,1.047
37.451,1.047
37.481,1.044
37.511,1.043
37.541,1.046
37.571,1.047
37.601,1.046
37.631,1.047
37.661,1.047
37.691,1.045
37.721,1.051
37.751,1.046
37.781,1.042
37.811,1.045
37.841,1.047
37.871,1.046
37.901,1.047
37.931,1.046
37.961,1.047
37.991,1.047
38.021,1.051
38.051,1.047
38.081,1.044
38.111,1.042
38.141,1.048
38.171,1.048
38.201,1.049
38.231,1.052
38.261,1.042
38.291,1.045
38.321,1.046
38.351,1.047
38.381,1.045
38.411,1.042
38.441,1.046
38.471,1.046
38.501,1.048
38.531,1.044
38.561,1.050
38.591,1.047
38.621,1.048
38.651,1.046
38.681,1.042
38.711,1.046
38.741,1.048
38.771,1.050
38.801,1.050
38.831,1.038
38.861,1.041
38.891,1.049
38.921,1.048
38.951,1.044
38.981,1.042
39.011,1.046
39.041,1.049
39.071,1.046
39.101,1.048
39.131,1.049
39.161,1.043
39.191,1.045
39.221,1.046
39.251,1.047
39.281,1.044
39.311,1.046
39.341,1.043
39.371,1.047
39.401,1.041
39.431,1.049
39.461,1.049
39.491,1.045
39.521,1.046
39.551,1.045
39.581,1.049
39.611,1.045
39.641,1.045
39.671,1.045
39.701,1.044
39.731,1.046
39.761,1.050
39.791,1.050
39.821,1.040
39.851,1.044
39.881,1.048
39.911,1.045
39.941,1.044
39.971,1.047
40.001,1.045
40.031,1.045
40.061,1.046
40.091,1.046
40.121,1.047
40.151,1.045
40.181,1.044
40.211,1.047
40.241,1.046
40.271,1.048
40.301,1.044
40.331,1.046
40.361,1.048
40.391,1.047
40.421,1.045
40.451,1.046
40.481,1.044
40.511,1.046
40.541,1.047
40.571,1.049
40.601,1.040
40.631,1.040
40.661,1.046
40.691,1.049
40.721,1.043
40.751,1.045
40.781,1.045
40.811,1.047
40.841,1.048
40.871,1.048
40.901,1.045
40.931,1.048
40.961,1.048
40.991,1.050
41.021,1.043
41.051,1.041
41.081,1.046
41.111,1.048
41.141,1.048
41.171,1.046
41.201,1.040
41.231,1.049
41.261,1.048
41.291,1.048
41.321,1.043
41.351,1.045
41.381,1.046
41.411,1.044
41.441,1.046
41.471,1.047
41.501,1.040
41.531,1.045
41.561,1.047
41.591,1.047
41.621,1.043
41.651,1.045
41.681,1.043
41.711,1.049
41.741,1.047
41.771,1.043
41.801,1.046
41.831,1.045
41.861,1.046
41.891,1.047
41.921,1.046
41.951,1.043
41.981,1.044
42.011,1.047
42.041,1.044
42.071,1.042
42.101,1.047
42.131,1.050
42.161,1.046
42.191,1.046
42.221,1.045
42.251,1.041
42.281,1.047
42.311,1.047
42.341,1.046
42.371,1.047
42.401,1.041
42.431,1.045
42.461,1.047
42.491,1.051
42.521,1.047
42.551,1.043
42.581,1.046
42.611,1.046
42.641,1.048
42.671,1.046
42.701,1.049
42.731,1.045
42.761,1.047
42.791,1.043
42.821,1.046
42.851,1.046
42.881,1.043
42.911,1.046
42.941,1.048
42.971,1.041
43.001,1.052
43.031,1.048
43.061,1.047
43.091,1.044
43.121,1.043
43.151,1.049
43.181,1.045
43.211,1.048
43.241,1.050
43.271,1.042
43.301,1.039
43.331,1.046
43.361,1.052
43.391,1.046
43.421,1.043
43.451,1.042
43.481,1.048
43.511,1.050
43.541,1.047
43.571,1.043
43.601,1.042
43.631,1.047
43.661,1.044
43.691,1.046
43.721,1.044
43.751,1.046
43.781,1.046
43.811,1.048
43.841,1.046
43.871,1.045
43.901,1.043
43.931,1.049
43.961,1.047
43.991,1.043
44.021,1.046
44.051,1.044
44.081,1.044
44.111,1.047
44.141,1.047
44.171,1.046
44.201,1.043
44.231,1.050
44.261,1.047
44.291,1.044
44.321,1.044
44.351,1.046
44.381,1.050
44.411,1.047
44.441,1.051
44.471,1.046
44.501,1.043
44.531,1.048
44.561,1.048
44.591,1.047
44.621,1.049
44.651,1.048
44.681,1.045
44.711,1.044
44.741,1.049
44.771,1.051
44.801,1.050
44.831,1.047
44.861,1.045
44.891,1.041
44.921,1.043
44.951,1.045
44.981,1.048
45.011,1.047
45.041,1.041
45.071,1.046
45.101,1.043
45.131,1.053
45.161,1.049
45.191,1.044
45.221,1.043
45.251,1.047
45.281,1.044
45.311,1.045
45.341,1.049
45.371,1.046
45.401,1.045
45.431,1.046
45.461,1.048
45.491,1.048
45.521,1.047
45.551,1.051
45.581,1.046
45.611,1.047
45.641,1.049
45.671,1.046
45.701,1.048
45.731,1.044
45.761,1.046
45.791,1.049
45.821,1.046
45.851,1.048
45.881,1.047
45.911,1.048
45.941,1.039
45.971,1.047
46.001,1.051
46.031,1.045
46.061,1.044
46.091,1.047
46.121,1.047
46.151,1.048
46.181,1.050
46.211,1.047
46.241,1.045
46.271,1.047
46.301,1.048
46.331,1.047
46.361,1.045
46.391,1.049
46.421,1.046
46.451,1.047
46.481,1.048
46.511,1.051
46.541,1.049
46.571,1.049
46.601,1.046
46.631,1.044
46.661,1.049
46.691,1.046
46.721,1.049
46.751,1.050
46.781,1.046
46.811,1.049
46.841,1.047
46.871,1.047
46.901,1.047
46.931,1.044
46.961,1.045
46.991,1.051
47.021,1.050
47.051,1.045
47.081,1.045
47.111,1.045
47.141,1.048
47.171,1.047
47.201,1.047
47.231,1.046
47.261,1.045
47.291,1.045
47.321,1.046
47.351,1.043
47.381,1.049
47.411,1.048
47.441,1.048
47.471,1.049
47.501,1.046
47.531,1.047
47.561,1.047
47.591,1.046
47.621,1.051
47.651,1.048
47.681,1.045
47.711,1.046
47.741,1.043
47.771,1.053
47.801,1.045
47.831,1.041
47.861,1.044
47.891,1.048
47.921,1.046
47.951,1.046
47.981,1.049
48.011,1.050
48.041,1.049
48.071,1.047
48.101,1.047
48.131,1.045
48.161,1.047
48.191,1.044
48.221,1.048
48.251,1.044
48.281,1.049
48.311,1.048
48.341,1.048
48.371,1.043
48.401,1.046
48.431,1.046
48.461,1.044
48.491,1.050
48.521,1.049
48.551,1.044
48.581,1.045
48.611,1.048
48.641,1.054
48.671,1.047
48.701,1.045
48.731,1.047
48.761,1.049
48.791,1.051
48.821,1.045
48.851,1.047
48.881,1.044
48.911,1.044
48.941,1.046
48.971,1.045
49.001,1.042
49.031,1.047
49.061,1.049
49.091,1.045
49.121,1.045
49.151,1.050
49.181,1.045
49.211,1.048
49.241,1.048
49.271,1.051
49.301,1.045
49.331,1.045
49.361,1.045
49.391,1.046
49.421,1.047
49.451,1.045
49.481,1.042
49.511,1.044
49.541,1.048
49.571,1.048
49.601,1.048
49.631,1.044
49.661,1.045
49.691,1.047
49.721,1.048
49.751,1.051
49.781,1.045
49.811,1.049
49.841,1.046
49.871,1.045
49.901,1.047
49.931,1.046
49.961,1.047
49.991,1.049
50.021,1.049
50.051,1.049
50.081,1.045
50.111,1.050
50.141,1.048
50.171,1.049
50.201,1.047
50.231,1.046
50.261,1.045
50.291,1.048
50.321,1.044
50.351,1.047
50.381,1.051
50.411,1.047
50.441,1.047
50.471,1.043
50.501,1.051
50.531,1.047
50.561,1.043
50.591,1.046
50.621,1.046
50.651,1.047
50.681,1.049
50.711,1.047
50.741,1.045
50.771,1.048
50.801,1.047
50.831,1.044
50.861,1.044
50.891,1.045
50.921,1.047
50.951,1.047
50.981,1.046
51.011,1.045
51.041,1.050
51.071,1.049
51.101,1.048
51.131,1.044
51.161,1.047
51.191,1.047
51.221,1.047
51.251,1.048
51.281,1.047
51.311,1.047
51.341,1.045
51.371,1.045
51.401,1.052
51.431,1.045
51.461,1.044
51.491,1.048
51.521,1.048
51.551,1.048
51.581,1.048
51.611,1.048
51.641,1.047
51.671,1.047
51.701,1.049
51.731,1.047
51.761,1.045
51.791,1.049
51.821,1.049
51.851,1.047
51.881,1.046
51.911,1.047
51.941,1.046
51.971,1.049
52.001,1.052
52.031,1.046
52.061,1.042
52.091,1.050
52.121,1.046
52.151,1.046
52.181,1.046
52.211,1.051
52.241,1.048
52.271,1.041
52.301,1.051
52.331,1.050
52.361,1.047
52.391,1.046
52.421,1.048
52.451,1.048
52.481,1.048
52.511,1.048
52.541,1.048
52.571,1.046
52.601,1.047
52.631,1.048
52.661,1.047
52.691,1.045
52.721,1.048
52.751,1.045
52.781,1.047
52.811,1.046
52.841,1.049
52.871,1.047
52.901,1.050
52.931,1.050
52.961,1.044
52.991,1.045
53.021,1.045
53.051,1.047
53.081,1.050
53.111,1.051
53.141,1.048
53.171,1.046
53.201,1.044
53.231,1.053
53.261,1.045
53.291,1.045
53.321,1.050
53.351,1.051
53.381,1.047
53.411,1.048
53.441,1.050
53.471,1.047
53.501,1.045
53.531,1.049
53.561,1.046
53.591,1.049
53.621,1.045
53.651,1.048
53.681,1.048
53.711,1.050
53.741,1.050
53.771,1.048
53.801,1.050
53.831,1.048
53.861,1.045
53.891,1.042
53.921,1.050
53.951,1.047
53.981,1.048
54.011,1.050
54.041,1.049
54.071,1.050
54.101,1.043
54.131,1.052
54.161,1.051
54.191,1.041
54.221,1.048
54.251,1.047
54.281,1.048
54.311,1.050
54.341,1.049
54.371,1.046
54.401,1.047
54.431,1.050
54.461,1.046
54.491,1.046
54.521,1.051
54.551,1.049
54.581,1.047
54.611,1.049
54.641,1.049
54.671,1.046
54.701,1.044
54.731,1.049
54.761,1.052
54.791,1.047
54.821,1.043
54.851,1.044
54.881,1.048
54.911,1.047
54.941,1.049
54.971,1.046
55.001,1.041
55.031,1.044
55.061,1.045
55.091,1.050
55.121,1.044
55.151,1.045
55.181,1.046
55.211,1.051
55.241,1.047
55.271,1.050
55.301,1.047
55.331,1.045
55.361,1.049
55.391,1.050
55.421,1.049
55.451,1.047
55.481,1.048
55.511,1.051
55.541,1.048
55.571,1.045
55.601,1.048
55.631,1.048
55.661,1.047
55.691,1.048
55.721,1.044
55.751,1.047
55.781,1.049
55.811,1.050
55.841,1.044
55.871,1.051
55.901,1.051
55.931,1.045
55.961,1.045
55.991,1.050
56.021,1.052
56.051,1.045
56.081,1.048
56.111,1.049
56.141,1.050
56.171,1.047
56.201,1.051
56.231,1.049
56.261,1.049
56.291,1.046
56.321,1.049
56.351,1.045
56.381,1.052
56.411,1.047
56.441,1.044
56.471,1.052
56.501,1.047
