df_hash,22ZHK4.HLFD3X
356.769,0.640
357.797,0.640
360.781,0.640
362.129,0.640
362.388,0.632
363.009,0.632
363.789,0.630
364.190,0.636
364.864,0.644
365.940,0.636
367.591,0.626
368.080,0.626
368.911,0.623
369.649,0.623
373.147,0.628
374.855,0.628
375.152,0.636
375.743,0.636
376.277,0.629
377.294,0.635
383.491,0.627
384.611,0.627
385.048,0.627
386.412,0.635
386.945,0.646
387.583,0.645
387.970,0.658
392.899,0.658
393.969,0.645
408.935,0.650
417.894,0.650
418.935,0.646
419.278,0.646
420.064,0.646
421.810,0.637
422.443,0.632
422.976,0.630
423.657,0.629
424.145,0.628
424.828,0.626
425.510,0.628
427.655,0.626
428.185,0.626
428.773,0.617
429.261,0.610
429.896,0.607
430.639,0.607
431.116,0.607
431.752,0.607
432.432,0.607
433.166,0.607
433.809,0.607
434.381,0.606
435.163,0.605
435.748,0.605
436.188,0.605
436.771,0.601
437.652,0.597
438.131,0.595
438.770,0.593
440.139,0.593
440.869,0.591
441.600,0.591
442.229,0.591
442.768,0.589
443.500,0.591
444.012,0.589
444.669,0.588
445.252,0.588
446.077,0.587
446.475,0.586
447.253,0.586
447.938,0.586
448.618,0.586
449.154,0.585
449.885,0.585
450.473,0.586
451.151,0.586
451.940,0.586
453.103,0.586
453.783,0.586
454.416,0.585
455.102,0.585
455.638,0.585
456.386,0.589
457.000,0.586
457.631,0.589
458.516,0.593
459.034,0.589
459.642,0.593
460.415,0.593
461.050,0.593
461.729,0.591
462.561,0.594
462.870,0.594
463.589,0.594
464.370,0.594
465.092,0.594
465.723,0.594
466.509,0.594
467.093,0.594
467.826,0.594
468.461,0.595
468.956,0.595
469.861,0.594
470.415,0.594
471.093,0.594
471.774,0.594
472.456,0.594
473.095,0.594
480.202,0.594
481.333,0.594
482.056,0.597
484.351,0.597
488.538,0.594
