df_hash,22ZHK4.HLFD3X
429.943,30
431.164,47
431.944,73
432.871,64
434.040,49
434.965,64
435.844,68
437.012,55
437.988,52
438.831,64
439.986,44
440.958,39
441.796,56
443.054,69
443.931,68
444.765,77
446.089,74
446.860,68
447.738,71
449.103,69
450.031,68
450.711,74
452.125,77
452.807,77
453.828,79
455.004,77
455.789,79
456.709,79
458.121,80
458.756,79
459.729,77
460.853,77
461.923,81
462.749,79
464.116,80
464.799,80
465.727,80
466.798,73
468.020,76
468.603,75
469.918,77
470.990,71
471.577,77
472.987,79
473.672,78
474.550,68
475.772,67
476.649,61
477.524,59
478.986,58
479.622,47
480.502,59
481.762,53
482.645,74
483.471,58
484.934,47
485.567,42
486.592,36
487.712,32
488.736,31
489.566,40
