df_hash,22ZHK4.RZ8R6V
14.133,0.989
14.163,0.998
14.193,1.007
14.223,1.002
14.253,1.023
14.283,0.997
14.313,0.977
14.343,0.937
14.373,0.979
14.403,1.026
14.433,1.074
14.463,1.045
14.493,1.017
14.523,0.980
14.553,0.971
14.583,0.983
14.613,1.000
14.643,0.976
14.673,1.008
14.703,1.045
14.733,1.011
14.763,0.955
14.793,0.948
14.823,0.963
14.853,0.950
14.883,0.950
14.913,0.989
14.943,1.006
14.973,1.020
15.003,1.026
15.033,1.045
15.063,1.047
15.093,1.014
15.123,0.986
15.153,0.970
15.183,0.975
15.213,0.979
15.243,1.013
15.273,1.005
15.303,0.992
15.333,0.979
15.363,0.991
15.393,0.988
15.423,0.986
15.453,0.988
15.483,1.016
15.513,1.014
15.543,0.997
15.573,0.993
15.603,0.979
15.633,0.977
15.663,0.991
15.693,1.003
15.723,1.008
15.753,0.999
15.783,1.026
15.813,1.005
15.843,0.995
15.873,0.986
15.903,0.984
15.933,0.973
15.963,0.969
15.993,0.997
16.023,1.010
16.053,0.994
16.083,0.991
16.113,0.993
16.143,0.986
16.173,0.979
16.203,0.992
16.233,0.992
16.263,1.000
16.293,1.001
16.323,1.001
16.353,1.000
16.383,1.006
16.413,1.001
16.443,0.994
16.473,0.992
16.503,0.990
16.533,0.982
16.563,0.986
16.593,0.990
16.623,0.985
16.653,1.005
16.683,1.003
16.713,1.003
16.743,1.005
16.773,1.005
16.803,0.996
16.833,1.000
16.863,0.994
16.893,0.990
16.923,0.984
16.953,0.991
16.983,0.989
17.013,0.987
17.043,0.995
17.073,1.001
17.103,1.001
17.133,0.990
17.163,0.994
17.193,0.997
17.223,0.997
17.253,0.995
17.283,0.998
17.313,0.984
17.343,0.990
17.373,0.996
17.403,0.995
17.433,0.995
17.463,0.994
17.493,0.995
17.523,0.995
17.553,0.999
17.583,0.994
17.613,0.997
17.643,0.998
17.673,1.000
17.703,0.998
17.733,0.997
17.763,0.991
17.793,0.992
17.823,0.987
17.853,0.989
17.883,0.991
17.913,0.997
17.943,0.995
17.973,0.996
18.003,0.991
18.033,0.996
18.063,0.999
18.093,0.991
18.123,0.999
18.153,0.995
18.183,0.995
18.213,0.996
18.243,0.997
18.273,0.991
18.303,0.996
18.333,0.996
18.363,0.992
18.393,0.998
18.423,0.996
18.453,0.996
18.483,0.998
18.513,0.996
18.543,0.995
18.573,1.000
18.603,1.000
18.633,0.997
18.663,0.982
18.693,0.994
18.723,0.995
18.753,0.995
18.783,0.995
18.813,0.992
18.843,0.991
18.873,0.998
18.903,0.998
18.933,0.995
18.963,0.994
18.993,0.996
19.023,0.995
19.053,0.994
19.083,0.997
19.113,0.990
19.143,1.003
19.173,0.999
19.203,0.995
19.233,0.997
19.263,0.987
19.293,0.990
19.323,0.993
19.353,0.994
19.383,0.996
19.413,0.994
19.443,0.999
19.473,0.997
19.503,0.997
19.533,0.993
19.563,0.996
19.593,0.997
19.623,0.995
19.653,0.995
19.683,0.995
19.713,0.993
19.743,0.992
19.773,0.999
19.803,0.995
19.833,0.992
19.863,0.998
19.893,1.000
19.923,0.995
19.953,1.000
19.983,1.000
20.013,0.995
20.043,0.997
20.073,0.991
20.103,0.995
20.133,0.994
20.163,0.994
20.193,0.991
20.223,0.988
20.253,1.007
20.283,0.988
20.313,0.996
20.343,0.995
20.373,0.999
20.403,0.996
20.433,0.997
20.463,0.995
20.493,0.994
20.523,0.994
20.553,0.993
20.583,0.992
20.613,0.995
20.643,0.997
20.673,0.996
20.703,0.995
20.733,0.992
20.763,0.996
20.793,1.000
20.823,0.993
20.853,1.000
20.883,0.994
20.913,0.993
20.943,0.996
20.973,0.999
21.003,0.994
21.033,0.993
21.063,0.999
21.093,0.995
21.123,0.989
21.153,1.000
21.183,0.999
21.213,0.994
21.243,0.994
21.273,0.994
21.303,0.996
21.333,0.996
21.363,0.995
21.393,0.997
21.423,0.992
21.453,0.994
21.483,0.996
21.513,0.997
21.543,0.998
21.573,0.996
21.603,0.993
21.633,0.998
21.663,0.992
21.693,0.991
21.723,0.993
21.753,0.994
21.783,0.996
21.813,1.001
21.843,0.993
21.873,0.994
21.903,0.998
21.933,0.994
21.963,0.994
21.993,0.997
22.023,1.000
22.053,0.996
22.083,0.991
22.113,0.999
22.143,0.996
22.173,0.995
22.203,0.993
22.233,0.995
22.263,0.996
22.293,0.991
22.323,0.993
22.353,0.998
22.383,0.996
22.413,0.995
22.443,0.996
22.473,0.993
22.503,0.995
22.533,0.995
22.563,0.994
22.593,0.994
22.623,0.994
22.653,0.994
22.683,0.994
22.713,0.994
22.743,0.996
22.773,1.000
22.803,0.996
22.833,0.998
22.863,0.997
22.893,0.992
22.923,0.996
22.953,0.998
22.983,0.993
23.013,0.999
23.043,0.990
23.073,0.996
23.103,1.000
23.133,0.994
23.163,0.997
23.193,1.001
23.223,0.996
23.253,0.992
23.283,0.995
23.313,0.997
23.343,0.998
23.373,0.997
23.403,0.995
23.433,0.996
23.463,0.994
23.493,1.000
23.523,0.992
23.553,0.994
23.583,0.999
23.613,0.997
23.643,0.996
23.673,1.001
23.703,0.996
23.733,0.998
23.763,0.999
23.793,0.994
23.823,0.995
23.853,1.001
23.883,0.997
23.913,0.998
23.943,0.995
23.973,0.999
24.003,0.995
24.033,0.998
24.063,0.996
24.093,0.998
24.123,0.998
24.153,0.998
24.183,0.994
24.213,0.997
24.243,0.995
24.273,0.999
24.303,0.995
24.333,0.995
24.363,0.994
24.393,0.995
24.423,0.998
24.453,0.997
24.483,0.994
24.513,1.001
24.543,1.000
24.573,0.995
24.603,1.002
24.633,0.998
24.663,0.993
24.693,0.999
24.723,0.999
24.753,0.994
24.783,0.991
24.813,0.996
24.843,0.996
24.873,0.995
24.903,0.998
24.933,0.999
24.963,0.993
24.993,0.994
25.023,0.997
25.053,0.994
25.083,0.997
25.113,0.997
25.143,0.997
25.173,0.996
25.203,0.998
25.233,0.994
25.263,0.995
25.293,0.997
25.323,0.995
25.353,0.999
25.383,0.996
25.413,0.999
25.443,0.995
25.473,0.997
25.503,0.995
25.533,0.996
25.563,0.996
25.593,0.998
25.623,0.995
25.653,0.997
25.683,0.998
25.713,0.995
25.743,0.996
25.773,0.997
25.803,0.999
25.833,0.993
25.863,0.994
25.893,0.997
25.923,0.996
25.953,1.000
25.983,0.994
26.013,0.998
26.043,1.001
26.073,0.992
26.103,0.993
26.133,0.993
26.163,0.995
26.193,0.993
26.223,1.003
26.253,0.998
26.283,0.995
26.313,0.998
26.343,0.996
26.373,0.995
26.403,0.995
26.433,0.996
26.463,0.999
26.493,0.992
26.523,1.001
26.553,0.997
26.583,0.995
26.613,0.991
26.643,0.995
26.673,1.000
26.703,0.995
26.733,0.995
26.763,0.995
26.793,0.996
26.823,0.996
26.853,0.999
26.883,0.998
26.913,0.995
26.943,0.996
26.973,0.996
27.003,0.998
27.033,0.995
27.063,0.996
27.093,0.996
27.123,0.994
27.153,1.000
27.183,0.993
27.213,0.998
27.243,0.999
27.273,0.995
27.303,0.995
27.333,0.994
27.363,0.993
27.393,1.002
27.423,0.994
27.453,0.999
27.483,0.998
27.513,0.997
27.543,0.998
27.573,0.998
27.603,0.997
27.633,0.995
27.663,0.996
27.693,0.995
27.723,0.998
27.753,0.995
27.783,0.996
27.813,0.996
27.843,0.994
27.873,0.999
27.903,0.995
27.933,0.996
27.963,0.995
27.993,0.995
28.023,0.997
28.053,0.996
28.083,0.995
28.113,0.998
28.143,0.998
28.173,0.994
28.203,0.995
28.233,0.995
28.263,0.994
28.293,0.996
28.323,0.996
28.353,0.995
28.383,0.997
28.413,0.995
28.443,1.001
28.473,0.996
28.503,0.994
28.533,0.998
28.563,0.999
28.593,0.994
28.623,0.996
28.653,0.994
28.683,0.996
28.713,1.000
28.743,0.998
28.773,0.996
28.803,0.999
28.833,0.995
28.863,0.997
28.893,0.997
28.923,0.999
28.953,0.996
28.983,1.001
29.013,0.992
29.043,0.993
29.073,0.993
29.103,1.000
29.133,0.993
29.163,1.000
29.193,0.994
29.223,0.995
29.253,0.998
29.283,0.996
29.313,0.995
29.343,1.000
29.373,0.992
29.403,0.999
29.433,0.994
29.463,0.999
29.493,1.000
29.523,0.998
29.553,0.995
29.583,0.998
29.613,1.000
29.643,0.996
29.673,0.995
29.703,0.997
29.733,0.997
29.763,0.996
29.793,0.994
29.823,0.996
29.853,0.999
29.883,0.999
29.913,0.997
29.943,0.996
29.973,0.995
30.003,0.995
30.033,0.997
30.063,0.995
30.093,0.998
30.123,0.997
30.153,0.994
30.183,1.001
30.213,0.998
30.243,0.997
30.273,0.999
30.303,0.991
30.333,0.995
30.363,0.997
30.393,0.997
30.423,1.001
30.453,0.989
30.483,0.999
30.513,0.996
30.543,0.996
30.573,0.996
30.603,0.997
30.633,0.995
30.663,0.998
30.693,1.000
30.723,0.995
30.753,0.997
30.783,0.997
30.813,0.996
30.843,0.995
30.873,1.001
30.903,0.996
30.933,1.000
30.963,0.997
30.993,0.999
31.023,0.997
31.053,0.996
31.083,0.997
31.113,0.996
31.143,1.001
31.173,0.997
31.203,0.992
31.233,0.998
31.263,0.994
31.293,0.996
31.323,0.995
31.353,0.998
31.383,0.997
31.413,0.991
31.443,0.996
31.473,0.996
31.503,0.997
31.533,0.997
31.563,0.996
31.593,0.999
31.623,0.997
31.653,0.996
31.683,0.996
31.713,0.993
31.743,0.998
31.773,1.002
31.803,0.995
31.833,0.998
31.863,0.999
31.893,0.995
31.923,1.000
31.953,0.998
31.983,0.998
32.013,1.001
32.043,0.994
32.073,0.994
32.103,0.998
32.133,0.996
32.163,0.998
32.193,0.997
32.223,0.994
32.253,0.996
32.283,1.000
32.313,1.004
32.343,0.996
32.373,0.989
32.403,1.000
32.433,0.998
32.463,0.993
32.493,0.998
32.523,0.996
32.553,0.998
32.583,0.999
32.613,0.996
32.643,0.999
32.673,0.997
32.703,0.999
32.733,0.999
32.763,0.994
32.793,0.996
32.823,1.002
32.853,0.996
32.883,0.995
32.913,0.998
32.943,0.999
32.973,0.998
33.003,0.994
33.033,0.997
33.063,0.998
33.093,0.997
33.123,0.996
33.153,0.996
33.183,0.995
33.213,0.997
33.243,0.996
33.273,0.993
33.303,1.002
33.333,0.997
33.363,0.992
33.393,0.995
33.423,0.997
33.453,1.000
33.483,0.996
33.513,0.990
33.543,1.000
33.573,0.994
33.603,0.995
33.633,0.998
33.663,0.994
33.693,0.995
33.723,1.000
33.753,0.995
33.783,1.000
33.813,0.998
33.843,0.996
33.873,0.993
33.903,1.000
33.933,0.997
33.963,0.996
33.993,1.000
34.023,1.000
34.053,0.998
34.083,1.001
34.113,0.999
34.143,0.998
34.173,0.994
34.203,1.000
34.233,0.999
34.263,0.999
34.293,0.997
34.323,1.000
34.353,0.998
34.383,0.991
34.413,0.995
34.443,0.992
34.473,0.997
34.503,0.998
34.533,0.997
34.563,0.997
34.593,0.998
34.623,0.999
34.653,0.995
34.683,0.998
34.713,0.996
34.743,0.998
34.773,0.995
34.803,0.999
34.833,0.997
34.863,0.997
34.893,0.995
34.923,0.997
34.953,0.998
34.983,0.997
35.013,0.994
35.043,0.999
35.073,0.992
35.103,1.001
35.133,1.000
35.163,0.997
35.193,0.995
35.223,0.998
35.253,0.998
35.283,0.999
35.313,0.998
35.343,0.998
35.373,0.996
35.403,0.999
35.433,0.996
35.463,0.996
35.493,0.997
35.523,0.997
35.553,0.998
35.583,0.997
35.613,0.993
35.643,0.995
35.673,0.997
35.703,1.000
35.733,0.997
35.763,0.998
35.793,0.996
35.823,0.994
35.853,0.999
35.883,0.998
35.913,0.998
35.943,0.997
35.973,0.997
36.003,0.992
36.033,1.002
36.063,0.999
36.093,0.995
36.123,0.995
36.153,0.999
36.183,0.998
36.213,0.997
36.243,0.995
36.273,0.999
36.303,1.001
36.333,0.995
36.363,0.997
36.393,0.995
36.423,0.999
36.453,0.997
36.483,0.996
36.513,0.994
36.543,0.995
36.573,0.995
36.603,0.995
36.633,1.003
36.663,0.998
36.693,1.001
36.723,0.998
36.753,0.997
36.783,0.995
36.813,0.995
36.843,0.996
36.873,0.998
36.903,1.001
36.933,0.994
36.963,1.001
36.993,0.994
37.023,0.995
37.053,0.997
37.083,0.998
37.113,1.000
37.143,0.996
37.173,0.995
37.203,0.998
37.233,1.000
37.263,0.997
37.293,0.999
37.323,0.996
37.353,0.997
37.383,0.998
37.413,0.999
37.443,0.994
37.473,0.997
37.503,0.996
37.533,0.994
37.563,1.000
37.593,1.000
37.623,0.996
37.653,0.999
37.683,1.001
37.713,0.997
37.743,1.000
37.773,1.000
37.803,0.994
37.833,1.002
37.863,0.999
37.893,0.998
37.923,0.998
37.953,0.995
37.983,0.994
38.013,0.997
38.043,0.996
38.073,0.998
38.103,0.996
38.133,1.001
38.163,0.996
38.193,0.998
38.223,0.994
38.253,0.996
38.283,1.003
38.313,0.996
38.343,0.995
38.373,0.999
38.403,0.998
38.433,0.997
38.463,0.996
38.493,0.999
38.523,1.002
38.553,0.995
38.583,0.997
38.613,1.001
38.643,0.996
38.673,1.002
38.703,1.000
38.733,0.991
38.763,0.997
38.793,0.997
38.823,1.000
38.853,1.000
38.883,0.995
38.913,1.001
38.943,0.998
38.973,0.997
39.003,1.001
39.033,0.997
39.063,0.998
39.093,0.997
39.123,0.995
39.153,0.997
39.183,0.996
39.213,0.997
39.243,1.000
39.273,0.995
39.303,0.992
39.333,0.996
39.363,1.001
39.393,0.994
39.423,1.009
39.453,0.997
39.483,0.994
39.513,0.997
39.543,0.999
39.573,0.993
39.603,0.998
39.633,0.999
39.663,1.002
39.693,0.990
39.723,0.999
39.753,1.000
39.783,0.995
39.813,0.997
39.843,1.001
39.873,0.998
39.903,0.993
39.933,0.996
39.963,0.998
39.993,1.001
40.023,0.999
40.053,0.999
40.083,0.997
40.113,1.000
40.143,1.000
40.173,0.995
40.203,0.995
40.233,0.999
40.263,0.996
40.293,0.997
40.323,1.002
40.353,0.994
40.383,0.994
40.413,1.001
40.443,0.996
40.473,1.000
40.503,1.002
40.533,0.995
40.563,1.000
40.593,0.996
40.623,0.999
40.653,1.000
40.683,0.994
40.713,0.996
40.743,0.996
40.773,1.000
40.803,1.000
40.833,0.999
40.863,0.999
40.893,0.995
40.923,0.994
40.953,0.997
40.983,0.999
41.013,0.993
41.043,0.996
41.073,0.997
41.103,1.001
41.133,0.997
41.163,0.998
41.193,1.001
41.223,0.999
41.253,1.001
41.283,1.001
41.313,0.995
41.343,0.991
41.373,0.996
41.403,0.997
41.433,0.999
41.463,0.993
41.493,1.000
41.523,1.000
41.553,1.001
41.583,1.001
41.613,0.997
41.643,0.996
41.673,0.995
41.703,0.998
41.733,0.997
41.763,0.996
41.793,1.000
41.823,1.002
41.853,0.998
41.883,0.998
41.913,1.000
41.943,0.998
41.973,0.998
42.003,1.000
42.033,0.997
42.063,0.994
42.093,0.999
42.123,0.996
42.153,0.995
42.183,1.001
42.213,1.004
42.243,0.994
42.273,1.003
42.303,0.999
42.333,0.994
42.363,0.997
42.393,0.999
42.423,1.002
42.453,0.997
42.483,0.996
42.513,0.998
42.543,0.998
42.573,0.998
42.603,0.993
42.633,1.000
42.663,0.998
42.693,0.996
42.723,1.000
42.753,1.000
42.783,0.999
42.813,0.998
42.843,0.996
42.873,0.996
42.903,1.003
42.933,1.002
42.963,0.998
42.993,0.992
43.023,1.000
43.053,0.997
43.083,0.998
43.113,0.999
43.143,1.000
43.173,0.998
43.203,0.997
43.233,1.000
43.263,0.999
43.293,0.995
43.323,0.999
43.353,0.997
43.383,0.997
43.413,0.996
43.443,1.004
43.473,1.002
43.503,0.997
43.533,1.001
43.563,0.998
43.593,0.996
43.623,0.998
43.653,1.000
43.683,1.003
43.713,0.995
43.743,0.998
43.773,0.998
43.803,0.998
43.833,1.000
43.863,1.000
43.893,0.999
43.923,0.998
43.953,0.997
43.983,1.001
44.013,0.998
44.043,0.997
44.073,1.001
44.103,1.000
44.133,0.994
44.163,1.004
44.193,0.995
44.223,1.000
44.253,1.001
44.283,1.000
44.313,0.998
44.343,0.999
44.373,1.003
44.403,1.000
44.433,0.995
44.463,1.003
44.493,0.998
44.523,0.997
44.553,0.998
44.583,0.998
44.613,1.000
44.643,1.001
44.673,0.998
44.703,0.995
44.733,1.001
44.763,0.998
44.793,0.996
44.823,1.001
44.853,1.002
44.883,0.997
44.913,0.999
44.943,0.999
44.973,0.997
45.003,0.999
45.033,0.998
45.063,1.002
45.093,0.999
45.123,1.000
45.153,1.002
45.183,0.990
45.213,1.001
45.243,0.998
45.273,1.001
45.303,0.997
45.333,0.998
45.363,0.998
45.393,0.996
45.423,0.999
45.453,0.997
45.483,0.997
45.513,1.001
45.543,0.997
45.573,0.999
45.603,0.999
45.633,0.995
45.663,0.997
45.693,0.999
45.723,1.002
45.753,0.999
45.783,1.002
45.813,0.996
45.843,1.000
45.873,0.999
45.903,1.001
45.933,1.000
45.963,0.997
45.993,1.001
46.023,1.005
46.053,0.993
46.083,0.997
46.113,1.001
46.143,0.997
46.173,0.998
46.203,0.997
46.233,0.997
46.263,0.997
46.293,0.995
46.323,1.000
46.353,1.000
46.383,1.000
46.413,0.999
46.443,0.996
46.473,1.001
46.503,0.998
46.533,0.997
46.563,0.997
46.593,1.002
46.623,1.001
46.653,0.995
46.683,1.000
46.713,0.999
46.743,0.995
46.773,0.995
46.803,0.998
46.833,0.997
46.863,0.997
46.893,0.997
46.923,1.000
46.953,0.996
46.983,0.995
47.013,0.996
47.043,1.001
47.073,0.997
47.103,0.999
47.133,1.000
47.163,1.004
47.193,0.996
47.223,0.996
47.253,0.998
47.283,0.996
47.313,0.997
47.343,0.997
47.373,0.998
47.403,1.000
47.433,0.998
47.463,0.995
47.493,0.995
47.523,1.002
47.553,0.996
47.583,0.999
47.613,1.000
47.643,0.996
47.673,1.002
47.703,0.997
47.733,0.998
47.763,1.003
47.793,1.002
47.823,0.998
47.853,0.998
47.883,0.997
47.913,0.999
47.943,0.995
47.973,0.995
48.003,0.997
48.033,0.998
48.063,0.998
48.093,0.999
48.123,0.996
48.153,1.002
48.183,0.997
48.213,0.997
48.243,1.000
48.273,0.996
48.303,0.999
48.333,0.997
48.363,1.003
48.393,0.998
48.423,0.999
48.453,0.996
48.483,1.007
48.513,0.999
48.543,0.992
48.573,1.003
48.603,1.000
48.633,0.998
48.663,1.000
48.693,1.001
48.723,1.001
48.753,0.993
48.783,1.000
48.813,1.001
48.843,0.998
48.873,0.997
48.903,1.003
48.933,1.000
48.963,0.997
48.993,1.000
49.023,1.000
49.053,0.996
49.083,1.000
49.113,1.001
49.143,0.998
49.173,0.994
49.203,0.996
49.233,1.000
49.263,0.998
49.293,1.002
49.323,1.000
49.353,0.999
49.383,0.997
49.413,0.996
49.443,0.998
49.473,0.998
49.503,1.001
49.533,0.997
49.563,0.997
49.593,1.003
49.623,0.998
49.653,0.995
49.683,0.997
49.713,0.999
49.743,1.000
49.773,1.002
49.803,1.000
49.833,0.995
49.863,0.999
49.893,0.999
49.923,0.999
49.953,1.001
49.983,0.999
50.013,0.998
50.043,1.001
50.073,1.003
50.103,0.998
50.133,1.000
50.163,1.001
50.193,0.998
50.223,1.004
50.253,1.004
50.283,0.999
50.313,0.998
50.343,1.005
50.373,1.003
50.403,0.997
50.433,1.000
50.463,1.000
50.493,1.002
50.523,0.994
50.553,1.000
50.583,0.998
50.613,0.999
50.643,1.000
50.673,1.000
50.703,0.995
50.733,1.000
50.763,1.000
50.793,1.002
50.823,0.995
50.853,1.000
50.883,1.001
50.913,0.999
50.943,0.999
50.973,0.998
51.003,1.000
51.033,0.997
51.063,1.001
51.093,1.000
51.123,1.000
51.153,0.997
51.183,1.002
51.213,1.000
51.243,0.999
51.273,0.999
51.303,1.001
51.333,0.996
51.363,1.000
51.393,0.999
51.423,0.999
51.453,0.999
51.483,1.001
51.513,0.999
51.543,1.000
51.573,0.996
51.603,1.001
51.633,1.000
51.663,0.996
51.693,1.002
51.723,1.000
51.753,1.000
51.783,0.993
51.813,1.001
51.843,1.000
51.873,0.997
51.903,0.999
51.933,0.998
51.963,0.998
51.993,0.999
52.023,0.999
52.053,0.998
52.083,0.999
52.113,0.998
52.143,1.002
52.173,1.002
52.203,0.997
52.233,1.000
52.263,1.003
52.293,0.997
52.323,1.001
52.353,0.999
52.383,0.999
52.413,1.000
52.443,0.992
52.473,0.996
52.503,0.997
52.533,0.999
52.563,1.003
52.593,0.997
52.623,1.003
52.653,1.003
52.683,1.000
52.713,1.001
52.743,1.000
52.773,1.000
52.803,1.000
52.833,0.990
52.863,0.998
52.893,1.004
52.923,1.001
52.953,1.001
52.983,0.993
53.013,0.999
53.043,1.004
53.073,0.999
53.103,1.001
53.133,0.996
53.163,1.000
53.193,1.000
53.223,0.998
53.253,1.003
53.283,0.997
53.313,0.999
53.343,0.998
53.373,1.000
53.403,1.000
53.433,0.993
53.463,1.000
53.493,0.998
53.523,1.000
53.553,1.003
53.583,0.996
53.613,0.997
53.643,1.001
53.673,0.996
53.703,0.998
53.733,1.000
53.763,0.997
53.793,1.000
53.823,1.000
53.853,0.996
53.883,1.000
53.913,0.998
53.943,1.000
53.973,0.997
54.003,1.000
54.033,1.005
54.063,0.998
54.093,0.998
54.123,1.003
54.153,1.002
54.183,0.995
54.213,1.000
54.243,0.997
54.273,1.000
54.303,0.994
54.333,1.000
54.363,1.002
54.393,0.997
54.423,0.998
54.453,0.998
54.483,1.000
54.513,1.002
54.543,1.006
54.573,0.997
54.603,0.999
54.633,0.997
54.663,1.001
54.693,0.998
54.723,0.999
54.753,0.996
54.783,0.999
54.813,1.002
54.843,0.998
54.873,0.998
54.903,1.008
54.933,1.002
54.963,0.999
54.993,1.002
55.023,0.994
55.053,0.994
55.083,1.002
55.113,1.003
55.143,1.003
55.173,0.993
55.203,0.996
55.233,1.002
55.263,0.997
55.293,1.000
55.323,1.007
55.353,0.998
55.383,0.999
55.413,1.000
55.443,1.005
55.473,1.003
55.503,0.999
55.533,1.000
55.563,1.001
55.593,0.997
55.623,0.994
55.653,0.998
55.683,0.998
55.713,1.005
55.743,1.000
55.773,0.996
55.803,1.001
55.833,0.995
55.863,0.997
55.893,1.000
55.923,0.997
55.953,1.003
55.983,1.000
56.013,0.998
56.043,1.002
56.073,1.000
56.103,0.998
56.133,1.000
56.163,0.999
56.193,1.000
56.223,1.003
56.253,1.000
56.283,1.000
56.313,0.999
56.343,1.001
56.373,1.000
56.403,0.998
56.433,0.999
56.463,1.007
56.493,1.000
56.523,0.997
