df_hash,22ZHK4.RZ8R6V
56.553,1.004
56.583,1.000
56.613,0.998
56.643,1.000
56.673,1.001
56.703,1.000
56.733,0.994
56.763,1.002
56.793,1.001
56.823,1.002
56.853,0.998
56.883,1.002
56.913,1.000
56.943,0.998
56.973,1.000
57.003,1.004
57.033,0.999
57.063,0.998
57.093,1.002
57.123,1.002
57.153,0.998
57.183,1.009
57.213,0.999
57.243,0.996
57.273,1.000
57.303,0.998
57.333,1.001
57.363,0.998
57.393,1.001
57.423,1.007
57.453,0.995
57.483,1.000
57.513,1.003
57.543,0.998
57.573,1.002
57.603,1.000
57.633,1.002
57.663,0.999
57.693,1.001
57.723,1.003
57.753,1.000
57.783,0.995
57.813,1.001
57.843,1.003
57.873,1.002
57.903,1.002
57.933,1.002
57.963,1.000
57.993,0.999
58.023,0.999
58.053,0.994
58.083,0.998
58.113,1.002
58.143,0.999
58.173,0.993
58.203,0.998
58.233,1.002
58.263,1.003
58.293,0.999
58.323,0.998
58.353,1.005
58.383,1.002
58.413,0.993
58.443,1.000
58.473,0.998
58.503,1.000
58.533,1.002
58.563,0.997
58.593,1.000
58.623,0.999
58.653,1.001
58.683,1.003
58.713,1.002
58.743,0.992
58.773,0.997
58.803,1.001
58.833,0.994
58.863,0.999
58.893,1.003
58.923,1.009
58.953,1.000
58.983,0.997
59.013,0.999
59.043,0.998
59.073,0.997
59.103,1.001
59.133,0.994
59.163,1.002
59.193,1.001
59.223,1.000
59.253,1.000
59.283,0.999
59.313,1.000
59.343,1.001
59.373,1.000
59.403,0.998
59.433,0.999
59.463,1.002
59.493,0.996
59.523,1.003
59.553,1.003
59.583,0.995
59.613,1.003
59.643,1.004
59.673,0.996
59.703,1.003
59.733,1.002
59.763,1.002
59.793,0.996
59.823,0.999
59.853,0.999
59.883,1.001
59.913,0.997
59.943,0.999
59.973,0.999
60.003,1.001
60.033,1.002
60.063,0.998
60.093,0.998
60.123,1.000
60.153,0.999
60.183,1.001
60.213,1.001
60.243,0.990
60.273,1.001
60.303,0.998
60.333,0.996
60.363,1.005
60.393,0.998
60.423,0.994
60.453,1.001
60.483,1.000
60.513,1.000
60.543,1.003
60.573,0.999
60.603,0.999
60.633,0.996
60.663,1.004
60.693,0.999
60.723,1.000
60.753,0.999
60.783,1.002
60.813,0.999
60.843,0.999
60.873,0.999
60.903,0.999
60.933,0.997
60.963,0.999
60.993,0.999
61.023,1.000
61.053,0.997
61.083,1.002
61.113,1.001
61.143,1.004
61.173,1.000
61.203,0.996
61.233,1.004
61.263,0.999
61.293,0.995
61.323,1.003
61.353,0.997
61.383,0.997
61.413,1.002
61.443,0.999
61.473,1.003
61.503,0.995
61.533,1.005
61.563,0.998
61.593,1.001
61.623,1.001
61.653,1.002
61.683,1.003
61.713,1.001
61.743,0.998
61.773,1.001
61.803,1.000
61.833,1.003
61.863,1.000
61.893,0.997
61.923,1.003
61.953,1.001
61.983,1.001
62.013,1.005
62.043,0.997
62.073,0.998
62.103,1.002
62.133,1.003
62.163,0.998
62.193,0.995
62.223,0.999
62.253,1.001
62.283,1.000
62.313,1.007
62.343,0.999
62.373,1.001
62.403,0.996
62.433,0.998
62.463,1.002
62.493,1.003
62.523,1.005
62.553,1.001
62.583,0.996
62.613,0.999
62.643,0.999
62.673,1.000
62.703,0.998
62.733,1.007
62.763,1.003
62.793,1.001
62.823,0.999
62.853,0.998
62.883,0.994
62.913,1.001
62.943,1.001
62.973,1.004
63.003,0.997
63.033,1.004
63.063,1.002
63.093,1.000
63.123,1.000
63.153,0.998
63.183,1.000
63.213,1.001
63.243,0.999
63.273,1.000
63.303,1.001
63.333,1.000
63.363,1.000
63.393,1.000
63.423,0.999
63.453,1.000
63.483,0.999
63.513,0.998
63.543,1.001
63.573,1.002
63.603,1.000
63.633,1.002
63.663,1.000
63.693,1.004
63.723,0.994
63.753,1.002
63.783,1.002
63.813,0.999
63.843,1.000
63.873,0.999
63.903,1.002
63.933,0.999
63.963,0.999
63.993,1.000
64.023,1.007
64.053,0.998
64.083,0.997
64.113,1.000
64.143,1.004
64.173,1.000
64.203,1.006
64.233,0.995
64.263,0.996
64.293,1.003
64.323,0.997
64.353,1.002
64.383,1.003
64.413,0.999
64.443,1.001
64.473,0.997
64.503,1.004
64.533,1.005
64.563,1.001
64.593,1.002
64.623,1.003
64.653,1.000
64.683,0.999
64.713,0.999
64.743,1.000
64.773,1.005
64.803,1.002
64.833,1.001
64.863,0.999
64.893,1.002
64.923,1.006
64.953,0.999
64.983,1.006
65.013,1.000
65.043,0.997
65.073,1.004
65.103,0.998
65.133,1.000
65.163,1.002
65.193,1.000
65.223,1.002
65.253,0.996
65.283,1.004
65.313,1.003
65.343,0.999
65.373,1.000
65.403,1.003
65.433,0.999
65.463,1.000
65.493,1.002
65.523,1.002
65.553,1.000
65.583,1.003
65.613,1.000
65.643,0.998
65.673,1.001
65.703,1.000
65.733,0.999
65.763,1.000
65.793,1.004
65.823,1.004
65.853,1.003
65.883,0.999
65.913,1.001
65.943,1.003
65.973,0.996
66.003,1.002
66.033,1.001
66.063,1.001
66.093,1.002
66.123,0.998
66.153,1.003
66.183,1.000
66.213,1.000
66.243,1.003
66.273,1.004
66.303,1.000
66.333,1.005
66.363,0.999
66.393,1.002
66.423,1.004
66.453,0.998
66.483,1.000
66.513,1.001
66.543,1.002
66.573,1.000
66.603,1.000
66.633,0.997
66.663,1.001
66.693,1.001
66.723,1.001
66.753,1.002
66.783,1.001
66.813,0.998
66.843,1.003
66.873,1.004
66.903,1.000
66.933,1.004
66.963,0.999
66.993,1.001
67.023,0.997
67.053,1.003
67.083,1.003
67.113,1.001
67.143,1.004
67.173,1.001
67.203,1.003
67.233,1.002
67.263,1.000
67.293,1.001
67.323,1.001
67.353,0.998
67.383,1.002
67.413,1.004
67.443,1.002
67.473,1.003
67.503,0.999
67.533,1.005
67.563,1.000
67.593,0.999
67.623,1.002
67.653,1.000
67.683,1.001
67.713,1.007
67.743,1.000
67.773,0.996
67.803,1.003
67.833,1.000
67.863,1.000
67.893,1.001
67.923,1.001
67.953,1.003
67.983,0.998
68.013,1.002
68.043,1.006
68.073,1.000
68.103,1.003
68.133,1.005
68.163,1.000
68.193,1.000
68.223,1.000
68.253,0.999
68.283,1.003
68.313,1.002
68.343,1.002
68.373,1.000
68.403,1.004
68.433,1.003
68.463,1.001
68.493,1.000
68.523,0.999
68.553,1.003
68.583,1.002
68.613,1.005
68.643,1.000
68.673,1.003
68.703,1.001
68.733,1.002
68.763,1.000
68.793,1.003
68.823,1.002
68.853,0.999
68.883,1.006
68.913,1.000
68.943,0.999
68.973,1.002
69.003,1.000
69.033,0.999
69.063,1.000
69.093,1.002
69.123,1.000
69.153,1.004
69.183,1.005
69.213,1.001
69.243,1.001
69.273,1.000
69.303,1.003
69.333,1.002
69.363,1.000
69.393,1.006
69.423,1.000
69.453,0.999
69.483,0.999
69.513,1.002
69.543,1.000
69.573,0.999
69.603,1.002
69.633,1.005
69.663,1.001
69.693,1.002
69.723,1.000
69.753,0.999
69.783,1.004
69.813,1.005
69.843,1.000
69.873,1.003
69.903,0.999
69.933,0.996
69.963,1.001
69.993,1.007
70.023,1.001
70.053,0.997
70.083,1.002
70.113,1.000
70.143,0.997
70.173,1.007
70.203,1.002
70.233,1.000
70.263,1.001
70.293,1.001
70.323,0.999
70.353,1.001
70.383,0.999
70.413,1.000
70.443,0.996
70.473,1.006
70.503,0.999
70.533,1.001
70.563,1.007
70.593,1.000
70.623,1.002
70.653,1.003
70.683,1.000
70.713,1.001
70.743,1.001
70.773,1.004
70.803,1.003
70.833,1.001
70.863,1.000
70.893,0.999
70.923,1.001
70.953,0.999
70.983,1.003
71.013,1.005
71.043,0.999
71.073,1.000
71.103,1.003
71.133,1.001
71.163,1.000
71.193,1.000
71.223,1.005
71.253,1.002
71.283,0.998
71.313,1.004
71.343,1.002
71.373,1.000
71.403,1.000
71.433,1.004
71.463,0.999
71.493,1.000
71.523,1.002
71.553,0.999
71.583,1.001
71.613,1.003
71.643,1.001
71.673,1.001
71.703,1.003
71.733,1.002
71.763,1.002
71.793,1.004
71.823,1.004
71.853,1.000
71.883,1.007
71.913,1.003
71.943,0.998
71.973,1.001
72.003,0.999
72.033,1.000
72.063,1.004
72.093,1.003
72.123,1.000
72.153,0.997
72.183,1.006
72.213,1.002
72.243,1.004
72.273,1.001
72.303,1.002
72.333,1.001
72.363,1.003
72.393,1.000
72.423,1.000
72.453,1.001
72.483,1.002
72.513,1.001
72.543,1.000
72.573,1.003
72.603,1.002
72.633,1.000
72.663,1.002
72.693,1.000
72.723,0.998
72.753,0.998
72.783,1.002
72.813,1.001
72.843,1.002
72.873,1.004
72.903,1.007
72.933,1.000
72.963,1.001
72.993,1.003
73.023,0.997
73.053,1.003
73.083,1.002
73.113,1.002
73.143,1.001
73.173,0.998
73.203,1.005
73.233,1.000
73.263,1.000
73.293,1.005
73.323,1.002
73.353,1.005
73.383,1.001
73.413,1.001
73.443,1.002
73.473,1.007
73.503,1.003
73.533,1.001
73.563,1.000
73.593,1.004
73.623,1.003
73.653,1.003
73.683,1.001
73.713,1.001
73.743,1.001
73.773,0.999
73.803,1.001
73.833,1.004
73.863,1.000
73.893,1.005
73.923,1.000
73.953,1.001
73.983,1.002
74.013,1.002
74.043,1.001
74.073,1.003
74.103,1.000
74.133,1.008
74.163,0.999
74.193,1.000
74.223,1.003
74.253,0.999
74.283,1.001
74.313,1.005
74.343,0.999
74.373,1.002
74.403,0.998
74.433,1.000
74.463,1.004
74.493,1.001
74.523,1.000
74.553,1.002
74.583,1.000
74.613,1.001
74.643,1.002
74.673,0.998
74.703,1.002
74.733,1.002
74.763,1.001
74.793,0.999
74.823,1.001
74.853,1.006
74.883,1.006
74.913,1.009
74.943,1.001
74.973,0.996
75.003,1.007
75.033,1.003
75.063,0.999
75.093,1.001
75.123,1.005
75.153,1.001
75.183,0.998
75.213,1.005
75.243,1.002
75.273,1.004
75.303,1.003
75.333,1.001
75.363,1.002
75.393,1.001
75.423,1.002
75.453,1.002
75.483,1.003
75.513,1.001
75.543,1.001
75.573,0.998
75.603,1.001
75.633,1.001
75.663,1.002
75.693,1.002
75.723,1.002
75.753,1.002
75.783,1.004
75.813,1.002
75.843,1.004
75.873,1.002
75.903,1.008
75.933,1.002
75.963,1.001
75.993,1.005
76.023,1.001
76.053,1.000
76.083,1.003
76.113,1.002
76.143,1.000
76.173,1.000
76.203,1.002
76.233,1.000
76.263,0.999
76.293,1.002
76.323,1.000
76.353,1.004
76.383,1.001
76.413,1.001
76.443,1.004
76.473,1.003
76.503,1.006
76.533,0.999
76.563,1.003
76.593,1.000
76.623,1.002
76.653,1.001
76.683,1.003
76.713,1.002
76.743,0.999
76.773,1.006
76.803,1.004
76.833,1.001
76.863,1.000
76.893,1.004
76.923,0.998
76.953,1.001
76.983,1.005
77.013,1.004
77.043,0.999
77.073,1.003
77.103,1.002
77.133,1.000
77.163,1.000
77.193,1.002
77.223,1.007
77.253,1.003
77.283,1.000
77.313,1.002
77.343,1.001
77.373,1.004
77.403,1.004
77.433,1.003
77.463,1.001
77.493,1.000
77.523,1.003
77.553,0.998
77.583,1.000
77.613,1.002
77.643,1.005
77.673,1.003
77.703,1.004
77.733,1.003
77.763,1.001
77.793,1.004
77.823,1.003
77.853,1.004
77.883,1.001
77.913,0.999
77.943,1.004
77.973,1.005
78.003,1.004
78.033,0.998
78.063,1.003
78.093,1.003
78.123,1.002
78.153,1.001
78.183,1.000
78.213,1.005
78.243,1.002
78.273,1.000
78.303,1.002
78.333,1.004
78.363,1.000
78.393,1.003
78.423,1.006
78.453,1.002
78.483,1.000
78.513,1.008
78.543,1.002
78.573,0.998
78.603,1.004
78.633,0.997
78.663,1.002
78.693,1.001
78.723,1.005
78.753,1.001
78.783,0.995
78.813,1.005
78.843,1.005
78.873,1.002
78.903,1.004
78.933,1.001
78.963,1.003
78.993,1.002
79.023,1.001
79.053,1.001
79.083,1.001
79.113,1.005
79.143,1.002
79.173,1.004
79.203,1.000
79.233,1.002
79.263,1.003
79.293,1.000
79.323,1.000
79.353,1.002
79.383,1.004
79.413,1.001
79.443,1.007
79.473,1.000
79.503,1.004
79.533,1.004
79.563,1.000
79.593,1.002
79.623,1.002
79.653,1.003
79.683,1.004
79.713,1.001
79.743,1.003
79.773,1.001
79.803,1.000
79.833,1.003
79.863,1.004
79.893,1.003
79.923,1.003
79.953,1.002
79.983,1.005
80.013,1.001
80.043,1.003
80.073,1.003
80.103,1.005
80.133,1.002
80.163,1.001
80.193,1.002
80.223,1.004
80.253,1.001
80.283,1.002
80.313,0.999
80.343,1.001
80.373,1.000
80.403,1.003
80.433,1.005
80.463,1.003
80.493,0.998
80.523,1.004
80.553,1.001
80.583,0.997
80.613,1.001
80.643,1.002
80.673,1.005
80.703,1.005
80.733,1.002
80.763,1.005
80.793,1.003
80.823,1.002
80.853,1.004
80.883,1.001
80.913,1.000
80.943,1.000
80.973,1.003
81.003,1.002
81.033,1.002
81.063,1.001
81.093,1.000
81.123,1.003
81.153,1.000
81.183,1.003
81.213,1.006
81.243,1.004
81.273,1.003
81.303,1.004
81.333,1.002
81.363,1.001
81.393,1.003
81.423,1.004
81.453,1.005
81.483,1.007
81.513,1.000
81.543,1.000
81.573,1.005
81.603,1.000
81.633,1.001
81.663,1.004
81.693,1.000
81.723,1.005
81.753,0.997
81.783,1.006
81.813,1.003
81.843,1.000
81.873,1.003
81.903,1.004
81.933,1.002
81.963,1.005
81.993,1.001
82.023,1.000
82.053,1.006
82.083,1.003
82.113,1.004
82.143,1.002
82.173,1.002
82.203,1.002
82.233,1.008
82.263,1.000
82.293,0.998
82.323,1.004
82.353,1.003
82.383,1.001
82.413,1.011
82.443,1.002
82.473,0.999
82.503,1.006
82.533,1.002
82.563,1.001
82.593,1.003
82.623,1.002
82.653,1.004
82.683,0.998
82.713,0.998
82.743,1.005
82.773,1.002
82.803,1.001
82.833,1.002
82.863,1.005
82.893,1.005
82.923,1.000
82.953,1.001
82.983,1.002
83.013,1.001
83.043,1.002
83.073,1.003
83.103,1.004
83.133,1.003
83.163,1.003
83.193,1.003
83.223,1.002
83.253,1.002
83.283,1.004
83.313,0.999
83.343,1.007
83.373,1.006
83.403,1.001
83.433,1.003
83.463,1.004
83.493,0.997
83.523,1.000
83.553,1.004
83.583,1.002
83.613,1.000
83.643,1.001
83.673,1.002
83.703,1.002
83.733,1.003
83.763,1.001
83.793,1.004
83.823,1.003
83.853,1.003
83.883,1.003
83.913,1.002
83.943,1.002
83.973,1.003
84.003,1.002
84.033,1.001
84.063,1.000
84.093,1.001
84.123,1.008
84.153,1.003
84.183,0.998
84.213,1.003
84.243,1.006
84.273,1.000
84.303,1.001
84.333,1.004
84.363,1.002
84.393,1.001
84.423,1.003
84.453,1.003
84.483,1.005
84.513,1.008
84.543,1.001
84.573,1.003
84.603,1.004
84.633,1.005
84.663,1.004
84.693,1.001
84.723,1.003
84.753,1.007
84.783,1.002
84.813,1.001
84.843,1.001
84.873,0.999
84.903,1.000
84.933,1.005
84.963,1.007
84.993,0.999
85.023,1.004
85.053,1.004
85.083,1.002
85.113,1.003
85.143,1.003
85.173,1.003
85.203,0.999
85.233,1.005
85.263,1.006
85.293,1.002
85.323,1.005
85.353,1.003
85.383,0.998
85.413,1.000
85.443,1.003
85.473,1.002
85.503,1.002
85.533,0.998
85.563,1.001
85.593,1.005
85.623,1.005
85.653,0.999
85.683,1.000
85.713,1.007
85.743,1.003
85.773,0.998
85.803,1.008
85.833,1.004
85.863,1.000
85.893,1.005
85.923,1.007
85.953,1.003
85.983,1.003
86.013,1.005
86.043,1.003
86.073,1.003
86.103,1.000
86.133,1.007
86.163,1.005
86.193,1.002
86.223,1.005
86.253,1.003
86.283,1.002
86.313,1.002
86.343,1.004
86.373,1.003
86.403,0.998
86.433,1.004
86.463,1.000
86.493,1.002
86.523,1.007
86.553,1.004
86.583,1.003
86.613,1.003
86.643,1.009
86.673,1.000
86.703,1.002
86.733,1.001
86.763,1.000
86.793,1.003
86.823,1.004
86.853,1.002
86.883,1.007
86.913,0.997
86.943,1.009
86.973,1.007
87.003,1.005
87.033,1.007
87.063,1.004
87.093,1.008
87.123,0.999
87.153,1.001
87.183,1.000
87.213,0.999
87.243,0.999
87.273,0.998
87.303,0.997
87.333,0.999
87.363,0.999
87.393,0.998
87.423,1.004
87.453,1.002
87.483,1.003
87.513,1.000
87.543,1.000
87.573,0.999
87.603,0.993
87.633,1.000
87.663,1.004
87.693,1.000
87.723,0.999
87.753,1.007
87.783,1.001
87.813,1.014
87.843,1.019
87.873,1.009
87.903,1.006
87.933,0.999
87.963,0.997
87.993,1.000
88.023,0.998
88.053,0.990
88.083,0.992
88.113,0.991
88.143,1.006
88.173,1.008
88.203,1.013
88.233,1.003
88.263,1.018
88.293,1.036
88.323,1.013
88.353,0.966
88.383,0.972
88.413,0.982
88.443,0.987
88.473,0.980
88.503,0.994
88.533,0.994
88.563,0.997
88.593,1.002
88.623,0.998
88.653,0.973
88.683,0.967
88.713,0.974
88.743,1.018
88.773,1.029
88.803,1.048
88.833,1.009
88.863,0.998
88.893,0.984
88.923,0.979
88.953,0.976
88.983,0.984
89.013,0.991
89.043,0.997
89.073,1.004
89.103,1.005
89.133,1.007
89.163,1.005
89.193,1.004
89.223,1.013
89.253,1.003
89.283,0.994
89.313,0.970
89.343,0.975
89.373,0.997
89.403,0.998
89.433,1.008
89.463,0.987
89.493,0.985
89.523,0.993
89.553,0.989
89.583,0.978
89.613,0.985
89.643,1.011
89.673,1.035
89.703,1.029
89.733,1.026
89.763,1.017
89.793,0.999
89.823,0.996
89.853,0.986
89.883,0.979
89.913,0.967
89.943,1.008
89.973,1.030
90.003,1.043
90.033,1.028
90.063,1.024
90.093,1.010
90.123,0.999
90.153,0.877
90.183,0.988
90.213,1.028
90.243,0.988
90.273,1.057
90.303,1.056
90.333,1.038
90.363,1.043
90.393,0.976
90.423,0.974
90.453,1.006
90.483,1.012
90.513,1.005
90.543,0.980
90.573,0.994
90.603,0.998
90.633,0.976
90.663,1.005
90.693,1.003
90.723,1.039
90.753,1.043
90.783,1.034
90.813,1.016
90.843,0.988
90.873,0.984
90.903,1.003
90.933,1.000
90.963,0.986
90.993,0.990
91.023,1.012
91.053,0.983
91.083,0.978
91.113,0.981
91.143,0.993
91.173,0.997
91.203,1.019
91.233,1.020
91.263,1.022
91.293,1.015
91.323,1.006
91.353,1.010
91.383,1.008
91.413,1.002
91.443,0.998
91.473,1.007
91.503,1.001
91.533,1.007
91.563,1.010
91.593,1.015
91.623,1.006
91.653,0.991
91.683,0.989
91.713,0.993
91.743,0.988
91.773,0.980
91.803,0.983
91.833,0.995
91.863,0.992
91.893,1.002
91.923,1.010
91.953,1.012
91.983,1.008
92.013,1.014
92.043,1.016
92.073,1.013
92.103,1.007
92.133,1.005
92.163,0.997
92.193,0.993
92.223,0.998
92.253,0.999
92.283,1.000
92.313,1.010
92.343,1.010
92.373,1.007
92.403,1.001
92.433,1.012
92.463,1.001
92.493,0.995
92.523,1.001
92.553,1.001
92.583,1.003
92.613,1.004
92.643,1.007
92.673,1.006
92.703,1.006
92.733,1.001
92.763,0.997
92.793,1.001
92.823,1.000
92.853,1.005
92.883,1.001
92.913,1.004
92.943,1.000
92.973,1.003
93.003,0.999
93.033,0.999
93.063,0.997
93.093,1.003
93.123,1.004
93.153,1.001
93.183,1.003
93.213,1.000
93.243,0.998
93.273,0.999
93.303,1.002
93.333,1.005
93.363,1.002
93.393,1.003
93.423,1.005
93.453,0.997
93.483,1.001
93.513,1.004
93.543,1.001
93.573,1.005
93.603,1.007
93.633,0.999
93.663,0.999
93.693,1.001
93.723,1.002
93.753,1.001
93.783,1.005
93.813,0.998
93.843,1.000
93.873,1.001
93.903,1.005
93.933,1.002
93.963,1.001
93.993,1.007
94.023,1.007
94.053,1.003
94.083,1.002
94.113,1.003
94.143,1.001
94.173,1.002
94.203,1.001
94.233,0.998
94.263,1.009
94.293,1.000
94.323,0.997
94.353,1.003
94.383,1.003
94.413,1.007
94.443,1.002
94.473,1.003
94.503,1.000
94.533,1.001
94.563,1.000
94.593,1.008
94.623,1.001
94.653,1.001
94.683,1.001
94.713,1.004
94.743,1.004
94.773,1.003
94.803,0.999
94.833,0.998
94.863,1.004
94.893,0.999
94.923,1.003
94.953,1.002
94.983,1.001
95.013,1.003
95.043,0.999
95.073,1.004
95.103,1.006
95.133,1.002
95.163,1.000
95.193,1.005
95.223,1.000
95.253,1.006
95.283,1.000
95.313,1.005
95.343,1.000
95.373,1.003
95.403,1.001
95.433,1.001
95.463,0.999
95.493,1.004
95.523,1.001
95.553,1.000
95.583,1.004
95.613,1.007
95.643,1.000
95.673,1.001
95.703,1.004
95.733,1.003
95.763,1.003
95.793,1.001
95.823,1.004
95.853,1.004
95.883,0.997
95.913,1.005
95.943,1.000
95.973,0.999
96.003,1.005
96.033,1.000
96.063,1.001
96.093,1.002
96.123,1.000
96.153,0.999
96.183,1.003
96.213,1.000
96.243,1.005
96.273,1.001
96.303,1.007
96.333,1.000
96.363,1.001
96.393,1.002
96.423,1.002
96.453,1.003
96.483,1.006
96.513,1.004
96.543,1.006
96.573,1.001
96.603,1.003
96.633,1.005
96.663,1.007
96.693,1.003
96.723,1.002
96.753,1.004
96.783,1.001
96.813,1.002
96.843,0.999
96.873,1.000
96.903,1.004
96.933,1.003
96.963,1.005
96.993,1.006
97.023,1.000
97.053,1.000
97.083,1.005
97.113,1.002
97.143,1.002
97.173,1.004
97.203,1.001
97.233,1.002
97.263,1.000
97.293,1.001
97.323,1.001
97.353,1.003
97.383,1.005
97.413,1.005
97.443,1.003
97.473,1.002
97.503,0.996
97.533,1.003
97.563,0.998
97.593,1.003
97.623,1.005
97.653,1.002
97.683,0.999
97.713,1.000
97.743,1.003
97.773,1.002
97.803,1.007
97.833,0.997
97.863,1.003
97.893,1.003
97.923,1.001
97.953,1.000
97.983,1.003
98.013,1.004
98.043,1.001
98.073,1.000
98.103,1.002
98.133,1.007
98.163,1.004
98.193,1.000
98.223,1.001
98.253,1.002
98.283,1.002
98.313,0.998
98.343,1.000
98.373,1.003
98.403,1.005
98.433,1.002
98.463,1.005
98.493,1.000
98.523,1.000
98.553,1.003
98.583,1.008
98.613,1.004
98.643,1.004
98.673,1.000
98.703,1.003
98.733,1.006
98.763,1.001
98.793,1.000
98.823,1.001
98.853,1.001
98.883,1.006
98.913,0.998
98.943,1.004
98.973,1.004
99.003,1.006
99.033,1.004
99.063,1.000
99.093,1.004
99.123,1.002
99.153,1.002
99.183,1.000
99.213,1.000
99.243,1.002
99.273,1.005
99.303,1.005
99.333,1.003
99.363,1.001
99.393,1.002
99.423,1.000
99.453,1.005
99.483,1.004
99.513,1.005
99.543,1.002
99.573,1.001
99.603,1.000
99.633,1.001
99.663,1.004
99.693,1.002
99.723,1.004
99.753,1.005
99.783,0.997
99.813,1.001
99.843,1.001
99.873,1.003
99.903,1.000
99.933,1.002
99.963,1.000
99.993,1.000
100.023,1.002
100.053,1.005
100.083,1.001
100.113,1.007
100.143,1.002
100.173,1.002
100.203,0.999
100.233,1.000
100.263,1.002
100.293,1.004
100.323,1.003
100.353,1.007
100.383,1.001
100.413,1.001
100.443,1.001
100.473,1.000
100.503,1.003
100.533,1.001
100.563,1.005
100.593,1.004
100.623,1.000
100.653,1.001
100.683,1.007
100.713,1.004
100.743,1.002
100.773,1.001
100.803,1.002
100.833,1.000
100.863,1.003
100.893,1.005
100.923,1.002
100.953,1.004
100.983,1.006
101.013,1.005
101.043,1.001
101.073,0.999
101.103,1.000
101.133,1.007
101.163,1.001
101.193,1.004
101.223,1.001
101.253,1.000
101.283,1.003
101.313,1.004
101.343,1.002
101.373,1.003
101.403,1.002
101.433,1.001
101.463,0.997
101.493,1.003
101.523,1.003
101.553,1.000
101.583,1.000
101.613,1.004
101.643,1.001
101.673,1.003
101.703,1.001
101.733,1.001
101.763,1.001
101.793,1.003
101.823,1.004
101.853,1.003
101.883,1.002
101.913,1.000
101.943,1.004
101.973,1.004
102.003,1.002
102.033,1.001
102.063,1.007
102.093,1.000
102.123,1.000
102.153,1.007
102.183,1.003
102.213,1.000
102.243,1.002
102.273,1.006
102.303,1.002
102.333,1.004
102.363,1.005
102.393,1.000
102.423,1.004
102.453,1.000
102.483,1.002
102.513,1.002
102.543,1.005
102.573,1.003
102.603,1.000
102.633,1.001
102.663,1.002
102.693,1.005
102.723,1.005
102.753,0.998
102.783,1.001
102.813,1.001
102.843,1.002
102.873,1.000
102.903,1.004
102.933,1.002
102.963,1.006
102.993,1.003
103.023,1.002
103.053,1.001
103.083,1.002
103.113,1.004
103.143,0.998
103.173,1.005
103.203,1.000
103.233,1.002
103.263,1.000
103.293,1.001
103.323,1.005
103.353,1.003
103.383,1.003
103.413,1.000
103.443,1.000
103.473,1.001
103.503,1.006
103.533,1.004
103.563,0.999
103.593,1.004
103.623,1.000
103.653,1.002
103.683,1.003
103.713,1.004
103.743,1.006
103.773,1.003
103.803,1.001
103.833,1.000
103.863,1.000
103.893,1.000
103.923,1.000
103.953,1.004
103.983,1.001
104.013,0.998
104.043,0.999
104.073,1.002
104.103,1.004
104.133,1.000
104.163,1.002
104.193,0.999
104.223,1.002
104.253,1.004
104.283,1.000
104.313,1.009
104.343,1.004
104.373,1.000
104.403,1.003
104.433,1.004
104.463,1.007
104.493,1.006
104.523,1.002
104.553,1.002
104.583,1.000
104.613,1.003
104.643,1.003
104.673,1.002
104.703,1.002
104.733,1.005
104.763,1.000
104.793,1.000
104.823,1.006
104.853,1.003
104.883,1.000
104.913,1.005
104.943,1.005
104.973,0.999
105.003,1.002
105.033,0.999
105.063,1.004
105.093,1.008
105.123,1.007
105.153,1.001
105.183,1.000
105.213,1.005
105.243,1.003
105.273,1.000
105.303,1.001
105.333,1.002
105.363,1.000
105.393,1.002
105.423,1.001
105.453,1.000
105.483,1.000
105.513,1.005
105.543,1.000
105.573,1.001
105.603,1.001
105.633,1.003
105.663,1.004
105.693,1.000
105.723,0.999
105.753,1.002
105.783,1.003
105.813,1.002
105.843,1.001
105.873,1.002
105.903,1.002
105.933,1.005
105.963,1.002
105.993,1.002
106.023,1.004
106.053,1.006
106.083,1.005
106.113,1.001
106.143,1.000
106.173,0.997
106.203,1.003
106.233,1.001
106.263,1.000
106.293,1.000
106.323,1.002
106.353,1.001
106.383,1.003
106.413,1.004
106.443,1.002
106.473,1.000
106.503,1.000
106.533,1.002
106.563,1.001
106.593,1.001
106.623,1.002
106.653,1.003
106.683,1.003
106.713,1.002
106.743,1.004
106.773,1.002
106.803,1.002
106.833,1.006
106.863,1.000
106.893,1.003
106.923,1.003
106.953,1.004
106.983,1.006
107.013,1.003
107.043,1.000
107.073,1.003
107.103,1.005
107.133,1.003
107.163,1.004
107.193,1.001
107.223,1.003
107.253,1.003
107.283,1.000
107.313,1.002
107.343,1.006
107.373,1.002
107.403,1.003
107.433,1.000
107.463,1.001
107.493,1.001
107.523,1.001
107.553,1.003
107.583,0.999
107.613,1.004
107.643,1.003
107.673,1.004
