df_hash,22ZHK4.UV7K0H
14.149,1.024
14.179,1.025
14.209,1.025
14.239,1.020
14.269,1.026
14.299,1.022
14.329,1.019
14.359,1.024
14.389,1.025
14.419,1.024
14.449,1.024
14.479,1.024
14.509,1.022
14.539,1.024
14.569,1.024
14.599,1.028
14.629,1.027
14.659,1.024
14.689,1.025
14.719,1.031
14.749,1.019
14.779,1.025
14.809,1.022
14.839,1.021
14.869,1.021
14.899,1.024
14.929,1.023
14.959,1.031
14.989,1.017
15.019,1.025
15.049,1.026
15.079,1.024
15.109,1.025
15.139,1.020
15.169,1.021
15.199,1.027
15.229,1.026
15.259,1.022
15.289,1.021
15.319,1.022
15.349,1.018
15.379,1.019
15.409,1.023
15.439,1.030
15.469,1.021
15.499,1.029
15.529,1.021
15.559,1.019
15.589,1.024
15.619,1.023
15.649,1.027
15.679,1.029
15.709,1.009
15.739,1.022
15.769,1.035
15.799,1.026
15.829,1.021
15.859,1.026
15.889,1.027
15.919,1.028
15.949,1.021
15.979,1.021
16.009,1.025
16.039,1.020
16.069,1.019
16.099,1.020
16.129,1.028
16.159,1.027
16.189,1.022
16.219,1.032
16.249,1.032
16.279,1.017
16.309,1.021
16.339,1.026
16.369,1.027
16.399,1.023
16.429,1.021
16.459,1.023
16.489,1.027
16.519,1.020
16.549,1.024
16.579,1.021
16.609,1.025
16.639,1.027
16.669,1.021
16.699,1.024
16.729,1.024
16.759,1.024
16.789,1.024
16.819,1.025
16.849,1.020
16.879,1.026
16.909,1.031
16.939,1.027
16.969,1.022
16.999,1.033
17.029,1.026
17.059,1.021
17.089,1.015
17.119,1.021
17.149,1.021
17.179,1.032
17.209,1.027
17.239,1.019
17.269,1.025
17.299,1.024
17.329,1.025
17.359,1.029
17.389,1.025
17.419,1.023
17.449,1.027
17.479,1.024
17.509,1.027
17.539,1.024
17.569,1.018
17.599,1.023
17.629,1.030
17.659,1.022
17.689,1.026
17.719,1.025
17.749,1.027
17.779,1.026
17.809,1.021
17.839,1.019
17.869,1.027
17.899,1.024
17.929,1.024
17.959,1.017
17.989,1.025
18.019,1.031
18.049,1.022
18.079,1.024
18.109,1.023
18.139,1.021
18.169,1.026
18.199,1.025
18.229,1.021
18.259,1.029
18.289,1.033
18.319,1.021
18.349,1.019
18.379,1.027
18.409,1.027
18.439,1.025
18.469,1.019
18.499,1.021
18.529,1.027
18.559,1.017
18.589,1.019
18.619,1.026
18.649,1.028
18.679,1.023
18.709,1.025
18.739,1.026
18.769,1.022
18.799,1.023
18.829,1.019
18.859,1.022
18.889,1.024
18.919,1.027
18.949,1.033
18.979,1.025
19.009,1.027
19.039,1.033
19.069,1.028
19.099,1.021
19.129,1.014
19.159,1.018
19.189,1.028
19.219,1.021
19.249,1.022
19.279,1.026
19.309,1.025
19.339,1.026
19.369,1.034
19.399,1.022
19.429,1.021
19.459,1.027
19.489,1.022
19.519,1.021
19.549,1.026
19.579,1.028
19.609,1.015
19.639,1.022
19.669,1.024
19.699,1.023
19.729,1.042
19.759,1.068
19.789,1.120
19.819,1.140
19.849,1.139
19.879,1.091
19.909,0.913
19.939,0.885
19.969,0.958
19.999,0.896
20.029,1.031
20.059,1.063
20.089,0.991
20.119,1.044
20.149,1.039
20.179,1.007
20.209,1.012
20.239,1.018
20.269,0.993
20.299,0.995
20.329,1.025
20.359,0.981
20.389,0.966
20.419,1.015
20.449,1.015
20.479,1.004
20.509,0.958
20.539,1.002
20.569,0.999
20.599,0.986
20.629,1.006
20.659,0.998
20.689,0.966
20.719,0.997
20.749,0.991
20.779,0.993
20.809,1.007
20.839,0.999
20.869,0.986
20.899,0.995
20.929,1.001
20.959,0.984
20.989,0.997
21.019,1.000
21.049,0.986
21.079,0.997
21.109,0.963
21.139,0.968
21.169,1.035
21.199,0.984
21.229,0.938
21.259,0.983
21.289,0.977
21.319,0.966
21.349,1.104
21.379,0.983
21.409,0.980
21.439,0.958
21.469,0.980
21.499,0.973
21.529,0.968
21.559,0.979
21.589,1.001
21.619,1.046
21.649,0.979
21.679,0.982
21.709,1.000
21.739,0.984
21.769,1.006
21.799,1.042
21.829,1.082
21.859,0.865
21.889,0.927
21.919,1.042
21.949,0.915
21.979,1.039
22.009,1.017
22.039,0.955
22.069,0.991
22.099,1.009
22.129,0.945
22.159,1.000
22.189,1.025
22.219,0.949
22.249,0.985
22.279,1.006
22.309,0.982
22.339,0.989
22.369,1.001
22.399,0.977
22.429,0.990
22.459,0.986
22.489,0.988
22.519,0.987
22.549,0.991
22.579,0.986
22.609,0.996
22.639,0.986
22.669,0.993
22.699,0.985
22.729,0.985
22.759,0.996
22.789,0.998
22.819,0.989
22.849,1.002
22.879,0.997
22.909,0.964
22.939,0.988
22.969,0.997
22.999,0.988
23.029,0.989
23.059,0.998
23.089,0.995
23.119,0.994
23.149,0.991
23.179,0.997
23.209,0.998
23.239,1.068
23.269,1.043
23.299,1.032
23.329,1.018
23.359,0.983
23.389,0.857
23.419,0.874
23.449,1.045
23.479,1.108
23.509,1.087
23.539,1.086
23.569,1.067
23.599,1.010
23.629,0.979
23.659,0.984
23.689,0.985
23.719,1.002
23.749,1.019
23.779,1.030
23.809,1.029
23.839,1.030
23.869,1.016
23.899,1.024
23.929,1.038
23.959,1.020
23.989,1.021
24.019,1.011
24.049,1.025
24.079,1.019
24.109,1.021
24.139,1.023
24.169,1.016
24.199,1.017
24.229,1.017
24.259,1.021
24.289,1.021
24.319,1.034
24.349,1.035
24.379,1.022
24.409,1.026
24.439,1.027
24.469,1.022
24.499,1.021
24.529,1.024
24.559,1.023
24.589,1.019
24.619,1.018
24.649,1.022
24.679,1.028
24.709,1.030
24.739,1.030
24.769,1.021
24.799,1.022
24.829,1.018
24.859,1.007
24.889,1.032
24.919,1.006
24.949,1.022
24.979,1.031
25.009,1.020
25.039,1.010
25.069,1.024
25.099,1.039
25.129,1.038
25.159,1.033
25.189,1.055
25.219,1.033
25.249,1.049
25.279,1.027
25.309,1.021
25.339,1.015
25.369,1.000
25.399,0.993
25.429,0.990
25.459,1.012
25.489,0.996
25.519,1.016
25.549,1.020
25.579,1.010
25.609,1.010
25.639,1.010
25.669,1.021
25.699,1.029
25.729,0.996
25.759,0.996
25.789,0.967
25.819,0.996
25.849,1.021
25.879,1.006
25.909,1.018
25.939,1.027
25.969,1.012
25.999,0.981
26.029,1.015
26.059,1.014
26.089,1.003
26.119,0.979
26.149,0.987
26.179,1.008
26.209,1.023
26.239,0.999
26.269,1.026
26.299,1.007
26.329,1.016
26.359,1.018
26.389,1.001
26.419,1.013
26.449,1.019
26.479,1.001
26.509,1.037
26.539,1.026
26.569,1.016
26.599,1.019
26.629,1.023
26.659,1.026
26.689,1.031
26.719,1.024
26.749,1.026
26.779,1.012
26.809,1.019
26.839,1.018
26.869,1.019
26.899,1.029
26.929,1.021
26.959,1.016
26.989,1.017
27.019,1.018
27.049,1.011
27.079,1.021
27.109,1.023
27.139,1.018
27.169,1.021
27.199,1.024
27.229,1.019
27.259,1.019
27.289,1.020
27.319,1.019
27.349,1.024
27.379,1.021
27.409,1.016
27.439,1.013
27.469,1.021
27.499,1.020
27.529,1.027
27.559,1.016
27.589,1.026
27.619,1.016
27.649,1.014
27.679,1.020
27.709,1.024
27.739,1.019
27.769,1.021
27.799,1.018
27.829,1.018
27.859,1.021
27.889,1.027
27.919,1.032
27.949,1.022
27.979,1.018
28.009,1.020
28.039,1.017
28.069,1.019
28.099,1.022
28.129,1.016
28.159,1.025
28.189,1.024
28.219,1.032
28.249,1.030
28.279,1.023
28.309,1.024
28.339,1.025
28.369,1.022
28.399,1.026
28.429,1.016
28.459,1.023
28.489,1.025
28.519,1.023
28.549,1.022
28.579,1.021
28.609,1.027
28.639,1.019
28.669,1.018
28.699,1.023
28.729,1.028
28.759,1.022
28.789,1.026
28.819,1.027
28.849,1.029
28.879,1.021
28.909,1.023
28.939,1.022
28.969,1.023
28.999,1.026
29.029,1.017
29.059,1.023
29.089,1.026
29.119,1.020
29.149,1.025
29.179,1.023
29.209,1.029
29.239,1.025
29.269,1.024
29.299,1.017
29.329,1.031
29.359,1.029
29.389,1.027
29.419,1.022
29.449,1.037
29.479,1.024
29.509,1.021
29.539,1.031
29.569,1.032
29.599,1.020
29.629,1.026
29.659,1.019
29.689,1.026
29.719,1.030
29.749,1.027
29.779,1.028
29.809,1.029
29.839,1.028
29.869,1.027
29.899,1.022
29.929,1.023
29.959,1.026
29.989,1.017
30.019,1.025
30.049,1.026
30.079,1.033
30.109,1.029
30.139,1.025
30.169,1.026
30.199,1.029
30.229,1.025
30.259,1.025
30.289,1.024
30.319,1.028
30.349,1.021
30.379,1.024
30.409,1.031
30.439,1.025
30.469,1.021
30.499,1.031
30.529,1.026
30.559,1.021
30.589,1.023
30.619,1.028
30.649,1.035
30.679,1.025
30.709,1.033
30.739,1.025
30.769,1.025
30.799,1.022
30.829,1.027
30.859,1.023
30.889,1.023
30.919,1.027
30.949,1.033
30.979,1.022
31.009,1.019
31.039,1.033
31.069,1.034
31.099,1.033
31.129,1.032
31.159,1.022
31.189,1.022
31.219,1.029
31.249,1.024
31.279,1.039
31.309,1.029
31.339,1.028
31.369,1.025
31.399,1.025
31.429,1.025
31.459,1.028
31.489,1.030
31.519,1.033
31.549,1.022
31.579,1.029
31.609,1.028
31.639,1.026
31.669,1.024
31.699,1.029
31.729,1.028
31.759,1.030
31.789,1.030
31.819,1.030
31.849,1.027
31.879,1.033
31.909,1.026
31.939,1.031
31.969,1.023
31.999,1.028
32.029,1.023
32.059,1.022
32.089,1.026
32.119,1.031
32.149,1.028
32.179,1.026
32.209,1.023
32.239,1.031
32.269,1.031
32.299,1.027
32.329,1.024
32.359,1.026
32.389,1.027
32.419,1.024
32.449,1.028
32.479,1.025
32.509,1.029
32.539,1.037
32.569,1.025
32.599,1.021
32.629,1.026
32.659,1.021
32.689,1.033
32.719,1.025
32.749,1.030
32.779,1.031
32.809,1.032
32.839,1.026
32.869,1.033
32.899,1.022
32.929,1.029
32.959,1.029
32.989,1.022
33.019,1.030
33.049,1.027
33.079,1.027
33.109,1.033
33.139,1.032
33.169,1.025
33.199,1.018
33.229,1.030
33.259,1.028
33.289,1.024
33.319,1.028
33.349,1.027
33.379,1.033
33.409,1.025
33.439,1.032
33.469,1.024
33.499,1.024
33.529,1.025
33.559,1.033
33.589,1.032
33.619,1.026
33.649,1.021
33.679,1.029
33.709,1.033
33.739,1.024
33.769,1.025
33.799,1.037
33.829,1.030
33.859,1.030
33.889,1.029
33.919,1.025
33.949,1.025
33.979,1.026
34.009,1.023
34.039,1.038
34.069,1.032
34.099,1.033
34.129,1.031
34.159,1.029
34.189,1.027
34.219,1.034
34.249,1.024
34.279,1.025
34.309,1.026
34.339,1.030
34.369,1.029
34.399,1.031
34.429,1.025
34.459,1.034
34.489,1.025
34.519,1.027
34.549,1.032
34.579,1.031
34.609,1.028
34.639,1.029
34.669,1.026
34.699,1.025
34.729,1.027
34.759,1.027
34.789,1.028
34.819,1.031
34.849,1.031
34.879,1.024
34.909,1.031
34.939,1.029
34.969,1.035
34.999,1.026
35.029,1.028
35.059,1.028
35.089,1.030
35.119,1.030
35.149,1.036
35.179,1.027
35.209,1.030
35.239,1.031
35.269,1.027
35.299,1.027
35.329,1.031
35.359,1.028
35.389,1.029
35.419,1.030
35.449,1.026
35.479,1.023
35.509,1.028
35.539,1.033
35.569,1.033
35.599,1.027
35.629,1.026
35.659,1.030
35.689,1.025
35.719,1.033
35.749,1.029
35.779,1.022
35.809,1.032
35.839,1.032
35.869,1.029
35.899,1.024
35.929,1.024
35.959,1.025
35.989,1.032
36.019,1.030
36.049,1.034
36.079,1.031
36.109,1.031
36.139,1.034
36.169,1.032
36.199,1.031
36.229,1.030
36.259,1.032
36.289,1.035
36.319,1.029
36.349,1.029
36.379,1.026
36.409,1.032
36.439,1.027
36.469,1.036
36.499,1.024
36.529,1.022
36.559,1.032
36.589,1.028
36.619,1.030
36.649,1.032
36.679,1.024
36.709,1.030
36.739,1.032
36.769,1.027
36.799,1.025
36.829,1.026
36.859,1.031
36.889,1.031
36.919,1.028
36.949,1.034
36.979,1.028
37.009,1.025
37.039,1.028
37.069,1.029
37.099,1.026
37.129,1.034
37.159,1.030
37.189,1.030
37.219,1.021
37.249,1.028
37.279,1.033
37.309,1.036
37.339,1.028
37.369,1.033
37.399,1.027
37.429,1.030
37.459,1.035
37.489,1.028
37.519,1.026
37.549,1.027
37.579,1.027
37.609,1.028
37.639,1.029
37.669,1.026
37.699,1.030
37.729,1.035
37.759,1.034
37.789,1.032
37.819,1.029
37.849,1.030
37.879,1.031
37.909,1.035
37.939,1.025
37.969,1.030
37.999,1.027
38.029,1.030
38.059,1.029
38.089,1.035
38.119,1.023
38.149,1.031
38.179,1.030
38.209,1.025
38.239,1.029
38.269,1.031
38.299,1.033
38.329,1.031
38.359,1.028
38.389,1.027
38.419,1.029
38.449,1.029
38.479,1.032
38.509,1.026
38.539,1.034
38.569,1.025
38.599,1.035
38.629,1.029
38.659,1.025
38.689,1.032
38.719,1.034
38.749,1.036
38.779,1.037
38.809,1.027
38.839,1.031
38.869,1.033
38.899,1.021
38.929,1.027
38.959,1.032
38.989,1.031
39.019,1.026
39.049,1.032
39.079,1.032
39.109,1.028
39.139,1.028
39.169,1.027
39.199,1.022
39.229,1.031
39.259,1.039
39.289,1.042
39.319,1.029
39.349,1.020
39.379,1.020
39.409,1.026
39.439,1.026
39.469,1.045
39.499,1.024
39.529,1.033
39.559,1.038
39.589,1.034
39.619,1.032
39.649,1.034
39.679,1.029
39.709,1.027
39.739,1.026
39.769,1.030
39.799,1.034
39.829,1.036
39.859,1.028
39.889,1.033
39.919,1.031
39.949,1.036
39.979,1.030
40.009,1.025
40.039,1.032
40.069,1.036
40.099,1.034
40.129,1.037
40.159,1.029
40.189,1.027
40.219,1.030
40.249,1.029
40.279,1.034
40.309,1.027
40.339,1.024
40.369,1.036
40.399,1.036
40.429,1.030
40.459,1.029
40.489,1.034
40.519,1.035
40.549,1.027
40.579,1.037
40.609,1.035
40.639,1.037
40.669,1.028
40.699,1.024
40.729,1.024
40.759,1.032
40.789,1.038
40.819,1.039
40.849,1.024
40.879,1.033
40.909,1.037
40.939,1.032
40.969,1.030
40.999,1.031
41.029,1.034
41.059,1.037
41.089,1.031
41.119,1.032
41.149,1.028
41.179,1.029
41.209,1.029
41.239,1.034
41.269,1.030
41.299,1.027
41.329,1.035
41.359,1.037
41.389,1.026
41.419,1.029
41.449,1.032
41.479,1.043
41.509,1.029
41.539,1.029
41.569,1.023
41.599,1.035
41.629,1.030
41.659,1.034
41.689,1.035
41.719,1.036
41.749,1.036
41.779,1.032
41.809,1.033
41.839,1.034
41.869,1.044
41.899,1.041
41.929,1.041
41.959,1.031
41.989,1.023
42.019,1.023
42.049,1.032
42.079,1.030
42.109,1.028
42.139,1.029
42.169,1.024
42.199,1.029
42.229,1.029
42.259,1.027
42.289,1.027
42.319,1.036
42.349,1.031
42.379,1.027
42.409,1.032
42.439,1.036
42.469,1.038
42.499,1.036
42.529,1.028
42.559,1.024
42.589,1.035
42.619,1.042
42.649,1.032
42.679,1.029
42.709,1.039
42.739,1.028
42.769,1.031
42.799,1.022
42.829,1.028
42.859,1.029
42.889,1.031
42.919,1.029
42.949,1.033
42.979,1.024
43.009,1.035
43.039,1.031
43.069,1.025
43.099,1.033
43.129,1.036
43.159,1.035
43.189,1.033
43.219,1.034
43.249,1.035
43.279,1.031
43.309,1.032
43.339,1.031
43.369,1.035
43.399,1.028
43.429,1.030
43.459,1.036
43.489,1.035
43.519,1.030
43.549,1.032
43.579,1.028
43.609,1.032
43.639,1.031
43.669,1.036
43.699,1.022
43.729,1.036
43.759,1.034
43.789,1.033
43.819,1.032
43.849,1.027
43.879,1.032
43.909,1.034
43.939,1.031
43.969,1.024
43.999,1.032
44.029,1.035
44.059,1.034
44.089,1.031
44.119,1.032
44.149,1.027
44.179,1.028
44.209,1.031
44.239,1.039
44.269,1.028
44.299,1.031
44.329,1.036
44.359,1.031
44.389,1.036
44.419,1.035
44.449,1.023
44.479,1.034
44.509,1.033
44.539,1.028
44.569,1.030
44.599,1.030
44.629,1.033
44.659,1.031
44.689,1.030
44.719,1.030
44.749,1.027
44.779,1.030
44.809,1.032
44.839,1.034
44.869,1.030
44.899,1.029
44.929,1.028
44.959,1.032
44.989,1.030
45.019,1.024
45.049,1.030
45.079,1.031
45.109,1.035
45.139,1.028
45.169,1.030
45.199,1.029
45.229,1.035
45.259,1.029
45.289,1.031
45.319,1.034
45.349,1.033
45.379,1.032
45.409,1.033
45.439,1.030
45.469,1.031
45.499,1.035
45.529,1.027
45.559,1.033
45.589,1.027
45.619,1.031
45.649,1.027
45.679,1.037
45.709,1.034
45.739,1.025
45.769,1.030
45.799,1.033
45.829,1.032
45.859,1.031
45.889,1.026
45.919,1.030
45.949,1.035
45.979,1.032
46.009,1.030
46.039,1.034
46.069,1.033
46.099,1.032
46.129,1.028
46.159,1.038
46.189,1.027
46.219,1.033
46.249,1.036
46.279,1.034
46.309,1.031
46.339,1.036
46.369,1.033
46.399,1.035
46.429,1.024
46.459,1.021
46.489,1.027
46.519,1.033
46.549,1.030
46.579,1.037
46.609,1.028
46.639,1.032
46.669,1.032
46.699,1.026
46.729,1.028
46.759,1.029
46.789,1.028
46.819,1.032
46.849,1.032
46.879,1.034
46.909,1.032
46.939,1.029
46.969,1.028
46.999,1.035
47.029,1.034
47.059,1.033
47.089,1.023
47.119,1.026
47.149,1.033
47.179,1.036
47.209,1.028
47.239,1.030
47.269,1.026
47.299,1.034
47.329,1.031
47.359,1.030
47.389,1.036
47.419,1.027
47.449,1.029
47.479,1.032
47.509,1.030
47.539,1.032
47.569,1.034
47.599,1.025
47.629,1.032
47.659,1.032
47.689,1.039
47.719,1.027
47.749,1.029
47.779,1.031
47.809,1.034
47.839,1.031
47.869,1.031
47.899,1.026
47.929,1.035
47.959,1.030
47.989,1.026
48.019,1.030
48.049,1.028
48.079,1.033
48.109,1.036
48.139,1.028
48.169,1.030
48.199,1.031
48.229,1.031
48.259,1.033
48.289,1.025
48.319,1.035
48.349,1.035
48.379,1.027
48.409,1.032
48.439,1.031
48.469,1.032
48.499,1.035
48.529,1.026
48.559,1.037
48.589,1.036
48.619,1.030
48.649,1.032
48.679,1.032
48.709,1.034
48.739,1.030
48.769,1.029
48.799,1.028
48.829,1.032
48.859,1.033
48.889,1.025
48.919,1.034
48.949,1.033
48.979,1.034
49.009,1.028
49.039,1.028
49.069,1.032
49.099,1.033
49.129,1.029
49.159,1.028
49.189,1.030
49.219,1.036
49.249,1.030
49.279,1.028
49.309,1.034
49.339,1.030
49.369,1.033
49.399,1.027
49.429,1.030
49.459,1.031
49.489,1.030
49.519,1.031
49.549,1.037
49.579,1.035
49.609,1.033
49.639,1.028
49.669,1.028
49.699,1.035
49.729,1.036
49.759,1.032
49.789,1.028
49.819,1.029
49.849,1.035
49.879,1.031
49.909,1.031
49.939,1.032
49.969,1.032
49.999,1.029
50.029,1.032
50.059,1.029
50.089,1.027
50.119,1.037
50.149,1.029
50.179,1.034
50.209,1.032
50.239,1.036
50.269,1.027
50.299,1.027
50.329,1.031
50.359,1.033
50.389,1.035
50.419,1.037
50.449,1.029
50.479,1.033
50.509,1.037
50.539,1.031
50.569,1.034
50.599,1.026
50.629,1.031
50.659,1.035
50.689,1.030
50.719,1.027
50.749,1.029
50.779,1.037
50.809,1.029
50.839,1.037
50.869,1.032
50.899,1.036
50.929,1.033
50.959,1.029
50.989,1.030
51.019,1.033
51.049,1.035
51.079,1.030
51.109,1.023
51.139,1.028
51.169,1.035
51.199,1.032
51.229,1.031
51.259,1.036
51.289,1.029
51.319,1.033
51.349,1.030
51.379,1.034
51.409,1.029
51.439,1.033
51.469,1.033
51.499,1.029
51.529,1.033
51.559,1.028
51.589,1.037
51.619,1.031
51.649,1.021
51.679,1.029
51.709,1.035
51.739,1.035
51.769,1.031
51.799,1.025
51.829,1.031
51.859,1.035
51.889,1.031
51.919,1.031
51.949,1.029
51.979,1.030
52.009,1.030
52.039,1.032
52.069,1.032
52.099,1.032
52.129,1.035
52.159,1.031
52.189,1.028
52.219,1.037
52.249,1.035
52.279,1.035
52.309,1.027
52.339,1.028
52.369,1.033
52.399,1.032
52.429,1.029
52.459,1.034
52.489,1.024
52.519,1.034
52.549,1.033
52.579,1.033
52.609,1.032
52.639,1.035
52.669,1.029
52.699,1.036
52.729,1.029
52.759,1.031
52.789,1.029
52.819,1.033
52.849,1.028
52.879,1.039
52.909,1.033
52.939,1.035
52.969,1.029
52.999,1.032
53.029,1.037
53.059,1.037
53.089,1.033
53.119,1.041
53.149,1.028
53.179,1.031
53.209,1.032
53.239,1.030
53.269,1.027
53.299,1.029
53.329,1.037
53.359,1.032
53.389,1.033
53.419,1.032
53.449,1.036
53.479,1.034
53.509,1.032
53.539,1.026
53.569,1.038
53.599,1.029
53.629,1.038
53.659,1.034
53.689,1.029
53.719,1.031
53.749,1.032
53.779,1.038
53.809,1.039
53.839,1.027
53.869,1.030
53.899,1.040
53.929,1.031
53.959,1.031
53.989,1.028
54.019,1.027
54.049,1.031
54.079,1.036
54.109,1.026
54.139,1.026
54.169,1.037
54.199,1.038
54.229,1.033
54.259,1.025
54.289,1.037
54.319,1.041
54.349,1.038
54.379,1.018
54.409,1.027
54.439,1.036
54.469,1.039
54.499,1.028
54.529,1.029
54.559,1.028
54.589,1.036
54.619,1.026
54.649,1.026
54.679,1.033
54.709,1.032
54.739,1.031
54.769,1.028
54.799,1.030
54.829,1.026
54.859,1.031
54.889,1.038
54.919,1.030
54.949,1.036
54.979,1.034
55.009,1.039
55.039,1.029
55.069,1.027
55.099,1.026
55.129,1.030
55.159,1.034
55.189,1.037
55.219,1.034
55.249,1.035
55.279,1.038
55.309,1.024
55.339,1.023
55.369,1.025
55.399,1.029
55.429,1.032
55.459,1.030
55.489,1.029
55.519,1.037
55.549,1.021
55.579,1.037
55.609,1.032
55.639,1.040
55.669,1.023
55.699,1.026
55.729,1.035
55.759,1.035
55.789,1.033
55.819,1.040
55.849,1.029
55.879,1.032
55.909,1.035
55.939,1.031
55.969,1.033
55.999,1.029
56.029,1.033
56.059,1.032
56.089,1.028
56.119,1.032
56.149,1.035
56.179,1.034
56.209,1.027
56.239,1.036
56.269,1.039
56.299,1.029
56.329,1.029
56.359,1.033
56.389,1.036
56.419,1.033
56.449,1.030
56.479,1.029
56.509,1.034
56.539,1.031
