df_hash,22ZHK4.FCVC8X
318.981,35.969
319.958,36.000
320.980,36.031
321.971,36.062
322.979,36.062
323.960,36.094
324.977,36.062
325.955,36.094
326.977,36.125
328.027,36.062
328.985,36.031
329.999,36.000
330.975,36.000
331.998,36.000
333.268,35.969
334.117,35.906
334.972,35.906
336.001,35.906
336.972,35.875
337.996,35.906
338.971,35.938
339.994,35.938
340.969,35.938
341.992,35.938
343.246,35.906
343.991,35.969
344.967,36.000
345.990,35.938
346.965,36.031
347.989,36.000
348.964,36.000
349.988,36.000
350.963,35.969
351.987,35.969
352.963,36.031
354.186,36.031
354.961,35.969
355.985,36.000
356.960,35.969
357.983,35.969
359.007,35.938
359.982,35.969
360.957,35.969
361.982,35.969
362.959,35.938
363.980,35.969
365.201,36.000
365.979,35.969
366.954,36.000
367.978,36.000
368.960,36.000
370.001,35.969
370.955,35.969
372.002,36.000
372.951,36.000
374.007,35.969
374.998,36.000
375.973,36.000
376.948,36.000
377.972,36.000
378.995,36.000
379.971,36.031
380.995,35.938
381.970,35.938
382.993,35.938
383.973,35.906
384.992,35.906
386.067,35.906
386.991,35.969
387.966,35.969
388.990,35.969
389.998,36.000
390.990,36.062
391.964,36.031
392.991,36.062
393.963,36.094
394.986,36.062
395.962,36.062
396.985,35.969
397.961,36.000
399.084,35.969
399.961,35.938
401.230,35.938
402.007,35.938
402.982,35.969
404.005,35.969
404.981,36.000
405.996,36.000
406.983,36.000
407.955,35.969
408.979,36.000
409.955,36.031
410.977,36.062
411.957,36.062
412.976,36.094
413.963,36.094
414.976,36.125
415.950,36.125
416.974,36.125
418.202,36.125
418.973,36.125
419.974,36.125
420.972,36.125
422.093,36.094
422.970,36.062
424.045,36.062
424.969,36.062
425.997,36.062
426.968,36.062
427.994,36.031
428.967,36.000
429.991,35.906
430.966,35.938
432.038,35.938
432.965,35.938
433.991,35.938
435.022,35.938
435.991,35.969
436.966,35.969
438.028,36.031
438.961,36.062
439.985,36.125
440.960,36.125
441.984,36.125
443.028,36.094
443.988,36.062
444.959,36.094
445.981,36.094
446.957,36.094
447.980,36.062
449.102,36.062
449.979,36.062
450.958,36.062
451.978,36.094
452.969,36.125
454.065,36.156
455.344,36.156
455.976,36.156
456.951,36.156
457.974,36.156
459.098,36.125
459.973,36.125
460.949,36.156
461.972,36.125
462.998,36.125
463.971,36.156
464.946,36.125
466.216,36.094
466.945,36.125
467.969,36.125
468.944,36.125
470.065,36.125
470.969,36.125
471.968,36.156
472.942,36.125
473.965,36.125
475.382,36.125
475.964,36.094
476.989,36.031
477.963,36.031
478.987,36.062
480.114,36.062
480.986,36.062
481.961,36.062
483.027,36.031
484.009,36.031
484.991,36.031
486.204,36.031
486.982,36.156
487.957,36.094
488.981,36.062
489.956,36.000
491.080,35.906
492.009,35.781
