df_hash,22ZHK4.FCVC8X
429.904,0
431.115,22
431.945,33
432.870,31
434.040,0
435.016,0
435.889,25
437.111,22
437.942,25
438.864,33
440.041,33
440.914,38
441.840,55
443.400,78
443.983,75
444.791,67
446.325,55
446.862,52
447.743,67
448.958,61
449.836,55
450.762,58
451.932,66
452.811,71
453.736,73
454.906,68
455.834,66
456.756,77
457.908,83
458.806,78
459.928,69
460.871,32
461.780,31
462.950,34
463.877,30
464.754,32
465.633,35
466.850,23
467.871,22
468.606,26
469.970,34
470.702,27
471.774,27
472.813,46
473.676,45
474.797,41
475.775,67
476.650,75
477.575,77
478.746,70
479.673,38
480.550,0
481.720,29
482.646,0
483.572,20
484.986,26
485.620,27
486.840,15
487.668,32
488.594,0
489.521,0
490.691,0
491.644,0
492.451,0
