df_hash,22ZHK4.FCVC8X
429.893,87
431.112,87
431.940,90
432.867,88
434.037,88
435.012,88
435.842,88
437.014,88
437.937,88
438.817,84
440.019,82
440.911,79
441.792,77
443.031,75
443.912,74
444.786,72
445.986,73
446.859,75
447.736,78
448.955,79
449.832,78
450.759,77
451.929,76
452.807,74
453.733,73
454.903,72
455.829,73
456.707,74
457.903,75
458.803,76
459.925,76
460.851,75
461.777,75
462.656,75
463.873,75
464.751,75
465.628,74
466.847,74
467.775,74
468.602,74
469.824,78
470.699,81
471.630,78
472.796,80
473.673,80
474.794,79
475.769,77
476.646,77
477.573,76
478.743,76
479.669,76
480.547,76
481.717,76
482.643,76
483.541,76
484.983,76
485.617,76
486.836,76
487.664,76
488.591,76
489.517,76
490.687,76
491.631,76
492.442,76
