df_hash,22ZHK4.FCVC8X
111.644,1.021
111.674,1.019
111.704,1.021
111.734,1.021
111.764,1.023
111.794,1.020
111.824,1.021
111.854,1.019
111.884,1.023
111.914,1.024
111.944,1.020
111.974,1.019
112.004,1.019
112.034,1.024
112.064,1.022
112.094,1.019
112.124,1.015
112.154,1.020
112.184,1.020
112.214,1.021
112.244,1.020
112.274,1.019
112.304,1.017
112.334,1.020
112.364,1.022
112.394,1.022
112.424,1.016
112.454,1.020
112.484,1.020
112.514,1.016
112.544,1.019
112.574,1.021
112.604,1.019
112.634,1.021
112.664,1.019
112.694,1.013
112.724,1.021
112.754,1.021
112.784,1.021
112.814,1.022
112.844,1.016
112.874,1.019
112.904,1.024
112.934,1.019
112.964,1.022
112.994,1.021
113.024,1.022
113.054,1.015
113.084,1.025
113.114,1.025
113.144,1.019
113.174,1.019
113.204,1.020
113.234,1.019
113.264,1.021
113.294,1.022
113.324,1.020
113.354,1.021
113.384,1.021
113.414,1.022
113.444,1.021
113.474,1.018
113.504,1.020
113.534,1.021
113.564,1.027
113.594,1.024
113.624,1.019
113.654,1.020
113.684,1.022
113.714,1.019
113.744,1.022
113.774,1.021
113.804,1.011
113.834,1.019
113.864,1.025
113.894,1.020
113.924,1.020
113.954,1.021
113.984,1.021
114.014,1.022
114.044,1.031
114.074,1.023
114.104,1.021
114.134,1.016
114.164,1.018
114.194,1.022
114.224,1.021
114.254,1.021
114.284,1.022
114.314,1.019
114.344,1.018
114.374,1.019
114.404,1.021
114.434,1.025
114.464,1.019
114.494,1.019
114.524,1.019
114.554,1.024
114.584,1.025
114.614,1.022
114.644,1.020
114.674,1.017
114.704,1.020
114.734,1.025
114.764,1.021
114.794,1.017
114.824,1.020
114.854,1.019
114.884,1.022
114.914,1.021
114.944,1.022
114.974,1.021
115.004,1.019
115.034,1.020
115.064,1.020
115.094,1.024
115.124,1.018
115.154,1.015
115.184,1.019
115.214,1.023
115.244,1.026
115.274,1.025
115.304,1.016
115.334,1.020
115.364,1.019
115.394,1.019
115.424,1.021
115.454,1.020
115.484,1.021
115.514,1.020
115.544,1.023
115.574,1.021
115.604,1.019
115.634,1.019
115.664,1.019
115.694,1.019
115.724,1.022
115.754,1.023
115.784,1.020
115.814,1.020
115.844,1.021
115.874,1.022
115.904,1.019
115.934,1.020
115.964,1.020
115.994,1.019
116.024,1.023
116.054,1.017
116.084,1.017
116.114,1.020
116.144,1.021
116.174,1.021
116.204,1.021
116.234,1.022
116.264,1.012
116.294,1.022
116.324,1.023
116.354,1.021
116.384,1.019
116.414,1.020
116.444,1.020
116.474,1.021
116.504,1.021
116.534,1.015
116.564,1.005
116.594,1.008
116.624,1.019
116.654,1.027
116.684,1.032
116.714,1.026
116.744,1.021
116.774,1.016
116.804,1.018
116.834,1.015
116.864,1.017
116.894,1.015
116.924,1.021
116.954,1.021
116.984,1.020
117.014,1.021
117.044,1.017
117.074,1.023
117.104,1.017
117.134,1.015
117.164,1.012
117.194,1.016
117.224,1.021
117.254,1.018
117.284,1.020
117.314,1.019
117.344,1.014
117.374,1.019
117.404,1.017
117.434,1.018
117.464,1.015
117.494,1.014
117.524,1.017
117.554,1.017
117.584,1.019
117.614,1.016
117.644,1.016
117.674,1.016
117.704,1.013
117.734,1.013
117.764,1.007
117.794,1.010
117.824,1.016
117.854,1.027
117.884,1.021
117.914,1.020
117.944,1.023
117.974,1.021
118.004,1.017
118.034,1.021
118.064,1.024
118.094,1.023
118.124,1.025
118.154,1.029
118.184,1.027
118.214,1.014
118.244,1.022
118.274,1.028
118.304,1.032
118.334,1.028
118.364,1.020
118.394,1.024
118.424,1.024
118.454,1.024
118.484,1.024
118.514,1.033
118.544,1.032
118.574,1.042
118.604,1.047
118.634,1.091
118.664,1.063
118.694,1.023
118.724,0.993
118.754,0.993
118.784,0.997
118.814,0.995
118.844,0.994
118.874,1.000
118.904,1.027
118.934,1.039
118.964,1.027
118.994,1.033
119.024,1.033
119.054,1.016
119.084,0.990
119.114,0.964
119.144,0.972
119.174,0.987
119.204,0.998
119.234,1.006
119.264,1.002
119.294,1.003
119.324,1.014
119.354,1.021
119.384,1.007
119.414,1.005
119.444,1.024
119.474,1.024
119.504,1.016
119.534,1.020
119.564,1.011
119.594,1.023
119.624,1.035
119.654,1.035
119.684,1.055
119.714,1.050
119.744,1.038
119.774,1.038
119.804,1.023
119.834,1.013
119.864,1.009
119.894,1.005
119.924,1.006
119.954,1.030
119.984,1.017
120.014,1.000
120.044,1.001
120.074,1.002
120.104,1.033
120.134,1.072
120.164,1.067
120.194,1.062
120.224,1.057
120.254,1.044
120.284,0.997
120.314,1.001
120.344,1.009
120.374,1.013
120.404,1.037
120.434,1.073
120.464,1.051
120.494,1.042
120.524,1.032
120.554,1.019
120.584,1.001
120.614,1.023
120.644,1.024
120.674,1.030
120.704,1.028
120.734,1.029
120.764,1.036
120.794,1.029
120.824,1.033
120.854,1.026
120.884,1.039
120.914,1.034
120.944,1.030
120.974,1.018
121.004,1.022
121.034,1.045
121.064,1.062
121.094,1.060
121.124,1.022
121.154,1.011
121.184,1.007
121.214,1.004
121.244,0.996
121.274,1.002
121.304,1.028
121.334,1.023
121.364,1.010
121.394,0.999
121.424,1.011
121.454,1.026
121.484,1.044
121.514,1.041
121.544,1.028
121.574,1.026
121.604,1.031
121.634,1.035
121.664,1.022
121.694,1.029
121.724,1.034
121.754,1.024
121.784,1.023
121.814,1.019
121.844,1.028
121.874,1.023
121.904,1.015
121.934,1.018
121.964,1.023
121.994,1.022
122.024,1.026
122.054,1.021
122.084,1.028
122.114,1.024
122.144,1.032
122.174,1.027
122.204,1.025
122.234,1.026
122.264,1.031
122.294,1.028
122.324,1.017
122.354,1.020
122.384,1.023
122.414,1.023
122.444,1.022
122.474,1.024
122.504,1.028
122.534,1.024
122.564,1.029
122.594,1.026
122.624,1.026
122.654,1.021
122.684,1.021
122.714,1.021
122.744,1.025
122.774,1.032
122.804,1.027
122.834,1.025
122.864,1.022
122.894,1.031
122.924,1.027
122.954,1.024
122.984,1.024
123.014,1.025
123.044,1.024
123.074,1.028
123.104,1.029
123.134,1.023
123.164,1.029
123.194,1.027
123.224,1.024
123.254,1.027
123.284,1.026
123.314,1.025
123.344,1.026
123.374,1.029
123.404,1.030
123.434,1.029
123.464,1.028
123.494,1.024
123.524,1.024
123.554,1.022
123.584,1.028
123.614,1.028
123.644,1.030
123.674,1.024
123.704,1.027
123.734,1.023
123.764,1.029
123.794,1.023
123.824,1.028
123.854,1.034
123.884,1.034
123.914,1.031
123.944,1.025
123.974,1.028
124.004,1.029
124.034,1.033
124.064,1.027
124.094,1.029
124.124,1.031
124.154,1.028
124.184,1.026
124.214,1.030
124.244,1.027
124.274,1.033
124.304,1.028
124.334,1.028
124.364,1.034
124.394,1.031
124.424,1.031
124.454,1.028
124.484,1.022
124.514,1.024
124.544,1.028
124.574,1.030
124.604,1.032
124.634,1.026
124.664,1.031
124.694,1.032
124.724,1.031
124.754,1.035
124.784,1.034
124.814,1.023
124.844,1.028
124.874,1.030
124.904,1.030
124.934,1.031
124.964,1.025
124.994,1.027
125.024,1.026
125.054,1.031
125.084,1.030
125.114,1.030
125.144,1.028
125.174,1.031
125.204,1.028
125.234,1.031
125.264,1.023
125.294,1.030
125.324,1.025
125.354,1.029
125.384,1.025
125.414,1.024
125.444,1.027
125.474,1.021
125.504,1.030
125.534,1.029
125.564,1.028
125.594,1.028
125.624,1.030
125.654,1.023
125.684,1.028
125.714,1.023
125.744,1.022
125.774,1.027
125.804,1.032
125.834,1.028
125.864,1.027
125.894,1.025
125.924,1.027
125.954,1.027
125.984,1.022
126.014,1.022
126.044,1.026
126.074,1.024
126.104,1.026
126.134,1.024
126.164,1.020
126.194,1.019
126.224,1.020
126.254,1.027
126.284,1.026
126.314,1.028
126.344,1.026
126.374,1.028
126.404,1.026
126.434,1.026
126.464,1.032
126.494,1.026
126.524,1.023
126.554,1.023
126.584,1.023
126.614,1.026
126.644,1.021
126.674,1.024
126.704,1.023
126.734,1.027
126.764,1.025
126.794,1.030
126.824,1.029
126.854,1.029
126.884,1.027
126.914,1.029
126.944,1.025
126.974,1.024
127.004,1.025
127.034,1.022
127.064,1.029
127.094,1.029
127.124,1.034
127.154,1.027
127.184,1.024
127.214,1.024
127.244,1.029
127.274,1.030
127.304,1.029
127.334,1.031
127.364,1.032
127.394,1.033
127.424,1.036
127.454,1.034
127.484,1.030
127.514,1.027
127.544,1.026
127.574,1.031
127.604,1.036
127.634,1.034
127.664,1.024
127.694,1.031
127.724,1.029
127.754,1.028
127.784,1.029
127.814,1.031
127.844,1.025
127.874,1.030
127.904,1.029
127.934,1.027
127.964,1.029
127.994,1.029
128.024,1.028
128.054,1.030
128.084,1.025
128.114,1.031
128.144,1.027
128.174,1.029
128.204,1.024
128.234,1.025
128.264,1.030
128.294,1.029
128.324,1.029
128.354,1.029
128.384,1.028
128.414,1.030
128.444,1.027
128.474,1.023
128.504,1.034
128.534,1.034
128.564,1.026
128.594,1.028
128.624,1.030
128.654,1.027
128.684,1.026
128.714,1.029
128.744,1.026
128.774,1.027
128.804,1.029
128.834,1.031
128.864,1.028
128.894,1.028
128.924,1.025
128.954,1.029
128.984,1.031
129.014,1.034
129.044,1.030
129.074,1.033
129.104,1.029
129.134,1.029
129.164,1.029
129.194,1.029
129.224,1.028
129.254,1.025
129.284,1.033
129.314,1.027
129.344,1.031
129.374,1.033
129.404,1.031
129.434,1.029
129.464,1.030
129.494,1.028
129.524,1.030
129.554,1.033
129.584,1.032
129.614,1.028
129.644,1.028
129.674,1.029
129.704,1.028
129.734,1.030
129.764,1.025
129.794,1.032
129.824,1.033
129.854,1.035
129.884,1.026
129.914,1.028
129.944,1.028
129.974,1.026
130.004,1.032
130.034,1.024
130.064,1.020
130.094,1.028
130.124,1.039
130.154,1.031
130.184,1.036
130.214,1.033
130.244,1.033
130.274,1.027
130.304,1.032
130.334,1.030
130.364,1.030
130.394,1.031
130.424,1.027
130.454,1.028
130.484,1.027
130.514,1.026
130.544,1.031
130.574,1.031
130.604,1.028
130.634,1.031
130.664,1.032
130.694,1.034
130.724,1.034
130.754,1.030
130.784,1.029
130.814,1.033
130.844,1.031
130.874,1.034
130.904,1.031
130.934,1.024
130.964,1.032
130.994,1.032
131.024,1.029
131.054,1.028
131.084,1.033
131.114,1.031
131.144,1.031
131.174,1.030
131.204,1.033
131.234,1.033
131.264,1.032
131.294,1.032
131.324,1.033
131.354,1.030
131.384,1.033
131.414,1.027
131.444,1.026
131.474,1.031
131.504,1.028
131.534,1.030
131.564,1.033
131.594,1.038
131.624,1.037
131.654,1.033
131.684,1.032
131.714,1.027
131.744,1.025
131.774,1.029
131.804,1.032
131.834,1.024
131.864,1.029
131.894,1.030
131.924,1.029
131.954,1.031
131.984,1.035
132.014,1.032
132.044,1.031
132.074,1.030
132.104,1.029
132.134,1.032
132.164,1.031
132.194,1.032
132.224,1.031
132.254,1.032
132.284,1.032
132.314,1.036
132.344,1.029
132.374,1.032
132.404,1.035
132.434,1.028
132.464,1.031
132.494,1.029
132.524,1.029
132.554,1.031
132.584,1.035
132.614,1.025
132.644,1.033
132.674,1.034
132.704,1.031
132.734,1.030
132.764,1.030
132.794,1.036
132.824,1.033
132.854,1.031
132.884,1.036
132.914,1.031
132.944,1.036
132.974,1.031
133.004,1.032
133.034,1.032
133.064,1.032
133.094,1.028
133.124,1.033
133.154,1.034
133.184,1.031
133.214,1.037
133.244,1.031
133.274,1.035
133.304,1.030
133.334,1.036
133.364,1.033
133.394,1.031
133.424,1.032
133.454,1.035
133.484,1.035
133.514,1.031
133.544,1.037
133.574,1.035
133.604,1.033
133.634,1.030
133.664,1.031
133.694,1.032
133.724,1.032
133.754,1.033
133.784,1.034
133.814,1.032
133.844,1.031
133.874,1.034
133.904,1.031
133.934,1.032
133.964,1.032
133.994,1.032
134.024,1.035
134.054,1.033
134.084,1.031
134.114,1.034
134.144,1.032
134.174,1.036
134.204,1.032
134.234,1.027
134.264,1.032
134.294,1.033
134.324,1.033
134.354,1.032
134.384,1.031
134.414,1.023
134.444,1.024
134.474,1.038
134.504,1.031
134.534,1.026
134.564,1.035
134.594,1.040
134.624,1.038
134.654,1.038
134.684,1.045
134.714,1.039
134.744,1.035
134.774,1.031
134.804,1.033
134.834,1.030
134.864,1.030
134.894,1.034
134.924,1.028
134.954,1.035
134.984,1.037
135.014,1.036
135.044,1.034
135.074,1.034
135.104,1.035
135.134,1.038
135.164,1.034
135.194,1.031
135.224,1.037
135.254,1.029
135.284,1.035
135.314,1.035
135.344,1.035
135.374,1.032
135.404,1.035
135.434,1.034
135.464,1.035
135.494,1.035
135.524,1.030
135.554,1.034
135.584,1.033
135.614,1.030
135.644,1.035
135.674,1.034
135.704,1.036
135.734,1.032
135.764,1.032
135.794,1.034
135.824,1.036
135.854,1.036
135.884,1.032
135.914,1.033
135.944,1.036
135.974,1.030
136.004,1.034
136.034,1.033
136.064,1.029
136.094,1.032
136.124,1.038
136.154,1.035
136.184,1.032
136.214,1.032
136.244,1.033
136.274,1.036
136.304,1.035
136.334,1.037
136.364,1.036
136.394,1.035
136.424,1.029
136.454,1.032
136.484,1.034
136.514,1.034
136.544,1.031
136.574,1.031
136.604,1.038
136.634,1.036
136.664,1.031
136.694,1.032
136.724,1.033
136.754,1.035
136.784,1.034
136.814,1.036
136.844,1.030
136.874,1.033
136.904,1.034
136.934,1.035
136.964,1.036
136.994,1.031
137.024,1.034
137.054,1.033
137.084,1.035
137.114,1.032
137.144,1.034
137.174,1.031
137.204,1.036
137.234,1.038
137.264,1.038
137.294,1.034
137.324,1.032
137.354,1.036
137.384,1.035
137.414,1.038
137.444,1.038
137.474,1.034
137.504,1.030
137.534,1.034
137.564,1.034
137.594,1.036
137.624,1.027
137.654,1.030
137.684,1.033
137.714,1.037
137.744,1.037
137.774,1.035
137.804,1.036
137.834,1.037
137.864,1.038
137.894,1.038
137.924,1.035
137.954,1.036
137.984,1.037
138.014,1.037
138.044,1.037
138.074,1.035
138.104,1.038
138.134,1.040
138.164,1.037
138.194,1.042
138.224,1.034
138.254,1.041
138.284,1.037
138.314,1.038
138.344,1.036
138.374,1.034
138.404,1.032
138.434,1.036
138.464,1.043
138.494,1.034
138.524,1.039
138.554,1.042
138.584,1.038
138.614,1.037
138.644,1.039
138.674,1.038
138.704,1.037
138.734,1.039
138.764,1.038
138.794,1.039
138.824,1.038
138.854,1.035
138.884,1.035
138.914,1.038
138.944,1.034
138.974,1.036
139.004,1.039
139.034,1.036
139.064,1.038
139.094,1.035
139.124,1.037
139.154,1.036
139.184,1.036
139.214,1.039
139.244,1.034
139.274,1.034
139.304,1.039
139.334,1.042
139.364,1.031
139.394,1.042
139.424,1.043
139.454,1.039
139.484,1.037
139.514,1.037
139.544,1.036
139.574,1.040
139.604,1.038
139.634,1.037
139.664,1.036
139.694,1.035
139.724,1.037
139.754,1.037
139.784,1.040
139.814,1.038
139.844,1.035
139.874,1.033
139.904,1.034
139.934,1.039
139.964,1.042
139.994,1.040
140.024,1.034
140.054,1.036
140.084,1.039
140.114,1.037
140.144,1.036
140.174,1.036
140.204,1.036
140.234,1.038
140.264,1.045
140.294,1.039
140.324,1.036
140.354,1.036
140.384,1.039
140.414,1.037
140.444,1.037
140.474,1.041
140.504,1.040
140.534,1.037
140.564,1.037
140.594,1.036
140.624,1.039
140.654,1.037
140.684,1.040
140.714,1.041
140.744,1.036
140.774,1.041
140.804,1.036
140.834,1.036
140.864,1.039
140.894,1.036
140.924,1.036
140.954,1.039
140.984,1.044
141.014,1.035
141.044,1.040
141.074,1.034
141.104,1.036
141.134,1.038
141.164,1.040
141.194,1.037
141.224,1.040
141.254,1.038
141.284,1.040
141.314,1.038
141.344,1.037
141.374,1.041
141.404,1.042
141.434,1.039
141.464,1.035
141.494,1.034
141.524,1.036
141.554,1.041
141.584,1.037
141.614,1.040
141.644,1.038
141.674,1.038
141.704,1.035
141.734,1.041
141.764,1.036
141.794,1.034
141.824,1.034
141.854,1.043
141.884,1.038
141.914,1.032
141.944,1.039
141.974,1.036
142.004,1.039
142.034,1.038
142.064,1.039
142.094,1.040
142.124,1.039
142.154,1.041
142.184,1.038
142.214,1.040
142.244,1.036
142.274,1.045
142.304,1.038
142.334,1.039
142.364,1.037
142.394,1.044
142.424,1.040
142.454,1.039
142.484,1.034
142.514,1.036
142.544,1.041
142.574,1.043
142.604,1.042
142.634,1.032
142.664,1.039
142.694,1.038
142.724,1.035
142.754,1.036
142.784,1.036
142.814,1.033
142.844,1.037
142.874,1.041
142.904,1.041
142.934,1.039
142.964,1.040
142.994,1.041
143.024,1.040
143.054,1.039
143.084,1.038
143.114,1.039
143.144,1.034
143.174,1.041
143.204,1.040
143.234,1.041
143.264,1.035
143.294,1.037
143.324,1.043
143.354,1.041
143.384,1.035
143.414,1.039
143.444,1.041
143.474,1.038
143.504,1.044
143.534,1.040
143.564,1.037
143.594,1.038
143.624,1.035
143.654,1.037
143.684,1.041
143.714,1.039
143.744,1.038
143.774,1.035
143.804,1.037
143.834,1.042
143.864,1.039
143.894,1.041
143.924,1.039
143.954,1.041
143.984,1.037
144.014,1.040
144.044,1.038
144.074,1.038
144.104,1.039
144.134,1.038
144.164,1.043
144.194,1.041
144.224,1.041
144.254,1.031
144.284,1.039
144.314,1.039
144.344,1.037
144.374,1.038
144.404,1.038
144.434,1.039
144.464,1.036
144.494,1.038
144.524,1.040
144.554,1.041
144.584,1.038
144.614,1.038
144.644,1.041
144.674,1.038
144.704,1.037
144.734,1.036
144.764,1.033
144.794,1.040
144.824,1.041
144.854,1.041
144.884,1.036
144.914,1.036
144.944,1.038
144.974,1.038
145.004,1.040
145.034,1.041
145.064,1.043
145.094,1.038
145.124,1.043
145.154,1.039
145.184,1.036
145.214,1.040
145.244,1.041
145.274,1.039
145.304,1.039
145.334,1.042
145.364,1.038
145.394,1.036
145.424,1.042
145.454,1.036
145.484,1.042
145.514,1.044
145.544,1.040
145.574,1.035
145.604,1.038
145.634,1.042
145.664,1.041
145.694,1.046
145.724,1.040
145.754,1.038
145.784,1.043
145.814,1.037
145.844,1.040
145.874,1.036
145.904,1.040
145.934,1.037
145.964,1.041
145.994,1.038
146.024,1.034
146.054,1.039
146.084,1.040
146.114,1.041
146.144,1.038
146.174,1.039
146.204,1.041
146.234,1.038
146.264,1.038
146.294,1.037
146.324,1.039
146.354,1.038
146.384,1.037
146.414,1.036
146.444,1.045
146.474,1.040
146.504,1.044
146.534,1.034
146.564,1.039
146.594,1.037
146.624,1.039
146.654,1.039
146.684,1.035
146.714,1.038
146.744,1.035
146.774,1.041
146.804,1.041
146.834,1.037
146.864,1.036
146.894,1.037
146.924,1.036
146.954,1.038
146.984,1.042
147.014,1.039
147.044,1.041
147.074,1.043
147.104,1.040
147.134,1.039
147.164,1.039
147.194,1.045
147.224,1.040
147.254,1.036
147.284,1.035
147.314,1.034
147.344,1.040
147.374,1.036
147.404,1.036
147.434,1.033
147.464,1.041
147.494,1.039
147.524,1.043
147.554,1.039
147.584,1.037
147.614,1.037
147.644,1.040
147.674,1.036
147.704,1.038
147.734,1.041
147.764,1.040
147.794,1.039
147.824,1.041
147.854,1.040
147.884,1.039
147.914,1.038
147.944,1.035
147.974,1.040
148.004,1.041
148.034,1.041
148.064,1.037
148.094,1.036
148.124,1.035
148.154,1.038
148.184,1.040
148.214,1.036
148.244,1.039
148.274,1.037
148.304,1.041
148.334,1.042
148.364,1.040
148.394,1.040
148.424,1.042
148.454,1.043
148.484,1.040
148.514,1.040
148.544,1.039
148.574,1.040
148.604,1.035
148.634,1.036
148.664,1.041
148.694,1.041
148.724,1.038
148.754,1.034
148.784,1.035
148.814,1.033
148.844,1.036
148.874,1.038
148.904,1.036
148.934,1.035
148.964,1.039
148.994,1.039
149.024,1.032
149.054,1.039
149.084,1.046
149.114,1.038
149.144,1.036
149.174,1.035
149.204,1.035
149.234,1.037
149.264,1.035
149.294,1.035
149.324,1.034
149.354,1.034
149.384,1.036
149.414,1.035
149.444,1.036
149.474,1.030
149.504,1.037
149.534,1.035
149.564,1.038
149.594,1.031
149.624,1.033
149.654,1.036
149.684,1.034
149.714,1.042
149.744,1.028
149.774,1.038
149.804,1.044
149.834,1.044
149.864,1.043
149.894,1.035
149.924,1.036
149.954,1.036
149.984,1.035
150.014,1.037
150.044,1.035
150.074,1.037
150.104,1.037
150.134,1.034
150.164,1.035
150.194,1.034
150.224,1.038
150.254,1.033
150.284,1.032
150.314,1.031
150.344,1.037
150.374,1.039
150.404,1.037
150.434,1.033
150.464,1.036
150.494,1.036
150.524,1.040
150.554,1.037
150.584,1.038
150.614,1.036
150.644,1.037
150.674,1.034
150.704,1.028
150.734,1.032
150.764,1.044
150.794,1.046
150.824,1.037
150.854,1.034
150.884,1.027
150.914,1.025
150.944,1.034
150.974,1.033
151.004,1.031
151.034,1.035
151.064,1.033
151.094,1.038
151.124,1.040
151.154,1.036
151.184,1.028
151.214,1.036
151.244,1.035
151.274,1.030
151.304,1.029
151.334,1.035
151.364,1.030
151.394,1.033
151.424,1.032
151.454,1.030
151.484,1.034
151.514,1.038
151.544,1.043
151.574,1.031
151.604,1.032
151.634,1.033
151.664,1.033
151.694,1.028
151.724,1.030
151.754,1.031
151.784,1.029
151.814,1.031
151.844,1.032
151.874,1.029
151.904,1.036
151.934,1.037
151.964,1.034
151.994,1.030
152.024,1.034
152.054,1.032
152.084,1.032
152.114,1.033
152.144,1.035
152.174,1.033
152.204,1.033
152.234,1.033
152.264,1.032
152.294,1.034
152.324,1.031
152.354,1.038
152.384,1.035
152.414,1.038
152.444,1.032
152.474,1.037
152.504,1.031
152.534,1.033
152.564,1.034
152.594,1.036
152.624,1.035
152.654,1.030
152.684,1.035
152.714,1.035
152.744,1.032
152.774,1.038
152.804,1.034
152.834,1.036
152.864,1.033
152.894,1.035
152.924,1.033
152.954,1.035
152.984,1.033
153.014,1.033
153.044,1.036
153.074,1.036
153.104,1.036
153.134,1.034
153.164,1.033
153.194,1.040
153.224,1.034
153.254,1.038
153.284,1.034
153.314,1.034
153.344,1.033
153.374,1.033
153.404,1.033
153.434,1.030
153.464,1.031
153.494,1.035
153.524,1.042
153.554,1.034
153.584,1.034
153.614,1.035
153.644,1.032
153.674,1.036
153.704,1.035
153.734,1.035
153.764,1.037
153.794,1.032
153.824,1.036
153.854,1.036
153.884,1.033
153.914,1.037
153.944,1.029
153.974,1.032
154.004,1.034
154.034,1.038
154.064,1.036
154.094,1.033
154.124,1.035
154.154,1.032
154.184,1.032
154.214,1.036
154.244,1.036
154.274,1.032
154.304,1.034
154.334,1.034
154.364,1.035
154.394,1.035
154.424,1.035
154.454,1.032
154.484,1.033
154.514,1.037
154.544,1.032
154.574,1.029
154.604,1.034
154.634,1.037
154.664,1.043
154.694,1.033
154.724,1.041
154.754,1.033
154.784,1.031
154.814,1.034
154.844,1.034
154.874,1.040
154.904,1.041
154.934,1.031
154.964,1.032
154.994,1.026
155.024,1.033
155.054,1.032
155.084,1.038
155.114,1.036
155.144,1.034
155.174,1.032
155.204,1.037
155.234,1.033
155.264,1.034
155.294,1.035
155.324,1.039
155.354,1.036
155.384,1.036
155.414,1.034
155.444,1.033
155.474,1.038
155.504,1.033
155.534,1.032
155.564,1.033
155.594,1.033
155.624,1.033
155.654,1.036
155.684,1.036
155.714,1.031
155.744,1.035
155.774,1.036
155.804,1.031
155.834,1.035
155.864,1.035
155.894,1.033
155.924,1.037
155.954,1.033
155.984,1.032
156.014,1.034
156.044,1.038
156.074,1.033
156.104,1.034
156.134,1.040
156.164,1.037
156.194,1.033
156.224,1.035
156.254,1.035
156.284,1.035
156.314,1.033
156.344,1.034
156.374,1.033
156.404,1.038
156.434,1.036
156.464,1.034
156.494,1.033
156.524,1.034
156.554,1.034
156.584,1.037
156.614,1.034
156.644,1.034
156.674,1.036
156.704,1.033
156.734,1.039
156.764,1.036
156.794,1.032
156.824,1.034
156.854,1.036
156.884,1.036
156.914,1.032
156.944,1.034
156.974,1.036
157.004,1.038
157.034,1.031
157.064,1.031
157.094,1.031
157.124,1.036
157.154,1.033
157.184,1.021
157.214,0.987
157.244,1.017
157.274,1.024
157.304,1.032
157.334,1.051
157.364,1.056
157.394,1.051
157.424,1.044
157.454,1.035
157.484,1.035
157.514,1.036
157.544,1.045
157.574,1.043
157.604,1.031
157.634,1.022
157.664,1.024
157.694,1.025
157.724,1.025
157.754,1.029
157.784,1.029
157.814,1.020
157.844,1.030
157.874,1.029
157.904,1.025
157.934,1.021
157.964,1.027
157.994,1.023
158.024,1.028
158.054,1.031
158.084,1.028
158.114,1.028
158.144,1.027
158.174,1.030
158.204,1.023
158.234,1.034
158.264,1.025
158.294,1.024
158.324,1.031
158.354,1.027
158.384,1.024
158.414,1.021
158.444,1.031
158.474,1.033
158.504,1.033
158.534,1.030
158.564,1.028
158.594,1.023
158.624,1.014
158.654,1.021
158.684,0.999
158.714,0.985
158.744,1.011
158.774,1.035
158.804,1.025
158.834,1.025
158.864,1.017
158.894,1.033
158.924,1.036
158.954,1.029
158.984,1.045
159.014,1.025
159.044,1.024
159.074,1.024
159.104,1.012
159.134,1.011
159.164,1.021
159.194,1.023
159.224,1.019
159.254,1.020
159.284,1.024
159.314,1.031
159.344,1.028
159.374,1.017
159.404,1.007
159.434,1.012
159.464,1.019
159.494,1.026
159.524,1.029
159.554,1.021
159.584,1.019
159.614,1.020
159.644,1.015
159.674,1.025
159.704,1.025
159.734,1.030
159.764,1.032
159.794,1.022
159.824,1.018
159.854,1.025
159.884,1.032
159.914,1.037
159.944,1.018
159.974,1.019
160.004,1.018
160.034,0.989
160.064,1.002
160.094,1.023
160.124,1.028
160.154,1.030
160.184,1.031
160.214,1.020
160.244,1.019
160.274,1.016
160.304,1.014
160.334,1.010
160.364,1.017
160.394,1.019
160.424,1.021
160.454,1.027
160.484,1.029
160.514,1.025
160.544,1.022
160.574,1.019
160.604,1.019
160.634,1.021
160.664,1.022
160.694,1.024
160.724,1.021
160.754,1.011
160.784,1.024
160.814,1.029
160.844,1.012
160.874,1.001
160.904,0.992
160.934,1.004
160.964,1.025
160.994,1.030
161.024,1.033
161.054,1.034
161.084,1.024
161.114,1.019
161.144,1.019
161.174,1.029
161.204,1.037
161.234,1.025
161.264,1.021
161.294,1.018
161.324,1.016
161.354,1.014
161.384,1.012
161.414,1.016
161.444,1.024
161.474,1.030
161.504,1.024
161.534,1.024
161.564,1.031
161.594,1.043
161.624,1.027
161.654,1.012
161.684,1.019
161.714,1.017
161.744,1.017
161.774,0.993
161.804,0.989
161.834,0.990
161.864,1.008
161.894,1.005
161.924,1.024
161.954,1.046
161.984,1.048
162.014,1.028
162.044,1.022
162.074,1.021
162.104,1.017
162.134,1.011
162.164,1.044
162.194,1.038
162.224,0.961
162.254,0.918
162.284,0.929
162.314,0.902
162.344,0.899
162.374,0.924
162.404,0.934
162.434,0.943
162.464,0.969
162.494,1.016
162.524,1.039
162.554,1.031
162.584,1.031
162.614,1.042
162.644,1.021
162.674,1.025
162.704,1.057
162.734,1.064
162.764,1.029
162.794,1.001
162.824,1.016
162.854,1.023
162.884,0.993
162.914,0.974
162.944,0.969
162.974,0.982
163.004,0.993
163.034,0.974
163.064,0.953
163.094,0.939
163.124,0.940
163.154,0.943
163.184,0.985
163.214,1.025
163.244,1.038
163.274,1.027
163.304,1.015
163.334,1.016
163.364,0.990
163.394,0.986
163.424,0.985
163.454,0.983
163.484,0.978
163.514,0.971
163.544,0.971
163.574,0.980
163.604,0.987
163.634,0.993
163.664,0.998
163.694,1.007
163.724,0.989
163.754,0.982
163.784,0.973
163.814,0.987
163.844,0.989
163.874,0.991
163.904,0.991
163.934,0.981
163.964,0.985
163.994,0.984
164.024,0.984
