df_hash,22ZHK4.Z1ZPL9
430.717,0
431.888,29
432.824,26
433.691,27
434.861,31
435.788,24
436.664,22
437.880,20
438.809,42
439.695,46
440.892,63
441.977,75
442.619,71
443.830,50
444.708,39
445.634,27
446.805,52
447.682,30
448.610,25
450.070,24
450.655,23
451.725,0
452.995,21
453.629,39
454.556,38
455.728,54
456.652,48
457.531,31
458.700,40
459.626,42
460.746,37
461.675,39
462.694,54
463.479,29
464.790,32
465.574,32
466.451,38
467.715,44
468.561,35
469.426,44
471.051,34
471.521,27
472.444,32
473.618,23
474.497,33
475.421,34
476.640,50
477.565,60
478.395,79
479.564,61
480.443,39
481.370,31
482.538,34
483.478,27
484.345,35
485.658,0
486.730,0
487.462,38
488.519,26
489.458,0
490.289,39
