df_hash,22ZHK4.Z1ZPL9
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UH07
person_label,V67
date_time_start,2025-10-31_17-31-54.657000_+03
date_time_start_unix,1761917514.657
date_time_end,2025-10-31_17-40-10.548000_+03
length_difference_noticed,no

time,acc_mag
54.261,1.016
54.291,1.017
54.321,1.017
54.351,1.011
54.381,1.012
54.411,1.016
54.441,1.027
54.471,1.018
54.501,1.021
54.531,1.017
54.561,1.015
54.591,1.021
54.621,1.022
54.651,1.015
54.681,1.025
54.711,1.029
54.741,1.011
54.771,1.007
54.801,1.021
54.831,1.018
54.861,1.015
54.891,1.015
54.921,1.021
54.951,1.016
54.981,1.015
55.011,1.018
55.041,1.016
55.071,1.014
55.101,1.009
55.131,1.013
55.161,1.020
55.191,1.007
55.221,1.016
55.251,1.021
55.281,1.005
55.311,1.012
55.341,1.021
55.371,1.015
55.401,1.011
55.431,1.014
55.461,1.009
55.491,1.028
55.521,1.002
55.551,1.009
55.581,1.013
55.611,1.021
55.641,1.017
55.671,1.021
55.701,1.014
55.731,1.017
55.761,1.016
55.791,1.018
55.821,1.020
55.851,1.017
55.881,1.019
55.911,1.015
55.941,1.016
55.971,1.019
56.001,1.023
56.031,1.009
56.061,1.026
56.091,1.002
56.121,1.007
56.151,1.014
56.181,1.017
56.211,1.023
56.241,1.030
56.271,1.021
56.301,1.014
56.331,1.006
56.361,1.011
56.391,1.016
56.421,1.017
56.451,1.017
56.481,1.021
56.511,1.020
56.541,1.006
56.571,1.016
56.601,1.016
56.631,1.007
56.661,1.015
56.691,1.025
56.721,1.021
56.751,1.013
56.781,1.008
56.811,1.011
56.841,1.016
56.871,1.021
56.901,1.016
56.931,1.023
56.961,1.011
56.991,1.017
57.021,1.021
57.051,1.017
57.081,1.015
57.111,1.011
57.141,1.014
57.171,1.017
57.201,1.015
57.231,1.024
57.261,1.016
57.291,1.024
57.321,1.001
57.351,1.022
57.381,1.010
57.411,1.009
57.441,1.017
57.471,1.016
57.501,1.022
57.531,1.009
57.561,1.005
57.591,1.020
57.621,1.026
57.651,1.015
57.681,1.013
57.711,1.009
57.741,1.023
57.771,1.017
57.801,1.010
57.831,1.025
57.861,1.016
57.891,1.005
57.921,1.026
57.951,1.022
57.981,1.029
58.011,1.011
58.041,1.025
58.071,1.009
58.101,1.013
58.131,1.011
58.161,1.008
58.191,1.021
58.221,1.009
58.251,1.014
58.281,1.019
58.311,1.018
58.341,1.017
58.371,1.017
58.401,1.011
58.431,1.021
58.461,1.018
58.491,1.008
58.521,1.017
58.551,1.017
58.581,1.017
58.611,1.009
58.641,1.018
58.671,1.013
58.701,1.013
58.731,1.015
58.761,1.015
58.791,1.001
58.821,1.012
58.851,1.023
58.881,1.021
58.911,1.012
58.941,1.016
58.971,1.013
59.001,1.014
59.031,1.020
59.061,1.019
59.091,1.009
59.121,1.017
59.151,1.014
59.181,1.016
59.211,1.016
59.241,1.009
59.271,1.016
59.301,1.012
59.331,1.013
59.361,1.015
59.391,1.021
59.421,1.013
59.451,1.016
59.481,1.008
59.511,1.014
59.541,1.014
59.571,1.017
59.601,1.014
59.631,1.017
59.661,1.016
59.691,1.000
59.721,1.027
59.751,1.016
59.781,1.013
59.811,1.015
59.841,1.019
59.871,1.015
59.901,1.012
59.931,1.024
59.961,1.009
59.991,1.020
60.021,1.022
60.051,1.011
60.081,1.013
60.111,1.016
60.141,1.015
60.171,1.014
60.201,1.015
60.231,1.019
60.261,1.020
60.291,1.013
60.321,1.012
60.351,1.015
60.381,1.019
60.411,1.012
60.441,1.012
60.471,1.012
60.501,1.028
60.531,1.014
60.561,1.018
60.591,1.018
60.621,1.016
60.651,1.012
60.681,1.010
60.711,1.022
60.741,1.013
60.771,1.011
60.801,1.009
60.831,1.020
60.861,1.014
60.891,1.013
60.921,1.009
60.951,1.020
60.981,1.013
61.011,1.019
61.041,1.020
61.071,1.017
61.101,1.014
61.131,1.017
61.161,1.017
61.191,1.014
61.221,1.026
61.251,1.017
61.281,1.004
61.311,1.001
61.341,1.016
61.371,1.014
61.401,1.021
61.431,1.010
61.461,1.017
61.491,1.012
61.521,1.015
61.551,1.008
61.581,1.021
61.611,1.008
61.641,1.014
61.671,1.015
61.701,1.012
61.731,1.014
61.761,1.017
61.791,1.019
61.821,1.009
61.851,1.009
61.881,1.017
61.911,1.014
61.941,1.015
61.971,1.023
62.001,1.021
62.031,1.013
62.061,1.027
62.091,1.005
62.121,1.021
62.151,1.008
62.181,1.015
62.211,1.018
62.241,1.017
62.271,1.003
62.301,1.023
62.331,1.018
62.361,1.020
62.391,1.013
62.421,1.013
62.451,1.009
62.481,1.015
62.511,1.017
62.541,1.013
62.571,1.013
62.601,1.020
62.631,1.018
62.661,1.011
62.691,1.012
62.721,1.024
62.751,1.013
62.781,1.020
62.811,1.013
62.841,1.012
62.871,1.012
62.901,1.023
62.931,1.007
62.961,1.021
62.991,1.016
63.021,1.019
63.051,1.012
63.081,1.015
63.111,1.009
63.141,1.016
63.171,1.015
63.201,1.013
63.231,1.027
63.261,1.012
63.291,1.023
63.321,1.011
63.351,1.018
63.381,1.006
63.411,1.018
63.441,1.020
63.471,1.011
63.501,1.014
63.531,1.029
63.561,1.018
63.591,1.019
63.621,1.019
63.651,1.011
63.681,1.015
63.711,1.011
63.741,1.019
63.771,1.018
63.801,1.014
63.831,1.011
63.861,1.006
63.891,1.023
63.921,1.010
63.951,1.014
63.981,1.019
64.011,1.009
64.041,1.010
64.071,1.015
64.101,1.019
64.131,1.007
64.161,1.014
64.191,1.010
64.221,1.014
64.251,1.018
64.281,1.011
64.311,1.016
64.341,1.021
64.371,1.013
64.401,1.011
64.431,1.022
64.461,1.013
64.491,1.006
64.521,1.010
64.551,1.013
64.581,1.014
64.611,1.014
64.641,1.014
64.671,1.015
64.701,1.014
64.731,1.009
64.761,1.017
64.791,1.018
64.821,1.015
64.851,1.015
64.881,1.014
64.911,1.012
64.941,1.011
64.971,1.011
65.001,1.013
65.031,1.012
65.061,1.019
65.091,1.013
65.121,1.009
65.151,1.013
65.181,1.009
65.211,1.022
65.241,1.015
65.271,1.011
65.301,1.011
65.331,1.008
65.361,1.016
65.391,1.015
65.421,1.010
65.451,1.032
65.481,1.004
65.511,1.013
65.541,1.011
65.571,1.014
65.601,1.011
65.631,1.016
65.661,1.013
65.691,1.013
65.721,1.019
65.751,1.014
65.781,1.016
65.811,1.015
65.841,1.014
65.871,1.009
65.901,1.006
65.931,1.016
65.961,1.022
65.991,1.013
66.021,1.011
66.051,1.015
66.081,1.008
66.111,1.015
66.141,1.014
66.171,1.012
66.201,1.010
66.231,1.017
66.261,1.014
66.291,1.008
66.321,1.022
66.351,1.014
66.381,1.016
66.411,1.011
66.441,1.016
66.471,1.008
66.501,1.010
66.531,1.014
66.561,1.012
66.591,1.020
66.621,1.005
66.651,1.013
66.681,1.010
66.711,1.014
66.741,1.011
66.771,1.011
66.801,1.011
66.831,1.020
66.861,1.016
66.891,1.001
66.921,1.013
66.951,1.016
66.981,1.013
67.011,1.010
67.041,1.013
67.071,1.015
67.101,1.009
67.131,1.013
67.161,1.019
67.191,1.008
67.221,1.023
67.251,1.010
67.281,1.019
67.311,1.008
67.341,1.007
67.371,1.010
67.401,1.018
67.431,1.018
67.461,1.018
67.491,1.019
67.521,1.014
67.551,1.009
67.581,1.013
67.611,1.020
67.641,1.004
67.671,1.011
67.701,1.016
67.731,1.013
67.761,1.011
67.791,1.014
67.821,1.016
67.851,1.015
67.881,1.013
67.911,1.010
67.941,1.012
67.971,1.015
68.001,1.016
68.031,1.008
68.061,1.027
68.091,1.005
68.121,1.011
68.151,1.013
68.181,1.004
68.211,1.010
68.241,1.018
68.271,1.015
68.301,1.021
68.331,1.011
68.361,1.017
68.391,1.009
68.421,1.010
68.451,1.015
68.481,1.010
68.511,1.010
68.541,1.014
68.571,1.014
68.601,1.020
68.631,1.017
68.661,1.013
68.691,1.010
68.721,1.015
68.751,1.011
68.781,0.999
68.811,1.015
68.841,1.011
68.871,1.021
68.901,1.009
68.931,1.008
68.961,1.010
68.991,1.012
69.021,1.019
69.051,1.010
69.081,1.017
69.111,1.007
69.141,1.016
69.171,1.017
69.201,1.007
69.231,1.006
69.261,1.016
69.291,1.012
69.321,1.017
69.351,1.021
69.381,1.015
69.411,1.008
69.441,1.014
69.471,1.007
69.501,1.022
69.531,1.020
69.561,1.012
69.591,0.999
69.621,1.013
69.651,1.013
69.681,1.021
69.711,1.023
69.741,1.032
69.771,1.011
69.801,1.021
69.831,1.012
69.861,1.003
69.891,1.020
69.921,1.016
69.951,1.010
69.981,1.019
70.011,1.011
70.041,1.017
70.071,1.000
70.101,1.021
70.131,1.009
70.161,1.020
70.191,1.009
70.221,1.008
70.251,1.010
70.281,1.014
70.311,1.022
70.341,1.026
70.371,1.004
70.401,1.015
70.431,1.016
70.461,1.016
70.491,1.013
70.521,1.011
70.551,1.010
70.581,1.018
70.611,1.017
70.641,1.007
70.671,1.018
70.701,1.014
70.731,1.005
70.761,1.008
70.791,1.006
70.821,1.011
70.851,1.016
70.881,1.013
70.911,1.011
70.941,1.018
70.971,1.023
71.001,1.011
71.031,1.022
71.061,1.004
71.091,1.015
71.121,1.016
71.151,1.011
71.181,1.009
71.211,1.014
71.241,1.015
71.271,1.011
71.301,1.010
71.331,1.015
71.361,1.009
71.391,1.013
71.421,1.013
71.451,1.016
71.481,1.016
71.511,1.011
71.541,1.008
71.571,1.011
71.601,1.018
71.631,1.006
71.661,1.005
71.691,1.015
71.721,1.016
71.751,1.010
71.781,0.998
71.811,1.011
71.841,1.021
71.871,1.018
71.901,1.011
71.931,1.023
71.961,1.011
71.991,1.006
72.021,1.004
72.051,1.011
72.081,1.015
72.111,1.007
72.141,1.016
72.171,1.020
72.201,1.010
72.231,1.009
72.261,1.014
72.291,1.021
72.321,1.011
72.351,1.005
72.381,1.004
72.411,1.011
72.441,1.022
72.471,1.019
72.501,1.031
72.531,0.999
72.561,1.018
72.591,1.008
72.621,1.007
72.651,1.011
72.681,1.020
72.711,1.012
72.741,0.999
72.771,1.009
72.801,1.012
72.831,1.015
72.861,1.006
72.891,1.006
72.921,1.013
72.951,1.019
72.981,1.014
73.011,1.012
73.041,1.027
73.071,1.016
73.101,1.005
73.131,1.002
73.161,1.009
73.191,1.009
73.221,1.011
73.251,1.016
73.281,1.021
73.311,1.014
73.341,1.017
73.371,1.005
73.401,1.016
73.431,1.008
73.461,1.008
73.491,1.007
73.521,1.007
73.551,1.012
73.581,1.016
73.611,1.012
73.641,1.009
73.671,1.008
73.701,1.008
73.731,1.010
73.761,1.010
73.791,1.013
73.821,1.016
73.851,1.009
73.881,1.009
73.911,1.008
73.941,1.011
73.971,1.012
74.001,1.014
74.031,1.016
74.061,1.008
74.091,1.009
74.121,1.013
74.151,1.004
74.181,1.007
74.211,1.009
74.241,1.018
74.271,1.009
74.301,1.007
74.331,1.015
74.361,1.018
74.391,1.008
74.421,1.015
74.451,1.011
74.481,1.013
74.511,1.006
74.541,1.010
74.571,1.012
74.601,1.009
74.631,1.008
74.661,1.015
74.691,1.011
74.721,1.012
74.751,1.016
74.781,1.012
74.811,1.010
74.841,1.010
74.871,1.019
74.901,0.999
74.931,1.010
74.961,1.017
74.991,1.020
75.021,1.002
75.051,1.005
75.081,1.014
75.111,1.016
75.141,1.005
75.171,1.024
75.201,1.012
75.231,1.022
75.261,1.004
75.291,1.012
75.321,1.017
75.351,1.002
75.381,1.010
75.411,1.017
75.441,1.017
75.471,1.005
75.501,1.017
75.531,1.011
75.561,1.013
75.591,1.014
75.621,1.002
75.651,1.027
75.681,1.013
75.711,0.994
75.741,1.005
75.771,1.021
75.801,1.019
75.831,1.021
75.861,1.008
75.891,1.021
75.921,1.014
75.951,1.009
75.981,1.015
76.011,1.018
76.041,1.004
76.071,1.018
76.101,1.011
76.131,1.010
76.161,1.006
76.191,1.016
76.221,1.007
76.251,1.019
76.281,1.005
76.311,1.008
76.341,1.015
76.371,1.013
76.401,1.018
76.431,1.021
76.461,1.008
76.491,1.018
76.521,1.019
76.551,1.010
76.581,1.003
76.611,1.009
76.641,1.012
76.671,1.015
76.701,1.010
76.731,1.016
76.761,1.003
76.791,1.014
76.821,1.017
76.851,1.016
76.881,1.001
76.911,1.003
76.941,1.015
76.971,1.017
77.001,1.019
77.031,1.024
77.061,1.006
77.091,1.021
77.121,1.006
77.151,1.009
77.181,1.021
77.211,1.010
77.241,1.012
77.271,1.019
77.301,1.013
77.331,1.016
77.361,1.023
77.391,1.010
77.421,1.028
77.451,1.001
77.481,1.019
77.511,1.014
77.541,1.005
77.571,1.010
77.601,1.018
77.631,1.017
77.661,1.000
77.691,1.007
77.721,1.010
77.751,1.014
77.781,1.016
77.811,1.013
77.841,1.019
77.871,1.013
77.901,1.007
77.931,1.018
77.961,1.011
77.991,0.996
78.021,1.022
78.051,1.017
78.081,1.010
78.111,1.007
78.141,1.005
78.171,1.017
78.201,1.015
78.231,1.016
78.261,1.014
78.291,1.007
78.321,1.028
78.351,0.995
78.381,1.014
78.411,1.017
78.441,1.013
78.471,1.010
78.501,1.010
78.531,1.012
78.561,1.011
78.591,1.017
78.621,1.015
78.651,1.014
78.681,1.014
78.711,1.014
78.741,1.007
78.771,1.010
78.801,1.015
78.831,1.005
78.861,1.012
78.891,1.017
78.921,1.012
78.951,1.007
78.981,1.011
79.011,1.006
79.041,1.003
79.071,1.009
79.101,1.019
79.131,1.015
79.161,1.013
79.191,1.020
79.221,1.004
79.251,1.015
79.281,1.010
79.311,1.009
79.341,1.009
79.371,1.013
79.401,1.013
79.431,1.006
79.461,1.011
79.491,1.009
79.521,1.008
79.551,1.008
79.581,1.015
79.611,1.013
79.641,1.009
79.671,1.005
79.701,1.019
79.731,1.015
79.761,1.000
79.791,1.011
79.821,1.021
79.851,1.012
79.881,1.001
79.911,1.007
79.941,1.013
79.971,1.012
80.001,1.000
80.031,1.005
80.061,1.013
80.091,1.007
80.121,1.004
80.151,1.008
80.181,1.011
80.211,1.001
80.241,1.007
80.271,1.020
80.301,1.007
80.331,1.021
80.361,1.004
80.391,1.012
80.421,1.007
80.451,1.009
80.481,1.009
80.511,1.005
80.541,1.010
80.571,1.017
80.601,1.011
80.631,1.008
80.661,1.003
80.691,1.017
80.721,1.013
80.751,1.008
80.781,1.011
80.811,1.010
80.841,1.008
80.871,1.008
80.901,1.017
80.931,1.007
80.961,1.014
80.991,1.007
81.021,1.008
81.051,1.008
81.081,1.016
81.111,1.008
81.141,1.021
81.171,1.008
81.201,1.009
81.231,1.000
81.261,1.004
81.291,1.015
81.321,1.018
81.351,1.009
81.381,1.016
81.411,1.012
81.441,1.005
81.471,1.009
81.501,1.006
81.531,1.012
81.561,1.016
81.591,1.016
81.621,1.009
81.651,1.026
81.681,1.004
81.711,1.013
81.741,1.001
81.771,1.007
81.801,1.016
81.831,1.016
81.861,1.006
81.891,1.016
81.921,1.016
81.951,1.014
81.981,1.006
82.011,0.999
82.041,1.007
82.071,1.015
82.101,1.004
82.131,1.015
82.161,1.010
82.191,1.007
82.221,1.005
82.251,1.021
82.281,1.018
82.311,1.021
82.341,1.005
82.371,1.011
82.401,1.005
82.431,1.004
82.461,1.009
82.491,1.016
82.521,1.017
82.551,1.026
82.581,1.004
82.611,1.012
82.641,1.012
82.671,1.010
82.701,1.006
82.731,1.012
82.761,1.013
82.791,1.011
82.821,1.012
82.851,1.016
82.881,1.001
82.911,1.015
82.941,1.013
82.971,1.002
83.001,1.001
83.031,1.007
83.061,1.023
83.091,1.015
83.121,1.006
83.151,1.020
83.181,1.007
83.211,1.006
83.241,1.004
83.271,1.010
83.301,1.001
83.331,1.008
83.361,1.015
83.391,1.009
83.421,1.009
83.451,1.005
83.481,1.023
83.511,0.997
83.541,1.015
83.571,1.008
83.601,0.997
83.631,1.004
83.661,1.010
83.691,1.015
83.721,1.004
83.751,1.014
83.781,1.018
83.811,1.007
83.841,1.011
83.871,1.015
83.901,1.003
83.931,1.010
83.961,1.012
83.991,1.014
84.021,1.008
84.051,1.009
84.081,1.010
84.111,1.012
84.141,1.006
84.171,1.007
84.201,1.017
84.231,1.007
84.261,0.999
84.291,1.028
84.321,0.995
84.351,1.007
84.381,1.014
84.411,1.012
84.441,1.005
84.471,1.012
84.501,1.011
84.531,1.007
84.561,1.010
84.591,1.009
84.621,1.009
84.651,1.001
84.681,1.014
84.711,1.015
84.741,1.003
84.771,1.008
84.801,1.012
84.831,1.006
84.861,1.014
84.891,1.012
84.921,1.006
84.951,1.013
84.981,1.014
85.011,1.001
85.041,1.007
85.071,1.006
85.101,1.010
85.131,1.009
85.161,0.999
85.191,1.020
85.221,0.998
85.251,1.007
85.281,1.007
85.311,1.005
85.341,1.009
85.371,1.005
85.401,1.011
85.431,1.013
85.461,0.996
85.491,1.010
85.521,1.009
85.551,1.009
85.581,1.001
85.611,1.013
85.641,1.003
85.671,1.012
85.701,1.018
85.731,1.008
85.761,1.003
85.791,1.009
85.821,1.008
85.851,1.004
85.881,1.002
85.911,1.009
85.941,1.008
85.971,1.006
86.001,1.015
86.031,1.005
86.061,1.001
86.091,1.020
86.121,1.003
86.151,1.013
86.181,1.017
86.211,1.014
86.241,1.010
86.271,1.012
86.301,1.008
86.331,1.011
86.361,1.015
86.391,1.001
86.421,1.008
86.451,1.003
86.481,1.009
86.511,1.003
86.541,1.001
86.571,1.008
86.601,1.021
86.631,1.006
86.661,1.006
86.691,1.006
86.721,1.003
86.751,1.002
86.781,1.004
86.811,1.010
86.841,1.010
86.871,1.006
86.901,1.016
86.931,1.016
86.961,1.000
86.991,1.020
87.021,0.997
87.051,1.005
87.081,1.008
87.111,1.020
87.141,1.005
87.171,1.003
87.201,1.012
87.231,1.003
87.261,1.011
87.291,1.009
87.321,1.001
87.351,0.998
87.381,1.014
87.411,1.006
87.441,1.003
87.471,1.005
87.501,1.017
87.531,1.016
87.561,0.998
87.591,1.002
87.621,1.007
87.651,1.008
87.681,1.007
87.711,1.000
87.741,1.003
87.771,1.015
87.801,0.997
87.831,1.015
87.861,1.003
87.891,1.009
87.921,1.008
87.951,1.006
87.981,1.007
88.011,1.012
88.041,1.010
88.071,1.023
88.101,1.007
88.131,1.006
88.161,1.002
88.191,1.006
88.221,1.006
88.251,1.009
88.281,1.008
88.311,1.010
88.341,1.017
88.371,1.011
88.401,0.998
88.431,1.014
88.461,1.015
88.491,1.018
88.521,1.008
88.551,1.016
88.581,1.001
88.611,1.013
88.641,1.003
88.671,1.002
88.701,1.003
88.731,1.007
88.761,1.019
88.791,1.012
88.821,1.000
88.851,1.009
88.881,1.009
88.911,1.007
88.941,1.006
88.971,1.009
89.001,1.006
89.031,1.011
89.061,1.009
89.091,1.006
89.121,1.008
89.151,1.005
89.181,1.008
89.211,1.000
89.241,1.016
89.271,1.015
89.301,0.988
89.331,1.007
89.361,1.015
89.391,1.009
89.421,1.006
89.451,1.006
89.481,1.009
89.511,1.010
89.541,1.010
89.571,1.010
89.601,1.003
89.631,0.999
89.661,1.008
89.691,1.008
89.721,1.016
89.751,0.998
89.781,1.006
89.811,1.011
89.841,1.014
89.871,1.003
89.901,1.002
89.931,1.007
89.961,1.010
89.991,1.010
90.021,1.019
90.051,1.000
90.081,1.018
90.111,1.007
90.141,1.002
90.171,1.005
90.201,1.010
90.231,1.005
90.261,1.005
90.291,1.010
90.321,1.010
90.351,1.017
90.381,0.999
90.411,1.016
90.441,1.004
90.471,0.998
90.501,1.005
90.531,1.013
90.561,1.014
90.591,1.004
90.621,1.002
90.651,1.009
90.681,1.015
90.711,1.006
90.741,1.005
90.771,1.007
90.801,1.004
90.831,1.007
90.861,1.016
90.891,1.005
90.921,1.014
90.951,1.004
90.981,1.002
91.011,1.011
91.041,1.000
91.071,1.020
91.101,1.010
91.131,1.000
91.161,1.004
91.191,1.016
91.221,1.010
91.251,1.002
91.281,1.020
91.311,1.006
91.341,1.006
91.371,1.003
91.401,1.011
91.431,1.006
91.461,1.000
91.491,1.013
91.521,1.012
91.551,1.005
91.581,1.000
91.611,1.009
91.641,1.011
91.671,1.007
91.701,1.009
91.731,1.006
91.761,1.003
91.791,1.006
91.821,1.011
91.851,1.015
91.881,1.007
91.911,0.999
91.941,1.007
91.971,1.011
92.001,1.008
92.031,1.009
92.061,1.003
92.091,1.004
92.121,1.008
92.151,1.002
92.181,1.005
92.211,1.008
92.241,1.006
92.271,1.005
92.301,1.010
92.331,1.001
92.361,1.002
92.391,1.007
92.421,1.013
92.451,1.009
92.481,1.004
92.511,1.006
92.541,1.012
92.571,1.009
92.601,1.003
92.631,1.005
92.661,1.009
92.691,1.005
92.721,1.017
92.751,0.997
92.781,1.013
92.811,1.006
92.841,1.006
92.871,1.009
92.901,1.009
92.931,1.002
92.961,1.005
92.991,1.016
93.021,1.008
93.051,1.008
93.081,1.005
93.111,1.007
93.141,1.007
93.171,1.009
93.201,1.009
93.231,1.006
93.261,1.007
93.291,1.011
93.321,1.007
93.351,1.006
93.381,1.007
93.411,1.007
93.441,1.003
93.471,1.002
93.501,1.013
93.531,1.001
93.561,1.010
93.591,1.008
93.621,1.009
93.651,1.001
93.681,1.008
93.711,1.012
93.741,1.008
93.771,1.006
93.801,1.020
93.831,1.004
93.861,1.004
93.891,1.003
93.921,1.015
93.951,1.011
93.981,1.004
94.011,1.004
94.041,1.006
94.071,1.008
94.101,1.011
94.131,1.015
94.161,1.007
94.191,1.003
94.221,1.010
94.251,1.007
94.281,1.002
94.311,1.001
94.341,1.002
94.371,1.008
94.401,1.015
94.431,1.004
94.461,1.005
94.491,1.010
94.521,1.014
94.551,0.997
94.581,1.013
94.611,1.006
94.641,1.004
94.671,1.005
94.701,1.014
94.731,1.006
94.761,1.008
94.791,1.014
94.821,1.005
94.851,1.005
94.881,1.015
94.911,1.001
94.941,1.012
94.971,1.012
95.001,1.019
95.031,0.998
95.061,1.022
95.091,1.001
95.121,1.015
95.151,1.006
95.181,0.998
95.211,1.010
95.241,1.021
95.271,1.010
95.301,1.021
95.331,1.001
95.361,1.015
95.391,1.008
95.421,1.002
95.451,1.003
95.481,1.011
95.511,1.011
95.541,1.004
95.571,1.009
95.601,1.021
95.631,1.011
95.661,1.012
95.691,1.010
95.721,1.018
95.751,0.994
95.781,1.009
95.811,1.006
95.841,1.006
95.871,1.008
95.901,1.014
95.931,1.007
95.961,1.019
95.991,1.002
96.021,1.014
96.051,1.005
96.081,1.012
96.111,1.007
96.141,1.004
96.171,1.010
96.201,1.011
96.231,1.012
96.261,1.019
96.291,1.014
96.321,1.023
96.351,1.006
96.381,1.002
96.411,0.991
96.441,1.007
96.471,1.008
96.501,1.006
96.531,1.009
96.561,1.017
96.591,1.010
96.621,1.020
96.651,1.009
96.681,1.002
96.711,1.011
96.741,1.002
96.771,1.016
96.801,1.018
96.831,0.997
96.861,1.019
96.891,1.008
96.921,1.019
96.951,0.999
96.981,1.000
97.011,1.014
97.041,1.007
97.071,1.021
97.101,1.007
97.131,0.995
97.161,1.011
97.191,1.008
97.221,1.001
97.251,1.016
97.281,1.001
97.311,1.005
97.341,1.013
97.371,1.016
97.401,0.998
97.431,1.016
97.461,1.012
97.491,1.014
97.521,1.000
97.551,1.002
97.581,1.002
97.611,1.009
97.641,1.015
97.671,1.010
97.701,0.996
97.731,1.010
97.761,1.015
97.791,1.002
97.821,1.007
97.851,1.004
97.881,1.011
97.911,1.009
97.941,1.007
97.971,1.009
98.001,1.007
98.031,1.008
98.061,1.011
98.091,1.008
98.121,1.010
98.151,1.015
98.181,1.015
98.211,1.003
98.241,1.006
98.271,1.022
98.301,1.007
98.331,1.020
98.361,1.011
98.391,0.985
98.421,1.009
98.451,1.019
98.481,1.010
98.511,1.000
98.541,1.010
98.571,0.999
98.601,1.021
98.631,1.017
98.661,1.009
98.691,1.012
98.721,1.005
98.751,1.007
98.781,0.972
98.811,1.018
98.841,1.019
98.871,1.014
98.901,1.003
98.931,1.005
98.961,1.003
98.991,1.012
99.021,1.002
99.051,1.009
99.081,1.009
99.111,1.020
99.141,1.010
99.171,1.000
99.201,1.008
99.231,0.997
99.261,1.005
99.291,1.010
99.321,1.011
99.351,1.012
99.381,1.008
99.411,1.002
99.441,0.994
99.471,1.019
99.501,1.004
99.531,1.006
99.561,1.010
99.591,1.012
99.621,1.008
99.651,1.003
99.681,1.011
99.711,1.011
99.741,1.012
99.771,1.009
99.801,0.999
99.831,0.997
99.861,1.011
99.891,1.010
99.921,1.004
99.951,1.007
99.981,1.016
100.011,1.016
100.041,1.007
100.071,1.021
100.101,1.007
100.131,1.007
100.161,0.997
100.191,1.000
100.221,1.016
100.251,1.006
100.281,1.007
100.311,1.010
100.341,1.017
100.371,1.010
100.401,1.006
100.431,1.007
100.461,1.009
100.491,1.003
100.521,1.003
100.551,1.009
100.581,1.014
100.611,1.019
100.641,1.010
100.671,1.008
100.701,1.009
100.731,1.004
100.761,1.007
100.791,1.004
100.821,1.007
100.851,1.012
100.881,1.017
100.911,1.012
100.941,1.018
100.971,1.001
101.001,1.018
101.031,1.003
101.061,1.001
101.091,1.011
101.121,1.010
101.151,1.008
101.181,1.018
101.211,1.010
101.241,1.005
101.271,1.005
101.301,1.013
101.331,1.013
101.361,1.008
101.391,1.005
101.421,1.007
101.451,1.010
101.481,1.004
101.511,1.007
101.541,1.015
101.571,1.014
101.601,1.012
101.631,1.010
101.661,1.013
101.691,1.007
101.721,1.000
101.751,1.015
101.781,1.006
101.811,1.014
101.841,1.004
101.871,1.013
101.901,1.014
101.931,0.997
101.961,1.002
101.991,1.018
102.021,1.014
102.051,1.001
102.081,1.004
102.111,1.005
102.141,1.021
102.171,1.011
102.201,1.005
102.231,1.001
102.261,1.011
102.291,1.005
102.321,1.006
102.351,1.007
102.381,1.012
102.411,1.010
102.441,1.003
102.471,1.007
102.501,1.015
102.531,1.003
102.561,1.014
102.591,1.004
102.621,0.997
102.651,1.008
102.681,1.014
102.711,1.006
102.741,1.021
102.771,1.006
102.801,1.015
102.831,1.007
102.861,1.004
102.891,1.008
102.921,1.012
102.951,1.006
102.981,1.008
103.011,1.014
103.041,1.010
103.071,1.015
103.101,1.005
103.131,1.020
103.161,1.010
103.191,1.012
103.221,1.001
103.251,1.002
103.281,1.017
103.311,1.014
103.341,1.004
103.371,1.013
103.401,1.007
103.431,1.011
103.461,1.004
103.491,1.011
103.521,1.002
103.551,1.005
103.581,1.012
103.611,1.000
103.641,1.011
103.671,0.998
103.701,1.020
103.731,1.011
103.761,1.008
103.791,1.001
103.821,1.004
103.851,1.011
103.881,1.014
103.911,1.003
103.941,1.013
103.971,1.005
104.001,1.016
104.031,1.004
104.061,1.005
104.091,1.011
104.121,1.010
104.151,1.011
104.181,1.012
104.211,1.002
104.241,1.006
104.271,1.004
104.301,1.018
104.331,1.013
104.361,1.001
104.391,1.007
104.421,1.006
104.451,1.013
104.481,1.004
104.511,1.002
104.541,1.011
104.571,1.017
104.601,1.009
104.631,1.005
104.661,1.011
104.691,1.008
104.721,1.003
104.751,1.014
104.781,1.012
104.811,1.016
104.841,0.997
104.871,1.017
104.901,1.010
104.931,1.011
104.961,1.008
104.991,1.008
105.021,1.001
105.051,1.010
105.081,1.015
105.111,1.017
105.141,1.000
105.171,1.016
105.201,1.013
105.231,1.006
105.261,1.008
105.291,1.013
105.321,1.005
105.351,1.007
105.381,1.014
105.411,0.998
105.441,1.007
105.471,0.997
105.501,1.011
105.531,1.019
105.561,1.007
105.591,1.006
105.621,1.011
105.651,0.989
105.681,1.012
105.711,1.017
105.741,1.013
105.771,1.007
105.801,1.010
105.831,1.004
105.861,1.006
105.891,1.012
105.921,1.009
105.951,1.011
105.981,1.009
106.011,1.007
106.041,1.006
106.071,1.003
106.101,1.015
106.131,1.011
