df_hash,22ZHK4.Z1ZPL9
319.174,34.656
320.270,34.656
321.172,34.656
322.196,34.656
323.219,34.656
324.194,34.656
325.169,34.688
326.387,34.688
327.168,34.719
328.197,34.688
329.167,34.688
330.191,34.688
331.506,34.688
332.189,34.688
333.213,34.656
334.193,34.656
335.214,34.625
336.221,34.625
337.214,34.625
338.186,34.625
339.209,34.625
340.184,34.625
341.210,34.625
342.183,34.625
343.207,34.656
344.182,34.625
345.205,34.625
346.329,34.656
347.205,34.656
348.471,34.688
349.210,34.688
350.178,34.719
351.202,34.719
352.323,34.719
353.201,34.750
354.176,34.750
355.200,34.781
356.223,34.750
357.198,34.781
358.173,34.750
359.391,34.719
360.172,34.750
361.267,34.750
362.319,34.719
363.194,34.688
364.169,34.688
365.198,34.656
366.217,34.688
367.192,34.656
368.248,34.656
369.191,34.656
370.169,34.656
371.190,34.656
372.188,34.656
373.188,34.656
374.171,34.719
375.187,34.719
376.186,34.719
377.186,34.656
378.161,34.688
379.193,34.688
380.257,34.625
381.183,34.625
382.212,34.656
383.187,34.656
384.206,34.531
385.187,34.531
386.204,34.531
387.179,34.594
388.404,34.625
389.179,34.625
390.207,34.656
391.278,34.656
392.201,34.656
393.329,34.656
394.203,34.750
395.175,34.750
396.198,34.781
397.174,34.781
398.197,34.750
399.197,34.750
400.196,34.781
401.171,34.781
402.195,34.781
403.206,34.750
404.296,34.750
405.169,34.750
406.192,34.750
407.219,34.719
408.194,34.688
409.204,34.719
410.237,34.719
411.169,34.719
412.189,34.719
413.164,34.750
414.580,34.750
415.214,34.750
416.186,34.750
417.175,34.750
418.184,34.781
419.231,34.750
420.184,34.719
421.256,34.750
422.182,34.750
423.206,34.719
424.181,34.750
425.303,34.781
426.184,34.812
427.155,34.812
428.179,34.812
429.207,34.781
430.182,34.812
431.204,34.750
432.177,34.750
433.236,34.750
434.175,34.750
435.199,34.719
436.571,34.719
437.198,34.781
438.173,34.781
439.196,34.781
440.220,34.781
441.221,34.844
442.170,34.812
443.194,34.812
444.169,34.812
445.193,34.812
446.168,34.812
447.192,34.750
448.166,34.750
449.190,34.750
450.214,34.781
451.582,34.750
452.164,34.781
453.188,34.812
454.163,34.812
455.186,34.844
456.162,34.812
457.189,34.781
458.240,34.812
459.184,34.812
460.166,34.812
461.183,34.812
462.306,34.812
463.182,34.781
464.157,34.781
465.180,34.781
466.204,34.781
467.179,34.781
468.176,34.812
469.178,34.781
470.201,34.812
471.205,34.812
472.203,34.781
473.176,34.750
474.150,34.781
475.198,34.781
476.149,34.781
477.196,34.812
478.199,34.781
479.172,34.812
480.196,34.750
481.170,34.719
482.206,34.719
483.220,34.750
484.202,34.781
485.171,34.781
486.241,34.875
487.313,34.844
488.190,34.906
489.169,34.906
490.212,34.969
