df_hash,22ZHK4.Z1ZPL9
187.942,20
188.180,35
188.926,510
189.009,730
189.155,170
189.162,35
189.204,20
189.610,15
190.131,415
190.277,605
190.722,155
191.398,425
192.230,685
193.201,855
194.030,885
194.757,845
195.008,785
195.444,190
195.981,480
196.516,605
196.519,560
197.251,10
197.931,610
198.906,790
199.743,930
200.563,840
201.392,835
201.591,790
202.124,205
202.659,485
203.198,620
203.780,575
203.784,545
204.322,10
205.340,615
206.121,870
206.949,885
207.827,840
207.973,850
208.655,190
208.801,620
208.805,205
208.899,15
209.338,25
210.023,490
210.606,635
211.142,570
211.678,565
212.575,640
213.390,840
213.628,795
214.067,255
214.946,505
215.578,730
216.163,705
216.407,675
216.848,260
217.382,340
217.998,570
218.795,570
218.799,790
219.478,10
219.770,775
219.776,190
219.919,15
219.924,10
220.310,15
220.602,555
221.038,10
221.727,730
222.257,675
222.842,605
222.846,555
223.378,10
223.938,545
223.955,595
224.226,10
224.792,165
225.620,610
226.449,775
226.452,775
226.457,180
227.135,15
227.717,550
228.255,665
228.547,590
228.550,165
228.553,10
228.556,15
228.643,15
228.647,10
228.743,10
228.746,15
228.791,10
229.375,265
229.910,565
229.914,580
230.208,10
230.739,190
231.568,655
232.446,840
233.291,810
233.398,780
233.422,145
233.957,75
233.960,485
234.493,10
234.498,605
234.785,15
234.932,310
235.615,105
236.202,740
236.589,565
236.884,310
237.028,260
237.032,250
237.036,10
238.003,420
238.686,565
238.978,595
239.225,300
239.907,315
239.954,630
240.490,10
241.172,575
241.175,725
242.447,10
243.415,1250
244.536,930
244.926,1145
245.514,475
247.022,555
247.704,1480
247.707,730
248.533,10
248.536,780
249.264,10
249.277,710
249.947,10
250.776,695
251.897,810
253.170,1130
253.701,1255
253.704,610
253.708,15
253.993,15
254.969,305
255.247,1195
255.310,10
255.966,500
256.090,255
256.236,10
257.455,275
258.432,1255
258.436,870
258.868,10
258.873,480
259.551,15
259.554,710
259.602,15
259.605,10
259.698,15
259.703,15
259.706,10
259.746,25
259.749,30
259.843,10
259.847,15
260.014,285
260.039,10
260.087,50
260.233,175
261.358,790
261.361,185
261.365,25
261.650,145
261.681,15
261.747,280
262.476,10
263.012,760
263.015,610
263.744,10
264.426,720
264.444,660
264.572,10
264.575,70
264.621,10
264.624,55
264.628,15
264.721,10
265.108,10
265.112,475
265.673,10
267.066,640
267.113,1315
267.597,10
268.332,600
269.545,640
269.550,1315
270.239,10
270.248,640
270.959,10
271.353,720
271.495,480
271.501,15
271.546,10
271.552,15
271.557,15
271.641,215
272.616,735
272.619,180
272.665,10
272.670,25
272.677,15
272.762,10
273.153,15
273.886,485
274.566,695
274.571,675
274.617,10
274.761,235
274.765,10
274.880,80
275.298,400
275.980,10
275.984,725
276.663,15
276.671,715
276.956,10
276.965,210
277.348,65
278.324,370
278.905,915
279.733,675
279.737,765
279.905,10
279.931,105
279.935,15
279.939,15
280.325,15
280.517,470
281.099,10
281.782,770
282.513,755
283.195,700
283.877,690
283.880,690
284.023,10
284.026,145
284.755,15
284.760,680
284.766,15
284.852,10
284.858,10
285.291,15
285.981,515
286.464,685
287.488,215
287.631,990
287.636,420
288.899,20
289.143,1245
289.435,330
289.440,310
290.313,10
290.898,720
291.678,670
292.360,760
293.200,760
293.875,765
294.700,770
294.706,780
295.431,10
296.114,725
296.407,680
297.674,260
298.356,1345
299.185,680
299.190,800
299.432,10
299.867,325
301.135,355
301.964,1245
301.967,900
302.792,10
302.841,775
303.621,10
304.450,850
305.284,870
305.572,795
305.962,10
306.692,710
306.839,775
307.820,10
307.963,1015
308.207,10
309.033,475
309.774,795
310.593,770
311.421,830
312.251,815
312.396,830
312.542,205
312.546,10
312.593,10
312.932,515
313.762,10
314.590,815
314.882,800
314.886,290
315.467,10
316.296,565
316.687,815
317.954,365
318.344,1260
318.351,430
318.395,10
318.517,210
319.075,465
319.078,15
319.222,215
320.050,780
320.148,10
320.153,140
320.159,20
320.196,25
320.202,25
320.245,10
320.295,10
320.301,10
320.306,105
320.732,15
320.736,340
320.879,10
321.025,210
321.032,20
321.561,30
321.565,585
321.761,10
321.854,290
323.072,430
323.076,815
323.804,10
324.486,660
324.489,655
324.492,10
324.632,125
324.636,45
324.687,10
325.023,10
325.026,490
325.608,10
325.612,455
325.618,10
325.852,290
326.146,280
326.157,10
326.161,20
326.192,20
326.196,10
326.842,10
327.265,670
328.097,460
328.191,815
328.194,10
328.262,10
328.289,75
328.292,20
328.532,15
328.539,260
328.651,140
328.776,205
330.483,845
330.496,745
331.169,10
331.722,655
331.849,685
332.433,10
333.116,645
333.798,705
335.211,720
335.894,1405
335.897,705
336.723,10
337.016,710
337.259,625
337.263,10
338.673,695
338.676,655
339.355,10
339.358,680
339.501,10
339.505,120
339.550,20
339.554,10
339.557,20
339.599,15
339.602,15
339.606,10
339.612,10
339.751,20
339.895,315
340.671,615
340.675,160
340.723,10
340.769,20
340.773,15
340.918,10
341.013,10
341.856,390
341.988,915
342.037,10
342.426,345
343.548,80
343.551,1150
344.084,10
344.766,555
344.770,690
345.498,10
346.207,695
346.863,670
347.545,660
347.549,725
347.594,15
347.598,10
347.602,10
347.867,180
348.133,10
348.813,410
349.105,690
349.109,230
349.203,10
349.206,15
349.496,15
350.081,370
350.763,595
350.909,620
351.055,190
351.058,130
351.104,10
351.108,10
351.112,15
351.156,10
351.299,245
351.303,10
352.859,755
352.862,715
353.691,10
353.693,735
354.081,15
354.810,585
355.638,710
355.642,770
356.325,10
356.518,650
357.442,10
358.270,1235
358.274,815
358.319,10
358.563,10
358.660,355
359.395,725
359.928,10
360.757,565
360.759,745
360.906,10
360.920,15
360.923,180
360.951,15
360.954,10
360.958,10
360.961,10
361.049,15
361.096,10
361.199,15
361.209,20
361.212,235
362.414,615
363.145,625
363.828,630
364.365,660
365.054,675
366.171,585
366.899,1255
367.045,590
367.143,245
368.174,15
368.180,980
368.186,70
368.216,10
368.223,10
368.705,15
368.851,490
368.857,205
369.778,10
370.507,875
370.653,740
370.656,150
370.799,150
370.803,10
370.848,10
370.851,10
370.855,10
371.043,205
372.847,1290
374.407,615
374.943,1450
375.626,575
376.357,695
376.893,670
377.432,555
378.014,560
378.551,575
379.282,560
379.289,760
380.110,10
380.115,835
380.118,10
380.261,25
380.647,20
382.060,460
382.064,1485
382.890,10
383.425,720
384.157,680
384.863,680
385.668,685
386.209,755
386.304,605
386.351,15
386.497,240
387.183,375
388.155,310
388.203,1060
388.837,10
390.108,595
390.153,1275
391.079,10
391.084,700
391.518,10
391.522,755
392.211,10
392.639,640
392.643,440
392.688,10
392.898,225
394.297,805
394.983,585
395.129,710
395.521,10
396.247,555
396.251,695
396.929,15
396.933,665
397.348,10
397.352,460
397.368,15
397.371,10
397.466,10
397.612,265
399.172,815
399.708,760
399.711,565
400.537,15
400.540,810
401.122,10
401.512,575
401.804,300
402.341,330
403.024,615
403.316,600
403.336,395
403.465,10
403.755,385
405.266,735
405.269,710
405.948,10
406.631,690
407.362,720
407.898,725
408.494,545
408.533,655
409.019,10
409.025,545
409.361,10
409.556,195
410.823,255
410.828,1285
410.970,10
411.409,135
412.237,400
412.784,810
412.827,595
413.359,10
413.602,585
413.895,490
415.167,655
415.262,610
415.552,230
415.560,285
416.234,10
416.238,645
416.284,10
416.287,10
416.290,30
416.381,25
416.384,15
416.429,15
416.433,10
416.436,10
416.991,15
417.502,510
418.258,685
418.916,675
418.919,705
418.924,10
419.013,10
419.017,10
419.062,10
419.066,10
419.111,60
419.115,15
419.599,10
419.745,550
419.891,240
420.968,485
421.112,660
421.259,10
421.744,320
422.231,415
422.524,445
423.060,280
423.063,645
423.209,10
423.352,225
424.037,335
424.912,255
424.918,960
425.307,10
425.838,395
426.667,535
426.671,930
426.718,10
426.813,10
426.817,10
427.108,30
427.644,250
427.788,580
427.791,140
427.845,60
427.874,10
428.910,10
429.251,1020
429.446,285
430.178,395
431.184,625
431.201,985
431.299,205
431.591,235
432.956,280
432.959,1160
433.103,10
433.109,75
433.112,55
433.785,10
434.468,680
435.589,620
435.979,1175
437.100,430
437.928,1170
438.903,730
438.909,1070
439.081,10
439.201,90
439.342,260
439.348,10
439.491,15
439.498,10
439.635,235
439.640,15
439.684,10
439.785,185
441.195,1040
441.292,10
441.341,455
441.345,15
441.390,20
441.439,20
441.443,20
441.487,15
441.491,10
441.495,10
441.536,10
441.540,10
441.544,10
441.559,15
441.714,200
443.243,865
443.925,700
444.754,700
445.201,910
445.731,355
446.704,605
447.535,935
447.971,665
448.653,685
449.239,600
449.823,605
450.752,615
451.756,960
452.017,885
452.022,385
452.115,10
452.118,15
452.554,15
453.382,420
454.360,940
454.506,870
455.192,10
455.874,835
456.016,720
456.454,160
457.137,480
457.966,710
458.992,800
459.774,925
459.941,865
460.061,170
460.065,70
460.110,10
460.113,10
460.116,10
460.159,40
460.162,15
460.207,100
460.213,10
461.331,375
462.157,770
462.699,745
463.279,625
464.108,605
464.205,790
464.209,80
464.354,10
464.358,10
464.798,10
465.085,625
465.184,10
465.329,355
466.207,10
467.720,1000
468.008,1500
468.011,85
468.052,15
468.402,270
468.418,200
469.519,20
469.522,1265
469.527,15
469.812,220
471.261,750
471.322,690
471.881,170
472.151,485
472.154,370
472.200,10
472.395,15
472.449,175
472.688,10
472.712,315
473.468,15
474.394,735
475.467,900
476.490,1080
476.493,1045
477.465,10
478.342,990
479.123,810
479.805,840
480.634,715
481.073,850
481.756,395
482.588,730
483.412,885
484.535,795
484.541,1070
484.546,10
484.552,10
485.074,15
485.168,570
485.509,10
486.045,380
486.874,630
486.877,815
487.166,10
487.170,235
488.434,20
489.263,1285
490.095,780
