df_hash,22ZHK4.Z1ZPL9
430.713,91
431.884,93
432.810,94
433.687,96
434.857,91
435.784,93
436.661,92
437.831,92
438.762,85
439.689,89
440.854,80
441.758,85
442.609,76
443.827,75
444.705,73
445.631,75
446.802,75
447.678,74
448.605,74
449.847,74
450.652,74
451.611,74
452.754,74
453.626,71
454.552,70
455.722,69
456.649,69
457.527,69
458.696,67
459.622,73
460.504,71
461.670,73
462.598,73
463.474,72
464.776,72
465.570,72
466.447,67
467.691,64
468.545,66
469.421,63
471.033,64
471.518,64
472.398,69
473.614,67
474.491,72
475.417,70
476.636,64
477.468,60
478.391,60
479.561,61
480.440,61
481.365,60
482.535,60
483.462,60
484.339,60
485.512,60
486.458,60
487.316,65
488.483,63
489.409,62
490.286,69
