df_hash,22ZHK4.9B8R50
14.211,1.021
14.241,1.026
14.271,1.018
14.301,1.027
14.331,1.017
14.361,1.013
14.391,1.024
14.421,1.029
14.451,1.027
14.481,1.028
14.511,1.015
14.541,1.020
14.571,1.021
14.601,1.021
14.631,1.022
14.661,1.023
14.691,1.021
14.721,1.020
14.751,1.025
14.781,1.036
14.811,1.026
14.841,1.021
14.871,1.023
14.901,1.019
14.931,1.019
14.961,1.019
14.991,1.023
15.021,1.020
15.051,1.022
15.081,1.024
15.111,1.017
15.141,1.020
15.171,1.026
15.201,1.016
15.231,1.020
15.261,1.025
15.291,1.022
15.321,1.020
15.351,1.019
15.381,1.029
15.411,1.030
15.441,1.022
15.471,1.023
15.501,1.020
15.531,1.025
15.561,1.028
15.591,1.021
15.621,1.023
15.651,1.020
15.681,1.019
15.711,1.017
15.741,1.025
15.771,1.021
15.801,1.022
15.831,1.020
15.861,1.025
15.891,1.025
15.921,1.021
15.951,1.026
15.981,1.021
16.011,1.017
16.041,1.021
16.071,1.024
16.101,1.025
16.131,1.025
16.161,1.023
16.191,1.026
16.221,1.023
16.251,1.024
16.281,1.020
16.311,1.022
16.341,1.023
16.371,1.025
16.401,1.020
16.431,1.024
16.461,1.025
16.491,1.025
16.521,1.023
16.551,1.023
16.581,1.029
16.611,1.021
16.641,1.029
16.671,1.022
16.701,1.024
16.731,1.024
16.761,1.022
16.791,1.023
16.821,1.027
16.851,1.020
16.881,1.027
16.911,1.023
16.941,1.028
16.971,1.029
17.001,1.024
17.031,1.021
17.061,1.022
17.091,1.021
17.121,1.026
17.151,1.019
17.181,1.021
17.211,1.026
17.241,1.033
17.271,1.026
17.301,1.026
17.331,1.026
17.361,1.025
17.391,1.026
17.421,1.023
17.451,1.022
17.481,1.017
17.511,1.024
17.541,1.028
17.571,1.035
17.601,1.021
17.631,1.025
17.661,1.026
17.691,1.026
17.721,1.025
17.751,1.021
17.781,1.022
17.811,1.022
17.841,1.027
17.871,1.024
17.901,1.025
17.931,1.024
17.961,1.021
17.991,1.021
18.021,1.021
18.051,1.022
18.081,1.026
18.111,1.026
18.141,1.023
18.171,1.025
18.201,1.021
18.231,1.022
18.261,1.021
18.291,1.021
18.321,1.021
18.351,1.025
18.381,1.030
18.411,1.022
18.441,1.026
18.471,1.026
18.501,1.019
18.531,1.022
18.561,1.025
18.591,1.024
18.621,1.021
18.651,1.030
18.681,1.028
18.711,1.025
18.741,1.026
18.771,1.025
18.801,1.024
18.831,1.027
18.861,1.022
18.891,1.026
18.921,1.028
18.951,1.028
18.981,1.023
19.011,1.022
19.041,1.029
19.071,1.025
19.101,1.027
19.131,1.031
19.161,1.015
19.191,1.024
19.221,1.022
19.251,1.022
19.281,1.027
19.311,1.019
19.341,1.026
19.371,1.030
19.401,1.025
19.431,1.027
19.461,1.025
19.491,1.025
19.521,1.021
19.551,1.024
19.581,1.023
19.611,1.016
19.641,1.027
19.671,1.024
19.701,1.027
19.731,1.027
19.761,1.022
19.791,1.025
19.821,1.021
19.851,1.026
19.881,1.023
19.911,1.029
19.941,1.021
19.971,1.022
20.001,1.022
20.031,1.027
20.061,1.021
20.091,1.025
20.121,1.031
20.151,1.022
20.181,1.026
20.211,1.024
20.241,1.023
20.271,1.026
20.301,1.025
20.331,1.024
20.361,1.022
20.391,1.026
20.421,1.021
20.451,1.021
20.481,1.027
20.511,1.021
20.541,1.030
20.571,1.023
20.601,1.021
20.631,1.021
20.661,1.026
20.691,1.029
20.721,1.027
20.751,1.025
20.781,1.017
20.811,1.026
20.841,1.026
20.871,1.023
20.901,1.021
20.931,1.022
20.961,1.026
20.991,1.023
21.021,1.029
21.051,1.024
21.081,1.018
21.111,1.026
21.141,1.021
21.171,1.022
21.201,1.027
21.231,1.021
21.261,1.021
21.291,1.027
21.321,1.027
21.351,1.027
21.381,1.021
21.411,1.022
21.441,1.024
21.471,1.023
21.501,1.028
21.531,1.027
21.561,1.019
21.591,1.028
21.621,1.032
21.651,1.023
21.681,1.020
21.711,1.023
21.741,1.023
21.771,1.028
21.801,1.024
21.831,1.030
21.861,1.026
21.891,1.023
21.921,1.020
21.951,1.022
21.981,1.026
22.011,1.023
22.041,1.029
22.071,1.021
22.101,1.020
22.131,1.027
22.161,1.023
22.191,1.026
22.221,1.023
22.251,1.023
22.281,1.023
22.311,1.022
22.341,1.023
22.371,1.021
22.401,1.023
22.431,1.023
22.461,1.022
22.491,1.025
22.521,1.024
22.551,1.025
22.581,1.024
22.611,1.023
22.641,1.024
22.671,1.025
22.701,1.021
22.731,1.029
22.761,1.023
22.791,1.021
22.821,1.023
22.851,1.025
22.881,1.023
22.911,1.030
22.941,1.029
22.971,1.013
23.001,1.026
23.031,1.025
23.061,1.023
23.091,1.021
23.121,1.022
23.151,1.023
23.181,1.025
23.211,1.026
23.241,1.025
23.271,1.024
23.301,1.028
23.331,1.027
23.361,1.024
23.391,1.027
23.421,1.025
23.451,1.024
23.481,1.022
23.511,1.023
23.541,1.025
23.571,1.025
23.601,1.027
23.631,1.025
23.661,1.021
23.691,1.017
23.721,1.023
23.751,1.024
23.781,1.027
23.811,1.023
23.841,1.026
23.871,1.020
23.901,1.027
23.931,1.021
23.961,1.020
23.991,1.024
24.021,1.028
24.051,1.023
24.081,1.026
24.111,1.022
24.141,1.023
24.171,1.023
24.201,1.024
24.231,1.025
24.261,1.024
24.291,1.024
24.321,1.024
24.351,1.022
24.381,1.026
24.411,1.026
24.441,1.028
24.471,1.028
24.501,1.022
24.531,1.023
24.561,1.027
24.591,1.027
24.621,1.022
24.651,1.021
24.681,1.023
24.711,1.021
24.741,1.023
24.771,1.027
24.801,1.027
24.831,1.022
24.861,1.020
24.891,1.024
24.921,1.025
24.951,1.023
24.981,1.022
25.011,1.024
25.041,1.027
25.071,1.021
25.101,1.024
25.131,1.022
25.161,1.024
25.191,1.025
25.221,1.022
25.251,1.021
25.281,1.026
25.311,1.025
25.341,1.022
25.371,1.022
25.401,1.021
25.431,1.028
25.461,1.023
25.491,1.026
25.521,1.022
25.551,1.019
25.581,1.023
25.611,1.027
25.641,1.022
25.671,1.025
25.701,1.029
25.731,1.021
25.761,1.024
25.791,1.022
25.821,1.022
25.851,1.024
25.881,1.021
25.911,1.021
25.941,1.029
25.971,1.029
26.001,1.023
26.031,1.024
26.061,1.026
26.091,1.022
26.121,1.023
26.151,1.026
26.181,1.023
26.211,1.027
26.241,1.030
26.271,1.027
26.301,1.025
26.331,1.021
26.361,1.023
26.391,1.022
26.421,1.027
26.451,1.025
26.481,1.020
26.511,1.020
26.541,1.022
26.571,1.022
26.601,1.031
26.631,1.025
26.661,1.020
26.691,1.021
26.721,1.027
26.751,1.022
26.781,1.026
26.811,1.021
26.841,1.026
26.871,1.023
26.901,1.026
26.931,1.028
26.961,1.024
26.991,1.020
27.021,1.024
27.051,1.025
27.081,1.024
27.111,1.024
27.141,1.022
27.171,1.022
27.201,1.028
27.231,1.026
27.261,1.023
27.291,1.026
27.321,1.025
27.351,1.026
27.381,1.020
27.411,1.021
27.441,1.024
27.471,1.026
27.501,1.026
27.531,1.021
27.561,1.021
27.591,1.021
27.621,1.023
27.651,1.023
27.681,1.029
27.711,1.028
27.741,1.026
27.771,1.026
27.801,1.026
27.831,1.023
27.861,1.023
27.891,1.024
27.921,1.026
27.951,1.028
27.981,1.023
28.011,1.028
28.041,1.022
28.071,1.020
28.101,1.021
28.131,1.021
28.161,1.022
28.191,1.031
28.221,1.027
28.251,1.025
28.281,1.024
28.311,1.023
28.341,1.022
28.371,1.022
28.401,1.028
28.431,1.024
28.461,1.023
28.491,1.022
28.521,1.022
28.551,1.022
28.581,1.030
28.611,1.023
28.641,1.023
28.671,1.023
28.701,1.022
28.731,1.026
28.761,1.027
28.791,1.029
28.821,1.021
28.851,1.023
28.881,1.024
28.911,1.026
28.941,1.024
28.971,1.021
29.001,1.021
29.031,1.021
29.061,1.025
29.091,1.023
29.121,1.022
29.151,1.024
29.181,1.030
29.211,1.021
29.241,1.028
29.271,1.029
29.301,1.026
29.331,1.018
29.361,1.021
29.391,1.025
29.421,1.029
29.451,1.036
29.481,1.015
29.511,1.022
29.541,1.027
29.571,1.024
29.601,1.020
29.631,1.023
29.661,1.021
29.691,1.019
29.721,1.024
29.751,1.020
29.781,1.022
29.811,1.023
29.841,1.024
29.871,1.026
29.901,1.026
29.931,1.019
29.961,1.024
29.991,1.025
30.021,1.019
30.051,1.021
30.081,1.023
30.111,1.024
30.141,1.025
30.171,1.029
30.201,1.021
30.231,1.018
30.261,1.021
30.291,1.024
30.321,1.024
30.351,1.023
30.381,1.025
30.411,1.021
30.441,1.026
30.471,1.029
30.501,1.021
30.531,1.023
30.561,1.023
30.591,1.025
30.621,1.023
30.651,1.021
30.681,1.023
30.711,1.023
30.741,1.022
30.771,1.026
30.801,1.028
30.831,1.021
30.861,1.018
30.891,1.023
30.921,1.023
30.951,1.028
30.981,1.024
31.011,1.019
31.041,1.022
31.071,1.022
31.101,1.024
31.131,1.022
31.161,1.021
31.191,1.020
31.221,1.025
31.251,1.024
31.281,1.021
31.311,1.022
31.341,1.025
31.371,1.022
31.401,1.026
31.431,1.025
31.461,1.024
31.491,1.025
31.521,1.027
31.551,1.024
31.581,1.024
31.611,1.022
31.641,1.021
31.671,1.024
31.701,1.021
31.731,1.026
31.761,1.022
31.791,1.022
31.821,1.022
31.851,1.024
31.881,1.023
31.911,1.027
31.941,1.031
31.971,1.015
32.001,1.023
32.031,1.025
32.061,1.025
32.091,1.024
32.121,1.023
32.151,1.025
32.181,1.026
32.211,1.027
32.241,1.022
32.271,1.021
32.301,1.022
32.331,1.026
32.361,1.021
32.391,1.018
32.421,1.020
32.451,1.024
32.481,1.032
32.511,1.029
32.541,1.029
32.571,1.021
32.601,1.029
32.631,1.022
32.661,1.021
32.691,1.025
32.721,1.028
32.751,1.033
32.781,1.022
32.811,1.018
32.841,1.013
32.871,1.025
32.901,1.026
32.931,1.022
32.961,1.031
32.991,1.021
33.021,1.021
33.051,1.024
33.081,1.026
33.111,1.026
33.141,1.023
33.171,1.023
33.201,1.022
33.231,1.027
33.261,1.026
33.291,1.021
33.321,1.023
33.351,1.029
33.381,1.025
33.411,1.029
33.441,1.023
33.471,1.023
33.501,1.022
33.531,1.025
33.561,1.024
33.591,1.020
33.621,1.020
33.651,1.025
33.681,1.025
33.711,1.021
33.741,1.026
33.771,1.023
33.801,1.026
33.831,1.021
33.861,1.019
33.891,1.022
33.921,1.024
33.951,1.023
33.981,1.027
34.011,1.028
34.041,1.023
34.071,1.025
34.101,1.023
34.131,1.023
34.161,1.023
34.191,1.025
34.221,1.021
34.251,1.025
34.281,1.026
34.311,1.026
34.341,1.026
34.371,1.026
34.401,1.023
34.431,1.021
34.461,1.027
34.491,1.022
34.521,1.030
34.551,1.028
34.581,1.021
34.611,1.021
34.641,1.019
34.671,1.020
34.701,1.020
34.731,1.030
34.761,1.029
34.791,1.027
34.821,1.027
34.851,1.020
34.881,1.021
34.911,1.019
34.941,1.022
34.971,1.022
35.001,1.025
35.031,1.025
35.061,1.025
35.091,1.024
35.121,1.022
35.151,1.026
35.181,1.022
35.211,1.021
35.241,1.022
35.271,1.026
35.301,1.022
35.331,1.027
35.361,1.024
35.391,1.022
35.421,1.027
35.451,1.025
35.481,1.024
35.511,1.019
35.541,1.021
35.571,1.027
35.601,1.023
35.631,1.030
35.661,1.024
35.691,1.017
35.721,1.023
35.751,1.031
35.781,1.022
35.811,1.015
35.841,1.022
35.871,1.022
35.901,1.024
35.931,1.024
35.961,1.027
35.991,1.025
36.021,1.023
36.051,1.021
36.081,1.027
36.111,1.021
36.141,1.025
36.171,1.025
36.201,1.020
36.231,1.020
36.261,1.027
36.291,1.027
36.321,1.026
36.351,1.023
36.381,1.021
36.411,1.022
36.441,1.027
36.471,1.024
36.501,1.020
36.531,1.016
36.561,1.021
36.591,1.030
36.621,1.026
36.651,1.021
36.681,1.027
36.711,1.017
36.741,1.026
36.771,1.026
36.801,1.027
36.831,1.021
36.861,1.026
36.891,1.026
36.921,1.020
36.951,1.027
36.981,1.022
37.011,1.020
37.041,1.022
37.071,1.029
37.101,1.021
37.131,1.024
37.161,1.025
37.191,1.021
37.221,1.025
37.251,1.025
37.281,1.021
37.311,1.023
37.341,1.029
37.371,1.021
37.401,1.029
37.431,1.030
37.461,1.019
37.491,1.016
37.521,1.027
37.551,1.026
37.581,1.026
37.611,1.024
37.641,1.021
37.671,1.024
37.701,1.023
37.731,1.025
37.761,1.023
37.791,1.022
37.821,1.023
37.851,1.021
37.881,1.025
37.911,1.021
37.941,1.020
37.971,1.025
38.001,1.023
38.031,1.023
38.061,1.021
38.091,1.026
38.121,1.021
38.151,1.024
38.181,1.022
38.211,1.021
38.241,1.026
38.271,1.021
38.301,1.022
38.331,1.026
38.361,1.025
38.391,1.022
38.421,1.022
38.451,1.024
38.481,1.023
38.511,1.026
38.541,1.028
38.571,1.023
38.601,1.022
38.631,1.023
38.661,1.021
38.691,1.023
38.721,1.023
38.751,1.026
38.781,1.026
38.811,1.021
38.841,1.020
38.871,1.019
38.901,1.029
38.931,1.022
38.961,1.026
38.991,1.024
39.021,1.022
39.051,1.022
39.081,1.022
39.111,1.023
39.141,1.026
39.171,1.031
39.201,1.017
39.231,1.023
39.261,1.028
39.291,1.027
39.321,1.019
39.351,1.021
39.381,1.021
39.411,1.027
39.441,1.025
39.471,1.027
39.501,1.025
39.531,1.024
39.561,1.021
39.591,1.021
39.621,1.025
39.651,1.024
39.681,1.021
39.711,1.028
39.741,1.025
39.771,1.023
39.801,1.029
39.831,1.023
39.861,1.029
39.891,1.028
39.921,1.023
39.951,1.020
39.981,1.021
40.011,1.026
40.041,1.024
40.071,1.025
40.101,1.020
40.131,1.023
40.161,1.019
40.191,1.029
40.221,1.024
40.251,1.021
40.281,1.021
40.311,1.027
40.341,1.025
40.371,1.030
40.401,1.021
40.431,1.021
40.461,1.024
40.491,1.025
40.521,1.024
40.551,1.025
40.581,1.018
40.611,1.021
40.641,1.027
40.671,1.020
40.701,1.022
40.731,1.022
40.761,1.024
40.791,1.021
40.821,1.024
40.851,1.023
40.881,1.020
40.911,1.023
40.941,1.017
40.971,1.027
41.001,1.021
41.031,1.021
41.061,1.021
41.091,1.021
41.121,1.022
41.151,1.025
41.181,1.023
41.211,1.022
41.241,1.022
41.271,1.025
41.301,1.024
41.331,1.027
41.361,1.022
41.391,1.021
41.421,1.024
41.451,1.026
41.481,1.021
41.511,1.027
41.541,1.025
41.571,1.023
41.601,1.023
41.631,1.020
41.661,1.020
41.691,1.024
41.721,1.030
41.751,1.017
41.781,1.023
41.811,1.023
41.841,1.020
41.871,1.021
41.901,1.027
41.931,1.023
41.961,1.022
41.991,1.026
42.021,1.022
42.051,1.025
42.081,1.023
42.111,1.027
42.141,1.024
42.171,1.021
42.201,1.021
42.231,1.025
42.261,1.023
42.291,1.021
42.321,1.023
42.351,1.027
42.381,1.018
42.411,1.024
42.441,1.026
42.471,1.022
42.501,1.027
42.531,1.020
42.561,1.021
42.591,1.019
42.621,1.033
42.651,1.018
42.681,1.026
42.711,1.021
42.741,1.019
42.771,1.025
42.801,1.020
42.831,1.020
42.861,1.023
42.891,1.025
42.921,1.025
42.951,1.024
42.981,1.022
43.011,1.021
43.041,1.022
43.071,1.019
43.101,1.018
43.131,1.021
43.161,1.019
43.191,1.026
43.221,1.029
43.251,1.024
43.281,1.027
43.311,1.024
43.341,1.024
43.371,1.021
43.401,1.020
43.431,1.023
43.461,1.024
43.491,1.025
43.521,1.024
43.551,1.032
43.581,1.014
43.611,1.021
43.641,1.021
43.671,1.025
43.701,1.022
43.731,1.021
43.761,1.023
43.791,1.022
43.821,1.013
43.851,1.031
43.881,1.032
43.911,1.023
43.941,1.016
43.971,1.021
44.001,1.019
44.031,1.023
44.061,1.026
44.091,1.022
44.121,1.027
44.151,1.026
44.181,1.021
44.211,1.027
44.241,1.026
44.271,1.029
44.301,1.023
44.331,1.011
44.361,1.029
44.391,1.013
44.421,1.025
44.451,1.027
44.481,1.023
44.511,1.020
44.541,1.016
44.571,1.021
44.601,1.021
44.631,1.019
44.661,1.021
44.691,1.019
44.721,1.008
44.751,1.000
44.781,1.002
44.811,1.028
44.841,1.030
44.871,1.042
44.901,1.031
44.931,1.020
44.961,1.023
44.991,1.023
45.021,1.021
45.051,1.018
45.081,1.021
45.111,1.017
45.141,1.017
45.171,1.025
45.201,1.022
45.231,1.028
45.261,1.027
45.291,1.025
45.321,1.021
45.351,1.022
45.381,1.027
45.411,1.026
45.441,1.021
45.471,1.024
45.501,1.026
45.531,1.027
45.561,1.026
45.591,1.026
45.621,1.025
45.651,1.026
45.681,1.027
45.711,1.027
45.741,1.025
45.771,1.024
45.801,1.024
45.831,1.024
45.861,1.028
45.891,1.033
45.921,1.020
45.951,1.030
45.981,1.023
46.011,1.024
46.041,1.024
46.071,1.019
46.101,1.024
46.131,1.028
46.161,1.029
46.191,1.026
46.221,1.024
46.251,1.025
46.281,1.026
46.311,1.023
46.341,1.025
46.371,1.024
46.401,1.024
46.431,1.024
46.461,1.024
46.491,1.025
46.521,1.024
46.551,1.024
46.581,1.021
46.611,1.021
46.641,1.024
46.671,1.025
46.701,1.023
46.731,1.023
46.761,1.025
46.791,1.024
46.821,1.027
46.851,1.021
46.881,1.023
46.911,1.021
46.941,1.028
46.971,1.024
47.001,1.022
47.031,1.024
47.061,1.021
47.091,1.024
47.121,1.025
47.151,1.028
47.181,1.021
47.211,1.023
47.241,1.024
47.271,1.027
47.301,1.026
47.331,1.023
47.361,1.026
47.391,1.022
47.421,1.021
47.451,1.026
47.481,1.029
47.511,1.024
47.541,1.021
47.571,1.021
47.601,1.028
47.631,1.022
47.661,1.028
47.691,1.025
47.721,1.024
47.751,1.023
47.781,1.026
47.811,1.024
47.841,1.023
47.871,1.025
47.901,1.023
47.931,1.029
47.961,1.026
47.991,1.021
48.021,1.021
48.051,1.020
48.081,1.022
48.111,1.025
48.141,1.028
48.171,1.027
48.201,1.022
48.231,1.022
48.261,1.022
48.291,1.023
48.321,1.021
48.351,1.021
48.381,1.020
48.411,1.026
48.441,1.028
48.471,1.028
48.501,1.026
48.531,1.022
48.561,1.023
48.591,1.028
48.621,1.024
48.651,1.021
48.681,1.018
48.711,1.021
48.741,1.023
48.771,1.033
48.801,1.028
48.831,1.022
48.861,1.024
48.891,1.030
48.921,1.024
48.951,1.020
48.981,1.016
49.011,1.026
49.041,1.022
49.071,1.032
49.101,1.031
49.131,1.021
49.161,1.030
49.191,1.027
49.221,1.022
49.251,1.023
49.281,1.025
49.311,1.029
49.341,1.031
49.371,1.026
49.401,1.024
49.431,1.020
49.461,1.027
49.491,1.024
49.521,1.028
49.551,1.026
49.581,1.026
49.611,1.021
49.641,1.031
49.671,1.023
49.701,1.022
49.731,1.022
49.761,1.018
49.791,1.026
49.821,1.027
49.851,1.031
49.881,1.022
49.911,1.021
49.941,1.027
49.971,1.020
50.001,1.026
50.031,1.024
50.061,1.031
50.091,1.026
50.121,1.031
50.151,1.024
50.181,1.024
50.211,1.021
50.241,1.020
50.271,1.016
50.301,1.024
50.331,1.042
50.361,1.047
50.391,0.995
50.421,1.012
50.451,1.010
50.481,1.022
50.511,1.022
50.541,1.024
50.571,1.026
50.601,1.026
50.631,1.027
50.661,1.021
50.691,1.025
50.721,1.022
50.751,1.022
50.781,1.018
50.811,1.019
50.841,1.025
50.871,1.020
50.901,1.023
50.931,1.024
50.961,1.024
50.991,1.027
51.021,1.024
51.051,1.025
51.081,1.022
51.111,1.026
51.141,1.028
51.171,1.027
51.201,1.024
51.231,1.024
51.261,1.025
51.291,1.026
51.321,1.019
51.351,1.027
51.381,1.025
51.411,1.023
51.441,1.022
51.471,1.020
51.501,1.020
51.531,1.025
51.561,1.024
51.591,1.026
51.621,1.021
51.651,1.028
51.681,1.032
51.711,1.024
51.741,1.023
51.771,1.021
51.801,1.020
51.831,1.021
51.861,1.023
51.891,1.017
51.921,1.021
51.951,1.023
51.981,1.026
52.011,1.021
52.041,1.019
52.071,1.016
52.101,1.026
52.131,1.021
52.161,1.024
52.191,1.021
52.221,1.026
52.251,1.025
52.281,1.024
52.311,1.025
52.341,1.033
52.371,1.025
52.401,1.018
52.431,1.022
52.461,1.026
52.491,1.016
52.521,1.017
52.551,1.021
52.581,1.030
52.611,1.026
52.641,1.021
52.671,1.017
52.701,1.021
52.731,1.021
52.761,1.026
52.791,1.021
52.821,1.019
52.851,1.021
52.881,1.020
52.911,1.024
52.941,1.024
52.971,1.027
53.001,1.026
53.031,1.024
53.061,1.018
53.091,1.028
53.121,1.018
53.151,1.018
53.181,1.025
53.211,1.021
53.241,1.025
53.271,1.026
53.301,1.022
53.331,1.013
53.361,1.027
53.391,1.022
53.421,1.023
53.451,1.020
53.481,1.021
53.511,1.023
53.541,1.021
53.571,1.022
53.601,1.021
53.631,1.021
53.661,1.022
53.691,1.021
53.721,1.024
53.751,1.021
53.781,1.020
53.811,1.019
53.841,1.009
53.871,1.021
53.901,1.034
53.931,1.038
53.961,1.026
53.991,1.024
54.021,1.019
54.051,1.016
54.081,1.023
54.111,1.024
54.141,1.026
54.171,1.016
54.201,1.026
54.231,1.031
54.261,1.026
54.291,1.027
54.321,1.015
54.351,1.015
54.381,1.017
54.411,1.022
54.441,1.021
54.471,1.026
54.501,1.021
54.531,1.022
54.561,1.020
54.591,1.025
54.621,1.021
54.651,1.023
54.681,1.024
54.711,1.020
54.741,1.021
54.771,1.030
54.801,1.018
54.831,1.021
54.861,1.026
54.891,1.024
54.921,1.024
54.951,1.026
54.981,1.023
55.011,1.019
55.041,1.024
55.071,1.019
55.101,1.015
55.131,1.029
55.161,1.025
55.191,1.028
55.221,1.020
55.251,1.021
55.281,1.026
55.311,1.029
55.341,1.023
55.371,1.021
55.401,1.023
55.431,1.018
55.461,1.023
55.491,1.027
55.521,1.025
55.551,1.018
55.581,1.019
55.611,1.021
55.641,1.021
55.671,1.021
55.701,1.021
55.731,1.021
55.761,1.023
55.791,1.020
55.821,1.022
55.851,1.023
55.881,1.021
55.911,1.015
55.941,1.019
55.971,1.026
56.001,1.021
56.031,1.025
56.061,1.026
56.091,1.021
56.121,1.021
56.151,1.024
56.181,1.023
56.211,1.021
56.241,1.019
56.271,1.026
56.301,1.025
56.331,1.021
56.361,1.023
56.391,1.019
56.421,1.020
56.451,1.024
56.481,1.021
56.511,1.019
56.541,1.021
56.571,1.021
56.601,1.021
