df_hash,22ZHK4.9B8R50
56.631,1.025
56.661,1.024
56.691,1.021
56.721,1.023
56.751,1.021
56.781,1.022
56.811,1.022
56.841,1.024
56.871,1.021
56.901,1.023
56.931,1.020
56.961,1.026
56.991,1.022
57.021,1.022
57.051,1.021
57.081,1.022
57.111,1.021
57.141,1.028
57.171,1.022
57.201,1.020
57.231,1.021
57.261,1.021
57.291,1.024
57.321,1.022
57.351,1.022
57.381,1.023
57.411,1.022
57.441,1.021
57.471,1.021
57.501,1.020
57.531,1.020
57.561,1.019
57.591,1.023
57.621,1.022
57.651,1.021
57.681,1.024
57.711,1.022
57.741,1.024
57.771,1.026
57.801,1.021
57.831,1.020
57.861,1.020
57.891,1.019
57.921,1.018
57.951,1.021
57.981,1.021
58.011,1.029
58.041,1.023
58.071,1.021
58.101,1.022
58.131,1.025
58.161,1.023
58.191,1.019
58.221,1.019
58.251,1.024
58.281,1.021
58.311,1.027
58.341,1.017
58.371,1.019
58.401,1.024
58.431,1.025
58.461,1.021
58.491,1.021
58.521,1.017
58.551,1.022
58.581,1.021
58.611,1.023
58.641,1.025
58.671,1.024
58.701,1.022
58.731,1.023
58.761,1.027
58.791,1.025
58.821,1.021
58.851,1.022
58.881,1.021
58.911,1.027
58.941,1.024
58.971,1.020
59.001,1.018
59.031,1.023
59.061,1.024
59.091,1.022
59.121,1.019
59.151,1.021
59.181,1.024
59.211,1.026
59.241,1.022
59.271,1.020
59.301,1.022
59.331,1.024
59.361,1.021
59.391,1.023
59.421,1.021
59.451,1.016
59.481,1.018
59.511,1.024
59.541,1.028
59.571,1.025
59.601,1.019
59.631,1.024
59.661,1.023
59.691,1.022
59.721,1.021
59.751,1.021
59.781,1.027
59.811,1.024
59.841,1.025
59.871,1.021
59.901,1.023
59.931,1.019
59.961,1.023
59.991,1.021
60.021,1.022
60.051,1.025
60.081,1.026
60.111,1.021
60.141,1.024
60.171,1.025
60.201,1.012
60.231,1.021
60.261,1.021
60.291,1.021
60.321,1.021
60.351,1.021
60.381,1.023
60.411,1.026
60.441,1.028
60.471,1.021
60.501,1.021
60.531,1.018
60.561,1.020
60.591,1.022
60.621,1.022
60.651,1.019
60.681,1.021
60.711,1.022
60.741,1.023
60.771,1.026
60.801,1.021
60.831,1.025
60.861,1.024
60.891,1.027
60.921,1.017
60.951,1.019
60.981,1.021
61.011,1.024
61.041,1.025
61.071,1.018
61.101,1.023
61.131,1.022
61.161,1.026
61.191,1.023
61.221,1.018
61.251,1.019
61.281,1.022
61.311,1.026
61.341,1.024
61.371,1.022
61.401,1.022
61.431,1.018
61.461,1.021
61.491,1.022
61.521,1.020
61.551,1.022
61.581,1.023
61.611,1.021
61.641,1.022
61.671,1.024
61.701,1.022
61.731,1.020
61.761,1.025
61.791,1.023
61.821,1.021
61.851,1.026
61.881,1.020
61.911,1.020
61.941,1.026
61.971,1.020
62.001,1.021
62.031,1.020
62.061,1.024
62.091,1.020
62.121,1.023
62.151,1.021
62.181,1.023
62.211,1.022
62.241,1.021
62.271,1.022
62.301,1.023
62.331,1.022
62.361,1.021
62.391,1.026
62.421,1.022
62.451,1.021
62.481,1.020
62.511,1.021
62.541,1.026
62.571,1.024
62.601,1.017
62.631,1.017
62.661,1.021
62.691,1.025
62.721,1.025
62.751,1.019
62.781,1.018
62.811,1.021
62.841,1.022
62.871,1.022
62.901,1.025
62.931,1.028
62.961,1.016
62.991,1.025
63.021,1.026
63.051,1.021
63.081,1.021
63.111,1.020
63.141,1.024
63.171,1.022
63.201,1.027
63.231,1.023
63.261,1.021
63.291,1.023
63.321,1.022
63.351,1.024
63.381,1.021
63.411,1.022
63.441,1.021
63.471,1.021
63.501,1.021
63.531,1.025
63.561,1.022
63.591,1.025
63.621,1.019
63.651,1.026
63.681,1.024
63.711,1.019
63.741,1.021
63.771,1.022
63.801,1.023
63.831,1.021
63.861,1.027
63.891,1.018
63.921,1.021
63.951,1.026
63.981,1.021
64.011,1.020
64.041,1.019
64.071,1.018
64.101,1.020
64.131,1.027
64.161,1.024
64.191,1.022
64.221,1.021
64.251,1.022
64.281,1.026
64.311,1.025
64.341,1.020
64.371,1.021
64.401,1.022
64.431,1.023
64.461,1.022
64.491,1.025
64.521,1.022
64.551,1.022
64.581,1.020
64.611,1.024
64.641,1.026
64.671,1.021
64.701,1.019
64.731,1.024
64.761,1.021
64.791,1.025
64.821,1.029
64.851,1.018
64.881,1.021
64.911,1.023
64.941,1.021
64.971,1.019
65.001,1.019
65.031,1.021
65.061,1.025
65.091,1.022
65.121,1.025
65.151,1.021
65.181,1.023
65.211,1.021
65.241,1.017
65.271,1.028
65.301,1.025
65.331,1.020
65.361,1.021
65.391,1.023
65.421,1.020
65.451,1.018
65.481,1.023
65.511,1.028
65.541,1.018
65.571,1.030
65.601,1.029
65.631,1.013
65.661,1.021
65.691,1.025
65.721,1.029
65.751,1.020
65.781,1.021
65.811,1.022
65.841,1.026
65.871,1.024
65.901,1.019
65.931,1.017
65.961,1.021
65.991,1.028
66.021,1.023
66.051,1.024
66.081,1.019
66.111,1.024
66.141,1.019
66.171,1.022
66.201,1.021
66.231,1.017
66.261,1.021
66.291,1.020
66.321,1.022
66.351,1.021
66.381,1.017
66.411,1.017
66.441,1.021
66.471,1.021
66.501,1.023
66.531,1.019
66.561,1.018
66.591,1.021
66.621,1.023
66.651,1.023
66.681,1.021
66.711,1.022
66.741,1.023
66.771,1.022
66.801,1.022
66.831,1.020
66.861,1.019
66.891,1.022
66.921,1.025
66.951,1.024
66.981,1.024
67.011,1.025
67.041,1.020
67.071,1.024
67.101,1.022
67.131,1.021
67.161,1.021
67.191,1.023
67.221,1.022
67.251,1.020
67.281,1.025
67.311,1.023
67.341,1.022
67.371,1.021
67.401,1.021
67.431,1.024
67.461,1.022
67.491,1.021
67.521,1.021
67.551,1.020
67.581,1.024
67.611,1.021
67.641,1.022
67.671,1.022
67.701,1.020
67.731,1.025
67.761,1.019
67.791,1.017
67.821,1.021
67.851,1.024
67.881,1.025
67.911,1.025
67.941,1.025
67.971,1.019
68.001,1.023
68.031,1.024
68.061,1.020
68.091,1.023
68.121,1.021
68.151,1.021
68.181,1.013
68.211,1.029
68.241,1.029
68.271,1.026
68.301,1.021
68.331,1.021
68.361,1.018
68.391,1.026
68.421,1.020
68.451,1.020
68.481,1.021
68.511,1.022
68.541,1.024
68.571,1.021
68.601,1.022
68.631,1.018
68.661,1.027
68.691,1.023
68.721,1.019
68.751,1.021
68.781,1.022
68.811,1.021
68.841,1.026
68.871,1.024
68.901,1.019
68.931,1.022
68.961,1.021
68.991,1.022
69.021,1.021
69.051,1.021
69.081,1.020
69.111,1.024
69.141,1.025
69.171,1.022
69.201,1.017
69.231,1.027
69.261,1.022
69.291,1.026
69.321,1.020
69.351,1.015
69.381,1.019
69.411,1.023
69.441,1.021
69.471,1.022
69.501,1.027
69.531,1.018
69.561,1.026
69.591,1.022
69.621,1.021
69.651,1.021
69.681,1.021
69.711,1.022
69.741,1.022
69.771,1.025
69.801,1.023
69.831,1.021
69.861,1.024
69.891,1.022
69.921,1.021
69.951,1.022
69.981,1.021
70.011,1.023
70.041,1.027
70.071,1.026
70.101,1.021
70.131,1.021
70.161,1.022
70.191,1.025
70.221,1.021
70.251,1.019
70.281,1.021
70.311,1.021
70.341,1.020
70.371,1.024
70.401,1.018
70.431,1.020
70.461,1.023
70.491,1.021
70.521,1.021
70.551,1.018
70.581,1.021
70.611,1.023
70.641,1.026
70.671,1.027
70.701,1.023
70.731,1.021
70.761,1.021
70.791,1.023
70.821,1.021
70.851,1.023
70.881,1.022
70.911,1.021
70.941,1.021
70.971,1.021
71.001,1.023
71.031,1.023
71.061,1.026
71.091,1.021
71.121,1.021
71.151,1.023
71.181,1.021
71.211,1.018
71.241,1.024
71.271,1.021
71.301,1.021
71.331,1.024
71.361,1.017
71.391,1.019
71.421,1.027
71.451,1.021
71.481,1.018
71.511,1.019
71.541,1.021
71.571,1.022
71.601,1.019
71.631,1.023
71.661,1.021
71.691,1.026
71.721,1.026
71.751,1.024
71.781,1.022
71.811,1.023
71.841,1.012
71.871,1.025
71.901,1.020
71.931,1.024
71.961,1.017
71.991,1.024
72.021,1.020
72.051,1.028
72.081,1.031
72.111,1.019
72.141,1.020
72.171,1.023
72.201,1.023
72.231,1.022
72.261,1.027
72.291,1.020
72.321,1.023
72.351,1.022
72.381,1.019
72.411,1.017
72.441,1.018
72.471,1.018
72.501,1.017
72.531,1.027
72.561,1.027
72.591,1.029
72.621,1.023
72.651,1.021
72.681,1.025
72.711,1.021
72.741,1.007
72.771,1.021
72.801,1.022
72.831,1.019
72.861,1.027
72.891,1.030
72.921,1.031
72.951,1.021
72.981,1.015
73.011,1.022
73.041,1.022
73.071,1.022
73.101,1.029
73.131,1.015
73.161,1.023
73.191,1.027
73.221,1.021
73.251,1.020
73.281,1.021
73.311,1.024
73.341,1.026
73.371,1.027
73.401,1.024
73.431,1.021
73.461,1.022
73.491,1.022
73.521,1.022
73.551,1.021
73.581,1.019
73.611,1.019
73.641,1.023
73.671,1.025
73.701,1.026
73.731,1.018
73.761,1.025
73.791,1.020
73.821,1.021
73.851,1.021
73.881,1.022
73.911,1.023
73.941,1.021
73.971,1.020
74.001,1.023
74.031,1.026
74.061,1.015
74.091,1.026
74.121,1.021
74.151,1.024
74.181,1.021
74.211,1.021
74.241,1.021
74.271,1.021
74.301,1.023
74.331,1.021
74.361,1.022
74.391,1.022
74.421,1.023
74.451,1.020
74.481,1.023
74.511,1.022
74.541,1.023
74.571,1.021
74.601,1.021
74.631,1.021
74.661,1.021
74.691,1.027
74.721,1.021
74.751,1.018
74.781,1.028
74.811,1.022
74.841,1.022
74.871,1.021
74.901,1.021
74.931,1.024
74.961,1.028
74.991,1.016
75.021,1.027
75.051,1.023
75.081,1.021
75.111,1.021
75.141,1.021
75.171,1.021
75.201,1.024
75.231,1.030
75.261,1.026
75.291,1.016
75.321,1.022
75.351,1.025
75.381,1.017
75.411,1.016
75.441,1.020
75.471,1.019
75.501,1.022
75.531,1.029
75.561,1.023
75.591,1.016
75.621,1.027
75.651,1.022
75.681,1.028
75.711,1.021
75.741,1.021
75.771,1.021
75.801,1.021
75.831,1.026
75.861,1.019
75.891,1.023
75.921,1.021
75.951,1.028
75.981,1.021
76.011,1.021
76.041,1.021
76.071,1.022
76.101,1.023
76.131,1.022
76.161,1.024
76.191,1.024
76.221,1.020
76.251,1.021
76.281,1.022
76.311,1.025
76.341,1.023
76.371,1.021
76.401,1.024
76.431,1.025
76.461,1.019
76.491,1.026
76.521,1.027
76.551,1.017
76.581,1.020
76.611,1.023
76.641,1.021
76.671,1.025
76.701,1.025
76.731,1.017
76.761,1.021
76.791,1.024
76.821,1.021
76.851,1.021
76.881,1.021
76.911,1.027
76.941,1.024
76.971,1.021
77.001,1.021
77.031,1.022
77.061,1.024
77.091,1.025
77.121,1.021
77.151,1.019
77.181,1.021
77.211,1.021
77.241,1.022
77.271,1.023
77.301,1.024
77.331,1.027
77.361,1.021
77.391,1.029
77.421,1.022
77.451,1.016
77.481,1.020
77.511,1.022
77.541,1.024
77.571,1.022
77.601,1.024
77.631,1.021
77.661,1.025
77.691,1.022
77.721,1.017
77.751,1.019
77.781,1.018
77.811,1.024
77.841,1.024
77.871,1.030
77.901,1.026
77.931,1.019
77.961,1.023
77.991,1.023
78.021,1.022
78.051,1.021
78.081,1.015
78.111,1.019
78.141,1.024
78.171,1.025
78.201,1.025
78.231,1.023
78.261,1.017
78.291,1.021
78.321,1.033
78.351,1.025
78.381,1.021
78.411,1.020
78.441,1.019
78.471,1.022
78.501,1.022
78.531,1.026
78.561,1.021
78.591,1.022
78.621,1.026
78.651,1.021
78.681,1.019
78.711,1.012
78.741,1.019
78.771,1.027
78.801,1.025
78.831,1.021
78.861,1.022
78.891,1.018
78.921,1.021
78.951,1.023
78.981,1.019
79.011,1.021
79.041,1.026
79.071,1.022
79.101,1.021
79.131,1.017
79.161,1.027
79.191,1.030
79.221,1.019
79.251,1.025
79.281,1.024
79.311,1.020
79.341,1.024
79.371,1.026
79.401,1.030
79.431,1.016
79.461,1.020
79.491,1.024
79.521,1.026
79.551,1.023
79.581,1.019
79.611,1.023
79.641,1.025
79.671,1.021
79.701,1.021
79.731,1.025
79.761,1.026
79.791,1.022
79.821,1.023
79.851,1.023
79.881,1.022
79.911,1.023
79.941,1.020
79.971,1.027
80.001,1.025
80.031,1.017
80.061,1.020
80.091,1.021
80.121,1.028
80.151,1.029
80.181,1.023
80.211,1.024
80.241,1.023
80.271,1.024
80.301,1.027
80.331,1.026
80.361,1.025
80.391,1.026
80.421,1.023
80.451,1.021
80.481,1.020
80.511,1.021
80.541,1.023
80.571,1.026
80.601,1.029
80.631,1.022
80.661,1.024
80.691,1.025
80.721,1.028
80.751,1.021
80.781,1.020
80.811,1.021
80.841,1.027
80.871,1.024
80.901,1.021
80.931,1.025
80.961,1.021
80.991,1.022
81.021,1.025
81.051,1.025
81.081,1.023
81.111,1.023
81.141,1.023
81.171,1.021
81.201,1.021
81.231,1.029
81.261,1.023
81.291,1.024
81.321,1.026
81.351,1.024
81.381,1.024
81.411,1.021
81.441,1.023
81.471,1.025
81.501,1.021
81.531,1.023
81.561,1.027
81.591,1.024
81.621,1.026
81.651,1.023
81.681,1.022
81.711,1.022
81.741,1.025
81.771,1.022
81.801,1.027
81.831,1.023
81.861,1.020
81.891,1.021
81.921,1.025
81.951,1.022
81.981,1.027
82.011,1.028
82.041,1.021
82.071,1.023
82.101,1.026
82.131,1.019
82.161,1.022
82.191,1.021
82.221,1.031
82.251,1.025
82.281,1.024
82.311,1.024
82.341,1.021
82.371,1.022
82.401,1.027
82.431,1.027
82.461,1.022
82.491,1.024
82.521,1.026
82.551,1.023
82.581,1.025
82.611,1.023
82.641,1.027
82.671,1.029
82.701,1.027
82.731,1.021
82.761,1.016
82.791,1.021
82.821,1.024
82.851,1.026
82.881,1.021
82.911,1.024
82.941,1.021
82.971,1.022
83.001,1.020
83.031,1.029
83.061,1.024
83.091,1.022
83.121,1.028
83.151,1.025
83.181,1.022
83.211,1.021
83.241,1.021
83.271,1.025
83.301,1.026
83.331,1.025
83.361,1.028
83.391,1.024
83.421,1.024
83.451,1.021
83.481,1.020
83.511,1.024
83.541,1.021
83.571,1.021
83.601,1.023
83.631,1.028
83.661,1.021
83.691,1.024
83.721,1.028
83.751,1.022
83.781,1.018
83.811,1.022
83.841,1.021
83.871,1.024
83.901,1.029
83.931,1.014
83.961,1.026
83.991,1.026
84.021,1.021
84.051,1.021
84.081,1.024
84.111,1.027
84.141,1.025
84.171,1.027
84.201,1.023
84.231,1.024
84.261,1.020
84.291,1.021
84.321,1.021
84.351,1.022
84.381,1.021
84.411,1.019
84.441,1.029
84.471,1.024
84.501,1.027
84.531,1.021
84.561,1.021
84.591,1.021
84.621,1.023
84.651,1.025
84.681,1.026
84.711,1.016
84.741,1.021
84.771,1.024
84.801,1.024
84.831,1.022
84.861,1.025
84.891,1.021
84.921,1.024
84.951,1.024
84.981,1.022
85.011,1.021
85.041,1.023
85.071,1.022
85.101,1.023
85.131,1.021
85.161,1.022
85.191,1.020
85.221,1.028
85.251,1.022
85.281,1.027
85.311,1.021
85.341,1.021
85.371,1.025
85.401,1.027
85.431,1.021
85.461,1.025
85.491,1.023
85.521,1.022
85.551,1.024
85.581,1.026
85.611,1.020
85.641,1.021
85.671,1.021
85.701,1.026
85.731,1.025
85.761,1.025
85.791,1.021
85.821,1.021
85.851,1.022
85.881,1.023
85.911,1.024
85.941,1.023
85.971,1.021
86.001,1.020
86.031,1.027
86.061,1.024
86.091,1.030
86.121,1.023
86.151,1.022
86.181,1.021
86.211,1.021
86.241,1.023
86.271,1.024
86.301,1.029
86.331,1.020
86.361,1.024
86.391,1.021
86.421,1.022
86.451,1.024
86.481,1.021
86.511,1.023
86.541,1.026
86.571,1.024
86.601,1.021
86.631,1.024
86.661,1.021
86.691,1.021
86.721,1.025
86.751,1.021
86.781,1.020
86.811,1.026
86.841,1.025
86.871,1.024
86.901,1.020
86.931,1.021
86.961,1.026
86.991,1.019
87.021,1.028
87.051,1.023
87.081,1.021
87.111,1.018
87.141,1.024
87.171,1.025
87.201,1.026
87.231,1.029
87.261,1.015
87.291,1.024
87.321,1.025
87.351,1.024
87.381,1.018
87.411,1.020
87.441,1.024
87.471,1.024
87.501,1.021
87.531,1.027
87.561,1.025
87.591,1.021
87.621,1.023
87.651,1.023
87.681,1.022
87.711,1.021
87.741,1.020
87.771,1.022
87.801,1.022
87.831,1.025
87.861,1.022
87.891,1.026
87.921,1.025
87.951,1.021
87.981,1.027
88.011,1.023
88.041,1.020
88.071,1.021
88.101,1.025
88.131,1.024
88.161,1.023
88.191,1.023
88.221,1.021
88.251,1.028
88.281,1.022
88.311,1.022
88.341,1.021
88.371,1.022
88.401,1.021
88.431,1.025
88.461,1.022
88.491,1.019
88.521,1.021
88.551,1.022
88.581,1.027
88.611,1.022
88.641,1.028
88.671,1.019
88.701,1.018
88.731,1.016
88.761,1.020
88.791,1.029
88.821,1.021
88.851,1.029
88.881,1.021
88.911,1.014
88.941,1.022
88.971,1.021
89.001,1.024
89.031,1.021
89.061,1.026
89.091,1.019
89.121,1.023
89.151,1.023
89.181,1.019
89.211,1.018
89.241,1.021
89.271,1.025
89.301,1.026
89.331,1.024
89.361,1.026
89.391,1.020
89.421,1.022
89.451,1.021
89.481,1.021
89.511,1.023
89.541,1.026
89.571,1.027
89.601,1.023
89.631,1.018
89.661,1.021
89.691,1.024
89.721,1.022
89.751,1.025
89.781,1.021
89.811,1.021
89.841,1.024
89.871,1.025
89.901,1.020
89.931,1.026
89.961,1.025
89.991,1.026
90.021,1.023
90.051,1.019
90.081,1.021
90.111,1.021
90.141,1.024
90.171,1.026
90.201,1.022
90.231,1.022
90.261,1.021
90.291,1.023
90.321,1.023
90.351,1.025
90.381,1.021
90.411,1.019
90.441,1.023
90.471,1.022
90.501,1.022
90.531,1.021
90.561,1.022
90.591,1.023
90.621,1.033
90.651,1.023
90.681,1.018
90.711,1.018
90.741,1.021
90.771,1.023
90.801,1.023
90.831,1.029
90.861,1.013
90.891,1.024
90.921,1.021
90.951,1.020
90.981,1.021
91.011,1.020
91.041,1.020
91.071,1.022
91.101,1.027
91.131,1.028
91.161,1.021
91.191,1.025
91.221,1.021
91.251,1.022
91.281,1.021
91.311,1.021
91.341,1.021
91.371,1.021
91.401,1.022
91.431,1.021
91.461,1.023
91.491,1.019
91.521,1.021
91.551,1.026
91.581,1.026
91.611,1.021
91.641,1.021
91.671,1.021
91.701,1.022
91.731,1.023
91.761,1.028
91.791,1.020
91.821,1.021
91.851,1.026
91.881,1.022
91.911,1.021
91.941,1.021
91.971,1.025
92.001,1.021
92.031,1.024
92.061,1.024
92.091,1.023
92.121,1.022
92.151,1.023
92.181,1.021
92.211,1.022
92.241,1.023
92.271,1.021
92.301,1.021
92.331,1.022
92.361,1.028
92.391,1.024
92.421,1.027
92.451,1.022
92.481,1.024
92.511,1.025
92.541,1.020
92.571,1.021
92.601,1.024
92.631,1.020
92.661,1.025
92.691,1.028
92.721,1.020
92.751,1.021
92.781,1.026
92.811,1.020
92.841,1.021
92.871,1.019
92.901,1.022
92.931,1.027
92.961,1.023
92.991,1.021
93.021,1.023
93.051,1.021
93.081,1.020
93.111,1.022
93.141,1.023
93.171,1.021
93.201,1.023
93.231,1.025
93.261,1.025
93.291,1.021
93.321,1.022
93.351,1.025
93.381,1.025
93.411,1.021
93.441,1.020
93.471,1.021
93.501,1.026
93.531,1.029
93.561,1.027
93.591,1.015
93.621,1.022
93.651,1.026
93.681,1.020
93.711,1.023
93.741,1.022
93.771,1.020
93.801,1.024
93.831,1.022
93.861,1.023
93.891,1.023
93.921,1.023
93.951,1.021
93.981,1.021
94.011,1.022
94.041,1.020
94.071,1.021
94.101,1.032
94.131,1.024
94.161,1.021
94.191,1.024
94.221,1.022
94.251,1.014
94.281,1.018
94.311,1.025
94.341,1.028
94.371,1.019
94.401,1.022
94.431,1.023
94.461,1.021
94.491,1.022
94.521,1.020
94.551,1.017
94.581,1.020
94.611,1.019
94.641,1.022
94.671,1.025
94.701,1.022
94.731,1.022
94.761,1.022
94.791,1.021
94.821,1.021
94.851,1.019
94.881,1.022
94.911,1.025
94.941,1.019
94.971,1.027
95.001,1.023
95.031,1.021
95.061,1.021
95.091,1.023
95.121,1.022
95.151,1.021
95.181,1.024
95.211,1.021
95.241,1.022
95.271,1.025
95.301,1.018
95.331,1.021
95.361,1.022
95.391,1.022
95.421,1.023
95.451,1.024
95.481,1.023
95.511,1.024
95.541,1.021
95.571,1.020
95.601,1.024
95.631,1.021
95.661,1.022
95.691,1.020
95.721,1.029
95.751,1.019
95.781,1.023
95.811,1.023
95.841,1.020
95.871,1.021
95.901,1.022
95.931,1.021
95.961,1.021
95.991,1.023
96.021,1.020
96.051,1.026
96.081,1.024
96.111,1.021
96.141,1.021
96.171,1.021
96.201,1.024
96.231,1.026
96.261,1.026
96.291,1.023
96.321,1.022
96.351,1.021
96.381,1.021
96.411,1.020
96.441,1.022
96.471,1.023
96.501,1.024
96.531,1.023
96.561,1.020
96.591,1.026
96.621,1.021
96.651,1.029
96.681,1.023
96.711,1.019
96.741,1.020
96.771,1.021
96.801,1.023
96.831,1.020
96.861,1.023
96.891,1.021
96.921,1.026
96.951,1.026
96.981,1.021
97.011,1.024
97.041,1.022
97.071,1.021
97.101,1.023
97.131,1.023
97.161,1.023
97.191,1.022
97.221,1.021
97.251,1.023
97.281,1.023
97.311,1.021
97.341,1.023
97.371,1.024
97.401,1.025
97.431,1.021
97.461,1.019
97.491,1.023
97.521,1.021
97.551,1.028
97.581,1.018
97.611,1.020
97.641,1.026
97.671,1.023
97.701,1.025
97.731,1.024
97.761,1.019
97.791,1.021
97.821,1.026
97.851,1.021
97.881,1.022
97.911,1.024
97.941,1.021
97.971,1.020
98.001,1.025
98.031,1.023
98.061,1.021
98.091,1.021
98.121,1.021
98.151,1.021
98.181,1.020
98.211,1.021
98.241,1.022
98.271,1.023
98.301,1.024
98.331,1.021
98.361,1.017
98.391,1.026
98.421,1.021
98.451,1.028
98.481,1.021
98.511,1.019
98.541,1.020
98.571,1.021
98.601,1.022
98.631,1.021
98.661,1.025
98.691,1.019
98.721,1.028
98.751,1.024
98.781,1.021
98.811,1.021
98.841,1.022
98.871,1.022
98.901,1.023
98.931,1.021
98.961,1.024
98.991,1.021
99.021,1.021
99.051,1.026
99.081,1.021
99.111,1.023
99.141,1.021
99.171,1.023
99.201,1.026
99.231,1.019
99.261,1.021
99.291,1.025
99.321,1.025
99.351,1.023
99.381,1.019
99.411,1.021
99.441,1.025
99.471,1.024
99.501,1.026
99.531,1.015
99.561,1.021
99.591,1.028
99.621,1.020
99.651,1.016
99.681,1.021
99.711,1.024
99.741,1.025
99.771,1.021
99.801,1.022
99.831,1.023
99.861,1.020
99.891,1.024
99.921,1.023
99.951,1.021
99.981,1.017
100.011,1.026
100.041,1.025
100.071,1.017
100.101,1.021
100.131,1.023
100.161,1.019
100.191,1.021
100.221,1.024
100.251,1.025
100.281,1.020
100.311,1.024
100.341,1.020
100.371,1.022
100.401,1.026
100.431,1.021
100.461,1.020
100.491,1.021
100.521,1.021
100.551,1.021
100.581,1.024
100.611,1.020
100.641,1.021
100.671,1.023
100.701,1.023
100.731,1.021
100.761,1.022
100.791,1.018
100.821,1.019
100.851,1.023
100.881,1.021
100.911,1.029
100.941,1.021
100.971,1.021
101.001,1.022
101.031,1.023
101.061,1.022
101.091,1.021
101.121,1.024
101.151,1.021
101.181,1.027
101.211,1.021
101.241,1.019
101.271,1.018
101.301,1.022
101.331,1.022
101.361,1.026
101.391,1.025
101.421,1.023
101.451,1.023
101.481,1.021
101.511,1.021
101.541,1.021
101.571,1.022
101.601,1.024
101.631,1.023
101.661,1.023
101.691,1.020
101.721,1.023
101.751,1.027
101.781,1.025
101.811,1.019
101.841,1.020
101.871,1.019
101.901,1.018
101.931,1.025
101.961,1.029
101.991,1.017
102.021,1.021
102.051,1.022
102.081,1.022
102.111,1.022
102.141,1.020
102.171,1.024
102.201,1.021
102.231,1.026
102.261,1.024
102.291,1.019
102.321,1.023
102.351,1.023
102.381,1.021
102.411,1.023
102.441,1.022
102.471,1.022
102.501,1.022
102.531,1.017
102.561,1.018
102.591,1.024
102.621,1.019
102.651,1.028
102.681,1.023
102.711,1.017
102.741,1.021
102.771,1.025
102.801,1.022
102.831,1.019
102.861,1.027
102.891,1.019
102.921,1.022
102.951,1.023
102.981,1.020
103.011,1.022
103.041,1.019
103.071,1.023
103.101,1.026
103.131,1.023
103.161,1.020
103.191,1.023
103.221,1.022
103.251,1.021
103.281,1.021
103.311,1.022
103.341,1.022
103.371,1.018
103.401,1.021
103.431,1.023
103.461,1.027
103.491,1.018
103.521,1.023
103.551,1.021
103.581,1.022
103.611,1.021
103.641,1.027
103.671,1.020
103.701,1.018
103.731,1.023
103.761,1.025
103.791,1.024
103.821,1.028
103.851,1.017
103.881,1.017
103.911,1.025
103.941,1.021
103.971,1.021
104.001,1.024
104.031,1.020
104.061,1.026
104.091,1.026
104.121,1.022
104.151,1.021
104.181,1.024
104.211,1.025
104.241,1.022
104.271,1.022
104.301,1.023
104.331,1.021
104.361,1.023
104.391,1.020
104.421,1.024
104.451,1.022
104.481,1.021
104.511,1.024
104.541,1.025
104.571,1.020
104.601,1.021
104.631,1.020
104.661,1.021
104.691,1.022
104.721,1.024
104.751,1.021
104.781,1.025
104.811,1.022
104.841,1.021
104.871,1.021
104.901,1.018
104.931,1.023
104.961,1.023
104.991,1.024
105.021,1.027
105.051,1.022
105.081,1.021
105.111,1.024
105.141,1.021
105.171,1.021
105.201,1.020
105.231,1.018
105.261,1.019
105.291,1.029
105.321,1.021
105.351,1.025
105.381,1.020
105.411,1.017
105.441,1.019
105.471,1.024
105.501,1.022
105.531,1.023
105.561,1.015
105.591,1.018
105.621,1.023
105.651,1.022
105.681,1.021
105.711,1.020
105.741,1.021
105.771,1.022
105.801,1.023
105.831,1.023
105.861,1.021
105.891,1.021
105.921,1.023
105.951,1.021
105.981,1.022
106.011,1.018
106.041,1.022
106.071,1.024
106.101,1.019
106.131,1.025
106.161,1.022
106.191,1.022
106.221,1.019
106.251,1.022
106.281,1.021
106.311,1.017
106.341,1.026
106.371,1.017
106.401,1.024
106.431,1.022
106.461,1.021
106.491,1.020
106.521,1.018
106.551,1.021
106.581,1.024
106.611,1.022
106.641,1.020
106.671,1.021
106.701,1.024
106.731,1.022
106.761,1.023
106.791,1.025
106.821,1.020
106.851,1.021
106.881,1.017
106.911,1.025
106.941,1.022
106.971,1.020
107.001,1.019
107.031,1.027
107.061,1.024
107.091,1.022
107.121,1.024
107.151,1.012
107.181,1.021
107.211,1.023
107.241,1.022
107.271,1.021
107.301,1.023
107.331,1.023
107.361,1.022
107.391,1.023
107.421,1.021
107.451,1.021
107.481,1.020
107.511,1.022
107.541,1.024
107.571,1.021
107.601,1.021
107.631,1.022
107.661,1.022
107.691,1.021
107.721,1.019
