df_hash,22ZHK4.VLRYU9
15.192,146
15.217,145
15.242,136
15.267,121
15.292,107
15.317,95
15.342,81
15.367,66
15.392,52
15.417,50
15.442,62
15.467,81
15.492,96
15.517,101
15.542,100
15.567,102
15.592,112
15.617,121
15.642,123
15.667,115
15.692,104
15.717,98
15.742,96
15.767,95
15.792,93
15.817,88
15.842,83
15.867,80
15.892,76
15.917,73
15.942,73
15.967,76
15.992,75
16.017,66
16.042,48
16.067,25
16.092,3
16.117,-15
16.142,-33
16.167,-48
16.192,-54
16.217,-41
16.242,-11
16.267,25
16.292,55
16.317,73
16.342,83
16.367,94
16.392,109
16.417,124
16.442,136
16.467,141
16.492,143
16.517,145
16.542,149
16.567,152
16.592,153
16.617,154
16.642,156
16.667,160
16.692,162
16.717,160
16.742,154
16.767,148
16.792,144
16.817,141
16.842,136
16.867,124
16.892,109
16.917,94
16.942,83
16.967,73
16.992,57
17.017,32
17.042,5
17.067,-11
17.092,-11
17.117,3
17.142,20
17.167,30
17.192,30
17.217,30
17.242,38
17.267,54
17.292,73
17.317,91
17.342,103
17.367,111
17.392,118
17.417,123
17.442,127
17.467,126
17.492,121
17.517,115
17.542,110
17.567,107
17.592,104
17.617,98
17.642,89
17.667,80
17.692,75
17.717,73
17.742,71
17.767,68
17.792,66
17.817,68
17.842,73
17.867,75
17.892,69
17.917,58
17.942,56
17.967,70
17.992,99
18.017,130
18.042,148
18.067,151
18.092,148
18.117,146
18.142,150
18.167,158
18.192,164
18.217,165
18.242,161
18.267,153
18.292,144
18.317,138
18.342,135
18.367,136
18.392,134
18.417,127
18.442,113
18.467,95
18.492,80
18.517,68
18.542,59
18.567,50
18.592,41
18.617,33
18.642,25
18.667,17
18.692,10
18.717,3
18.742,-5
18.767,-17
18.792,-30
18.817,-35
18.842,-27
18.867,-6
18.892,21
18.917,45
18.942,64
18.967,80
18.992,97
19.017,116
19.042,127
19.067,126
19.092,113
19.117,97
19.142,85
19.167,81
19.192,82
19.217,83
19.242,82
19.267,83
19.292,86
19.317,93
19.342,100
19.367,106
19.392,110
19.417,112
19.442,112
19.467,111
19.492,108
19.517,105
19.542,103
19.567,101
19.592,96
19.617,87
19.642,72
19.667,60
19.692,57
19.717,68
19.742,88
19.767,106
19.792,115
19.817,117
19.842,119
19.867,125
19.892,132
19.917,135
19.942,132
19.967,124
19.992,118
20.017,117
20.042,121
20.067,125
20.092,127
20.117,128
20.142,126
20.167,118
20.192,106
20.217,92
20.242,82
20.267,75
20.292,68
20.317,56
20.342,41
20.367,27
20.392,18
20.417,11
20.442,1
20.467,-12
20.492,-22
20.517,-18
20.542,1
20.567,31
20.592,60
20.617,83
20.642,101
20.667,119
20.692,137
20.717,152
20.742,158
20.767,155
20.792,150
20.817,148
20.842,151
20.867,153
20.892,151
20.917,143
20.942,132
20.967,124
20.992,119
21.017,117
21.042,113
21.067,106
21.092,97
21.117,91
21.142,84
21.167,74
21.192,56
21.217,33
21.242,14
21.267,7
21.292,15
21.317,33
21.342,53
21.367,69
21.392,80
21.417,90
21.442,100
21.467,109
21.492,115
21.517,118
21.542,119
21.567,121
21.592,124
21.617,129
21.642,132
21.667,132
21.692,129
21.717,124
21.742,118
21.767,111
21.792,101
21.817,86
21.842,70
21.867,57
21.892,47
21.917,34
21.942,15
21.967,-6
21.992,-21
22.017,-21
22.042,-5
22.067,17
22.092,40
22.117,59
22.142,78
22.167,100
22.192,121
22.217,137
22.242,144
22.267,143
22.292,142
22.317,142
22.342,145
22.367,146
22.392,144
22.417,139
22.442,134
22.467,128
22.492,121
22.517,113
22.542,103
22.567,93
22.592,84
22.617,75
22.642,64
22.667,48
22.692,27
22.717,5
22.742,-10
22.767,-13
22.792,-1
22.817,19
22.842,43
22.867,62
22.892,76
22.917,89
22.942,103
22.967,116
22.992,124
23.017,125
23.042,125
23.067,128
23.092,134
23.117,142
23.142,146
23.167,146
23.192,144
23.217,142
23.242,139
23.267,134
23.292,126
23.317,115
23.342,101
23.367,85
23.392,69
23.417,55
23.442,43
23.467,33
23.492,20
23.517,3
23.542,-13
23.567,-22
23.592,-16
23.617,2
23.642,28
23.667,54
23.692,74
23.717,90
23.742,103
23.767,114
23.792,125
23.817,133
23.842,138
23.867,140
23.892,139
23.917,137
23.942,138
23.967,143
23.992,149
24.017,153
24.042,153
24.067,147
24.092,139
24.117,129
24.142,119
24.167,109
24.192,99
24.217,88
24.242,76
24.267,65
24.292,56
24.317,50
24.342,42
24.367,30
24.392,12
24.417,-4
24.442,-9
24.467,1
24.492,21
24.517,40
24.542,49
24.567,51
24.592,54
24.617,63
24.642,78
24.667,90
24.692,97
24.717,100
24.742,106
24.767,116
24.792,128
24.817,137
24.842,143
24.867,147
24.892,152
24.917,156
24.942,158
24.967,155
24.992,147
25.017,138
25.042,130
25.067,122
25.092,115
25.117,104
25.142,92
25.167,80
25.192,68
25.217,56
25.242,40
25.267,20
25.292,4
25.317,-1
25.342,6
25.367,23
25.392,41
25.417,53
25.442,60
25.467,68
25.492,79
25.517,92
25.542,102
25.567,106
25.592,106
25.617,106
25.642,111
25.667,119
25.692,125
25.717,128
25.742,126
25.767,122
25.792,118
25.817,114
25.842,109
25.867,104
25.892,98
25.917,92
25.942,84
25.967,73
25.992,60
26.017,46
26.042,33
26.067,22
26.092,13
26.117,4
26.142,-6
26.167,-16
26.192,-21
26.217,-16
26.242,-3
26.267,13
26.292,28
26.317,41
26.342,55
26.367,70
26.392,87
26.417,101
26.442,110
26.467,117
26.492,123
26.517,132
26.542,144
26.567,157
26.592,168
26.617,175
26.642,180
26.667,184
26.692,191
26.717,201
26.742,209
26.767,210
26.792,204
26.817,193
26.842,185
26.867,179
26.892,174
26.917,165
26.942,150
26.967,133
26.992,114
27.017,96
27.042,79
27.067,66
27.092,62
27.117,68
27.142,74
27.167,66
27.192,37
27.217,-4
27.242,-40
27.267,-56
27.292,-47
27.317,-26
27.342,-4
27.367,13
27.392,30
27.417,50
27.442,71
27.467,88
27.492,100
27.517,107
27.542,111
27.567,111
27.592,108
27.617,102
27.642,97
27.667,94
27.692,93
27.717,89
27.742,82
27.767,75
27.792,72
27.817,71
27.842,69
27.867,61
27.892,49
27.917,38
27.942,35
27.967,40
27.992,54
28.017,73
28.042,93
28.067,113
28.092,130
28.117,141
28.142,148
28.167,152
28.192,153
28.217,153
28.242,150
28.267,147
28.292,143
28.317,137
28.342,127
28.367,112
28.392,96
28.417,84
28.442,77
28.467,73
28.492,66
28.517,55
28.542,41
28.567,31
28.592,26
28.617,22
28.642,18
28.667,12
28.692,10
28.717,18
28.742,36
28.767,59
28.792,80
28.817,97
28.842,111
28.867,124
28.892,135
28.917,141
28.942,139
28.967,131
28.992,121
29.017,114
29.042,111
29.067,109
29.092,107
29.117,102
29.142,96
29.167,89
29.192,83
29.217,75
29.242,64
29.267,51
29.292,42
29.317,37
29.342,36
29.367,31
29.392,23
29.417,15
29.442,14
29.467,22
29.492,36
29.517,50
29.542,62
29.567,74
29.592,93
29.617,116
29.642,138
29.667,152
29.692,155
29.717,153
29.742,154
29.767,159
29.792,165
29.817,169
29.842,171
29.867,171
29.892,169
29.917,165
29.942,154
29.967,137
29.992,118
30.017,100
30.042,85
30.067,73
30.092,62
30.117,51
30.142,38
30.167,23
30.192,6
30.217,-7
30.242,-10
30.267,-1
30.292,18
30.317,41
30.342,62
30.367,79
30.392,95
30.417,111
30.442,126
30.467,135
30.492,136
30.517,131
30.542,125
30.567,123
30.592,127
30.617,134
30.642,141
30.667,143
30.692,143
30.717,141
30.742,139
30.767,135
30.792,126
30.817,115
30.842,106
30.867,102
30.892,101
30.917,97
30.942,89
30.967,79
30.992,68
31.017,57
31.042,39
31.067,13
31.092,-14
31.117,-31
31.142,-30
31.167,-13
31.192,9
31.217,28
31.242,43
31.267,58
31.292,76
31.317,96
31.342,114
31.367,126
31.392,132
31.417,135
31.442,138
31.467,142
31.492,147
31.517,150
31.542,153
31.567,153
31.592,153
31.617,154
31.642,154
31.667,151
31.692,145
31.717,138
31.742,132
31.767,128
31.792,120
31.817,107
31.842,90
31.867,77
31.892,70
31.917,64
31.942,53
31.967,34
31.992,14
32.017,4
32.042,6
32.067,14
32.092,20
32.117,21
32.142,23
32.167,30
32.192,41
32.217,50
32.242,51
32.267,44
32.292,33
32.317,22
32.342,15
32.367,12
32.392,14
32.417,19
32.442,29
32.467,41
32.492,57
32.517,74
32.542,88
32.567,95
32.592,93
32.617,86
32.642,79
32.667,75
32.692,73
32.717,69
32.742,66
32.767,64
32.792,66
32.817,66
32.842,61
32.867,54
32.892,53
32.917,69
32.942,100
32.967,137
32.992,165
33.017,178
33.042,182
33.067,188
33.092,199
33.117,211
33.142,216
33.167,213
33.192,209
33.217,211
33.242,217
33.267,216
33.292,194
33.317,151
33.342,102
33.367,65
33.392,52
33.417,61
33.442,77
33.467,89
33.492,92
33.517,89
33.542,83
33.567,77
33.592,71
33.617,63
33.642,54
33.667,44
33.692,32
33.717,22
33.742,14
33.767,14
33.792,20
33.817,32
33.842,46
33.867,61
33.892,75
33.917,87
33.942,96
33.967,102
33.992,104
34.017,103
34.042,100
34.067,96
34.092,94
34.117,96
34.142,102
34.167,112
34.192,121
34.217,128
34.242,132
34.267,133
34.292,129
34.317,121
34.342,112
34.367,101
34.392,90
34.417,75
34.442,58
34.467,42
34.492,35
34.517,40
34.542,54
34.567,69
34.592,79
34.617,82
34.642,84
34.667,89
34.692,96
34.717,100
34.742,99
34.767,93
34.792,87
34.817,84
34.842,84
34.867,84
34.892,83
34.917,79
34.942,74
34.967,68
34.992,62
35.017,56
35.042,51
35.067,46
35.092,43
35.117,41
35.142,40
35.167,37
35.192,30
35.217,20
35.242,13
35.267,14
35.292,28
35.317,49
35.342,72
35.367,89
35.392,102
35.417,116
35.442,134
35.467,151
35.492,162
35.517,163
35.542,160
35.567,158
35.592,160
35.617,163
35.642,162
35.667,155
35.692,146
35.717,138
35.742,133
35.767,129
35.792,121
35.817,110
35.842,96
35.867,81
35.892,67
35.917,55
35.942,46
35.967,38
35.992,28
36.017,12
36.042,-6
36.067,-20
36.092,-23
36.117,-10
36.142,11
36.167,35
36.192,53
36.217,65
36.242,73
36.267,83
36.292,96
36.317,110
36.342,118
36.367,119
36.392,115
36.417,112
36.442,113
36.467,117
36.492,121
36.517,122
36.542,122
36.567,122
36.592,123
36.617,122
36.642,117
36.667,110
36.692,104
36.717,101
36.742,99
36.767,93
36.792,83
36.817,72
36.842,64
36.867,56
36.892,44
36.917,28
36.942,12
36.967,6
36.992,13
37.017,35
37.042,61
37.067,84
37.092,98
37.117,107
37.142,117
37.167,132
37.192,152
37.217,168
37.242,176
37.267,178
37.292,181
37.317,190
37.342,203
37.367,214
37.392,218
37.417,222
37.442,227
37.467,232
37.492,229
37.517,219
37.542,213
37.567,221
37.592,232
37.617,217
37.642,154
37.667,49
37.692,-58
37.717,-129
37.742,-149
37.767,-138
37.792,-125
37.817,-123
37.842,-121
37.867,-107
37.892,-78
37.917,-48
37.942,-26
37.967,-13
37.992,0
38.017,15
38.042,33
38.067,47
38.092,55
38.117,62
38.142,69
38.167,76
38.192,83
38.217,88
38.242,94
38.267,102
38.292,108
38.317,111
38.342,107
38.367,100
38.392,92
38.417,84
38.442,77
38.467,67
38.492,54
38.517,45
38.542,45
38.567,57
38.592,75
38.617,88
38.642,89
38.667,79
38.692,69
38.717,68
38.742,79
38.767,97
38.792,116
38.817,131
38.842,144
38.867,156
38.892,167
38.917,178
38.942,188
38.967,199
38.992,210
39.017,219
39.042,227
39.067,232
39.092,234
39.117,233
39.142,231
39.167,228
39.192,225
39.217,219
39.242,208
39.267,190
39.292,168
39.317,150
39.342,140
39.367,135
39.392,130
39.417,118
39.442,105
39.467,96
39.492,100
39.517,113
39.542,125
39.567,126
39.592,116
39.617,99
39.642,81
39.667,63
39.692,38
39.717,5
39.742,-31
39.767,-61
39.792,-78
39.817,-85
39.842,-88
39.867,-93
39.892,-95
39.917,-87
39.942,-66
39.967,-40
39.992,-21
40.017,-12
40.042,-7
40.067,4
40.092,28
40.117,57
40.142,80
40.167,96
40.192,110
40.217,126
40.242,145
40.267,159
40.292,164
40.317,156
40.342,138
40.367,109
40.392,69
40.417,21
40.442,-23
40.467,-56
40.492,-74
40.517,-80
40.542,-84
40.567,-88
40.592,-85
40.617,-68
40.642,-33
40.667,13
40.692,61
40.717,101
40.742,124
40.767,131
40.792,126
40.817,122
40.842,130
40.867,153
40.892,182
40.917,204
40.942,209
40.967,196
40.992,173
41.017,150
41.042,133
41.067,124
41.092,124
41.117,134
41.142,151
41.167,169
41.192,184
41.217,193
41.242,200
41.267,207
41.292,217
41.317,230
41.342,243
41.367,257
41.392,268
41.417,271
41.442,261
41.467,235
41.492,197
41.517,158
41.542,126
41.567,104
41.592,88
41.617,73
41.642,56
41.667,39
41.692,25
41.717,11
41.742,-6
41.767,-31
41.792,-61
41.817,-89
41.842,-108
41.867,-113
41.892,-105
41.917,-85
41.942,-52
41.967,-11
41.992,30
42.017,60
42.042,76
42.067,83
42.092,93
42.117,113
42.142,138
42.167,160
42.192,171
42.217,174
42.242,175
42.267,175
42.292,170
42.317,159
42.342,150
42.367,151
42.392,168
42.417,196
42.442,219
42.467,224
42.492,207
42.517,170
42.542,122
42.567,72
42.592,24
42.617,-20
42.642,-61
42.667,-97
42.692,-126
42.717,-141
42.742,-135
42.767,-110
42.792,-72
42.817,-34
42.842,-2
42.867,21
42.892,44
42.917,67
42.942,88
42.967,103
42.992,110
43.017,113
43.042,120
43.067,136
43.092,159
43.117,185
43.142,206
43.167,219
43.192,223
43.217,219
43.242,209
43.267,195
43.292,177
43.317,158
43.342,136
43.367,114
43.392,93
43.417,74
43.442,56
43.467,38
43.492,19
43.517,0
43.542,-11
43.567,-12
43.592,-1
43.617,17
43.642,36
43.667,52
43.692,66
43.717,80
43.742,95
43.767,106
43.792,110
43.817,109
43.842,106
43.867,107
43.892,112
43.917,116
43.942,117
43.967,116
43.992,115
44.017,114
44.042,112
44.067,108
44.092,102
44.117,98
44.142,94
44.167,87
44.192,75
44.217,59
44.242,44
44.267,31
44.292,17
44.317,1
44.342,-12
44.367,-17
44.392,-8
44.417,11
44.442,34
44.467,53
44.492,66
44.517,78
44.542,90
44.567,103
44.592,112
44.617,118
44.642,122
44.667,126
44.692,131
44.717,134
44.742,138
44.767,141
44.792,143
44.817,142
44.842,138
44.867,131
44.892,125
44.917,119
44.942,110
44.967,100
44.992,89
45.017,81
45.042,75
45.067,66
45.092,54
45.117,46
45.142,51
45.167,72
45.192,100
45.217,122
45.242,133
45.267,138
45.292,147
45.317,161
45.342,172
45.367,174
45.392,169
45.417,165
45.442,168
45.467,173
45.492,174
45.517,169
45.542,160
45.567,149
45.592,137
45.617,122
45.642,104
45.667,86
45.692,71
45.717,56
45.742,35
45.767,7
45.792,-23
45.817,-46
45.842,-56
45.867,-51
45.892,-35
45.917,-17
45.942,-4
45.967,1
45.992,4
46.017,11
46.042,25
46.067,43
46.092,56
46.117,60
46.142,56
46.167,53
46.192,55
46.217,61
46.242,67
46.267,72
46.292,76
46.317,80
46.342,81
46.367,79
46.392,74
46.417,70
46.442,70
46.467,68
46.492,58
46.517,39
46.542,23
46.567,22
46.592,41
46.617,70
46.642,99
46.667,120
46.692,136
46.717,152
46.742,170
46.767,186
46.792,196
46.817,196
46.842,190
46.867,180
46.892,171
46.917,165
46.942,162
46.967,160
46.992,158
47.017,155
47.042,150
47.067,146
47.092,140
47.117,131
47.142,118
47.167,102
47.192,86
47.217,74
47.242,62
47.267,48
47.292,33
47.317,22
47.342,21
47.367,31
47.392,48
47.417,65
47.442,80
47.467,91
47.492,100
47.517,110
47.542,120
47.567,129
47.592,135
47.617,136
47.642,130
47.667,121
47.692,113
47.717,109
47.742,108
47.767,107
47.792,104
47.817,98
47.842,91
47.867,83
47.892,74
47.917,62
47.942,49
47.967,38
47.992,30
48.017,24
48.042,17
48.067,10
48.092,2
48.117,-5
48.142,-15
48.167,-27
48.192,-34
48.217,-32
48.242,-17
48.267,5
48.292,28
48.317,47
48.342,64
48.367,83
48.392,103
48.417,122
48.442,133
48.467,136
48.492,137
48.517,143
48.542,156
48.567,172
48.592,186
48.617,196
48.642,199
48.667,197
48.692,192
48.717,186
48.742,178
48.767,170
48.792,161
48.817,150
48.842,137
48.867,125
48.892,112
48.917,98
48.942,82
48.967,62
48.992,39
49.017,16
49.042,-3
49.067,-18
49.092,-23
49.117,-16
49.142,0
49.167,25
49.192,49
49.217,69
49.242,85
49.267,99
49.292,110
49.317,116
49.342,114
49.367,109
49.392,105
49.417,108
49.442,115
49.467,121
49.492,122
49.517,121
49.542,122
49.567,125
49.592,123
49.617,110
49.642,89
49.667,69
49.692,57
49.717,53
49.742,49
49.767,40
49.792,29
49.817,18
49.842,11
49.867,2
49.892,-8
49.917,-17
49.942,-16
49.967,-1
49.992,24
50.017,52
50.042,76
50.067,98
50.092,121
50.117,144
50.142,162
50.167,170
50.192,169
50.217,165
50.242,161
50.267,158
50.292,152
50.317,145
50.342,138
50.367,133
50.392,130
50.417,127
50.442,123
50.467,119
50.492,117
50.517,113
50.542,108
50.567,98
50.592,86
50.617,74
50.642,61
50.667,49
50.692,41
50.717,40
50.742,48
50.767,64
50.792,83
50.817,100
50.842,114
50.867,123
50.892,129
50.917,131
50.942,130
50.967,126
50.992,122
51.017,122
51.042,125
51.067,127
51.092,125
51.117,120
51.142,114
51.167,109
51.192,106
51.217,99
51.242,89
51.267,75
51.292,61
51.317,47
51.342,31
51.367,15
51.392,2
51.417,-1
51.442,7
51.467,25
51.492,45
51.517,62
51.542,75
51.567,85
51.592,93
51.617,97
51.642,96
51.667,91
51.692,85
51.717,80
51.742,77
51.767,76
51.792,78
51.817,85
51.842,94
51.867,100
51.892,99
51.917,90
51.942,78
51.967,66
51.992,56
52.017,47
52.042,37
52.067,23
52.092,8
52.117,-5
52.142,-10
52.167,-3
52.192,16
52.217,42
52.242,66
52.267,85
52.292,103
52.317,123
52.342,145
52.367,165
52.392,176
52.417,177
52.442,174
52.467,171
52.492,170
52.517,170
52.542,169
52.567,167
52.592,162
52.617,154
52.642,140
52.667,123
52.692,107
52.717,94
52.742,83
52.767,72
52.792,58
52.817,44
52.842,30
52.867,16
52.892,-2
52.917,-23
52.942,-38
52.967,-36
52.992,-17
53.017,12
53.042,42
53.067,65
53.092,85
53.117,105
53.142,126
53.167,146
53.192,160
53.217,167
53.242,170
53.267,169
53.292,166
53.317,160
53.342,154
53.367,150
53.392,148
53.417,146
53.442,142
53.467,135
53.492,126
53.517,116
53.542,106
53.567,97
53.592,87
53.617,78
53.642,70
53.667,61
53.692,50
53.717,35
53.742,16
53.767,0
53.792,-9
53.817,-6
53.842,6
53.867,24
53.892,42
53.917,58
53.942,73
53.967,89
53.992,107
54.017,122
54.042,130
54.067,131
54.092,128
54.117,127
54.142,128
54.167,129
54.192,126
54.217,121
54.242,117
54.267,114
54.292,112
54.317,108
54.342,101
54.367,92
54.392,84
54.417,76
54.442,69
54.467,61
54.492,53
54.517,47
54.542,41
54.567,32
54.592,20
54.617,4
54.642,-5
54.667,-3
54.692,11
54.717,33
54.742,53
54.767,68
54.792,79
54.817,92
54.842,111
54.867,131
54.892,147
54.917,156
54.942,160
54.967,164
54.992,169
55.017,173
55.042,172
55.067,167
55.092,160
55.117,153
55.142,145
55.167,133
55.192,121
55.217,112
55.242,107
55.267,102
55.292,94
55.317,79
55.342,62
55.367,49
55.392,40
55.417,31
55.442,16
55.467,0
55.492,-12
55.517,-9
55.542,6
55.567,26
55.592,40
55.617,45
55.642,49
55.667,58
55.692,71
55.717,80
55.742,82
55.767,80
55.792,79
55.817,84
55.842,93
55.867,101
55.892,105
55.917,108
55.942,112
55.967,116
55.992,120
56.017,119
56.042,116
56.067,113
56.092,112
56.117,111
56.142,107
56.167,100
56.192,91
56.217,80
56.242,70
56.267,63
56.292,62
56.317,67
56.342,77
56.367,83
56.392,82
56.417,75
56.442,69
56.467,71
56.492,78
56.517,84
56.542,84
56.567,80
56.592,78
56.617,85
56.642,98
56.667,110
56.692,116
56.717,116
56.742,115
56.767,114
56.792,113
56.817,109
56.842,99
56.867,88
56.892,77
56.917,67
56.942,55
56.967,40
56.992,26
57.017,19
57.042,22
57.067,35
57.092,50
57.117,62
57.142,73
57.167,84
57.192,99
57.217,116
57.242,130
57.267,138
57.292,142
57.317,145
57.342,150
57.367,156
57.392,160
57.417,161
57.442,160
57.467,158
57.492,157
57.517,154
57.542,148
57.567,142
57.592,136
57.617,128
57.642,117
57.667,99
57.692,80
57.717,66
57.742,62
57.767,67
57.792,75
57.817,81
57.842,86
57.867,94
57.892,105
57.917,119
57.942,128
57.967,129
57.992,123
58.017,113
58.042,102
58.067,93
58.092,84
58.117,76
58.142,68
58.167,59
58.192,49
58.217,37
58.242,25
58.267,13
58.292,2
58.317,-7
58.342,-15
58.367,-23
58.392,-31
58.417,-42
58.442,-53
58.467,-58
58.492,-48
58.517,-23
58.542,10
58.567,40
58.592,62
58.617,79
58.642,98
58.667,120
58.692,140
58.717,151
58.742,154
58.767,156
58.792,164
58.817,176
58.842,184
58.867,183
58.892,176
58.917,171
58.942,169
58.967,165
58.992,156
59.017,141
59.042,126
59.067,112
59.092,98
59.117,84
59.142,70
59.167,58
59.192,44
59.217,23
59.242,-1
59.267,-20
59.292,-18
59.317,6
59.342,41
59.367,69
59.392,83
59.417,90
59.442,102
59.467,120
59.492,136
59.517,142
59.542,140
59.567,140
59.592,144
59.617,149
59.642,149
59.667,145
59.692,143
59.717,145
59.742,148
59.767,143
59.792,129
59.817,111
59.842,96
59.867,85
59.892,73
59.917,60
59.942,48
59.967,40
59.992,34
60.017,25
60.042,8
60.067,-12
60.092,-24
60.117,-20
60.142,-2
60.167,23
60.192,49
60.217,71
60.242,91
60.267,111
60.292,132
60.317,153
60.342,171
60.367,184
60.392,190
60.417,192
60.442,193
60.467,193
60.492,192
60.517,184
60.542,168
60.567,144
60.592,119
60.617,101
60.642,91
60.667,85
60.692,81
60.717,74
60.742,65
60.767,56
60.792,49
60.817,45
60.842,41
60.867,34
60.892,20
60.917,0
60.942,-20
60.967,-30
60.992,-24
61.017,-6
61.042,14
61.067,30
61.092,43
61.117,59
61.142,79
61.167,99
61.192,114
61.217,121
61.242,122
61.267,124
61.292,127
61.317,130
61.342,131
61.367,131
61.392,133
61.417,136
61.442,136
61.467,131
61.492,121
61.517,110
61.542,102
61.567,97
61.592,93
