df_hash,22ZHK4.VLRYU9
14.167,1.026
14.197,1.023
14.227,1.024
14.257,1.025
14.287,1.024
14.317,1.025
14.347,1.022
14.377,1.025
14.407,1.029
14.437,1.022
14.467,1.020
14.497,1.021
14.527,1.023
14.557,1.026
14.587,1.024
14.617,1.019
14.647,1.023
14.677,1.020
14.707,1.021
14.737,1.027
14.767,1.022
14.797,1.020
14.827,1.025
14.857,1.027
14.887,1.021
14.917,1.025
14.947,1.023
14.977,1.023
15.007,1.024
15.037,1.023
15.067,1.023
15.097,1.025
15.127,1.022
15.157,1.023
15.187,1.025
15.217,1.025
15.247,1.022
15.277,1.022
15.307,1.022
15.337,1.025
15.367,1.021
15.397,1.023
15.427,1.027
15.457,1.027
15.487,1.026
15.517,1.020
15.547,1.021
15.577,1.020
15.607,1.027
15.637,1.026
15.667,1.025
15.697,1.024
15.727,1.025
15.757,1.025
15.787,1.019
15.817,1.024
15.847,1.023
15.877,1.023
15.907,1.023
15.937,1.024
15.967,1.025
15.997,1.024
16.027,1.021
16.057,1.022
16.087,1.024
16.117,1.026
16.147,1.025
16.177,1.023
16.207,1.021
16.237,1.019
16.267,1.026
16.297,1.028
16.327,1.027
16.357,1.022
16.387,1.023
16.417,1.021
16.447,1.021
16.477,1.021
16.507,1.029
16.537,1.026
16.567,1.021
16.597,1.028
16.627,1.023
16.657,1.019
16.687,1.019
16.717,1.028
16.747,1.021
16.777,1.022
16.807,1.026
16.837,1.021
16.867,1.024
16.897,1.024
16.927,1.025
16.957,1.021
16.987,1.026
17.017,1.023
17.047,1.024
17.077,1.022
17.107,1.025
17.137,1.021
17.167,1.029
17.197,1.030
17.227,1.026
17.257,1.024
17.287,1.024
17.317,1.023
17.347,1.022
17.377,1.025
17.407,1.028
17.437,1.018
17.467,1.025
17.497,1.026
17.527,1.023
17.557,1.021
17.587,1.023
17.617,1.025
17.647,1.024
17.677,1.025
17.707,1.025
17.737,1.025
17.767,1.024
17.797,1.026
17.827,1.025
17.857,1.023
17.887,1.021
17.917,1.023
17.947,1.028
17.977,1.027
18.007,1.026
18.037,1.023
18.067,1.021
18.097,1.026
18.127,1.027
18.157,1.024
18.187,1.024
18.217,1.031
18.247,1.024
18.277,1.025
18.307,1.023
18.337,1.021
18.367,1.025
18.397,1.024
18.427,1.025
18.457,1.021
18.487,1.020
18.517,1.021
18.547,1.026
18.577,1.024
18.607,1.021
18.637,1.021
18.667,1.022
18.697,1.028
18.727,1.022
18.757,1.023
18.787,1.027
18.817,1.021
18.847,1.023
18.877,1.024
18.907,1.023
18.937,1.024
18.967,1.029
18.997,1.021
19.027,1.025
19.057,1.022
19.087,1.020
19.117,1.021
19.147,1.020
19.177,1.025
19.207,1.025
19.237,1.024
19.267,1.025
19.297,1.025
19.327,1.029
19.357,1.025
19.387,1.023
19.417,1.021
19.447,1.021
19.477,1.023
19.507,1.023
19.537,1.021
19.567,1.025
19.597,1.022
19.627,1.019
19.657,1.027
19.687,1.028
19.717,1.025
19.747,1.022
19.777,1.027
19.807,1.023
19.837,1.021
19.867,1.021
19.897,1.025
19.927,1.025
19.957,1.026
19.987,1.024
20.017,1.023
20.047,1.021
20.077,1.024
20.107,1.024
20.137,1.023
20.167,1.017
20.197,1.028
20.227,1.026
20.257,1.024
20.287,1.025
20.317,1.021
20.347,1.021
20.377,1.023
20.407,1.028
20.437,1.024
20.467,1.021
20.497,1.012
20.527,1.027
20.557,1.024
20.587,1.021
20.617,1.022
20.647,1.022
20.677,1.023
20.707,1.024
20.737,1.024
20.767,1.024
20.797,1.024
20.827,1.023
20.857,1.024
20.887,1.025
20.917,1.022
20.947,1.021
20.977,1.020
21.007,1.022
21.037,1.024
21.067,1.030
21.097,1.028
21.127,1.019
21.157,1.027
21.187,1.021
21.217,1.025
21.247,1.026
21.277,1.021
21.307,1.016
21.337,1.027
21.367,1.029
21.397,1.020
21.427,1.022
21.457,1.028
21.487,1.026
21.517,1.025
21.547,1.026
21.577,1.024
21.607,1.025
21.637,1.024
21.667,1.026
21.697,1.021
21.727,1.027
21.757,1.025
21.787,1.024
21.817,1.021
21.847,1.023
21.877,1.024
21.907,1.024
21.937,1.028
21.967,1.024
21.997,1.021
22.027,1.023
22.057,1.024
22.087,1.025
22.117,1.027
22.147,1.023
22.177,1.016
22.207,1.029
22.237,1.028
22.267,1.021
22.297,1.024
22.327,1.024
22.357,1.027
22.387,1.028
22.417,1.024
22.447,1.023
22.477,1.025
22.507,1.026
22.537,1.022
22.567,1.024
22.597,1.022
22.627,1.024
22.657,1.028
22.687,1.023
22.717,1.025
22.747,1.021
22.777,1.021
22.807,1.029
22.837,1.026
22.867,1.021
22.897,1.023
22.927,1.022
22.957,1.025
22.987,1.025
23.017,1.025
23.047,1.021
23.077,1.025
23.107,1.024
23.137,1.021
23.167,1.023
23.197,1.021
23.227,1.027
23.257,1.027
23.287,1.031
23.317,1.025
23.347,1.026
23.377,1.026
23.407,1.020
23.437,1.024
23.467,1.025
23.497,1.024
23.527,1.023
23.557,1.023
23.587,1.026
23.617,1.021
23.647,1.026
23.677,1.032
23.707,1.028
23.737,1.022
23.767,1.022
23.797,1.024
23.827,1.022
23.857,1.026
23.887,1.026
23.917,1.022
23.947,1.022
23.977,1.025
24.007,1.024
24.037,1.025
24.067,1.024
24.097,1.026
24.127,1.025
24.157,1.029
24.187,1.022
24.217,1.025
24.247,1.026
24.277,1.022
24.307,1.024
24.337,1.020
24.367,1.025
24.397,1.026
24.427,1.026
24.457,1.023
24.487,1.024
24.517,1.025
24.547,1.028
24.577,1.029
24.607,1.026
24.637,1.021
24.667,1.026
24.697,1.024
24.727,1.022
24.757,1.026
24.787,1.029
24.817,1.019
24.847,1.030
24.877,1.027
24.907,1.024
24.937,1.024
24.967,1.021
24.997,1.027
25.027,1.025
25.057,1.025
25.087,1.023
25.117,1.026
25.147,1.022
25.177,1.025
25.207,1.026
25.237,1.027
25.267,1.028
25.297,1.024
25.327,1.024
25.357,1.021
25.387,1.027
25.417,1.036
25.447,1.029
25.477,1.018
25.507,1.022
25.537,1.025
25.567,1.025
25.597,1.024
25.627,1.028
25.657,1.024
25.687,1.020
25.717,1.026
25.747,1.025
25.777,1.021
25.807,1.025
25.837,1.024
25.867,1.025
25.897,1.022
25.927,1.021
25.957,1.026
25.987,1.027
26.017,1.023
26.047,1.021
26.077,1.021
26.107,1.028
26.137,1.027
26.167,1.031
26.197,1.024
26.227,1.026
26.257,1.025
26.287,1.025
26.317,1.028
26.347,1.027
26.377,1.026
26.407,1.030
26.437,1.025
26.467,1.025
26.497,1.025
26.527,1.021
26.557,1.024
26.587,1.024
26.617,1.024
26.647,1.025
26.677,1.025
26.707,1.024
26.737,1.027
26.767,1.027
26.797,1.025
26.827,1.023
26.857,1.018
26.887,1.025
26.917,1.027
26.947,1.029
26.977,1.024
27.007,1.020
27.037,1.023
27.067,1.028
27.097,1.025
27.127,1.027
27.157,1.023
27.187,1.016
27.217,1.026
27.247,1.027
27.277,1.022
27.307,1.021
27.337,1.026
27.367,1.022
27.397,1.028
27.427,1.025
27.457,1.021
27.487,1.025
27.517,1.025
27.547,1.023
27.577,1.024
27.607,1.025
27.637,1.025
27.667,1.022
27.697,1.022
27.727,1.029
27.757,1.031
27.787,1.021
27.817,1.021
27.847,1.025
27.877,1.022
27.907,1.024
27.937,1.031
27.967,1.021
27.997,1.021
28.027,1.025
28.057,1.028
28.087,1.021
28.117,1.021
28.147,1.027
28.177,1.025
28.207,1.027
28.237,1.019
28.267,1.023
28.297,1.026
28.327,1.023
28.357,1.027
28.387,1.024
28.417,1.026
28.447,1.027
28.477,1.027
28.507,1.024
28.537,1.021
28.567,1.026
28.597,1.026
28.627,1.032
28.657,1.025
28.687,1.019
28.717,1.023
28.747,1.024
28.777,1.023
28.807,1.030
28.837,1.023
28.867,1.016
28.897,1.025
28.927,1.025
28.957,1.021
28.987,1.023
29.017,1.027
29.047,1.026
29.077,1.023
29.107,1.026
29.137,1.027
29.167,1.026
29.197,1.026
29.227,1.026
29.257,1.026
29.287,1.022
29.317,1.028
29.347,1.026
29.377,1.023
29.407,1.023
29.437,1.021
29.467,1.023
29.497,1.033
29.527,1.026
29.557,1.021
29.587,1.021
29.617,1.025
29.647,1.023
29.677,1.026
29.707,1.031
29.737,1.026
29.767,1.019
29.797,1.025
29.827,1.025
29.857,1.022
29.887,1.023
29.917,1.026
29.947,1.026
29.977,1.025
30.007,1.023
30.037,1.027
30.067,1.021
30.097,1.023
30.127,1.025
30.157,1.026
30.187,1.023
30.217,1.025
30.247,1.021
30.277,1.023
30.307,1.023
30.337,1.024
30.367,1.026
30.397,1.028
30.427,1.026
30.457,1.022
30.487,1.026
30.517,1.026
30.547,1.021
30.577,1.027
30.607,1.027
30.637,1.015
30.667,1.028
30.697,1.028
30.727,1.023
30.757,1.020
30.787,1.026
30.817,1.026
30.847,1.023
30.877,1.028
30.907,1.026
30.937,1.026
30.967,1.026
30.997,1.024
31.027,1.023
31.057,1.028
31.087,1.025
31.117,1.016
31.147,1.028
31.177,1.029
31.207,1.026
31.237,1.025
31.267,1.023
31.297,1.021
31.327,1.025
31.357,1.022
31.387,1.028
31.417,1.026
31.447,1.031
31.477,1.021
31.507,1.028
31.537,1.024
31.567,1.021
31.597,1.023
31.627,1.023
31.657,1.024
31.687,1.026
31.717,1.023
31.747,1.027
31.777,1.030
31.807,1.028
31.837,1.024
31.867,1.022
31.897,1.027
31.927,1.025
31.957,1.026
31.987,1.025
32.017,1.024
32.047,1.025
32.077,1.025
32.107,1.025
32.137,1.026
32.167,1.024
32.197,1.025
32.227,1.019
32.257,1.023
32.287,1.028
32.317,1.024
32.347,1.020
32.377,1.024
32.407,1.025
32.437,1.025
32.467,1.025
32.497,1.026
32.527,1.024
32.557,1.025
32.587,1.025
32.617,1.020
32.647,1.021
32.677,1.025
32.707,1.033
32.737,1.027
32.767,1.027
32.797,1.024
32.827,1.022
32.857,1.026
32.887,1.021
32.917,1.026
32.947,1.030
32.977,1.021
33.007,1.014
33.037,1.028
33.067,1.029
33.097,1.021
33.127,1.023
33.157,1.027
33.187,1.026
33.217,1.027
33.247,1.024
33.277,1.025
33.307,1.023
33.337,1.023
33.367,1.022
33.397,1.026
33.427,1.023
33.457,1.027
33.487,1.027
33.517,1.021
33.547,1.025
33.577,1.030
33.607,1.028
33.637,1.024
33.667,1.026
33.697,1.022
33.727,1.024
33.757,1.024
33.787,1.029
33.817,1.023
33.847,1.021
33.877,1.027
33.907,1.025
33.937,1.021
33.967,1.023
33.997,1.026
34.027,1.025
34.057,1.027
34.087,1.026
34.117,1.023
34.147,1.025
34.177,1.023
34.207,1.022
34.237,1.023
34.267,1.027
34.297,1.024
34.327,1.026
34.357,1.024
34.387,1.020
34.417,1.025
34.447,1.027
34.477,1.027
34.507,1.025
34.537,1.020
34.567,1.021
34.597,1.020
34.627,1.024
34.657,1.026
34.687,1.023
34.717,1.015
34.747,1.027
34.777,1.030
34.807,1.021
34.837,1.023
34.867,1.025
34.897,1.028
34.927,1.024
34.957,1.023
34.987,1.025
35.017,1.028
35.047,1.023
35.077,1.027
35.107,1.022
35.137,1.025
35.167,1.026
35.197,1.026
35.227,1.025
35.257,1.024
35.287,1.024
35.317,1.024
35.347,1.027
35.377,1.026
35.407,1.019
35.437,1.022
35.467,1.026
35.497,1.023
35.527,1.023
35.557,1.023
35.587,1.020
35.617,1.023
35.647,1.029
35.677,1.030
35.707,1.021
35.737,1.024
35.767,1.025
35.797,1.025
35.827,1.024
35.857,1.024
35.887,1.028
35.917,1.022
35.947,1.022
35.977,1.025
36.007,1.021
36.037,1.023
36.067,1.023
36.097,1.021
36.127,1.026
36.157,1.028
36.187,1.032
36.217,1.022
36.247,1.022
36.277,1.022
36.307,1.028
36.337,1.023
36.367,1.027
36.397,1.025
36.427,1.034
36.457,1.024
36.487,1.030
36.517,1.022
36.547,1.021
36.577,1.025
36.607,1.023
36.637,1.026
36.667,1.027
36.697,1.025
36.727,1.023
36.757,1.026
36.787,1.029
36.817,1.023
36.847,1.025
36.877,1.026
36.907,1.023
36.937,1.026
36.967,1.025
36.997,1.021
37.027,1.021
37.057,1.022
37.087,1.028
37.117,1.028
37.147,1.024
37.177,1.022
37.207,1.026
37.237,1.025
37.267,1.033
37.297,1.020
37.327,1.021
37.357,1.022
37.387,1.022
37.417,1.028
37.447,1.024
37.477,1.028
37.507,1.022
37.537,1.021
37.567,1.021
37.597,1.026
37.627,1.023
37.657,1.023
37.687,1.030
37.717,1.027
37.747,1.025
37.777,1.028
37.807,1.024
37.837,1.021
37.867,1.028
37.897,1.028
37.927,1.027
37.957,1.027
37.987,1.017
38.017,1.027
38.047,1.027
38.077,1.021
38.107,1.026
38.137,1.022
38.167,1.030
38.197,1.026
38.227,1.026
38.257,1.024
38.287,1.027
38.317,1.022
38.347,1.018
38.377,1.026
38.407,1.026
38.437,1.027
38.467,1.024
38.497,1.021
38.527,1.021
38.557,1.028
38.587,1.031
38.617,1.026
38.647,1.027
38.677,1.027
38.707,1.022
38.737,1.029
38.767,1.033
38.797,1.027
38.827,1.015
38.857,1.026
38.887,1.028
38.917,1.023
38.947,1.020
38.977,1.031
39.007,1.027
39.037,1.031
39.067,1.024
39.097,1.026
39.127,1.022
39.157,1.027
39.187,1.030
39.217,1.023
39.247,1.025
39.277,1.027
39.307,1.024
39.337,1.021
39.367,1.028
39.397,1.030
39.427,1.027
39.457,1.024
39.487,1.021
39.517,1.023
39.547,1.025
39.577,1.026
39.607,1.026
39.637,1.028
39.667,1.022
39.697,1.028
39.727,1.027
39.757,1.021
39.787,1.024
39.817,1.026
39.847,1.024
39.877,1.027
39.907,1.024
39.937,1.027
39.967,1.026
39.997,1.021
40.027,1.024
40.057,1.027
40.087,1.027
40.117,1.021
40.147,1.022
40.177,1.024
40.207,1.027
40.237,1.032
40.267,1.029
40.297,1.021
40.327,1.022
40.357,1.024
40.387,1.025
40.417,1.028
40.447,1.027
40.477,1.017
40.507,1.028
40.537,1.026
40.567,1.021
40.597,1.021
40.627,1.026
40.657,1.028
40.687,1.025
40.717,1.027
40.747,1.023
40.777,1.026
40.807,1.021
40.837,1.027
40.867,1.023
40.897,1.029
40.927,1.025
40.957,1.027
40.987,1.026
41.017,1.027
41.047,1.029
41.077,1.027
41.107,1.023
41.137,1.024
41.167,1.028
41.197,1.021
41.227,1.027
41.257,1.026
41.287,1.021
41.317,1.026
41.347,1.027
41.377,1.023
41.407,1.021
41.437,1.026
41.467,1.026
41.497,1.025
41.527,1.028
41.557,1.024
41.587,1.025
41.617,1.023
41.647,1.023
41.677,1.030
41.707,1.027
41.737,1.025
41.767,1.023
41.797,1.019
41.827,1.029
41.857,1.031
41.887,1.026
41.917,1.019
41.947,1.025
41.977,1.023
42.007,1.025
42.037,1.025
42.067,1.029
42.097,1.033
42.127,1.024
42.157,1.029
42.187,1.022
42.217,1.022
42.247,1.029
42.277,1.026
42.307,1.027
42.337,1.022
42.367,1.025
42.397,1.027
42.427,1.027
42.457,1.028
42.487,1.022
42.517,1.021
42.547,1.032
42.577,1.027
42.607,1.029
42.637,1.026
42.667,1.024
42.697,1.022
42.727,1.027
42.757,1.028
42.787,1.024
42.817,1.023
42.847,1.020
42.877,1.026
42.907,1.029
42.937,1.021
42.967,1.027
42.997,1.026
43.027,1.025
43.057,1.025
43.087,1.025
43.117,1.030
43.147,1.034
43.177,1.024
43.207,1.024
43.237,1.023
43.267,1.023
43.297,1.021
43.327,1.030
43.357,1.027
43.387,1.025
43.417,1.026
43.447,1.024
43.477,1.023
43.507,1.024
43.537,1.023
43.567,1.024
43.597,1.023
43.627,1.027
43.657,1.026
43.687,1.022
43.717,1.024
43.747,1.024
43.777,1.031
43.807,1.024
43.837,1.023
43.867,1.027
43.897,1.031
43.927,1.027
43.957,1.026
43.987,1.020
44.017,1.027
44.047,1.031
44.077,1.027
44.107,1.028
44.137,1.023
44.167,1.023
44.197,1.025
44.227,1.027
44.257,1.026
44.287,1.023
44.317,1.022
44.347,1.027
44.377,1.024
44.407,1.021
44.437,1.021
44.467,1.026
44.497,1.026
44.527,1.025
44.557,1.026
44.587,1.025
44.617,1.028
44.647,1.025
44.677,1.028
44.707,1.027
44.737,1.021
44.767,1.020
44.797,1.027
44.827,1.028
44.857,1.028
44.887,1.029
44.917,1.025
44.947,1.023
44.977,1.022
45.007,1.025
45.037,1.026
45.067,1.023
45.097,1.021
45.127,1.032
45.157,1.027
45.187,1.027
45.217,1.020
45.247,1.027
45.277,1.029
45.307,1.026
45.337,1.029
45.367,1.031
45.397,1.029
45.427,1.024
45.457,1.025
45.487,1.025
45.517,1.026
45.547,1.029
45.577,1.026
45.607,1.029
45.637,1.025
45.667,1.026
45.697,1.032
45.727,1.027
45.757,1.027
45.787,1.023
45.817,1.024
45.847,1.027
45.877,1.024
45.907,1.031
45.937,1.027
45.967,1.025
45.997,1.030
46.027,1.024
46.057,1.022
46.087,1.022
46.117,1.030
46.147,1.030
46.177,1.026
46.207,1.026
46.237,1.030
46.267,1.023
46.297,1.022
46.327,1.025
46.357,1.024
46.387,1.027
46.417,1.026
46.447,1.023
46.477,1.022
46.507,1.022
46.537,1.025
46.567,1.026
46.597,1.034
46.627,1.033
46.657,1.026
46.687,1.024
46.717,1.020
46.747,1.021
46.777,1.023
46.807,1.026
46.837,1.019
46.867,1.032
46.897,1.039
46.927,1.031
46.957,1.021
46.987,1.020
47.017,1.025
47.047,1.024
47.077,1.024
47.107,1.025
47.137,1.031
47.167,1.030
47.197,1.023
47.227,1.025
47.257,1.030
47.287,1.023
47.317,1.024
47.347,1.021
47.377,1.024
47.407,1.027
47.437,1.032
47.467,1.026
47.497,1.025
47.527,1.027
47.557,1.028
47.587,1.027
47.617,1.031
47.647,1.028
47.677,1.019
47.707,1.027
47.737,1.026
47.767,1.021
47.797,1.029
47.827,1.031
47.857,1.020
47.887,1.022
47.917,1.024
47.947,1.024
47.977,1.029
48.007,1.030
48.037,1.024
48.067,1.026
48.097,1.032
48.127,1.023
48.157,1.030
48.187,1.029
48.217,1.020
48.247,1.021
48.277,1.024
48.307,1.029
48.337,1.029
48.367,1.030
48.397,1.026
48.427,1.021
48.457,1.025
48.487,1.027
48.517,1.021
48.547,1.026
48.577,1.024
48.607,1.025
48.637,1.024
48.667,1.027
48.697,1.028
48.727,1.031
48.757,1.027
48.787,1.022
48.817,1.025
48.847,1.028
48.877,1.030
48.907,1.030
48.937,1.027
48.967,1.027
48.997,1.023
49.027,1.025
49.057,1.021
49.087,1.026
49.117,1.033
49.147,1.019
49.177,1.030
49.207,1.035
49.237,1.023
49.267,1.028
49.297,1.024
49.327,1.032
49.357,1.028
49.387,1.028
49.417,1.026
49.447,1.029
49.477,1.031
49.507,1.025
49.537,1.024
49.567,1.021
49.597,1.022
49.627,1.028
49.657,1.031
49.687,1.028
49.717,1.029
49.747,1.026
49.777,1.026
49.807,1.024
49.837,1.029
49.867,1.029
49.897,1.029
49.927,1.026
49.957,1.023
49.987,1.024
50.017,1.023
50.047,1.030
50.077,1.029
50.107,1.026
50.137,1.026
50.167,1.024
50.197,1.024
50.227,1.027
50.257,1.025
50.287,1.030
50.317,1.028
50.347,1.027
50.377,1.020
50.407,1.028
50.437,1.033
50.467,1.027
50.497,1.029
50.527,1.025
50.557,1.025
50.587,1.025
50.617,1.025
50.647,1.029
50.677,1.023
50.707,1.026
50.737,1.029
50.767,1.028
50.797,1.025
50.827,1.027
50.857,1.027
50.887,1.026
50.917,1.030
50.947,1.028
50.977,1.025
51.007,1.026
51.037,1.027
51.067,1.026
51.097,1.028
51.127,1.031
51.157,1.029
51.187,1.027
51.217,1.019
51.247,1.024
51.277,1.032
51.307,1.028
51.337,1.023
51.367,1.024
51.397,1.027
51.427,1.022
51.457,1.026
51.487,1.029
51.517,1.029
51.547,1.021
51.577,1.028
51.607,1.029
51.637,1.025
51.667,1.025
51.697,1.032
51.727,1.028
51.757,1.026
51.787,1.027
51.817,1.026
51.847,1.026
51.877,1.024
51.907,1.023
51.937,1.028
51.967,1.025
51.997,1.027
52.027,1.026
52.057,1.028
52.087,1.029
52.117,1.031
52.147,1.028
52.177,1.024
52.207,1.023
52.237,1.027
52.267,1.029
52.297,1.028
52.327,1.024
52.357,1.028
52.387,1.022
52.417,1.027
52.447,1.029
52.477,1.023
52.507,1.021
52.537,1.030
52.567,1.031
52.597,1.022
52.627,1.026
52.657,1.027
52.687,1.027
52.717,1.025
52.747,1.026
52.777,1.030
52.807,1.031
52.837,1.026
52.867,1.025
52.897,1.025
52.927,1.028
52.957,1.027
52.987,1.030
53.017,1.030
53.047,1.024
53.077,1.022
53.107,1.023
53.137,1.024
53.167,1.032
53.197,1.024
53.227,1.017
53.257,1.025
53.287,1.034
53.317,1.029
53.347,1.024
53.377,1.026
53.407,1.027
53.437,1.024
53.467,1.027
53.497,1.032
53.527,1.031
53.557,1.021
53.587,1.027
53.617,1.032
53.647,1.026
53.677,1.021
53.707,1.024
53.737,1.032
53.767,1.030
53.797,1.028
53.827,1.024
53.857,1.023
53.887,1.023
53.917,1.024
53.947,1.027
53.977,1.026
54.007,1.027
54.037,1.023
54.067,1.028
54.097,1.027
54.127,1.023
54.157,1.026
54.187,1.025
54.217,1.027
54.247,1.024
54.277,1.028
54.307,1.025
54.337,1.028
54.367,1.029
54.397,1.025
54.427,1.021
54.457,1.025
54.487,1.029
54.517,1.030
54.547,1.023
54.577,1.023
54.607,1.026
54.637,1.030
54.667,1.024
54.697,1.028
54.727,1.023
54.757,1.021
54.787,1.026
54.817,1.028
54.847,1.024
54.877,1.025
54.907,1.027
54.937,1.028
54.967,1.026
54.997,1.022
55.027,1.026
55.057,1.029
55.087,1.024
55.117,1.023
55.147,1.025
55.177,1.033
55.207,1.029
55.237,1.022
55.267,1.028
55.297,1.021
55.327,1.023
55.357,1.029
55.387,1.027
55.417,1.027
55.447,1.030
55.477,1.017
55.507,1.030
55.537,1.029
55.567,1.022
55.597,1.022
55.627,1.028
55.657,1.026
55.687,1.024
55.717,1.025
55.747,1.027
55.777,1.026
55.807,1.029
55.837,1.026
55.867,1.027
55.897,1.023
55.927,1.022
55.957,1.030
55.987,1.031
56.017,1.028
56.047,1.023
56.077,1.026
56.107,1.025
56.137,1.027
56.167,1.029
56.197,1.025
56.227,1.027
56.257,1.036
56.287,1.028
56.317,1.025
56.347,1.023
56.377,1.028
56.407,1.027
56.437,1.028
56.467,1.029
56.497,1.024
56.527,1.027
56.557,1.023
