df_hash,22ZHK4.A7NV4E
14.692,1.008
14.722,1.014
14.752,1.004
14.782,1.013
14.812,1.011
14.842,1.004
14.872,1.004
14.902,1.008
14.932,1.009
14.962,1.011
14.992,1.008
15.022,1.007
15.052,1.006
15.082,1.008
15.112,1.009
15.142,1.008
15.172,1.008
15.202,1.008
15.232,1.009
15.262,1.005
15.292,1.009
15.322,1.006
15.352,1.002
15.382,1.015
15.412,1.012
15.442,1.004
15.472,1.005
15.502,1.009
15.532,1.009
15.562,1.011
15.592,1.001
15.622,1.009
15.652,1.009
15.682,1.005
15.712,1.009
15.742,1.008
15.772,1.009
15.802,1.007
15.832,1.005
15.862,1.003
15.892,1.007
15.922,1.006
15.952,1.008
15.982,1.011
16.012,1.008
16.042,1.002
16.072,1.007
16.102,1.007
16.132,1.008
16.162,0.999
16.192,1.004
16.222,1.009
16.252,1.016
16.282,1.006
16.312,1.001
16.342,1.002
16.372,1.012
16.402,1.011
16.432,1.012
16.462,1.001
16.492,1.011
16.522,1.011
16.552,1.005
16.582,1.009
16.612,1.009
16.642,1.009
16.672,1.007
16.702,1.005
16.732,1.003
16.762,1.013
16.792,1.008
16.822,1.008
16.852,1.008
16.882,1.008
16.912,1.005
16.942,1.006
16.972,1.006
17.002,1.009
17.032,0.996
17.062,1.008
17.092,1.012
17.122,1.014
17.152,1.005
17.182,0.998
17.212,1.006
17.242,1.011
17.272,1.005
17.302,1.005
17.332,0.998
17.362,1.012
17.392,1.009
17.422,1.005
17.452,1.009
17.482,1.003
17.512,1.007
17.542,1.002
17.572,1.005
17.602,1.008
17.632,1.006
17.662,1.010
17.692,1.012
17.722,1.008
17.752,1.006
17.782,1.007
17.812,1.010
17.842,1.004
17.872,1.009
17.902,1.007
17.932,1.007
17.962,1.013
17.992,1.009
18.022,1.002
18.052,1.003
18.082,1.006
18.112,1.009
18.142,1.012
18.172,1.000
18.202,1.006
18.232,1.008
18.262,1.006
18.292,1.006
18.322,1.006
18.352,1.006
18.382,1.007
18.412,1.004
18.442,1.003
18.472,1.004
18.502,1.007
18.532,1.009
18.562,1.010
18.592,1.009
18.622,1.000
18.652,1.002
18.682,1.001
18.712,1.006
18.742,1.014
18.772,1.011
18.802,1.005
18.832,1.002
18.862,1.005
18.892,1.007
18.922,1.008
18.952,1.010
18.982,1.002
19.012,1.009
19.042,1.005
19.072,1.007
19.102,1.007
19.132,1.009
19.162,1.006
19.192,1.005
19.222,1.010
19.252,1.007
19.282,1.006
19.312,1.009
19.342,1.006
19.372,1.003
19.402,1.004
19.432,1.004
19.462,1.011
19.492,1.010
19.522,0.999
19.552,1.014
19.582,1.011
19.612,1.004
19.642,1.004
19.672,1.009
19.702,1.009
19.732,1.007
19.762,1.003
19.792,1.001
19.822,1.007
19.852,1.006
19.882,1.006
19.912,1.007
19.942,1.007
19.972,1.007
20.002,1.006
20.032,1.006
20.062,1.002
20.092,1.007
20.122,1.006
20.152,1.010
20.182,1.006
20.212,1.009
20.242,1.005
20.272,1.006
20.302,1.003
20.332,1.002
20.362,1.007
20.392,1.010
20.422,1.005
20.452,0.998
20.482,1.004
20.512,1.007
20.542,1.012
20.572,1.014
20.602,1.000
20.632,1.006
20.662,1.010
20.692,1.006
20.722,1.004
20.752,1.008
20.782,1.012
20.812,1.007
20.842,1.008
20.872,1.006
20.902,1.007
20.932,1.008
20.962,1.007
20.992,1.006
21.022,1.006
21.052,1.008
21.082,1.009
21.112,1.011
21.142,1.001
21.172,1.004
21.202,1.010
21.232,1.013
21.262,1.007
21.292,1.002
21.322,1.006
21.352,1.010
21.382,1.007
21.412,1.008
21.442,1.002
21.472,1.012
21.502,1.003
21.532,1.005
21.562,1.006
21.592,1.006
21.622,1.007
21.652,1.007
21.682,1.007
21.712,1.006
21.742,1.005
21.772,1.009
21.802,1.007
21.832,1.008
21.862,1.008
21.892,1.009
21.922,1.007
21.952,1.012
21.982,1.003
22.012,1.002
22.042,1.012
22.072,1.012
22.102,1.002
22.132,1.004
22.162,1.009
22.192,1.011
22.222,1.009
22.252,1.004
22.282,1.002
22.312,1.009
22.342,1.006
22.372,1.003
22.402,1.005
22.432,1.010
22.462,1.009
22.492,1.007
22.522,1.005
22.552,1.006
22.582,1.006
22.612,1.008
22.642,1.005
22.672,1.002
22.702,1.006
22.732,1.008
22.762,1.007
22.792,1.011
22.822,1.005
22.852,1.005
22.882,1.012
22.912,1.010
22.942,1.000
22.972,1.001
23.002,1.008
23.032,1.012
23.062,1.009
23.092,1.000
23.122,1.008
23.152,1.010
23.182,1.008
23.212,1.002
23.242,1.003
23.272,1.009
23.302,1.011
23.332,1.006
23.362,1.008
23.392,1.006
23.422,1.010
23.452,1.009
23.482,1.008
23.512,1.003
23.542,1.005
23.572,1.009
23.602,1.006
23.632,1.011
23.662,1.009
23.692,1.007
23.722,1.015
23.752,1.008
23.782,1.002
23.812,1.003
23.842,1.007
23.872,1.008
23.902,1.011
23.932,1.002
23.962,1.006
23.992,1.012
24.022,1.006
24.052,1.007
24.082,1.008
24.112,1.005
24.142,1.009
24.172,1.006
24.202,1.005
24.232,1.006
24.262,1.011
24.292,1.009
24.322,1.009
24.352,1.009
24.382,1.006
24.412,1.008
24.442,1.011
24.472,1.009
24.502,1.005
24.532,1.002
24.562,1.015
24.592,1.015
24.622,1.002
24.652,1.002
24.682,1.009
24.712,1.010
24.742,1.007
24.772,1.008
24.802,1.001
24.832,1.012
24.862,1.006
24.892,1.003
24.922,1.003
24.952,1.006
24.982,1.009
25.012,1.010
25.042,1.006
25.072,1.003
25.102,1.006
25.132,1.009
25.162,1.009
25.192,1.007
25.222,1.006
25.252,1.006
25.282,1.006
25.312,1.001
25.342,1.009
25.372,1.009
25.402,1.006
25.432,1.013
25.462,1.008
25.492,1.003
25.522,1.000
25.552,1.009
25.582,1.009
25.612,1.012
25.642,1.001
25.672,1.008
25.702,1.010
25.732,1.006
25.762,1.003
25.792,1.008
25.822,1.005
25.852,1.007
25.882,1.006
25.912,1.008
25.942,1.008
25.972,1.007
26.002,1.007
26.032,1.009
26.062,1.007
26.092,1.006
26.122,1.011
26.152,1.012
26.182,1.009
26.212,1.003
26.242,1.004
26.272,1.019
26.302,1.016
26.332,1.003
26.362,1.006
26.392,1.005
26.422,1.012
26.452,1.007
26.482,1.006
26.512,1.005
26.542,1.013
26.572,1.006
26.602,1.005
26.632,1.009
26.662,1.006
26.692,1.009
26.722,1.009
26.752,1.009
26.782,1.008
26.812,1.006
26.842,1.008
26.872,1.002
26.902,1.006
26.932,1.011
26.962,1.009
26.992,0.999
27.022,1.003
27.052,1.007
27.082,1.013
27.112,1.012
27.142,1.007
27.172,1.002
27.202,1.006
27.232,1.010
27.262,1.009
27.292,1.010
27.322,1.006
27.352,1.011
27.382,1.007
27.412,1.009
27.442,1.013
27.472,1.014
27.502,1.004
27.532,1.009
27.562,1.005
27.592,1.003
27.622,1.006
27.652,1.005
27.682,1.006
27.712,1.008
27.742,1.004
27.772,1.012
27.802,1.012
27.832,1.008
27.862,1.013
27.892,1.008
27.922,1.003
27.952,1.001
27.982,1.005
28.012,1.008
28.042,1.003
28.072,1.001
28.102,1.003
28.132,1.011
28.162,1.008
28.192,1.007
28.222,1.007
28.252,1.006
28.282,1.011
28.312,1.005
28.342,1.007
28.372,1.005
28.402,1.011
28.432,1.008
28.462,1.007
28.492,1.009
28.522,1.002
28.552,1.008
28.582,1.012
28.612,1.004
28.642,1.011
28.672,1.011
28.702,1.005
28.732,1.008
28.762,1.007
28.792,1.008
28.822,1.008
28.852,1.000
28.882,1.010
28.912,1.010
28.942,1.004
28.972,1.010
29.002,1.008
29.032,1.007
29.062,1.010
29.092,1.004
29.122,1.005
29.152,1.007
29.182,1.006
29.212,1.010
29.242,1.009
29.272,1.006
29.302,1.003
29.332,1.007
29.362,1.005
29.392,1.010
29.422,1.012
29.452,1.000
29.482,1.011
29.512,1.007
29.542,1.000
29.572,1.003
29.602,1.009
29.632,1.014
29.662,1.007
29.692,1.002
29.722,1.006
29.752,1.010
29.782,1.008
29.812,1.005
29.842,1.008
29.872,1.008
29.902,1.008
29.932,1.009
29.962,1.008
29.992,1.007
30.022,1.007
30.052,1.008
30.082,1.009
30.112,1.008
30.142,1.010
30.172,1.005
30.202,1.007
30.232,1.007
30.262,1.013
30.292,1.012
30.322,1.001
30.352,1.017
30.382,1.010
30.412,1.004
30.442,1.006
30.472,1.010
30.502,1.011
30.532,1.007
30.562,1.000
30.592,1.010
30.622,1.010
30.652,1.004
30.682,1.007
30.712,1.007
30.742,1.011
30.772,1.011
30.802,1.009
30.832,1.007
30.862,1.005
30.892,1.005
30.922,1.008
30.952,1.010
30.982,1.009
31.012,1.007
31.042,1.009
31.072,1.005
31.102,1.006
31.132,1.001
31.162,1.007
31.192,1.011
31.222,1.012
31.252,1.007
31.282,1.004
31.312,1.007
31.342,1.010
31.372,1.010
31.402,1.004
31.432,0.998
31.462,1.010
31.492,1.008
31.522,1.004
31.552,1.004
31.582,1.012
31.612,1.009
31.642,1.011
31.672,1.009
31.702,1.009
31.732,1.010
31.762,1.010
31.792,1.005
31.822,1.010
31.852,1.009
31.882,1.009
31.912,1.009
31.942,1.010
31.972,1.010
32.002,1.013
32.032,1.010
32.062,1.011
32.092,1.006
32.122,1.002
32.152,1.011
32.182,1.008
32.212,1.016
32.242,1.015
32.272,1.010
32.302,1.014
32.332,1.005
32.362,1.001
32.392,1.005
32.422,1.010
32.452,1.011
32.482,1.012
32.512,1.003
32.542,1.018
32.572,1.006
32.602,1.014
32.632,1.008
32.662,1.007
32.692,1.004
32.722,1.008
32.752,1.009
32.782,1.015
32.812,1.073
32.842,1.127
32.872,1.089
32.902,1.046
32.932,1.025
32.962,0.993
32.992,0.959
33.022,0.956
33.052,0.955
33.082,0.976
33.112,0.995
33.142,1.000
33.172,0.998
33.202,0.998
33.232,1.010
33.262,1.012
33.292,1.008
33.322,1.008
33.352,1.020
33.382,1.007
33.412,0.991
33.442,0.997
33.472,1.005
33.502,1.001
33.532,0.989
33.562,0.974
33.592,0.977
33.622,0.986
33.652,1.000
33.682,1.006
33.712,1.006
33.742,1.025
33.772,1.032
33.802,1.031
33.832,1.038
33.862,1.027
33.892,1.026
33.922,1.022
33.952,1.022
33.982,1.025
34.012,1.011
34.042,1.013
34.072,1.013
34.102,1.009
34.132,1.007
34.162,1.006
34.192,1.008
34.222,1.009
34.252,1.009
34.282,1.009
34.312,1.010
34.342,1.010
34.372,1.009
34.402,1.006
34.432,1.007
34.462,1.010
34.492,1.011
34.522,1.013
34.552,1.015
34.582,1.008
34.612,1.013
34.642,1.014
34.672,1.006
34.702,1.007
34.732,1.011
34.762,1.012
34.792,1.013
34.822,1.006
34.852,1.010
34.882,1.012
34.912,1.006
34.942,1.005
34.972,1.009
35.002,1.010
35.032,1.013
35.062,1.013
35.092,1.009
35.122,1.012
35.152,1.012
35.182,1.011
35.212,1.007
35.242,1.010
35.272,1.008
35.302,1.012
35.332,1.006
35.362,1.010
35.392,1.010
35.422,1.016
35.452,1.011
35.482,1.006
35.512,1.006
35.542,1.015
35.572,1.014
35.602,1.021
35.632,1.004
35.662,1.015
35.692,1.023
35.722,1.047
35.752,1.057
35.782,1.069
35.812,1.031
35.842,1.003
35.872,0.986
35.902,0.968
35.932,0.967
35.962,0.968
35.992,0.986
36.022,1.001
36.052,1.000
36.082,1.005
36.112,1.001
36.142,1.015
36.172,1.006
36.202,0.993
36.232,0.996
36.262,1.007
36.292,1.006
36.322,1.009
36.352,1.000
36.382,1.007
36.412,1.007
36.442,1.002
36.472,0.997
36.502,1.003
36.532,1.005
36.562,1.006
36.592,1.004
36.622,1.005
36.652,1.003
36.682,1.001
36.712,0.995
36.742,1.001
36.772,1.004
36.802,1.007
36.832,1.007
36.862,1.004
36.892,1.010
36.922,1.038
36.952,1.020
36.982,0.963
37.012,0.983
37.042,0.994
37.072,0.998
37.102,1.001
37.132,1.000
37.162,1.009
37.192,0.996
37.222,0.992
37.252,1.014
37.282,1.016
37.312,1.003
37.342,1.011
37.372,1.020
37.402,1.012
37.432,1.003
37.462,1.009
37.492,1.016
37.522,1.017
37.552,1.017
37.582,1.017
37.612,1.013
37.642,1.010
37.672,1.004
37.702,1.005
37.732,1.006
37.762,1.010
37.792,1.008
37.822,1.011
37.852,1.007
37.882,1.005
37.912,1.003
37.942,1.013
37.972,1.011
38.002,1.004
38.032,1.006
38.062,1.009
38.092,1.005
38.122,1.008
38.152,1.013
38.182,1.010
38.212,1.008
38.242,1.002
38.272,1.005
38.302,1.011
38.332,1.008
38.362,1.009
38.392,1.005
38.422,1.005
38.452,1.010
38.482,1.012
38.512,1.009
38.542,1.009
38.572,1.013
38.602,1.016
38.632,1.008
38.662,1.009
38.692,1.010
38.722,1.013
38.752,1.011
38.782,1.004
38.812,1.010
38.842,1.009
38.872,1.003
38.902,1.006
38.932,1.015
38.962,1.012
38.992,1.014
39.022,1.009
39.052,1.004
39.082,1.006
39.112,1.004
39.142,1.012
39.172,1.012
39.202,1.003
39.232,1.017
39.262,1.010
39.292,1.004
39.322,1.007
39.352,1.008
39.382,1.011
39.412,1.014
39.442,1.007
39.472,1.013
39.502,1.007
39.532,1.002
39.562,1.010
39.592,1.010
39.622,1.010
39.652,1.012
39.682,1.009
39.712,1.005
39.742,1.006
39.772,1.008
39.802,1.007
39.832,1.010
39.862,1.011
39.892,1.008
39.922,1.009
39.952,1.013
39.982,1.011
40.012,1.011
40.042,1.003
40.072,1.013
40.102,1.014
40.132,1.004
40.162,1.005
40.192,1.011
40.222,1.013
40.252,1.013
40.282,1.004
40.312,1.011
40.342,1.011
40.372,1.006
40.402,1.010
40.432,1.010
40.462,1.009
40.492,1.007
40.522,1.008
40.552,1.005
40.582,1.008
40.612,1.013
40.642,1.012
40.672,1.011
40.702,1.008
40.732,1.009
40.762,1.010
40.792,1.005
40.822,1.006
40.852,1.006
40.882,1.013
40.912,1.014
40.942,1.006
40.972,1.004
41.002,1.012
41.032,1.013
41.062,1.005
41.092,1.006
41.122,1.007
41.152,1.013
41.182,1.006
41.212,1.010
41.242,1.007
41.272,1.007
41.302,1.014
41.332,1.010
41.362,1.005
41.392,1.009
41.422,1.010
41.452,1.010
41.482,1.007
41.512,1.010
41.542,1.009
41.572,1.005
41.602,1.005
41.632,1.014
41.662,1.013
41.692,1.005
41.722,1.004
41.752,1.008
41.782,1.009
41.812,1.012
41.842,1.005
41.872,1.010
41.902,1.013
41.932,1.006
41.962,1.006
41.992,1.008
42.022,1.009
42.052,1.008
42.082,1.009
42.112,1.006
42.142,1.006
42.172,1.013
42.202,1.011
42.232,1.010
42.262,1.009
42.292,1.009
42.322,1.003
42.352,1.005
42.382,1.005
42.412,1.007
42.442,1.016
42.472,1.010
42.502,1.006
42.532,1.009
42.562,1.010
42.592,1.011
42.622,1.014
42.652,1.003
42.682,1.011
42.712,1.007
42.742,1.009
42.772,1.012
42.802,1.010
42.832,1.007
42.862,1.010
42.892,1.006
42.922,1.005
42.952,1.008
42.982,1.013
43.012,1.012
43.042,1.007
43.072,1.009
43.102,1.009
43.132,1.007
43.162,1.007
43.192,1.010
43.222,1.013
43.252,1.009
43.282,1.017
43.312,1.010
43.342,1.003
43.372,1.005
43.402,1.006
43.432,1.013
43.462,1.015
43.492,1.002
43.522,1.011
43.552,1.008
43.582,1.010
43.612,1.009
43.642,1.012
43.672,1.010
43.702,1.010
43.732,1.008
43.762,1.006
43.792,1.009
43.822,1.009
43.852,1.012
43.882,1.010
43.912,1.010
43.942,1.008
43.972,1.009
44.002,1.006
44.032,1.011
44.062,1.013
44.092,1.009
44.122,1.018
44.152,1.011
44.182,1.004
44.212,1.005
44.242,1.012
44.272,1.016
44.302,1.016
44.332,1.006
44.362,1.012
44.392,1.008
44.422,1.009
44.452,1.011
44.482,1.010
44.512,1.009
44.542,1.012
44.572,1.006
44.602,1.006
44.632,1.011
44.662,1.011
44.692,1.009
44.722,1.010
44.752,1.008
44.782,1.009
44.812,1.012
44.842,1.008
44.872,1.014
44.902,1.009
44.932,1.012
44.962,1.016
44.992,1.011
45.022,1.002
45.052,1.005
45.082,1.013
45.112,1.013
45.142,1.012
45.172,1.006
45.202,1.011
45.232,1.012
45.262,1.006
45.292,1.006
45.322,1.009
45.352,1.010
45.382,1.007
45.412,1.009
45.442,1.007
45.472,1.010
45.502,1.011
45.532,1.012
45.562,1.012
45.592,1.010
45.622,1.007
45.652,1.009
45.682,1.013
45.712,1.012
45.742,1.007
45.772,1.005
45.802,1.010
45.832,1.017
45.862,1.008
45.892,1.008
45.922,1.008
45.952,1.013
45.982,1.009
46.012,1.013
46.042,1.008
46.072,1.017
46.102,1.011
46.132,1.009
46.162,1.010
46.192,1.009
46.222,1.012
46.252,1.010
46.282,1.005
46.312,1.009
46.342,1.012
46.372,1.009
46.402,1.011
46.432,1.013
46.462,1.008
46.492,1.009
46.522,1.010
46.552,1.011
46.582,1.006
46.612,1.008
46.642,1.012
46.672,1.019
46.702,1.009
46.732,1.006
46.762,1.007
46.792,1.012
46.822,1.013
46.852,1.012
46.882,1.002
46.912,1.014
46.942,1.011
46.972,1.010
47.002,1.015
47.032,1.008
47.062,1.012
47.092,1.009
47.122,1.008
47.152,1.008
47.182,1.013
47.212,1.011
47.242,1.009
47.272,1.013
47.302,1.012
47.332,1.009
47.362,1.012
47.392,1.011
47.422,1.011
47.452,1.004
47.482,1.003
47.512,1.015
47.542,1.014
47.572,1.004
47.602,1.004
47.632,1.009
47.662,1.015
47.692,1.012
47.722,1.010
47.752,1.005
47.782,1.014
47.812,1.009
47.842,1.011
47.872,1.012
47.902,1.012
47.932,1.011
47.962,1.009
47.992,1.009
48.022,1.010
48.052,1.011
48.082,1.012
48.112,1.011
48.142,1.011
48.172,1.007
48.202,1.008
48.232,1.011
48.262,1.012
48.292,1.008
48.322,1.005
48.352,1.009
48.382,1.015
48.412,1.014
48.442,1.009
48.472,1.004
48.502,1.011
48.532,1.013
48.562,1.008
48.592,1.014
48.622,1.005
48.652,1.012
48.682,1.014
48.712,1.008
48.742,1.007
48.772,1.011
48.802,1.012
48.832,1.010
48.862,1.009
48.892,1.009
48.922,1.012
48.952,1.008
48.982,1.013
49.012,1.010
49.042,1.008
49.072,1.008
49.102,1.010
49.132,1.012
49.162,1.011
49.192,1.013
49.222,1.002
49.252,1.006
49.282,1.016
49.312,1.014
49.342,1.009
49.372,1.006
49.402,1.008
49.432,1.013
49.462,1.012
49.492,1.016
49.522,1.002
49.552,1.014
49.582,1.012
49.612,1.009
49.642,1.008
49.672,1.008
49.702,1.009
49.732,1.009
49.762,1.012
49.792,1.008
49.822,1.011
49.852,1.011
49.882,1.011
49.912,1.012
49.942,1.009
49.972,1.008
50.002,1.008
50.032,1.008
50.062,1.006
50.092,1.010
50.122,1.011
50.152,1.012
50.182,1.016
50.212,1.012
50.242,1.004
50.272,1.007
50.302,1.013
50.332,1.011
50.362,1.014
50.392,1.004
50.422,1.012
50.452,1.017
50.482,1.007
50.512,1.012
50.542,1.015
50.572,1.010
50.602,1.010
50.632,1.010
50.662,1.007
50.692,1.012
50.722,1.011
50.752,1.012
50.782,1.013
50.812,1.008
50.842,1.011
50.872,1.012
50.902,1.006
50.932,1.005
50.962,1.004
50.992,1.010
51.022,1.015
51.052,1.011
51.082,1.004
51.112,1.004
51.142,1.012
51.172,1.015
51.202,1.006
51.232,1.011
51.262,1.008
51.292,1.012
51.322,1.004
51.352,1.007
51.382,1.006
51.412,1.010
51.442,1.007
51.472,1.011
51.502,1.010
51.532,1.008
51.562,1.011
51.592,1.011
51.622,1.010
51.652,1.007
51.682,1.010
51.712,1.009
51.742,1.002
51.772,1.006
51.802,1.012
51.832,1.014
51.862,1.011
51.892,1.008
51.922,1.006
51.952,1.013
51.982,1.013
52.012,1.010
52.042,1.015
52.072,1.005
52.102,1.014
52.132,1.015
52.162,1.011
52.192,1.011
52.222,1.009
52.252,1.012
52.282,1.007
52.312,1.011
52.342,1.011
52.372,1.008
52.402,1.014
52.432,1.015
52.462,1.010
52.492,1.011
52.522,1.011
52.552,1.012
52.582,1.014
52.612,1.007
52.642,1.005
52.672,1.014
52.702,1.013
52.732,1.010
52.762,1.007
52.792,1.011
52.822,1.011
52.852,1.014
52.882,1.015
52.912,1.006
52.942,1.012
52.972,1.011
53.002,1.008
53.032,1.007
53.062,1.015
53.092,1.008
53.122,1.012
53.152,1.010
53.182,1.008
53.212,1.011
53.242,1.011
53.272,1.009
53.302,1.008
53.332,1.010
53.362,1.009
53.392,1.008
53.422,1.006
53.452,1.014
53.482,1.015
53.512,1.008
53.542,1.019
53.572,1.012
53.602,1.003
53.632,1.007
53.662,1.015
53.692,1.013
53.722,1.016
53.752,1.001
53.782,1.012
53.812,1.011
53.842,1.009
53.872,1.011
53.902,1.011
53.932,1.013
53.962,1.012
53.992,1.010
54.022,1.011
54.052,1.009
54.082,1.012
54.112,1.009
54.142,1.009
54.172,1.013
54.202,1.014
54.232,1.009
54.262,1.011
54.292,1.007
54.322,1.014
54.352,1.008
54.382,1.010
54.412,1.017
54.442,1.010
54.472,1.005
54.502,1.012
54.532,1.012
54.562,1.013
54.592,1.013
54.622,1.004
54.652,1.012
54.682,1.011
54.712,1.008
54.742,1.009
54.772,1.008
54.802,1.009
54.832,1.008
54.862,1.010
54.892,1.012
54.922,1.011
54.952,1.012
54.982,1.012
55.012,1.009
55.042,1.009
55.072,1.014
55.102,1.011
55.132,1.011
55.162,1.005
55.192,1.011
55.222,1.016
55.252,1.012
55.282,1.009
55.312,1.008
55.342,1.009
55.372,1.013
55.402,1.011
55.432,1.010
55.462,1.009
55.492,1.013
55.522,1.008
55.552,1.008
55.582,1.012
55.612,1.012
55.642,1.011
55.672,1.010
55.702,1.012
55.732,1.008
55.762,1.008
55.792,1.010
55.822,1.012
55.852,1.010
55.882,1.012
55.912,1.012
55.942,1.016
55.972,1.014
56.002,1.006
56.032,1.006
56.062,1.014
56.092,1.016
56.122,1.010
56.152,1.007
56.182,1.012
56.212,1.008
56.242,1.012
56.272,1.013
56.302,1.002
56.332,1.014
56.362,1.008
56.392,1.008
56.422,1.011
56.452,1.009
56.482,1.010
56.512,1.009
56.542,1.009
56.572,1.012
56.602,1.012
56.632,1.014
56.662,1.012
56.692,1.010
56.722,1.009
56.752,1.012
56.782,1.010
56.812,1.010
56.842,1.005
56.872,1.008
56.902,1.015
56.932,1.014
56.962,1.008
56.992,1.007
57.022,1.010
57.052,1.015
57.082,1.012
