df_hash,22ZHK4.A7NV4E
225.142,0.997
225.172,1.008
225.202,1.001
225.232,0.999
225.262,1.008
225.292,1.004
225.322,0.999
225.352,0.998
225.382,1.003
225.412,1.008
225.442,0.998
225.472,1.007
225.502,1.003
225.532,0.999
225.562,0.998
225.592,0.999
225.622,1.000
225.652,1.002
225.682,1.002
225.712,1.001
225.742,1.000
225.772,1.000
225.802,1.006
225.832,1.003
225.862,1.007
225.892,0.999
225.922,0.999
225.952,1.005
225.982,1.003
226.012,0.998
226.042,1.001
226.072,1.001
226.102,1.008
226.132,1.003
226.162,1.008
226.192,1.006
226.222,1.003
226.252,1.001
226.282,1.003
226.312,1.006
226.342,1.003
226.372,1.001
226.402,1.000
226.432,1.003
226.462,1.001
226.492,1.002
226.522,1.004
226.552,0.998
226.582,1.005
226.612,0.998
226.642,0.998
226.672,1.003
226.702,0.999
226.732,0.994
226.762,0.999
226.792,0.998
226.822,1.004
226.852,0.998
226.882,1.000
226.912,0.999
226.942,1.000
226.972,1.002
227.002,0.997
227.032,0.996
227.062,0.995
227.092,0.994
227.122,0.996
227.152,0.991
227.182,0.996
227.212,0.992
227.242,0.995
227.272,0.998
227.302,0.996
227.332,0.997
227.362,0.993
227.392,0.994
227.422,0.992
227.452,0.994
227.482,0.997
227.512,0.997
227.542,0.998
227.572,0.986
227.602,0.989
227.632,0.990
227.662,0.985
227.692,0.986
227.722,0.983
227.752,0.987
227.782,0.992
227.812,1.002
227.842,0.998
227.872,1.000
227.902,0.999
227.932,0.997
227.962,0.988
227.992,0.996
228.022,0.999
228.052,1.002
228.082,0.998
228.112,0.994
228.142,1.000
228.172,1.001
228.202,1.007
228.232,1.002
228.262,1.007
228.292,1.000
228.322,1.001
228.352,1.004
228.382,1.002
228.412,1.001
228.442,1.002
228.472,1.003
228.502,0.996
228.532,1.000
228.562,1.005
228.592,1.001
228.622,0.997
228.652,1.002
228.682,1.001
228.712,1.007
228.742,1.000
228.772,1.002
228.802,1.000
228.832,1.000
228.862,1.003
228.892,0.999
228.922,1.001
228.952,1.002
228.982,1.004
229.012,0.997
229.042,0.997
229.072,1.001
229.102,1.006
229.132,1.006
229.162,0.993
229.192,1.003
229.222,1.002
229.252,0.999
229.282,0.998
229.312,1.001
229.342,1.001
229.372,1.002
229.402,1.000
229.432,1.003
229.462,1.000
229.492,0.998
229.522,0.998
229.552,1.001
229.582,1.003
229.612,1.000
229.642,1.001
229.672,1.001
229.702,1.000
229.732,0.999
229.762,1.004
229.792,1.001
229.822,0.999
229.852,0.999
229.882,1.004
229.912,1.005
229.942,1.002
229.972,0.997
230.002,1.001
230.032,1.000
230.062,1.007
230.092,1.002
230.122,1.000
230.152,1.007
230.182,1.001
230.212,1.000
230.242,0.998
230.272,1.000
230.302,1.003
230.332,1.003
230.362,1.001
230.392,1.004
230.422,1.001
230.452,1.000
230.482,0.999
230.512,1.007
230.542,1.006
230.572,0.997
230.602,1.005
230.632,0.999
230.662,0.991
230.692,0.998
230.722,1.003
230.752,1.006
230.782,0.999
230.812,1.002
230.842,1.000
230.872,0.996
230.902,1.000
230.932,1.003
230.962,1.003
230.992,1.001
231.022,1.000
231.052,1.002
231.082,1.001
231.112,1.000
231.142,1.006
231.172,1.001
231.202,1.004
231.232,1.009
231.262,1.004
231.292,0.998
231.322,1.003
231.352,1.001
231.382,1.003
231.412,1.006
231.442,1.003
231.472,1.004
231.502,0.998
231.532,1.001
231.562,1.004
231.592,1.004
231.622,1.001
231.652,0.997
231.682,0.997
231.712,0.999
231.742,1.003
231.772,1.005
231.802,1.010
231.832,1.001
231.862,1.008
231.892,1.003
231.922,1.000
231.952,0.999
231.982,1.003
232.012,1.001
232.042,1.005
232.072,1.000
232.102,1.001
232.132,1.000
232.162,1.001
232.192,1.002
232.222,1.001
232.252,1.003
232.282,0.998
232.312,0.997
232.342,0.992
232.372,0.996
232.402,0.994
232.432,0.998
232.462,1.003
232.492,0.990
232.522,0.995
232.552,0.991
232.582,0.995
232.612,0.993
232.642,0.993
232.672,0.990
232.702,0.997
232.732,0.992
232.762,0.993
232.792,0.994
232.822,0.994
232.852,0.990
232.882,0.996
232.912,0.995
232.942,0.995
232.972,0.991
233.002,0.993
233.032,0.994
233.062,0.995
233.092,1.000
233.122,0.996
233.152,0.993
233.182,0.997
233.212,0.987
233.242,0.992
233.272,0.993
233.302,0.990
233.332,0.986
233.362,0.987
233.392,0.993
233.422,0.991
233.452,0.988
233.482,0.989
233.512,0.990
233.542,0.985
233.572,0.991
233.602,0.995
233.632,0.992
233.662,0.989
233.692,0.993
233.722,0.990
233.752,0.990
233.782,0.987
233.812,0.987
233.842,0.986
233.872,0.991
233.902,0.991
233.932,0.981
233.962,0.991
233.992,0.987
234.022,0.984
234.052,0.988
234.082,0.992
234.112,0.989
234.142,0.989
234.172,0.988
234.202,0.989
234.232,0.985
234.262,0.989
234.292,0.989
234.322,0.984
234.352,0.991
234.382,0.993
234.412,0.994
234.442,0.995
234.472,0.996
234.502,0.993
234.532,0.995
234.562,0.998
234.592,0.994
234.622,0.993
234.652,0.995
234.682,0.996
234.712,0.999
234.742,1.003
234.772,0.999
234.802,1.012
234.832,1.006
234.862,1.007
234.892,1.003
234.922,0.998
234.952,1.003
234.982,1.009
235.012,1.004
235.042,1.002
235.072,0.996
235.102,1.000
235.132,1.001
235.162,1.000
235.192,1.001
235.222,1.004
235.252,0.999
235.282,1.002
235.312,1.004
235.342,0.998
235.372,1.005
235.402,1.002
235.432,0.999
235.462,0.999
235.492,1.002
235.522,1.000
235.552,1.005
235.582,1.000
235.612,1.004
235.642,0.998
235.672,0.998
235.702,1.000
235.732,1.000
235.762,1.000
235.792,1.002
235.822,1.000
235.852,1.002
235.882,0.999
235.912,1.002
235.942,1.003
235.972,1.002
236.002,1.000
236.032,0.996
236.062,1.002
236.092,1.005
236.122,0.997
236.152,1.007
236.182,0.999
236.212,0.996
236.242,0.996
236.272,1.001
236.302,0.998
236.332,1.006
236.362,0.995
236.392,1.002
236.422,0.997
236.452,0.998
236.482,1.002
236.512,1.002
236.542,1.006
236.572,1.001
236.602,0.998
236.632,1.002
236.662,0.999
236.692,1.000
236.722,1.000
236.752,0.999
236.782,1.004
236.812,1.002
236.842,1.006
236.872,1.003
236.902,0.996
236.932,1.004
236.962,1.004
236.992,0.997
237.022,1.000
237.052,1.000
237.082,1.002
237.112,1.008
237.142,1.004
237.172,1.003
237.202,1.002
237.232,1.000
237.262,0.997
237.292,0.999
237.322,1.002
237.352,1.001
237.382,1.000
237.412,0.997
237.442,1.000
237.472,0.999
237.502,1.003
237.532,1.001
237.562,0.996
237.592,0.997
237.622,1.002
237.652,0.996
237.682,0.999
237.712,0.994
237.742,0.995
237.772,0.998
237.802,1.000
237.832,0.995
237.862,0.995
237.892,1.000
237.922,0.999
237.952,0.999
237.982,0.999
238.012,0.997
238.042,1.001
238.072,1.000
238.102,1.001
238.132,0.999
238.162,1.000
238.192,1.003
238.222,0.998
238.252,1.004
238.282,1.007
238.312,1.001
238.342,1.008
238.372,1.003
238.402,0.998
238.432,0.999
238.462,1.002
238.492,1.000
238.522,1.008
238.552,1.001
238.582,1.001
238.612,0.999
238.642,1.001
238.672,1.004
238.702,1.000
238.732,1.005
238.762,1.000
238.792,1.001
238.822,1.002
238.852,1.003
238.882,1.001
238.912,1.000
238.942,1.003
238.972,1.003
239.002,1.005
239.032,0.995
239.062,1.004
239.092,1.003
239.122,1.001
239.152,0.999
239.182,1.000
239.212,1.002
239.242,1.011
239.272,0.996
239.302,1.005
239.332,1.003
239.362,1.000
239.392,1.001
239.422,1.004
239.452,1.000
239.482,1.005
239.512,1.001
239.542,1.002
239.572,0.994
239.602,0.998
239.632,1.004
239.662,1.006
239.692,1.002
239.722,0.998
239.752,1.001
239.782,0.999
239.812,1.000
239.842,1.007
239.872,1.001
239.902,0.997
239.932,1.001
239.962,1.001
239.992,1.005
240.022,1.003
240.052,0.999
240.082,1.008
240.112,0.997
240.142,0.997
240.172,1.001
240.202,1.004
240.232,1.004
240.262,1.007
240.292,1.004
240.322,1.005
240.352,1.004
240.382,1.001
240.412,1.004
240.442,1.008
240.472,1.000
240.502,1.001
240.532,1.005
240.562,0.995
240.592,1.004
240.622,1.002
240.652,1.000
240.682,0.997
240.712,1.004
240.742,0.998
240.772,1.006
240.802,0.999
240.832,1.005
240.862,1.007
240.892,1.003
240.922,1.001
240.952,1.000
240.982,0.999
241.012,1.004
241.042,1.002
241.072,0.996
241.102,0.997
241.132,0.994
241.162,0.992
241.192,0.997
241.222,1.000
241.252,0.998
241.282,0.994
241.312,0.992
241.342,0.996
241.372,0.994
241.402,0.999
241.432,1.005
241.462,1.002
241.492,0.999
241.522,1.000
241.552,0.994
241.582,0.992
241.612,0.992
241.642,0.994
241.672,0.994
241.702,0.994
241.732,0.994
241.762,0.994
241.792,0.993
241.822,0.996
241.852,0.999
241.882,1.000
241.912,0.997
241.942,0.990
241.972,0.994
242.002,0.999
242.032,1.001
242.062,1.006
242.092,0.996
242.122,0.998
242.152,1.000
242.182,0.998
242.212,1.000
242.242,0.999
242.272,0.996
242.302,1.001
242.332,0.999
242.362,0.996
242.392,1.001
242.422,0.998
242.452,1.001
242.482,0.998
242.512,0.996
242.542,1.002
242.572,0.999
242.602,0.997
242.632,1.000
242.662,1.003
242.692,0.997
242.722,1.000
242.752,0.991
242.782,0.980
242.812,0.967
242.842,0.962
242.872,0.972
242.902,0.983
242.932,1.001
242.962,1.021
242.992,1.027
243.022,1.022
243.052,1.019
243.082,1.008
243.112,1.004
243.142,0.999
243.172,1.003
243.202,0.994
243.232,0.988
243.262,0.993
243.292,0.993
243.322,0.990
243.352,0.983
243.382,0.989
243.412,0.991
243.442,0.984
243.472,0.984
243.502,0.985
243.532,0.983
243.562,0.984
243.592,0.985
243.622,0.987
243.652,0.990
243.682,0.988
243.712,0.989
243.742,0.983
243.772,0.985
243.802,0.987
243.832,0.985
243.862,0.985
243.892,0.986
243.922,0.994
243.952,0.982
243.982,0.985
244.012,0.984
244.042,0.986
244.072,0.980
244.102,0.978
244.132,0.984
244.162,0.985
244.192,0.994
244.222,0.997
244.252,0.990
244.282,0.987
244.312,0.989
244.342,0.990
244.372,0.989
244.402,0.996
244.432,0.999
244.462,1.008
244.492,1.005
244.522,1.009
244.552,1.018
244.582,1.016
244.612,0.988
244.642,0.986
244.672,0.982
244.702,0.972
244.732,0.954
244.762,0.946
244.792,0.956
244.822,0.958
244.852,0.957
244.882,0.960
244.912,0.974
244.942,0.956
244.972,0.938
245.002,0.958
245.032,0.966
245.062,0.955
245.092,0.954
245.122,0.958
245.152,0.964
245.182,0.968
245.212,0.979
245.242,0.985
245.272,0.975
245.302,0.964
245.332,0.978
245.362,0.973
245.392,0.960
245.422,0.945
245.452,0.944
245.482,0.957
245.512,0.956
245.542,0.945
245.572,0.959
245.602,0.964
245.632,0.970
245.662,0.976
245.692,0.958
245.722,0.982
245.752,0.981
245.782,0.956
245.812,0.951
245.842,0.955
245.872,0.970
245.902,0.974
245.932,0.968
245.962,0.970
245.992,0.960
246.022,0.965
246.052,0.958
246.082,0.961
246.112,0.971
246.142,0.973
246.172,0.982
246.202,0.971
246.232,0.924
246.262,0.957
246.292,0.958
246.322,0.953
246.352,0.967
246.382,0.967
246.412,0.950
246.442,0.952
246.472,0.971
246.502,0.966
246.532,0.959
246.562,0.956
246.592,0.959
246.622,0.963
246.652,0.958
246.682,0.959
246.712,0.960
246.742,0.956
246.772,0.960
246.802,0.951
246.832,0.959
246.862,0.969
246.892,0.953
246.922,0.951
246.952,0.975
246.982,0.965
247.012,0.981
247.042,0.963
247.072,0.962
247.102,0.970
247.132,0.965
247.162,0.958
247.192,0.962
247.222,0.963
247.252,0.960
247.282,0.959
247.312,0.959
247.342,0.966
247.372,0.976
247.402,0.955
247.432,0.964
247.462,0.977
247.492,0.960
247.522,0.955
247.552,0.956
247.582,0.961
247.612,0.963
247.642,0.960
247.672,0.957
247.702,0.958
247.732,0.963
247.762,0.954
247.792,0.958
247.822,0.966
247.852,0.966
247.882,0.956
247.912,0.961
247.942,0.970
247.972,0.963
248.002,0.962
248.032,0.968
248.062,0.964
248.092,0.961
248.122,0.960
248.152,0.979
248.182,0.970
248.212,0.959
248.242,0.950
248.272,0.960
248.302,0.952
248.332,0.962
248.362,0.959
248.392,0.973
248.422,0.966
248.452,0.964
248.482,0.958
248.512,0.963
248.542,0.972
248.572,0.966
248.602,0.956
248.632,0.948
248.662,0.963
248.692,0.966
248.722,0.966
248.752,0.964
248.782,0.963
248.812,0.955
248.842,0.960
248.872,0.964
248.902,0.960
248.932,0.961
248.962,0.972
248.992,0.968
249.022,0.971
249.052,0.947
249.082,0.953
249.112,0.958
249.142,0.984
249.172,0.987
249.202,0.961
249.232,0.959
249.262,0.957
249.292,0.958
249.322,0.958
249.352,0.953
249.382,0.963
249.412,0.980
249.442,0.972
249.472,0.973
249.502,0.943
249.532,0.955
249.562,0.969
249.592,0.965
249.622,0.960
249.652,0.975
249.682,0.975
249.712,0.956
249.742,0.955
249.772,0.947
249.802,0.949
249.832,0.980
249.862,0.956
249.892,0.968
249.922,0.971
249.952,0.970
249.982,0.970
250.012,0.957
250.042,0.970
250.072,0.975
250.102,0.967
250.132,0.951
250.162,0.969
250.192,0.960
250.222,0.941
250.252,0.957
250.282,0.987
250.312,0.998
250.342,0.967
250.372,0.952
250.402,0.940
250.432,0.951
250.462,0.964
250.492,0.979
250.522,0.984
250.552,0.973
250.582,0.959
250.612,0.958
250.642,0.981
250.672,0.967
250.702,0.957
250.732,0.958
250.762,0.964
250.792,0.955
250.822,0.963
250.852,0.967
250.882,0.968
250.912,0.958
250.942,0.946
250.972,0.959
251.002,0.978
251.032,0.967
251.062,0.965
251.092,0.968
251.122,0.969
251.152,0.967
251.182,0.965
251.212,0.978
251.242,0.962
251.272,0.949
251.302,0.969
251.332,0.969
251.362,0.974
251.392,0.962
251.422,0.963
251.452,0.951
251.482,0.954
251.512,0.973
251.542,0.971
251.572,0.960
251.602,0.967
251.632,0.966
251.662,0.977
251.692,0.976
251.722,0.963
251.752,0.955
251.782,0.972
251.812,0.980
251.842,0.978
251.872,0.973
251.902,0.984
251.932,0.954
251.962,0.972
251.992,0.969
252.022,0.952
252.052,0.958
252.082,0.970
252.112,0.960
252.142,0.970
252.172,0.971
252.202,0.964
252.232,0.959
252.262,0.964
252.292,0.953
252.322,0.977
252.352,0.981
252.382,0.979
252.412,0.966
252.442,0.964
252.472,0.955
252.502,0.966
252.532,0.973
252.562,0.959
252.592,0.977
252.622,0.967
252.652,0.965
252.682,0.974
252.712,0.967
252.742,0.953
252.772,0.954
252.802,0.983
252.832,0.984
252.862,0.968
252.892,0.966
252.922,0.968
252.952,0.966
252.982,0.969
253.012,0.967
253.042,0.970
253.072,0.966
253.102,0.965
253.132,0.969
253.162,0.977
253.192,0.967
253.222,0.977
253.252,0.974
253.282,0.960
253.312,0.956
253.342,0.969
253.372,0.966
253.402,0.972
253.432,0.971
253.462,0.971
253.492,0.960
253.522,0.971
253.552,0.971
253.582,0.969
253.612,0.970
253.642,0.973
253.672,0.968
253.702,0.959
253.732,0.960
253.762,0.959
253.792,0.962
253.822,0.962
253.852,0.976
253.882,0.979
253.912,0.967
253.942,0.966
253.972,0.967
254.002,0.970
254.032,0.975
254.062,0.971
254.092,0.972
254.122,0.966
254.152,0.959
254.182,0.964
254.212,0.973
254.242,0.969
254.272,0.975
254.302,0.968
254.332,0.963
254.362,0.960
254.392,0.965
254.422,0.961
254.452,0.969
254.482,0.971
254.512,0.962
254.542,0.957
254.572,0.957
254.602,0.964
254.632,0.957
254.662,0.962
254.692,0.965
254.722,0.966
254.752,0.960
254.782,0.965
254.812,0.967
254.842,0.968
254.872,0.963
254.902,0.968
254.932,0.965
254.962,0.962
254.992,0.958
255.022,0.965
255.052,0.962
255.082,0.968
255.112,0.969
255.142,0.965
255.172,0.961
255.202,0.968
255.232,0.972
255.262,0.979
255.292,0.966
255.322,0.964
255.352,0.962
255.382,0.961
255.412,0.964
255.442,0.963
255.472,0.966
255.502,0.969
255.532,0.967
255.562,0.962
255.592,0.965
255.622,0.969
255.652,0.967
255.682,0.973
255.712,0.963
255.742,0.975
255.772,0.971
255.802,0.959
255.832,0.963
255.862,0.969
255.892,0.965
255.922,0.976
255.952,0.972
255.982,0.974
256.012,0.969
256.042,0.968
256.072,0.965
256.102,0.967
256.132,0.966
256.162,0.970
256.192,0.968
256.222,0.969
256.252,0.966
256.282,0.966
256.312,0.968
256.342,0.972
256.372,0.963
256.402,0.965
256.432,0.977
256.462,0.965
256.492,0.962
256.522,0.964
256.552,0.969
256.582,0.971
256.612,0.968
256.642,0.967
256.672,0.970
256.702,0.967
256.732,0.968
256.762,0.969
256.792,0.967
256.822,0.967
256.852,0.967
256.882,0.970
256.912,0.969
256.942,0.969
256.972,0.972
257.002,0.964
257.032,0.966
257.062,0.968
257.092,0.974
257.122,0.960
257.152,0.978
257.182,0.967
257.212,0.962
257.242,0.961
257.272,0.963
257.302,0.967
257.332,0.973
257.362,0.966
257.392,0.968
257.422,0.968
257.452,0.974
257.482,0.976
257.512,0.979
257.542,0.968
257.572,0.956
257.602,0.955
257.632,0.962
257.662,0.964
257.692,0.964
257.722,0.969
257.752,0.968
257.782,0.967
257.812,0.965
257.842,0.967
257.872,0.966
257.902,0.980
257.932,0.974
257.962,0.955
257.992,0.960
258.022,0.965
258.052,0.969
258.082,0.958
258.112,0.965
258.142,0.968
258.172,0.961
258.202,0.963
258.232,0.966
258.262,0.969
258.292,0.960
258.322,0.968
258.352,0.968
258.382,0.970
258.412,0.963
258.442,0.962
258.472,0.970
258.502,0.965
258.532,0.970
258.562,0.963
258.592,0.974
258.622,0.962
258.652,0.956
258.682,0.964
258.712,0.965
258.742,0.965
258.772,0.958
258.802,0.960
258.832,0.967
258.862,0.963
258.892,0.964
258.922,0.962
258.952,0.962
258.982,0.964
259.012,0.969
259.042,0.969
259.072,0.960
259.102,0.963
259.132,0.962
259.162,0.968
259.192,0.966
259.222,0.969
259.252,0.960
259.282,0.963
259.312,0.961
259.342,0.973
259.372,0.973
259.402,0.959
259.432,0.961
259.462,0.960
259.492,0.962
259.522,0.967
259.552,0.967
259.582,0.964
259.612,0.970
259.642,0.971
259.672,0.967
259.702,0.962
259.732,0.972
259.762,0.974
259.792,0.960
259.822,0.972
259.852,0.973
259.882,0.958
259.912,0.957
259.942,0.958
259.972,0.969
260.002,0.986
260.032,1.000
260.062,0.985
260.092,0.965
260.122,0.958
260.152,0.968
260.182,0.981
260.212,0.979
260.242,0.983
260.272,0.975
260.302,0.964
260.332,0.970
260.362,0.979
260.392,0.983
260.422,0.966
260.452,0.968
260.482,0.979
260.512,0.983
260.542,0.981
260.572,0.977
260.602,0.983
260.632,0.993
260.662,0.984
260.692,0.978
260.722,0.979
260.752,0.991
260.782,0.990
260.812,0.992
260.842,0.987
260.872,0.985
260.902,0.988
260.932,0.988
260.962,0.986
260.992,0.986
261.022,0.984
261.052,0.993
261.082,0.992
261.112,0.985
261.142,0.995
261.172,0.984
261.202,0.984
261.232,0.983
261.262,0.991
261.292,0.999
261.322,0.987
261.352,0.991
261.382,0.988
261.412,0.988
261.442,0.987
261.472,0.991
261.502,0.988
261.532,0.988
261.562,0.989
261.592,0.989
261.622,0.986
261.652,0.990
261.682,0.992
261.712,0.994
261.742,0.992
261.772,0.983
261.802,0.987
261.832,0.994
261.862,1.000
261.892,0.980
261.922,0.977
261.952,0.974
261.982,0.969
262.012,0.911
262.042,0.859
262.072,1.012
262.102,1.199
262.132,1.146
262.162,1.046
262.192,1.024
262.222,1.014
262.252,1.002
262.282,0.985
262.312,0.987
262.342,0.980
262.372,0.980
262.402,0.991
262.432,1.009
262.462,1.027
262.492,1.046
262.522,1.052
262.552,1.069
262.582,1.060
262.612,1.032
262.642,1.004
262.672,1.000
262.702,0.984
262.732,0.994
262.762,0.991
262.792,1.004
262.822,1.007
262.852,0.999
262.882,0.996
262.912,0.998
262.942,1.002
262.972,1.017
263.002,1.004
263.032,0.986
263.062,0.981
263.092,0.977
263.122,0.991
263.152,1.004
263.182,1.018
263.212,1.029
263.242,1.065
263.272,1.091
263.302,1.001
263.332,0.944
263.362,0.938
263.392,1.003
263.422,1.028
263.452,1.001
263.482,0.979
263.512,0.962
263.542,0.971
263.572,0.961
263.602,0.956
263.632,0.999
263.662,1.513
263.692,1.060
263.722,0.983
263.752,1.147
263.782,0.989
263.812,0.977
263.842,1.016
263.872,1.015
263.902,1.001
263.932,1.036
263.962,1.019
263.992,1.013
264.022,1.028
264.052,1.104
264.082,1.004
264.112,1.051
264.142,0.991
264.172,1.069
264.202,1.069
264.232,1.102
264.262,1.130
264.292,1.174
264.322,1.093
264.352,1.078
264.382,1.062
264.412,1.051
264.442,1.029
264.472,1.005
264.502,1.007
264.532,0.957
264.562,0.982
264.592,1.059
264.622,1.069
264.652,1.041
264.682,1.021
264.712,1.067
264.742,1.164
264.772,1.149
264.802,1.037
264.832,0.996
264.862,0.944
264.892,0.969
264.922,0.962
264.952,0.962
264.982,0.958
265.012,0.970
265.042,0.994
265.072,1.009
265.102,1.002
265.132,0.994
265.162,0.958
265.192,0.940
265.222,0.864
265.252,0.757
265.282,1.000
265.312,1.094
265.342,1.240
265.372,1.228
265.402,1.192
265.432,1.099
265.462,1.034
265.492,0.846
265.522,0.821
265.552,0.875
265.582,0.939
265.612,1.011
265.642,1.079
265.672,1.066
265.702,1.038
265.732,1.021
265.762,0.999
265.792,0.973
265.822,0.974
265.852,0.967
265.882,0.952
265.912,0.938
265.942,0.964
265.972,0.991
266.002,1.045
266.032,1.072
266.062,1.061
266.092,0.991
266.122,0.910
266.152,0.922
266.182,0.954
266.212,1.019
266.242,1.065
266.272,1.087
266.302,1.105
266.332,1.092
266.362,1.021
266.392,0.987
266.422,0.953
266.452,0.890
266.482,0.915
266.512,0.920
266.542,0.886
266.572,0.955
266.602,1.042
266.632,1.040
266.662,1.036
266.692,1.059
266.722,1.064
266.752,0.985
266.782,0.992
266.812,1.045
266.842,1.110
266.872,1.170
266.902,1.167
266.932,1.124
266.962,1.046
266.992,0.981
267.022,0.920
267.052,0.909
267.082,0.972
267.112,1.011
267.142,1.025
267.172,0.977
267.202,0.989
267.232,0.995
267.262,1.017
267.292,1.020
267.322,1.029
267.352,1.062
267.382,1.093
267.412,1.079
267.442,1.109
267.472,1.093
267.502,1.043
267.532,1.029
267.562,1.040
267.592,1.036
267.622,1.030
267.652,1.022
267.682,1.016
267.712,0.995
267.742,0.969
267.772,0.970
267.802,0.979
267.832,1.000
267.862,1.012
267.892,1.021
267.922,1.029
267.952,1.040
267.982,1.022
268.012,1.044
268.042,1.032
268.072,1.029
268.102,1.055
268.132,1.042
268.162,1.028
268.192,1.023
268.222,1.037
268.252,1.012
268.282,1.003
268.312,1.041
268.342,1.054
268.372,1.052
268.402,1.065
268.432,1.037
268.462,1.015
268.492,1.022
268.522,1.038
268.552,1.040
268.582,1.033
268.612,1.049
268.642,1.054
268.672,1.040
268.702,1.044
268.732,1.060
268.762,1.085
268.792,1.072
268.822,1.053
268.852,1.036
268.882,0.986
268.912,0.987
268.942,0.981
268.972,0.990
269.002,1.006
269.032,0.999
269.062,0.988
269.092,0.995
269.122,0.995
269.152,0.996
269.182,1.011
269.212,1.016
269.242,1.010
269.272,1.019
269.302,1.015
269.332,0.996
269.362,0.996
269.392,1.006
269.422,1.009
269.452,1.006
269.482,0.996
269.512,0.991
269.542,0.987
269.572,0.990
269.602,0.984
269.632,0.983
269.662,0.987
269.692,1.014
269.722,1.044
269.752,1.085
269.782,0.797
269.812,1.386
269.842,1.011
269.872,1.021
269.902,0.948
269.932,1.012
269.962,1.166
269.992,1.031
270.022,1.036
270.052,1.002
270.082,1.024
270.112,1.061
270.142,1.046
270.172,0.989
270.202,1.002
270.232,1.024
270.262,1.051
270.292,0.971
270.322,1.029
270.352,0.992
270.382,0.750
270.412,1.037
270.442,1.048
270.472,1.020
270.502,1.028
270.532,1.021
270.562,1.009
270.592,1.003
270.622,0.955
270.652,0.975
270.682,0.984
270.712,1.006
270.742,1.011
270.772,1.010
270.802,1.003
270.832,1.014
270.862,0.963
270.892,1.010
270.922,1.006
270.952,1.005
270.982,1.007
271.012,0.999
271.042,1.014
271.072,1.014
271.102,1.040
271.132,0.971
271.162,0.992
271.192,1.030
271.222,1.017
271.252,1.022
271.282,1.012
271.312,1.005
271.342,1.019
271.372,1.032
271.402,1.040
271.432,1.045
271.462,1.016
271.492,0.974
271.522,0.978
271.552,1.003
271.582,0.994
271.612,1.020
271.642,1.021
271.672,1.008
271.702,1.021
271.732,1.009
271.762,1.001
271.792,1.008
271.822,1.013
271.852,1.004
271.882,1.015
271.912,1.015
271.942,1.019
271.972,1.021
272.002,1.026
272.032,1.035
272.062,1.054
272.092,1.017
272.122,0.934
272.152,0.972
272.182,0.990
272.212,1.011
272.242,1.051
272.272,1.061
272.302,1.040
272.332,1.019
272.362,1.035
272.392,1.009
272.422,1.019
272.452,1.016
272.482,1.021
272.512,1.018
272.542,1.015
272.572,1.014
272.602,1.021
272.632,1.037
272.662,1.040
272.692,1.042
272.722,1.037
272.752,1.036
272.782,1.026
272.812,1.009
272.842,1.008
272.872,1.031
272.902,1.037
272.932,1.030
272.962,1.032
272.992,1.031
273.022,1.020
273.052,1.021
273.082,1.030
273.112,1.021
273.142,1.029
273.172,1.037
273.202,1.028
273.232,1.036
273.262,1.026
273.292,1.021
273.322,1.024
273.352,1.026
273.382,1.021
273.412,1.021
273.442,1.026
273.472,1.021
273.502,1.021
273.532,1.021
273.562,1.022
273.592,1.023
273.622,1.025
273.652,1.033
273.682,1.017
273.712,1.030
273.742,1.027
273.772,1.024
273.802,1.021
273.832,1.028
273.862,1.024
273.892,1.028
273.922,1.023
273.952,1.029
273.982,1.030
274.012,1.027
274.042,1.025
274.072,1.026
274.102,1.021
274.132,1.024
274.162,1.026
274.192,1.025
274.222,1.028
274.252,1.024
274.282,1.030
274.312,1.025
274.342,1.024
274.372,1.029
274.402,1.024
274.432,1.019
274.462,1.020
274.492,1.022
274.522,1.029
274.552,1.039
274.582,1.029
274.612,1.030
274.642,1.028
274.672,1.021
274.702,1.022
274.732,1.029
274.762,1.025
274.792,1.027
274.822,1.024
274.852,1.025
274.882,1.031
274.912,1.029
274.942,1.028
274.972,1.026
275.002,1.024
275.032,1.026
275.062,1.032
275.092,1.028
275.122,1.024
275.152,1.021
275.182,1.031
275.212,1.023
275.242,1.027
275.272,1.031
275.302,1.031
275.332,1.026
275.362,1.027
275.392,1.027
275.422,1.030
275.452,1.032
275.482,1.025
275.512,1.023
275.542,1.017
275.572,1.023
275.602,1.026
275.632,1.028
275.662,1.028
275.692,1.022
275.722,1.029
275.752,1.028
275.782,1.025
275.812,1.022
275.842,1.026
275.872,1.021
275.902,1.033
275.932,1.030
275.962,1.027
275.992,1.028
276.022,1.025
276.052,1.027
276.082,1.024
276.112,1.029
276.142,1.027
276.172,1.022
276.202,1.026
276.232,1.025
276.262,1.025
276.292,1.032
276.322,1.021
276.352,1.027
276.382,1.030
276.412,1.022
276.442,1.030
276.472,1.028
276.502,1.022
276.532,1.021
276.562,1.025
276.592,1.025
276.622,1.029
276.652,1.030
276.682,1.028
276.712,1.022
276.742,1.024
276.772,1.026
276.802,1.025
276.832,1.028
276.862,1.026
276.892,1.025
276.922,1.025
276.952,1.021
276.982,1.023
277.012,1.021
277.042,1.026
277.072,1.030
277.102,1.029
277.132,1.021
277.162,1.023
277.192,1.030
277.222,1.026
277.252,1.030
277.282,1.025
277.312,1.031
277.342,1.024
277.372,1.022
277.402,1.027
277.432,1.027
277.462,1.028
277.492,1.026
277.522,1.030
