df_hash,22ZHK4.A7NV4E
432.024,78
432.996,75
434.166,75
435.027,78
435.970,75
437.095,75
437.975,77
438.903,74
440.114,31
441.238,31
441.875,39
443.339,0
444.162,0
444.875,0
446.016,0
447.038,9
448.014,34
449.135,13
449.916,9
450.797,47
451.963,49
452.890,0
453.767,0
454.985,1
