df_hash,22ZHK4.YQ10CM
115.288,1.024
115.318,1.023
115.348,1.021
115.378,1.025
115.408,1.024
115.438,1.022
115.468,1.020
115.498,1.022
115.528,1.020
115.558,1.024
115.588,1.023
115.618,1.025
115.648,1.022
115.678,1.024
115.708,1.023
115.738,1.026
115.768,1.021
115.798,1.024
115.828,1.023
115.858,1.022
115.888,1.021
115.918,1.022
115.948,1.023
115.978,1.024
116.008,1.026
116.038,1.025
116.068,1.023
116.098,1.025
116.128,1.024
116.158,1.027
116.188,1.023
116.218,1.022
116.248,1.022
116.278,1.024
116.308,1.024
116.338,1.021
116.368,1.021
116.398,1.023
116.428,1.024
116.458,1.028
116.488,1.020
116.518,1.026
116.548,1.024
116.578,1.025
116.608,1.026
116.638,1.025
116.668,1.017
116.698,1.022
116.728,1.021
116.758,1.024
116.788,1.026
116.818,1.026
116.848,1.021
116.878,1.027
116.908,1.025
116.938,1.023
116.968,1.025
116.998,1.024
117.028,1.024
117.058,1.026
117.088,1.025
117.118,1.025
117.148,1.024
117.178,1.021
117.208,1.024
117.238,1.025
117.268,1.027
117.298,1.025
117.328,1.024
117.358,1.022
117.388,1.024
117.418,1.028
117.448,1.021
117.478,1.024
117.508,1.023
117.538,1.022
117.568,1.027
117.598,1.027
117.628,1.024
117.658,1.025
117.688,1.024
117.718,1.024
117.748,1.023
117.778,1.026
117.808,1.026
117.838,1.025
117.868,1.026
117.898,1.023
117.928,1.022
117.958,1.024
117.988,1.026
118.018,1.026
118.048,1.022
118.078,1.025
118.108,1.022
118.138,1.024
118.168,1.027
118.198,1.027
118.228,1.027
118.258,1.021
118.288,1.025
118.318,1.031
118.348,1.026
118.378,1.021
118.408,1.020
118.438,1.021
118.468,1.025
118.498,1.021
118.528,1.019
118.558,1.020
118.588,1.028
118.618,1.028
118.648,1.026
118.678,1.023
118.708,1.024
118.738,1.024
118.768,1.028
118.798,1.030
118.828,1.023
118.858,1.021
118.888,1.024
118.918,1.023
118.948,1.023
118.978,1.024
119.008,1.023
119.038,1.022
119.068,1.029
119.098,1.025
119.128,1.022
119.158,1.024
119.188,1.026
119.218,1.022
119.248,1.028
119.278,1.027
119.308,1.022
119.338,1.024
119.368,1.021
119.398,1.025
119.428,1.029
119.458,1.027
119.488,1.020
119.518,1.022
119.548,1.027
119.578,1.027
119.608,1.022
119.638,1.023
119.668,1.024
119.698,1.024
119.728,1.026
119.758,1.026
119.788,1.025
119.818,1.023
119.848,1.023
119.878,1.023
119.908,1.024
119.938,1.024
119.968,1.024
119.998,1.024
120.028,1.026
120.058,1.026
120.088,1.026
120.118,1.024
120.148,1.025
120.178,1.024
120.208,1.022
120.238,1.027
120.268,1.021
120.298,1.021
120.328,1.021
120.358,1.024
120.388,1.027
120.418,1.022
120.448,1.018
120.478,1.023
120.508,1.025
120.538,1.026
120.568,1.026
120.598,1.028
120.628,1.023
120.658,1.021
120.688,1.024
120.718,1.024
120.748,1.025
120.778,1.025
120.808,1.023
120.838,1.021
120.868,1.024
120.898,1.024
120.928,1.023
120.958,1.023
120.988,1.022
121.018,1.023
121.048,1.023
121.078,1.028
121.108,1.026
121.138,1.022
121.168,1.025
121.198,1.026
121.228,1.023
121.258,1.026
121.288,1.024
121.318,1.027
121.348,1.023
121.378,1.021
121.408,1.022
121.438,1.022
121.468,1.022
121.498,1.025
121.528,1.027
121.558,1.023
121.588,1.022
121.618,1.022
121.648,1.026
121.678,1.026
121.708,1.023
121.738,1.021
121.768,1.025
121.798,1.025
121.828,1.023
121.858,1.022
121.888,1.026
121.918,1.021
121.948,1.022
121.978,1.024
122.008,1.026
122.038,1.025
122.068,1.024
122.098,1.021
122.128,1.025
122.158,1.027
122.188,1.033
122.218,1.021
122.248,1.025
122.278,1.030
122.308,1.022
122.338,1.024
122.368,1.025
122.398,1.021
122.428,1.025
122.458,1.024
122.488,1.025
122.518,1.027
122.548,1.021
122.578,1.023
122.608,1.022
122.638,1.027
122.668,1.025
122.698,1.021
122.728,1.025
122.758,1.022
122.788,1.022
122.818,1.030
122.848,1.022
122.878,1.021
122.908,1.025
122.938,1.020
122.968,1.025
122.998,1.023
123.028,1.017
123.058,1.021
123.088,1.025
123.118,1.029
123.148,1.023
123.178,1.025
123.208,1.025
123.238,1.021
123.268,1.029
123.298,1.026
123.328,1.024
123.358,1.022
123.388,1.022
123.418,1.021
123.448,1.024
123.478,1.025
123.508,1.030
123.538,1.029
123.568,1.023
123.598,1.021
123.628,1.023
123.658,1.024
123.688,1.026
123.718,1.023
123.748,1.021
123.778,1.022
123.808,1.022
123.838,1.027
123.868,1.022
123.898,1.026
123.928,1.025
123.958,1.026
123.988,1.026
124.018,1.027
124.048,1.023
124.078,1.022
124.108,1.021
124.138,1.025
124.168,1.021
124.198,1.024
124.228,1.021
124.258,1.021
124.288,1.028
124.318,1.028
124.348,1.025
124.378,1.023
124.408,1.029
124.438,1.025
124.468,1.019
124.498,1.029
124.528,1.025
124.558,1.021
124.588,1.029
124.618,1.024
124.648,1.025
124.678,1.028
124.708,1.024
124.738,1.019
124.768,1.024
124.798,1.029
124.828,1.021
124.858,1.026
124.888,1.024
124.918,1.026
124.948,1.024
124.978,1.024
125.008,1.021
125.038,1.022
125.068,1.027
125.098,1.023
125.128,1.026
125.158,1.028
125.188,1.024
125.218,1.021
125.248,1.021
125.278,1.021
125.308,1.029
125.338,1.025
125.368,1.021
125.398,1.024
125.428,1.027
125.458,1.026
125.488,1.025
125.518,1.022
125.548,1.022
125.578,1.025
125.608,1.023
125.638,1.026
125.668,1.026
125.698,1.022
125.728,1.024
125.758,1.021
125.788,1.028
125.818,1.024
125.848,1.027
125.878,1.023
125.908,1.029
125.938,1.027
125.968,1.027
125.998,1.022
126.028,1.021
126.058,1.027
126.088,1.028
126.118,1.024
126.148,1.021
126.178,1.023
126.208,1.029
126.238,1.021
126.268,1.021
126.298,1.021
126.328,1.025
126.358,1.024
126.388,1.021
126.418,1.024
126.448,1.024
126.478,1.027
126.508,1.024
126.538,1.025
126.568,1.024
126.598,1.021
126.628,1.025
126.658,1.028
126.688,1.022
126.718,1.022
126.748,1.024
126.778,1.021
126.808,1.021
126.838,1.025
126.868,1.027
126.898,1.025
126.928,1.020
126.958,1.022
126.988,1.022
127.018,1.023
127.048,1.021
127.078,1.021
127.108,1.027
127.138,1.023
127.168,1.023
127.198,1.022
127.228,1.024
127.258,1.026
127.288,1.026
127.318,1.023
127.348,1.025
127.378,1.024
127.408,1.023
127.438,1.022
127.468,1.027
127.498,1.022
127.528,1.026
127.558,1.024
127.588,1.021
127.618,1.030
127.648,1.025
127.678,1.024
127.708,1.022
127.738,1.023
127.768,1.023
127.798,1.027
127.828,1.022
127.858,1.020
127.888,1.020
127.918,1.027
127.948,1.022
127.978,1.027
128.008,1.028
128.038,1.025
128.068,1.029
128.098,1.023
128.128,1.027
128.158,1.024
128.188,1.023
128.218,1.022
128.248,1.027
128.278,1.021
128.308,1.023
128.338,1.021
128.368,1.023
128.398,1.021
128.428,1.023
128.458,1.027
128.488,1.023
128.518,1.030
128.548,1.023
128.578,1.022
128.608,1.027
128.638,1.024
128.668,1.028
128.698,1.029
128.728,1.023
128.758,1.021
128.788,1.028
128.818,1.025
128.848,1.023
128.878,1.026
128.908,1.022
128.938,1.027
128.968,1.027
128.998,1.025
129.028,1.023
129.058,1.022
129.088,1.022
129.118,1.019
129.148,1.025
129.178,1.027
129.208,1.018
129.238,1.023
129.268,1.024
129.298,1.025
129.328,1.028
129.358,1.023
129.388,1.019
129.418,1.023
129.448,1.024
129.478,1.027
129.508,1.022
129.538,1.020
129.568,1.021
129.598,1.024
129.628,1.030
129.658,1.025
129.688,1.023
129.718,1.025
129.748,1.026
129.778,1.029
129.808,1.026
129.838,1.024
129.868,1.022
129.898,1.022
129.928,1.025
129.958,1.025
129.988,1.027
130.018,1.019
130.048,1.021
130.078,1.023
130.108,1.020
130.138,1.023
130.168,1.021
130.198,1.022
130.228,1.023
130.258,1.025
130.288,1.028
130.318,1.021
130.348,1.020
130.378,1.023
130.408,1.026
130.438,1.028
130.468,1.023
130.498,1.022
130.528,1.020
130.558,1.024
130.588,1.025
130.618,1.023
130.648,1.023
130.678,1.025
130.708,1.021
130.738,1.021
130.768,1.025
130.798,1.025
130.828,1.024
130.858,1.026
130.888,1.021
130.918,1.021
130.948,1.022
130.978,1.027
131.008,1.026
131.038,1.019
131.068,1.023
131.098,1.025
131.128,1.024
131.158,1.024
131.188,1.028
131.218,1.019
131.248,1.025
131.278,1.023
131.308,1.021
131.338,1.025
131.368,1.027
131.398,1.019
131.428,1.021
131.458,1.021
131.488,1.025
131.518,1.024
131.548,1.021
131.578,1.027
131.608,1.028
131.638,1.025
131.668,1.026
131.698,1.027
131.728,1.025
131.758,1.028
131.788,1.022
131.818,1.019
131.848,1.022
131.878,1.023
131.908,1.026
131.938,1.024
131.968,1.024
131.998,1.021
132.028,1.022
132.058,1.028
132.088,1.023
132.118,1.021
132.148,1.021
132.178,1.025
132.208,1.021
132.238,1.025
132.268,1.027
132.298,1.024
132.328,1.024
132.358,1.025
132.388,1.029
132.418,1.022
132.448,1.021
132.478,1.019
132.508,1.024
132.538,1.024
132.568,1.021
132.598,1.021
132.628,1.021
132.658,1.025
132.688,1.024
132.718,1.023
132.748,1.021
132.778,1.022
132.808,1.019
132.838,1.022
132.868,1.022
132.898,1.033
132.928,1.018
132.958,1.021
132.988,1.023
133.018,1.020
133.048,1.024
133.078,1.024
133.108,1.025
133.138,1.026
133.168,1.021
133.198,1.023
133.228,1.022
133.258,1.021
133.288,1.022
133.318,1.021
133.348,1.027
133.378,1.020
133.408,1.023
133.438,1.029
133.468,1.025
133.498,1.024
133.528,1.026
133.558,1.021
133.588,1.023
133.618,1.021
133.648,1.023
133.678,1.025
133.708,1.023
133.738,1.021
133.768,1.023
133.798,1.023
133.828,1.024
133.858,1.025
133.888,1.021
133.918,1.026
133.948,1.026
133.978,1.023
134.008,1.021
134.038,1.023
134.068,1.022
134.098,1.026
134.128,1.022
134.158,1.021
134.188,1.021
134.218,1.021
134.248,1.023
134.278,1.022
134.308,1.024
134.338,1.024
134.368,1.024
134.398,1.023
134.428,1.024
134.458,1.021
134.488,1.025
134.518,1.025
134.548,1.026
134.578,1.024
134.608,1.021
134.638,1.023
134.668,1.021
134.698,1.023
134.728,1.024
134.758,1.022
134.788,1.024
134.818,1.024
134.848,1.023
134.878,1.024
134.908,1.023
134.938,1.022
134.968,1.022
134.998,1.027
135.028,1.024
135.058,1.020
135.088,1.024
135.118,1.023
135.148,1.026
135.178,1.029
135.208,1.017
135.238,1.024
135.268,1.021
135.298,1.019
135.328,1.022
135.358,1.023
135.388,1.027
135.418,1.023
135.448,1.023
135.478,1.024
135.508,1.023
135.538,1.025
135.568,1.023
135.598,1.024
135.628,1.022
135.658,1.026
135.688,1.022
135.718,1.028
135.748,1.021
135.778,1.023
135.808,1.028
135.838,1.022
135.868,1.023
135.898,1.022
135.928,1.020
135.958,1.022
135.988,1.021
136.018,1.019
136.048,1.021
136.078,1.023
136.108,1.021
136.138,1.021
136.168,1.021
136.198,1.026
136.228,1.020
136.258,1.026
136.288,1.024
136.318,1.022
136.348,1.025
136.378,1.021
136.408,1.021
136.438,1.023
136.468,1.020
136.498,1.022
136.528,1.022
136.558,1.028
136.588,1.020
136.618,1.025
136.648,1.024
136.678,1.019
136.708,1.025
136.738,1.025
136.768,1.023
136.798,1.022
136.828,1.021
136.858,1.024
136.888,1.028
136.918,1.021
136.948,1.021
136.978,1.024
137.008,1.022
137.038,1.023
137.068,1.025
137.098,1.024
137.128,1.025
137.158,1.025
137.188,1.022
137.218,1.021
137.248,1.022
137.278,1.021
137.308,1.022
137.338,1.024
137.368,1.022
137.398,1.021
137.428,1.022
137.458,1.025
137.488,1.020
137.518,1.021
137.548,1.023
137.578,1.023
137.608,1.025
137.638,1.024
137.668,1.021
137.698,1.022
137.728,1.024
137.758,1.023
137.788,1.021
137.818,1.025
137.848,1.022
137.878,1.023
137.908,1.024
137.938,1.025
137.968,1.023
137.998,1.024
138.028,1.025
138.058,1.021
138.088,1.021
138.118,1.026
138.148,1.024
138.178,1.020
138.208,1.025
138.238,1.023
138.268,1.023
138.298,1.028
138.328,1.026
138.358,1.021
138.388,1.021
138.418,1.026
138.448,1.021
138.478,1.023
138.508,1.023
138.538,1.024
138.568,1.023
138.598,1.024
138.628,1.025
138.658,1.020
138.688,1.025
138.718,1.020
138.748,1.019
138.778,1.022
138.808,1.026
138.838,1.025
138.868,1.022
138.898,1.024
138.928,1.022
138.958,1.022
138.988,1.024
139.018,1.020
139.048,1.023
139.078,1.024
139.108,1.023
139.138,1.024
139.168,1.021
139.198,1.025
139.228,1.031
139.258,1.024
139.288,1.021
139.318,1.027
139.348,1.022
139.378,1.017
139.408,1.024
139.438,1.024
139.468,1.023
139.498,1.024
139.528,1.022
139.558,1.019
139.588,1.022
139.618,1.024
139.648,1.022
139.678,1.021
139.708,1.025
139.738,1.021
139.768,1.025
139.798,1.026
139.828,1.024
139.858,1.024
139.888,1.025
139.918,1.022
139.948,1.022
139.978,1.022
140.008,1.027
140.038,1.023
140.068,1.023
140.098,1.018
140.128,1.021
140.158,1.021
140.188,1.023
140.218,1.022
140.248,1.020
140.278,1.021
140.308,1.021
140.338,1.026
140.368,1.026
140.398,1.025
140.428,1.018
140.458,1.022
140.488,1.026
140.518,1.022
140.548,1.023
140.578,1.022
140.608,1.025
140.638,1.024
140.668,1.027
140.698,1.025
140.728,1.023
140.758,1.025
140.788,1.023
140.818,1.020
140.848,1.026
140.878,1.021
140.908,1.017
140.938,1.021
140.968,1.023
140.998,1.024
141.028,1.027
141.058,1.026
141.088,1.021
141.118,1.024
141.148,1.021
141.178,1.026
141.208,1.033
141.238,1.017
141.268,1.021
141.298,1.025
141.328,1.024
141.358,1.025
141.388,1.026
141.418,1.021
141.448,1.025
141.478,1.026
141.508,1.023
141.538,1.021
141.568,1.022
141.598,1.024
141.628,1.023
141.658,1.023
141.688,1.022
141.718,1.026
141.748,1.019
141.778,1.023
141.808,1.026
141.838,1.026
141.868,1.020
141.898,1.022
141.928,1.019
141.958,1.021
141.988,1.025
142.018,1.030
142.048,1.022
142.078,1.023
142.108,1.022
142.138,1.021
142.168,1.024
142.198,1.024
142.228,1.024
142.258,1.024
142.288,1.024
142.318,1.024
142.348,1.024
142.378,1.024
142.408,1.024
142.438,1.023
142.468,1.023
142.498,1.023
142.528,1.024
142.558,1.021
142.588,1.028
142.618,1.026
142.648,1.020
142.678,1.026
142.708,1.026
142.738,1.020
142.768,1.024
142.798,1.026
142.828,1.022
142.858,1.024
142.888,1.021
142.918,1.019
142.948,1.021
142.978,1.024
143.008,1.026
143.038,1.023
143.068,1.022
143.098,1.021
143.128,1.024
143.158,1.023
143.188,1.025
143.218,1.025
143.248,1.020
143.278,1.023
143.308,1.025
143.338,1.021
143.368,1.024
143.398,1.023
143.428,1.024
143.458,1.023
143.488,1.024
143.518,1.020
143.548,1.021
143.578,1.022
143.608,1.025
143.638,1.023
143.668,1.021
143.698,1.023
143.728,1.020
143.758,1.025
143.788,1.027
143.818,1.019
143.848,1.021
143.878,1.021
143.908,1.022
143.938,1.024
143.968,1.024
143.998,1.023
144.028,1.021
144.058,1.026
144.088,1.024
144.118,1.027
144.148,1.021
144.178,1.023
144.208,1.021
144.238,1.021
144.268,1.024
144.298,1.021
144.328,1.025
144.358,1.019
144.388,1.027
144.418,1.021
144.448,1.021
144.478,1.023
144.508,1.024
144.538,1.022
144.568,1.024
144.598,1.022
144.628,1.024
144.658,1.024
144.688,1.018
144.718,1.018
144.748,1.021
144.778,1.023
144.808,1.022
144.838,1.024
144.868,1.019
144.898,1.025
144.928,1.027
144.958,1.021
144.988,1.021
145.018,1.023
145.048,1.023
145.078,1.025
145.108,1.022
145.138,1.022
145.168,1.023
145.198,1.023
145.228,1.021
145.258,1.029
145.288,1.018
145.318,1.021
145.348,1.025
145.378,1.025
145.408,1.019
145.438,1.024
145.468,1.026
145.498,1.023
145.528,1.022
145.558,1.020
145.588,1.019
145.618,1.025
145.648,1.024
145.678,1.021
145.708,1.029
145.738,1.023
145.768,1.025
145.798,1.023
145.828,1.023
145.858,1.027
145.888,1.021
145.918,1.021
145.948,1.021
145.978,1.025
146.008,1.021
146.038,1.021
146.068,1.021
146.098,1.023
146.128,1.023
146.158,1.020
146.188,1.033
146.218,1.026
146.248,1.025
146.278,1.024
146.308,1.023
146.338,1.021
146.368,1.026
146.398,1.020
146.428,1.023
146.458,1.021
146.488,1.025
146.518,1.019
146.548,1.026
146.578,1.025
146.608,1.027
146.638,1.023
146.668,1.021
146.698,1.023
146.728,1.023
146.758,1.021
146.788,1.025
146.818,1.022
146.848,1.022
146.878,1.021
146.908,1.022
146.938,1.022
146.968,1.024
146.998,1.022
147.028,1.022
147.058,1.023
147.088,1.028
147.118,1.024
147.148,1.027
147.178,1.020
147.208,1.021
147.238,1.026
147.268,1.029
147.298,1.021
147.328,1.022
147.358,1.019
147.388,1.022
147.418,1.027
147.448,1.031
147.478,1.020
147.508,1.020
147.538,1.022
147.568,1.024
147.598,1.026
147.628,1.023
147.658,1.025
147.688,1.025
147.718,1.021
147.748,1.021
147.778,1.021
147.808,1.024
147.838,1.024
147.868,1.023
147.898,1.022
147.928,1.022
147.958,1.021
147.988,1.021
148.018,1.020
148.048,1.026
148.078,1.020
148.108,1.025
148.138,1.026
148.168,1.021
148.198,1.030
148.228,1.020
148.258,1.019
148.288,1.022
148.318,1.025
148.348,1.026
148.378,1.024
148.408,1.023
148.438,1.022
148.468,1.021
148.498,1.022
148.528,1.021
148.558,1.026
148.588,1.024
148.618,1.024
148.648,1.023
148.678,1.024
148.708,1.023
148.738,1.020
148.768,1.020
148.798,1.023
148.828,1.026
148.858,1.021
148.888,1.022
148.918,1.019
148.948,1.029
148.978,1.023
149.008,1.021
149.038,1.027
149.068,1.026
149.098,1.021
149.128,1.019
149.158,1.024
149.188,1.021
149.218,1.023
149.248,1.028
149.278,1.015
149.308,1.023
149.338,1.025
149.368,1.021
149.398,1.026
149.428,1.024
149.458,1.021
149.488,1.026
149.518,1.026
149.548,1.024
149.578,1.022
149.608,1.021
149.638,1.021
149.668,1.024
149.698,1.021
149.728,1.019
149.758,1.023
149.788,1.021
149.818,1.024
149.848,1.023
149.878,1.025
149.908,1.027
149.938,1.025
149.968,1.020
149.998,1.024
150.028,1.022
150.058,1.023
150.088,1.022
150.118,1.020
150.148,1.018
150.178,1.021
150.208,1.021
150.238,1.025
150.268,1.023
150.298,1.024
150.328,1.027
150.358,1.025
150.388,1.023
150.418,1.025
150.448,1.019
150.478,1.018
150.508,1.021
150.538,1.021
150.568,1.023
150.598,1.023
150.628,1.024
150.658,1.022
150.688,1.021
150.718,1.021
150.748,1.021
150.778,1.025
150.808,1.026
150.838,1.019
150.868,1.021
150.898,1.022
150.928,1.028
150.958,1.022
150.988,1.021
151.018,1.020
151.048,1.022
151.078,1.019
151.108,1.022
151.138,1.028
151.168,1.026
151.198,1.022
151.228,1.025
151.258,1.027
151.288,1.024
151.318,1.021
151.348,1.021
151.378,1.025
151.408,1.028
151.438,1.024
151.468,1.024
151.498,1.018
151.528,1.025
151.558,1.021
151.588,1.027
151.618,1.021
151.648,1.021
151.678,1.027
151.708,1.023
151.738,1.025
151.768,1.030
151.798,1.021
151.828,1.024
151.858,1.023
151.888,1.026
151.918,1.023
151.948,1.021
151.978,1.021
152.008,1.025
152.038,1.027
152.068,1.021
152.098,1.023
152.128,1.022
152.158,1.027
152.188,1.019
152.218,1.031
152.248,1.021
152.278,1.020
152.308,1.024
152.338,1.021
152.368,1.021
152.398,1.019
152.428,1.020
152.458,1.020
152.488,1.020
152.518,1.022
152.548,1.022
152.578,1.021
152.608,1.025
152.638,1.025
152.668,1.027
152.698,1.020
152.728,1.021
152.758,1.021
152.788,1.022
152.818,1.027
152.848,1.021
152.878,1.023
152.908,1.020
152.938,1.027
152.968,1.020
152.998,1.020
153.028,1.025
153.058,1.017
153.088,1.022
153.118,1.021
153.148,1.023
153.178,1.026
153.208,1.023
153.238,1.024
153.268,1.024
153.298,1.023
153.328,1.018
153.358,1.027
153.388,1.021
153.418,1.021
153.448,1.022
153.478,1.024
153.508,1.028
153.538,1.024
153.568,1.023
153.598,1.022
153.628,1.022
153.658,1.028
153.688,1.029
153.718,1.024
153.748,1.020
153.778,1.018
153.808,1.027
153.838,1.029
153.868,1.022
153.898,1.025
153.928,1.026
153.958,1.018
153.988,1.023
154.018,1.026
154.048,1.021
154.078,1.024
154.108,1.025
154.138,1.021
154.168,1.025
154.198,1.021
154.228,1.022
154.258,1.025
154.288,1.023
154.318,1.024
154.348,1.022
154.378,1.025
154.408,1.022
154.438,1.024
154.468,1.017
154.498,1.025
154.528,1.027
154.558,1.022
154.588,1.025
154.618,1.023
154.648,1.017
154.678,1.024
154.708,1.021
154.738,1.026
154.768,1.019
154.798,1.020
154.828,1.025
154.858,1.026
154.888,1.026
154.918,1.029
154.948,1.015
154.978,1.021
155.008,1.022
155.038,1.024
155.068,1.023
155.098,1.020
155.128,1.024
155.158,1.026
155.188,1.021
155.218,1.024
155.248,1.022
155.278,1.018
155.308,1.022
155.338,1.024
155.368,1.025
155.398,1.021
155.428,1.023
155.458,1.025
155.488,1.021
155.518,1.024
155.548,1.021
155.578,1.020
155.608,1.023
155.638,1.023
155.668,1.022
155.698,1.028
155.728,1.026
155.758,1.019
155.788,1.021
155.818,1.018
155.848,1.015
155.878,1.030
155.908,1.032
155.938,1.018
155.968,1.021
155.998,1.026
156.028,1.022
156.058,1.020
156.088,1.022
156.118,1.021
156.148,1.021
156.178,1.018
156.208,1.025
156.238,1.023
156.268,1.017
156.298,1.023
156.328,1.023
156.358,1.014
156.388,1.021
156.418,1.018
156.448,1.020
156.478,1.020
156.508,1.023
156.538,1.024
156.568,1.029
156.598,1.026
156.628,1.018
156.658,1.024
156.688,1.023
156.718,1.026
156.748,1.020
156.778,1.018
156.808,1.022
156.838,1.022
156.868,1.024
156.898,1.016
156.928,1.025
156.958,1.031
156.988,1.018
157.018,1.023
157.048,1.020
157.078,1.021
157.108,1.021
157.138,1.023
157.168,1.017
157.198,1.026
157.228,1.020
157.258,1.016
157.288,1.024
157.318,1.028
157.348,1.024
157.378,1.027
157.408,1.023
157.438,1.025
157.468,1.023
157.498,1.021
157.528,1.021
157.558,1.025
157.588,1.024
157.618,1.019
157.648,1.021
157.678,1.024
157.708,1.023
157.738,1.023
157.768,1.017
157.798,1.024
157.828,1.026
157.858,1.020
157.888,1.021
157.918,1.021
157.948,1.026
157.978,1.024
158.008,1.022
158.038,1.021
158.068,1.021
158.098,1.024
158.128,1.024
158.158,1.021
158.188,1.021
158.218,1.022
158.248,1.023
158.278,1.025
158.308,1.022
158.338,1.018
158.368,1.022
158.398,1.024
158.428,1.021
158.458,1.021
158.488,1.023
158.518,1.026
158.548,1.022
158.578,1.026
158.608,1.024
158.638,1.021
158.668,1.022
158.698,1.021
158.728,1.021
158.758,1.022
158.788,1.021
158.818,1.016
158.848,1.021
158.878,1.025
158.908,1.031
158.938,1.020
158.968,1.019
158.998,1.024
159.028,1.023
159.058,1.025
159.088,1.032
159.118,1.020
159.148,1.019
159.178,1.021
159.208,1.019
159.238,1.022
159.268,1.024
159.298,1.019
159.328,1.023
159.358,1.023
159.388,1.025
159.418,1.023
159.448,1.022
159.478,1.020
159.508,1.021
159.538,1.022
159.568,1.023
159.598,1.024
159.628,1.021
159.658,1.021
159.688,1.022
159.718,1.020
159.748,1.021
159.778,1.021
159.808,1.025
159.838,1.030
159.868,1.020
159.898,1.019
159.928,1.021
159.958,1.021
159.988,1.026
160.018,1.026
160.048,1.028
160.078,1.018
160.108,1.021
160.138,1.021
160.168,1.023
160.198,1.022
160.228,1.025
160.258,1.024
160.288,1.025
160.318,1.021
160.348,1.021
160.378,1.026
160.408,1.021
160.438,1.016
160.468,1.021
160.498,1.024
160.528,1.024
160.558,1.021
160.588,1.019
160.618,1.022
160.648,1.023
160.678,1.022
160.708,1.021
160.738,1.021
160.768,1.022
160.798,1.021
160.828,1.025
160.858,1.023
160.888,1.020
160.918,1.024
160.948,1.021
160.978,1.024
161.008,1.023
161.038,1.017
161.068,1.023
161.098,1.021
161.128,1.023
161.158,1.023
161.188,1.022
161.218,1.024
161.248,1.026
161.278,1.021
161.308,1.022
161.338,1.023
161.368,1.016
161.398,1.021
161.428,1.023
161.458,1.021
161.488,1.025
161.518,1.024
161.548,1.023
161.578,1.023
161.608,1.027
161.638,1.025
161.668,1.023
161.698,1.023
161.728,1.020
161.758,1.024
161.788,1.024
161.818,1.024
161.848,1.022
161.878,1.021
161.908,1.021
161.938,1.026
161.968,1.026
161.998,1.023
162.028,1.021
162.058,1.021
162.088,1.020
162.118,1.024
162.148,1.024
162.178,1.024
162.208,1.021
162.238,1.020
162.268,1.020
162.298,1.017
162.328,1.021
162.358,1.021
162.388,1.026
162.418,1.021
162.448,1.019
162.478,1.025
162.508,1.021
162.538,1.025
162.568,1.021
162.598,1.021
162.628,1.021
162.658,1.022
162.688,1.023
162.718,1.029
162.748,1.017
162.778,1.024
162.808,1.024
162.838,1.022
162.868,1.021
162.898,1.021
162.928,1.021
162.958,1.026
162.988,1.024
163.018,1.023
163.048,1.021
163.078,1.022
163.108,1.022
163.138,1.020
163.168,1.020
163.198,1.019
163.228,1.021
163.258,1.030
163.288,1.027
163.318,1.021
163.348,1.019
163.378,1.015
163.408,1.024
163.438,1.025
163.468,1.025
163.498,1.021
163.528,1.019
163.558,1.024
163.588,1.025
163.618,1.021
163.648,1.021
163.678,1.021
163.708,1.024
163.738,1.024
163.768,1.021
163.798,1.021
163.828,1.017
163.858,1.019
163.888,1.023
163.918,1.025
163.948,1.016
163.978,1.025
164.008,1.024
164.038,1.022
164.068,1.026
164.098,1.022
164.128,1.021
164.158,1.019
164.188,1.017
164.218,1.027
164.248,1.029
164.278,1.021
164.308,1.021
164.338,1.021
164.368,1.025
164.398,1.021
164.428,1.020
164.458,1.021
164.488,1.022
164.518,1.026
164.548,1.024
164.578,1.020
164.608,1.017
164.638,1.024
164.668,1.026
164.698,1.023
164.728,1.020
164.758,1.017
164.788,1.026
164.818,1.021
164.848,1.023
164.878,1.015
164.908,1.027
164.938,1.025
164.968,1.021
164.998,1.018
165.028,1.026
165.058,1.015
165.088,1.022
165.118,1.024
165.148,1.018
165.178,1.021
165.208,1.024
165.238,1.016
165.268,1.024
165.298,1.024
165.328,1.025
165.358,1.020
165.388,1.021
165.418,1.019
165.448,1.022
165.478,1.023
165.508,1.021
165.538,1.025
165.568,1.017
165.598,1.025
165.628,1.023
165.658,1.021
165.688,1.026
165.718,1.024
165.748,1.020
165.778,1.022
165.808,1.026
165.838,1.022
165.868,1.021
165.898,1.021
165.928,1.024
165.958,1.021
165.988,1.027
166.018,1.020
166.048,1.023
166.078,1.020
166.108,1.021
166.138,1.024
166.168,1.024
166.198,1.024
166.228,1.021
166.258,1.021
166.288,1.024
166.318,1.028
166.348,1.025
166.378,1.019
166.408,1.022
166.438,1.027
166.468,1.021
166.498,1.020
166.528,1.027
166.558,1.023
166.588,1.025
166.618,1.021
166.648,1.022
166.678,1.021
166.708,1.023
166.738,1.024
166.768,1.025
166.798,1.018
166.828,1.022
166.858,1.022
166.888,1.020
166.918,1.025
166.948,1.022
166.978,1.021
167.008,1.023
167.038,1.020
167.068,1.026
167.098,1.023
167.128,1.019
167.158,1.021
167.188,1.021
167.218,1.020
167.248,1.021
167.278,1.015
167.308,1.018
167.338,1.021
167.368,1.019
167.398,1.024
167.428,1.019
167.458,1.022
167.488,1.022
167.518,1.021
167.548,1.024
167.578,1.031
167.608,1.021
167.638,1.020
167.668,1.022
