df_hash,22ZHK4.M2RKJ7
421.972,0
422.899,42
423.727,53
425.041,47
425.822,44
426.942,52
427.920,50
429.035,33
429.675,27
430.893,25
431.773,31
432.692,35
433.865,42
434.742,39
435.669,0
437.058,0
437.717,25
438.668,24
439.858,33
440.690,33
441.617,49
442.929,40
443.758,62
444.590,78
446.052,80
446.734,77
447.807,71
448.781,72
449.661,74
450.684,74
451.708,72
452.637,76
453.560,79
454.681,75
455.658,72
456.537,75
457.706,69
458.776,70
459.753,76
460.967,75
461.750,73
462.725,80
463.892,81
464.821,80
465.501,74
466.671,72
467.597,70
468.623,69
469.600,65
470.477,63
471.403,74
472.670,67
473.450,50
474.377,54
475.641,72
476.664,75
477.353,65
478.520,72
479.448,71
480.370,61
481.494,70
482.420,73
483.297,68
484.565,73
485.394,77
486.285,78
487.539,70
488.462,64
489.291,67
