df_hash,22ZHK4.M2RKJ7
283.568,15
283.571,15
283.713,10
283.717,10
283.726,15
283.906,15
284.687,280
285.567,880
286.344,820
287.319,920
288.147,885
289.122,895
289.127,960
289.855,10
289.859,680
290.097,15
290.772,260
291.219,575
291.365,745
292.075,490
292.079,200
292.193,110
292.197,15
292.339,100
292.343,20
292.486,100
292.489,15
293.607,270
294.046,920
294.049,345
294.143,175
294.147,25
295.411,315
296.388,930
297.228,930
298.047,920
299.042,860
299.847,895
300.418,895
300.825,520
301.515,335
302.678,830
303.308,895
304.137,890
304.966,825
305.848,860
306.673,890
307.502,825
308.330,840
309.158,830
309.841,770
310.855,800
311.697,870
312.474,890
313.355,830
314.326,880
315.155,880
315.984,840
316.812,865
317.641,890
317.647,870
318.616,10
318.620,900
319.499,10
320.424,905
321.274,885
321.301,895
322.078,10
323.062,890
323.932,900
324.856,920
325.731,905
326.563,835
327.391,825
328.220,855
329.049,810
329.926,880
329.930,870
330.725,10
331.540,810
332.367,790
334.070,885
334.933,1720
335.728,865
336.564,765
337.385,805
338.240,865
339.091,830
339.871,810
340.700,845
341.444,830
342.260,810
343.089,810
343.917,835
344.752,870
345.575,860
346.407,795
347.281,850
348.353,835
348.939,805
349.621,835
349.922,785
350.610,255
351.156,460
351.962,770
352.839,820
353.668,820
354.500,865
355.471,910
356.349,845
357.128,875
357.132,890
357.957,10
358.786,795
359.620,830
360.444,870
360.736,805
361.029,260
361.273,310
361.614,285
362.150,270
362.833,525
363.710,790
363.715,850
364.686,10
365.465,900
366.298,840
366.589,875
366.742,480
369.804,1310
370.659,1710
371.607,885
371.663,900
372.437,10
373.265,840
373.947,825
374.783,750
375.752,875
377.461,935
378.287,1620
378.432,910
378.536,180
378.610,10
378.622,15
378.625,15
379.261,15
380.090,690
380.093,895
380.919,10
381.894,865
382.722,905
382.726,860
383.551,10
384.530,885
385.209,865
385.648,785
386.192,440
387.013,465
387.891,875
388.817,895
389.694,900
390.670,955
391.498,900
392.329,870
393.302,855
394.131,1000
395.105,810
395.934,915
396.763,905
397.056,880
397.738,235
398.575,660
399.542,900
400.370,880
400.663,940
400.670,220
400.767,20
400.793,20
400.955,245
400.958,20
400.963,15
402.179,335
403.010,870
403.831,820
404.566,830
405.273,795
406.074,700
406.123,805
406.367,10
406.903,270
406.908,500
407.634,10
408.463,815
409.291,830
409.974,845
410.121,710
410.851,10
411.487,755
412.216,755
413.045,710
413.738,745
414.416,725
415.190,695
415.824,735
416.225,635
416.653,420
418.023,415
418.456,1405
418.749,475
419.607,255
419.614,795
419.724,130
419.727,25
419.870,10
420.114,10
420.300,480
420.553,145
420.943,280
421.675,355
422.503,785
423.238,740
424.016,745
424.160,775
424.259,235
424.266,10
424.843,15
424.851,585
425.428,10
425.918,655
425.921,350
426.403,10
426.409,575
427.135,15
428.207,745
429.043,1070
430.011,810
430.255,1015
430.406,310
431.231,30
431.424,880
431.429,165
431.619,10
431.633,170
431.639,10
431.668,150
432.497,455
433.326,330
434.154,855
434.983,790
435.717,865
436.104,645
436.397,755
436.690,285
437.080,10
437.762,465
438.595,690
439.423,745
440.150,825
441.126,835
442.005,885
442.935,930
443.763,900
444.636,855
445.562,900
446.541,950
447.512,985
448.340,940
449.462,910
450.437,990
451.416,1020
452.387,995
453.215,970
454.239,915
455.166,895
456.141,965
457.217,1055
458.189,1035
459.163,1025
459.992,945
460.973,915
461.968,965
462.917,995
463.908,990
465.016,955
465.506,940
465.957,550
466.720,430
467.604,845
468.329,845
469.206,910
470.035,815
470.867,790
471.936,900
472.911,1010
473.886,1045
474.861,1005
475.741,940
476.669,900
477.542,895
478.614,955
479.814,1050
480.711,1060
481.588,1010
482.514,915
483.496,940
484.464,995
485.443,1015
485.638,950
486.290,10
487.271,815
488.395,970
489.193,1015
