df_hash,22ZHK4.XMLDE7
14.680,0.986
14.710,0.991
14.740,0.979
14.770,0.996
14.800,1.002
14.830,0.989
14.860,1.011
14.890,1.013
14.920,0.991
14.950,1.000
14.980,1.004
15.010,0.982
15.040,0.980
15.070,0.977
15.100,0.973
15.130,0.975
15.160,0.984
15.190,0.956
15.220,0.946
15.250,0.969
15.280,0.961
15.310,0.949
15.340,0.937
15.370,0.931
15.400,0.955
15.430,0.957
15.460,0.935
15.490,0.955
15.520,0.983
15.550,0.935
15.580,0.903
15.610,0.931
15.640,0.925
15.670,0.926
15.700,0.972
15.730,0.986
15.760,0.947
15.790,0.923
15.820,0.950
15.850,0.952
15.880,0.942
15.910,0.951
15.940,0.958
15.970,0.979
16.000,0.956
16.030,0.934
16.060,0.961
16.090,0.993
16.120,0.972
16.150,0.981
16.180,0.969
16.210,0.955
16.240,0.961
16.270,0.962
16.300,0.953
16.330,0.958
16.360,0.958
16.390,0.953
16.420,0.946
16.450,0.950
16.480,0.954
16.510,0.961
16.540,0.945
16.570,0.937
16.600,0.937
16.630,0.937
16.660,0.954
16.690,0.962
16.720,0.961
16.750,0.953
16.780,0.949
16.810,0.954
16.840,0.961
16.870,0.970
16.900,0.963
16.930,0.963
16.960,0.961
16.990,0.935
17.020,0.955
17.050,0.948
17.080,0.974
17.110,0.968
17.140,0.928
17.170,0.938
17.200,0.946
17.230,0.961
17.260,0.951
17.290,0.972
17.320,0.954
17.350,0.957
17.380,0.941
17.410,0.944
17.440,0.921
17.470,0.949
17.500,0.950
17.530,0.945
17.560,0.951
17.590,0.968
17.620,0.955
17.650,0.940
17.680,0.946
17.710,0.961
17.740,0.973
17.770,0.941
17.800,0.946
17.830,0.965
17.860,0.963
17.890,0.963
17.920,0.966
17.950,0.950
17.980,0.950
18.010,0.968
18.040,0.964
18.070,0.933
18.100,0.962
18.130,0.969
18.160,0.953
18.190,0.952
18.220,0.963
18.250,0.965
18.280,0.951
18.310,0.960
18.340,0.953
18.370,0.948
18.400,0.963
18.430,0.979
18.460,0.972
18.490,0.966
18.520,0.968
18.550,0.975
18.580,0.963
18.610,0.950
18.640,0.960
18.670,0.971
18.700,0.955
18.730,0.951
18.760,0.964
18.790,0.971
18.820,0.970
18.850,0.973
18.880,0.975
18.910,0.976
18.940,0.968
18.970,0.968
19.000,0.969
19.030,0.972
19.060,0.969
19.090,0.970
19.120,0.962
19.150,0.957
19.180,0.971
19.210,0.971
19.240,0.967
19.270,0.971
19.300,0.978
19.330,0.966
19.360,0.965
19.390,0.976
19.420,0.973
19.450,0.960
19.480,0.966
19.510,0.964
19.540,0.964
19.570,0.956
19.600,0.977
19.630,0.986
19.660,0.984
19.690,0.978
19.720,0.970
19.750,0.984
19.780,0.954
19.810,0.943
19.840,0.942
19.870,0.944
19.900,0.978
19.930,0.942
19.960,0.970
19.990,0.988
20.020,0.982
20.050,0.953
20.080,0.953
20.110,0.950
20.140,0.953
20.170,0.964
20.200,0.970
20.230,0.953
20.260,0.959
20.290,0.970
20.320,0.969
20.350,0.961
20.380,0.966
20.410,0.975
20.440,0.961
20.470,0.961
20.500,0.961
20.530,0.961
20.560,0.954
20.590,0.962
20.620,0.958
20.650,0.953
20.680,0.949
20.710,0.964
20.740,0.960
20.770,0.957
20.800,0.952
20.830,0.976
20.860,0.968
20.890,0.965
20.920,0.970
20.950,0.966
20.980,0.983
21.010,0.962
21.040,0.973
21.070,0.977
21.100,0.937
21.130,0.962
21.160,1.012
21.190,0.993
21.220,0.971
21.250,0.952
21.280,0.953
21.310,0.963
21.340,0.962
21.370,0.964
21.400,0.982
21.430,0.979
21.460,0.978
21.490,0.972
21.520,0.980
21.550,0.985
21.580,0.974
21.610,0.973
21.640,0.975
21.670,0.944
21.700,0.965
21.730,0.972
21.760,0.971
21.790,0.977
21.820,0.978
21.850,0.976
21.880,0.965
21.910,0.974
21.940,0.974
21.970,0.979
22.000,0.972
22.030,0.976
22.060,0.970
22.090,0.970
22.120,0.980
22.150,0.983
22.180,0.966
22.210,0.974
22.240,0.970
22.270,0.971
22.300,0.972
22.330,0.972
22.360,0.974
22.390,0.974
22.420,0.975
22.450,0.974
22.480,0.981
22.510,0.969
22.540,0.971
22.570,0.965
22.600,0.961
22.630,0.973
22.660,0.979
22.690,0.976
22.720,0.969
22.750,0.970
22.780,0.978
22.810,0.966
22.840,0.975
22.870,0.973
22.900,0.965
22.930,0.980
22.960,0.976
22.990,0.971
23.020,0.973
23.050,0.973
23.080,0.965
23.110,0.975
23.140,0.978
23.170,0.977
23.200,0.978
23.230,0.970
23.260,0.969
23.290,0.974
23.320,0.972
23.350,0.979
23.380,0.972
23.410,0.975
23.440,0.972
23.470,0.974
23.500,0.972
23.530,0.969
23.560,0.967
23.590,0.973
23.620,0.979
23.650,0.971
23.680,0.979
23.710,0.976
23.740,0.970
23.770,0.972
23.800,0.973
23.830,0.968
23.860,0.972
23.890,0.976
23.920,0.981
23.950,0.979
23.980,0.970
24.010,0.978
24.040,0.972
24.070,0.969
24.100,0.980
24.130,0.973
24.160,0.971
24.190,0.976
24.220,0.972
24.250,0.972
24.280,0.972
24.310,0.967
24.340,0.978
24.370,0.979
24.400,0.974
24.430,0.971
24.460,0.975
24.490,0.977
24.520,0.983
24.550,0.967
24.580,0.971
24.610,0.978
24.640,0.967
24.670,0.975
24.700,0.976
24.730,0.971
24.760,0.973
24.790,0.977
24.820,0.975
24.850,0.972
24.880,0.976
24.910,0.972
24.940,0.975
24.970,0.971
25.000,0.968
25.030,0.975
25.060,0.979
25.090,0.977
25.120,0.979
25.150,0.968
25.180,0.974
25.210,0.975
25.240,0.974
25.270,0.974
25.300,0.973
25.330,0.974
25.360,0.979
25.390,0.973
25.420,0.966
25.450,0.977
25.480,0.970
25.510,0.973
25.540,0.972
25.570,0.960
25.600,0.952
25.630,0.956
25.660,0.946
25.690,0.934
25.720,0.969
25.750,0.959
25.780,0.950
25.810,0.964
25.840,0.966
25.870,0.948
25.900,0.960
25.930,0.958
25.960,0.958
25.990,0.958
26.020,0.949
26.050,0.963
26.080,0.965
26.110,0.954
26.140,0.949
26.170,0.961
26.200,0.956
26.230,0.955
26.260,0.960
26.290,0.948
26.320,0.944
26.350,0.952
26.380,0.936
26.410,0.933
26.440,0.939
26.470,0.939
26.500,0.955
26.530,0.957
26.560,0.945
26.590,0.946
26.620,0.943
26.650,0.939
26.680,0.945
26.710,0.938
26.740,0.943
26.770,0.967
26.800,0.943
26.830,0.938
26.860,0.946
26.890,0.946
26.920,0.952
26.950,0.930
26.980,0.937
27.010,0.960
27.040,0.937
27.070,0.914
27.100,0.935
27.130,0.909
27.160,0.925
27.190,0.960
27.220,0.957
27.250,0.960
27.280,0.954
27.310,0.931
27.340,0.922
27.370,0.934
27.400,0.937
27.430,0.925
27.460,0.943
27.490,0.939
27.520,0.946
27.550,0.962
27.580,0.915
27.610,0.928
27.640,0.938
27.670,0.926
27.700,0.938
27.730,0.950
27.760,0.935
27.790,0.939
27.820,0.931
27.850,0.935
27.880,0.939
27.910,0.938
27.940,0.945
27.970,0.943
28.000,0.943
28.030,0.942
28.060,0.945
28.090,0.927
28.120,0.943
28.150,0.938
28.180,0.933
28.210,0.938
28.240,0.943
28.270,0.941
28.300,0.952
28.330,0.938
28.360,0.948
28.390,0.949
28.420,0.946
28.450,0.935
28.480,0.945
28.510,0.948
28.540,0.944
28.570,0.944
28.600,0.938
28.630,0.940
28.660,0.943
28.690,0.947
28.720,0.946
28.750,0.945
28.780,0.942
28.810,0.948
28.840,0.954
28.870,0.939
28.900,0.942
28.930,0.940
28.960,0.943
28.990,0.942
29.020,0.944
29.050,0.938
29.080,0.943
29.110,0.946
29.140,0.949
29.170,0.941
29.200,0.948
29.230,0.950
29.260,0.933
29.290,0.945
29.320,0.948
29.350,0.937
29.380,0.950
29.410,0.951
29.440,0.940
29.470,0.947
29.500,0.936
29.530,0.939
29.560,0.951
29.590,0.960
29.620,0.970
29.650,0.977
29.680,0.989
29.710,0.957
29.740,0.956
29.770,0.947
29.800,0.945
29.830,0.928
29.860,0.932
29.890,0.929
29.920,0.913
29.950,0.923
29.980,0.949
30.010,0.951
30.040,0.965
30.070,0.981
30.100,0.968
30.130,0.952
30.160,0.955
30.190,0.950
30.220,0.927
30.250,0.929
30.280,0.936
30.310,0.945
30.340,0.960
30.370,0.953
30.400,0.974
30.430,0.955
30.460,0.964
30.490,0.931
30.520,0.959
30.550,0.959
30.580,0.952
30.610,0.939
30.640,0.956
30.670,0.959
30.700,0.962
30.730,0.946
30.760,0.963
30.790,0.967
30.820,0.969
30.850,0.962
30.880,0.972
30.910,0.958
30.940,0.931
30.970,0.949
31.000,0.941
31.030,0.939
31.060,0.941
31.090,0.963
31.120,0.954
31.150,0.949
31.180,0.940
31.210,0.939
31.240,0.944
31.270,0.942
31.300,0.950
31.330,0.942
31.360,0.944
31.390,0.951
31.420,0.955
31.450,0.944
31.480,0.961
31.510,0.957
31.540,0.979
31.570,0.953
31.600,0.960
31.630,0.955
31.660,0.957
31.690,0.954
31.720,0.938
31.750,0.948
31.780,0.949
31.810,0.942
31.840,0.957
31.870,0.959
31.900,0.961
31.930,0.968
31.960,0.948
31.990,0.972
32.020,0.960
32.050,0.934
32.080,0.955
32.110,0.958
32.140,0.950
32.170,0.958
32.200,0.959
32.230,0.958
32.260,0.954
32.290,0.958
32.320,0.961
32.350,0.941
32.380,0.955
32.410,0.953
32.440,0.954
32.470,0.958
32.500,0.946
32.530,0.961
32.560,0.948
32.590,0.967
32.620,0.963
32.650,0.955
32.680,0.952
32.710,0.955
32.740,0.952
32.770,0.955
32.800,0.954
32.830,0.951
32.860,0.956
32.890,0.967
32.920,0.970
32.950,0.962
32.980,0.945
33.010,0.944
33.040,0.965
33.070,0.963
33.100,0.962
33.130,0.952
33.160,0.949
33.190,0.953
33.220,0.957
33.250,0.950
33.280,0.956
33.310,0.957
33.340,0.955
33.370,0.957
33.400,0.955
33.430,0.959
33.460,0.962
33.490,0.933
33.520,0.977
33.550,0.938
33.580,0.950
33.610,0.961
33.640,0.960
33.670,0.950
33.700,0.963
33.730,0.943
33.760,0.963
33.790,0.961
33.820,0.943
33.850,0.956
33.880,0.955
33.910,0.954
33.940,0.955
33.970,0.959
34.000,0.947
34.030,0.960
34.060,0.956
34.090,0.955
34.120,0.955
34.150,0.949
34.180,0.953
34.210,0.957
34.240,0.956
34.270,0.960
34.300,0.953
34.330,0.953
34.360,0.963
34.390,0.960
34.420,0.958
34.450,0.957
34.480,0.956
34.510,0.956
34.540,0.956
34.570,0.954
34.600,0.955
34.630,0.954
34.660,0.946
34.690,0.956
34.720,0.932
34.750,0.962
34.780,0.948
34.810,0.962
34.840,0.958
34.870,0.956
34.900,0.953
34.930,0.953
34.960,0.955
34.990,0.958
35.020,0.955
35.050,0.957
35.080,0.952
35.110,0.960
35.140,0.953
35.170,0.956
35.200,0.960
35.230,0.945
35.260,0.950
35.290,0.964
35.320,0.949
35.350,0.945
35.380,0.957
35.410,0.942
35.440,0.962
35.470,0.968
35.500,0.955
35.530,0.957
35.560,0.957
35.590,0.954
35.620,0.953
35.650,0.950
35.680,0.985
35.710,0.949
35.740,0.965
35.770,0.956
35.800,0.954
35.830,0.955
35.860,0.963
35.890,0.947
35.920,0.962
35.950,0.953
35.980,0.955
36.010,0.959
36.040,0.957
36.070,0.949
36.100,0.936
36.130,0.975
36.160,0.954
36.190,0.957
36.220,0.955
36.250,0.957
36.280,0.960
36.310,0.959
36.340,0.958
36.370,0.965
36.400,0.962
36.430,0.971
36.460,0.952
36.490,0.961
36.520,0.968
36.550,0.950
36.580,0.939
36.610,0.958
36.640,0.958
36.670,0.949
36.700,0.962
36.730,0.951
36.760,0.954
36.790,0.957
36.820,0.945
36.850,0.939
36.880,0.978
36.910,0.937
36.940,0.953
36.970,0.970
37.000,0.956
37.030,0.952
37.060,0.956
37.090,0.961
37.120,0.960
37.150,0.953
37.180,0.957
37.210,0.958
37.240,0.949
37.270,0.961
37.300,0.956
37.330,0.953
37.360,0.952
37.390,0.959
37.420,0.950
37.450,0.965
37.480,0.952
37.510,0.935
37.540,1.004
37.570,0.961
37.600,0.956
37.630,0.943
37.660,0.952
37.690,0.958
37.720,0.957
37.750,0.958
37.780,0.958
37.810,0.949
37.840,0.971
37.870,0.945
37.900,0.968
37.930,0.935
37.960,0.944
37.990,0.951
38.020,0.953
38.050,0.953
38.080,0.956
38.110,0.958
38.140,0.949
38.170,0.959
38.200,0.922
38.230,1.021
38.260,0.944
38.290,0.958
38.320,0.965
38.350,0.956
38.380,0.956
38.410,0.949
38.440,0.980
38.470,0.963
38.500,0.965
38.530,0.961
38.560,0.942
38.590,0.951
38.620,0.955
38.650,0.956
38.680,0.964
38.710,0.957
38.740,0.958
38.770,0.960
38.800,0.959
38.830,0.961
38.860,0.938
38.890,0.971
38.920,0.943
38.950,0.963
38.980,0.964
39.010,0.955
39.040,0.961
39.070,0.963
39.100,0.967
39.130,0.957
39.160,0.960
39.190,0.959
39.220,0.954
39.250,0.968
39.280,0.958
39.310,0.941
39.340,0.951
39.370,0.952
39.400,0.965
39.430,0.953
39.460,0.957
39.490,0.959
39.520,0.958
39.550,0.960
39.580,0.953
39.610,0.952
39.640,0.994
39.670,0.953
39.700,0.955
39.730,0.960
39.760,0.965
39.790,0.957
39.820,0.952
39.850,0.951
39.880,0.951
39.910,0.943
39.940,0.945
39.970,0.956
40.000,0.955
40.030,0.943
40.060,0.975
40.090,0.951
40.120,0.962
40.150,0.971
40.180,0.952
40.210,0.959
40.240,0.964
40.270,0.946
40.300,0.964
40.330,0.954
40.360,0.954
40.390,0.954
40.420,0.941
40.450,0.943
40.480,0.949
40.510,0.958
40.540,0.960
40.570,0.957
40.600,0.932
40.630,0.958
40.660,0.947
40.690,0.951
40.720,0.955
40.750,0.945
40.780,0.940
40.810,0.960
40.840,0.962
40.870,0.956
40.900,0.954
40.930,0.957
40.960,0.959
40.990,0.964
41.020,0.957
41.050,0.963
41.080,0.962
41.110,0.956
41.140,0.962
41.170,0.946
41.200,0.953
41.230,0.946
41.260,0.962
41.290,0.952
41.320,0.964
41.350,0.965
41.380,0.954
41.410,0.961
41.440,0.961
41.470,0.953
41.500,0.953
41.530,0.951
41.560,0.957
41.590,0.952
41.620,0.953
41.650,0.970
41.680,0.982
41.710,1.003
41.740,0.949
41.770,1.016
41.800,0.978
41.830,0.952
41.860,0.939
41.890,0.943
41.920,0.947
41.950,0.930
41.980,0.965
42.010,0.965
42.040,0.977
42.070,0.956
42.100,0.916
42.130,0.933
42.160,0.953
42.190,0.977
42.220,0.987
42.250,0.981
42.280,0.955
42.310,0.931
42.340,0.976
42.370,0.938
42.400,0.948
42.430,0.953
42.460,0.979
42.490,1.012
42.520,0.989
42.550,0.985
42.580,0.947
42.610,0.941
42.640,0.938
42.670,0.950
42.700,0.958
42.730,0.961
42.760,0.969
42.790,0.964
42.820,0.937
42.850,1.005
42.880,0.942
42.910,0.957
42.940,0.970
42.970,0.945
43.000,0.942
43.030,0.952
43.060,0.940
43.090,0.963
43.120,0.967
43.150,0.959
43.180,0.970
43.210,0.962
43.240,0.968
43.270,0.957
43.300,0.953
43.330,0.973
43.360,0.962
43.390,0.967
43.420,0.970
43.450,0.966
43.480,0.950
43.510,0.980
43.540,0.972
43.570,0.945
43.600,0.958
43.630,0.952
43.660,0.942
43.690,0.954
43.720,0.963
43.750,0.960
43.780,0.958
43.810,0.958
43.840,0.966
43.870,0.953
43.900,0.953
43.930,0.959
43.960,0.947
43.990,0.957
44.020,0.967
44.050,0.980
44.080,0.977
44.110,0.988
44.140,0.980
44.170,0.966
44.200,0.944
44.230,0.956
44.260,0.955
44.290,0.952
44.320,0.974
44.350,0.950
44.380,0.930
44.410,0.954
44.440,0.955
44.470,0.953
44.500,0.950
44.530,0.938
44.560,0.980
44.590,0.941
44.620,0.952
44.650,0.965
44.680,0.970
44.710,0.960
44.740,0.956
44.770,0.971
44.800,0.980
44.830,0.972
44.860,0.984
44.890,0.978
44.920,0.964
44.950,0.985
44.980,0.987
45.010,0.964
45.040,0.974
45.070,0.970
45.100,0.968
45.130,0.971
45.160,0.960
45.190,0.959
45.220,0.974
45.250,0.972
45.280,0.962
45.310,1.021
45.340,0.974
45.370,0.951
45.400,0.975
45.430,0.902
45.460,0.964
45.490,0.959
45.520,0.983
45.550,0.956
45.580,0.948
45.610,0.958
45.640,1.001
45.670,0.979
45.700,0.928
45.730,0.941
45.760,0.976
45.790,0.985
45.820,0.964
45.850,0.962
45.880,0.977
45.910,0.938
45.940,0.988
45.970,0.973
46.000,0.967
46.030,0.969
46.060,0.960
46.090,0.977
46.120,0.974
46.150,0.964
46.180,0.981
46.210,0.951
46.240,0.993
46.270,0.982
46.300,0.965
46.330,0.933
46.360,0.982
46.390,0.951
46.420,0.969
46.450,0.986
46.480,0.953
46.510,0.935
46.540,0.965
46.570,0.975
46.600,0.991
46.630,0.978
46.660,0.968
46.690,0.968
46.720,0.979
46.750,0.952
46.780,0.963
46.810,0.953
46.840,0.952
46.870,0.964
46.900,0.963
46.930,0.968
46.960,0.979
46.990,0.964
47.020,0.969
47.050,0.968
47.080,0.971
47.110,0.972
47.140,0.980
47.170,0.977
47.200,0.965
47.230,0.978
47.260,0.957
47.290,0.983
47.320,0.974
47.350,0.945
47.380,0.935
47.410,0.943
47.440,0.938
47.470,0.961
47.500,0.956
47.530,0.947
47.560,0.926
47.590,0.962
47.620,0.952
47.650,0.927
47.680,0.932
47.710,0.942
47.740,0.931
47.770,0.917
47.800,0.953
47.830,0.954
47.860,0.929
47.890,0.948
47.920,0.962
47.950,0.939
47.980,0.943
48.010,0.946
48.040,0.951
48.070,0.934
48.100,0.951
48.130,0.947
48.160,0.927
48.190,0.913
48.220,0.924
48.250,0.942
48.280,0.965
48.310,0.950
48.340,0.952
48.370,0.967
48.400,0.943
48.430,0.949
48.460,0.934
48.490,0.957
48.520,0.958
48.550,0.940
48.580,0.947
48.610,0.948
48.640,0.948
48.670,0.962
48.700,0.938
48.730,0.944
48.760,0.945
48.790,0.942
48.820,0.927
48.850,0.936
48.880,0.943
48.910,0.938
48.940,0.945
48.970,0.944
49.000,0.939
49.030,0.942
49.060,0.929
49.090,0.935
49.120,0.947
49.150,0.932
49.180,0.939
49.210,0.945
49.240,0.938
49.270,0.946
49.300,0.936
49.330,0.943
49.360,0.946
49.390,0.938
49.420,0.938
49.450,0.945
49.480,0.943
49.510,0.937
49.540,0.949
49.570,0.935
49.600,0.944
49.630,0.939
49.660,0.944
49.690,0.947
49.720,0.940
49.750,0.934
49.780,0.942
49.810,0.943
49.840,0.943
49.870,0.935
49.900,0.939
49.930,0.947
49.960,0.936
49.990,0.941
50.020,0.952
50.050,0.951
50.080,0.936
50.110,0.941
50.140,0.935
50.170,0.945
50.200,0.953
50.230,0.935
50.260,0.945
50.290,0.948
50.320,0.942
50.350,0.946
50.380,0.942
50.410,0.944
50.440,0.938
50.470,0.940
50.500,0.949
50.530,0.948
50.560,0.943
50.590,0.940
50.620,0.942
50.650,0.946
50.680,0.948
50.710,0.953
50.740,0.947
50.770,0.954
50.800,0.934
50.830,0.945
50.860,0.944
50.890,0.951
50.920,0.958
50.950,0.959
50.980,0.919
51.010,0.941
51.040,0.963
51.070,0.957
51.100,0.948
51.130,0.948
51.160,0.957
51.190,0.950
51.220,0.952
51.250,0.969
51.280,0.964
51.310,0.933
51.340,0.975
51.370,0.969
51.400,0.960
51.430,0.957
51.460,0.957
51.490,0.958
51.520,0.953
51.550,0.957
51.580,0.967
51.610,0.966
51.640,0.963
51.670,0.962
51.700,0.977
51.730,0.961
51.760,0.972
51.790,0.973
51.820,0.945
51.850,0.983
51.880,0.986
51.910,0.962
51.940,0.971
51.970,0.966
52.000,0.966
52.030,0.969
52.060,0.972
52.090,0.977
52.120,0.971
52.150,0.967
52.180,0.971
52.210,0.968
52.240,0.967
52.270,0.963
52.300,0.993
52.330,0.965
52.360,0.970
52.390,0.972
52.420,0.972
52.450,0.971
52.480,0.975
52.510,0.971
52.540,0.961
52.570,0.973
52.600,0.975
52.630,0.966
52.660,0.974
52.690,0.970
52.720,0.956
52.750,0.980
52.780,0.991
52.810,0.961
52.840,0.984
52.870,0.965
52.900,0.956
52.930,0.970
52.960,0.973
52.990,0.973
53.020,0.968
53.050,0.970
53.080,0.969
53.110,0.958
53.140,0.974
53.170,0.966
53.200,0.953
53.230,0.969
53.260,0.970
53.290,0.969
53.320,0.986
53.350,0.972
53.380,0.971
53.410,0.974
53.440,0.964
53.470,0.966
53.500,0.971
53.530,0.970
53.560,0.972
53.590,0.979
53.620,0.964
53.650,0.970
53.680,0.972
53.710,0.961
53.740,0.982
53.770,0.956
53.800,0.979
53.830,0.971
53.860,0.959
53.890,0.969
53.920,0.962
53.950,0.972
53.980,0.970
54.010,0.967
54.040,0.967
54.070,0.971
54.100,0.967
54.130,0.970
54.160,0.972
54.190,0.968
54.220,0.971
54.250,0.950
54.280,0.978
54.310,0.967
54.340,0.967
54.370,0.970
54.400,0.973
54.430,0.969
54.460,0.981
54.490,0.966
54.520,0.964
54.550,0.966
54.580,0.963
54.610,0.969
54.640,0.968
54.670,0.973
54.700,0.984
54.730,0.949
54.760,0.970
54.790,0.968
54.820,0.960
54.850,0.974
54.880,0.960
54.910,0.959
54.940,0.969
54.970,0.971
55.000,0.961
55.030,0.975
55.060,0.963
55.090,0.973
55.120,0.961
55.150,0.965
55.180,0.964
55.210,0.966
55.240,0.979
55.270,0.973
55.300,0.962
55.330,0.977
55.360,0.981
55.390,0.964
55.420,0.978
55.450,0.963
55.480,0.965
55.510,0.977
55.540,0.970
55.570,0.965
55.600,0.962
55.630,0.968
55.660,0.976
55.690,0.974
55.720,0.962
55.750,0.966
55.780,0.965
55.810,0.967
55.840,0.973
55.870,0.965
55.900,0.973
55.930,0.971
55.960,0.960
55.990,0.971
56.020,0.962
56.050,0.967
56.080,0.977
56.110,0.966
56.140,0.967
56.170,0.980
56.200,0.978
56.230,0.972
56.260,0.962
56.290,0.973
56.320,0.977
56.350,0.975
56.380,0.981
56.410,0.952
56.440,0.994
56.470,0.989
56.500,0.950
56.530,0.955
56.560,0.962
56.590,0.964
56.620,0.967
56.650,0.972
56.680,0.972
56.710,0.963
56.740,0.964
56.770,0.970
56.800,0.974
56.830,0.957
56.860,0.968
56.890,0.975
56.920,0.967
56.950,0.966
56.980,0.970
57.010,0.970
57.040,0.970
57.070,0.973
