df_hash,22ZHK4.XMLDE7
15.705,203
15.730,257
15.755,308
15.780,365
15.805,425
15.830,481
15.855,527
15.880,565
15.905,598
15.930,621
15.955,629
15.980,625
16.005,621
16.030,620
16.055,612
16.080,575
16.105,503
16.130,422
16.155,374
16.180,388
16.205,453
16.230,529
16.255,577
16.280,589
16.305,583
16.330,582
16.355,594
16.380,610
16.405,620
16.430,623
16.455,622
16.480,620
16.505,606
16.530,564
16.555,483
16.580,368
16.605,245
16.630,154
16.655,114
16.680,113
16.705,106
16.730,52
16.755,-55
16.780,-180
16.805,-279
16.830,-331
16.855,-351
16.880,-369
16.905,-397
16.930,-426
16.955,-445
16.980,-454
17.005,-461
17.030,-461
17.055,-438
17.080,-382
17.105,-304
17.130,-239
17.155,-213
17.180,-226
17.205,-259
17.230,-296
17.255,-334
17.280,-375
17.305,-410
17.330,-422
17.355,-409
17.380,-386
17.405,-370
17.430,-359
17.455,-330
17.480,-260
17.505,-155
17.530,-39
17.555,64
17.580,160
17.605,266
17.630,393
17.655,531
17.680,647
17.705,721
17.730,751
17.755,753
17.780,749
17.805,747
17.830,744
17.855,731
17.880,705
17.905,669
17.930,630
17.955,587
17.980,530
18.005,452
18.030,366
18.055,303
18.080,296
18.105,348
18.130,429
18.155,500
18.180,543
18.205,570
18.230,598
18.255,631
18.280,650
18.305,642
18.330,611
18.355,574
18.380,542
18.405,510
18.430,468
18.455,414
18.480,359
18.505,310
18.530,267
18.555,219
18.580,163
18.605,96
18.630,18
18.655,-70
18.680,-160
18.705,-230
18.730,-258
18.755,-244
18.780,-212
18.805,-191
18.830,-195
18.855,-214
18.880,-234
18.905,-252
18.930,-276
18.955,-306
18.980,-325
19.005,-306
19.030,-244
19.055,-157
19.080,-78
19.105,-16
19.130,43
19.155,124
19.180,228
19.205,333
19.230,411
19.255,459
19.280,502
19.305,573
19.330,685
19.355,824
19.380,962
19.405,1077
19.430,1158
19.455,1200
19.480,1199
19.505,1156
19.530,1082
19.555,996
19.580,904
19.605,798
19.630,655
19.655,464
19.680,242
19.705,28
19.730,-132
19.755,-208
19.780,-201
19.805,-145
19.830,-87
19.855,-59
19.880,-50
19.905,-16
19.930,78
19.955,215
19.980,324
20.005,340
20.030,250
20.055,110
20.080,-15
20.105,-106
20.130,-183
20.155,-268
20.180,-348
20.205,-391
20.230,-396
20.255,-406
20.280,-465
20.305,-570
20.330,-659
20.355,-674
20.380,-615
20.405,-537
20.430,-496
20.455,-498
20.480,-500
20.505,-458
20.530,-367
20.555,-249
20.580,-131
20.605,-19
20.630,92
20.655,202
20.680,301
20.705,386
20.730,460
20.755,532
20.780,602
20.805,659
20.830,690
20.855,693
20.880,676
20.905,653
20.930,634
20.955,624
20.980,614
21.005,598
21.030,572
21.055,549
21.080,543
21.105,559
21.130,580
21.155,584
21.180,560
21.205,521
21.230,492
21.255,478
21.280,466
21.305,440
21.330,403
21.355,376
21.380,378
21.405,396
21.430,398
21.455,360
21.480,287
21.505,206
21.530,139
21.555,85
21.580,32
21.605,-27
21.630,-78
21.655,-104
21.680,-98
21.705,-78
21.730,-64
21.755,-62
21.780,-61
21.805,-48
21.830,-28
21.855,-18
21.880,-32
21.905,-58
21.930,-66
21.955,-34
21.980,30
22.005,98
22.030,150
22.055,198
22.080,269
22.105,372
22.130,485
22.155,569
22.180,610
22.205,628
22.230,653
22.255,686
22.280,697
22.305,660
22.330,581
22.355,488
22.380,393
22.405,277
22.430,112
22.455,-91
22.480,-285
22.505,-417
22.530,-471
22.555,-472
22.580,-444
22.605,-390
22.630,-296
22.655,-158
22.680,0
22.705,141
22.730,244
22.755,312
22.780,365
22.805,426
22.830,508
22.855,609
22.880,705
22.905,769
22.930,787
22.955,773
22.980,760
23.005,764
23.030,775
23.055,768
23.080,731
23.105,675
23.130,613
23.155,538
23.180,441
23.205,323
23.230,208
23.255,104
23.280,-6
23.305,-155
23.330,-335
23.355,-492
23.380,-562
23.405,-528
23.430,-433
23.455,-335
23.480,-259
23.505,-188
23.530,-98
23.555,13
23.580,132
23.605,254
23.630,380
23.655,499
23.680,577
23.705,582
23.730,513
23.755,400
23.780,270
23.805,126
23.830,-42
23.855,-223
23.880,-375
23.905,-455
23.930,-448
23.955,-373
23.980,-256
24.005,-123
24.030,0
24.055,79
24.080,92
24.105,52
24.130,4
24.155,-3
24.180,41
24.205,112
24.230,180
24.255,236
24.280,284
24.305,323
24.330,337
24.355,316
24.380,274
24.405,237
24.430,220
24.455,211
24.480,196
24.505,186
24.530,211
24.555,291
24.580,407
24.605,516
24.630,585
24.655,615
24.680,628
24.705,640
24.730,649
24.755,651
24.780,649
24.805,660
24.830,688
24.855,724
24.880,750
24.905,762
24.930,768
24.955,777
24.980,786
25.005,780
25.030,747
25.055,694
25.080,634
25.105,577
25.130,520
25.155,456
25.180,380
25.205,292
25.230,195
25.255,94
25.280,-3
25.305,-84
25.330,-136
25.355,-160
25.380,-168
25.405,-175
25.430,-188
25.455,-201
25.480,-207
25.505,-204
25.530,-198
25.555,-192
25.580,-184
25.605,-169
25.630,-147
25.655,-117
25.680,-73
25.705,-9
25.730,75
25.755,168
25.780,244
25.805,284
25.830,288
25.855,273
25.880,250
25.905,222
25.930,184
25.955,139
25.980,103
26.005,84
26.030,78
26.055,68
26.080,47
26.105,18
26.130,-5
26.155,-30
26.180,-70
26.205,-135
26.230,-210
26.255,-259
26.280,-259
26.305,-218
26.330,-170
26.355,-146
26.380,-156
26.405,-188
26.430,-222
26.455,-239
26.480,-220
26.505,-144
26.530,0
26.555,198
26.580,415
26.605,607
26.630,748
26.655,836
26.680,884
26.705,905
26.730,896
26.755,853
26.780,776
26.805,681
26.830,597
26.855,548
26.880,540
26.905,558
26.930,572
26.955,560
26.980,517
27.005,460
27.030,406
27.055,362
27.080,320
27.105,274
27.130,227
27.155,191
27.180,172
27.205,161
27.230,143
27.255,111
27.280,74
27.305,44
27.330,20
27.355,-13
27.380,-70
27.405,-141
27.430,-191
27.455,-186
27.480,-122
27.505,-27
27.530,57
27.555,112
27.580,142
27.605,164
27.630,185
27.655,198
27.680,196
27.705,186
27.730,187
27.755,207
27.780,240
27.805,271
27.830,289
27.855,295
27.880,299
27.905,303
27.930,309
27.955,311
27.980,307
28.005,298
28.030,287
28.055,290
28.080,333
28.105,434
28.130,579
28.155,724
28.180,821
28.205,855
28.230,850
28.255,838
28.280,827
28.305,791
28.330,708
28.355,587
28.380,458
28.405,345
28.430,250
28.455,159
28.480,72
28.505,1
28.530,-52
28.555,-104
28.580,-171
28.605,-244
28.630,-300
28.655,-328
28.680,-355
28.705,-416
28.730,-509
28.755,-582
28.780,-574
28.805,-471
28.830,-316
28.855,-167
28.880,-46
28.905,58
28.930,161
28.955,249
28.980,296
29.005,299
29.030,280
29.055,267
29.080,266
29.105,263
29.130,251
29.155,239
29.180,232
29.205,221
29.230,190
29.255,138
29.280,85
29.305,42
29.330,0
29.355,-53
29.380,-101
29.405,-93
29.430,9
29.455,185
29.480,355
29.505,451
29.530,469
29.555,471
29.580,513
29.605,599
29.630,679
29.655,706
29.680,677
29.705,625
29.730,585
29.755,563
29.780,546
29.805,520
29.830,480
29.855,427
29.880,362
29.905,288
29.930,214
29.955,146
29.980,86
30.005,26
30.030,-32
30.055,-81
30.080,-110
30.105,-120
30.130,-125
30.155,-135
30.180,-146
30.205,-144
30.230,-124
30.255,-95
30.280,-65
30.305,-33
30.330,13
30.355,74
30.380,130
30.405,157
30.430,153
30.455,142
30.480,151
30.505,182
30.530,211
30.555,219
30.580,214
30.605,225
30.630,274
30.655,353
30.680,439
30.705,512
30.730,571
30.755,622
30.780,660
30.805,672
30.830,652
30.855,609
30.880,566
30.905,535
30.930,518
30.955,503
30.980,481
31.005,448
31.030,410
31.055,376
31.080,358
31.105,353
31.130,339
31.155,283
31.180,170
31.205,19
31.230,-121
31.255,-206
31.280,-225
31.305,-202
31.330,-172
31.355,-151
31.380,-139
31.405,-129
31.430,-119
31.455,-106
31.480,-84
31.505,-55
31.530,-33
31.555,-44
31.580,-104
31.605,-194
31.630,-271
31.655,-294
31.680,-254
31.705,-176
31.730,-95
31.755,-25
31.780,45
31.805,141
31.830,267
31.855,400
31.880,504
31.905,561
31.930,581
31.955,601
31.980,645
32.005,708
32.030,765
32.055,796
32.080,816
32.105,849
32.130,902
32.155,943
32.180,927
32.205,836
32.230,705
32.255,589
32.280,521
32.305,486
32.330,445
32.355,380
32.380,313
32.405,281
32.430,291
32.455,301
32.480,246
32.505,94
32.530,-120
32.555,-318
32.580,-432
32.605,-448
32.630,-397
32.655,-316
32.680,-217
32.705,-100
32.730,10
32.755,68
32.780,42
32.805,-45
32.830,-123
32.855,-131
32.880,-66
32.905,15
32.930,59
32.955,44
32.980,-12
33.005,-90
33.030,-176
33.055,-247
33.080,-260
33.105,-180
33.130,-23
33.155,137
33.180,224
33.205,222
33.230,189
33.255,194
33.280,258
33.305,338
33.330,377
33.355,367
33.380,348
33.405,367
33.430,434
33.455,507
33.480,528
33.505,468
33.530,338
33.555,191
33.580,81
33.605,45
33.630,85
33.655,172
33.680,270
33.705,355
33.730,423
33.755,480
33.780,530
33.805,575
33.830,617
33.855,659
33.880,706
33.905,746
33.930,765
33.955,752
33.980,721
34.005,692
34.030,674
34.055,636
34.080,532
34.105,334
34.130,68
34.155,-189
34.180,-365
34.205,-434
34.230,-426
34.255,-385
34.280,-332
34.305,-261
34.330,-161
34.355,-45
34.380,51
34.405,102
34.430,103
34.455,68
34.480,15
34.505,-37
34.530,-66
34.555,-43
34.580,43
34.605,179
34.630,330
34.655,467
34.680,580
34.705,679
34.730,773
34.755,858
34.780,916
34.805,906
34.830,781
34.855,515
34.880,150
34.905,-201
34.930,-409
34.955,-411
34.980,-264
35.005,-93
35.030,3
35.055,22
35.080,24
35.105,60
35.130,119
35.155,160
35.180,162
35.205,143
35.230,129
35.255,127
35.280,121
35.305,101
35.330,70
35.355,36
35.380,-9
35.405,-80
35.430,-165
35.455,-227
35.480,-226
35.505,-154
35.530,-46
35.555,48
35.580,105
35.605,139
35.630,188
35.655,279
35.680,396
35.705,497
35.730,553
35.755,582
35.780,641
35.805,771
35.830,956
35.855,1132
35.880,1244
35.905,1286
35.930,1274
35.955,1189
35.980,972
36.005,592
36.030,123
36.055,-271
36.080,-458
36.105,-434
36.130,-318
36.155,-243
36.180,-253
36.205,-305
36.230,-338
36.255,-320
36.280,-239
36.305,-76
36.330,172
36.355,461
36.380,704
36.405,846
36.430,911
36.455,961
36.480,1000
36.505,938
36.530,671
36.555,201
36.580,-322
36.605,-698
36.630,-817
36.655,-721
36.680,-544
36.705,-400
36.730,-314
36.755,-255
36.780,-196
36.805,-157
36.830,-175
36.855,-260
36.880,-362
36.905,-393
36.930,-298
36.955,-91
36.980,149
37.005,354
37.030,508
37.055,644
37.080,787
37.105,921
37.130,1012
37.155,1058
37.180,1090
37.205,1118
37.230,1095
37.255,943
37.280,641
37.305,268
37.330,-50
37.355,-237
37.380,-306
37.405,-314
37.430,-299
37.455,-258
37.480,-184
37.505,-91
37.530,-1
37.555,76
37.580,145
37.605,199
37.630,220
37.655,208
37.680,201
37.705,251
37.730,363
37.755,490
37.780,577
37.805,631
37.830,711
37.855,860
37.880,1029
37.905,1094
37.930,945
37.955,582
37.980,116
38.005,-300
38.030,-575
38.055,-708
38.080,-764
38.105,-802
38.130,-833
38.155,-826
38.180,-757
38.205,-631
38.230,-472
38.255,-288
38.280,-63
38.305,215
38.330,517
38.355,775
38.380,936
38.405,999
38.430,1008
38.455,1002
38.480,984
38.505,951
38.530,918
38.555,917
38.580,941
38.605,918
38.630,756
38.655,432
38.680,34
38.705,-298
38.730,-482
38.755,-544
38.780,-575
38.805,-635
38.830,-708
38.855,-734
38.880,-682
38.905,-583
38.930,-490
38.955,-421
38.980,-325
39.005,-126
39.030,200
39.055,600
39.080,964
39.105,1205
39.130,1310
39.155,1321
39.180,1288
39.205,1230
39.230,1152
39.255,1075
39.280,1027
39.305,1005
39.330,952
39.355,792
39.380,509
39.405,175
39.430,-106
39.455,-287
39.480,-407
39.505,-537
39.530,-696
39.555,-835
39.580,-895
39.605,-879
39.630,-842
39.655,-818
39.680,-754
39.705,-546
39.730,-138
39.755,405
39.780,924
39.805,1275
39.830,1416
39.855,1415
39.880,1363
39.905,1309
39.930,1241
39.955,1124
39.980,938
40.005,676
40.030,345
40.055,-30
40.080,-397
40.105,-689
40.130,-874
40.155,-970
40.180,-1021
40.205,-1040
40.230,-1007
40.255,-916
40.280,-820
40.305,-788
40.330,-807
40.355,-750
40.380,-472
40.405,35
40.430,613
40.455,1054
40.480,1267
40.505,1320
40.530,1329
40.555,1332
40.580,1294
40.605,1196
40.630,1080
40.655,990
40.680,888
40.705,674
40.730,307
40.755,-128
40.780,-481
40.805,-670
40.830,-729
40.855,-739
40.880,-734
40.905,-696
40.930,-611
40.955,-498
40.980,-355
41.005,-125
41.030,245
41.055,715
41.080,1139
41.105,1378
41.130,1423
41.155,1383
41.180,1360
41.205,1363
41.230,1339
41.255,1273
41.280,1198
41.305,1125
41.330,983
41.355,683
41.380,232
41.405,-237
41.430,-577
41.455,-746
41.480,-816
41.505,-868
41.530,-909
41.555,-895
41.580,-819
41.605,-728
41.630,-668
41.655,-631
41.680,-570
41.705,-454
41.730,-282
41.755,-49
41.780,261
41.805,640
41.830,1003
41.855,1228
41.880,1262
41.905,1174
41.930,1082
41.955,1041
41.980,1011
42.005,944
42.030,870
42.055,867
42.080,937
42.105,962
42.130,802
42.155,445
42.180,31
42.205,-276
42.230,-438
42.255,-539
42.280,-665
42.305,-802
42.330,-868
42.355,-829
42.380,-748
42.405,-709
42.430,-725
42.455,-738
42.480,-710
42.505,-676
42.530,-697
42.555,-762
42.580,-761
42.605,-579
42.630,-212
42.655,227
42.680,597
42.705,826
42.730,937
42.755,984
42.780,1002
42.805,999
42.830,982
42.855,967
42.880,969
42.905,987
42.930,1018
42.955,1056
42.980,1093
43.005,1111
43.030,1088
43.055,1029
43.080,957
43.105,890
43.130,815
43.155,704
43.180,567
43.205,462
43.230,440
43.255,474
43.280,456
43.305,284
43.330,-41
43.355,-412
43.380,-702
43.405,-867
43.430,-954
43.455,-1029
43.480,-1108
43.505,-1164
43.530,-1173
43.555,-1142
43.580,-1097
43.605,-1049
43.630,-995
43.655,-938
43.680,-894
43.705,-869
43.730,-843
43.755,-787
43.780,-683
43.805,-534
43.830,-335
43.855,-58
43.880,319
43.905,764
43.930,1182
43.955,1475
43.980,1617
44.005,1669
44.030,1719
44.055,1801
44.080,1883
44.105,1917
44.130,1910
44.155,1922
44.180,1999
44.205,2098
44.230,2086
44.255,1822
44.280,1265
44.305,522
44.330,-196
44.355,-696
44.380,-904
44.405,-896
44.430,-824
44.455,-822
44.480,-934
44.505,-1101
44.530,-1198
44.555,-1089
44.580,-688
44.605,-17
44.630,781
44.655,1498
44.680,1973
44.705,2187
44.730,2240
44.755,2220
44.780,2092
44.805,1713
44.830,981
44.855,-28
44.880,-1073
44.905,-1906
44.930,-2433
44.955,-2722
44.980,-2874
45.005,-2888
45.030,-2655
45.055,-2066
45.080,-1138
45.105,-26
45.130,1051
45.155,1915
45.180,2482
45.205,2771
45.230,2867
45.255,2863
45.280,2792
45.305,2593
45.330,2164
45.355,1475
45.380,644
45.405,-91
45.430,-539
45.455,-680
45.480,-667
45.505,-671
45.530,-725
45.555,-721
45.580,-551
45.605,-252
45.630,9
45.655,88
45.680,0
45.705,-96
45.730,-32
45.755,225
45.780,571
45.805,849
45.830,950
45.855,835
45.880,525
45.905,94
45.930,-339
45.955,-654
45.980,-791
46.005,-786
46.030,-737
46.055,-711
46.080,-705
46.105,-676
46.130,-612
46.155,-544
46.180,-505
46.205,-485
46.230,-452
46.255,-399
46.280,-356
46.305,-358
46.330,-412
46.355,-506
46.380,-630
46.405,-781
46.430,-935
46.455,-1046
46.480,-1093
46.505,-1107
46.530,-1144
46.555,-1203
46.580,-1207
46.605,-1080
46.630,-843
46.655,-587
46.680,-334
46.705,57
46.730,799
46.755,1940
46.780,3235
46.805,4276
46.830,4790
46.855,4824
46.880,4639
46.905,4436
46.930,4189
46.955,3742
46.980,3038
47.005,2210
47.030,1448
47.055,799
47.080,147
47.105,-605
47.130,-1384
47.155,-1989
47.180,-2313
47.205,-2454
47.230,-2599
47.255,-2815
47.280,-3008
47.305,-3081
47.330,-3070
47.355,-3064
47.380,-3019
47.405,-2743
47.430,-2119
47.455,-1300
47.480,-596
47.505,-154
47.530,181
47.555,630
47.580,1155
47.605,1489
47.630,1504
47.655,1427
47.680,1580
47.705,1932
47.730,2076
47.755,1721
47.780,1095
47.805,668
47.830,477
47.855,-58
47.880,-1452
47.905,-3318
47.930,-4458
47.955,-3936
47.980,-2012
48.005,111
48.030,1444
48.055,1987
48.080,2377
48.105,3007
48.130,3715
48.155,4272
48.180,4825
48.205,5635
48.230,6579
48.255,7262
48.280,7712
48.305,8575
48.330,10236
48.355,11768
48.380,11253
48.405,7590
48.430,2047
48.455,-2314
48.480,-3041
48.505,-266
48.530,3605
48.555,5979
48.580,5846
48.605,3854
48.630,1225
48.655,-1091
48.680,-2549
48.705,-2965
48.730,-2750
48.755,-2929
48.780,-4437
48.805,-7154
48.830,-9806
48.855,-11061
48.880,-10737
48.905,-9826
48.930,-9378
48.955,-9562
48.980,-9872
49.005,-9994
49.030,-10149
49.055,-10604
49.080,-11183
49.105,-11505
49.130,-11540
49.155,-11516
49.180,-11185
49.205,-9517
49.230,-5595
49.255,76
49.280,5449
49.305,8428
49.330,8591
49.355,7360
49.380,6509
49.405,6639
49.430,7114
49.455,7209
49.480,6991
49.505,7019
49.530,7482
49.555,7931
49.580,7857
49.605,7296
49.630,6713
49.655,6403
49.680,6191
49.705,5749
49.730,5039
49.755,4322
49.780,3785
49.805,3331
49.830,2771
49.855,2115
49.880,1563
49.905,1233
49.930,1006
49.955,687
49.980,248
50.005,-159
50.030,-419
50.055,-581
50.080,-770
50.105,-998
50.130,-1145
50.155,-1111
50.180,-933
50.205,-734
50.230,-595
50.255,-516
50.280,-482
50.305,-519
50.330,-646
50.355,-819
50.380,-951
50.405,-993
50.430,-976
50.455,-961
50.480,-981
50.505,-1029
50.530,-1105
50.555,-1224
50.580,-1379
50.605,-1518
50.630,-1572
50.655,-1519
50.680,-1397
50.705,-1255
50.730,-1112
50.755,-961
50.780,-800
50.805,-637
50.830,-471
50.855,-282
50.880,-60
50.905,166
50.930,344
50.955,448
50.980,509
51.005,585
51.030,708
51.055,864
51.080,1014
51.105,1125
51.130,1182
51.155,1173
51.180,1095
51.205,961
51.230,802
51.255,648
51.280,510
51.305,389
51.330,286
51.355,204
51.380,145
51.405,94
51.430,34
51.455,-34
51.480,-101
51.505,-162
51.530,-233
51.555,-332
51.580,-439
51.605,-497
51.630,-442
51.655,-259
51.680,7
51.705,287
51.730,528
51.755,715
51.780,855
51.805,945
51.830,981
51.855,967
51.880,931
51.905,901
51.930,887
51.955,870
51.980,824
52.005,739
52.030,623
52.055,484
52.080,308
52.105,80
52.130,-191
52.155,-455
52.180,-644
52.205,-716
52.230,-678
52.255,-579
52.280,-469
52.305,-373
52.330,-297
52.355,-233
52.380,-183
52.405,-151
52.430,-142
52.455,-162
52.480,-206
52.505,-255
52.530,-279
52.555,-248
52.580,-159
52.605,-42
52.630,60
52.655,121
52.680,139
52.705,139
52.730,151
52.755,195
52.780,280
52.805,402
52.830,544
52.855,684
52.880,804
52.905,893
52.930,946
52.955,953
52.980,894
53.005,760
53.030,574
53.055,385
53.080,237
53.105,142
53.130,81
53.155,27
53.180,-26
53.205,-70
53.230,-103
53.255,-137
53.280,-186
53.305,-235
53.330,-251
53.355,-209
53.380,-117
53.405,-8
53.430,92
53.455,188
53.480,294
53.505,409
53.530,513
53.555,583
53.580,617
53.605,641
53.630,676
53.655,726
53.680,772
53.705,801
53.730,816
53.755,828
53.780,839
53.805,827
53.830,763
53.855,631
53.880,445
53.905,245
53.930,75
53.955,-38
53.980,-99
54.005,-131
54.030,-159
54.055,-195
54.080,-232
54.105,-254
54.130,-249
54.155,-215
54.180,-157
54.205,-86
54.230,-23
54.255,0
54.280,-41
54.305,-152
54.330,-298
54.355,-425
54.380,-494
54.405,-506
54.430,-493
54.455,-479
54.480,-457
54.505,-394
54.530,-269
54.555,-96
54.580,88
54.605,254
54.630,398
54.655,530
54.680,655
54.705,758
54.730,823
54.755,854
54.780,870
54.805,877
54.830,855
54.855,772
54.880,616
54.905,417
54.930,230
54.955,96
54.980,21
55.005,-20
55.030,-53
55.055,-78
55.080,-76
55.105,-31
55.130,49
55.155,127
55.180,157
55.205,111
55.230,0
55.255,-126
55.280,-215
55.305,-233
55.330,-183
55.355,-90
55.380,21
55.405,139
55.430,257
55.455,372
55.480,479
55.505,576
55.530,658
55.555,711
55.580,720
55.605,683
55.630,630
55.655,605
55.680,639
55.705,722
55.730,815
55.755,872
55.780,869
55.805,806
55.830,696
55.855,558
55.880,413
55.905,283
55.930,183
55.955,111
55.980,56
56.005,10
56.030,-25
56.055,-57
56.080,-100
56.105,-174
56.130,-289
56.155,-437
56.180,-602
56.205,-769
56.230,-912
56.255,-994
56.280,-970
56.305,-817
56.330,-566
56.355,-287
56.380,-57
56.405,86
56.430,155
56.455,187
56.480,218
56.505,267
56.530,336
56.555,408
56.580,465
56.605,494
56.630,500
56.655,500
56.680,503
56.705,503
56.730,489
56.755,469
56.780,474
56.805,534
56.830,639
56.855,737
56.880,777
56.905,744
56.930,668
56.955,594
56.980,544
57.005,513
57.030,486
57.055,458
57.080,436
57.105,416
57.130,387
57.155,329
57.180,230
57.205,91
57.230,-72
57.255,-234
57.280,-360
57.305,-419
57.330,-399
57.355,-318
57.380,-209
57.405,-107
57.430,-22
57.455,51
57.480,125
57.505,198
57.530,258
57.555,293
57.580,302
57.605,298
57.630,299
57.655,313
57.680,336
57.705,356
57.730,365
57.755,363
57.780,354
57.805,333
57.830,291
57.855,219
57.880,128
57.905,44
57.930,-1
57.955,1
57.980,42
58.005,97
58.030,148
58.055,185
58.080,197
58.105,177
58.130,119
58.155,39
58.180,-32
58.205,-67
58.230,-60
58.255,-26
58.280,16
58.305,62
58.330,114
58.355,165
58.380,194
58.405,182
58.430,134
58.455,87
58.480,84
58.505,142
58.530,247
58.555,364
58.580,467
58.605,546
58.630,599
58.655,622
58.680,605
58.705,552
58.730,482
58.755,424
58.780,400
58.805,405
58.830,416
58.855,396
58.880,320
58.905,186
58.930,22
