df_hash,22ZHK4.XMLDE7
237.729,540
238.023,640
238.027,140
239.434,280
239.548,1280
239.629,20
239.633,20
241.336,25
241.921,1875
242.457,480
243.432,605
244.407,975
244.992,1035
245.674,555
246.211,595
246.897,575
247.625,695
247.871,730
248.454,305
249.136,490
250.111,710
251.381,1035
252.207,1295
253.328,860
253.864,1030
254.401,525
255.132,570
255.376,745
256.107,245
256.644,700
256.790,625
257.181,115
257.764,375
258.155,595
258.301,405
259.425,150
259.568,1280
260.160,555
260.251,20
260.265,20
260.268,15
260.272,10
261.667,10
261.819,1185
262.054,475
262.059,200
262.062,10
262.887,15
263.468,890
264.544,490
264.980,1075
265.826,505
266.784,510
267.222,1280
267.763,455
268.197,495
269.026,510
269.564,750
270.102,560
270.683,610
271.661,550
272.634,940
273.316,1020
273.755,660
273.852,500
274.298,165
274.437,285
274.973,235
275.560,590
275.802,475
276.388,305
276.783,515
277.216,465
277.752,430
278.191,580
278.729,450
279.312,535
280.239,585
280.693,895
281.214,495
281.799,485
282.335,560
282.627,545
283.027,385
283.603,345
283.992,600
284.724,440
285.271,640
285.699,530
286.235,525
286.625,490
287.209,455
287.746,470
288.331,625
288.867,490
289.412,640
290.135,600
290.671,650
291.257,550
291.939,625
292.085,575
292.624,255
292.913,250
293.303,530
293.888,465
294.425,595
294.874,500
295.404,445
295.790,515
296.521,420
297.350,700
298.179,865
298.715,875
299.302,565
299.983,560
300.811,655
301.251,770
302.225,485
303.444,940
304.029,1295
304.565,530
305.252,605
305.255,745
306.661,770
307.343,535
307.347,765
308.465,720
309.001,415
309.684,580
310.659,600
311.098,1050
312.365,340
312.905,1265
314.168,540
314.851,1290
315.680,695
316.363,890
316.802,645
317.927,510
318.177,1115
318.607,290
319.157,365
319.726,610
320.116,490
320.653,435
321.237,535
321.871,615
322.066,545
322.364,270
323.192,300
323.432,1080
323.578,155
324.415,310
325.043,545
325.382,530
326.064,505
326.502,580
327.039,530
327.478,505
327.770,415
328.309,310
328.862,395
329.137,645
329.574,345
330.264,470
330.697,465
331.090,560
331.293,500
331.622,10
332.060,460
333.329,535
334.497,1245
334.989,1130
335.521,555
336.204,550
336.789,590
337.618,655
338.320,755
338.739,695
339.275,540
339.860,540
340.396,530
340.932,590
341.521,580
342.351,560
343.037,755
344.150,780
344.546,1065
345.271,385
345.662,710
346.247,435
346.796,545
347.612,565
348.148,815
348.734,540
349.142,645
349.562,445
350.097,350
350.684,570
351.076,640
351.365,380
351.804,225
352.194,495
352.340,380
352.486,305
353.608,545
354.144,520
354.534,640
354.826,365
355.267,280
355.655,485
355.948,375
355.951,275
356.094,10
356.240,275
356.244,25
356.386,15
356.397,90
356.487,10
358.044,530
359.117,1145
359.861,1040
360.533,760
361.360,655
362.188,845
363.019,850
363.992,745
364.723,1130
365.405,745
365.552,835
366.770,610
367.356,565
367.891,560
368.574,570
369.403,760
370.134,845
370.871,680
371.499,655
372.036,645
372.766,695
373.449,635
373.985,695
374.570,620
374.822,760
374.960,210
376.374,730
377.057,650
377.885,675
378.568,845
379.251,680
379.986,745
380.664,625
381.200,690
381.785,680
382.472,535
383.005,615
383.589,655
384.181,550
384.564,490
385.100,430
385.539,550
386.085,460
386.480,530
386.612,330
387.050,255
387.489,440
387.784,365
388.171,300
388.572,375
389.147,505
389.835,590
390.365,660
391.048,600
391.779,700
392.169,675
392.608,435
393.151,300
393.437,570
394.682,280
394.693,1260
394.753,10
395.097,130
395.533,600
395.791,200
395.923,180
397.045,265
397.191,985
397.443,235
397.727,205
398.019,265
398.263,315
398.556,295
399.385,330
399.530,760
399.826,205
400.700,275
400.945,880
400.950,165
400.955,10
401.219,10
402.165,360
402.602,905
403.288,520
403.577,675
404.124,250
404.698,510
405.235,610
405.527,515
405.771,540
408.015,440
410.110,1915
410.512,1985
411.518,425
411.767,1060
411.913,400
412.888,580
413.599,440
414.546,620
415.232,975
415.911,725
416.203,695
417.178,355
417.481,910
417.634,275
418.153,155
418.543,570
419.129,435
419.423,775
420.249,410
420.932,430
422.199,720
422.589,1240
422.883,490
424.155,260
424.404,1475
425.368,565
425.954,530
426.490,500
426.928,500
427.466,530
428.296,540
429.122,520
430.536,1125
430.682,1405
430.685,185
430.792,10
430.835,15
431.072,10
431.511,290
432.047,515
432.339,805
432.584,210
434.146,1100
434.387,505
435.509,260
436.100,1100
436.386,545
436.630,280
437.751,260
438.043,1155
438.436,275
438.476,240
439.411,260
440.679,955
440.920,1210
441.212,330
441.504,240
441.895,315
442.187,400
443.162,275
443.605,1025
444.178,385
444.673,595
445.405,595
445.941,675
446.526,495
447.064,650
447.598,490
447.891,610
448.184,265
448.427,515
449.158,700
451.069,755
451.647,1190
452.184,630
452.792,565
453.302,580
453.996,555
454.570,650
454.716,730
455.545,280
456.081,530
456.915,600
457.349,740
457.450,405
458.031,175
458.323,640
458.863,175
459.396,570
459.996,560
460.371,535
460.956,535
461.492,545
462.185,570
462.906,670
463.442,640
463.979,640
464.564,550
465.246,580
465.783,645
466.075,555
466.367,295
466.904,295
467.488,615
468.584,515
469.000,1120
469.829,455
470.272,585
471.340,570
472.071,1185
472.900,625
473.985,855
474.558,1110
475.094,565
475.825,540
477.336,780
477.589,1745
478.701,610
479.286,610
480.408,520
480.947,1170
481.236,550
481.925,290
482.602,645
483.138,660
484.124,625
484.844,695
485.089,920
485.819,345
486.355,650
