df_hash,22ZHK4.QGNKHU
253.206,10
254.864,1135
255.400,545
255.936,585
256.191,495
256.328,345
256.473,220
257.594,575
258.283,550
258.336,650
258.422,10
258.864,240
260.227,335
260.762,1370
260.766,640
260.811,15
260.815,10
260.819,10
261.055,15
261.058,265
261.737,665
262.383,10
263.054,565
263.736,610
263.885,640
264.126,160
264.809,400
265.929,685
265.983,1120
266.182,10
266.222,60
266.251,190
268.074,1430
268.079,375
268.195,235
269.537,1260
270.219,10
270.238,810
271.490,10
272.031,1110
272.608,620
273.299,645
273.912,630
274.558,625
275.104,640
275.777,590
276.362,625
276.898,605
277.045,640
277.629,10
278.312,615
279.969,645
281.394,1790
282.069,1340
282.211,715
282.214,195
283.190,10
284.438,935
284.990,1280
285.725,585
286.355,590
286.359,735
286.863,10
287.073,635
288.996,1375
289.719,640
290.938,650
291.230,1275
291.523,585
292.352,705
292.355,190
292.500,10
293.522,380
294.011,670
294.740,620
295.422,640
296.107,725
296.788,650
298.209,700
298.350,1385
298.592,15
299.225,465
299.228,610
299.713,10
300.399,575
300.994,610
301.517,520
302.058,610
302.785,565
302.794,640
302.930,225
303.083,170
303.469,135
304.006,785
304.051,10
304.441,10
305.124,435
305.709,610
306.245,625
306.933,595
307.513,610
308.049,610
308.780,600
309.998,680
310.291,1290
310.295,175
310.607,10
311.284,395
311.802,610
312.486,600
313.167,630
313.606,625
314.435,620
314.439,725
314.581,10
314.586,215
314.733,15
314.874,10
315.609,270
316.141,595
316.682,620
317.360,565
317.944,650
318.481,615
319.748,595
320.285,1200
320.967,580
321.601,625
322.234,665
322.920,655
323.797,670
323.801,620
324.185,10
324.477,670
324.775,555
325.452,700
325.598,15
325.991,180
326.719,415
327.256,635
328.087,565
328.379,670
328.913,475
329.498,595
329.501,535
330.180,10
330.183,595
330.717,10
331.302,575
332.033,610
332.549,585
332.715,605
333.106,10
333.793,680
334.471,620
334.622,700
335.058,210
335.738,405
336.472,610
336.860,585
337.401,610
338.127,600
338.663,565
339.200,690
339.936,515
340.476,630
341.054,615
341.588,585
342.124,570
342.712,540
343.831,565
344.393,1085
345.641,610
346.319,1185
346.755,575
347.291,640
347.828,495
348.413,590
348.949,590
350.216,555
350.509,1180
350.785,315
352.020,240
352.557,1240
353.177,580
353.678,600
354.263,615
354.945,570
355.482,635
356.213,620
356.752,635
357.431,600
358.017,650
358.552,585
359.273,595
359.820,590
360.357,585
360.942,565
361.477,615
362.164,605
362.891,620
363.724,720
364.110,605
364.554,685
364.600,330
364.793,20
365.378,255
366.060,640
366.650,640
367.181,580
367.717,605
368.448,555
369.521,615
370.106,1160
370.643,550
371.229,595
371.765,590
372.446,575
373.036,585
373.602,585
374.152,610
374.835,595
375.394,615
375.956,605
376.640,595
377.181,600
377.787,590
378.296,585
378.881,575
379.417,560
380.003,545
380.542,545
380.977,525
381.513,535
382.053,515
382.637,545
383.171,545
383.326,605
383.519,165
383.524,20
383.530,10
383.613,10
383.622,15
383.627,185
385.267,1125
385.706,505
386.242,520
386.827,530
387.364,510
387.754,510
388.387,550
388.875,505
389.467,530
390.045,540
390.488,540
391.117,550
391.654,575
392.287,575
392.872,565
393.364,560
393.896,550
394.706,560
394.913,545
395.460,550
396.139,550
396.693,580
396.781,555
397.503,10
397.510,845
397.652,15
397.655,210
399.453,1185
399.989,545
400.428,565
401.598,540
402.085,1105
402.671,550
403.207,555
403.889,545
404.333,690
405.013,405
405.320,510
406.425,530
407.156,1060
407.499,525
407.935,535
408.521,545
409.057,550
410.181,520
410.715,1100
411.153,535
411.692,465
412.226,535
412.664,540
413.349,520
413.801,550
414.175,500
414.761,490
415.640,545
415.896,520
416.418,535
416.857,525
417.393,520
417.931,530
418.514,540
419.050,535
419.489,535
420.183,530
421.295,605
421.683,1085
422.275,510
422.804,510
423.389,580
424.127,560
424.466,555
424.615,525
424.656,135
424.661,15
424.664,10
425.437,15
426.173,815
427.143,585
428.659,1065
430.361,1570
430.458,1655
430.750,210
431.287,300
431.871,580
432.944,455
433.382,1080
434.074,510
434.506,685
435.479,375
435.771,1105
435.775,245
435.917,30
435.921,25
435.925,15
436.037,235
437.430,650
438.111,730
438.794,690
439.380,640
440.062,625
440.646,620
441.182,625
441.723,565
442.307,555
442.645,555
442.694,320
442.721,15
442.742,15
442.746,15
442.986,15
443.669,255
444.498,815
445.234,720
445.960,725
446.742,705
447.280,700
448.008,700
448.982,720
449.372,700
450.055,660
450.786,690
451.323,710
452.053,680
452.736,650
453.418,655
454.101,725
454.884,760
454.901,665
455.519,10
456.053,630
456.636,605
457.318,610
457.465,805
459.659,965
460.390,1260
460.926,655
461.609,665
462.340,665
463.152,675
463.705,725
464.387,720
465.021,640
465.664,620
466.252,625
466.776,570
466.826,595
467.361,10
468.046,600
468.580,610
468.586,620
469.262,10
469.896,610
470.530,655
471.066,620
471.652,610
471.800,570
472.334,10
472.919,615
473.455,610
474.192,595
474.722,610
475.262,615
475.941,585
476.575,600
477.062,585
477.746,625
478.392,615
478.741,580
479.042,525
479.158,310
480.182,335
480.704,625
481.255,600
482.083,595
482.474,595
483.059,610
483.643,595
484.179,605
484.183,580
484.862,10
485.399,600
485.983,605
486.666,605
487.220,595
487.787,600
488.469,595
489.033,625
489.596,585
490.131,630
490.810,555
491.249,605
491.931,530
492.077,630
492.126,115
492.130,15
492.175,15
492.178,10
492.182,10
492.421,10
492.467,20
493.052,310
493.491,635
493.682,575
495.002,860
496.269,580
496.274,1225
496.513,235
497.098,545
498.220,10
498.783,1165
499.340,530
500.023,595
500.072,635
500.559,10
501.242,610
501.827,635
502.512,650
503.777,645
504.313,1245
504.898,550
506.075,620
507.679,1140
508.803,1700
509.335,1115
509.630,565
509.920,115
510.457,360
510.995,595
511.294,555
511.835,545
512.652,555
513.234,560
513.970,575
514.502,635
515.186,645
515.867,690
516.452,660
517.134,620
517.782,615
518.261,600
518.938,620
519.479,625
520.157,645
520.743,630
521.278,605
521.577,575
522.013,195
