df_hash,22ZHK4.7HTV1R
319.222,35.344
320.246,35.344
321.320,35.344
322.244,35.469
323.219,35.469
324.243,35.500
325.221,35.500
326.390,35.469
327.227,35.531
328.244,35.531
329.216,35.531
330.241,35.562
331.214,35.562
332.238,35.562
333.213,35.531
334.265,35.500
335.215,35.469
336.235,35.500
337.259,35.469
338.234,35.438
339.404,35.469
340.238,35.469
341.208,35.469
342.252,35.500
343.211,35.500
344.230,35.500
345.205,35.562
346.229,35.562
347.208,35.562
348.277,35.594
349.252,35.594
350.226,35.594
351.445,35.625
352.248,35.594
353.249,35.594
354.224,35.562
355.201,35.531
356.223,35.531
357.281,35.500
358.248,35.500
359.246,35.500
360.220,35.500
361.244,35.500
362.257,35.531
363.252,35.531
364.217,35.531
365.242,35.562
366.217,35.562
367.389,35.625
368.215,35.594
369.239,35.656
370.314,35.625
371.238,35.625
372.213,35.625
373.483,35.625
374.212,35.656
375.241,35.625
376.259,35.625
377.234,35.594
378.209,35.594
379.233,35.531
380.257,35.531
381.232,35.531
382.210,35.531
383.234,35.531
384.523,35.500
385.229,35.500
386.205,35.500
387.228,35.469
388.376,35.500
389.226,35.531
390.205,35.531
391.226,35.500
392.200,35.531
393.224,35.531
394.204,35.562
395.432,35.562
396.198,35.531
397.222,35.531
398.250,35.594
399.374,35.562
400.195,35.562
401.268,35.531
402.243,35.531
403.223,35.562
404.193,35.594
405.220,35.625
406.240,35.656
407.215,35.656
408.239,35.656
409.509,35.688
410.284,35.625
411.213,35.625
412.288,35.625
413.212,35.625
414.284,35.625
415.215,35.594
416.244,35.562
417.212,35.531
418.233,35.531
419.224,35.500
420.231,35.562
421.207,35.562
422.237,35.531
423.254,35.531
424.475,35.531
425.217,35.531
426.228,35.531
427.203,35.562
428.232,35.562
429.202,35.625
430.225,35.625
431.201,35.594
432.233,35.594
433.199,35.594
434.222,35.625
435.223,35.625
436.222,35.625
437.197,35.625
438.220,35.625
439.196,35.625
440.222,35.562
441.438,35.594
442.543,35.625
443.193,35.594
444.217,35.594
445.262,35.469
446.215,35.469
447.191,35.469
448.214,35.438
449.189,35.438
450.266,35.469
451.188,35.469
452.212,35.469
453.187,35.469
454.211,35.500
455.237,35.594
456.455,35.594
457.236,35.594
458.208,35.625
459.232,35.625
460.206,35.594
461.231,35.594
462.206,35.594
463.229,35.594
464.204,35.625
465.228,35.594
466.207,35.562
467.230,35.594
468.202,35.625
469.226,35.656
470.203,35.656
471.225,35.656
472.238,35.656
473.273,35.688
474.247,35.688
475.221,35.719
476.202,35.719
477.222,35.688
478.196,35.656
479.219,35.688
480.194,35.688
481.218,35.688
482.254,35.688
483.217,35.625
484.192,35.625
485.215,35.625
486.193,35.625
487.219,35.625
488.191,35.625
489.269,35.594
490.188,35.594
491.211,35.594
492.284,35.594
