df_hash,22ZHK4.7HTV1R
13.978,0.998
14.008,0.997
14.038,1.000
14.068,1.004
14.098,0.999
14.128,0.998
14.158,1.004
14.188,1.000
14.218,1.002
14.248,0.996
14.278,0.999
14.308,0.996
14.338,1.001
14.368,1.005
14.398,1.000
14.428,0.999
14.458,0.995
14.488,0.993
14.518,1.000
14.548,1.001
14.578,1.002
14.608,0.998
14.638,1.000
14.668,0.995
14.698,1.002
14.728,1.002
14.758,0.995
14.788,0.998
14.818,1.002
14.848,0.998
14.878,1.001
14.908,1.001
14.938,1.003
14.968,1.001
14.998,0.999
15.028,1.000
15.058,0.998
15.088,0.998
15.118,0.994
15.148,0.998
15.178,1.003
15.208,1.003
15.238,0.997
15.268,0.995
15.298,1.001
15.328,1.000
15.358,1.000
15.388,1.000
15.418,1.000
15.448,0.996
15.478,1.002
15.508,1.001
15.538,0.998
15.568,1.002
15.598,1.001
15.628,1.000
15.658,1.000
15.688,1.003
15.718,1.005
15.748,1.001
15.778,1.000
15.808,1.001
15.838,1.001
15.868,0.998
15.898,1.002
15.928,0.999
15.958,1.003
15.988,0.992
16.018,1.005
16.048,1.001
16.078,1.000
16.108,0.999
16.138,1.000
16.168,1.000
16.198,1.000
16.228,0.999
16.258,0.994
16.288,1.002
16.318,1.004
16.348,1.001
16.378,1.001
16.408,1.000
16.438,0.997
16.468,1.003
16.498,1.002
16.528,0.995
16.558,1.002
16.588,1.000
16.618,0.993
16.648,1.002
16.678,1.003
16.708,0.999
16.738,1.000
16.768,1.001
16.798,1.002
16.828,1.000
16.858,1.006
16.888,0.995
16.918,0.997
16.948,1.000
16.978,1.002
17.008,0.999
17.038,1.000
17.068,0.998
17.098,0.994
17.128,1.004
17.158,0.999
17.188,1.003
17.218,1.004
17.248,0.997
17.278,0.997
17.308,0.998
17.338,1.003
17.368,0.994
17.398,0.989
17.428,1.000
17.458,0.999
17.488,0.999
17.518,0.998
17.548,1.000
17.578,1.002
17.608,1.008
17.638,0.999
17.668,0.995
17.698,0.993
17.728,1.003
17.758,0.996
17.788,1.003
17.818,1.004
17.848,0.995
17.878,1.000
17.908,0.997
17.938,0.999
17.968,1.001
17.998,0.998
18.028,0.996
18.058,1.001
18.088,1.000
18.118,1.001
18.148,0.999
18.178,1.003
18.208,1.001
18.238,0.995
18.268,1.000
18.298,0.997
18.328,1.003
18.358,0.996
18.388,1.001
18.418,0.996
18.448,0.996
18.478,0.999
18.508,1.002
18.538,1.005
18.568,0.999
18.598,1.000
18.628,0.995
18.658,1.002
18.688,1.000
18.718,0.995
18.748,1.000
18.778,1.001
18.808,0.999
18.838,0.998
18.868,0.999
18.898,0.999
18.928,0.997
18.958,0.999
18.988,1.000
19.018,1.001
19.048,1.002
19.078,0.994
19.108,1.007
19.138,0.995
19.168,1.000
19.198,0.991
19.228,0.998
19.258,1.003
19.288,1.000
19.318,1.001
19.348,0.998
19.378,1.003
19.408,0.997
19.438,0.999
19.468,0.997
19.498,1.000
19.528,1.000
19.558,1.000
19.588,1.001
19.618,0.999
19.648,0.998
19.678,1.001
19.708,0.996
19.738,0.999
19.768,1.000
19.798,1.003
19.828,0.998
19.858,1.005
19.888,0.998
19.918,0.994
19.948,0.997
19.978,1.000
20.008,1.000
20.038,0.997
20.068,1.005
20.098,0.999
20.128,1.003
20.158,0.993
20.188,0.996
20.218,1.004
20.248,0.998
20.278,1.001
20.308,0.998
20.338,0.993
20.368,1.000
20.398,1.002
20.428,0.997
20.458,0.998
20.488,0.998
20.518,0.999
20.548,1.003
20.578,0.997
20.608,0.996
20.638,0.997
20.668,1.001
20.698,0.996
20.728,1.000
20.758,1.001
20.788,1.001
20.818,0.999
20.848,0.995
20.878,0.999
20.908,0.998
20.938,0.998
20.968,1.001
20.998,0.999
21.028,0.998
21.058,0.999
21.088,1.001
21.118,1.000
21.148,0.998
21.178,1.003
21.208,1.002
21.238,1.000
21.268,1.005
21.298,1.000
21.328,0.996
21.358,0.993
21.388,0.997
21.418,1.002
21.448,1.003
21.478,0.995
21.508,1.000
21.538,1.003
21.568,0.998
21.598,0.998
21.628,1.002
21.658,1.000
21.688,1.000
21.718,1.000
21.748,0.999
21.778,0.997
21.808,1.000
21.838,0.998
21.868,1.002
21.898,0.999
21.928,1.001
21.958,0.995
21.988,0.999
22.018,1.003
22.048,1.001
22.078,1.003
22.108,0.990
22.138,1.004
22.168,0.999
22.198,0.996
22.228,1.001
22.258,1.000
22.288,1.001
22.318,1.003
22.348,0.999
22.378,1.000
22.408,0.999
22.438,0.999
22.468,1.001
22.498,0.997
22.528,0.996
22.558,1.005
22.588,1.001
22.618,1.000
22.648,0.993
22.678,0.999
22.708,1.001
22.738,0.997
22.768,0.997
22.798,0.995
22.828,1.000
22.858,0.999
22.888,0.996
22.918,1.005
22.948,1.002
22.978,1.000
23.008,1.001
23.038,0.996
23.068,0.995
23.098,1.003
23.128,0.997
23.158,0.997
23.188,1.002
23.218,0.997
23.248,1.003
23.278,0.998
23.308,0.997
23.338,0.997
23.368,1.000
23.398,1.001
23.428,0.994
23.458,1.002
23.488,1.002
23.518,0.997
23.548,0.997
23.578,1.000
23.608,1.002
23.638,0.995
23.668,1.000
23.698,0.999
23.728,0.994
23.758,1.001
23.788,0.998
23.818,0.999
23.848,0.997
23.878,0.997
23.908,0.991
23.938,1.001
23.968,0.998
23.998,0.998
24.028,0.991
24.058,1.000
24.088,1.003
24.118,0.999
24.148,1.003
24.178,0.993
24.208,0.998
24.238,1.000
24.268,0.998
24.298,1.002
24.328,0.996
24.358,1.003
24.388,0.994
24.418,1.000
24.448,0.998
24.478,1.006
24.508,1.001
24.538,0.994
24.568,1.002
24.598,1.000
24.628,0.993
24.658,1.004
24.688,1.000
24.718,1.000
24.748,0.996
24.778,0.998
24.808,1.003
24.838,1.003
24.868,1.001
24.898,0.990
24.928,1.001
24.958,0.997
24.988,1.004
25.018,0.997
25.048,0.999
25.078,0.999
25.108,1.000
25.138,0.999
25.168,0.999
25.198,1.000
25.228,0.999
25.258,1.000
25.288,1.000
25.318,1.001
25.348,1.000
25.378,0.999
25.408,0.996
25.438,1.005
25.468,0.996
25.498,0.997
25.528,1.000
25.558,1.000
25.588,1.002
25.618,1.001
25.648,0.998
25.678,0.991
25.708,1.003
25.738,0.999
25.768,0.999
25.798,1.002
25.828,0.998
25.858,0.999
25.888,1.002
25.918,0.998
25.948,0.997
25.978,1.002
26.008,0.996
26.038,0.998
26.068,1.000
26.098,0.999
26.128,0.999
26.158,1.001
26.188,0.996
26.218,1.003
26.248,0.994
26.278,0.998
26.308,0.995
26.338,1.000
26.368,0.999
26.398,1.002
26.428,1.004
26.458,0.995
26.488,1.005
26.518,1.001
26.548,0.999
26.578,0.999
26.608,0.999
26.638,0.996
26.668,0.998
26.698,1.002
26.728,1.001
26.758,1.003
26.788,0.997
26.818,0.997
26.848,0.999
26.878,0.999
26.908,1.008
26.938,0.998
26.968,1.001
26.998,0.995
27.028,0.999
27.058,0.998
27.088,1.000
27.118,1.003
27.148,1.000
27.178,0.998
27.208,1.000
27.238,0.999
27.268,1.003
27.298,0.999
27.328,1.002
27.358,0.999
27.388,0.994
27.418,1.001
27.448,0.998
27.478,0.998
27.508,1.000
27.538,0.998
27.568,1.000
27.598,0.998
27.628,0.998
27.658,0.996
27.688,1.008
27.718,0.999
27.748,0.998
27.778,0.994
27.808,0.998
27.838,1.002
27.868,0.999
27.898,1.006
27.928,0.993
27.958,1.003
27.988,1.001
28.018,1.000
28.048,1.000
28.078,1.002
28.108,0.998
28.138,0.998
28.168,1.001
28.198,1.004
28.228,0.998
28.258,1.000
28.288,0.997
28.318,1.000
28.348,1.000
28.378,1.000
28.408,0.998
28.438,0.993
28.468,1.003
28.498,0.999
28.528,0.998
28.558,1.000
28.588,1.000
28.618,0.998
28.648,1.005
28.678,0.999
28.708,0.990
28.738,1.004
28.768,1.001
28.798,0.999
28.828,1.003
28.858,1.000
28.888,0.994
28.918,1.005
28.948,0.999
28.978,0.999
29.008,0.999
29.038,0.996
29.068,1.002
29.098,0.999
29.128,0.996
29.158,0.999
29.188,1.002
29.218,0.998
29.248,0.994
29.278,1.009
29.308,0.993
29.338,1.000
29.368,0.997
29.398,1.002
29.428,1.004
29.458,1.006
29.488,1.000
29.518,0.988
29.548,1.002
29.578,1.001
29.608,0.995
29.638,1.004
29.668,1.002
29.698,0.997
29.728,1.002
29.758,1.002
29.788,0.996
29.818,0.999
29.848,1.001
29.878,1.000
29.908,1.002
29.938,0.998
29.968,1.001
29.998,1.005
30.028,0.993
30.058,1.003
30.088,0.995
30.118,0.999
30.148,0.997
30.178,1.000
30.208,1.003
30.238,0.998
30.268,0.999
30.298,0.998
30.328,1.003
30.358,0.999
30.388,0.998
30.418,0.998
30.448,1.002
30.478,0.998
30.508,0.999
30.538,1.001
30.568,1.001
30.598,0.999
30.628,1.000
30.658,1.000
30.688,0.997
30.718,0.993
30.748,0.995
30.778,1.000
30.808,1.002
30.838,0.998
30.868,1.000
30.898,0.998
30.928,1.000
30.958,1.002
30.988,1.003
31.018,0.995
31.048,1.006
31.078,1.001
31.108,0.998
31.138,1.003
31.168,1.003
31.198,0.996
31.228,0.997
31.258,1.001
31.288,1.000
31.318,1.001
31.348,0.998
31.378,1.000
31.408,0.999
31.438,1.005
31.468,0.997
31.498,0.996
31.528,1.009
31.558,1.000
31.588,1.000
31.618,0.995
31.648,1.004
31.678,1.000
31.708,0.997
31.738,0.996
31.768,0.999
31.798,0.998
31.828,0.996
31.858,1.001
31.888,1.000
31.918,1.000
31.948,1.003
31.978,1.002
32.008,1.003
32.038,0.999
32.068,1.000
32.098,1.000
32.128,0.996
32.158,1.000
32.188,0.999
32.218,1.001
32.248,1.002
32.278,1.003
32.308,0.998
32.338,1.003
32.368,0.997
32.398,1.004
32.428,0.995
32.458,1.001
32.488,1.000
32.518,1.003
32.548,1.006
32.578,0.992
32.608,1.005
32.638,1.000
32.668,1.000
32.698,0.998
32.728,0.997
32.758,0.997
32.788,1.001
32.818,1.000
32.848,1.003
32.878,1.001
32.908,0.999
32.938,1.004
32.968,0.997
32.998,0.997
33.028,1.003
33.058,0.999
33.088,1.001
33.118,1.005
33.148,1.000
33.178,1.000
33.208,0.998
33.238,1.002
33.268,1.000
33.298,1.003
33.328,1.004
33.358,0.994
33.388,1.001
33.418,1.003
33.448,0.994
33.478,0.997
33.508,1.003
33.538,0.999
33.568,0.998
33.598,0.996
33.628,1.002
33.658,1.000
33.688,0.999
33.718,0.999
33.748,1.004
33.778,1.000
33.808,1.002
33.838,0.998
33.868,1.002
33.898,0.992
33.928,1.002
33.958,0.997
33.988,1.000
34.018,1.000
34.048,0.997
34.078,1.006
34.108,0.991
34.138,1.000
34.168,1.002
34.198,0.997
34.228,0.991
34.258,0.999
34.288,1.000
34.318,1.001
34.348,1.002
34.378,0.996
34.408,1.000
34.438,1.001
34.468,0.999
34.498,1.005
34.528,1.001
34.558,0.999
34.588,0.996
34.618,1.005
34.648,0.999
34.678,1.000
34.708,0.999
34.738,1.000
34.768,1.000
34.798,1.003
34.828,0.999
34.858,0.984
34.888,1.004
34.918,1.000
34.948,1.001
34.978,0.999
35.008,1.005
35.038,1.003
35.068,0.999
35.098,0.997
35.128,1.002
35.158,1.007
35.188,1.000
35.218,1.000
35.248,0.997
35.278,1.000
35.308,1.007
35.338,1.000
35.368,0.998
35.398,1.004
35.428,1.001
35.458,0.999
35.488,1.002
35.518,0.999
35.548,1.000
35.578,1.006
35.608,1.002
35.638,0.994
35.668,0.998
35.698,1.002
35.728,0.996
35.758,0.998
35.788,1.004
35.818,1.001
35.848,0.998
35.878,1.001
35.908,1.001
35.938,0.997
35.968,1.001
35.998,1.000
36.028,0.999
36.058,0.997
36.088,1.004
36.118,0.998
36.148,1.007
36.178,0.994
36.208,1.000
36.238,1.000
36.268,0.999
36.298,0.998
36.328,1.002
36.358,1.002
36.388,1.001
36.418,1.000
36.448,0.993
36.478,1.003
36.508,1.000
36.538,0.998
36.568,1.002
36.598,1.001
36.628,0.997
36.658,1.000
36.688,1.002
36.718,0.999
36.748,0.999
36.778,1.000
36.808,0.998
36.838,0.996
36.868,0.997
36.898,0.997
36.928,1.002
36.958,0.998
36.988,0.999
37.018,0.997
37.048,1.001
37.078,0.997
37.108,1.005
37.138,1.003
37.168,0.994
37.198,1.004
37.228,1.003
37.258,1.000
37.288,0.997
37.318,1.001
37.348,0.998
37.378,0.999
37.408,1.000
37.438,1.001
37.468,0.999
37.498,1.002
37.528,0.999
37.558,1.004
37.588,1.000
37.618,0.993
37.648,1.005
37.678,1.005
37.708,0.998
37.738,1.000
37.768,1.004
37.798,1.000
37.828,1.000
37.858,0.999
37.888,0.994
37.918,0.997
37.948,1.006
37.978,0.999
38.008,0.997
38.038,0.999
38.068,0.999
38.098,1.002
38.128,1.005
38.158,1.002
38.188,1.000
38.218,0.999
38.248,1.002
38.278,1.000
38.308,0.998
38.338,1.003
38.368,1.001
38.398,0.992
38.428,1.004
38.458,1.001
38.488,0.995
38.518,0.996
38.548,1.005
38.578,1.001
38.608,1.002
38.638,0.998
38.668,0.996
38.698,0.998
38.728,1.006
38.758,0.999
38.788,0.997
38.818,1.000
38.848,0.999
38.878,1.001
38.908,1.005
38.938,1.000
38.968,0.999
38.998,1.001
39.028,1.003
39.058,0.998
39.088,1.002
39.118,0.998
39.148,1.002
39.178,1.003
39.208,0.997
39.238,1.007
39.268,1.005
39.298,0.995
39.328,0.996
39.358,1.000
39.388,1.003
39.418,1.003
39.448,0.996
39.478,0.998
39.508,0.997
39.538,1.007
39.568,1.002
39.598,0.998
39.628,0.996
39.658,1.002
39.688,0.998
39.718,1.000
39.748,1.001
39.778,1.000
39.808,1.002
39.838,1.000
39.868,0.998
39.898,0.999
39.928,0.996
39.958,1.002
39.988,1.002
40.018,1.001
40.048,1.004
40.078,1.000
40.108,0.996
40.138,0.998
40.168,0.997
40.198,0.998
40.228,1.006
40.258,0.996
40.288,0.998
40.318,1.000
40.348,1.003
40.378,0.998
40.408,0.999
40.438,1.002
40.468,0.998
40.498,0.997
40.528,0.997
40.558,0.999
40.588,0.999
40.618,1.002
40.648,1.000
40.678,1.001
40.708,0.999
40.738,1.002
40.768,1.007
40.798,0.998
40.828,1.002
40.858,0.997
40.888,1.000
40.918,0.995
40.948,1.003
40.978,1.003
41.008,0.998
41.038,0.999
41.068,1.002
41.098,1.003
41.128,1.000
41.158,1.000
41.188,1.000
41.218,0.999
41.248,0.998
41.278,0.999
41.308,0.997
41.338,1.001
41.368,1.001
41.398,0.999
41.428,0.997
41.458,1.001
41.488,0.999
41.518,0.996
41.548,1.006
41.578,1.005
41.608,0.999
41.638,0.998
41.668,1.003
41.698,1.000
41.728,1.000
41.758,1.001
41.788,1.000
41.818,0.997
41.848,1.004
41.878,0.999
41.908,1.001
41.938,1.002
41.968,1.000
41.998,1.003
42.028,1.001
42.058,0.997
42.088,0.998
42.118,1.000
42.148,1.000
42.178,0.996
42.208,0.997
42.238,1.001
42.268,1.002
42.298,0.998
42.328,1.007
42.358,1.002
42.388,0.994
42.418,0.998
42.448,1.001
42.478,1.005
42.508,1.001
42.538,0.995
42.568,1.003
42.598,0.995
42.628,1.006
42.658,1.000
42.688,1.002
42.718,1.001
42.748,0.998
42.778,1.002
42.808,1.001
42.838,0.999
42.868,0.999
42.898,1.004
42.928,1.000
42.958,0.999
42.988,1.005
43.018,1.005
43.048,1.001
43.078,1.002
43.108,0.997
43.138,1.005
43.168,0.993
43.198,1.003
43.228,0.999
43.258,1.001
43.288,1.001
43.318,1.004
43.348,1.001
43.378,0.992
43.408,1.004
43.438,1.004
43.468,0.998
43.498,1.003
43.528,1.001
43.558,0.998
43.588,1.002
43.618,1.001
43.648,0.999
43.678,1.000
43.708,0.999
43.738,1.001
43.768,0.998
43.798,0.996
43.828,1.000
43.858,0.998
43.888,1.004
43.918,0.998
43.948,0.999
43.978,0.998
44.008,1.003
44.038,0.999
44.068,1.001
44.098,1.008
44.128,0.995
44.158,1.002
44.188,1.002
44.218,0.996
44.248,1.004
44.278,1.001
44.308,0.997
44.338,0.997
44.368,1.005
44.398,1.001
44.428,1.000
44.458,1.002
44.488,0.998
44.518,1.003
44.548,0.997
44.578,0.997
44.608,0.996
44.638,1.009
44.668,1.000
44.698,0.997
44.728,1.000
44.758,1.001
44.788,1.001
44.818,1.003
44.848,0.999
44.878,0.997
44.908,0.996
44.938,1.005
44.968,1.003
44.998,0.998
45.028,0.995
45.058,1.000
45.088,1.003
45.118,1.001
45.148,1.000
45.178,1.000
45.208,1.001
45.238,1.000
45.268,1.000
45.298,1.003
45.328,1.002
45.358,1.000
45.388,1.000
45.418,1.004
45.448,1.001
45.478,1.005
45.508,0.998
45.538,1.000
45.568,1.002
45.598,1.004
45.628,1.002
45.658,0.999
45.688,1.006
45.718,0.994
45.748,1.009
45.778,1.004
45.808,0.996
45.838,0.999
45.868,0.999
45.898,1.000
45.928,1.000
45.958,1.005
45.988,1.004
46.018,0.998
46.048,0.999
46.078,1.000
46.108,1.001
46.138,1.001
46.168,1.000
46.198,1.002
46.228,1.004
46.258,0.995
46.288,0.999
46.318,0.999
46.348,0.994
46.378,0.998
46.408,1.000
46.438,1.002
46.468,1.003
46.498,1.002
46.528,0.990
46.558,1.005
46.588,1.001
46.618,0.994
46.648,1.001
46.678,1.001
46.708,1.001
46.738,1.000
46.768,1.002
46.798,1.000
46.828,1.002
46.858,1.000
46.888,1.004
46.918,0.997
46.948,0.994
46.978,0.998
47.008,0.999
47.038,1.003
47.068,1.000
47.098,0.995
47.128,0.999
47.158,1.002
47.188,1.005
47.218,1.002
47.248,1.004
47.278,0.994
47.308,1.000
47.338,1.003
47.368,1.002
47.398,0.999
47.428,0.998
47.458,0.997
47.488,1.005
47.518,0.998
47.548,1.000
47.578,1.000
47.608,0.998
47.638,1.000
47.668,1.000
47.698,1.005
47.728,1.004
47.758,1.003
47.788,0.993
47.818,1.007
47.848,0.999
47.878,0.998
47.908,0.999
47.938,1.005
47.968,1.005
47.998,1.000
48.028,1.003
48.058,0.994
48.088,1.007
48.118,0.998
48.148,1.000
48.178,1.000
48.208,1.000
48.238,1.002
48.268,1.000
48.298,1.006
48.328,1.001
48.358,1.000
48.388,1.000
48.418,1.004
48.448,1.000
48.478,0.998
48.508,1.003
48.538,0.999
48.568,1.005
48.598,1.002
48.628,1.003
48.658,1.001
48.688,1.002
48.718,0.998
48.748,0.998
48.778,1.001
48.808,1.004
48.838,1.006
48.868,0.993
48.898,1.003
48.928,1.000
48.958,1.000
48.988,1.000
49.018,1.002
49.048,1.001
49.078,1.000
49.108,1.000
49.138,1.003
49.168,1.002
49.198,1.003
49.228,0.998
49.258,0.997
49.288,1.002
49.318,1.002
49.348,1.005
49.378,1.003
49.408,1.002
49.438,0.994
49.468,1.000
49.498,0.997
49.528,1.000
49.558,1.004
49.588,0.997
49.618,0.997
49.648,1.003
49.678,1.004
49.708,0.999
49.738,0.997
49.768,1.006
49.798,1.000
49.828,0.997
49.858,1.002
49.888,1.000
49.918,1.000
49.948,1.003
49.978,1.002
50.008,0.998
50.038,0.996
50.068,1.009
50.098,1.004
50.128,1.000
50.158,0.997
50.188,1.000
50.218,1.000
50.248,1.007
50.278,0.999
50.308,0.994
50.338,1.007
50.368,0.997
50.398,1.005
50.428,0.997
50.458,1.003
50.488,1.004
50.518,1.000
50.548,1.000
50.578,1.000
50.608,1.000
50.638,0.998
50.668,0.998
50.698,1.004
50.728,1.004
50.758,1.000
50.788,1.004
50.818,1.009
50.848,1.000
50.878,1.006
50.908,0.999
50.938,1.007
50.968,0.997
50.998,1.001
51.028,1.002
51.058,1.003
51.088,1.004
51.118,0.993
51.148,1.007
51.178,1.003
51.208,1.004
51.238,0.999
51.268,0.999
51.298,1.005
51.328,1.001
51.358,0.996
51.388,1.003
51.418,1.002
51.448,1.001
51.478,0.998
51.508,1.003
51.538,0.995
51.568,1.005
51.598,1.002
51.628,0.998
51.658,1.003
51.688,1.001
51.718,0.999
51.748,0.998
51.778,1.003
51.808,1.004
51.838,1.003
51.868,1.000
51.898,1.002
51.928,1.002
51.958,1.005
51.988,0.999
52.018,0.998
52.048,1.004
52.078,0.999
52.108,0.996
52.138,1.005
52.168,0.999
52.198,1.001
52.228,1.001
52.258,1.003
52.288,1.001
52.318,1.001
52.348,1.001
52.378,1.001
52.408,1.009
52.438,0.995
52.468,1.005
52.498,1.001
52.528,0.999
52.558,0.998
52.588,1.003
52.618,1.005
52.648,1.004
52.678,1.005
52.708,0.996
52.738,1.002
52.768,1.002
52.798,0.995
52.828,0.999
52.858,1.001
52.888,1.000
52.918,1.002
52.948,1.000
52.978,0.998
53.008,1.004
53.038,1.002
53.068,1.003
53.098,1.000
53.128,0.996
53.158,1.000
53.188,1.006
53.218,1.000
53.248,1.003
53.278,1.001
53.308,1.000
53.338,1.001
53.368,1.005
53.398,1.000
53.428,0.996
53.458,1.000
53.488,1.003
53.518,1.001
53.548,1.002
53.578,0.994
53.608,1.002
53.638,1.002
53.668,1.002
53.698,1.002
53.728,1.000
53.758,0.998
53.788,1.004
53.818,1.001
53.848,1.006
53.878,1.002
53.908,1.002
53.938,1.000
53.968,1.009
53.998,1.001
54.028,0.998
54.058,1.003
54.088,1.008
54.118,0.999
54.148,0.999
54.178,1.002
54.208,0.995
54.238,1.007
54.268,1.002
54.298,1.000
54.328,1.001
54.358,1.001
54.388,1.000
54.418,1.000
54.448,1.002
54.478,1.001
54.508,1.003
54.538,0.999
54.568,1.003
54.598,1.000
54.628,1.003
54.658,1.000
54.688,1.006
54.718,0.996
54.748,1.007
54.778,1.000
54.808,0.999
54.838,0.998
54.868,1.004
54.898,1.006
54.928,1.008
54.958,1.006
54.988,0.994
55.018,1.006
55.048,1.000
55.078,0.999
55.108,0.998
55.138,0.999
55.168,1.003
55.198,1.003
55.228,0.998
55.258,1.004
55.288,1.000
55.318,1.003
55.348,1.004
55.378,1.001
55.408,1.000
55.438,1.000
55.468,1.006
55.498,1.001
55.528,1.004
55.558,0.996
55.588,0.995
55.618,1.002
55.648,1.007
55.678,1.005
55.708,0.997
55.738,1.000
55.768,1.000
55.798,1.009
55.828,1.004
55.858,1.000
55.888,1.002
55.918,1.000
55.948,1.006
55.978,1.001
56.008,0.999
56.038,0.998
56.068,1.000
56.098,1.000
56.128,1.000
56.158,0.999
56.188,1.002
56.218,1.001
56.248,1.000
56.278,1.003
56.308,1.001
56.338,1.000
56.368,1.000
