df_hash,22ZHK4.7HTV1R
267.058,1.062
267.088,1.067
267.118,1.059
267.148,1.074
267.178,1.067
267.208,1.062
267.238,1.069
267.268,1.074
267.298,1.060
267.328,1.062
267.358,1.065
267.388,1.060
267.418,1.071
267.448,1.065
267.478,1.066
267.508,1.071
267.538,1.073
267.568,1.062
267.598,1.067
267.628,1.071
267.658,1.063
267.688,1.066
267.718,1.058
267.748,1.076
267.778,1.064
267.808,1.065
267.838,1.063
267.868,1.066
267.898,1.073
267.928,1.066
267.958,1.069
267.988,1.058
268.018,1.069
268.048,1.070
268.078,1.058
268.108,1.096
268.138,1.072
268.168,1.073
268.198,1.068
268.228,1.064
268.258,1.065
268.288,1.070
268.318,1.081
268.348,1.085
268.378,1.079
268.408,1.053
268.438,1.043
268.468,1.031
268.498,1.047
268.528,1.057
268.558,1.049
268.588,1.053
268.618,1.071
268.648,1.079
268.678,1.072
268.708,1.068
268.738,1.062
268.768,1.075
268.798,1.061
268.828,1.065
268.858,1.075
268.888,1.061
268.918,1.071
268.948,1.079
268.978,1.071
269.008,1.062
269.038,1.063
269.068,1.078
269.098,1.070
269.128,1.064
269.158,1.070
269.188,1.062
269.218,1.065
269.248,1.069
269.278,1.060
269.308,1.069
269.338,1.071
269.368,1.069
269.398,1.062
269.428,1.067
269.458,1.068
269.488,1.072
269.518,1.069
269.548,1.067
269.578,1.064
269.608,1.069
269.638,1.076
269.668,1.062
269.698,1.062
269.728,1.058
269.758,1.017
269.788,1.159
269.818,1.218
269.848,0.980
269.878,1.021
269.908,1.066
269.938,1.068
269.968,1.128
269.998,1.199
270.028,1.212
270.058,1.241
270.088,1.209
270.118,1.165
270.148,1.117
270.178,1.033
270.208,1.030
270.238,1.006
270.268,0.945
270.298,0.932
270.328,0.965
270.358,0.953
270.388,1.020
270.418,0.976
270.448,0.988
270.478,0.970
270.508,1.030
270.538,0.980
270.568,0.985
270.598,1.024
270.628,0.970
270.658,0.954
270.688,1.065
270.718,1.033
270.748,0.950
270.778,1.051
270.808,1.092
270.838,0.953
270.868,0.981
270.898,1.073
270.928,0.958
270.958,0.852
270.988,1.049
271.018,1.076
271.048,1.066
271.078,0.958
271.108,0.963
271.138,0.990
271.168,1.017
271.198,1.013
271.228,1.014
271.258,1.049
271.288,1.011
271.318,1.008
271.348,1.057
271.378,1.097
271.408,1.063
271.438,1.031
271.468,1.121
271.498,1.102
271.528,1.034
271.558,1.023
271.588,1.006
271.618,0.964
271.648,0.993
271.678,1.055
271.708,1.003
271.738,1.023
271.768,1.081
271.798,1.051
271.828,1.060
271.858,1.092
271.888,1.082
271.918,1.048
271.948,1.051
271.978,1.070
272.008,1.076
272.038,1.066
272.068,1.049
272.098,1.063
272.128,1.068
272.158,1.051
272.188,1.076
272.218,1.056
272.248,1.031
272.278,1.054
272.308,1.039
272.338,1.035
272.368,1.072
272.398,1.061
272.428,1.056
272.458,1.072
272.488,1.058
272.518,1.062
272.548,1.065
272.578,1.063
272.608,1.056
272.638,1.062
272.668,1.069
272.698,1.062
272.728,1.066
272.758,1.062
272.788,1.065
272.818,1.072
272.848,1.073
272.878,1.065
272.908,1.071
272.938,1.073
272.968,1.062
272.998,1.057
273.028,1.073
273.058,1.060
273.088,1.066
273.118,1.067
273.148,1.067
273.178,1.076
273.208,1.078
273.238,1.066
273.268,1.072
273.298,1.077
273.328,1.075
273.358,1.071
273.388,1.066
273.418,1.070
273.448,1.069
273.478,1.065
273.508,1.071
273.538,1.077
273.568,1.067
273.598,1.071
273.628,1.073
273.658,1.069
273.688,1.076
273.718,1.065
273.748,1.064
273.778,1.078
273.808,1.071
273.838,1.061
273.868,1.061
273.898,1.057
273.928,1.065
273.958,1.060
273.988,1.058
274.018,1.066
274.048,1.065
274.078,1.074
274.108,1.075
274.138,1.064
274.168,1.076
274.198,1.070
274.228,1.062
274.258,1.061
274.288,1.065
274.318,1.078
274.348,1.074
274.378,1.062
274.408,1.062
274.438,1.061
274.468,1.062
274.498,1.067
274.528,1.069
274.558,1.059
274.588,1.073
274.618,1.071
274.648,1.063
274.678,1.067
274.708,1.069
274.738,1.072
274.768,1.062
274.798,1.067
274.828,1.080
274.858,1.072
274.888,1.059
274.918,1.068
274.948,1.065
274.978,1.061
275.008,1.061
275.038,1.063
275.068,1.069
275.098,1.076
275.128,1.064
275.158,1.059
275.188,1.070
275.218,1.079
275.248,1.068
275.278,1.075
275.308,1.067
275.338,1.066
275.368,1.087
275.398,1.071
275.428,1.062
275.458,1.067
275.488,1.066
275.518,1.068
275.548,1.063
275.578,1.061
275.608,1.066
275.638,1.074
275.668,1.078
275.698,1.062
275.728,1.065
275.758,1.070
275.788,1.067
275.818,1.056
275.848,1.061
275.878,1.067
275.908,1.066
275.938,1.074
275.968,1.065
275.998,1.066
276.028,1.072
276.058,1.062
276.088,1.065
276.118,1.070
276.148,1.063
276.178,1.070
276.208,1.074
276.238,1.069
276.268,1.076
276.298,1.071
276.328,1.072
276.358,1.069
276.388,1.072
276.418,1.070
276.448,1.071
276.478,1.070
276.508,1.060
276.538,1.064
276.568,1.071
276.598,1.069
276.628,1.061
276.658,1.077
276.688,1.068
276.718,1.074
276.748,1.077
276.778,1.065
276.808,1.073
276.838,1.072
276.868,1.062
276.898,1.062
276.928,1.075
276.958,1.073
276.988,1.061
277.018,1.066
277.048,1.064
277.078,1.064
277.108,1.066
277.138,1.069
277.168,1.069
277.198,1.074
277.228,1.081
277.258,1.067
277.288,1.065
277.318,1.068
277.348,1.067
277.378,1.067
277.408,1.073
277.438,1.069
277.468,1.076
277.498,1.071
277.528,1.070
277.558,1.069
277.588,1.069
277.618,1.067
277.648,1.067
277.678,1.062
277.708,1.064
277.738,1.079
277.768,1.066
277.798,1.067
277.828,1.066
277.858,1.078
277.888,1.065
277.918,1.069
277.948,1.067
277.978,1.062
278.008,1.074
278.038,1.072
278.068,1.059
278.098,1.072
278.128,1.074
278.158,1.068
278.188,1.068
278.218,1.071
278.248,1.070
278.278,1.072
278.308,1.069
278.338,1.066
278.368,1.076
278.398,1.074
278.428,1.063
278.458,1.069
278.488,1.077
278.518,1.069
278.548,1.063
278.578,1.061
278.608,1.072
278.638,1.074
278.668,1.067
278.698,1.077
278.728,1.073
278.758,1.075
278.788,1.066
278.818,1.063
278.848,1.073
278.878,1.064
278.908,1.067
278.938,1.068
278.968,1.068
278.998,1.069
279.028,1.073
279.058,1.075
279.088,1.085
279.118,1.094
279.148,1.088
279.178,1.096
279.208,1.108
279.238,1.098
279.268,1.113
279.298,1.099
279.328,1.088
279.358,1.080
279.388,1.062
279.418,1.059
279.448,1.037
279.478,1.002
279.508,1.028
279.538,1.040
279.568,1.023
279.598,1.039
279.628,1.048
279.658,1.047
279.688,1.049
279.718,1.053
279.748,1.040
279.778,1.041
279.808,1.049
279.838,1.021
279.868,1.040
279.898,1.052
279.928,1.047
279.958,1.057
279.988,1.068
280.018,1.056
280.048,1.061
280.078,1.063
280.108,1.083
280.138,1.071
280.168,1.061
280.198,1.067
280.228,1.087
280.258,1.041
280.288,1.087
280.318,1.094
280.348,1.082
280.378,1.044
280.408,1.032
280.438,1.045
280.468,1.058
280.498,1.081
280.528,1.054
280.558,1.062
280.588,1.068
280.618,1.075
280.648,1.059
280.678,1.052
280.708,1.052
280.738,1.060
280.768,1.002
280.798,1.035
280.828,1.133
280.858,1.069
280.888,1.047
280.918,1.104
280.948,1.087
280.978,1.076
281.008,1.067
281.038,1.065
281.068,1.074
281.098,1.074
281.128,1.062
281.158,1.054
281.188,1.053
281.218,1.058
281.248,1.066
281.278,1.073
281.308,1.066
281.338,1.070
281.368,1.062
281.398,1.060
281.428,1.041
281.458,1.018
281.488,1.025
281.518,1.056
281.548,1.058
281.578,1.043
281.608,1.036
281.638,1.039
281.668,1.054
281.698,1.034
281.728,1.049
281.758,1.061
281.788,1.071
281.818,1.070
281.848,1.076
281.878,1.095
281.908,1.093
281.938,1.078
281.968,1.075
281.998,1.084
282.028,1.071
282.058,1.083
282.088,1.084
282.118,1.079
282.148,1.082
282.178,1.090
282.208,1.083
282.238,1.077
282.268,1.077
282.298,1.092
282.328,1.084
282.358,1.062
282.388,1.069
282.418,1.082
282.448,1.076
282.478,1.076
282.508,1.082
282.538,1.083
282.568,1.084
282.598,1.084
282.628,1.075
282.658,1.073
282.688,1.074
282.718,1.084
282.748,1.077
282.778,1.077
282.808,1.072
282.838,1.075
282.868,1.079
282.898,1.080
282.928,1.084
282.958,1.085
282.988,1.074
283.018,1.075
283.048,1.070
283.078,1.071
283.108,1.081
283.138,1.085
283.168,1.078
283.198,1.086
283.228,1.077
283.258,1.057
283.288,1.054
283.318,1.069
283.348,1.082
283.378,1.089
283.408,1.080
283.438,1.081
283.468,1.083
283.498,1.077
283.528,1.070
283.558,1.071
283.588,1.071
283.618,1.080
283.648,1.076
283.678,1.082
283.708,1.083
283.738,1.075
283.768,1.083
283.798,1.076
283.828,1.070
283.858,1.070
283.888,1.079
283.918,1.076
283.948,1.081
283.978,1.082
284.008,1.079
284.038,1.077
284.068,1.071
284.098,1.076
284.128,1.083
284.158,1.085
284.188,1.076
284.218,1.069
284.248,1.079
284.278,1.079
284.308,1.079
284.338,1.075
284.368,1.080
284.398,1.080
284.428,1.078
284.458,1.085
284.488,1.069
284.518,1.080
284.548,1.066
284.578,1.065
284.608,1.085
284.638,1.073
284.668,1.078
284.698,1.093
284.728,1.082
284.758,1.083
284.788,1.078
284.818,1.072
284.848,1.068
284.878,1.066
284.908,1.065
284.938,1.086
284.968,1.079
284.998,1.071
285.028,1.083
285.058,1.078
285.088,1.073
285.118,1.076
285.148,1.071
285.178,1.069
285.208,1.084
285.238,1.072
285.268,1.076
285.298,1.082
285.328,1.083
285.358,1.080
285.388,1.073
285.418,1.079
285.448,1.081
285.478,1.072
285.508,1.074
285.538,1.071
285.568,1.080
285.598,1.079
285.628,1.079
285.658,1.077
285.688,1.078
285.718,1.078
285.748,1.071
285.778,1.071
285.808,1.075
285.838,1.071
285.868,1.076
285.898,1.079
285.928,1.081
285.958,1.074
285.988,1.083
286.018,1.086
286.048,1.078
286.078,1.078
286.108,1.079
286.138,1.086
286.168,1.078
286.198,1.077
286.228,1.075
286.258,1.064
286.288,1.074
286.318,1.086
286.348,1.076
286.378,1.089
286.408,1.093
286.438,1.095
286.468,1.106
286.498,1.092
286.528,1.097
286.558,1.098
286.588,1.111
286.618,1.122
286.648,1.150
286.678,1.163
286.708,1.161
286.738,1.144
286.768,1.146
286.798,1.150
286.828,1.116
286.858,1.092
286.888,1.025
286.918,0.971
286.948,0.979
286.978,0.983
287.008,0.993
287.038,1.002
287.068,1.002
287.098,1.033
287.128,1.004
287.158,0.991
287.188,1.006
287.218,0.920
287.248,0.951
287.278,1.136
287.308,1.221
287.338,1.275
287.368,1.224
287.398,1.181
287.428,1.096
287.458,0.994
287.488,1.070
287.518,1.014
287.548,0.967
287.578,1.023
287.608,1.073
287.638,1.117
287.668,1.092
287.698,1.094
287.728,1.013
287.758,0.922
287.788,0.907
287.818,0.845
287.848,0.839
287.878,0.898
287.908,0.912
287.938,0.930
287.968,1.040
287.998,1.125
288.028,1.145
288.058,1.147
288.088,1.104
288.118,1.108
288.148,1.206
288.178,1.155
288.208,1.096
288.238,1.130
288.268,1.105
288.298,1.084
288.328,1.134
288.358,1.122
288.388,1.126
288.418,1.110
288.448,1.102
288.478,1.112
288.508,1.102
288.538,1.098
288.568,1.098
288.598,1.090
288.628,1.080
288.658,1.086
288.688,1.071
288.718,1.076
288.748,1.084
288.778,1.081
288.808,1.087
288.838,1.079
288.868,1.081
288.898,1.082
288.928,1.083
288.958,1.090
288.988,1.086
289.018,1.078
289.048,1.086
289.078,1.077
289.108,1.075
289.138,1.079
289.168,1.072
289.198,1.073
289.228,1.074
289.258,1.078
289.288,1.087
289.318,1.079
289.348,1.080
289.378,1.082
289.408,1.088
289.438,1.088
289.468,1.088
289.498,1.083
289.528,1.079
289.558,1.073
289.588,1.074
289.618,1.078
289.648,1.085
289.678,1.081
289.708,1.081
289.738,1.072
289.768,1.078
289.798,1.081
289.828,1.081
289.858,1.076
289.888,1.076
289.918,1.075
289.948,1.088
289.978,1.080
290.008,1.080
290.038,1.076
290.068,1.071
290.098,1.080
290.128,1.075
290.158,1.075
290.188,1.080
290.218,1.077
290.248,1.075
290.278,1.077
290.308,1.085
290.338,1.087
290.368,1.093
290.398,1.081
290.428,1.073
290.458,1.082
290.488,1.081
290.518,1.085
290.548,1.081
290.578,1.074
290.608,1.077
290.638,1.086
290.668,1.102
290.698,1.139
290.728,1.134
290.758,1.163
290.788,1.184
290.818,1.231
290.848,1.230
290.878,1.185
290.908,1.132
290.938,1.085
290.968,1.050
290.998,1.051
291.028,1.012
291.058,1.012
291.088,0.995
291.118,1.035
291.148,0.962
291.178,0.988
291.208,1.013
291.238,0.941
291.268,1.002
291.298,1.011
291.328,0.980
291.358,1.016
291.388,1.034
291.418,1.010
291.448,1.003
291.478,1.007
291.508,0.996
291.538,0.987
291.568,1.026
291.598,1.030
291.628,1.023
291.658,1.061
291.688,1.045
291.718,1.027
291.748,1.055
291.778,1.050
291.808,1.078
291.838,1.029
291.868,1.056
291.898,1.062
291.928,1.054
291.958,1.058
291.988,1.072
292.018,1.065
292.048,1.060
292.078,1.062
292.108,1.076
292.138,1.031
292.168,1.058
292.198,1.065
292.228,1.094
292.258,1.078
292.288,1.070
292.318,1.092
292.348,1.066
292.378,1.066
292.408,1.078
292.438,1.067
292.468,1.038
292.498,1.057
292.528,1.045
292.558,1.047
292.588,1.022
292.618,1.054
292.648,1.045
292.678,1.056
292.708,1.070
292.738,1.042
292.768,1.057
292.798,1.048
292.828,1.062
292.858,1.058
292.888,1.042
292.918,1.010
292.948,1.022
292.978,1.054
293.008,1.004
293.038,1.048
293.068,1.061
293.098,1.052
293.128,1.046
293.158,1.044
293.188,1.058
293.218,1.047
293.248,1.046
293.278,1.053
293.308,1.060
293.338,1.044
293.368,1.045
293.398,1.055
293.428,1.063
293.458,1.071
293.488,1.080
293.518,1.051
293.548,1.052
293.578,1.065
293.608,1.049
293.638,1.036
293.668,1.050
293.698,1.054
293.728,1.050
293.758,1.050
293.788,1.050
293.818,1.049
293.848,1.039
293.878,1.045
293.908,1.051
293.938,1.058
293.968,1.043
293.998,1.062
294.028,1.059
294.058,1.049
294.088,1.037
294.118,1.056
294.148,1.036
294.178,1.038
294.208,1.054
294.238,1.047
294.268,1.048
294.298,1.055
294.328,1.043
294.358,1.062
294.388,1.045
294.418,1.049
294.448,1.043
294.478,1.047
294.508,1.054
294.538,1.046
294.568,1.048
294.598,1.059
294.628,1.057
294.658,1.038
294.688,1.041
294.718,1.051
294.748,1.052
294.778,1.042
294.808,1.049
294.838,1.053
294.868,1.038
294.898,1.049
294.928,1.060
294.958,1.047
294.988,1.061
295.018,1.053
295.048,1.044
295.078,1.049
295.108,1.060
295.138,1.047
295.168,1.046
295.198,1.056
295.228,1.048
295.258,1.059
295.288,1.048
295.318,1.047
295.348,1.057
295.378,1.050
295.408,1.050
295.438,1.054
295.468,1.053
295.498,1.052
295.528,1.051
295.558,1.046
295.588,1.041
295.618,1.045
295.648,1.042
295.678,1.059
295.708,1.053
295.738,1.056
295.768,1.057
295.798,1.047
295.828,1.047
295.858,1.046
295.888,1.041
295.918,1.056
295.948,1.058
295.978,1.048
296.008,1.062
296.038,1.054
296.068,1.053
296.098,1.061
296.128,1.053
296.158,1.049
296.188,1.060
296.218,1.055
296.248,1.052
296.278,1.053
296.308,1.044
296.338,1.053
296.368,1.047
296.398,1.047
296.428,1.055
296.458,1.050
296.488,1.048
296.518,1.049
296.548,1.054
296.578,1.059
296.608,1.064
296.638,1.048
296.668,1.049
296.698,1.065
296.728,1.051
296.758,1.048
296.788,1.059
296.818,1.067
296.848,1.060
296.878,1.060
296.908,1.051
296.938,1.057
296.968,1.037
296.998,1.051
297.028,1.043
297.058,1.044
297.088,1.052
297.118,1.046
297.148,1.036
297.178,1.043
297.208,1.051
297.238,1.034
297.268,1.047
297.298,1.048
297.328,1.037
297.358,1.046
297.388,1.052
297.418,1.044
297.448,1.049
297.478,1.044
297.508,1.055
297.538,1.059
297.568,1.049
297.598,1.052
297.628,1.055
297.658,1.049
297.688,1.048
297.718,1.057
297.748,1.042
297.778,1.041
297.808,1.044
297.838,1.040
297.868,1.031
297.898,1.037
297.928,1.044
297.958,1.055
297.988,1.054
298.018,1.037
298.048,1.070
298.078,1.067
298.108,1.045
298.138,1.056
298.168,1.049
298.198,1.046
298.228,1.062
298.258,1.058
298.288,1.030
298.318,1.041
298.348,1.065
298.378,1.059
298.408,1.064
298.438,1.090
298.468,1.090
298.498,1.078
298.528,1.084
298.558,1.089
298.588,1.082
298.618,1.077
298.648,1.078
298.678,1.078
298.708,1.081
298.738,1.078
298.768,1.064
298.798,1.067
298.828,1.082
298.858,1.058
298.888,1.062
298.918,1.069
298.948,1.073
298.978,1.073
299.008,1.058
299.038,1.071
299.068,1.068
299.098,1.063
299.128,1.072
299.158,1.083
299.188,1.067
299.218,1.040
299.248,1.075
299.278,1.096
299.308,1.069
299.338,1.070
299.368,1.077
299.398,1.071
299.428,1.073
299.458,1.059
299.488,1.067
299.518,1.064
299.548,1.066
299.578,1.072
299.608,1.077
299.638,1.071
299.668,1.072
299.698,1.075
299.728,1.076
299.758,1.075
299.788,1.076
299.818,1.068
299.848,1.069
299.878,1.064
299.908,1.060
299.938,1.075
299.968,1.071
299.998,1.072
300.028,1.060
300.058,1.072
300.088,1.072
300.118,1.074
300.148,1.065
300.178,1.064
300.208,1.066
300.238,1.071
300.268,1.063
300.298,1.067
300.328,1.072
300.358,1.075
300.388,1.070
300.418,1.065
300.448,1.076
300.478,1.047
300.508,1.071
300.538,1.079
300.568,1.042
300.598,1.081
300.628,1.095
300.658,1.095
300.688,1.090
300.718,1.086
300.748,1.091
300.778,1.090
300.808,1.078
300.838,1.070
300.868,1.064
300.898,1.043
300.928,1.062
300.958,1.068
300.988,1.079
301.018,1.115
301.048,1.080
301.078,1.104
301.108,1.081
301.138,1.048
301.168,1.051
301.198,1.051
301.228,1.067
301.258,1.088
301.288,1.136
301.318,1.117
301.348,1.099
301.378,1.093
301.408,1.072
301.438,1.055
301.468,1.025
301.498,1.028
301.528,1.012
301.558,1.034
301.588,1.028
301.618,0.994
301.648,1.026
301.678,1.034
301.708,1.019
301.738,1.030
301.768,1.044
301.798,1.059
301.828,1.059
301.858,1.064
301.888,1.073
301.918,1.070
301.948,1.071
301.978,1.067
302.008,1.069
302.038,1.057
302.068,1.057
302.098,1.065
302.128,1.056
302.158,1.060
302.188,1.056
302.218,1.063
302.248,1.066
302.278,1.062
302.308,1.059
302.338,1.070
302.368,1.061
302.398,1.050
302.428,1.072
302.458,1.067
302.488,1.062
302.518,1.063
302.548,1.059
302.578,1.059
302.608,1.059
302.638,1.061
302.668,1.063
302.698,1.061
302.728,1.062
302.758,1.059
302.788,1.062
302.818,1.067
302.848,1.060
302.878,1.060
302.908,1.058
302.938,1.061
302.968,1.059
302.998,1.061
303.028,1.070
303.058,1.056
303.088,1.064
303.118,1.057
303.148,1.060
303.178,1.057
303.208,1.062
303.238,1.060
303.268,1.065
303.298,1.057
303.328,1.059
303.358,1.063
303.388,1.064
303.418,1.061
303.448,1.055
303.478,1.060
303.508,1.066
303.538,1.058
303.568,1.056
303.598,1.057
303.628,1.062
303.658,1.058
303.688,1.062
303.718,1.057
303.748,1.064
303.778,1.064
303.808,1.059
303.838,1.059
303.868,1.062
303.898,1.068
303.928,1.063
303.958,1.059
303.988,1.061
304.018,1.056
304.048,1.063
304.078,1.054
304.108,1.060
304.138,1.059
304.168,1.063
304.198,1.071
304.228,1.061
304.258,1.067
304.288,1.065
304.318,1.065
304.348,1.057
304.378,1.064
304.408,1.074
304.438,1.069
304.468,1.076
304.498,1.085
304.528,1.088
304.558,1.097
304.588,1.093
304.618,1.100
304.648,1.079
304.678,1.070
304.708,1.066
304.738,1.049
304.768,1.058
304.798,1.066
304.828,1.039
304.858,1.027
304.888,1.064
304.918,1.040
304.948,1.033
304.978,1.025
305.008,1.012
305.038,1.038
305.068,1.038
305.098,1.040
305.128,1.051
305.158,1.054
305.188,1.051
305.218,1.056
305.248,1.065
305.278,1.062
305.308,1.066
305.338,1.029
305.368,1.045
305.398,1.067
305.428,1.038
305.458,1.067
305.488,1.065
305.518,1.046
305.548,1.046
305.578,1.054
305.608,1.054
305.638,1.060
305.668,1.074
305.698,1.092
305.728,1.062
305.758,1.008
305.788,1.061
305.818,1.044
305.848,1.062
305.878,1.063
305.908,1.057
305.938,1.041
305.968,1.043
305.998,1.095
306.028,1.085
306.058,1.090
306.088,1.091
306.118,1.070
306.148,1.067
306.178,1.045
306.208,1.031
306.238,1.060
306.268,1.045
306.298,1.042
306.328,1.063
306.358,1.055
306.388,1.052
306.418,1.048
306.448,1.062
306.478,1.061
306.508,1.058
306.538,1.050
306.568,1.070
306.598,1.091
306.628,1.083
306.658,1.072
306.688,1.063
306.718,1.064
306.748,1.058
306.778,1.064
306.808,1.064
306.838,1.066
306.868,1.070
306.898,1.064
306.928,1.072
306.958,1.086
306.988,1.059
307.018,1.079
307.048,1.075
307.078,1.069
307.108,1.076
307.138,1.075
307.168,1.075
307.198,1.071
307.228,1.066
307.258,1.067
307.288,1.072
307.318,1.067
307.348,1.064
307.378,1.071
307.408,1.073
307.438,1.064
307.468,1.062
307.498,1.064
307.528,1.087
307.558,1.070
307.588,1.068
307.618,1.072
307.648,1.070
307.678,1.074
307.708,1.068
307.738,1.072
307.768,1.067
307.798,1.070
307.828,1.076
307.858,1.067
307.888,1.064
307.918,1.071
307.948,1.070
307.978,1.068
308.008,1.059
308.038,1.086
308.068,1.064
308.098,1.072
308.128,1.067
308.158,1.059
308.188,1.079
308.218,1.091
308.248,1.074
308.278,1.074
308.308,1.062
308.338,1.062
308.368,1.071
308.398,1.071
308.428,1.065
308.458,1.062
308.488,1.069
308.518,1.066
308.548,1.069
308.578,1.075
308.608,1.073
308.638,1.069
308.668,1.064
308.698,1.076
308.728,1.073
308.758,1.059
308.788,1.073
308.818,1.070
308.848,1.073
308.878,1.077
308.908,1.069
308.938,1.074
308.968,1.080
308.998,1.071
309.028,1.051
309.058,1.088
309.088,1.074
309.118,1.071
309.148,1.062
309.178,1.071
309.208,1.074
309.238,1.065
309.268,1.077
309.298,1.077
309.328,1.061
309.358,1.065
309.388,1.062
309.418,1.066
309.448,1.072
309.478,1.059
309.508,1.063
309.538,1.081
309.568,1.078
309.598,1.058
309.628,1.082
309.658,1.076
309.688,1.069
309.718,1.074
309.748,1.071
309.778,1.065
309.808,1.077
309.838,1.064
309.868,1.062
309.898,1.072
309.928,1.065
309.958,1.074
309.988,1.065
310.018,1.071
310.048,1.076
310.078,1.071
310.108,1.075
310.138,1.068
310.168,1.071
310.198,1.076
310.228,1.069
310.258,1.080
310.288,1.074
310.318,1.060
310.348,1.070
310.378,1.076
310.408,1.077
310.438,1.066
310.468,1.075
310.498,1.068
310.528,1.075
310.558,1.077
310.588,1.062
310.618,1.066
310.648,1.079
310.678,1.075
310.708,1.072
310.738,1.070
310.768,1.078
310.798,1.073
310.828,1.066
310.858,1.071
310.888,1.068
310.918,1.072
310.948,1.070
310.978,1.065
311.008,1.070
311.038,1.070
311.068,1.067
311.098,1.082
311.128,1.075
311.158,1.068
311.188,1.073
311.218,1.074
311.248,1.074
311.278,1.071
311.308,1.066
311.338,1.075
311.368,1.083
311.398,1.094
311.428,1.066
311.458,1.083
311.488,1.092
311.518,1.082
311.548,1.050
311.578,1.058
311.608,1.068
311.638,1.039
311.668,1.058
311.698,1.061
311.728,1.061
311.758,1.076
311.788,1.069
311.818,1.056
311.848,1.075
311.878,1.077
311.908,1.078
311.938,1.070
311.968,1.075
311.998,1.072
312.028,1.074
312.058,1.072
312.088,1.064
312.118,1.074
312.148,1.072
312.178,1.083
312.208,1.066
312.238,1.065
312.268,1.075
312.298,1.070
312.328,1.069
312.358,1.076
312.388,1.072
312.418,1.081
312.448,1.079
312.478,1.073
312.508,1.071
312.538,1.066
312.568,1.074
312.598,1.071
312.628,1.075
312.658,1.064
312.688,1.062
312.718,1.072
312.748,1.067
312.778,1.075
312.808,1.074
312.838,1.071
312.868,1.073
312.898,1.072
312.928,1.074
312.958,1.075
312.988,1.070
313.018,1.074
313.048,1.063
313.078,1.070
313.108,1.079
313.138,1.073
313.168,1.073
313.198,1.068
313.228,1.062
313.258,1.059
313.288,1.081
313.318,1.078
313.348,1.073
313.378,1.070
313.408,1.071
313.438,1.078
313.468,1.076
313.498,1.083
313.528,1.082
313.558,1.080
313.588,1.065
313.618,1.071
313.648,1.066
313.678,1.063
313.708,1.055
313.738,1.062
313.768,1.061
313.798,1.052
313.828,1.062
313.858,1.070
313.888,1.062
313.918,1.073
313.948,1.070
313.978,1.066
314.008,1.074
314.038,1.067
314.068,1.067
314.098,1.071
314.128,1.076
314.158,1.069
314.188,1.073
314.218,1.067
314.248,1.072
314.278,1.080
314.308,1.078
314.338,1.071
314.368,1.070
314.398,1.075
314.428,1.074
314.458,1.070
314.488,1.063
314.518,1.081
314.548,1.079
314.578,1.073
314.608,1.077
314.638,1.062
314.668,1.061
314.698,1.072
314.728,1.069
314.758,1.065
314.788,1.072
314.818,1.075
314.848,1.074
314.878,1.063
314.908,1.066
314.938,1.074
314.968,1.071
314.998,1.068
315.028,1.070
315.058,1.075
315.088,1.077
315.118,1.076
315.148,1.092
315.178,1.104
315.208,1.162
315.238,1.253
315.268,1.227
315.298,1.185
315.328,1.131
315.358,1.080
315.388,1.056
315.418,1.074
315.448,1.046
315.478,1.062
315.508,1.021
315.538,0.969
315.568,0.950
315.598,0.947
315.628,0.978
315.658,0.959
315.688,0.963
315.718,1.030
315.748,1.035
315.778,1.056
315.808,1.057
315.838,1.014
315.868,0.997
315.898,0.992
315.928,0.982
315.958,0.986
315.988,0.994
316.018,0.995
316.048,0.997
316.078,1.055
316.108,1.062
316.138,1.027
316.168,1.036
316.198,1.039
316.228,1.043
316.258,1.045
316.288,1.057
316.318,1.067
316.348,1.063
316.378,1.051
316.408,1.046
316.438,1.043
316.468,1.039
316.498,1.045
316.528,1.042
316.558,1.058
316.588,1.048
316.618,1.046
316.648,1.044
316.678,1.051
316.708,1.067
316.738,1.068
316.768,1.042
316.798,1.061
316.828,1.069
316.858,1.036
316.888,1.053
316.918,1.054
316.948,1.042
316.978,1.039
317.008,1.045
317.038,1.040
317.068,1.054
317.098,1.066
317.128,1.039
317.158,1.043
317.188,1.053
317.218,1.044
317.248,1.041
317.278,1.045
317.308,1.047
317.338,1.051
317.368,1.045
317.398,1.040
317.428,1.046
317.458,1.046
317.488,1.049
317.518,1.056
317.548,1.045
317.578,1.033
317.608,1.038
317.638,1.051
317.668,1.050
317.698,1.048
317.728,1.050
317.758,1.053
317.788,1.030
317.818,1.044
317.848,1.058
317.878,1.053
317.908,1.049
317.938,1.045
317.968,1.049
317.998,1.045
318.028,1.052
318.058,1.048
318.088,1.042
318.118,1.056
318.148,1.048
318.178,1.047
318.208,1.049
318.238,1.043
318.268,1.043
318.298,1.054
318.328,1.054
318.358,1.048
318.388,1.045
318.418,1.046
318.448,1.043
318.478,1.046
318.508,1.048
318.538,1.046
318.568,1.047
318.598,1.051
318.628,1.045
318.658,1.051
318.688,1.053
318.718,1.044
318.748,1.043
318.778,1.050
318.808,1.044
318.838,1.049
318.868,1.053
318.898,1.050
318.928,1.047
318.958,1.049
318.988,1.055
319.018,1.049
319.048,1.047
319.078,1.053
319.108,1.053
319.138,1.055
319.168,1.059
319.198,1.046
319.228,1.034
319.258,1.043
319.288,1.061
319.318,1.040
319.348,1.042
319.378,1.057
319.408,1.050
319.438,1.038
