df_hash,22ZHK4.EMHYEC
14.595,1.031
14.625,1.031
14.655,1.035
14.685,1.034
14.715,1.034
14.745,1.035
14.775,1.035
14.805,1.032
14.835,1.036
14.865,1.035
14.895,1.036
14.925,1.033
14.955,1.034
14.985,1.036
15.015,1.032
15.045,1.031
15.075,1.041
15.105,1.034
15.135,1.030
15.165,1.035
15.195,1.046
15.225,1.037
15.255,1.040
15.285,1.026
15.315,1.036
15.345,1.031
15.375,1.028
15.405,1.031
15.435,1.040
15.465,1.033
15.495,1.039
15.525,1.042
15.555,1.026
15.585,1.034
15.615,1.036
15.645,1.037
15.675,1.038
15.705,1.036
15.735,1.035
15.765,1.034
15.795,1.032
15.825,1.037
15.855,1.032
15.885,1.038
15.915,1.034
15.945,1.041
15.975,1.030
16.005,1.034
16.035,1.042
16.065,1.028
16.095,1.032
16.125,1.032
16.155,1.031
16.185,1.041
16.215,1.038
16.245,1.031
16.275,1.031
16.305,1.033
16.335,1.037
16.365,1.036
16.395,1.040
16.425,1.037
16.455,1.031
16.485,1.034
16.515,1.036
16.545,1.033
16.575,1.033
16.605,1.035
16.635,1.034
16.665,1.030
16.695,1.043
16.725,1.039
16.755,1.031
16.785,1.039
16.815,1.035
16.845,1.035
16.875,1.034
16.905,1.037
16.935,1.033
16.965,1.037
16.995,1.042
17.025,1.038
17.055,1.034
17.085,1.037
17.115,1.036
17.145,1.039
17.175,1.032
17.205,1.038
17.235,1.032
17.265,1.034
17.295,1.036
17.325,1.044
17.355,1.030
17.385,1.039
17.415,1.040
17.445,1.045
17.475,1.034
17.505,1.028
17.535,1.033
17.565,1.028
17.595,1.032
17.625,1.034
17.655,1.045
17.685,1.033
17.715,1.042
17.745,1.038
17.775,1.031
17.805,1.040
17.835,1.031
17.865,1.036
17.895,1.040
17.925,1.030
17.955,1.031
17.985,1.042
18.015,1.034
18.045,1.035
18.075,1.031
18.105,1.036
18.135,1.044
18.165,1.035
18.195,1.026
18.225,1.035
18.255,1.037
18.285,1.030
18.315,1.042
18.345,1.031
18.375,1.030
18.405,1.035
18.435,1.040
18.465,1.037
18.495,1.034
18.525,1.035
18.555,1.039
18.585,1.034
18.615,1.035
18.645,1.035
18.675,1.035
18.705,1.038
18.735,1.041
18.765,1.034
18.795,1.033
18.825,1.041
18.855,1.038
18.885,1.033
18.915,1.034
18.945,1.035
18.975,1.029
19.005,1.037
19.035,1.033
19.065,1.035
19.095,1.035
19.125,1.037
19.155,1.036
19.185,1.032
19.215,1.040
19.245,1.036
19.275,1.035
19.305,1.036
19.335,1.032
19.365,1.035
19.395,1.036
19.425,1.043
19.455,1.038
19.485,1.031
19.515,1.035
19.545,1.038
19.575,1.034
19.605,1.037
19.635,1.043
19.665,1.036
19.695,1.032
19.725,1.038
19.755,1.037
19.785,1.037
19.815,1.030
19.845,1.029
19.875,1.041
19.905,1.034
19.935,1.032
19.965,1.039
19.995,1.045
20.025,1.036
20.055,1.030
20.085,1.041
20.115,1.034
20.145,1.028
20.175,1.045
20.205,1.029
20.235,1.037
20.265,1.040
20.295,1.036
20.325,1.037
20.355,1.038
20.385,1.040
20.415,1.035
20.445,1.038
20.475,1.033
20.505,1.033
20.535,1.038
20.565,1.041
20.595,1.037
20.625,1.035
20.655,1.034
20.685,1.033
20.715,1.032
20.745,1.033
20.775,1.035
20.805,1.037
20.835,1.035
20.865,1.041
20.895,1.034
20.925,1.039
20.955,1.039
20.985,1.038
21.015,1.039
21.045,1.035
21.075,1.039
21.105,1.036
21.135,1.037
21.165,1.037
21.195,1.038
21.225,1.027
21.255,1.041
21.285,1.041
21.315,1.035
21.345,1.043
21.375,1.042
21.405,1.034
21.435,1.038
21.465,1.032
21.495,1.031
21.525,1.037
21.555,1.044
21.585,1.042
21.615,1.030
21.645,1.041
21.675,1.043
21.705,1.034
21.735,1.035
21.765,1.037
21.795,1.038
21.825,1.033
21.855,1.040
21.885,1.035
21.915,1.034
21.945,1.039
21.975,1.039
22.005,1.041
22.035,1.036
22.065,1.039
22.095,1.037
22.125,1.035
22.155,1.035
22.185,1.034
22.215,1.040
22.245,1.031
22.275,1.034
22.305,1.041
22.335,1.038
22.365,1.034
22.395,1.037
22.425,1.043
22.455,1.038
22.485,1.037
22.515,1.040
22.545,1.034
22.575,1.035
22.605,1.037
22.635,1.032
22.665,1.033
22.695,1.036
22.725,1.044
22.755,1.033
22.785,1.035
22.815,1.040
22.845,1.035
22.875,1.033
22.905,1.038
22.935,1.036
22.965,1.036
22.995,1.038
23.025,1.036
23.055,1.039
23.085,1.041
23.115,1.033
23.145,1.039
23.175,1.039
23.205,1.036
23.235,1.041
23.265,1.036
23.295,1.032
23.325,1.039
23.355,1.034
23.385,1.040
23.415,1.037
23.445,1.029
23.475,1.039
23.505,1.037
23.535,1.035
23.565,1.036
23.595,1.037
23.625,1.037
23.655,1.037
23.685,1.032
23.715,1.033
23.745,1.036
23.775,1.036
23.805,1.036
23.835,1.035
23.865,1.042
23.895,1.026
23.925,1.039
23.955,1.043
23.985,1.041
24.015,1.033
24.045,1.037
24.075,1.034
24.105,1.033
24.135,1.038
24.165,1.036
24.195,1.037
24.225,1.038
24.255,1.042
24.285,1.038
24.315,1.033
24.345,1.034
24.375,1.036
24.405,1.035
24.435,1.033
24.465,1.035
24.495,1.042
24.525,1.034
24.555,1.039
24.585,1.035
24.615,1.037
24.645,1.032
24.675,1.039
24.705,1.041
24.735,1.039
24.765,1.031
24.795,1.033
24.825,1.039
24.855,1.037
24.885,1.037
24.915,1.031
24.945,1.035
24.975,1.035
25.005,1.035
25.035,1.036
25.065,1.034
25.095,1.035
25.125,1.038
25.155,1.037
25.185,1.041
25.215,1.039
25.245,1.036
25.275,1.030
25.305,1.048
25.335,1.034
25.365,1.034
25.395,1.040
25.425,1.038
25.455,1.037
25.485,1.033
25.515,1.035
25.545,1.035
25.575,1.036
25.605,1.036
25.635,1.035
25.665,1.032
25.695,1.038
25.725,1.037
25.755,1.031
25.785,1.040
25.815,1.037
25.845,1.036
25.875,1.036
25.905,1.037
25.935,1.036
25.965,1.043
25.995,1.033
26.025,1.038
26.055,1.035
26.085,1.037
26.115,1.037
26.145,1.042
26.175,1.039
26.205,1.037
26.235,1.037
26.265,1.032
26.295,1.039
26.325,1.034
26.355,1.036
26.385,1.040
26.415,1.039
26.445,1.040
26.475,1.037
26.505,1.032
26.535,1.039
26.565,1.035
26.595,1.035
26.625,1.040
26.655,1.035
26.685,1.037
26.715,1.034
26.745,1.034
26.775,1.035
26.805,1.034
26.835,1.039
26.865,1.044
26.895,1.039
26.925,1.037
26.955,1.038
26.985,1.032
27.015,1.038
27.045,1.037
27.075,1.036
27.105,1.041
27.135,1.040
27.165,1.035
27.195,1.034
27.225,1.037
27.255,1.033
27.285,1.039
27.315,1.038
27.345,1.031
27.375,1.038
27.405,1.041
27.435,1.033
27.465,1.034
27.495,1.039
27.525,1.031
27.555,1.037
27.585,1.043
27.615,1.043
27.645,1.034
27.675,1.034
27.705,1.041
27.735,1.035
27.765,1.038
27.795,1.035
27.825,1.036
27.855,1.034
27.885,1.041
27.915,1.035
27.945,1.036
27.975,1.037
28.005,1.036
28.035,1.037
28.065,1.041
28.095,1.039
28.125,1.038
28.155,1.039
28.185,1.036
28.215,1.038
28.245,1.033
28.275,1.038
28.305,1.043
28.335,1.041
28.365,1.037
28.395,1.036
28.425,1.039
28.455,1.034
28.485,1.040
28.515,1.038
28.545,1.039
28.575,1.034
28.605,1.044
28.635,1.036
28.665,1.037
28.695,1.037
28.725,1.035
28.755,1.036
28.785,1.043
28.815,1.038
28.845,1.032
28.875,1.045
28.905,1.037
28.935,1.039
28.965,1.039
28.995,1.045
29.025,1.038
29.055,1.035
29.085,1.032
29.115,1.034
29.145,1.037
29.175,1.037
29.205,1.042
29.235,1.034
29.265,1.038
29.295,1.036
29.325,1.034
29.355,1.037
29.385,1.040
29.415,1.039
29.445,1.034
29.475,1.039
29.505,1.036
29.535,1.032
29.565,1.047
29.595,1.038
29.625,1.035
29.655,1.042
29.685,1.041
29.715,1.033
29.745,1.036
29.775,1.038
29.805,1.037
29.835,1.035
29.865,1.038
29.895,1.035
29.925,1.038
29.955,1.043
29.985,1.040
30.015,1.041
30.045,1.038
30.075,1.036
30.105,1.042
30.135,1.037
30.165,1.038
30.195,1.042
30.225,1.034
30.255,1.038
30.285,1.041
30.315,1.034
30.345,1.039
30.375,1.036
30.405,1.048
30.435,1.037
30.465,1.036
30.495,1.039
30.525,1.035
30.555,1.036
30.585,1.044
30.615,1.038
30.645,1.033
30.675,1.040
30.705,1.041
30.735,1.037
30.765,1.042
30.795,1.037
30.825,1.035
30.855,1.037
30.885,1.037
30.915,1.035
30.945,1.037
30.975,1.037
31.005,1.038
31.035,1.036
31.065,1.042
31.095,1.039
31.125,1.036
31.155,1.039
31.185,1.043
31.215,1.036
31.245,1.038
31.275,1.037
31.305,1.034
31.335,1.036
31.365,1.036
31.395,1.035
31.425,1.035
31.455,1.037
31.485,1.036
31.515,1.037
31.545,1.041
31.575,1.034
31.605,1.034
31.635,1.037
31.665,1.038
31.695,1.035
31.725,1.041
31.755,1.035
31.785,1.038
31.815,1.044
31.845,1.031
31.875,1.041
31.905,1.042
31.935,1.039
31.965,1.032
31.995,1.036
32.025,1.037
32.055,1.038
32.085,1.038
32.115,1.038
32.145,1.034
32.175,1.039
32.205,1.045
32.235,1.037
32.265,1.033
32.295,1.040
32.325,1.038
32.355,1.039
32.385,1.039
32.415,1.035
32.445,1.039
32.475,1.036
32.505,1.040
32.535,1.037
32.565,1.041
32.595,1.039
32.625,1.042
32.655,1.038
32.685,1.034
32.715,1.038
32.745,1.037
32.775,1.035
32.805,1.040
32.835,1.042
32.865,1.038
32.895,1.045
32.925,1.038
32.955,1.034
32.985,1.038
33.015,1.039
33.045,1.038
33.075,1.039
33.105,1.039
33.135,1.033
33.165,1.044
33.195,1.039
33.225,1.037
33.255,1.038
33.285,1.040
33.315,1.037
33.345,1.039
33.375,1.036
33.405,1.040
33.435,1.040
33.465,1.037
33.495,1.041
33.525,1.038
33.555,1.040
33.585,1.038
33.615,1.035
33.645,1.040
33.675,1.041
33.705,1.035
33.735,1.037
33.765,1.034
33.795,1.036
33.825,1.043
33.855,1.038
33.885,1.040
33.915,1.036
33.945,1.038
33.975,1.044
34.005,1.043
34.035,1.042
34.065,1.036
34.095,1.034
34.125,1.034
34.155,1.038
34.185,1.034
34.215,1.036
34.245,1.037
34.275,1.039
34.305,1.043
34.335,1.041
34.365,1.038
34.395,1.041
34.425,1.037
34.455,1.035
34.485,1.037
34.515,1.038
34.545,1.038
34.575,1.038
34.605,1.041
34.635,1.029
34.665,1.036
34.695,1.047
34.725,1.040
34.755,1.038
34.785,1.038
34.815,1.038
34.845,1.041
34.875,1.033
34.905,1.039
34.935,1.037
34.965,1.035
34.995,1.039
35.025,1.038
35.055,1.034
35.085,1.038
35.115,1.039
35.145,1.035
35.175,1.037
35.205,1.044
35.235,1.038
35.265,1.039
35.295,1.033
35.325,1.048
35.355,1.044
35.385,1.040
35.415,1.042
35.445,1.034
35.475,1.045
35.505,1.034
35.535,1.034
35.565,1.041
35.595,1.040
35.625,1.035
35.655,1.041
35.685,1.038
35.715,1.033
35.745,1.044
35.775,1.037
35.805,1.042
35.835,1.040
35.865,1.037
35.895,1.041
35.925,1.037
35.955,1.036
35.985,1.040
36.015,1.038
36.045,1.043
36.075,1.038
36.105,1.034
36.135,1.032
36.165,1.039
36.195,1.043
36.225,1.038
36.255,1.033
36.285,1.037
36.315,1.037
36.345,1.037
36.375,1.037
36.405,1.042
36.435,1.037
36.465,1.038
36.495,1.045
36.525,1.036
36.555,1.040
36.585,1.039
36.615,1.041
36.645,1.037
36.675,1.036
36.705,1.038
36.735,1.035
36.765,1.047
36.795,1.035
36.825,1.043
36.855,1.038
36.885,1.040
36.915,1.039
36.945,1.043
36.975,1.037
37.005,1.036
37.035,1.038
37.065,1.043
37.095,1.042
37.125,1.036
37.155,1.039
37.185,1.043
37.215,1.037
37.245,1.039
37.275,1.038
37.305,1.040
37.335,1.038
37.365,1.040
37.395,1.040
37.425,1.038
37.455,1.041
37.485,1.041
37.515,1.027
37.545,1.041
37.575,1.046
37.605,1.042
37.635,1.035
37.665,1.037
37.695,1.036
37.725,1.033
37.755,1.040
37.785,1.037
37.815,1.039
37.845,1.041
37.875,1.043
37.905,1.038
37.935,1.039
37.965,1.036
37.995,1.045
38.025,1.038
38.055,1.032
38.085,1.038
38.115,1.044
38.145,1.041
38.175,1.041
38.205,1.040
38.235,1.041
38.265,1.037
38.295,1.037
38.325,1.046
38.355,1.041
38.385,1.040
38.415,1.037
38.445,1.037
38.475,1.044
38.505,1.038
38.535,1.037
38.565,1.038
38.595,1.041
38.625,1.043
38.655,1.037
38.685,1.037
38.715,1.040
38.745,1.038
38.775,1.038
38.805,1.035
38.835,1.040
38.865,1.038
38.895,1.036
38.925,1.034
38.955,1.037
38.985,1.052
39.015,1.047
39.045,1.037
39.075,1.037
39.105,1.045
39.135,1.038
39.165,1.036
39.195,1.045
39.225,1.036
39.255,1.036
39.285,1.039
39.315,1.029
39.345,1.039
39.375,1.043
39.405,1.045
39.435,1.040
39.465,1.034
39.495,1.035
39.525,1.037
39.555,1.038
39.585,1.038
39.615,1.039
39.645,1.036
39.675,1.045
39.705,1.038
39.735,1.040
39.765,1.041
39.795,1.037
39.825,1.036
39.855,1.038
39.885,1.048
39.915,1.038
39.945,1.036
39.975,1.033
40.005,1.035
40.035,1.037
40.065,1.036
40.095,1.046
40.125,1.035
40.155,1.045
40.185,1.044
40.215,1.034
40.245,1.040
40.275,1.043
40.305,1.038
40.335,1.043
40.365,1.036
40.395,1.039
40.425,1.037
40.455,1.039
40.485,1.040
40.515,1.043
40.545,1.034
40.575,1.037
40.605,1.045
40.635,1.038
40.665,1.033
40.695,1.037
40.725,1.038
40.755,1.039
40.785,1.040
40.815,1.043
40.845,1.036
40.875,1.047
40.905,1.039
40.935,1.041
40.965,1.038
40.995,1.041
41.025,1.041
41.055,1.039
41.085,1.041
41.115,1.041
41.145,1.037
41.175,1.038
41.205,1.040
41.235,1.031
41.265,1.042
41.295,1.046
41.325,1.039
41.355,1.038
41.385,1.036
41.415,1.037
41.445,1.036
41.475,1.041
41.505,1.038
41.535,1.036
41.565,1.039
41.595,1.039
41.625,1.039
41.655,1.035
41.685,1.036
41.715,1.040
41.745,1.040
41.775,1.032
41.805,1.038
41.835,1.038
41.865,1.042
41.895,1.048
41.925,1.036
41.955,1.039
41.985,1.042
42.015,1.040
42.045,1.040
42.075,1.042
42.105,1.038
42.135,1.036
42.165,1.034
42.195,1.036
42.225,1.037
42.255,1.034
42.285,1.044
42.315,1.037
42.345,1.036
42.375,1.034
42.405,1.041
42.435,1.036
42.465,1.031
42.495,1.041
42.525,1.045
42.555,1.036
42.585,1.042
42.615,1.043
42.645,1.036
42.675,1.038
42.705,1.042
42.735,1.049
42.765,1.038
42.795,1.037
42.825,1.042
42.855,1.036
42.885,1.037
42.915,1.041
42.945,1.031
42.975,1.030
43.005,1.047
43.035,1.042
43.065,1.037
43.095,1.036
43.125,1.039
43.155,1.040
43.185,1.037
43.215,1.044
43.245,1.037
43.275,1.039
43.305,1.041
43.335,1.038
43.365,1.046
43.395,1.034
43.425,1.042
43.455,1.041
43.485,1.037
43.515,1.036
43.545,1.041
43.575,1.040
43.605,1.037
43.635,1.039
43.665,1.040
43.695,1.034
43.725,1.043
43.755,1.046
43.785,1.037
43.815,1.037
43.845,1.039
43.875,1.034
43.905,1.032
43.935,1.035
43.965,1.039
43.995,1.036
44.025,1.037
44.055,1.042
44.085,1.043
44.115,1.040
44.145,1.045
44.175,1.043
44.205,1.043
44.235,1.037
44.265,1.040
44.295,1.040
44.325,1.038
44.355,1.037
44.385,1.039
44.415,1.041
44.445,1.037
44.475,1.041
44.505,1.037
44.535,1.038
44.565,1.036
44.595,1.042
44.625,1.036
44.655,1.033
44.685,1.036
44.715,1.043
44.745,1.045
44.775,1.044
44.805,1.039
44.835,1.039
44.865,1.038
44.895,1.043
44.925,1.043
44.955,1.039
44.985,1.037
45.015,1.036
45.045,1.035
45.075,1.040
45.105,1.038
45.135,1.046
45.165,1.037
45.195,1.036
45.225,1.040
45.255,1.039
45.285,1.035
45.315,1.042
45.345,1.040
45.375,1.038
45.405,1.042
45.435,1.041
45.465,1.038
45.495,1.044
45.525,1.035
45.555,1.041
45.585,1.045
45.615,1.046
45.645,1.033
45.675,1.044
45.705,1.040
45.735,1.035
45.765,1.036
45.795,1.035
45.825,1.047
45.855,1.036
45.885,1.043
45.915,1.038
45.945,1.039
45.975,1.041
46.005,1.039
46.035,1.041
46.065,1.036
46.095,1.039
46.125,1.040
46.155,1.044
46.185,1.034
46.215,1.041
46.245,1.038
46.275,1.047
46.305,1.039
46.335,1.041
46.365,1.040
46.395,1.032
46.425,1.038
46.455,1.042
46.485,1.040
46.515,1.034
46.545,1.044
46.575,1.040
46.605,1.035
46.635,1.045
46.665,1.041
46.695,1.037
46.725,1.041
46.755,1.041
46.785,1.039
46.815,1.041
46.845,1.045
46.875,1.040
46.905,1.031
46.935,1.041
46.965,1.046
46.995,1.039
47.025,1.037
47.055,1.041
47.085,1.034
47.115,1.042
47.145,1.041
47.175,1.039
47.205,1.037
47.235,1.040
47.265,1.043
47.295,1.037
47.325,1.039
47.355,1.039
47.385,1.040
47.415,1.041
47.445,1.043
47.475,1.040
47.505,1.038
47.535,1.041
47.565,1.042
47.595,1.037
47.625,1.041
47.655,1.035
47.685,1.038
47.715,1.038
47.745,1.045
47.775,1.036
47.805,1.039
47.835,1.039
47.865,1.037
47.895,1.044
47.925,1.041
47.955,1.037
47.985,1.042
48.015,1.049
48.045,1.038
48.075,1.040
48.105,1.040
48.135,1.036
48.165,1.041
48.195,1.039
48.225,1.038
48.255,1.042
48.285,1.039
48.315,1.038
48.345,1.038
48.375,1.041
48.405,1.044
48.435,1.032
48.465,1.045
48.495,1.044
48.525,1.041
48.555,1.036
48.585,1.038
48.615,1.040
48.645,1.041
48.675,1.040
48.705,1.044
48.735,1.039
48.765,1.028
48.795,1.046
48.825,1.044
48.855,1.035
48.885,1.037
48.915,1.042
48.945,1.043
48.975,1.038
49.005,1.041
49.035,1.044
49.065,1.037
49.095,1.041
49.125,1.042
49.155,1.035
49.185,1.042
49.215,1.044
49.245,1.044
49.275,1.037
49.305,1.036
49.335,1.043
49.365,1.041
49.395,1.039
49.425,1.046
49.455,1.044
49.485,1.031
49.515,1.043
49.545,1.042
49.575,1.036
49.605,1.039
49.635,1.045
49.665,1.038
49.695,1.039
49.725,1.043
49.755,1.042
49.785,1.038
49.815,1.043
49.845,1.042
49.875,1.039
49.905,1.033
49.935,1.045
49.965,1.046
49.995,1.040
50.025,1.039
50.055,1.036
50.085,1.043
50.115,1.043
50.145,1.035
50.175,1.042
50.205,1.044
50.235,1.040
50.265,1.041
50.295,1.045
50.325,1.040
50.355,1.042
50.385,1.043
50.415,1.046
50.445,1.037
50.475,1.041
50.505,1.043
50.535,1.038
50.565,1.046
50.595,1.041
50.625,1.039
50.655,1.043
50.685,1.042
50.715,1.037
50.745,1.042
50.775,1.037
50.805,1.042
50.835,1.038
50.865,1.043
50.895,1.039
50.925,1.041
50.955,1.044
50.985,1.040
51.015,1.039
51.045,1.039
51.075,1.044
51.105,1.040
51.135,1.039
51.165,1.039
51.195,1.043
51.225,1.039
51.255,1.043
51.285,1.041
51.315,1.034
51.345,1.044
51.375,1.035
51.405,1.040
51.435,1.042
51.465,1.044
51.495,1.038
51.525,1.044
51.555,1.043
51.585,1.034
51.615,1.037
51.645,1.037
51.675,1.042
51.705,1.041
51.735,1.041
51.765,1.042
51.795,1.038
51.825,1.042
51.855,1.038
51.885,1.037
51.915,1.039
51.945,1.039
51.975,1.040
52.005,1.040
52.035,1.040
52.065,1.044
52.095,1.040
52.125,1.040
52.155,1.041
52.185,1.041
52.215,1.040
52.245,1.042
52.275,1.041
52.305,1.042
52.335,1.038
52.365,1.038
52.395,1.040
52.425,1.037
52.455,1.043
52.485,1.042
52.515,1.042
52.545,1.038
52.575,1.041
52.605,1.042
52.635,1.037
52.665,1.043
52.695,1.040
52.725,1.039
52.755,1.042
52.785,1.039
52.815,1.039
52.845,1.040
52.875,1.044
52.905,1.043
52.935,1.039
52.965,1.044
52.995,1.047
53.025,1.041
53.055,1.039
53.085,1.038
53.115,1.040
53.145,1.042
53.175,1.037
53.205,1.038
53.235,1.043
53.265,1.039
53.295,1.045
53.325,1.045
53.355,1.035
53.385,1.038
53.415,1.042
53.445,1.040
53.475,1.039
53.505,1.043
53.535,1.042
53.565,1.041
53.595,1.046
53.625,1.041
53.655,1.038
53.685,1.046
53.715,1.042
53.745,1.044
53.775,1.039
53.805,1.037
53.835,1.041
53.865,1.040
53.895,1.035
53.925,1.042
53.955,1.044
53.985,1.034
54.015,1.047
54.045,1.039
54.075,1.036
54.105,1.041
54.135,1.046
54.165,1.037
54.195,1.041
54.225,1.040
54.255,1.042
54.285,1.039
54.315,1.045
54.345,1.033
54.375,1.046
54.405,1.046
54.435,1.043
54.465,1.039
54.495,1.036
54.525,1.038
54.555,1.039
54.585,1.039
54.615,1.043
54.645,1.039
54.675,1.044
54.705,1.042
54.735,1.040
54.765,1.041
54.795,1.039
54.825,1.045
54.855,1.040
54.885,1.044
54.915,1.039
54.945,1.040
54.975,1.043
55.005,1.042
55.035,1.042
55.065,1.039
55.095,1.046
55.125,1.043
55.155,1.035
55.185,1.044
55.215,1.042
55.245,1.035
55.275,1.040
55.305,1.042
55.335,1.041
55.365,1.039
55.395,1.043
55.425,1.040
55.455,1.036
55.485,1.040
55.515,1.039
55.545,1.038
55.575,1.041
55.605,1.041
55.635,1.040
55.665,1.040
55.695,1.039
55.725,1.041
55.755,1.037
55.785,1.043
55.815,1.049
55.845,1.044
55.875,1.036
55.905,1.039
55.935,1.043
55.965,1.037
55.995,1.041
56.025,1.037
56.055,1.041
56.085,1.042
56.115,1.038
56.145,1.042
56.175,1.041
56.205,1.040
56.235,1.048
56.265,1.039
56.295,1.042
56.325,1.045
56.355,1.039
56.385,1.043
56.415,1.042
56.445,1.039
56.475,1.040
56.505,1.043
56.535,1.038
56.565,1.039
56.595,1.048
56.625,1.038
56.655,1.037
56.685,1.043
56.715,1.038
56.745,1.034
56.775,1.040
56.805,1.038
56.835,1.039
56.865,1.039
56.895,1.042
56.925,1.043
56.955,1.040
56.985,1.035
