df_hash,22ZHK4.7H06EP
13.746,1.028
13.776,1.030
13.806,1.029
13.836,1.029
13.866,1.030
13.896,1.029
13.926,1.029
13.956,1.030
13.986,1.026
14.016,1.028
14.046,1.029
14.076,1.031
14.106,1.036
14.136,1.032
14.166,1.026
14.196,1.026
14.226,1.029
14.256,1.029
14.286,1.028
14.316,1.029
14.346,1.027
14.376,1.030
14.406,1.026
14.436,1.030
14.466,1.029
14.496,1.027
14.526,1.027
14.556,1.030
14.586,1.029
14.616,1.027
14.646,1.027
14.676,1.029
14.706,1.029
14.736,1.028
14.766,1.028
14.796,1.029
14.826,1.030
14.856,1.027
14.886,1.028
14.916,1.027
14.946,1.027
14.976,1.026
15.006,1.032
15.036,1.032
15.066,1.035
15.096,1.030
15.126,1.027
15.156,1.029
15.186,1.027
15.216,1.028
15.246,1.026
15.276,1.033
15.306,1.028
15.336,1.039
15.366,1.035
15.396,1.029
15.426,1.027
15.456,1.026
15.486,1.026
15.516,1.026
15.546,1.029
15.576,1.030
15.606,1.028
15.636,1.030
15.666,1.029
15.696,1.033
15.726,1.036
15.756,1.030
15.786,1.030
15.816,1.027
15.846,1.025
15.876,1.026
15.906,1.027
15.936,1.035
15.966,1.031
15.996,1.033
16.026,1.032
16.056,1.029
16.086,1.032
16.116,1.030
16.146,1.032
16.176,1.030
16.206,1.027
16.236,1.028
16.266,1.030
16.296,1.032
16.326,1.029
16.356,1.026
16.386,1.027
16.416,1.029
16.446,1.033
16.476,1.040
16.506,1.033
16.536,1.027
16.566,1.027
16.596,1.030
16.626,1.029
16.656,1.027
16.686,1.032
16.716,1.029
16.746,1.023
16.776,1.032
16.806,1.038
16.836,1.037
16.866,1.032
16.896,1.033
16.926,1.030
16.956,1.026
16.986,1.030
17.016,1.029
17.046,1.025
17.076,1.033
17.106,1.034
17.136,1.033
17.166,1.029
17.196,1.030
17.226,1.032
17.256,1.032
17.286,1.030
17.316,1.030
17.346,1.032
17.376,1.030
17.406,1.029
17.436,1.029
17.466,1.033
17.496,1.032
17.526,1.032
17.556,1.026
17.586,1.029
17.616,1.036
17.646,1.033
17.676,1.040
17.706,1.039
17.736,1.040
17.766,1.033
17.796,1.029
17.826,1.030
17.856,1.026
17.886,1.027
17.916,1.024
17.946,1.032
17.976,1.029
18.006,1.044
18.036,1.037
18.066,1.039
18.096,1.031
18.126,1.028
18.156,1.024
18.186,1.021
18.216,1.028
18.246,1.023
18.276,1.022
18.306,1.019
18.336,1.021
18.366,1.023
18.396,1.012
18.426,1.016
18.456,1.021
18.486,1.021
18.516,1.024
18.546,1.036
18.576,1.040
18.606,1.032
18.636,1.033
18.666,1.037
18.696,1.029
18.726,1.034
18.756,1.031
18.786,1.029
18.816,1.043
18.846,1.048
18.876,1.044
18.906,1.039
18.936,1.036
18.966,1.036
18.996,1.027
19.026,1.025
19.056,1.028
19.086,1.028
19.116,1.031
19.146,1.022
19.176,1.030
19.206,1.035
19.236,1.033
19.266,1.042
19.296,1.039
19.326,1.035
19.356,1.028
19.386,1.025
19.416,1.023
19.446,1.023
19.476,1.022
19.506,1.031
19.536,1.021
19.566,1.030
19.596,1.030
19.626,1.028
19.656,1.045
19.686,1.042
19.716,1.037
19.746,1.028
19.776,1.028
19.806,1.031
19.836,1.022
19.866,1.022
19.896,1.027
19.926,1.028
19.956,1.027
19.986,1.031
20.016,1.034
20.046,1.049
20.076,1.039
20.106,1.033
20.136,1.033
20.166,1.028
20.196,1.017
20.226,1.020
20.256,1.027
20.286,1.027
20.316,1.024
20.346,1.032
20.376,1.037
20.406,1.045
20.436,1.043
20.466,1.038
20.496,1.030
20.526,1.027
20.556,1.022
20.586,1.029
20.616,1.026
20.646,1.025
20.676,1.027
20.706,1.030
20.736,1.027
20.766,1.034
20.796,1.045
20.826,1.040
20.856,1.040
20.886,1.028
20.916,1.025
20.946,1.022
20.976,1.022
21.006,1.022
21.036,1.028
21.066,1.021
21.096,1.031
21.126,1.039
21.156,1.044
21.186,1.040
21.216,1.033
21.246,1.033
21.276,1.029
21.306,1.026
21.336,1.027
21.366,1.022
21.396,1.025
21.426,1.029
21.456,1.027
21.486,1.035
21.516,1.044
21.546,1.043
21.576,1.035
21.606,1.025
21.636,1.023
21.666,1.023
21.696,1.017
21.726,1.021
21.756,1.022
21.786,1.031
21.816,1.038
21.846,1.036
21.876,1.038
21.906,1.036
21.936,1.032
21.966,1.027
21.996,1.024
22.026,1.026
22.056,1.026
22.086,1.021
22.116,1.029
22.146,1.031
22.176,1.032
22.206,1.038
22.236,1.046
22.266,1.042
22.296,1.039
22.326,1.030
22.356,1.027
22.386,1.023
22.416,1.020
22.446,1.023
22.476,1.022
22.506,1.031
22.536,1.031
22.566,1.033
22.596,1.033
22.626,1.036
22.656,1.038
22.686,1.036
22.716,1.032
22.746,1.033
22.776,1.029
22.806,1.026
22.836,1.025
22.866,1.029
22.896,1.032
22.926,1.029
22.956,1.033
22.986,1.036
23.016,1.038
23.046,1.028
23.076,1.026
23.106,1.025
23.136,1.027
23.166,1.025
23.196,1.038
23.226,1.024
23.256,1.035
23.286,1.037
23.316,1.036
23.346,1.033
23.376,1.033
23.406,1.032
23.436,1.029
23.466,1.030
23.496,1.029
23.526,1.025
23.556,1.026
23.586,1.029
23.616,1.029
23.646,1.029
23.676,1.035
23.706,1.030
23.736,1.039
23.766,1.032
23.796,1.026
23.826,1.028
23.856,1.030
23.886,1.032
23.916,1.037
23.946,1.022
23.976,1.030
24.006,1.033
24.036,1.030
24.066,1.030
24.096,1.029
24.126,1.030
24.156,1.030
24.186,1.032
24.216,1.032
24.246,1.032
24.276,1.028
24.306,1.030
24.336,1.033
24.366,1.030
24.396,1.032
24.426,1.029
24.456,1.033
24.486,1.032
24.516,1.029
24.546,1.032
24.576,1.035
24.606,1.031
24.636,1.028
24.666,1.029
24.696,1.029
24.726,1.030
24.756,1.035
24.786,1.025
24.816,1.032
24.846,1.032
24.876,1.033
24.906,1.033
24.936,1.032
24.966,1.030
24.996,1.027
25.026,1.030
25.056,1.035
25.086,1.032
25.116,1.033
25.146,1.030
25.176,1.028
25.206,1.030
25.236,1.032
25.266,1.036
25.296,1.032
25.326,1.029
25.356,1.032
25.386,1.033
25.416,1.035
25.446,1.030
25.476,1.030
25.506,1.026
25.536,1.033
25.566,1.033
25.596,1.032
25.626,1.023
25.656,1.032
25.686,1.032
25.716,1.031
25.746,1.028
25.776,1.030
25.806,1.032
25.836,1.032
25.866,1.032
25.896,1.032
25.926,1.030
25.956,1.029
25.986,1.028
26.016,1.028
26.046,1.032
26.076,1.036
26.106,1.028
26.136,1.033
26.166,1.036
26.196,1.036
26.226,1.032
26.256,1.030
26.286,1.028
26.316,1.027
26.346,1.029
26.376,1.040
26.406,1.028
26.436,1.033
26.466,1.033
26.496,1.032
26.526,1.029
26.556,1.030
26.586,1.030
26.616,1.030
26.646,1.032
26.676,1.032
26.706,1.032
26.736,1.032
26.766,1.030
26.796,1.032
26.826,1.032
26.856,1.029
26.886,1.032
26.916,1.033
26.946,1.029
26.976,1.029
27.006,1.036
27.036,1.035
27.066,1.032
27.096,1.028
27.126,1.029
27.156,1.026
27.186,1.033
27.216,1.037
27.246,1.022
27.276,1.035
27.306,1.035
27.336,1.030
27.366,1.029
27.396,1.030
27.426,1.032
27.456,1.029
27.486,1.033
27.516,1.034
27.546,1.033
27.576,1.032
27.606,1.030
27.636,1.032
27.666,1.032
27.696,1.028
27.726,1.033
27.756,1.030
27.786,1.027
27.816,1.030
27.846,1.030
27.876,1.033
27.906,1.030
27.936,1.030
27.966,1.027
27.996,1.030
28.026,1.030
28.056,1.030
28.086,1.025
28.116,1.033
28.146,1.036
28.176,1.033
28.206,1.029
28.236,1.032
28.266,1.033
28.296,1.030
28.326,1.033
28.356,1.033
28.386,1.032
28.416,1.029
28.446,1.029
28.476,1.035
28.506,1.035
28.536,1.029
28.566,1.026
28.596,1.029
28.626,1.030
28.656,1.033
28.686,1.037
28.716,1.032
28.746,1.030
28.776,1.030
28.806,1.029
28.836,1.030
28.866,1.026
28.896,1.035
28.926,1.029
28.956,1.037
28.986,1.033
29.016,1.030
29.046,1.026
29.076,1.029
29.106,1.034
29.136,1.032
29.166,1.033
29.196,1.032
29.226,1.029
29.256,1.027
29.286,1.027
29.316,1.032
29.346,1.030
29.376,1.030
29.406,1.033
29.436,1.032
29.466,1.033
29.496,1.039
29.526,1.035
29.556,1.033
29.586,1.032
29.616,1.030
29.646,1.023
29.676,1.026
29.706,1.023
29.736,1.030
29.766,1.036
29.796,1.033
29.826,1.035
29.856,1.030
29.886,1.032
29.916,1.036
29.946,1.032
29.976,1.036
30.006,1.033
30.036,1.029
30.066,1.030
30.096,1.029
30.126,1.032
30.156,1.030
30.186,1.032
30.216,1.030
30.246,1.032
30.276,1.035
30.306,1.033
30.336,1.036
30.366,1.035
30.396,1.030
30.426,1.028
30.456,1.032
30.486,1.033
30.516,1.030
30.546,1.030
30.576,1.033
30.606,1.035
30.636,1.033
30.666,1.029
30.696,1.027
30.726,1.030
30.756,1.032
30.786,1.030
30.816,1.032
30.846,1.033
30.876,1.033
30.906,1.029
30.936,1.032
30.966,1.035
30.996,1.032
31.026,1.029
31.056,1.030
31.086,1.030
31.116,1.033
31.146,1.033
31.176,1.036
31.206,1.035
31.236,1.029
31.266,1.030
31.296,1.032
31.326,1.033
31.356,1.026
31.386,1.030
31.416,1.035
31.446,1.038
31.476,1.035
31.506,1.029
31.536,1.031
31.566,1.029
31.596,1.033
31.626,1.030
31.656,1.030
31.686,1.032
31.716,1.033
31.746,1.029
31.776,1.030
31.806,1.035
31.836,1.030
31.866,1.035
31.896,1.033
31.926,1.035
31.956,1.033
31.986,1.032
32.016,1.032
32.046,1.029
32.076,1.033
32.106,1.036
32.136,1.022
32.166,1.032
32.196,1.033
32.226,1.026
32.256,1.033
32.286,1.032
32.316,1.030
32.346,1.033
32.376,1.032
32.406,1.036
32.436,1.032
32.466,1.032
32.496,1.033
32.526,1.032
32.556,1.027
32.586,1.029
32.616,1.030
32.646,1.033
32.676,1.029
32.706,1.037
32.736,1.036
32.766,1.029
32.796,1.030
32.826,1.032
32.856,1.032
32.886,1.035
32.916,1.036
32.946,1.033
32.976,1.033
33.006,1.036
33.036,1.028
33.066,1.029
33.096,1.029
33.126,1.029
33.156,1.027
33.186,1.029
33.216,1.032
33.246,1.033
33.276,1.032
33.306,1.033
33.336,1.032
33.366,1.033
33.396,1.032
33.426,1.036
33.456,1.032
33.486,1.032
33.516,1.033
33.546,1.034
33.576,1.039
33.606,1.032
33.636,1.029
33.666,1.029
33.696,1.030
33.726,1.029
33.756,1.030
33.786,1.025
33.816,1.033
33.846,1.040
33.876,1.033
33.906,1.029
33.936,1.029
33.966,1.034
33.996,1.033
34.026,1.030
34.056,1.033
34.086,1.036
34.116,1.030
34.146,1.029
34.176,1.033
34.206,1.035
34.236,1.033
34.266,1.032
34.296,1.035
34.326,1.035
34.356,1.033
34.386,1.036
34.416,1.033
34.446,1.030
34.476,1.032
34.506,1.030
34.536,1.027
34.566,1.030
34.596,1.039
34.626,1.022
34.656,1.029
34.686,1.032
34.716,1.034
34.746,1.026
34.776,1.029
34.806,1.029
34.836,1.019
34.866,1.017
34.896,1.006
34.926,1.012
34.956,1.010
34.986,1.021
35.016,1.017
35.046,1.012
35.076,1.012
35.106,1.008
35.136,1.028
35.166,1.025
35.196,1.028
35.226,1.038
35.256,1.027
35.286,1.021
35.316,1.022
35.346,1.024
35.376,1.021
35.406,1.035
35.436,1.036
35.466,1.035
35.496,1.031
35.526,1.027
35.556,1.033
35.586,1.028
35.616,1.039
35.646,1.050
35.676,1.086
35.706,1.090
35.736,1.071
35.766,1.051
35.796,1.021
35.826,1.006
35.856,0.999
35.886,0.994
35.916,1.004
35.946,1.011
35.976,1.014
36.006,1.048
36.036,1.057
36.066,1.071
36.096,1.062
36.126,1.056
36.156,1.045
36.186,1.018
36.216,1.020
36.246,1.021
36.276,1.012
36.306,1.022
36.336,1.032
36.366,1.026
36.396,1.023
36.426,1.031
36.456,1.045
36.486,1.046
36.516,1.038
36.546,1.036
36.576,1.030
36.606,1.027
36.636,1.029
36.666,1.027
36.696,1.029
36.726,1.029
36.756,1.029
36.786,1.036
36.816,1.034
36.846,1.034
36.876,1.031
36.906,1.030
36.936,1.025
36.966,1.025
36.996,1.026
37.026,1.033
37.056,1.028
37.086,1.032
37.116,1.031
37.146,1.035
37.176,1.033
37.206,1.031
37.236,1.032
37.266,1.038
37.296,1.030
37.326,1.029
37.356,1.025
37.386,1.026
37.416,1.032
37.446,1.040
37.476,1.045
37.506,1.043
37.536,1.032
37.566,1.024
37.596,1.021
37.626,1.022
37.656,1.021
37.686,1.026
37.716,1.025
37.746,1.038
37.776,1.041
37.806,1.047
37.836,1.041
37.866,1.034
37.896,1.029
37.926,1.021
37.956,1.023
37.986,1.027
38.016,1.032
38.046,1.031
38.076,1.038
38.106,1.041
38.136,1.040
38.166,1.040
38.196,1.039
38.226,1.031
38.256,1.032
38.286,1.037
38.316,1.042
38.346,1.031
38.376,1.029
38.406,1.030
38.436,1.030
38.466,1.023
38.496,1.033
38.526,1.034
38.556,1.037
38.586,1.034
38.616,1.029
38.646,1.024
38.676,1.026
38.706,1.028
38.736,1.024
38.766,1.021
38.796,1.018
38.826,1.016
38.856,1.021
38.886,1.031
38.916,1.032
38.946,1.016
38.976,1.018
39.006,1.017
39.036,1.012
39.066,1.010
39.096,1.021
39.126,1.028
39.156,1.035
39.186,1.031
39.216,1.042
39.246,1.048
39.276,1.047
39.306,1.031
39.336,1.022
39.366,1.024
39.396,1.023
39.426,1.021
39.456,1.026
39.486,1.033
39.516,1.029
39.546,1.023
39.576,1.029
39.606,1.036
39.636,1.038
39.666,1.027
39.696,1.023
39.726,1.028
39.756,1.028
39.786,1.029
39.816,1.026
39.846,1.026
39.876,1.024
39.906,1.025
39.936,1.033
39.966,1.037
39.996,1.021
40.026,1.034
40.056,1.036
40.086,1.032
40.116,1.025
40.146,1.025
40.176,1.026
40.206,1.025
40.236,1.023
40.266,1.023
40.296,1.027
40.326,1.036
40.356,1.040
40.386,1.035
40.416,1.028
40.446,1.026
40.476,1.023
40.506,1.022
40.536,1.022
40.566,1.023
40.596,1.029
40.626,1.029
40.656,1.026
40.686,1.039
40.716,1.039
40.746,1.040
40.776,1.028
40.806,1.017
40.836,1.025
40.866,1.030
40.896,1.025
40.926,1.023
40.956,1.025
40.986,1.029
41.016,1.032
41.046,1.034
41.076,1.030
41.106,1.033
41.136,1.033
41.166,1.036
41.196,1.033
41.226,1.029
41.256,1.020
41.286,1.021
41.316,1.014
41.346,1.026
41.376,1.025
41.406,1.033
41.436,1.042
41.466,1.039
41.496,1.030
41.526,1.030
41.556,1.032
41.586,1.029
41.616,1.021
41.646,1.022
41.676,1.022
41.706,1.029
41.736,1.032
41.766,1.029
41.796,1.027
41.826,1.034
41.856,1.040
41.886,1.035
41.916,1.037
41.946,1.033
41.976,1.030
42.006,1.023
42.036,1.023
42.066,1.021
42.096,1.023
42.126,1.026
42.156,1.026
42.186,1.032
42.216,1.033
42.246,1.040
42.276,1.036
42.306,1.034
42.336,1.034
42.366,1.029
42.396,1.025
42.426,1.030
42.456,1.016
42.486,1.023
42.516,1.032
42.546,1.026
42.576,1.027
42.606,1.036
42.636,1.036
42.666,1.039
42.696,1.032
42.726,1.026
42.756,1.025
42.786,1.023
42.816,1.023
42.846,1.023
42.876,1.026
42.906,1.030
42.936,1.030
42.966,1.033
42.996,1.035
43.026,1.033
43.056,1.035
43.086,1.027
43.116,1.030
43.146,1.025
43.176,1.022
43.206,1.023
43.236,1.024
43.266,1.030
43.296,1.036
43.326,1.036
43.356,1.029
43.386,1.042
43.416,1.036
43.446,1.025
43.476,1.021
43.506,1.024
43.536,1.026
43.566,1.024
43.596,1.030
43.626,1.029
43.656,1.029
43.686,1.032
43.716,1.030
43.746,1.030
43.776,1.030
43.806,1.026
43.836,1.027
43.866,1.023
43.896,1.026
43.926,1.029
43.956,1.032
43.986,1.033
44.016,1.037
44.046,1.034
44.076,1.029
44.106,1.023
44.136,1.024
44.166,1.026
44.196,1.034
44.226,1.036
44.256,1.023
44.286,1.034
44.316,1.037
44.346,1.029
44.376,1.023
44.406,1.026
44.436,1.030
44.466,1.030
44.496,1.030
44.526,1.030
44.556,1.031
44.586,1.033
44.616,1.029
44.646,1.029
44.676,1.030
44.706,1.031
44.736,1.030
44.766,1.030
44.796,1.024
44.826,1.027
44.856,1.030
44.886,1.033
44.916,1.036
44.946,1.030
44.976,1.026
45.006,1.026
45.036,1.029
45.066,1.032
45.096,1.027
45.126,1.034
45.156,1.026
45.186,1.036
45.216,1.030
45.246,1.027
45.276,1.024
45.306,1.027
45.336,1.032
45.366,1.032
45.396,1.030
45.426,1.030
45.456,1.032
45.486,1.029
45.516,1.029
45.546,1.027
45.576,1.029
45.606,1.024
45.636,1.030
45.666,1.029
45.696,1.030
45.726,1.030
45.756,1.036
45.786,1.033
45.816,1.026
45.846,1.029
45.876,1.026
45.906,1.029
45.936,1.029
45.966,1.036
45.996,1.024
46.026,1.036
46.056,1.033
46.086,1.033
46.116,1.029
46.146,1.030
46.176,1.030
46.206,1.030
46.236,1.030
46.266,1.032
46.296,1.029
46.326,1.029
46.356,1.030
46.386,1.032
46.416,1.032
46.446,1.030
46.476,1.030
46.506,1.029
46.536,1.030
46.566,1.027
46.596,1.031
46.626,1.027
46.656,1.034
46.686,1.034
46.716,1.030
46.746,1.027
46.776,1.029
46.806,1.030
46.836,1.029
46.866,1.030
46.896,1.026
46.926,1.031
46.956,1.031
46.986,1.031
47.016,1.029
47.046,1.032
47.076,1.029
47.106,1.029
47.136,1.033
47.166,1.036
47.196,1.030
47.226,1.031
47.256,1.030
47.286,1.034
47.316,1.030
47.346,1.029
47.376,1.030
47.406,1.032
47.436,1.034
47.466,1.031
47.496,1.026
47.526,1.027
47.556,1.034
47.586,1.033
47.616,1.024
47.646,1.027
47.676,1.031
47.706,1.033
47.736,1.033
47.766,1.032
47.796,1.026
47.826,1.033
47.856,1.033
47.886,1.033
47.916,1.023
47.946,1.026
47.976,1.030
48.006,1.029
48.036,1.030
48.066,1.032
48.096,1.029
48.126,1.036
48.156,1.030
48.186,1.032
48.216,1.027
48.246,1.031
48.276,1.032
48.306,1.027
48.336,1.031
48.366,1.033
48.396,1.037
48.426,1.032
48.456,1.027
48.486,1.027
48.516,1.029
48.546,1.029
48.576,1.026
48.606,1.024
48.636,1.027
48.666,1.034
48.696,1.031
48.726,1.030
48.756,1.029
48.786,1.030
48.816,1.029
48.846,1.032
48.876,1.031
48.906,1.030
48.936,1.031
48.966,1.031
48.996,1.031
49.026,1.033
49.056,1.029
49.086,1.031
49.116,1.030
49.146,1.030
49.176,1.034
49.206,1.032
49.236,1.037
49.266,1.030
49.296,1.029
49.326,1.030
49.356,1.030
49.386,1.029
49.416,1.030
49.446,1.030
49.476,1.029
49.506,1.034
49.536,1.032
49.566,1.011
49.596,1.037
49.626,1.071
49.656,1.042
49.686,1.026
49.716,1.016
49.746,1.022
49.776,1.025
49.806,1.022
49.836,1.028
49.866,1.037
49.896,1.033
49.926,1.034
49.956,1.028
49.986,1.023
50.016,1.021
50.046,1.024
50.076,1.032
50.106,1.027
50.136,1.025
50.166,1.021
50.196,1.020
50.226,1.023
50.256,1.024
50.286,1.029
50.316,1.016
50.346,1.030
50.376,1.033
50.406,1.024
50.436,1.018
50.466,1.026
50.496,1.026
50.526,1.024
50.556,1.021
50.586,1.023
50.616,1.026
50.646,1.025
50.676,1.027
50.706,1.021
50.736,1.024
50.766,1.024
50.796,1.024
50.826,1.026
50.856,1.021
50.886,1.026
50.916,1.028
50.946,1.029
50.976,1.023
51.006,1.022
51.036,1.020
51.066,1.025
51.096,1.027
51.126,1.032
51.156,1.020
51.186,1.023
51.216,1.029
51.246,1.023
51.276,1.022
51.306,1.027
51.336,1.024
51.366,1.024
51.396,1.028
51.426,1.025
51.456,1.024
51.486,1.025
51.516,1.025
51.546,1.023
51.576,1.025
51.606,1.022
51.636,1.023
51.666,1.025
51.696,1.020
51.726,1.025
51.756,1.032
51.786,1.026
51.816,1.021
51.846,1.022
51.876,1.022
51.906,1.021
51.936,1.029
51.966,1.025
51.996,1.016
52.026,1.036
52.056,1.057
52.086,1.030
52.116,1.040
52.146,1.025
52.176,1.011
52.206,0.991
52.236,0.997
52.266,0.999
52.296,1.026
52.326,1.009
52.356,0.989
52.386,0.965
52.416,0.964
52.446,1.071
52.476,1.115
52.506,1.084
52.536,1.046
52.566,1.021
52.596,1.017
52.626,1.007
52.656,1.018
52.686,1.007
52.716,0.995
52.746,1.014
52.776,1.042
52.806,1.036
52.836,1.021
52.866,1.015
52.896,1.011
52.926,1.015
52.956,1.015
52.986,1.018
53.016,1.017
53.046,1.008
53.076,1.003
53.106,1.007
53.136,1.015
53.166,1.019
53.196,1.025
53.226,1.017
53.256,1.004
53.286,0.990
53.316,0.999
53.346,1.026
53.376,1.027
53.406,1.031
53.436,1.023
53.466,1.009
53.496,0.984
53.526,0.991
53.556,1.013
53.586,1.037
53.616,1.029
53.646,1.017
53.676,1.007
53.706,1.020
53.736,1.035
53.766,1.018
53.796,1.036
53.826,1.025
53.856,1.022
53.886,1.030
53.916,1.021
53.946,1.025
53.976,1.020
54.006,1.013
54.036,1.018
54.066,1.004
54.096,1.013
54.126,1.027
54.156,1.036
54.186,1.048
54.216,1.022
54.246,0.995
54.276,0.977
54.306,0.996
54.336,1.010
54.366,1.024
54.396,1.045
54.426,1.041
54.456,1.047
54.486,1.034
54.516,1.013
54.546,0.998
54.576,1.008
54.606,1.016
54.636,1.028
54.666,1.038
54.696,1.030
54.726,1.018
54.756,1.012
54.786,1.021
54.816,1.033
54.846,1.037
54.876,1.037
54.906,1.049
54.936,1.040
54.966,1.032
54.996,1.024
55.026,1.021
55.056,1.021
55.086,1.038
55.116,1.016
55.146,1.033
55.176,1.036
55.206,1.032
55.236,1.031
55.266,1.025
55.296,1.018
55.326,1.025
55.356,1.043
55.386,1.056
55.416,1.043
55.446,1.033
55.476,1.029
55.506,1.013
55.536,1.021
55.566,1.032
55.596,1.027
55.626,1.021
55.656,1.027
55.686,1.033
55.716,1.038
55.746,1.034
55.776,1.026
55.806,1.035
55.836,1.032
55.866,1.030
55.896,1.026
55.926,1.025
55.956,1.025
55.986,1.024
56.016,1.030
56.046,1.039
56.076,1.037
56.106,1.034
56.136,1.035
56.166,1.033
