df_hash,22ZHK4.8GUL1J
267.069,1.044
267.099,1.053
267.129,1.048
267.159,1.042
267.189,1.052
267.219,1.062
267.249,1.111
267.279,1.088
267.309,1.057
267.339,1.059
267.369,1.049
267.399,1.036
267.429,1.058
267.459,1.048
267.489,1.051
267.519,1.050
267.549,1.030
267.579,1.024
267.609,1.001
267.639,0.989
267.669,1.027
267.699,1.034
267.729,0.997
267.759,1.014
267.789,1.062
267.819,1.075
267.849,1.059
267.879,1.035
267.909,1.057
267.939,1.070
267.969,1.063
267.999,1.054
268.029,1.051
268.059,1.077
268.089,1.086
268.119,1.063
268.149,1.047
268.179,1.052
268.209,1.063
268.239,1.065
268.269,1.056
268.299,1.057
268.329,1.062
268.359,1.056
268.389,1.047
268.419,1.059
268.449,1.095
268.479,1.062
268.509,1.053
268.539,1.055
268.569,1.070
268.599,1.048
268.629,1.048
268.659,1.069
268.689,1.057
268.719,1.029
268.749,1.038
268.779,1.075
268.809,1.104
268.839,1.086
268.869,1.099
268.899,1.084
268.929,1.062
268.959,1.045
268.989,1.062
269.019,1.049
269.049,1.038
269.079,1.037
269.109,1.052
269.139,1.044
269.169,1.047
269.199,1.062
269.229,1.058
269.259,1.043
269.289,1.042
269.319,1.061
269.349,1.062
269.379,1.051
269.409,1.048
269.439,1.064
269.469,1.070
269.499,1.066
269.529,1.069
269.559,1.073
269.589,1.071
269.619,1.059
269.649,1.056
269.679,1.062
269.709,1.064
269.739,1.078
269.769,1.076
269.799,1.090
269.829,1.087
269.859,1.062
269.889,1.076
269.919,1.061
269.949,1.056
269.979,1.066
270.009,1.072
270.039,1.061
270.069,1.061
270.099,1.076
270.129,1.072
270.159,1.062
270.189,1.068
270.219,1.072
270.249,1.066
270.279,1.064
270.309,1.075
270.339,1.056
270.369,1.063
270.399,1.071
270.429,1.068
270.459,1.070
270.489,1.074
270.519,1.070
270.549,1.061
270.579,1.064
270.609,1.073
270.639,1.064
270.669,1.068
270.699,1.081
270.729,1.071
270.759,1.072
270.789,1.071
270.819,1.059
270.849,1.058
270.879,1.062
270.909,1.061
270.939,1.065
270.969,1.081
270.999,1.073
271.029,1.078
271.059,1.079
271.089,1.077
271.119,1.075
271.149,1.078
271.179,1.076
271.209,1.073
271.239,1.071
271.269,1.069
271.299,1.084
271.329,1.073
271.359,1.070
271.389,1.076
271.419,1.077
271.449,1.078
271.479,1.077
271.509,1.082
271.539,1.065
271.569,1.077
271.599,1.084
271.629,1.077
271.659,1.074
271.689,1.069
271.719,1.076
271.749,1.084
271.779,1.075
271.809,1.069
271.839,1.076
271.869,1.072
271.899,1.071
271.929,1.069
271.959,1.075
271.989,1.080
272.019,1.074
272.049,1.076
272.079,1.076
272.109,1.077
272.139,1.076
272.169,1.070
272.199,1.072
272.229,1.073
272.259,1.083
272.289,1.083
272.319,1.068
272.349,1.079
272.379,1.081
272.409,1.078
272.439,1.082
272.469,1.104
272.499,1.094
272.529,1.099
272.559,1.104
272.589,1.092
272.619,1.079
272.649,1.080
272.679,1.081
272.709,1.068
272.739,1.078
272.769,1.083
272.799,1.070
272.829,1.051
272.859,1.046
272.889,1.052
272.919,1.067
272.949,1.066
272.979,1.062
273.009,1.067
273.039,1.055
273.069,1.079
273.099,1.078
273.129,1.041
273.159,1.075
273.189,1.064
273.219,1.039
273.249,1.037
273.279,1.028
273.309,1.052
273.339,1.047
273.369,1.045
273.399,1.049
273.429,1.023
273.459,1.069
273.489,1.108
273.519,0.975
273.549,0.901
273.579,0.964
273.609,1.004
273.639,1.005
273.669,1.009
273.699,1.016
273.729,1.028
273.759,1.004
273.789,1.006
273.819,1.044
273.849,1.034
273.879,1.017
273.909,1.039
273.939,1.046
273.969,1.008
273.999,0.981
274.029,1.009
274.059,1.038
274.089,1.005
274.119,1.005
274.149,1.032
274.179,1.041
274.209,1.027
274.239,1.017
274.269,1.033
274.299,1.026
274.329,1.034
274.359,1.018
274.389,1.010
274.419,1.026
274.449,1.022
274.479,1.000
274.509,1.021
274.539,1.044
274.569,1.017
274.599,1.055
274.629,1.061
274.659,1.035
274.689,1.025
274.719,1.056
274.749,1.053
274.779,1.032
274.809,1.021
274.839,1.053
274.869,1.059
274.899,1.041
274.929,1.044
274.959,1.024
274.989,1.035
275.019,1.055
275.049,1.045
275.079,1.083
275.109,1.042
275.139,1.048
275.169,1.039
275.199,1.033
275.229,1.039
275.259,1.030
275.289,0.997
275.319,1.033
275.349,1.048
275.379,1.043
275.409,1.037
275.439,1.017
275.469,0.992
275.499,0.999
275.529,1.006
275.559,1.059
275.589,1.073
275.619,1.045
275.649,1.033
275.679,1.060
275.709,1.048
275.739,1.055
275.769,1.047
275.799,1.012
275.829,1.018
275.859,1.058
275.889,1.038
275.919,1.012
275.949,1.029
275.979,1.066
276.009,1.040
276.039,1.019
276.069,1.029
276.099,1.054
276.129,1.043
276.159,1.026
276.189,1.023
276.219,0.991
276.249,1.004
276.279,1.032
276.309,1.017
276.339,1.040
276.369,1.038
276.399,1.078
276.429,1.080
276.459,1.024
276.489,1.032
276.519,1.082
276.549,1.071
276.579,1.049
276.609,1.040
276.639,1.079
276.669,1.069
276.699,1.060
276.729,1.052
276.759,1.074
276.789,1.019
276.819,1.028
276.849,1.058
276.879,1.028
276.909,1.016
276.939,1.059
276.969,1.034
276.999,1.047
277.029,1.021
277.059,1.033
277.089,1.052
277.119,1.022
277.149,1.052
277.179,1.050
277.209,1.032
277.239,1.034
277.269,1.056
277.299,1.030
277.329,1.044
277.359,1.042
277.389,1.044
277.419,1.035
277.449,1.030
277.479,1.049
277.509,1.047
277.539,1.056
277.569,1.049
277.599,1.014
277.629,1.044
277.659,1.066
277.689,1.012
277.719,1.063
277.749,1.068
277.779,1.056
277.809,1.021
277.839,1.050
277.869,1.022
277.899,1.055
277.929,1.060
277.959,1.059
277.989,1.041
278.019,1.058
278.049,1.034
278.079,1.037
278.109,1.011
278.139,1.049
278.169,1.020
278.199,0.997
278.229,1.018
278.259,1.021
278.289,0.997
278.319,1.033
278.349,1.022
278.379,1.007
278.409,1.037
278.439,1.049
278.469,1.057
278.499,1.076
278.529,1.103
278.559,1.128
278.589,1.032
278.619,0.919
278.649,0.945
278.679,0.961
278.709,0.953
278.739,0.980
278.769,1.032
278.799,1.028
278.829,1.007
278.859,1.004
278.889,1.077
278.919,1.081
278.949,1.056
278.979,1.066
279.009,1.050
279.039,1.019
279.069,1.053
279.099,1.067
279.129,1.031
279.159,1.046
279.189,1.044
279.219,1.026
279.249,1.056
279.279,1.062
279.309,1.060
279.339,1.059
279.369,1.028
279.399,1.049
279.429,1.067
279.459,1.053
279.489,1.073
279.519,1.053
279.549,1.048
279.579,1.045
279.609,1.046
279.639,1.058
279.669,1.044
279.699,1.057
279.729,1.045
279.759,1.063
279.789,1.046
279.819,1.072
279.849,1.028
279.879,1.015
279.909,1.059
279.939,1.038
279.969,1.036
279.999,1.034
280.029,1.046
280.059,1.042
280.089,1.040
280.119,1.066
280.149,1.076
280.179,1.072
280.209,1.057
280.239,1.018
280.269,1.021
280.299,1.055
280.329,1.052
280.359,1.036
280.389,1.021
280.419,1.045
280.449,1.073
280.479,1.085
280.509,1.080
280.539,1.064
280.569,1.079
280.599,1.080
280.629,1.068
280.659,1.048
280.689,1.050
280.719,1.046
280.749,1.056
280.779,1.065
280.809,1.059
280.839,1.045
280.869,1.051
280.899,1.062
280.929,1.072
280.959,1.066
280.989,1.078
281.019,1.088
281.049,1.086
281.079,1.081
281.109,1.071
281.139,1.077
281.169,1.072
281.199,1.077
281.229,1.074
281.259,1.071
281.289,1.077
281.319,1.062
281.349,1.074
281.379,1.079
281.409,1.071
281.439,1.072
281.469,1.082
281.499,1.086
281.529,1.070
281.559,1.076
281.589,1.076
281.619,1.056
281.649,1.061
281.679,1.056
281.709,1.062
281.739,1.056
281.769,1.030
281.799,1.044
281.829,1.044
281.859,1.036
281.889,1.034
281.919,1.044
281.949,1.027
281.979,1.019
282.009,1.031
282.039,1.060
282.069,1.062
282.099,1.096
282.129,1.095
282.159,1.087
282.189,1.099
282.219,1.115
282.249,1.133
282.279,1.123
282.309,1.102
282.339,1.101
282.369,1.095
282.399,1.095
282.429,1.065
282.459,1.062
282.489,1.061
282.519,1.051
282.549,1.056
282.579,1.061
282.609,1.062
282.639,1.085
282.669,1.077
282.699,1.073
282.729,1.080
282.759,1.080
282.789,1.082
282.819,1.084
282.849,1.082
282.879,1.093
282.909,1.082
282.939,1.079
282.969,1.076
282.999,1.083
283.029,1.083
283.059,1.070
283.089,1.070
283.119,1.081
283.149,1.077
283.179,1.070
283.209,1.072
283.239,1.071
283.269,1.073
283.299,1.073
283.329,1.072
283.359,1.077
283.389,1.078
283.419,1.074
283.449,1.074
283.479,1.074
283.509,1.070
283.539,1.075
283.569,1.077
283.599,1.070
283.629,1.071
283.659,1.072
283.689,1.080
283.719,1.074
283.749,1.074
283.779,1.081
283.809,1.063
283.839,1.077
283.869,1.080
283.899,1.084
283.929,1.085
283.959,1.071
283.989,1.085
284.019,1.085
284.049,1.073
284.079,1.069
284.109,1.064
284.139,1.062
284.169,1.067
284.199,1.073
284.229,1.071
284.259,1.068
284.289,1.070
284.319,1.066
284.349,1.071
284.379,1.075
284.409,1.081
284.439,1.077
284.469,1.067
284.499,1.074
284.529,1.075
284.559,1.077
284.589,1.082
284.619,1.079
284.649,1.070
284.679,1.070
284.709,1.074
284.739,1.070
284.769,1.075
284.799,1.073
284.829,1.072
284.859,1.075
284.889,1.077
284.919,1.070
284.949,1.078
284.979,1.077
285.009,1.077
285.039,1.077
285.069,1.071
285.099,1.074
285.129,1.069
285.159,1.069
285.189,1.078
285.219,1.077
285.249,1.073
285.279,1.071
285.309,1.078
285.339,1.071
285.369,1.079
285.399,1.081
285.429,1.076
285.459,1.082
285.489,1.081
285.519,1.078
285.549,1.081
285.579,1.081
285.609,1.076
285.639,1.080
285.669,1.072
285.699,1.065
285.729,1.079
285.759,1.073
285.789,1.055
285.819,1.062
285.849,1.064
285.879,1.064
285.909,1.072
285.939,1.073
285.969,1.064
285.999,1.068
286.029,1.070
286.059,1.067
286.089,1.070
286.119,1.064
286.149,1.069
286.179,1.079
286.209,1.083
286.239,1.075
286.269,1.080
286.299,1.075
286.329,1.072
286.359,1.071
286.389,1.072
286.419,1.075
286.449,1.074
286.479,1.072
286.509,1.081
286.539,1.074
286.569,1.072
286.599,1.077
286.629,1.075
286.659,1.076
286.689,1.078
286.719,1.074
286.749,1.070
286.779,1.078
286.809,1.078
286.839,1.064
286.869,1.071
286.899,1.074
286.929,1.079
286.959,1.086
286.989,1.082
287.019,1.088
287.049,1.094
287.079,1.107
287.109,1.118
287.139,1.132
287.169,1.126
287.199,1.143
287.229,1.144
287.259,1.142
287.289,1.122
287.319,1.108
287.349,1.108
287.379,1.080
287.409,1.056
287.439,1.052
287.469,1.021
287.499,1.014
287.529,0.991
287.559,0.999
287.589,1.012
287.619,0.997
287.649,0.996
287.679,1.005
287.709,1.009
287.739,1.002
287.769,1.004
287.799,1.006
287.829,1.012
287.859,1.017
287.889,1.003
287.919,1.019
287.949,1.015
287.979,1.026
288.009,1.054
288.039,1.036
288.069,1.021
288.099,1.035
288.129,1.040
288.159,1.035
288.189,1.031
288.219,1.027
288.249,1.055
288.279,1.075
288.309,1.046
288.339,1.048
288.369,1.074
288.399,1.071
288.429,1.064
288.459,1.042
288.489,1.046
288.519,1.078
288.549,1.030
288.579,1.037
288.609,1.047
288.639,1.077
288.669,1.108
288.699,1.062
288.729,1.059
288.759,1.091
288.789,1.076
288.819,1.091
288.849,1.056
288.879,1.067
288.909,1.069
288.939,1.089
288.969,1.084
288.999,1.065
289.029,1.079
289.059,1.099
289.089,1.084
289.119,1.081
289.149,1.074
289.179,1.071
289.209,1.072
289.239,1.062
289.269,1.061
289.299,1.058
289.329,1.068
289.359,1.059
289.389,1.064
289.419,1.068
289.449,1.067
289.479,1.062
289.509,1.062
289.539,1.063
289.569,1.060
289.599,1.063
289.629,1.068
289.659,1.069
289.689,1.062
289.719,1.068
289.749,1.063
289.779,1.053
289.809,1.067
289.839,1.058
289.869,1.059
289.899,1.071
289.929,1.063
289.959,1.063
289.989,1.063
290.019,1.065
290.049,1.063
290.079,1.068
290.109,1.068
290.139,1.066
290.169,1.067
290.199,1.062
290.229,1.061
290.259,1.071
290.289,1.067
290.319,1.070
290.349,1.065
290.379,1.062
290.409,1.068
290.439,1.071
290.469,1.066
290.499,1.065
290.529,1.061
290.559,1.061
290.589,1.066
290.619,1.064
290.649,1.057
290.679,1.062
290.709,1.064
290.739,1.063
290.769,1.065
290.799,1.063
290.829,1.062
290.859,1.071
290.889,1.070
290.919,1.068
290.949,1.067
290.979,1.062
291.009,1.058
291.039,1.062
291.069,1.068
291.099,1.061
291.129,1.061
291.159,1.076
291.189,1.071
291.219,1.065
291.249,1.063
291.279,1.062
291.309,1.065
291.339,1.075
291.369,1.068
291.399,1.061
291.429,1.056
291.459,1.068
291.489,1.064
291.519,1.066
291.549,1.065
291.579,1.062
291.609,1.066
291.639,1.071
291.669,1.076
291.699,1.063
291.729,1.065
291.759,1.067
291.789,1.062
291.819,1.063
291.849,1.065
291.879,1.062
291.909,1.064
291.939,1.062
291.969,1.066
291.999,1.073
292.029,1.061
292.059,1.060
292.089,1.064
292.119,1.067
292.149,1.066
292.179,1.064
292.209,1.071
292.239,1.071
292.269,1.067
292.299,1.066
292.329,1.061
292.359,1.058
292.389,1.069
292.419,1.073
292.449,1.073
292.479,1.071
292.509,1.066
292.539,1.064
292.569,1.067
292.599,1.068
292.629,1.059
292.659,1.061
292.689,1.065
292.719,1.070
292.749,1.074
292.779,1.066
292.809,1.064
292.839,1.065
292.869,1.062
292.899,1.065
292.929,1.066
292.959,1.063
292.989,1.070
293.019,1.068
293.049,1.076
293.079,1.070
293.109,1.061
293.139,1.063
293.169,1.068
293.199,1.074
293.229,1.065
293.259,1.073
293.289,1.065
293.319,1.062
293.349,1.071
293.379,1.073
293.409,1.064
293.439,1.072
293.469,1.072
293.499,1.067
293.529,1.073
293.559,1.076
293.589,1.065
293.619,1.062
293.649,1.072
293.679,1.079
293.709,1.084
293.739,1.069
293.769,1.069
293.799,1.068
293.829,1.057
293.859,1.059
293.889,1.062
293.919,1.056
293.949,1.071
293.979,1.090
294.009,1.071
294.039,1.045
294.069,1.060
294.099,1.051
294.129,1.040
294.159,1.037
294.189,1.037
294.219,1.039
294.249,1.045
294.279,1.058
294.309,1.057
294.339,1.063
294.369,1.057
294.399,1.068
294.429,1.068
294.459,1.062
294.489,1.062
294.519,1.071
294.549,1.073
294.579,1.065
294.609,1.067
294.639,1.074
294.669,1.067
294.699,1.080
294.729,1.074
294.759,1.074
294.789,1.067
294.819,1.068
294.849,1.070
294.879,1.069
294.909,1.068
294.939,1.069
294.969,1.071
294.999,1.061
295.029,1.065
295.059,1.091
295.089,1.089
295.119,1.077
295.149,1.091
295.179,1.095
295.209,1.080
295.239,1.073
295.269,1.082
295.299,1.077
295.329,1.068
295.359,1.079
295.389,1.074
295.419,1.072
295.449,1.091
295.479,1.087
295.509,1.080
295.539,1.071
295.569,1.084
295.599,1.083
295.629,1.077
295.659,1.074
295.689,1.063
295.719,1.056
295.749,1.060
295.779,1.053
295.809,1.055
295.839,1.062
295.869,1.049
295.899,1.051
295.929,1.041
295.959,1.045
295.989,1.053
296.019,1.042
296.049,1.049
296.079,1.062
296.109,1.064
296.139,1.062
296.169,1.068
296.199,1.064
296.229,1.072
296.259,1.073
296.289,1.075
296.319,1.095
296.349,1.068
296.379,1.089
296.409,1.090
296.439,1.055
296.469,1.069
296.499,1.095
296.529,1.073
296.559,1.052
296.589,1.049
296.619,1.043
296.649,1.045
296.679,1.048
296.709,1.048
296.739,1.080
296.769,1.086
296.799,1.093
296.829,1.094
296.859,1.078
296.889,1.069
296.919,1.061
296.949,1.063
296.979,1.065
297.009,1.062
297.039,1.082
297.069,1.076
297.099,1.073
297.129,1.065
297.159,1.079
297.189,1.080
297.219,1.062
297.249,1.058
297.279,1.072
297.309,1.067
297.339,1.067
297.369,1.070
297.399,1.064
297.429,1.068
297.459,1.068
297.489,1.069
297.519,1.070
297.549,1.060
297.579,1.060
297.609,1.066
297.639,1.069
297.669,1.064
297.699,1.064
297.729,1.068
297.759,1.067
297.789,1.063
297.819,1.068
297.849,1.069
297.879,1.066
297.909,1.066
297.939,1.070
297.969,1.071
297.999,1.067
298.029,1.071
298.059,1.065
298.089,1.064
298.119,1.059
298.149,1.067
298.179,1.067
298.209,1.067
298.239,1.073
298.269,1.072
298.299,1.064
298.329,1.068
298.359,1.064
298.389,1.057
298.419,1.065
298.449,1.071
298.479,1.069
298.509,1.067
298.539,1.063
298.569,1.057
298.599,1.062
298.629,1.064
298.659,1.068
298.689,1.070
298.719,1.064
298.749,1.065
298.779,1.070
298.809,1.070
298.839,1.064
298.869,1.063
298.899,1.062
298.929,1.064
298.959,1.070
298.989,1.067
299.019,1.069
299.049,1.072
299.079,1.067
299.109,1.067
299.139,1.072
299.169,1.069
299.199,1.067
299.229,1.062
299.259,1.063
299.289,1.063
299.319,1.070
299.349,1.070
299.379,1.070
299.409,1.068
299.439,1.060
299.469,1.067
299.499,1.070
299.529,1.066
299.559,1.071
299.589,1.070
299.619,1.066
299.649,1.062
299.679,1.071
299.709,1.066
299.739,1.062
299.769,1.066
299.799,1.070
299.829,1.070
299.859,1.061
299.889,1.072
299.919,1.071
299.949,1.066
299.979,1.073
300.009,1.073
300.039,1.068
300.069,1.068
300.099,1.082
300.129,1.075
300.159,1.065
300.189,1.075
300.219,1.073
300.249,1.081
300.279,1.081
300.309,1.071
300.339,1.069
300.369,1.073
300.399,1.059
300.429,1.068
300.459,1.069
300.489,1.060
300.519,1.059
300.549,1.058
300.579,1.055
300.609,1.053
300.639,1.059
300.669,1.063
300.699,1.065
300.729,1.069
300.759,1.068
300.789,1.067
300.819,1.061
300.849,1.054
300.879,1.058
300.909,1.056
300.939,1.055
300.969,1.063
300.999,1.069
301.029,1.063
301.059,1.063
301.089,1.062
301.119,1.061
301.149,1.071
301.179,1.069
301.209,1.070
301.239,1.068
301.269,1.068
301.299,1.079
301.329,1.064
301.359,1.054
301.389,1.060
301.419,1.061
301.449,1.067
301.479,1.078
301.509,1.073
301.539,1.064
301.569,1.063
301.599,1.071
301.629,1.063
301.659,1.062
301.689,1.051
301.719,1.070
301.749,1.075
301.779,1.067
301.809,1.099
301.839,1.101
301.869,1.098
301.899,1.107
301.929,1.118
301.959,1.136
301.989,1.155
302.019,1.106
302.049,1.108
302.079,0.919
302.109,1.016
302.139,1.072
302.169,0.991
302.199,1.015
302.229,1.038
302.259,1.002
302.289,1.024
302.319,1.041
302.349,1.037
302.379,1.039
302.409,1.040
302.439,1.050
302.469,1.056
302.499,1.041
302.529,1.049
302.559,1.056
302.589,1.059
302.619,1.059
302.649,1.060
302.679,1.062
302.709,1.057
302.739,1.056
302.769,1.037
302.799,1.049
302.829,1.048
302.859,1.057
302.889,1.071
302.919,1.073
302.949,1.072
302.979,1.070
303.009,1.073
303.039,1.082
303.069,1.063
303.099,1.059
303.129,1.069
303.159,1.075
303.189,1.074
303.219,1.071
303.249,1.073
303.279,1.069
303.309,1.080
303.339,1.090
303.369,1.087
303.399,1.084
303.429,1.077
303.459,1.071
303.489,1.063
303.519,1.076
303.549,1.078
303.579,1.070
303.609,1.067
303.639,1.075
303.669,1.074
303.699,1.076
303.729,1.073
303.759,1.069
303.789,1.057
303.819,1.061
303.849,1.071
303.879,1.062
303.909,1.065
303.939,1.067
303.969,1.063
303.999,1.078
304.029,1.065
304.059,1.070
304.089,1.069
304.119,1.065
304.149,1.076
304.179,1.065
304.209,1.062
304.239,1.060
304.269,1.078
304.299,1.066
304.329,1.063
304.359,1.078
304.389,1.074
304.419,1.069
304.449,1.059
304.479,1.073
304.509,1.077
304.539,1.075
304.569,1.068
304.599,1.072
304.629,1.069
304.659,1.085
304.689,1.085
304.719,1.079
304.749,1.069
304.779,1.071
304.809,1.074
304.839,1.068
304.869,1.069
304.899,1.074
304.929,1.074
304.959,1.072
304.989,1.075
305.019,1.103
305.049,1.095
305.079,1.064
305.109,1.092
305.139,1.097
305.169,1.077
305.199,1.083
305.229,1.088
305.259,1.083
305.289,1.077
305.319,1.078
305.349,1.080
305.379,1.086
305.409,1.097
305.439,1.083
305.469,1.076
305.499,1.072
305.529,1.058
305.559,1.046
305.589,1.064
305.619,1.070
305.649,1.082
305.679,1.081
305.709,1.075
305.739,1.064
305.769,1.062
305.799,1.056
305.829,1.060
305.859,1.068
305.889,1.044
305.919,1.049
305.949,1.056
305.979,1.050
306.009,1.025
306.039,1.016
306.069,1.029
306.099,1.012
306.129,1.026
306.159,1.043
306.189,1.050
306.219,1.050
306.249,1.070
306.279,1.093
306.309,1.101
306.339,1.090
306.369,1.089
306.399,1.090
306.429,1.094
306.459,1.093
306.489,1.098
306.519,1.104
306.549,1.105
306.579,1.091
306.609,1.082
306.639,1.076
306.669,1.081
306.699,1.079
306.729,1.084
306.759,1.078
306.789,1.088
306.819,1.088
306.849,1.089
306.879,1.080
306.909,1.082
306.939,1.083
306.969,1.080
306.999,1.081
307.029,1.082
307.059,1.084
307.089,1.083
307.119,1.077
307.149,1.077
307.179,1.078
307.209,1.080
307.239,1.085
307.269,1.082
307.299,1.087
307.329,1.082
307.359,1.083
307.389,1.087
307.419,1.078
307.449,1.071
307.479,1.078
307.509,1.082
307.539,1.084
307.569,1.079
307.599,1.081
307.629,1.084
307.659,1.083
307.689,1.079
307.719,1.085
307.749,1.086
307.779,1.081
307.809,1.075
307.839,1.077
307.869,1.079
307.899,1.077
307.929,1.080
307.959,1.078
307.989,1.078
308.019,1.083
308.049,1.077
308.079,1.087
308.109,1.088
308.139,1.087
308.169,1.083
308.199,1.080
308.229,1.074
308.259,1.071
308.289,1.079
308.319,1.086
308.349,1.083
308.379,1.082
308.409,1.078
308.439,1.085
308.469,1.082
308.499,1.079
308.529,1.075
308.559,1.071
308.589,1.067
308.619,1.058
308.649,1.079
308.679,1.100
308.709,1.101
308.739,1.096
308.769,1.093
308.799,1.086
308.829,1.069
308.859,1.076
308.889,1.077
308.919,1.079
308.949,1.085
308.979,1.081
309.009,1.083
309.039,1.070
309.069,1.080
309.099,1.079
309.129,1.078
309.159,1.074
309.189,1.077
309.219,1.082
309.249,1.082
309.279,1.082
309.309,1.082
309.339,1.080
309.369,1.089
309.399,1.082
309.429,1.076
309.459,1.071
309.489,1.078
309.519,1.080
309.549,1.079
309.579,1.075
309.609,1.069
309.639,1.073
309.669,1.080
309.699,1.082
309.729,1.089
309.759,1.081
309.789,1.086
309.819,1.088
309.849,1.077
309.879,1.074
309.909,1.076
309.939,1.083
309.969,1.080
309.999,1.082
310.029,1.080
310.059,1.078
310.089,1.081
310.119,1.082
310.149,1.082
310.179,1.083
310.209,1.079
310.239,1.078
310.269,1.078
310.299,1.086
310.329,1.083
310.359,1.082
310.389,1.075
310.419,1.081
310.449,1.087
310.479,1.085
310.509,1.084
310.539,1.082
310.569,1.077
310.599,1.086
310.629,1.083
310.659,1.074
310.689,1.071
310.719,1.080
310.749,1.083
310.779,1.077
310.809,1.083
310.839,1.089
310.869,1.085
310.899,1.092
310.929,1.094
310.959,1.093
310.989,1.092
311.019,1.083
311.049,1.078
311.079,1.079
311.109,1.082
311.139,1.077
311.169,1.081
311.199,1.083
311.229,1.082
311.259,1.078
311.289,1.088
311.319,1.094
311.349,1.085
311.379,1.080
311.409,1.079
311.439,1.083
311.469,1.078
311.499,1.081
311.529,1.077
311.559,1.067
311.589,1.058
311.619,1.062
311.649,1.054
311.679,1.053
311.709,1.065
311.739,1.058
311.769,1.043
311.799,1.053
311.829,1.062
311.859,1.042
311.889,1.042
311.919,1.055
311.949,1.055
311.979,1.050
312.009,1.057
312.039,1.060
312.069,1.067
312.099,1.074
312.129,1.075
312.159,1.086
312.189,1.083
312.219,1.084
312.249,1.083
312.279,1.087
312.309,1.082
312.339,1.073
312.369,1.075
312.399,1.069
312.429,1.081
312.459,1.077
312.489,1.079
312.519,1.074
312.549,1.067
312.579,1.070
312.609,1.068
312.639,1.071
312.669,1.075
312.699,1.078
312.729,1.064
312.759,1.073
312.789,1.081
312.819,1.073
312.849,1.071
312.879,1.077
312.909,1.077
312.939,1.073
312.969,1.077
312.999,1.077
313.029,1.075
313.059,1.074
313.089,1.072
313.119,1.070
313.149,1.077
313.179,1.082
313.209,1.075
313.239,1.075
313.269,1.066
313.299,1.074
313.329,1.075
313.359,1.073
313.389,1.074
313.419,1.071
313.449,1.075
313.479,1.069
313.509,1.073
313.539,1.069
313.569,1.068
313.599,1.073
313.629,1.077
313.659,1.068
313.689,1.071
313.719,1.072
313.749,1.066
313.779,1.067
313.809,1.069
313.839,1.072
313.869,1.074
313.899,1.083
313.929,1.075
313.959,1.068
313.989,1.064
314.019,1.071
314.049,1.074
314.079,1.074
314.109,1.080
314.139,1.077
314.169,1.074
314.199,1.078
314.229,1.082
314.259,1.082
314.289,1.089
314.319,1.087
314.349,1.070
314.379,1.062
314.409,1.069
314.439,1.067
314.469,1.064
314.499,1.068
314.529,1.075
314.559,1.078
314.589,1.085
314.619,1.092
314.649,1.092
314.679,1.087
314.709,1.088
314.739,1.075
314.769,1.063
314.799,1.062
314.829,1.059
314.859,1.058
314.889,1.066
314.919,1.069
314.949,1.062
314.979,1.064
315.009,1.072
315.039,1.052
315.069,1.051
315.099,1.047
315.129,1.057
315.159,1.064
315.189,1.078
315.219,1.079
315.249,1.080
315.279,1.081
315.309,1.083
315.339,1.087
315.369,1.089
315.399,1.079
315.429,1.072
315.459,1.078
315.489,1.069
315.519,1.073
315.549,1.077
315.579,1.080
315.609,1.082
315.639,1.076
315.669,1.076
315.699,1.077
315.729,1.081
315.759,1.078
315.789,1.071
315.819,1.078
315.849,1.079
315.879,1.078
315.909,1.078
315.939,1.076
315.969,1.078
315.999,1.075
316.029,1.080
316.059,1.080
316.089,1.074
316.119,1.067
316.149,1.077
316.179,1.072
316.209,1.076
316.239,1.081
316.269,1.075
316.299,1.077
316.329,1.082
316.359,1.076
316.389,1.073
316.419,1.079
316.449,1.072
316.479,1.071
316.509,1.078
316.539,1.081
316.569,1.078
316.599,1.074
316.629,1.076
316.659,1.078
316.689,1.078
316.719,1.071
316.749,1.073
316.779,1.075
316.809,1.075
316.839,1.077
316.869,1.080
316.899,1.080
316.929,1.082
316.959,1.079
316.989,1.075
317.019,1.081
317.049,1.077
317.079,1.083
317.109,1.092
317.139,1.110
317.169,1.121
317.199,1.125
317.229,1.134
317.259,1.155
317.289,1.149
317.319,1.143
317.349,1.137
317.379,1.120
317.409,1.096
317.439,1.047
317.469,1.031
317.499,1.009
317.529,0.998
317.559,0.979
317.589,0.981
317.619,0.960
317.649,0.969
317.679,0.977
317.709,0.964
317.739,0.971
317.769,0.977
317.799,1.025
317.829,1.057
317.859,1.054
317.889,1.000
317.919,1.006
317.949,1.003
317.979,1.005
318.009,0.985
318.039,1.060
318.069,1.067
318.099,1.021
318.129,1.009
318.159,1.033
318.189,1.048
318.219,1.040
318.249,1.079
318.279,1.070
318.309,1.056
318.339,1.076
318.369,1.100
318.399,1.080
318.429,1.078
318.459,1.090
318.489,1.078
318.519,1.046
318.549,1.053
318.579,1.072
318.609,1.056
318.639,1.060
318.669,1.058
318.699,1.059
318.729,1.063
318.759,1.066
318.789,1.065
318.819,1.056
318.849,1.066
318.879,1.082
318.909,1.075
318.939,1.070
318.969,1.071
318.999,1.058
319.029,1.066
319.059,1.062
319.089,1.058
319.119,1.069
319.149,1.067
319.179,1.072
319.209,1.071
319.239,1.062
319.269,1.065
319.299,1.076
319.329,1.062
319.359,1.068
319.389,1.066
319.419,1.069
319.449,1.057
