df_hash,22ZHK4.8GUL1J
14.079,0.996
14.109,1.001
14.139,1.002
14.169,1.002
14.199,1.002
14.229,1.002
14.259,1.000
14.289,1.002
14.319,1.003
14.349,1.002
14.379,1.000
14.409,1.000
14.439,0.999
14.469,1.001
14.499,1.001
14.529,1.003
14.559,1.002
14.589,1.003
14.619,1.005
14.649,1.006
14.679,1.002
14.709,0.994
14.739,0.997
14.769,1.000
14.799,1.002
14.829,1.002
14.859,1.003
14.889,1.004
14.919,0.999
14.949,1.002
14.979,1.006
15.009,1.000
15.039,1.000
15.069,1.001
15.099,1.000
15.129,1.002
15.159,1.000
15.189,1.001
15.219,0.999
15.249,0.999
15.279,0.998
15.309,0.999
15.339,1.003
15.369,0.998
15.399,1.000
15.429,1.006
15.459,1.004
15.489,0.998
15.519,0.995
15.549,1.000
15.579,1.002
15.609,1.002
15.639,1.006
15.669,1.002
15.699,0.996
15.729,0.999
15.759,1.002
15.789,1.000
15.819,1.000
15.849,1.004
15.879,0.998
15.909,0.999
15.939,1.002
15.969,1.000
15.999,1.001
16.029,1.002
16.059,1.003
16.089,1.005
16.119,1.001
16.149,0.996
16.179,1.000
16.209,1.005
16.239,1.009
16.269,1.002
16.299,0.995
16.329,0.993
16.359,0.997
16.389,1.004
16.419,1.002
16.449,1.002
16.479,1.001
16.509,1.000
16.539,1.008
16.569,0.995
16.599,0.999
16.629,1.000
16.659,1.005
16.689,1.001
16.719,1.007
16.749,1.013
16.779,1.001
16.809,1.001
16.839,0.999
16.869,0.995
16.899,0.999
16.929,1.003
16.959,1.002
16.989,1.003
17.019,1.002
17.049,0.998
17.079,0.996
17.109,0.999
17.139,0.998
17.169,1.002
17.199,1.001
17.229,0.998
17.259,1.002
17.289,1.002
17.319,1.000
17.349,0.996
17.379,1.000
17.409,0.999
17.439,1.001
17.469,1.003
17.499,0.998
17.529,0.998
17.559,1.006
17.589,0.999
17.619,1.002
17.649,1.001
17.679,1.003
17.709,1.003
17.739,1.000
17.769,1.000
17.799,1.001
17.829,1.002
17.859,1.005
17.889,0.998
17.919,1.002
17.949,0.999
17.979,1.000
18.009,1.002
18.039,0.995
18.069,1.000
18.099,1.003
18.129,1.002
18.159,0.998
18.189,1.001
18.219,1.000
18.249,1.003
18.279,1.008
18.309,1.002
18.339,0.998
18.369,0.997
18.399,1.001
18.429,1.004
18.459,1.003
18.489,1.001
18.519,0.995
18.549,1.001
18.579,0.999
18.609,1.004
18.639,1.004
18.669,0.997
18.699,0.996
18.729,1.002
18.759,1.002
18.789,0.997
18.819,0.998
18.849,1.003
18.879,1.000
18.909,1.001
18.939,1.005
18.969,1.005
18.999,1.003
19.029,1.002
19.059,0.998
19.089,0.999
19.119,1.002
19.149,1.001
19.179,0.999
19.209,1.005
19.239,1.003
19.269,0.995
19.299,1.004
19.329,1.001
19.359,1.002
19.389,1.006
19.419,0.990
19.449,1.003
19.479,1.009
19.509,1.001
19.539,0.997
19.569,1.000
19.599,1.001
19.629,1.001
19.659,1.004
19.689,1.002
19.719,1.001
19.749,1.001
19.779,1.001
19.809,1.001
19.839,0.997
19.869,1.001
19.899,1.003
19.929,1.007
19.959,1.007
19.989,1.007
20.019,0.999
20.049,1.002
20.079,0.998
20.109,1.000
20.139,1.001
20.169,1.002
20.199,1.000
20.229,1.005
20.259,1.003
20.289,1.000
20.319,0.998
20.349,1.004
20.379,1.002
20.409,1.002
20.439,1.007
20.469,1.005
20.499,1.005
20.529,1.003
20.559,0.999
20.589,1.004
20.619,0.998
20.649,1.004
20.679,1.009
20.709,1.005
20.739,1.003
20.769,1.000
20.799,0.998
20.829,1.000
20.859,1.005
20.889,1.002
20.919,1.002
20.949,1.004
20.979,1.006
21.009,1.006
21.039,1.001
21.069,1.002
21.099,1.002
21.129,1.003
21.159,1.002
21.189,0.997
21.219,0.998
21.249,1.004
21.279,1.000
21.309,1.001
21.339,0.999
21.369,1.001
21.399,1.007
21.429,1.003
21.459,0.999
21.489,1.003
21.519,0.999
21.549,1.000
21.579,1.008
21.609,1.005
21.639,0.997
21.669,1.002
21.699,1.005
21.729,1.002
21.759,0.999
21.789,1.009
21.819,1.002
21.849,0.999
21.879,1.000
21.909,1.007
21.939,1.003
21.969,1.002
21.999,0.999
22.029,0.997
22.059,1.001
22.089,1.005
22.119,1.006
22.149,0.989
22.179,1.001
22.209,1.007
22.239,1.009
22.269,1.002
22.299,0.995
22.329,0.999
22.359,1.003
22.389,1.002
22.419,1.002
22.449,1.004
22.479,1.007
22.509,0.995
22.539,1.000
22.569,1.004
22.599,1.005
22.629,1.001
22.659,1.004
22.689,0.999
22.719,1.001
22.749,1.003
22.779,1.007
22.809,1.000
22.839,1.000
22.869,1.004
22.899,1.003
22.929,1.000
22.959,1.009
22.989,1.006
23.019,0.997
23.049,1.005
23.079,1.007
23.109,0.999
23.139,1.002
23.169,1.005
23.199,1.007
23.229,1.004
23.259,1.005
23.289,1.005
23.319,1.006
23.349,1.005
23.379,1.004
23.409,0.999
23.439,1.002
23.469,1.008
23.499,1.001
23.529,1.000
23.559,1.003
23.589,1.001
23.619,1.001
23.649,1.007
23.679,0.999
23.709,1.002
23.739,1.003
23.769,1.004
23.799,0.999
23.829,1.001
23.859,1.000
23.889,1.003
23.919,1.004
23.949,1.005
23.979,1.005
24.009,1.007
24.039,1.001
24.069,1.003
24.099,1.001
24.129,1.001
24.159,1.002
24.189,1.001
24.219,1.004
24.249,0.998
24.279,0.996
24.309,0.983
24.339,0.968
24.369,0.994
24.399,1.021
24.429,1.052
24.459,1.050
24.489,1.003
24.519,0.987
24.549,1.003
24.579,0.996
24.609,0.993
24.639,0.999
24.669,1.015
24.699,1.025
24.729,1.000
24.759,0.983
24.789,0.994
24.819,1.002
24.849,1.006
24.879,1.016
24.909,1.013
24.939,1.011
24.969,1.006
24.999,1.007
25.029,1.012
25.059,1.011
25.089,1.004
25.119,0.998
25.149,1.009
25.179,1.008
25.209,1.009
25.239,1.006
25.269,1.003
25.299,1.012
25.329,1.003
25.359,1.009
25.389,1.016
25.419,1.019
25.449,1.015
25.479,1.008
25.509,0.999
25.539,1.001
25.569,0.994
25.599,1.004
25.629,0.993
25.659,1.026
25.689,1.001
25.719,0.964
25.749,1.037
25.779,0.987
25.809,0.989
25.839,1.033
25.869,1.007
25.899,1.009
25.929,1.048
25.959,1.023
25.989,0.978
26.019,1.001
26.049,1.017
26.079,1.002
26.109,0.988
26.139,0.987
26.169,0.997
26.199,0.998
26.229,0.993
26.259,0.995
26.289,0.998
26.319,1.012
26.349,1.014
26.379,1.009
26.409,1.002
26.439,0.999
26.469,0.996
26.499,0.997
26.529,0.998
26.559,1.000
26.589,1.000
26.619,1.008
26.649,1.007
26.679,1.007
26.709,1.007
26.739,1.004
26.769,0.997
26.799,0.999
26.829,1.007
26.859,1.012
26.889,1.002
26.919,0.998
26.949,1.007
26.979,0.998
27.009,1.003
27.039,1.004
27.069,1.005
27.099,1.005
27.129,1.004
27.159,1.007
27.189,1.002
27.219,0.999
27.249,0.999
27.279,1.005
27.309,1.006
27.339,1.004
27.369,1.000
27.399,1.000
27.429,1.002
27.459,0.997
27.489,1.000
27.519,1.009
27.549,1.005
27.579,0.995
27.609,1.009
27.639,1.006
27.669,0.996
27.699,0.999
27.729,1.000
27.759,1.003
27.789,1.005
27.819,1.004
27.849,1.002
27.879,1.002
27.909,1.004
27.939,1.000
27.969,1.000
27.999,1.000
28.029,1.002
28.059,1.000
28.089,1.000
28.119,1.002
28.149,1.000
28.179,0.999
28.209,1.005
28.239,1.008
28.269,1.005
28.299,1.001
28.329,1.003
28.359,1.005
28.389,0.999
28.419,0.998
28.449,1.007
28.479,1.003
28.509,1.004
28.539,1.007
28.569,1.001
28.599,0.999
28.629,1.006
28.659,0.999
28.689,1.002
28.719,1.004
28.749,1.001
28.779,1.007
28.809,1.005
28.839,1.000
28.869,0.998
28.899,1.004
28.929,1.005
28.959,1.002
28.989,1.004
29.019,1.004
29.049,0.996
29.079,0.997
29.109,1.001
29.139,1.006
29.169,1.004
29.199,1.004
29.229,1.001
29.259,1.003
29.289,1.001
29.319,1.000
29.349,1.003
29.379,1.005
29.409,1.000
29.439,1.001
29.469,0.998
29.499,0.997
29.529,0.999
29.559,1.001
29.589,1.002
29.619,0.999
29.649,0.997
29.679,1.000
29.709,1.001
29.739,0.995
29.769,1.000
29.799,1.001
29.829,1.001
29.859,1.005
29.889,1.001
29.919,0.997
29.949,1.002
29.979,1.000
30.009,1.001
30.039,1.002
30.069,1.001
30.099,1.002
30.129,1.002
30.159,1.004
30.189,1.002
30.219,1.002
30.249,1.000
30.279,1.002
30.309,1.001
30.339,1.005
30.369,1.003
30.399,1.000
30.429,1.002
30.459,1.004
30.489,1.004
30.519,1.003
30.549,1.004
30.579,0.998
30.609,1.005
30.639,1.008
30.669,0.999
30.699,1.004
30.729,1.008
30.759,0.993
30.789,0.978
30.819,0.979
30.849,0.994
30.879,0.992
30.909,0.996
30.939,0.999
30.969,1.004
30.999,1.004
31.029,1.003
31.059,1.007
31.089,1.008
31.119,1.004
31.149,1.003
31.179,0.989
31.209,0.977
31.239,0.999
31.269,1.008
31.299,1.004
31.329,1.012
31.359,1.005
31.389,1.001
31.419,0.980
31.449,0.987
31.479,0.992
31.509,0.998
31.539,1.005
31.569,1.037
31.599,1.022
31.629,1.018
31.659,1.037
31.689,1.055
31.719,1.043
31.749,1.021
31.779,1.032
31.809,1.015
31.839,0.985
31.869,0.986
31.899,0.974
31.929,0.959
31.959,0.958
31.989,0.961
32.019,0.957
32.049,0.988
32.079,1.009
32.109,1.010
32.139,1.008
32.169,1.009
32.199,0.996
32.229,1.003
32.259,1.013
32.289,1.011
32.319,0.999
32.349,0.992
32.379,0.999
32.409,0.996
32.439,0.986
32.469,1.003
32.499,0.998
32.529,1.005
32.559,1.009
32.589,0.990
32.619,0.999
32.649,0.987
32.679,0.977
32.709,0.985
32.739,0.988
32.769,0.982
32.799,0.993
32.829,0.996
32.859,0.991
32.889,0.999
32.919,1.005
32.949,1.004
32.979,1.007
33.009,1.003
33.039,1.012
33.069,1.014
33.099,1.007
33.129,0.987
33.159,0.998
33.189,1.000
33.219,1.000
33.249,1.002
33.279,0.997
33.309,0.994
33.339,0.997
33.369,1.007
33.399,1.003
33.429,1.002
33.459,1.001
33.489,0.988
33.519,1.000
33.549,0.993
33.579,0.990
33.609,1.002
33.639,1.009
33.669,1.021
33.699,0.992
33.729,0.983
33.759,1.008
33.789,0.991
33.819,1.004
33.849,1.008
33.879,1.005
33.909,1.005
33.939,1.002
33.969,0.993
33.999,1.019
34.029,1.003
34.059,1.004
34.089,1.002
34.119,0.995
34.149,1.002
34.179,0.997
34.209,0.992
34.239,0.993
34.269,1.004
34.299,1.008
34.329,1.006
34.359,0.999
34.389,1.000
34.419,0.997
34.449,0.996
34.479,0.999
34.509,0.997
34.539,0.998
34.569,0.995
34.599,1.003
34.629,1.003
34.659,1.007
34.689,1.004
34.719,1.001
34.749,0.992
34.779,1.001
34.809,1.005
34.839,0.997
34.869,0.996
34.899,0.997
34.929,0.995
34.959,0.998
34.989,1.000
35.019,1.003
35.049,1.003
35.079,0.997
35.109,1.004
35.139,0.996
35.169,1.003
35.199,1.007
35.229,0.997
35.259,0.999
35.289,1.004
35.319,1.000
35.349,0.997
35.379,1.005
35.409,1.000
35.439,0.999
35.469,1.008
35.499,1.009
35.529,0.996
35.559,0.998
35.589,1.000
35.619,1.003
35.649,1.002
35.679,0.991
35.709,1.006
35.739,1.003
35.769,1.002
35.799,0.998
35.829,1.001
35.859,1.006
35.889,1.006
35.919,1.003
35.949,0.994
35.979,0.994
36.009,1.005
36.039,1.003
36.069,0.999
36.099,1.000
36.129,1.005
36.159,0.999
36.189,0.997
36.219,1.002
36.249,0.996
36.279,0.999
36.309,1.005
36.339,1.000
36.369,0.997
36.399,1.002
36.429,1.000
36.459,0.999
36.489,0.999
36.519,1.000
36.549,1.002
36.579,0.999
36.609,1.002
36.639,1.006
36.669,1.004
36.699,1.000
36.729,1.007
36.759,1.003
36.789,0.999
36.819,1.002
36.849,1.004
36.879,0.997
36.909,1.002
36.939,1.000
36.969,0.996
36.999,0.994
37.029,1.004
37.059,1.003
37.089,1.000
37.119,1.001
37.149,1.001
37.179,1.004
37.209,0.995
37.239,0.999
37.269,0.999
37.299,1.001
37.329,1.000
37.359,1.000
37.389,1.002
37.419,1.000
37.449,0.992
37.479,1.002
37.509,1.010
37.539,1.004
37.569,0.997
37.599,0.998
37.629,1.006
37.659,0.999
37.689,1.002
37.719,0.999
37.749,0.997
37.779,0.999
37.809,0.998
37.839,1.003
37.869,1.001
37.899,0.998
37.929,1.002
37.959,1.005
37.989,1.001
38.019,0.993
38.049,0.998
38.079,1.005
38.109,1.000
38.139,1.003
38.169,1.001
38.199,1.000
38.229,1.002
38.259,0.998
38.289,1.004
38.319,1.004
38.349,1.002
38.379,0.998
38.409,1.000
38.439,1.002
38.469,1.004
38.499,1.001
38.529,0.999
38.559,0.997
38.589,1.001
38.619,1.001
38.649,1.003
38.679,1.006
38.709,1.002
38.739,0.995
38.769,1.001
38.799,1.002
38.829,1.003
38.859,1.000
38.889,1.004
38.919,0.993
38.949,0.974
38.979,0.978
39.009,0.991
39.039,1.024
39.069,1.036
39.099,1.021
39.129,1.012
39.159,1.010
39.189,0.996
39.219,0.980
39.249,0.999
39.279,0.999
39.309,1.004
39.339,0.992
39.369,0.993
39.399,0.991
39.429,0.983
39.459,1.030
39.489,1.008
39.519,1.024
39.549,1.021
39.579,0.995
39.609,0.994
39.639,1.013
39.669,0.993
39.699,0.987
39.729,0.998
39.759,1.011
39.789,0.997
39.819,1.001
39.849,1.011
39.879,1.015
39.909,0.992
39.939,0.991
39.969,1.008
39.999,1.000
40.029,1.004
40.059,1.019
40.089,1.005
40.119,1.001
40.149,1.000
40.179,1.004
40.209,1.000
40.239,1.000
40.269,1.008
40.299,1.001
40.329,1.009
40.359,1.001
40.389,0.993
40.419,1.002
40.449,1.005
40.479,1.006
40.509,1.000
40.539,0.999
40.569,1.010
40.599,1.013
40.629,0.996
40.659,1.012
40.689,1.004
40.719,1.010
40.749,1.016
40.779,0.937
40.809,0.989
40.839,1.053
40.869,1.011
40.899,0.977
40.929,1.038
40.959,0.968
40.989,1.014
41.019,1.042
41.049,0.983
41.079,1.013
41.109,1.004
41.139,0.979
41.169,1.015
41.199,1.020
41.229,0.969
41.259,1.012
41.289,1.038
41.319,1.004
41.349,1.012
41.379,1.005
41.409,0.992
41.439,0.977
41.469,0.994
41.499,1.006
41.529,1.015
41.559,1.006
41.589,1.003
41.619,0.998
41.649,0.998
41.679,1.001
41.709,0.990
41.739,0.996
41.769,1.002
41.799,0.998
41.829,1.002
41.859,1.006
41.889,1.008
41.919,0.996
41.949,1.005
41.979,1.004
42.009,1.000
42.039,1.001
42.069,1.010
42.099,1.000
42.129,0.997
42.159,1.000
42.189,1.005
42.219,1.007
42.249,1.009
42.279,1.004
42.309,1.005
42.339,1.004
42.369,1.000
42.399,1.006
42.429,1.008
42.459,1.000
42.489,0.998
42.519,1.003
42.549,1.005
42.579,1.004
42.609,1.009
42.639,1.002
42.669,0.997
42.699,1.004
42.729,1.005
42.759,0.997
42.789,1.000
42.819,1.005
42.849,1.002
42.879,1.004
42.909,1.003
42.939,1.004
42.969,1.001
42.999,1.004
43.029,1.001
43.059,1.002
43.089,1.004
43.119,1.004
43.149,1.006
43.179,1.004
43.209,1.004
43.239,1.000
43.269,1.004
43.299,1.003
43.329,1.001
43.359,1.005
43.389,1.003
43.419,1.000
43.449,1.004
43.479,1.006
43.509,1.001
43.539,0.999
43.569,1.003
43.599,1.005
43.629,0.998
43.659,1.004
43.689,1.005
43.719,1.002
43.749,1.001
43.779,1.002
43.809,1.004
43.839,1.002
43.869,1.000
43.899,0.999
43.929,1.005
43.959,1.006
43.989,1.003
44.019,0.999
44.049,0.999
44.079,1.002
44.109,1.001
44.139,1.004
44.169,1.002
44.199,1.000
44.229,1.000
44.259,1.007
44.289,1.001
44.319,1.000
44.349,1.000
44.379,1.005
44.409,1.003
44.439,1.001
44.469,0.998
44.499,1.004
44.529,1.000
44.559,1.002
44.589,1.000
44.619,1.001
44.649,1.006
44.679,1.003
44.709,1.001
44.739,1.002
44.769,1.007
44.799,1.007
44.829,0.997
44.859,0.999
44.889,1.000
44.919,1.003
44.949,1.004
44.979,1.005
45.009,0.997
45.039,1.003
45.069,1.009
45.099,1.002
45.129,1.002
45.159,1.000
45.189,1.005
45.219,1.003
45.249,1.004
45.279,1.004
45.309,1.003
45.339,1.003
45.369,0.997
45.399,1.000
45.429,1.002
45.459,1.002
45.489,1.003
45.519,1.003
45.549,1.004
45.579,1.006
45.609,1.002
45.639,1.000
45.669,1.001
45.699,1.000
45.729,1.002
45.759,1.004
45.789,1.009
45.819,1.003
45.849,1.000
45.879,1.005
45.909,1.003
45.939,1.000
45.969,1.008
45.999,1.008
46.029,1.001
46.059,1.001
46.089,1.000
46.119,1.007
46.149,1.008
46.179,1.003
46.209,1.000
46.239,1.005
46.269,1.002
46.299,0.999
46.329,1.003
46.359,1.003
46.389,1.009
46.419,1.007
46.449,1.000
46.479,1.003
46.509,1.001
46.539,1.004
46.569,1.003
46.599,1.003
46.629,1.007
46.659,1.002
46.689,1.006
46.719,1.003
46.749,0.998
46.779,1.000
46.809,1.001
46.839,1.000
46.869,1.009
46.899,1.010
46.929,1.008
46.959,1.005
46.989,1.005
47.019,1.005
47.049,1.003
47.079,1.002
47.109,1.002
47.139,1.005
47.169,1.004
47.199,1.002
47.229,0.997
47.259,0.988
47.289,1.001
47.319,1.011
47.349,1.013
47.379,1.007
47.409,0.987
47.439,1.004
47.469,1.008
47.499,1.001
47.529,1.006
47.559,1.007
47.589,1.005
47.619,1.000
47.649,1.001
47.679,1.002
47.709,1.005
47.739,1.008
47.769,1.004
47.799,1.008
47.829,1.005
47.859,1.003
47.889,1.008
47.919,1.005
47.949,1.002
47.979,1.001
48.009,1.003
48.039,1.005
48.069,1.005
48.099,1.005
48.129,1.002
48.159,1.001
48.189,1.006
48.219,1.009
48.249,1.004
48.279,1.003
48.309,1.005
48.339,1.007
48.369,1.004
48.399,1.004
48.429,1.006
48.459,1.003
48.489,1.007
48.519,1.003
48.549,1.004
48.579,1.005
48.609,1.007
48.639,1.005
48.669,1.008
48.699,1.001
48.729,0.999
48.759,1.006
48.789,1.005
48.819,1.009
48.849,1.006
48.879,1.004
48.909,1.001
48.939,1.003
48.969,1.006
48.999,1.003
49.029,1.003
49.059,1.007
49.089,1.006
49.119,1.003
49.149,1.007
49.179,1.005
49.209,1.005
49.239,1.007
49.269,1.005
49.299,1.001
49.329,1.001
49.359,1.001
49.389,1.004
49.419,1.012
49.449,1.005
49.479,1.002
49.509,1.001
49.539,1.006
49.569,1.002
49.599,1.006
49.629,1.010
49.659,1.002
49.689,1.001
49.719,1.007
49.749,1.006
49.779,0.998
49.809,1.007
49.839,1.008
49.869,1.001
49.899,1.006
49.929,1.008
49.959,1.008
49.989,1.004
50.019,1.004
50.049,1.004
50.079,1.003
50.109,1.003
50.139,1.002
50.169,1.005
50.199,1.005
50.229,1.006
50.259,1.005
50.289,1.004
50.319,1.001
50.349,1.007
50.379,1.004
50.409,1.007
50.439,1.006
50.469,1.000
50.499,1.002
50.529,1.002
50.559,1.006
50.589,1.002
50.619,1.003
50.649,1.004
50.679,1.006
50.709,1.006
50.739,1.006
50.769,1.005
50.799,1.005
50.829,1.006
50.859,1.005
50.889,0.999
50.919,1.004
50.949,1.005
50.979,1.008
51.009,1.004
51.039,1.007
51.069,1.007
51.099,1.000
51.129,0.999
51.159,1.002
51.189,1.005
51.219,1.006
51.249,1.011
51.279,1.007
51.309,0.997
51.339,1.007
51.369,1.004
51.399,0.995
51.429,0.973
51.459,0.977
51.489,1.011
51.519,1.026
51.549,1.045
51.579,1.028
51.609,1.005
51.639,1.001
51.669,1.012
51.699,1.011
51.729,1.013
51.759,0.997
51.789,1.001
51.819,0.997
51.849,1.005
51.879,0.994
51.909,0.979
51.939,0.998
51.969,1.018
51.999,1.020
52.029,1.027
52.059,1.022
52.089,1.020
52.119,1.020
52.149,0.999
52.179,0.994
52.209,0.990
52.239,1.011
52.269,1.007
52.299,0.998
52.329,1.014
52.359,1.015
52.389,1.016
52.419,1.008
52.449,1.015
52.479,1.013
52.509,0.991
52.539,1.006
52.569,1.026
52.599,1.002
52.629,1.000
52.659,1.022
52.689,1.014
52.719,0.999
52.749,1.006
52.779,1.016
52.809,1.008
52.839,1.002
52.869,1.008
52.899,1.018
52.929,1.009
52.959,1.009
52.989,1.004
53.019,0.992
53.049,0.997
53.079,1.027
53.109,1.019
53.139,1.009
53.169,1.007
53.199,1.002
53.229,1.014
53.259,1.018
53.289,1.015
53.319,1.015
53.349,1.013
53.379,0.986
53.409,0.993
53.439,1.013
53.469,1.014
53.499,1.021
53.529,1.011
53.559,1.003
53.589,0.999
53.619,1.004
53.649,1.007
53.679,1.025
53.709,1.022
53.739,1.011
53.769,1.006
53.799,1.009
53.829,1.011
53.859,1.002
53.889,1.012
53.919,1.017
53.949,1.008
53.979,1.005
54.009,1.006
54.039,1.010
54.069,1.030
54.099,1.022
54.129,0.986
54.159,1.005
54.189,1.017
54.219,0.993
54.249,1.013
54.279,0.943
54.309,1.039
54.339,1.068
54.369,0.950
54.399,0.998
54.429,1.048
54.459,0.993
54.489,0.990
54.519,1.038
54.549,1.009
54.579,1.008
54.609,1.031
54.639,1.016
54.669,1.004
54.699,1.002
54.729,1.004
54.759,1.002
54.789,1.000
54.819,1.004
54.849,1.007
54.879,1.006
54.909,1.014
54.939,1.017
54.969,1.015
54.999,1.004
55.029,0.993
55.059,0.996
55.089,1.001
55.119,1.009
55.149,1.007
55.179,1.005
55.209,1.010
55.239,1.012
55.269,1.003
55.299,1.001
55.329,1.005
55.359,1.006
55.389,1.015
55.419,1.012
55.449,1.010
55.479,1.008
55.509,1.004
55.539,0.998
55.569,1.009
55.599,1.010
55.629,1.008
55.659,1.006
55.689,1.007
55.719,1.006
55.749,1.005
55.779,1.005
55.809,1.004
55.839,1.005
55.869,1.006
55.899,1.007
55.929,1.009
55.959,1.006
55.989,1.006
56.019,1.010
56.049,1.005
56.079,1.011
56.109,1.003
56.139,1.004
56.169,1.006
56.199,1.012
56.229,1.008
56.259,1.007
56.289,1.007
56.319,1.006
56.349,1.004
56.379,1.005
56.409,1.010
56.439,1.011
56.469,1.002
