df_hash,22ZHK4.N2SGV4
280.797,620
281.431,585
282.067,610
282.601,650
283.186,605
284.017,600
284.408,515
284.990,670
285.675,625
286.234,645
286.793,605
287.497,575
287.769,690
288.159,280
288.841,415
289.768,615
290.111,950
290.791,255
292.595,765
292.636,1560
293.871,260
293.925,1335
294.544,10
295.276,650
295.959,740
296.641,750
297.327,650
298.055,665
298.591,655
299.273,660
299.956,680
300.577,660
301.223,625
301.906,650
302.507,680
303.029,620
303.710,580
304.344,615
304.441,625
304.978,105
305.514,525
305.806,860
307.073,295
307.077,980
307.463,10
308.098,365
309.268,585
309.566,1330
309.711,290
309.904,25
309.998,10
310.681,285
311.218,685
311.364,660
311.510,160
311.515,15
311.704,15
311.949,15
312.485,395
313.178,640
314.373,700
314.581,690
315.263,725
316.093,665
316.531,835
317.750,405
318.337,1240
319.017,600
319.553,640
320.138,555
320.675,620
321.016,570
321.019,225
321.064,10
321.068,65
321.260,10
321.948,280
322.478,595
323.113,585
323.600,560
324.136,580
324.770,615
325.258,590
325.940,545
327.061,590
327.744,1185
327.890,645
328.865,230
329.158,990
329.304,320
329.309,15
329.450,235
330.815,675
331.498,705
332.082,660
332.765,630
333.455,680
334.178,690
334.426,705
334.861,260
335.007,375
335.105,260
336.670,990
337.352,615
337.932,665
338.615,605
339.297,630
339.834,685
340.568,660
341.251,660
341.931,645
342.521,685
343.363,665
344.026,730
344.714,785
345.396,745
346.277,695
346.951,740
347.638,735
348.477,710
348.998,660
349.583,670
350.461,690
351.144,725
351.387,710
351.729,305
352.411,340
352.898,610
353.728,655
354.318,725
354.995,670
355.580,645
356.316,640
356.945,650
357.504,655
358.212,655
358.799,605
359.436,635
360.260,665
360.896,670
361.527,675
361.688,700
361.722,200
361.726,10
361.730,15
362.064,25
363.188,415
363.477,715
364.843,625
365.281,1345
365.430,640
366.939,735
367.670,710
368.206,680
369.037,655
369.571,700
370.156,675
370.838,635
371.131,660
371.521,250
372.204,385
372.350,730
372.984,225
373.476,455
374.300,665
374.886,705
375.567,675
376.250,715
376.401,635
376.447,120
376.451,10
376.933,15
377.517,535
378.249,635
378.736,595
379.321,585
380.003,595
380.150,640
380.321,270
380.445,15
381.125,320
381.807,625
382.344,615
383.075,615
383.757,655
384.306,670
384.976,645
385.564,605
386.098,685
386.243,610
387.706,905
388.486,470
389.315,940
390.826,790
391.655,1485
392.484,835
392.881,885
394.634,325
395.566,1835
395.847,895
395.853,260
396.144,10
396.725,295
397.212,610
397.798,520
398.918,565
399.909,1095
400.430,1080
401.015,515
401.746,610
402.234,570
402.770,605
404.189,580
404.720,1395
406.133,630
406.700,1350
407.109,530
408.623,505
409.058,1210
409.741,655
410.180,795
410.183,405
410.277,10
410.280,20
410.570,10
411.838,275
412.520,1360
413.641,645
414.473,1185
414.860,590
415.595,655
415.689,620
415.835,280
415.838,10
416.664,310
417.395,575
417.541,730
417.544,65
417.931,10
418.081,405
418.084,140
418.370,15
418.906,300
419.448,580
420.027,560
420.567,535
421.148,560
421.831,575
422.513,645
423.200,760
423.489,745
423.933,170
424.902,525
424.920,960
425.146,240
426.560,380
427.782,995
428.367,1250
428.608,560
429.485,315
430.327,900
431.729,825
432.264,1135
432.800,815
433.482,525
434.068,685
435.042,595
435.633,1010
436.410,545
437.236,850
437.577,750
438.409,335
438.503,815
438.654,10
439.235,270
439.869,615
440.453,605
441.039,580
442.257,585
442.798,1260
443.480,590
444.061,695
444.610,530
445.742,620
446.695,1065
447.669,1010
448.497,940
448.887,920
450.155,390
450.838,1295
451.520,615
452.105,655
452.933,630
453.080,835
453.470,190
453.616,315
454.645,265
454.737,865
455.030,240
455.274,200
456.103,290
456.982,870
457.816,865
458.052,840
458.055,260
458.638,10
459.615,495
460.003,740
460.831,740
461.670,770
461.806,825
461.952,335
461.955,10
463.074,335
463.902,750
464.587,810
465.023,805
465.172,300
465.178,10
465.522,20
466.097,400
466.389,700
466.537,265
466.596,180
466.607,15
466.839,10
467.666,295
467.803,795
467.808,175
467.851,20
467.856,15
468.192,10
469.460,365
470.142,1255
470.825,660
471.654,810
472.531,825
473.214,820
473.897,680
474.578,675
475.167,665
475.846,665
476.539,700
477.309,700
477.942,670
478.776,715
479.604,770
480.428,830
481.794,850
482.623,1445
484.036,775
484.913,1505
486.278,835
486.523,1395
486.962,200
487.644,505
488.766,700
489.311,1105
489.838,560
490.432,495
491.399,540
491.944,990
