df_hash,22ZHK4.N2SGV4
425.731,98
426.609,92
427.827,95
428.705,94
429.582,94
430.801,93
431.738,93
432.556,93
433.777,93
434.662,93
435.533,93
436.772,93
437.628,93
438.507,88
439.722,87
440.600,88
441.477,88
442.766,87
443.622,92
444.597,92
445.682,94
446.547,95
447.425,94
448.643,94
449.521,94
450.398,94
451.634,94
452.501,94
453.429,94
454.592,90
455.468,92
456.346,86
457.565,84
458.442,80
459.619,79
460.538,78
461.659,78
462.297,78
463.512,79
464.390,79
465.316,79
466.486,79
467.363,79
468.290,79
469.532,79
470.337,79
471.263,79
472.483,79
473.314,79
474.258,79
475.412,79
476.285,80
477.211,82
478.381,83
479.258,84
480.185,84
481.358,83
482.274,83
483.161,81
484.333,82
485.206,81
486.132,81
487.305,81
488.228,81
489.106,81
490.326,81
491.154,81
492.080,81
