df_hash,22ZHK4.S3ZK9C
14.023,0.964
14.053,0.967
14.083,0.965
14.113,0.967
14.143,0.964
14.173,0.965
14.203,0.967
14.233,0.967
14.263,0.965
14.293,0.965
14.323,0.967
14.353,0.962
14.383,0.969
14.413,0.962
14.443,0.967
14.473,0.966
14.503,0.961
14.533,0.967
14.563,0.966
14.593,0.966
14.623,0.962
14.653,0.963
14.683,0.966
14.713,0.965
14.743,0.964
14.773,0.966
14.803,0.964
14.833,0.962
14.863,0.966
14.893,0.965
14.923,0.962
14.953,0.964
14.983,0.965
15.013,0.965
15.043,0.967
15.073,0.964
15.103,0.966
15.133,0.966
15.163,0.963
15.193,0.966
15.223,0.963
15.253,0.968
15.283,0.964
15.313,0.965
15.343,0.967
15.373,0.967
15.403,0.963
15.433,0.969
15.463,0.964
15.493,0.964
15.523,0.964
15.553,0.966
15.583,0.966
15.613,0.966
15.643,0.967
15.673,0.965
15.703,0.970
15.733,0.964
15.763,0.965
15.793,0.966
15.823,0.964
15.853,0.966
15.883,0.964
15.913,0.969
15.943,0.967
15.973,0.964
16.003,0.969
16.033,0.965
16.063,0.967
16.093,0.965
16.123,0.967
16.153,0.965
16.183,0.966
16.213,0.964
16.243,0.961
16.273,0.965
16.303,0.968
16.333,0.965
16.363,0.963
16.393,0.962
16.423,0.965
16.453,0.965
16.483,0.964
16.513,0.962
16.543,0.965
16.573,0.966
16.603,0.970
16.633,0.965
16.663,0.967
16.693,0.963
16.723,0.967
16.753,0.964
16.783,0.966
16.813,0.965
16.843,0.964
16.873,0.964
16.903,0.966
16.933,0.968
16.963,0.963
16.993,0.964
17.023,0.964
17.053,0.966
17.083,0.966
17.113,0.969
17.143,0.966
17.173,0.966
17.203,0.965
17.233,0.962
17.263,0.964
17.293,0.967
17.323,0.964
17.353,0.968
17.383,0.966
17.413,0.966
17.443,0.964
17.473,0.966
17.503,0.964
17.533,0.966
17.563,0.964
17.593,0.964
17.623,0.964
17.653,0.962
17.683,0.965
17.713,0.967
17.743,0.963
17.773,0.966
17.803,0.966
17.833,0.966
17.863,0.964
17.893,0.962
17.923,0.966
17.953,0.965
17.983,0.967
18.013,0.965
18.043,0.965
18.073,0.968
18.103,0.964
18.133,0.964
18.163,0.964
18.193,0.964
18.223,0.966
18.253,0.965
18.283,0.967
18.313,0.968
18.343,0.964
18.373,0.964
18.403,0.966
18.433,0.964
18.463,0.966
18.493,0.966
18.523,0.966
18.553,0.965
18.583,0.963
18.613,0.967
18.643,0.967
18.673,0.964
18.703,0.966
18.733,0.968
18.763,0.961
18.793,0.968
18.823,0.963
18.853,0.965
18.883,0.966
18.913,0.963
18.943,0.966
18.973,0.967
19.003,0.966
19.033,0.965
19.063,0.965
19.093,0.964
19.123,0.966
19.153,0.966
19.183,0.963
19.213,0.964
19.243,0.967
19.273,0.964
19.303,0.964
19.333,0.964
19.363,0.964
19.393,0.964
19.423,0.963
19.453,0.964
19.483,0.964
19.513,0.963
19.543,0.966
19.573,0.964
19.603,0.967
19.633,0.965
19.663,0.966
19.693,0.963
19.723,0.962
19.753,0.968
19.783,0.964
19.813,0.965
19.843,0.964
19.873,0.967
19.903,0.964
19.933,0.961
19.963,0.965
19.993,0.965
20.023,0.967
20.053,0.964
20.083,0.963
20.113,0.963
20.143,0.965
20.173,0.966
20.203,0.964
20.233,0.965
20.263,0.964
20.293,0.966
20.323,0.962
20.353,0.963
20.383,0.967
20.413,0.961
20.443,0.964
20.473,0.966
20.503,0.965
20.533,0.966
20.563,0.966
20.593,0.970
20.623,0.967
20.653,0.964
20.683,0.964
20.713,0.965
20.743,0.964
20.773,0.964
20.803,0.967
20.833,0.964
20.863,0.963
20.893,0.966
20.923,0.963
20.953,0.962
20.983,0.966
21.013,0.963
21.043,0.966
21.073,0.963
21.103,0.965
21.133,0.965
21.163,0.965
21.193,0.965
21.223,0.969
21.253,0.963
21.283,0.966
21.313,0.967
21.343,0.965
21.373,0.967
21.403,0.965
21.433,0.967
21.463,0.963
21.493,0.962
21.523,0.965
21.553,0.964
21.583,0.963
21.613,0.965
21.643,0.961
21.673,0.965
21.703,0.965
21.733,0.961
21.763,0.963
21.793,0.965
21.823,0.962
21.853,0.963
21.883,0.967
21.913,0.965
21.943,0.962
21.973,0.967
22.003,0.965
22.033,0.965
22.063,0.961
22.093,0.965
22.123,0.964
22.153,0.962
22.183,0.965
22.213,0.968
22.243,0.964
22.273,0.963
22.303,0.969
22.333,0.965
22.363,0.963
22.393,0.967
22.423,0.965
22.453,0.965
22.483,0.964
22.513,0.964
22.543,0.964
22.573,0.965
22.603,0.967
22.633,0.965
22.663,0.965
22.693,0.965
22.723,0.963
22.753,0.964
22.783,0.963
22.813,0.964
22.843,0.965
22.873,0.962
22.903,0.963
22.933,0.962
22.963,0.964
22.993,0.969
23.023,0.965
23.053,0.966
23.083,0.967
23.113,0.963
23.143,0.963
23.173,0.962
23.203,0.966
23.233,0.964
23.263,0.968
23.293,0.963
23.323,0.966
23.353,0.966
23.383,0.966
23.413,0.968
23.443,0.965
23.473,0.965
23.503,0.965
23.533,0.967
23.563,0.961
23.593,0.964
23.623,0.966
23.653,0.964
23.683,0.964
23.713,0.961
23.743,0.967
23.773,0.962
23.803,0.963
23.833,0.966
23.863,0.967
23.893,0.967
23.923,0.964
23.953,0.964
23.983,0.963
24.013,0.963
24.043,0.967
24.073,0.965
24.103,0.963
24.133,0.965
24.163,0.960
24.193,0.963
24.223,0.964
24.253,0.961
24.283,0.963
24.313,0.965
24.343,0.967
24.373,0.968
24.403,0.965
24.433,0.966
24.463,0.969
24.493,0.966
24.523,0.963
24.553,0.965
24.583,0.965
24.613,0.967
24.643,0.965
24.673,0.966
24.703,0.961
24.733,0.963
24.763,0.964
24.793,0.962
24.823,0.964
24.853,0.964
24.883,0.963
24.913,0.965
24.943,0.968
24.973,0.966
25.003,0.967
25.033,0.967
25.063,0.968
25.093,0.965
25.123,0.965
25.153,0.965
25.183,0.963
25.213,0.965
25.243,0.962
25.273,0.966
25.303,0.965
25.333,0.966
25.363,0.964
25.393,0.965
25.423,0.963
25.453,0.967
25.483,0.960
25.513,0.963
25.543,0.965
25.573,0.964
25.603,0.961
25.633,0.964
25.663,0.966
25.693,0.964
25.723,0.953
25.753,0.979
25.783,0.965
25.813,0.961
25.843,0.965
25.873,0.952
25.903,0.970
25.933,0.965
25.963,0.968
25.993,0.945
26.023,0.955
26.053,0.956
26.083,0.970
26.113,0.962
26.143,0.998
26.173,0.998
26.203,0.958
26.233,0.938
26.263,0.970
26.293,0.984
26.323,0.962
26.353,0.960
26.383,0.960
26.413,0.971
26.443,0.964
26.473,0.964
26.503,0.963
26.533,0.966
26.563,0.966
26.593,0.962
26.623,0.966
26.653,0.964
26.683,0.966
26.713,0.963
26.743,0.967
26.773,0.969
26.803,0.964
26.833,0.966
26.863,0.965
26.893,0.965
26.923,0.965
26.953,0.964
26.983,0.965
27.013,0.963
27.043,0.964
27.073,0.961
27.103,0.962
27.133,0.965
27.163,0.964
27.193,0.966
27.223,0.964
27.253,0.963
27.283,0.966
27.313,0.964
27.343,0.963
27.373,0.965
27.403,0.964
27.433,0.971
27.463,0.966
27.493,0.967
27.523,0.963
27.553,0.963
27.583,0.969
27.613,0.966
27.643,0.966
27.673,0.965
27.703,0.963
27.733,0.969
27.763,0.959
27.793,0.965
27.823,0.968
27.853,0.966
27.883,0.962
27.913,0.964
27.943,0.965
27.973,0.971
28.003,0.961
28.033,0.961
28.063,0.973
28.093,0.960
28.123,0.973
28.153,0.965
28.183,0.964
28.213,0.966
28.243,0.954
28.273,0.966
28.303,0.963
28.333,0.963
28.363,0.963
28.393,0.955
28.423,0.979
28.453,0.958
28.483,0.966
28.513,0.961
28.543,0.962
28.573,0.968
28.603,0.960
28.633,0.967
28.663,0.966
28.693,0.966
28.723,0.966
28.753,0.966
28.783,0.969
28.813,0.963
28.843,0.967
28.873,0.968
28.903,0.964
28.933,0.963
28.963,0.962
28.993,0.966
29.023,0.964
29.053,0.966
29.083,0.965
29.113,0.965
29.143,0.963
29.173,0.963
29.203,0.965
29.233,0.963
29.263,0.964
29.293,0.966
29.323,0.964
29.353,0.966
29.383,0.962
29.413,0.963
29.443,0.965
29.473,0.966
29.503,0.965
29.533,0.963
29.563,0.965
29.593,0.963
29.623,0.962
29.653,0.962
29.683,0.964
29.713,0.966
29.743,0.960
29.773,0.963
29.803,0.964
29.833,0.966
29.863,0.960
29.893,0.967
29.923,0.963
29.953,0.965
29.983,0.963
30.013,0.971
30.043,0.967
30.073,0.963
30.103,0.965
30.133,0.958
30.163,0.962
30.193,0.976
30.223,0.969
30.253,0.957
30.283,0.954
30.313,0.973
30.343,0.976
30.373,0.958
30.403,0.959
30.433,0.965
30.463,0.963
30.493,0.960
30.523,0.964
30.553,0.968
30.583,0.963
30.613,0.964
30.643,0.964
30.673,0.964
30.703,0.964
30.733,0.968
30.763,0.962
30.793,0.960
30.823,0.963
30.853,0.969
30.883,0.964
30.913,0.956
30.943,0.968
30.973,0.965
31.003,0.961
31.033,0.965
31.063,0.967
31.093,0.966
31.123,0.959
31.153,0.964
31.183,0.967
31.213,0.964
31.243,0.963
31.273,0.968
31.303,0.967
31.333,0.960
31.363,0.966
31.393,0.963
31.423,0.964
31.453,0.962
31.483,0.970
31.513,0.965
31.543,0.962
31.573,0.967
31.603,0.965
31.633,0.963
31.663,0.963
31.693,0.965
31.723,0.966
31.753,0.966
31.783,0.964
31.813,0.961
31.843,0.965
31.873,0.965
31.903,0.964
31.933,0.962
31.963,0.964
31.993,0.964
32.023,0.963
32.053,0.965
32.083,0.963
32.113,0.968
32.143,0.964
32.173,0.963
32.203,0.965
32.233,0.961
32.263,0.966
32.293,0.965
32.323,0.968
32.353,0.963
32.383,0.960
32.413,0.966
32.443,0.964
32.473,0.963
32.503,0.964
32.533,0.966
32.563,0.964
32.593,0.964
32.623,0.962
32.653,0.962
32.683,0.962
32.713,0.964
32.743,0.962
32.773,0.966
32.803,0.964
32.833,0.961
32.863,0.962
32.893,0.964
32.923,0.964
32.953,0.964
32.983,0.969
33.013,0.961
33.043,0.962
33.073,0.964
33.103,0.966
33.133,0.961
33.163,0.961
33.193,0.960
33.223,0.963
33.253,0.965
33.283,0.967
33.313,0.962
33.343,0.964
33.373,0.962
33.403,0.964
33.433,0.964
33.463,0.963
33.493,0.966
33.523,0.963
33.553,0.963
33.583,0.965
33.613,0.960
33.643,0.968
33.673,0.970
33.703,0.962
33.733,0.970
33.763,0.962
33.793,0.960
33.823,0.965
33.853,0.966
33.883,0.960
33.913,0.967
33.943,0.963
33.973,0.964
34.003,0.961
34.033,0.965
34.063,0.961
34.093,0.963
34.123,0.966
34.153,0.967
34.183,0.965
34.213,0.963
34.243,0.963
34.273,0.965
34.303,0.966
34.333,0.963
34.363,0.963
34.393,0.960
34.423,0.962
34.453,0.963
34.483,0.964
34.513,0.959
34.543,0.969
34.573,0.966
34.603,0.959
34.633,0.969
34.663,0.964
34.693,0.964
34.723,0.961
34.753,0.970
34.783,0.960
34.813,0.964
34.843,0.961
34.873,0.967
34.903,0.965
34.933,0.962
34.963,0.966
34.993,0.967
35.023,0.961
35.053,0.965
35.083,0.968
35.113,0.966
35.143,0.958
35.173,0.964
35.203,0.973
35.233,0.966
35.263,0.961
35.293,0.952
35.323,0.963
35.353,0.968
35.383,0.955
35.413,0.965
35.443,0.961
35.473,0.970
35.503,0.969
35.533,0.957
35.563,0.962
35.593,0.965
35.623,0.965
35.653,0.963
35.683,0.965
35.713,0.969
35.743,0.963
35.773,0.961
35.803,0.961
35.833,0.968
35.863,0.961
35.893,0.967
35.923,0.963
35.953,0.964
35.983,0.965
36.013,0.963
36.043,0.957
36.073,0.962
36.103,0.963
36.133,0.966
36.163,0.961
36.193,0.961
36.223,0.963
36.253,0.965
36.283,0.965
36.313,0.961
36.343,0.968
36.373,0.963
36.403,0.961
36.433,0.963
36.463,0.963
36.493,0.959
36.523,0.966
36.553,0.963
36.583,0.965
36.613,0.965
36.643,0.967
36.673,0.963
36.703,0.963
36.733,0.963
36.763,0.963
36.793,0.965
36.823,0.963
36.853,0.961
36.883,0.964
36.913,0.969
36.943,0.959
36.973,0.962
37.003,0.968
37.033,0.962
37.063,0.963
37.093,0.963
37.123,0.965
37.153,0.963
37.183,0.962
37.213,0.965
37.243,0.964
37.273,0.965
37.303,0.965
37.333,0.961
37.363,0.965
37.393,0.961
37.423,0.965
37.453,0.960
37.483,0.968
37.513,0.962
37.543,0.960
37.573,0.969
37.603,0.966
37.633,0.962
37.663,0.964
37.693,0.964
37.723,0.960
37.753,0.971
37.783,0.967
37.813,0.967
37.843,0.965
37.873,0.963
37.903,0.961
37.933,0.963
37.963,0.967
37.993,0.965
38.023,0.959
38.053,0.967
38.083,0.967
38.113,0.960
38.143,0.967
38.173,0.963
38.203,0.967
38.233,0.963
38.263,0.966
38.293,0.964
38.323,0.963
38.353,0.963
38.383,0.962
38.413,0.964
38.443,0.961
38.473,0.965
38.503,0.962
38.533,0.960
38.563,0.965
38.593,0.962
38.623,0.965
38.653,0.962
38.683,0.963
38.713,0.963
38.743,0.964
38.773,0.964
38.803,0.965
38.833,0.965
38.863,0.958
38.893,0.965
38.923,0.964
38.953,0.962
38.983,0.965
39.013,0.965
39.043,0.965
39.073,0.965
39.103,0.962
39.133,0.961
39.163,0.964
39.193,0.961
39.223,0.964
39.253,0.962
39.283,0.965
39.313,0.962
39.343,0.965
39.373,0.962
39.403,0.963
39.433,0.967
39.463,0.965
39.493,0.963
39.523,0.967
39.553,0.962
39.583,0.963
39.613,0.964
39.643,0.964
39.673,0.966
39.703,0.961
39.733,0.963
39.763,0.963
39.793,0.962
39.823,0.962
39.853,0.964
39.883,0.965
39.913,0.962
39.943,0.968
39.973,0.962
40.003,0.961
40.033,0.960
40.063,0.964
40.093,0.960
40.123,0.964
40.153,0.967
40.183,0.964
40.213,0.964
40.243,0.963
40.273,0.966
40.303,0.962
40.333,0.962
40.363,0.969
40.393,0.963
40.423,0.959
40.453,0.962
40.483,0.960
40.513,0.963
40.543,0.962
40.573,0.962
40.603,0.961
40.633,0.962
40.663,0.964
40.693,0.963
40.723,0.960
40.753,0.963
40.783,0.965
40.813,0.963
40.843,0.960
40.873,0.966
40.903,0.963
40.933,0.964
40.963,0.966
40.993,0.963
41.023,0.964
41.053,0.963
41.083,0.960
41.113,0.964
41.143,0.960
41.173,0.961
41.203,0.964
41.233,0.964
41.263,0.964
41.293,0.964
41.323,0.962
41.353,0.964
41.383,0.962
41.413,0.966
41.443,0.962
41.473,0.964
41.503,0.957
41.533,0.964
41.563,0.963
41.593,0.962
41.623,0.965
41.653,0.964
41.683,0.969
41.713,0.964
41.743,0.962
41.773,0.963
41.803,0.964
41.833,0.965
41.863,0.963
41.893,0.964
41.923,0.962
41.953,0.964
41.983,0.962
42.013,0.963
42.043,0.964
42.073,0.964
42.103,0.964
42.133,0.962
42.163,0.964
42.193,0.962
42.223,0.963
42.253,0.962
42.283,0.964
42.313,0.962
42.343,0.965
42.373,0.966
42.403,0.966
42.433,0.961
42.463,0.965
42.493,0.962
42.523,0.963
42.553,0.965
42.583,0.962
42.613,0.962
42.643,0.966
42.673,0.963
42.703,0.960
42.733,0.964
42.763,0.964
42.793,0.962
42.823,0.963
42.853,0.960
42.883,0.966
42.913,0.962
42.943,0.962
42.973,0.962
43.003,0.968
43.033,0.962
43.063,0.962
43.093,0.961
43.123,0.964
43.153,0.962
43.183,0.961
43.213,0.962
43.243,0.960
43.273,0.964
43.303,0.966
43.333,0.967
43.363,0.964
43.393,0.964
43.423,0.968
43.453,0.965
43.483,0.962
43.513,0.960
43.543,0.962
43.573,0.967
43.603,0.964
43.633,0.964
43.663,0.962
43.693,0.960
43.723,0.962
43.753,0.964
43.783,0.960
43.813,0.962
43.843,0.961
43.873,0.966
43.903,0.966
43.933,0.962
43.963,0.961
43.993,0.964
44.023,0.964
44.053,0.964
44.083,0.966
44.113,0.967
44.143,0.962
44.173,0.964
44.203,0.962
44.233,0.965
44.263,0.964
44.293,0.962
44.323,0.964
44.353,0.962
44.383,0.964
44.413,0.965
44.443,0.962
44.473,0.960
44.503,0.964
44.533,0.964
44.563,0.964
44.593,0.962
44.623,0.966
44.653,0.966
44.683,0.964
44.713,0.960
44.743,0.965
44.773,0.960
44.803,0.965
44.833,0.962
44.863,0.964
44.893,0.964
44.923,0.962
44.953,0.961
44.983,0.964
45.013,0.964
45.043,0.959
45.073,0.962
45.103,0.965
45.133,0.963
45.163,0.965
45.193,0.963
45.223,0.965
45.253,0.964
45.283,0.964
45.313,0.964
45.343,0.962
45.373,0.966
45.403,0.960
45.433,0.965
45.463,0.962
45.493,0.961
45.523,0.960
45.553,0.962
45.583,0.968
45.613,0.965
45.643,0.963
45.673,0.963
45.703,0.960
45.733,0.962
45.763,0.966
45.793,0.964
45.823,0.964
45.853,0.965
45.883,0.967
45.913,0.958
45.943,0.962
45.973,0.960
46.003,0.966
46.033,0.966
46.063,0.960
46.093,0.966
46.123,0.962
46.153,0.964
46.183,0.962
46.213,0.960
46.243,0.966
46.273,0.964
46.303,0.964
46.333,0.964
46.363,0.967
46.393,0.961
46.423,0.963
46.453,0.959
46.483,0.964
46.513,0.962
46.543,0.961
46.573,0.963
46.603,0.962
46.633,0.963
46.663,0.962
46.693,0.962
46.723,0.967
46.753,0.964
46.783,0.960
46.813,0.966
46.843,0.964
46.873,0.964
46.903,0.962
46.933,0.964
46.963,0.965
46.993,0.964
47.023,0.962
47.053,0.962
47.083,0.964
47.113,0.965
47.143,0.961
47.173,0.962
47.203,0.962
47.233,0.963
47.263,0.964
47.293,0.964
47.323,0.962
47.353,0.961
47.383,0.964
47.413,0.964
47.443,0.964
47.473,0.960
47.503,0.964
47.533,0.964
47.563,0.961
47.593,0.964
47.623,0.964
47.653,0.962
47.683,0.966
47.713,0.964
47.743,0.960
47.773,0.965
47.803,0.962
47.833,0.962
47.863,0.965
47.893,0.962
47.923,0.964
47.953,0.963
47.983,0.962
48.013,0.962
48.043,0.963
48.073,0.965
48.103,0.962
48.133,0.965
48.163,0.963
48.193,0.964
48.223,0.963
48.253,0.963
48.283,0.963
48.313,0.962
48.343,0.966
48.373,0.958
48.403,0.966
48.433,0.965
48.463,0.960
48.493,0.964
48.523,0.963
48.553,0.962
48.583,0.960
48.613,0.963
48.643,0.963
48.673,0.966
48.703,0.962
48.733,0.960
48.763,0.963
48.793,0.964
48.823,0.964
48.853,0.962
48.883,0.961
48.913,0.968
48.943,0.963
48.973,0.964
49.003,0.964
49.033,0.963
49.063,0.962
49.093,0.964
49.123,0.964
49.153,0.963
49.183,0.966
49.213,0.963
49.243,0.966
49.273,0.961
49.303,0.961
49.333,0.964
49.363,0.965
49.393,0.962
49.423,0.963
49.453,0.966
49.483,0.960
49.513,0.960
49.543,0.961
49.573,0.961
49.603,0.963
49.633,0.961
49.663,0.964
49.693,0.961
49.723,0.963
49.753,0.963
49.783,0.963
49.813,0.964
49.843,0.961
49.873,0.961
49.903,0.962
49.933,0.964
49.963,0.964
49.993,0.962
50.023,0.959
50.053,0.967
50.083,0.965
50.113,0.962
50.143,0.962
50.173,0.963
50.203,0.964
50.233,0.961
50.263,0.964
50.293,0.964
50.323,0.960
50.353,0.964
50.383,0.961
50.413,0.964
50.443,0.963
50.473,0.961
50.503,0.965
50.533,0.962
50.563,0.958
50.593,0.962
50.623,0.963
50.653,0.959
50.683,0.966
50.713,0.960
50.743,0.964
50.773,0.961
50.803,0.961
50.833,0.961
50.863,0.968
50.893,0.963
50.923,0.965
50.953,0.969
50.983,0.962
51.013,0.964
51.043,0.962
51.073,0.965
51.103,0.966
51.133,0.962
51.163,0.963
51.193,0.964
51.223,0.966
51.253,0.961
51.283,0.962
51.313,0.964
51.343,0.964
51.373,0.968
51.403,0.963
51.433,0.965
51.463,0.960
51.493,0.966
51.523,0.961
51.553,0.967
51.583,0.963
51.613,0.961
51.643,0.967
51.673,0.961
51.703,0.962
51.733,0.966
51.763,0.963
51.793,0.962
51.823,0.964
51.853,0.960
51.883,0.968
51.913,0.961
51.943,0.964
51.973,0.962
52.003,0.963
52.033,0.964
52.063,0.964
52.093,0.961
52.123,0.962
52.153,0.965
52.183,0.962
52.213,0.962
52.243,0.963
52.273,0.964
52.303,0.962
52.333,0.965
52.363,0.965
52.393,0.962
52.423,0.965
52.453,0.962
52.483,0.962
52.513,0.959
52.543,0.965
52.573,0.961
52.603,0.961
52.633,0.964
52.663,0.962
52.693,0.962
52.723,0.961
52.753,0.965
52.783,0.966
52.813,0.965
52.843,0.964
52.873,0.963
52.903,0.962
52.933,0.964
52.963,0.966
52.993,0.964
53.023,0.963
53.053,0.965
53.083,0.959
53.113,0.968
53.143,0.954
53.173,0.962
53.203,0.971
53.233,0.961
53.263,0.954
53.293,0.972
53.323,0.960
53.353,0.956
53.383,0.969
53.413,0.963
53.443,0.958
53.473,0.963
53.503,0.965
53.533,0.966
53.563,0.958
53.593,0.959
53.623,0.965
53.653,0.963
53.683,0.959
53.713,0.965
53.743,0.966
53.773,0.958
53.803,0.964
53.833,0.963
53.863,0.959
53.893,0.961
53.923,0.961
53.953,0.963
53.983,0.961
54.013,0.961
54.043,0.963
54.073,0.961
54.103,0.961
54.133,0.964
54.163,0.964
54.193,0.962
54.223,0.962
54.253,0.964
54.283,0.963
54.313,0.964
54.343,0.968
54.373,0.961
54.403,0.964
54.433,0.970
54.463,0.961
54.493,0.963
54.523,0.967
54.553,0.963
54.583,0.958
54.613,0.962
54.643,0.966
54.673,0.962
54.703,0.963
54.733,0.962
54.763,0.962
54.793,0.964
54.823,0.959
54.853,0.958
54.883,0.962
54.913,0.966
54.943,0.962
54.973,0.964
55.003,0.963
55.033,0.963
55.063,0.963
55.093,0.964
55.123,0.966
55.153,0.963
55.183,0.963
55.213,0.963
55.243,0.964
55.273,0.964
55.303,0.958
55.333,0.960
55.363,0.958
55.393,0.966
55.423,0.963
55.453,0.961
55.483,0.960
55.513,0.961
55.543,0.963
55.573,0.962
55.603,0.961
55.633,0.967
55.663,0.965
55.693,0.962
55.723,0.962
55.753,0.961
55.783,0.964
55.813,0.963
55.843,0.960
55.873,0.963
55.903,0.963
55.933,0.965
55.963,0.963
55.993,0.965
56.023,0.966
56.053,0.963
56.083,0.966
56.113,0.960
56.143,0.964
56.173,0.965
56.203,0.961
56.233,0.963
56.263,0.964
56.293,0.961
56.323,0.960
56.353,0.961
56.383,0.964
56.413,0.963
