df_hash,22ZHK4.2N6TLG
23.968,1.028
23.998,1.031
24.028,1.026
24.058,1.030
24.088,1.032
24.118,1.023
24.148,1.029
24.178,1.030
24.208,1.031
24.238,1.033
24.268,1.030
24.298,1.031
24.328,1.029
24.358,1.029
24.388,1.029
24.418,1.031
24.448,1.033
24.478,1.031
24.508,1.028
24.538,1.030
24.568,1.029
24.598,1.030
24.628,1.032
24.658,1.029
24.688,1.031
24.718,1.032
24.748,1.028
24.778,1.029
24.808,1.032
24.838,1.033
24.868,1.027
24.898,1.027
24.928,1.030
24.958,1.029
24.988,1.032
25.018,1.031
25.048,1.029
25.078,1.029
25.108,1.033
25.138,1.033
25.168,1.033
25.198,1.031
25.228,1.033
25.258,1.029
25.288,1.031
25.318,1.031
25.348,1.032
25.378,1.030
25.408,1.029
25.438,1.031
25.468,1.031
25.498,1.031
25.528,1.033
25.558,1.030
25.588,1.029
25.618,1.028
25.648,1.030
25.678,1.033
25.708,1.028
25.738,1.031
25.768,1.029
25.798,1.031
25.828,1.031
25.858,1.034
25.888,1.032
25.918,1.025
25.948,1.033
25.978,1.033
26.008,1.030
26.038,1.025
26.068,1.032
26.098,1.030
26.128,1.033
26.158,1.029
26.188,1.030
26.218,1.030
26.248,1.031
26.278,1.029
26.308,1.032
26.338,1.029
26.368,1.029
26.398,1.033
26.428,1.030
26.458,1.033
26.488,1.033
26.518,1.031
26.548,1.035
26.578,1.031
26.608,1.033
26.638,1.033
26.668,1.034
26.698,1.030
26.728,1.031
26.758,1.029
26.788,1.028
26.818,1.032
26.848,1.032
26.878,1.033
26.908,1.029
26.938,1.031
26.968,1.026
26.998,1.027
27.028,1.032
27.058,1.030
27.088,1.030
27.118,1.028
27.148,1.032
27.178,1.027
27.208,1.027
27.238,1.033
27.268,1.029
27.298,1.027
27.328,1.031
27.358,1.031
27.388,1.026
27.418,1.026
27.448,1.032
27.478,1.032
27.508,1.031
27.538,1.032
27.568,1.032
27.598,1.032
27.628,1.031
27.658,1.030
27.688,1.029
27.718,1.029
27.748,1.033
27.778,1.031
27.808,1.028
27.838,1.029
27.868,1.026
27.898,1.029
27.928,1.030
27.958,1.029
27.988,1.031
28.018,1.033
28.048,1.033
28.078,1.028
28.108,1.029
28.138,1.030
28.168,1.030
28.198,1.033
28.228,1.030
28.258,1.029
28.288,1.030
28.318,1.028
28.348,1.029
28.378,1.028
28.408,1.030
28.438,1.024
28.468,1.028
28.498,1.031
28.528,1.034
28.558,1.030
28.588,1.030
28.618,1.031
28.648,1.029
28.678,1.032
28.708,1.029
28.738,1.033
28.768,1.029
28.798,1.032
28.828,1.033
28.858,1.029
28.888,1.030
28.918,1.029
28.948,1.033
28.978,1.032
29.008,1.029
29.038,1.030
29.068,1.033
29.098,1.030
29.128,1.031
29.158,1.031
29.188,1.035
29.218,1.031
29.248,1.029
29.278,1.032
29.308,1.033
29.338,1.033
29.368,1.031
29.398,1.030
29.428,1.029
29.458,1.033
29.488,1.028
29.518,1.031
29.548,1.033
29.578,1.030
29.608,1.030
29.638,1.029
29.668,1.028
29.698,1.035
29.728,1.031
29.758,1.030
29.788,1.034
29.818,1.028
29.848,1.033
29.878,1.030
29.908,1.034
29.938,1.030
29.968,1.033
29.998,1.032
30.028,1.033
30.058,1.032
30.088,1.029
30.118,1.032
30.148,1.032
30.178,1.029
30.208,1.027
30.238,1.031
30.268,1.032
30.298,1.034
30.328,1.033
30.358,1.032
30.388,1.027
30.418,1.032
30.448,1.031
30.478,1.030
30.508,1.035
30.538,1.034
30.568,1.032
30.598,1.032
30.628,1.033
30.658,1.030
30.688,1.032
30.718,1.034
30.748,1.029
30.778,1.030
30.808,1.032
30.838,1.032
30.868,1.033
30.898,1.034
30.928,1.033
30.958,1.034
30.988,1.034
31.018,1.031
31.048,1.031
31.078,1.028
31.108,1.033
31.138,1.031
31.168,1.032
31.198,1.029
31.228,1.035
31.258,1.029
31.288,1.033
31.318,1.031
31.348,1.035
31.378,1.029
31.408,1.035
31.438,1.033
31.468,1.031
31.498,1.033
31.528,1.035
31.558,1.034
31.588,1.030
31.618,1.034
31.648,1.036
31.678,1.029
31.708,1.031
31.738,1.037
31.768,1.036
31.798,1.030
31.828,1.034
31.858,1.035
31.888,1.029
31.918,1.033
31.948,1.033
31.978,1.031
32.008,1.032
32.038,1.032
32.068,1.029
32.098,1.033
32.128,1.031
32.158,1.031
32.188,1.037
32.218,1.032
32.248,1.025
32.278,1.034
32.308,1.034
32.338,1.034
32.368,1.033
32.398,1.032
32.428,1.031
32.458,1.033
32.488,1.034
32.518,1.030
32.548,1.032
32.578,1.035
32.608,1.031
32.638,1.033
32.668,1.032
32.698,1.034
32.728,1.032
32.758,1.035
32.788,1.033
32.818,1.033
32.848,1.034
32.878,1.032
32.908,1.032
32.938,1.032
32.968,1.031
32.998,1.033
33.028,1.035
33.058,1.030
33.088,1.036
33.118,1.032
33.148,1.030
33.178,1.034
33.208,1.032
33.238,1.032
33.268,1.030
33.298,1.031
33.328,1.032
33.358,1.029
33.388,1.035
33.418,1.030
33.448,1.033
33.478,1.035
33.508,1.033
33.538,1.032
33.568,1.038
33.598,1.032
33.628,1.031
33.658,1.035
33.688,1.034
33.718,1.032
33.748,1.032
33.778,1.039
33.808,1.032
33.838,1.032
33.868,1.037
33.898,1.030
33.928,1.030
33.958,1.032
33.988,1.033
34.018,1.034
34.048,1.031
34.078,1.032
34.108,1.032
34.138,1.032
34.168,1.031
34.198,1.031
34.228,1.032
34.258,1.033
34.288,1.034
34.318,1.030
34.348,1.029
34.378,1.031
34.408,1.035
34.438,1.030
34.468,1.031
34.498,1.031
34.528,1.034
34.558,1.035
34.588,1.032
34.618,1.031
34.648,1.030
34.678,1.034
34.708,1.031
34.738,1.033
34.768,1.032
34.798,1.030
34.828,1.032
34.858,1.033
34.888,1.032
34.918,1.032
34.948,1.029
34.978,1.031
35.008,1.035
35.038,1.032
35.068,1.039
35.098,1.031
35.128,1.031
35.158,1.031
35.188,1.032
35.218,1.031
35.248,1.032
35.278,1.032
35.308,1.029
35.338,1.032
35.368,1.033
35.398,1.031
35.428,1.032
35.458,1.033
35.488,1.031
35.518,1.033
35.548,1.036
35.578,1.028
35.608,1.033
35.638,1.032
35.668,1.030
35.698,1.032
35.728,1.031
35.758,1.032
35.788,1.032
35.818,1.032
35.848,1.033
35.878,1.032
35.908,1.031
35.938,1.033
35.968,1.032
35.998,1.032
36.028,1.034
36.058,1.033
36.088,1.030
36.118,1.028
36.148,1.029
36.178,1.036
36.208,1.030
36.238,1.035
36.268,1.030
36.298,1.032
36.328,1.033
36.358,1.034
36.388,1.033
36.418,1.027
36.448,1.037
36.478,1.027
36.508,1.030
36.538,1.033
36.568,1.029
36.598,1.030
36.628,1.032
36.658,1.030
36.688,1.032
36.718,1.029
36.748,1.034
36.778,1.032
36.808,1.035
36.838,1.032
36.868,1.033
36.898,1.032
36.928,1.033
36.958,1.034
36.988,1.030
37.018,1.035
37.048,1.030
37.078,1.029
37.108,1.033
37.138,1.036
37.168,1.033
37.198,1.032
37.228,1.030
37.258,1.033
37.288,1.036
37.318,1.032
37.348,1.035
37.378,1.029
37.408,1.036
37.438,1.032
37.468,1.030
37.498,1.032
37.528,1.034
37.558,1.029
37.588,1.031
37.618,1.033
37.648,1.034
37.678,1.029
37.708,1.030
37.738,1.031
37.768,1.032
37.798,1.032
37.828,1.030
37.858,1.031
37.888,1.033
37.918,1.032
37.948,1.031
37.978,1.034
38.008,1.034
38.038,1.034
38.068,1.035
38.098,1.035
38.128,1.035
38.158,1.031
38.188,1.037
38.218,1.031
38.248,1.033
38.278,1.037
38.308,1.033
38.338,1.029
38.368,1.032
38.398,1.032
38.428,1.027
38.458,1.027
38.488,1.037
38.518,1.037
38.548,1.033
38.578,1.030
38.608,1.032
38.638,1.030
38.668,1.033
38.698,1.034
38.728,1.032
38.758,1.031
38.788,1.031
38.818,1.033
38.848,1.030
38.878,1.033
38.908,1.031
38.938,1.033
38.968,1.033
38.998,1.035
39.028,1.032
39.058,1.033
39.088,1.035
39.118,1.032
39.148,1.031
39.178,1.035
39.208,1.032
39.238,1.032
39.268,1.030
39.298,1.035
39.328,1.031
39.358,1.030
39.388,1.033
39.418,1.030
39.448,1.037
39.478,1.030
39.508,1.032
39.538,1.033
39.568,1.032
39.598,1.032
39.628,1.031
39.658,1.029
39.688,1.032
39.718,1.036
39.748,1.035
39.778,1.034
39.808,1.033
39.838,1.032
39.868,1.032
39.898,1.033
39.928,1.031
39.958,1.028
39.988,1.031
40.018,1.032
40.048,1.034
40.078,1.032
40.108,1.028
40.138,1.038
40.168,1.030
40.198,1.031
40.228,1.037
40.258,1.035
40.288,1.032
40.318,1.033
40.348,1.033
40.378,1.033
40.408,1.032
40.438,1.034
40.468,1.032
40.498,1.036
40.528,1.035
40.558,1.034
40.588,1.032
40.618,1.032
40.648,1.032
40.678,1.033
40.708,1.035
40.738,1.029
40.768,1.031
40.798,1.033
40.828,1.034
40.858,1.034
40.888,1.031
40.918,1.034
40.948,1.036
40.978,1.031
41.008,1.035
41.038,1.033
41.068,1.034
41.098,1.033
41.128,1.032
41.158,1.033
41.188,1.032
41.218,1.034
41.248,1.033
41.278,1.035
41.308,1.030
41.338,1.034
41.368,1.034
41.398,1.035
41.428,1.033
41.458,1.036
41.488,1.033
41.518,1.030
41.548,1.036
41.578,1.036
41.608,1.038
41.638,1.032
41.668,1.032
41.698,1.038
41.728,1.035
41.758,1.031
41.788,1.032
41.818,1.032
41.848,1.033
41.878,1.034
41.908,1.035
41.938,1.028
41.968,1.034
41.998,1.033
42.028,1.029
42.058,1.030
42.088,1.034
42.118,1.035
42.148,1.033
42.178,1.030
42.208,1.034
42.238,1.031
42.268,1.030
42.298,1.033
42.328,1.031
42.358,1.034
42.388,1.033
42.418,1.033
42.448,1.030
42.478,1.032
42.508,1.034
42.538,1.035
42.568,1.031
42.598,1.033
42.628,1.034
42.658,1.031
42.688,1.035
42.718,1.037
42.748,1.038
42.778,1.029
42.808,1.036
42.838,1.036
42.868,1.027
42.898,1.034
42.928,1.034
42.958,1.034
42.988,1.033
43.018,1.034
43.048,1.032
43.078,1.034
43.108,1.034
43.138,1.029
43.168,1.037
43.198,1.034
43.228,1.035
43.258,1.032
43.288,1.031
43.318,1.035
43.348,1.029
43.378,1.031
43.408,1.032
43.438,1.035
43.468,1.036
43.498,1.034
43.528,1.033
43.558,1.036
43.588,1.034
43.618,1.035
43.648,1.033
43.678,1.033
43.708,1.035
43.738,1.033
43.768,1.030
43.798,1.036
43.828,1.034
43.858,1.031
43.888,1.034
43.918,1.035
43.948,1.032
43.978,1.033
44.008,1.037
44.038,1.032
44.068,1.037
44.098,1.033
44.128,1.033
44.158,1.034
44.188,1.036
44.218,1.034
44.248,1.034
44.278,1.033
44.308,1.038
44.338,1.035
44.368,1.031
44.398,1.036
44.428,1.036
44.458,1.035
44.488,1.034
44.518,1.034
44.548,1.035
44.578,1.036
44.608,1.032
44.638,1.036
44.668,1.033
44.698,1.037
44.728,1.034
44.758,1.031
44.788,1.040
44.818,1.036
44.848,1.033
44.878,1.036
44.908,1.032
44.938,1.035
44.968,1.035
44.998,1.037
45.028,1.036
45.058,1.035
45.088,1.036
45.118,1.034
45.148,1.036
45.178,1.035
45.208,1.035
45.238,1.031
45.268,1.028
45.298,1.034
45.328,1.037
45.358,1.035
45.388,1.034
45.418,1.032
45.448,1.032
45.478,1.033
45.508,1.034
45.538,1.036
45.568,1.038
45.598,1.030
45.628,1.036
45.658,1.034
45.688,1.028
45.718,1.033
45.748,1.034
45.778,1.033
45.808,1.035
45.838,1.036
45.868,1.037
45.898,1.031
45.928,1.030
45.958,1.035
45.988,1.032
46.018,1.031
46.048,1.034
46.078,1.030
46.108,1.037
46.138,1.034
46.168,1.038
46.198,1.031
46.228,1.034
46.258,1.036
46.288,1.036
46.318,1.036
46.348,1.033
46.378,1.033
46.408,1.033
46.438,1.036
46.468,1.032
46.498,1.031
46.528,1.039
46.558,1.038
46.588,1.034
46.618,1.036
46.648,1.034
46.678,1.037
46.708,1.036
46.738,1.033
46.768,1.036
46.798,1.031
46.828,1.032
46.858,1.038
46.888,1.032
46.918,1.038
46.948,1.036
46.978,1.036
47.008,1.031
47.038,1.036
47.068,1.035
47.098,1.034
47.128,1.034
47.158,1.036
47.188,1.035
47.218,1.038
47.248,1.038
47.278,1.031
47.308,1.034
47.338,1.036
47.368,1.035
47.398,1.033
47.428,1.034
47.458,1.038
47.488,1.037
47.518,1.034
47.548,1.032
47.578,1.032
47.608,1.032
47.638,1.036
47.668,1.033
47.698,1.036
47.728,1.035
47.758,1.032
47.788,1.034
47.818,1.032
47.848,1.035
47.878,1.032
47.908,1.035
47.938,1.033
47.968,1.034
47.998,1.034
48.028,1.038
48.058,1.035
48.088,1.034
48.118,1.033
48.148,1.037
48.178,1.033
48.208,1.036
48.238,1.036
48.268,1.030
48.298,1.034
48.328,1.033
48.358,1.034
48.388,1.033
48.418,1.039
48.448,1.035
48.478,1.034
48.508,1.032
48.538,1.033
48.568,1.033
48.598,1.035
48.628,1.033
48.658,1.033
48.688,1.033
48.718,1.037
48.748,1.032
48.778,1.037
48.808,1.032
48.838,1.031
48.868,1.035
48.898,1.034
48.928,1.034
48.958,1.031
48.988,1.034
49.018,1.033
49.048,1.032
49.078,1.033
49.108,1.037
49.138,1.034
49.168,1.032
49.198,1.038
49.228,1.034
49.258,1.035
49.288,1.035
49.318,1.033
49.348,1.032
49.378,1.032
49.408,1.037
49.438,1.033
49.468,1.034
49.498,1.034
49.528,1.034
49.558,1.034
49.588,1.035
49.618,1.033
49.648,1.036
49.678,1.036
49.708,1.036
49.738,1.030
49.768,1.032
49.798,1.037
49.828,1.035
49.858,1.038
49.888,1.034
49.918,1.033
49.948,1.034
49.978,1.034
50.008,1.037
50.038,1.042
50.068,1.030
50.098,1.032
50.128,1.034
50.158,1.034
50.188,1.035
50.218,1.033
50.248,1.030
50.278,1.037
50.308,1.033
50.338,1.035
50.368,1.038
50.398,1.036
50.428,1.036
50.458,1.034
50.488,1.037
50.518,1.034
50.548,1.031
50.578,1.030
50.608,1.034
50.638,1.034
50.668,1.036
50.698,1.033
50.728,1.034
50.758,1.035
50.788,1.034
50.818,1.034
50.848,1.035
50.878,1.033
50.908,1.033
50.938,1.033
50.968,1.037
50.998,1.042
51.028,1.033
51.058,1.031
51.088,1.032
51.118,1.034
51.148,1.037
51.178,1.034
51.208,1.032
51.238,1.033
51.268,1.033
51.298,1.039
51.328,1.036
51.358,1.034
51.388,1.034
51.418,1.035
51.448,1.038
51.478,1.033
51.508,1.036
51.538,1.037
51.568,1.037
51.598,1.034
51.628,1.034
51.658,1.041
51.688,1.037
51.718,1.035
51.748,1.036
51.778,1.036
51.808,1.033
51.838,1.036
51.868,1.030
51.898,1.036
51.928,1.030
51.958,1.035
51.988,1.032
52.018,1.032
52.048,1.034
52.078,1.034
52.108,1.035
52.138,1.037
52.168,1.034
52.198,1.033
52.228,1.039
52.258,1.035
52.288,1.035
52.318,1.035
52.348,1.036
52.378,1.036
52.408,1.032
52.438,1.036
52.468,1.031
52.498,1.034
52.528,1.036
52.558,1.033
52.588,1.033
52.618,1.036
52.648,1.042
52.678,1.031
52.708,1.034
52.738,1.036
52.768,1.033
52.798,1.036
52.828,1.037
52.858,1.032
52.888,1.036
52.918,1.032
52.948,1.035
52.978,1.036
53.008,1.036
53.038,1.035
53.068,1.037
53.098,1.037
53.128,1.034
53.158,1.037
53.188,1.035
53.218,1.033
53.248,1.035
53.278,1.037
53.308,1.034
53.338,1.035
53.368,1.036
53.398,1.036
53.428,1.037
53.458,1.038
53.488,1.035
53.518,1.035
53.548,1.037
53.578,1.032
53.608,1.033
53.638,1.034
53.668,1.035
53.698,1.035
53.728,1.033
53.758,1.031
53.788,1.037
53.818,1.034
53.848,1.037
53.878,1.036
53.908,1.035
53.938,1.033
53.968,1.037
53.998,1.037
54.028,1.037
54.058,1.037
54.088,1.038
54.118,1.034
54.148,1.034
54.178,1.038
54.208,1.034
54.238,1.032
54.268,1.038
54.298,1.036
54.328,1.036
54.358,1.037
54.388,1.034
54.418,1.034
54.448,1.035
54.478,1.036
54.508,1.036
54.538,1.034
54.568,1.035
54.598,1.034
54.628,1.036
54.658,1.037
54.688,1.035
54.718,1.035
54.748,1.034
54.778,1.036
54.808,1.033
54.838,1.033
54.868,1.036
54.898,1.037
54.928,1.036
54.958,1.034
54.988,1.035
55.018,1.033
55.048,1.034
55.078,1.033
55.108,1.036
55.138,1.037
55.168,1.035
55.198,1.033
55.228,1.037
55.258,1.035
55.288,1.036
55.318,1.038
55.348,1.035
55.378,1.035
55.408,1.035
55.438,1.037
55.468,1.028
55.498,1.031
55.528,1.034
55.558,1.034
55.588,1.033
55.618,1.035
55.648,1.035
55.678,1.036
55.708,1.033
55.738,1.037
55.768,1.036
55.798,1.035
55.828,1.036
55.858,1.030
55.888,1.039
55.918,1.034
55.948,1.038
55.978,1.036
56.008,1.036
56.038,1.036
56.068,1.038
56.098,1.035
56.128,1.036
56.158,1.040
56.188,1.033
56.218,1.035
56.248,1.037
56.278,1.034
56.308,1.036
56.338,1.034
56.368,1.036
56.398,1.035
56.428,1.033
56.458,1.036
56.488,1.034
56.518,1.035
56.548,1.034
56.578,1.034
56.608,1.035
56.638,1.036
56.668,1.033
56.698,1.034
56.728,1.034
56.758,1.038
56.788,1.034
56.818,1.036
56.848,1.037
56.878,1.038
56.908,1.036
56.938,1.036
56.968,1.036
56.998,1.041
57.028,1.040
57.058,1.033
57.088,1.034
57.118,1.035
57.148,1.035
57.178,1.034
57.208,1.038
57.238,1.036
57.268,1.034
57.298,1.036
57.328,1.037
57.358,1.037
57.388,1.032
57.418,1.032
57.448,1.035
57.478,1.035
57.508,1.036
57.538,1.038
57.568,1.037
57.598,1.036
57.628,1.039
57.658,1.035
57.688,1.035
57.718,1.037
57.748,1.036
57.778,1.037
57.808,1.036
57.838,1.037
57.868,1.037
57.898,1.037
57.928,1.036
57.958,1.030
57.988,1.033
58.018,1.033
58.048,1.030
58.078,1.035
58.108,1.036
58.138,1.034
58.168,1.036
58.198,1.036
58.228,1.035
58.258,1.036
58.288,1.031
58.318,1.036
58.348,1.038
58.378,1.038
58.408,1.035
58.438,1.034
58.468,1.035
58.498,1.039
58.528,1.036
58.558,1.039
58.588,1.034
58.618,1.036
58.648,1.038
58.678,1.031
58.708,1.037
58.738,1.039
58.768,1.034
58.798,1.034
58.828,1.036
58.858,1.032
58.888,1.035
58.918,1.037
58.948,1.035
58.978,1.035
59.008,1.037
59.038,1.035
59.068,1.037
59.098,1.034
59.128,1.032
59.158,1.037
59.188,1.037
59.218,1.036
59.248,1.032
59.278,1.035
59.308,1.035
59.338,1.036
59.368,1.034
59.398,1.037
59.428,1.040
59.458,1.036
59.488,1.033
59.518,1.035
59.548,1.038
59.578,1.034
59.608,1.038
59.638,1.036
59.668,1.034
59.698,1.034
59.728,1.039
59.758,1.037
59.788,1.034
59.818,1.034
59.848,1.036
59.878,1.036
59.908,1.038
59.938,1.036
59.968,1.038
59.998,1.033
60.028,1.037
60.058,1.038
60.088,1.039
60.118,1.037
60.148,1.034
60.178,1.034
60.208,1.040
60.238,1.038
60.268,1.037
60.298,1.035
60.328,1.035
60.358,1.035
60.388,1.033
60.418,1.039
60.448,1.036
60.478,1.034
60.508,1.036
60.538,1.034
60.568,1.033
60.598,1.038
60.628,1.034
60.658,1.034
60.688,1.037
60.718,1.035
60.748,1.035
60.778,1.036
60.808,1.037
60.838,1.038
60.868,1.035
60.898,1.036
60.928,1.035
60.958,1.038
60.988,1.038
61.018,1.040
61.048,1.038
61.078,1.037
61.108,1.038
61.138,1.038
61.168,1.036
61.198,1.038
61.228,1.034
61.258,1.033
61.288,1.038
61.318,1.039
61.348,1.035
61.378,1.036
61.408,1.040
61.438,1.032
61.468,1.034
61.498,1.037
61.528,1.033
61.558,1.039
61.588,1.037
61.618,1.034
61.648,1.034
61.678,1.037
61.708,1.040
61.738,1.033
61.768,1.037
61.798,1.036
61.828,1.035
61.858,1.035
61.888,1.038
61.918,1.037
61.948,1.038
61.978,1.037
62.008,1.034
62.038,1.035
62.068,1.039
62.098,1.038
62.128,1.033
62.158,1.036
62.188,1.035
62.218,1.033
62.248,1.034
62.278,1.038
62.308,1.038
62.338,1.035
62.368,1.036
62.398,1.036
62.428,1.036
62.458,1.035
62.488,1.035
62.518,1.037
62.548,1.037
62.578,1.037
62.608,1.039
62.638,1.037
62.668,1.034
62.698,1.035
62.728,1.035
62.758,1.038
62.788,1.037
62.818,1.036
62.848,1.034
62.878,1.039
62.908,1.035
62.938,1.033
62.968,1.038
62.998,1.038
63.028,1.037
63.058,1.036
63.088,1.036
63.118,1.036
63.148,1.036
63.178,1.038
63.208,1.035
63.238,1.038
63.268,1.037
63.298,1.036
63.328,1.035
63.358,1.034
63.388,1.036
63.418,1.037
63.448,1.037
63.478,1.036
63.508,1.036
63.538,1.035
63.568,1.034
63.598,1.036
63.628,1.036
63.658,1.039
63.688,1.038
63.718,1.036
63.748,1.039
63.778,1.039
63.808,1.036
63.838,1.035
63.868,1.038
63.898,1.038
63.928,1.035
63.958,1.038
63.988,1.036
64.018,1.036
64.048,1.036
64.078,1.037
64.108,1.033
64.138,1.038
64.168,1.036
64.198,1.035
64.228,1.035
64.258,1.037
64.288,1.039
64.318,1.037
64.348,1.037
64.378,1.032
64.408,1.037
64.438,1.036
64.468,1.033
64.498,1.039
64.528,1.037
64.558,1.036
64.588,1.037
64.618,1.036
64.648,1.034
64.678,1.036
64.708,1.034
64.738,1.036
64.768,1.038
64.798,1.041
64.828,1.032
64.858,1.036
64.888,1.037
64.918,1.036
64.948,1.039
64.978,1.037
65.008,1.035
65.038,1.036
65.068,1.036
65.098,1.038
65.128,1.035
65.158,1.039
65.188,1.038
65.218,1.036
65.248,1.038
65.278,1.038
65.308,1.032
65.338,1.033
65.368,1.037
65.398,1.039
65.428,1.037
65.458,1.035
65.488,1.038
65.518,1.040
65.548,1.036
65.578,1.038
65.608,1.045
65.638,1.037
65.668,1.039
65.698,1.035
65.728,1.032
65.758,1.038
65.788,1.038
65.818,1.032
65.848,1.035
65.878,1.039
65.908,1.035
65.938,1.035
65.968,1.037
65.998,1.036
66.028,1.038
66.058,1.037
66.088,1.038
66.118,1.036
66.148,1.040
66.178,1.037
66.208,1.034
66.238,1.033
66.268,1.040
66.298,1.036
66.328,1.042
66.358,1.036
