df_hash,22ZHK4.2N6TLG
286.348,1.079
286.378,1.079
286.408,1.081
286.438,1.086
286.468,1.083
286.498,1.081
286.528,1.080
286.558,1.075
286.588,1.074
286.618,1.080
286.648,1.078
286.678,1.080
286.708,1.079
286.738,1.080
286.768,1.082
286.798,1.080
286.828,1.080
286.858,1.081
286.888,1.081
286.918,1.080
286.948,1.078
286.978,1.082
287.008,1.079
287.038,1.080
287.068,1.082
287.098,1.082
287.128,1.084
287.158,1.081
287.188,1.081
287.218,1.081
287.248,1.082
287.278,1.079
287.308,1.083
287.338,1.081
287.368,1.078
287.398,1.077
287.428,1.075
287.458,1.081
287.488,1.079
287.518,1.082
287.548,1.082
287.578,1.080
287.608,1.081
287.638,1.078
287.668,1.076
287.698,1.084
287.728,1.078
287.758,1.078
287.788,1.079
287.818,1.082
287.848,1.080
287.878,1.077
287.908,1.081
287.938,1.081
287.968,1.080
287.998,1.081
288.028,1.079
288.058,1.082
288.088,1.080
288.118,1.080
288.148,1.083
288.178,1.085
288.208,1.080
288.238,1.081
288.268,1.079
288.298,1.077
288.328,1.080
288.358,1.084
288.388,1.085
288.418,1.084
288.448,1.087
288.478,1.080
288.508,1.083
288.538,1.080
288.568,1.082
288.598,1.091
288.628,1.089
288.658,1.086
288.688,1.075
288.718,1.078
288.748,1.067
288.778,1.076
288.808,1.081
288.838,1.081
288.868,1.084
288.898,1.082
288.928,1.087
288.958,1.086
288.988,1.088
289.018,1.083
289.048,1.085
289.078,1.088
289.108,1.090
289.138,1.087
289.168,1.088
289.198,1.083
289.228,1.085
289.258,1.086
289.288,1.088
289.318,1.089
289.348,1.091
289.378,1.095
289.408,1.096
289.438,1.085
289.468,1.075
289.498,1.070
289.528,1.079
289.558,1.078
289.588,1.081
289.618,1.081
289.648,1.086
289.678,1.084
289.708,1.088
289.738,1.088
289.768,1.082
289.798,1.079
289.828,1.071
289.858,1.080
289.888,1.080
289.918,1.078
289.948,1.082
289.978,1.079
290.008,1.080
290.038,1.078
290.068,1.077
290.098,1.076
290.128,1.076
290.158,1.081
290.188,1.085
290.218,1.083
290.248,1.081
290.278,1.084
290.308,1.086
290.338,1.082
290.368,1.087
290.398,1.088
290.428,1.086
290.458,1.083
290.488,1.086
290.518,1.086
290.548,1.084
290.578,1.083
290.608,1.085
290.638,1.081
290.668,1.084
290.698,1.086
290.728,1.085
290.758,1.088
290.788,1.088
290.818,1.085
290.848,1.086
290.878,1.085
290.908,1.081
290.938,1.082
290.968,1.081
290.998,1.081
291.028,1.085
291.058,1.085
291.088,1.084
291.118,1.081
291.148,1.085
291.178,1.088
291.208,1.081
291.238,1.081
291.268,1.082
291.298,1.085
291.328,1.083
291.358,1.084
291.388,1.084
291.418,1.080
291.448,1.086
291.478,1.084
291.508,1.085
291.538,1.086
291.568,1.089
291.598,1.084
291.628,1.085
291.658,1.085
291.688,1.086
291.718,1.084
291.748,1.086
291.778,1.085
291.808,1.086
291.838,1.082
291.868,1.085
291.898,1.087
291.928,1.085
291.958,1.082
291.988,1.089
292.018,1.084
292.048,1.085
292.078,1.085
292.108,1.083
292.138,1.086
292.168,1.087
292.198,1.084
292.228,1.085
292.258,1.083
292.288,1.086
292.318,1.086
292.348,1.086
292.378,1.086
292.408,1.082
292.438,1.086
292.468,1.089
292.498,1.083
292.528,1.079
292.558,1.083
292.588,1.086
292.618,1.083
292.648,1.087
292.678,1.089
292.708,1.088
292.738,1.088
292.768,1.084
292.798,1.087
292.828,1.083
292.858,1.078
292.888,1.084
292.918,1.085
292.948,1.087
292.978,1.079
293.008,1.083
293.038,1.083
293.068,1.085
293.098,1.085
293.128,1.082
293.158,1.084
293.188,1.083
293.218,1.084
293.248,1.081
293.278,1.084
293.308,1.083
293.338,1.083
293.368,1.085
293.398,1.087
293.428,1.084
293.458,1.084
293.488,1.089
293.518,1.086
293.548,1.085
293.578,1.091
293.608,1.084
293.638,1.081
293.668,1.080
293.698,1.080
293.728,1.083
293.758,1.087
293.788,1.089
293.818,1.083
293.848,1.082
293.878,1.084
293.908,1.080
293.938,1.086
293.968,1.089
293.998,1.090
294.028,1.089
294.058,1.086
294.088,1.085
294.118,1.081
294.148,1.083
294.178,1.085
294.208,1.082
294.238,1.088
294.268,1.085
294.298,1.083
294.328,1.084
294.358,1.086
294.388,1.086
294.418,1.085
294.448,1.083
294.478,1.091
294.508,1.085
294.538,1.084
294.568,1.086
294.598,1.082
294.628,1.085
294.658,1.085
294.688,1.087
294.718,1.087
294.748,1.090
294.778,1.086
294.808,1.081
294.838,1.081
294.868,1.083
294.898,1.082
294.928,1.085
294.958,1.087
294.988,1.087
295.018,1.087
295.048,1.089
295.078,1.086
295.108,1.086
295.138,1.086
295.168,1.077
295.198,1.086
295.228,1.084
295.258,1.085
295.288,1.089
295.318,1.087
295.348,1.085
295.378,1.085
295.408,1.084
295.438,1.090
295.468,1.089
295.498,1.087
295.528,1.086
295.558,1.087
295.588,1.088
295.618,1.090
295.648,1.085
295.678,1.086
295.708,1.086
295.738,1.086
295.768,1.085
295.798,1.084
295.828,1.081
295.858,1.079
295.888,1.088
295.918,1.083
295.948,1.085
295.978,1.084
296.008,1.085
296.038,1.081
296.068,1.079
296.098,1.085
296.128,1.084
296.158,1.087
296.188,1.090
296.218,1.092
296.248,1.092
296.278,1.090
296.308,1.089
296.338,1.084
296.368,1.088
296.398,1.083
296.428,1.085
296.458,1.088
296.488,1.087
296.518,1.084
296.548,1.088
296.578,1.086
296.608,1.084
296.638,1.085
296.668,1.086
296.698,1.086
296.728,1.083
296.758,1.081
296.788,1.091
296.818,1.088
296.848,1.090
296.878,1.087
296.908,1.088
296.938,1.082
296.968,1.086
296.998,1.080
297.028,1.086
297.058,1.087
297.088,1.089
297.118,1.088
297.148,1.084
297.178,1.095
297.208,1.087
297.238,1.091
297.268,1.089
297.298,1.086
297.328,1.086
297.358,1.084
297.388,1.082
297.418,1.087
297.448,1.091
297.478,1.084
297.508,1.085
297.538,1.091
297.568,1.086
297.598,1.087
297.628,1.088
297.658,1.090
297.688,1.086
297.718,1.093
297.748,1.086
297.778,1.088
297.808,1.092
297.838,1.096
297.868,1.096
297.898,1.092
297.928,1.086
297.958,1.086
297.988,1.083
298.018,1.086
298.048,1.089
298.078,1.091
298.108,1.091
298.138,1.092
298.168,1.091
298.198,1.085
298.228,1.088
298.258,1.087
298.288,1.089
298.318,1.087
298.348,1.082
298.378,1.073
298.408,1.075
298.438,1.085
298.468,1.086
298.498,1.094
298.528,1.099
298.558,1.092
298.588,1.088
298.618,1.092
298.648,1.091
298.678,1.091
298.708,1.078
298.738,1.076
298.768,1.084
298.798,1.084
298.828,1.084
298.858,1.092
298.888,1.082
298.918,1.075
298.948,1.082
298.978,1.089
299.008,1.095
299.038,1.093
299.068,1.095
299.098,1.095
299.128,1.092
299.158,1.095
299.188,1.089
299.218,1.089
299.248,1.081
299.278,1.083
299.308,1.083
299.338,1.093
299.368,1.093
299.398,1.088
299.428,1.083
299.458,1.086
299.488,1.085
299.518,1.087
299.548,1.089
299.578,1.092
299.608,1.093
299.638,1.091
299.668,1.089
299.698,1.088
299.728,1.089
299.758,1.093
299.788,1.091
299.818,1.085
299.848,1.088
299.878,1.091
299.908,1.090
299.938,1.089
299.968,1.092
299.998,1.091
300.028,1.092
300.058,1.088
300.088,1.084
300.118,1.090
300.148,1.086
300.178,1.092
300.208,1.091
300.238,1.087
300.268,1.087
300.298,1.091
300.328,1.088
300.358,1.090
300.388,1.086
300.418,1.087
300.448,1.094
300.478,1.089
300.508,1.094
300.538,1.095
300.568,1.093
300.598,1.091
300.628,1.091
300.658,1.085
300.688,1.086
300.718,1.089
300.748,1.087
300.778,1.089
300.808,1.090
300.838,1.091
300.868,1.091
300.898,1.094
300.928,1.100
300.958,1.091
300.988,1.087
301.018,1.090
301.048,1.092
301.078,1.086
301.108,1.090
301.138,1.092
301.168,1.091
301.198,1.089
301.228,1.085
301.258,1.087
301.288,1.083
301.318,1.089
301.348,1.089
301.378,1.092
301.408,1.095
301.438,1.094
301.468,1.088
301.498,1.085
301.528,1.086
301.558,1.090
301.588,1.092
301.618,1.090
301.648,1.094
301.678,1.093
301.708,1.088
301.738,1.089
301.768,1.092
301.798,1.098
301.828,1.094
301.858,1.089
301.888,1.091
301.918,1.093
301.948,1.088
301.978,1.095
302.008,1.100
302.038,1.093
302.068,1.089
302.098,1.077
302.128,1.081
302.158,1.082
302.188,1.083
302.218,1.086
302.248,1.094
302.278,1.094
302.308,1.088
302.338,1.085
302.368,1.090
302.398,1.092
302.428,1.093
302.458,1.089
302.488,1.089
302.518,1.089
302.548,1.089
302.578,1.091
302.608,1.091
302.638,1.092
302.668,1.087
302.698,1.090
302.728,1.091
302.758,1.087
302.788,1.094
302.818,1.094
302.848,1.088
302.878,1.087
302.908,1.088
302.938,1.086
302.968,1.089
302.998,1.089
303.028,1.087
303.058,1.091
303.088,1.091
303.118,1.096
303.148,1.091
303.178,1.085
303.208,1.094
303.238,1.093
303.268,1.095
303.298,1.092
303.328,1.088
303.358,1.094
303.388,1.091
303.418,1.088
303.448,1.093
303.478,1.084
303.508,1.087
303.538,1.087
303.568,1.090
303.598,1.091
303.628,1.091
303.658,1.090
303.688,1.091
303.718,1.092
303.748,1.083
303.778,1.090
303.808,1.092
303.838,1.090
303.868,1.088
303.898,1.088
303.928,1.094
303.958,1.091
303.988,1.097
304.018,1.081
304.048,1.084
304.078,1.095
304.108,1.097
304.138,1.094
304.168,1.098
304.198,1.095
304.228,1.096
304.258,1.091
304.288,1.084
304.318,1.091
304.348,1.088
304.378,1.091
304.408,1.087
304.438,1.089
304.468,1.090
304.498,1.086
304.528,1.082
304.558,1.087
304.588,1.090
304.618,1.089
304.648,1.092
304.678,1.092
304.708,1.089
304.738,1.092
304.768,1.092
304.798,1.098
304.828,1.093
304.858,1.091
304.888,1.094
304.918,1.089
304.948,1.090
304.978,1.095
305.008,1.093
305.038,1.089
305.068,1.096
305.098,1.094
305.128,1.093
305.158,1.093
305.188,1.093
305.218,1.094
305.248,1.086
305.278,1.091
305.308,1.088
305.338,1.088
305.368,1.092
305.398,1.093
305.428,1.093
305.458,1.091
305.488,1.090
305.518,1.090
305.548,1.092
305.578,1.094
305.608,1.095
305.638,1.095
305.668,1.091
305.698,1.088
305.728,1.092
305.758,1.090
305.788,1.089
305.818,1.092
305.848,1.094
305.878,1.091
305.908,1.094
305.938,1.092
305.968,1.097
305.998,1.091
306.028,1.091
306.058,1.093
306.088,1.091
306.118,1.089
306.148,1.094
306.178,1.098
306.208,1.089
306.238,1.090
306.268,1.092
306.298,1.094
306.328,1.094
306.358,1.094
306.388,1.092
306.418,1.093
306.448,1.090
306.478,1.096
306.508,1.093
306.538,1.094
306.568,1.094
306.598,1.092
306.628,1.096
306.658,1.093
306.688,1.091
306.718,1.092
306.748,1.088
306.778,1.096
306.808,1.097
306.838,1.095
306.868,1.091
306.898,1.094
306.928,1.094
306.958,1.093
306.988,1.094
307.018,1.091
307.048,1.091
307.078,1.091
307.108,1.090
307.138,1.094
307.168,1.090
307.198,1.088
307.228,1.092
307.258,1.094
307.288,1.094
307.318,1.090
307.348,1.089
307.378,1.090
307.408,1.091
307.438,1.091
307.468,1.093
307.498,1.092
307.528,1.087
307.558,1.093
307.588,1.093
307.618,1.091
307.648,1.085
307.678,1.097
307.708,1.098
307.738,1.090
307.768,1.091
307.798,1.092
307.828,1.093
307.858,1.096
307.888,1.100
307.918,1.097
307.948,1.096
307.978,1.088
308.008,1.095
308.038,1.084
308.068,1.084
308.098,1.084
308.128,1.098
308.158,1.093
308.188,1.090
308.218,1.090
308.248,1.093
308.278,1.099
308.308,1.088
308.338,1.091
308.368,1.093
308.398,1.093
308.428,1.087
308.458,1.096
308.488,1.095
308.518,1.092
308.548,1.094
308.578,1.089
308.608,1.093
308.638,1.096
308.668,1.089
308.698,1.092
308.728,1.083
308.758,1.091
308.788,1.094
308.818,1.092
308.848,1.093
308.878,1.095
308.908,1.093
308.938,1.094
308.968,1.100
308.998,1.096
309.028,1.087
309.058,1.089
309.088,1.090
309.118,1.094
309.148,1.104
309.178,1.092
309.208,1.097
309.238,1.101
309.268,1.100
309.298,1.090
309.328,1.088
309.358,1.084
309.388,1.086
309.418,1.089
309.448,1.097
309.478,1.101
309.508,1.090
309.538,1.087
309.568,1.090
309.598,1.098
309.628,1.096
309.658,1.097
309.688,1.095
309.718,1.091
309.748,1.088
309.778,1.092
309.808,1.096
309.838,1.092
309.868,1.096
309.898,1.096
309.928,1.094
309.958,1.094
309.988,1.091
310.018,1.089
310.048,1.091
310.078,1.088
310.108,1.095
310.138,1.095
310.168,1.093
310.198,1.100
310.228,1.095
310.258,1.096
310.288,1.091
310.318,1.095
310.348,1.090
310.378,1.089
310.408,1.092
310.438,1.087
310.468,1.095
310.498,1.096
310.528,1.097
310.558,1.096
310.588,1.091
310.618,1.092
310.648,1.091
310.678,1.090
310.708,1.084
310.738,1.091
310.768,1.098
310.798,1.099
310.828,1.103
310.858,1.099
310.888,1.095
310.918,1.098
310.948,1.099
310.978,1.097
311.008,1.101
311.038,1.094
311.068,1.088
311.098,1.091
311.128,1.097
311.158,1.094
311.188,1.094
311.218,1.097
311.248,1.094
311.278,1.088
311.308,1.093
311.338,1.097
311.368,1.092
311.398,1.094
311.428,1.099
311.458,1.090
311.488,1.092
311.518,1.092
311.548,1.089
311.578,1.091
311.608,1.094
311.638,1.097
311.668,1.101
311.698,1.095
311.728,1.093
311.758,1.088
311.788,1.091
311.818,1.095
311.848,1.094
311.878,1.093
311.908,1.096
311.938,1.096
311.968,1.092
311.998,1.087
312.028,1.093
312.058,1.091
312.088,1.092
312.118,1.096
312.148,1.094
312.178,1.092
312.208,1.094
312.238,1.093
312.268,1.090
312.298,1.093
312.328,1.093
312.358,1.091
312.388,1.093
312.418,1.094
312.448,1.093
312.478,1.093
312.508,1.092
312.538,1.096
312.568,1.094
312.598,1.093
312.628,1.098
312.658,1.097
312.688,1.090
312.718,1.091
312.748,1.093
312.778,1.094
312.808,1.094
312.838,1.096
312.868,1.094
312.898,1.092
312.928,1.095
312.958,1.093
312.988,1.091
313.018,1.092
313.048,1.091
313.078,1.092
313.108,1.093
313.138,1.094
313.168,1.093
313.198,1.095
313.228,1.095
313.258,1.094
313.288,1.093
313.318,1.094
313.348,1.093
313.378,1.093
313.408,1.095
313.438,1.093
313.468,1.094
313.498,1.096
313.528,1.098
313.558,1.094
313.588,1.095
313.618,1.094
313.648,1.094
313.678,1.089
313.708,1.090
313.738,1.091
313.768,1.093
313.798,1.094
313.828,1.095
313.858,1.093
313.888,1.096
313.918,1.096
313.948,1.095
313.978,1.095
314.008,1.093
314.038,1.094
314.068,1.095
314.098,1.091
314.128,1.095
314.158,1.095
314.188,1.097
314.218,1.092
314.248,1.091
314.278,1.091
314.308,1.091
314.338,1.092
314.368,1.097
314.398,1.101
314.428,1.096
314.458,1.095
314.488,1.090
314.518,1.091
314.548,1.093
314.578,1.093
314.608,1.088
314.638,1.094
314.668,1.092
314.698,1.089
314.728,1.095
314.758,1.096
314.788,1.097
314.818,1.089
314.848,1.093
314.878,1.095
314.908,1.094
314.938,1.097
314.968,1.096
314.998,1.093
315.028,1.095
315.058,1.092
315.088,1.095
315.118,1.090
315.148,1.090
315.178,1.090
315.208,1.098
315.238,1.094
315.268,1.097
315.298,1.099
315.328,1.094
315.358,1.094
315.388,1.092
315.418,1.090
315.448,1.093
315.478,1.093
315.508,1.092
315.538,1.090
315.568,1.094
315.598,1.094
315.628,1.091
315.658,1.094
315.688,1.089
315.718,1.091
315.748,1.092
315.778,1.093
315.808,1.097
315.838,1.098
315.868,1.094
315.898,1.094
315.928,1.093
315.958,1.092
315.988,1.094
316.018,1.096
316.048,1.094
316.078,1.094
316.108,1.096
316.138,1.094
316.168,1.095
316.198,1.099
316.228,1.096
316.258,1.093
316.288,1.092
316.318,1.095
316.348,1.094
316.378,1.095
316.408,1.090
316.438,1.089
316.468,1.088
316.498,1.094
316.528,1.093
316.558,1.097
316.588,1.097
316.618,1.097
316.648,1.091
316.678,1.092
316.708,1.092
316.738,1.093
316.768,1.091
316.798,1.090
316.828,1.095
316.858,1.095
316.888,1.092
316.918,1.094
316.948,1.095
316.978,1.092
317.008,1.090
317.038,1.097
317.068,1.096
317.098,1.092
317.128,1.096
317.158,1.093
317.188,1.089
317.218,1.094
317.248,1.090
317.278,1.097
317.308,1.097
317.338,1.095
317.368,1.093
317.398,1.093
317.428,1.094
317.458,1.097
317.488,1.101
317.518,1.096
317.548,1.096
317.578,1.091
317.608,1.095
317.638,1.092
317.668,1.094
317.698,1.090
317.728,1.095
317.758,1.093
317.788,1.096
317.818,1.095
317.848,1.095
317.878,1.094
317.908,1.094
317.938,1.094
317.968,1.093
317.998,1.088
318.028,1.089
318.058,1.093
318.088,1.091
318.118,1.091
318.148,1.096
318.178,1.099
318.208,1.097
318.238,1.096
318.268,1.093
318.298,1.093
318.328,1.096
318.358,1.095
318.388,1.097
318.418,1.093
318.448,1.094
318.478,1.090
318.508,1.090
318.538,1.094
318.568,1.097
318.598,1.091
318.628,1.089
318.658,1.088
318.688,1.093
318.718,1.095
318.748,1.094
318.778,1.092
318.808,1.089
318.838,1.095
318.868,1.093
318.898,1.095
318.928,1.092
318.958,1.091
318.988,1.090
319.018,1.095
319.048,1.096
319.078,1.095
319.108,1.092
319.138,1.092
319.168,1.093
319.198,1.094
319.228,1.095
319.258,1.093
319.288,1.093
319.318,1.097
319.348,1.097
319.378,1.091
319.408,1.091
319.438,1.090
319.468,1.091
319.498,1.094
319.528,1.097
319.558,1.093
319.588,1.096
319.618,1.095
319.648,1.091
319.678,1.089
319.708,1.095
319.738,1.094
319.768,1.091
319.798,1.096
319.828,1.094
319.858,1.089
319.888,1.089
319.918,1.099
319.948,1.098
319.978,1.095
320.008,1.093
320.038,1.087
320.068,1.088
320.098,1.097
320.128,1.095
320.158,1.097
320.188,1.099
320.218,1.096
320.248,1.090
320.278,1.091
320.308,1.090
320.338,1.090
320.368,1.090
320.398,1.096
320.428,1.099
320.458,1.096
320.488,1.095
320.518,1.095
320.548,1.091
320.578,1.095
320.608,1.093
320.638,1.093
320.668,1.094
320.698,1.093
320.728,1.091
320.758,1.094
320.788,1.092
320.818,1.093
320.848,1.094
320.878,1.093
320.908,1.091
320.938,1.098
320.968,1.104
320.998,1.099
321.028,1.091
321.058,1.095
321.088,1.084
321.118,1.087
321.148,1.087
321.178,1.082
321.208,1.081
321.238,1.083
321.268,1.083
321.298,1.089
321.328,1.092
321.358,1.090
321.388,1.093
321.418,1.092
321.448,1.090
321.478,1.086
321.508,1.086
321.538,1.088
321.568,1.095
321.598,1.097
321.628,1.101
321.658,1.104
321.688,1.105
321.718,1.104
321.748,1.095
321.778,1.095
321.808,1.095
321.838,1.095
321.868,1.093
321.898,1.101
321.928,1.102
321.958,1.097
321.988,1.099
322.018,1.094
322.048,1.091
322.078,1.094
322.108,1.097
322.138,1.095
322.168,1.093
322.198,1.091
322.228,1.092
322.258,1.095
322.288,1.096
322.318,1.096
322.348,1.095
322.378,1.094
322.408,1.097
322.438,1.094
322.468,1.095
322.498,1.097
322.528,1.090
322.558,1.091
322.588,1.092
322.618,1.091
322.648,1.093
322.678,1.094
322.708,1.096
322.738,1.093
322.768,1.094
322.798,1.099
322.828,1.093
322.858,1.093
322.888,1.093
322.918,1.095
322.948,1.095
322.978,1.098
323.008,1.099
323.038,1.097
323.068,1.096
323.098,1.094
323.128,1.095
323.158,1.099
323.188,1.090
323.218,1.093
323.248,1.098
323.278,1.097
323.308,1.097
323.338,1.095
323.368,1.093
323.398,1.096
323.428,1.092
323.458,1.096
323.488,1.097
323.518,1.092
323.548,1.092
323.578,1.096
323.608,1.092
323.638,1.094
323.668,1.093
323.698,1.093
323.728,1.095
323.758,1.097
323.788,1.091
323.818,1.095
323.848,1.093
323.878,1.096
323.908,1.092
323.938,1.096
323.968,1.094
323.998,1.094
324.028,1.092
324.058,1.091
324.088,1.095
324.118,1.096
324.148,1.095
324.178,1.090
324.208,1.088
324.238,1.095
324.268,1.092
324.298,1.095
324.328,1.098
324.358,1.093
324.388,1.088
324.418,1.093
324.448,1.097
324.478,1.089
324.508,1.091
324.538,1.093
324.568,1.096
324.598,1.097
324.628,1.093
324.658,1.093
324.688,1.088
324.718,1.090
324.748,1.092
324.778,1.094
324.808,1.092
324.838,1.089
324.868,1.095
324.898,1.096
324.928,1.096
324.958,1.098
324.988,1.102
325.018,1.095
325.048,1.093
325.078,1.094
325.108,1.096
325.138,1.091
325.168,1.090
325.198,1.096
325.228,1.098
325.258,1.096
325.288,1.098
325.318,1.099
325.348,1.095
325.378,1.092
325.408,1.092
325.438,1.092
325.468,1.088
325.498,1.096
325.528,1.099
325.558,1.099
325.588,1.097
325.618,1.095
325.648,1.098
325.678,1.091
325.708,1.092
325.738,1.087
325.768,1.089
325.798,1.090
325.828,1.097
325.858,1.096
325.888,1.100
325.918,1.099
325.948,1.098
325.978,1.091
326.008,1.091
326.038,1.094
326.068,1.088
326.098,1.094
326.128,1.091
326.158,1.096
326.188,1.093
326.218,1.093
326.248,1.094
326.278,1.099
326.308,1.100
326.338,1.097
326.368,1.097
326.398,1.096
326.428,1.088
326.458,1.092
326.488,1.095
326.518,1.100
326.548,1.099
326.578,1.095
326.608,1.092
326.638,1.097
326.668,1.097
326.698,1.095
326.728,1.099
326.758,1.093
326.788,1.091
326.818,1.093
326.848,1.097
326.878,1.098
326.908,1.096
326.938,1.093
326.968,1.094
326.998,1.097
327.028,1.097
327.058,1.096
327.088,1.098
327.118,1.093
327.148,1.093
327.178,1.090
327.208,1.086
327.238,1.085
327.268,1.087
327.298,1.091
327.328,1.098
327.358,1.099
327.388,1.100
327.418,1.100
327.448,1.098
327.478,1.096
327.508,1.098
327.538,1.101
327.568,1.103
327.598,1.096
327.628,1.095
327.658,1.091
327.688,1.092
327.718,1.093
327.748,1.094
327.778,1.096
327.808,1.098
327.838,1.094
327.868,1.091
327.898,1.095
327.928,1.098
327.958,1.096
327.988,1.096
328.018,1.091
328.048,1.093
328.078,1.094
328.108,1.087
328.138,1.095
328.168,1.094
328.198,1.095
328.228,1.100
328.258,1.093
328.288,1.092
328.318,1.090
328.348,1.087
328.378,1.092
328.408,1.096
328.438,1.097
328.468,1.090
328.498,1.088
328.528,1.085
328.558,1.083
328.588,1.091
328.618,1.090
328.648,1.089
328.678,1.095
328.708,1.091
328.738,1.095
328.768,1.096
328.798,1.096
328.828,1.092
328.858,1.095
328.888,1.090
328.918,1.094
328.948,1.095
328.978,1.097
329.008,1.098
329.038,1.096
329.068,1.094
329.098,1.094
329.128,1.094
329.158,1.086
329.188,1.091
329.218,1.089
329.248,1.087
329.278,1.089
329.308,1.088
329.338,1.088
329.368,1.088
329.398,1.080
329.428,1.081
329.458,1.084
329.488,1.081
329.518,1.087
329.548,1.092
329.578,1.099
329.608,1.102
329.638,1.105
329.668,1.100
329.698,1.086
329.728,1.080
329.758,1.063
329.788,1.066
329.818,1.075
329.848,1.068
329.878,1.067
329.908,1.079
329.938,1.093
329.968,1.097
329.998,1.091
330.028,1.096
330.058,1.101
330.088,1.102
330.118,1.092
330.148,1.098
330.178,1.101
330.208,1.097
330.238,1.094
330.268,1.104
330.298,1.095
330.328,1.099
330.358,1.104
330.388,1.098
330.418,1.097
330.448,1.096
330.478,1.095
330.508,1.095
330.538,1.089
330.568,1.086
330.598,1.088
330.628,1.088
330.658,1.092
330.688,1.088
330.718,1.087
330.748,1.094
330.778,1.091
330.808,1.095
330.838,1.094
330.868,1.091
330.898,1.093
330.928,1.094
330.958,1.095
330.988,1.096
331.018,1.093
331.048,1.091
331.078,1.097
331.108,1.097
331.138,1.098
331.168,1.098
331.198,1.096
331.228,1.093
331.258,1.092
331.288,1.084
331.318,1.083
331.348,1.093
331.378,1.095
331.408,1.091
331.438,1.093
331.468,1.090
331.498,1.087
331.528,1.088
331.558,1.092
331.588,1.091
331.618,1.095
331.648,1.099
331.678,1.095
331.708,1.089
331.738,1.085
331.768,1.083
331.798,1.081
331.828,1.088
331.858,1.092
331.888,1.093
331.918,1.091
331.948,1.093
331.978,1.095
332.008,1.094
332.038,1.100
332.068,1.096
332.098,1.093
332.128,1.091
332.158,1.087
332.188,1.092
332.218,1.094
332.248,1.094
332.278,1.093
332.308,1.097
332.338,1.092
332.368,1.089
332.398,1.091
332.428,1.090
332.458,1.090
332.488,1.089
332.518,1.093
332.548,1.093
332.578,1.099
332.608,1.096
332.638,1.096
332.668,1.093
332.698,1.089
332.728,1.089
332.758,1.092
332.788,1.097
332.818,1.097
332.848,1.094
332.878,1.091
332.908,1.089
332.938,1.091
332.968,1.097
332.998,1.092
333.028,1.094
333.058,1.096
333.088,1.093
333.118,1.089
333.148,1.088
333.178,1.090
333.208,1.092
333.238,1.093
333.268,1.092
333.298,1.089
333.328,1.093
333.358,1.092
333.388,1.092
333.418,1.098
333.448,1.098
333.478,1.094
333.508,1.089
333.538,1.085
333.568,1.091
333.598,1.095
333.628,1.095
333.658,1.096
333.688,1.096
333.718,1.093
333.748,1.090
333.778,1.093
333.808,1.091
333.838,1.089
333.868,1.093
333.898,1.089
333.928,1.090
333.958,1.089
333.988,1.093
334.018,1.091
334.048,1.094
334.078,1.093
334.108,1.093
334.138,1.091
334.168,1.091
334.198,1.088
334.228,1.091
334.258,1.093
334.288,1.088
334.318,1.093
334.348,1.100
334.378,1.096
334.408,1.089
334.438,1.093
334.468,1.090
334.498,1.090
334.528,1.095
334.558,1.096
334.588,1.091
334.618,1.090
334.648,1.093
334.678,1.095
334.708,1.091
334.738,1.095
334.768,1.092
334.798,1.090
334.828,1.091
334.858,1.094
334.888,1.096
334.918,1.095
334.948,1.094
334.978,1.092
335.008,1.095
335.038,1.092
335.068,1.093
335.098,1.086
335.128,1.087
335.158,1.090
335.188,1.091
335.218,1.094
335.248,1.096
335.278,1.095
335.308,1.092
335.338,1.090
335.368,1.095
335.398,1.097
335.428,1.093
335.458,1.094
335.488,1.092
335.518,1.089
335.548,1.090
335.578,1.092
335.608,1.097
335.638,1.094
335.668,1.091
335.698,1.092
335.728,1.094
335.758,1.091
335.788,1.093
335.818,1.096
335.848,1.092
335.878,1.095
335.908,1.096
335.938,1.094
335.968,1.090
335.998,1.089
336.028,1.089
336.058,1.092
336.088,1.098
336.118,1.093
336.148,1.096
336.178,1.095
336.208,1.093
336.238,1.093
336.268,1.093
336.298,1.092
336.328,1.088
336.358,1.093
336.388,1.093
336.418,1.091
336.448,1.094
336.478,1.094
336.508,1.092
336.538,1.097
336.568,1.094
336.598,1.093
336.628,1.090
336.658,1.093
336.688,1.094
336.718,1.097
336.748,1.097
336.778,1.097
336.808,1.094
336.838,1.091
336.868,1.088
336.898,1.087
336.928,1.090
336.958,1.091
336.988,1.093
337.018,1.100
337.048,1.100
337.078,1.093
337.108,1.089
337.138,1.091
337.168,1.087
337.198,1.090
337.228,1.093
337.258,1.091
337.288,1.091
337.318,1.086
337.348,1.091
337.378,1.094
337.408,1.096
337.438,1.094
337.468,1.096
337.498,1.097
337.528,1.097
337.558,1.100
337.588,1.094
337.618,1.096
337.648,1.101
337.678,1.097
337.708,1.088
337.738,1.086
337.768,1.085
337.798,1.082
337.828,1.083
337.858,1.091
337.888,1.095
337.918,1.091
337.948,1.093
337.978,1.096
338.008,1.095
338.038,1.094
338.068,1.099
338.098,1.092
338.128,1.092
338.158,1.093
338.188,1.095
338.218,1.092
338.248,1.095
338.278,1.095
338.308,1.097
338.338,1.094
338.368,1.095
338.398,1.097
338.428,1.095
338.458,1.092
338.488,1.098
338.518,1.094
338.548,1.091
338.578,1.092
338.608,1.092
338.638,1.089
338.668,1.090
338.698,1.094
338.728,1.093
