df_hash,22ZHK4.KZN26T
178.962,840
178.982,835
179.255,10
179.259,190
179.452,15
179.458,15
179.791,75
180.622,475
180.626,830
181.747,10
182.180,850
182.278,785
183.010,10
183.162,725
183.692,10
184.520,735
184.523,785
185.251,10
185.255,775
185.934,10
186.762,720
186.766,755
187.591,10
188.274,800
188.566,785
189.103,235
189.837,500
190.662,775
190.716,785
191.345,10
192.027,770
192.857,710
193.150,775
193.685,235
194.417,590
195.245,765
195.440,750
195.928,205
196.757,585
197.440,810
198.276,720
198.999,760
199.686,770
200.656,750
201.192,720
202.022,785
202.753,830
203.582,725
204.410,820
205.144,770
205.783,785
206.069,655
206.620,230
207.091,600
207.335,425
207.608,345
208.164,295
208.706,480
209.822,510
210.943,1205
211.235,1135
211.333,310
211.631,10
212.600,360
213.039,920
213.429,525
214.160,395
214.551,730
215.525,310
215.817,985
217.332,265
218.307,1400
218.844,1145
219.133,580
219.962,325
220.650,820
220.936,640
222.204,365
223.034,1200
223.758,810
224.008,700
224.014,355
224.158,10
224.170,15
224.398,20
225.540,310
226.108,1120
226.348,640
227.226,220
227.469,855
227.518,200
227.522,30
227.526,20
227.529,15
227.567,15
227.571,10
227.574,10
227.577,15
227.658,20
227.662,30
227.669,15
227.675,15
227.761,10
227.764,15
227.908,285
227.911,10
228.055,155
228.156,50
228.207,20
228.215,15
229.419,665
229.422,635
229.568,20
229.716,250
230.686,900
230.833,15
230.836,160
230.979,15
230.982,10
230.986,200
231.079,10
232.079,855
232.082,165
232.198,130
232.201,15
232.246,10
232.250,10
232.254,15
232.344,10
233.465,475
233.855,845
233.858,370
234.615,10
235.562,715
236.391,930
238.048,825
238.398,1755
238.491,390
238.496,10
238.502,10
239.706,430
240.534,850
241.369,780
242.395,805
243.069,825
243.752,830
244.434,735
245.701,710
245.705,1315
246.118,10
246.677,330
247.510,630
247.557,770
248.188,10
249.463,775
249.755,1200
249.946,265
249.951,10
250.674,10
250.821,935
250.825,230
250.829,15
251.000,90
251.116,15
251.555,435
252.236,150
252.331,655
252.335,10
252.386,10
253.063,75
253.068,805
253.229,15
253.599,15
254.476,530
254.724,835
254.876,350
254.915,20
254.918,15
254.922,10
254.926,15
255.016,10
255.022,10
255.025,10
255.198,10
255.203,10
255.206,15
255.209,15
255.212,15
255.215,190
255.988,495
256.006,250
256.670,10
257.499,735
257.504,800
257.548,10
257.551,10
257.554,15
257.596,15
257.600,15
257.604,10
257.607,20
257.688,15
257.794,20
257.797,10
258.234,15
258.623,570
258.913,250
259.741,505
259.746,750
259.888,10
260.444,185
260.522,530
261.107,10
261.112,725
261.450,15
261.455,235
261.841,505
262.011,15
262.582,60
262.813,640
262.911,310
262.959,30
262.962,25
263.008,15
263.011,15
263.014,15
263.123,15
263.126,15
263.129,20
263.203,10
263.209,130
263.352,10
265.153,1015
265.982,700
265.988,1070
266.276,10
267.543,315
268.907,1250
269.492,1395
270.328,595
271.184,775
271.296,855
271.302,10
271.344,130
271.350,20
271.356,15
271.397,15
271.409,10
271.415,10
271.493,10
271.497,15
271.500,10
271.504,10
271.507,10
271.539,10
271.832,105
272.515,295
272.528,760
273.261,10
273.928,675
273.932,720
274.173,10
274.610,190
275.452,460
275.490,795
275.499,60
275.597,105
276.953,620
277.536,790
278.364,620
278.378,765
278.805,10
279.342,445
280.607,530
280.611,1270
280.658,10
281.982,10
282.118,1375
282.654,10
282.657,730
283.434,10
284.073,745
284.220,675
284.751,10
285.482,625
285.725,780
286.369,220
287.141,580
287.676,825
287.968,630
288.119,270
288.407,25
288.411,400
289.236,10
289.918,740
289.921,750
290.609,10
291.429,725
291.432,815
291.722,10
292.346,190
292.351,560
293.233,10
293.239,1070
293.818,10
294.500,440
294.504,725
295.192,10
295.329,730
295.333,130
295.865,25
295.869,530
296.012,10
296.015,170
296.063,20
296.158,15
296.162,10
296.207,10
296.210,10
296.213,15
296.598,30
297.280,420
297.572,710
297.620,240
297.623,10
297.962,20
297.965,425
298.108,10
298.693,195
298.696,510
299.379,10
299.522,725
299.619,155
299.622,10
299.668,15
299.671,20
299.719,10
299.726,15
299.733,15
300.065,45
300.741,400
300.745,710
301.562,10
301.741,665
302.450,270
302.596,645
303.276,10
304.251,895
304.495,915
304.641,495
307.273,1190
307.419,1495
307.423,20
307.566,200
307.577,10
309.080,645
309.662,690
309.665,695
310.345,10
311.173,755
311.177,785
311.319,10
311.323,205
311.327,10
312.587,305
312.735,870
313.270,255
314.781,500
314.784,1510
314.880,10
315.074,240
315.609,685
316.877,1240
317.706,10
317.711,720
317.854,15
318.437,120
319.217,630
319.363,835
319.513,200
319.560,15
319.564,10
319.567,10
319.656,10
319.813,235
319.820,10
320.488,750
321.168,10
321.216,735
321.463,10
321.902,310
321.911,190
321.915,215
322.049,10
323.019,805
323.025,260
323.409,10
324.238,435
324.242,835
324.438,10
325.750,10
326.579,1540
327.456,745
327.608,835
328.138,265
328.142,515
328.675,10
328.967,530
329.259,335
330.236,270
330.479,895
330.917,335
331.063,405
331.990,190
331.997,810
332.000,20
332.003,10
332.065,10
332.187,10
332.190,10
332.195,10
332.428,10
332.432,485
332.575,10
332.721,270
333.842,1120
334.378,30
335.207,540
335.646,765
335.649,500
336.475,10
336.480,820
336.621,10
336.627,90
336.672,10
336.677,40
336.795,20
336.865,10
336.870,15
337.158,190
337.986,300
337.989,825
338.132,10
339.400,100
340.103,1325
340.769,600
340.822,750
340.911,10
340.914,105
341.062,15
341.066,10
341.205,15
341.350,450
342.032,705
342.035,15
342.178,10
342.182,15
342.717,50
343.300,545
343.690,625
343.693,385
343.982,10
344.678,260
344.957,735
344.960,185
345.112,35
346.079,10
346.907,1165
346.911,655
347.053,225
347.058,10
347.162,210
348.126,290
348.129,730
349.004,10
349.553,790
350.222,535
350.226,750
350.274,10
350.277,15
350.807,15
350.811,525
351.343,15
351.490,575
352.172,10
352.177,710
352.318,10
352.324,10
352.369,115
352.374,20
352.380,15
352.385,15
352.416,15
352.611,185
352.625,10
352.653,15
352.660,10
352.665,10
352.670,10
352.675,10
352.711,15
352.855,225
352.860,10
353.694,830
354.415,10
355.098,700
355.926,785
355.929,785
356.609,10
358.023,755
358.560,1415
359.533,510
359.687,975
360.121,105
360.235,10
360.364,615
360.461,80
361.630,20
361.633,1300
361.874,10
361.879,110
361.971,15
361.975,20
361.978,10
362.048,10
362.069,255
362.073,10
362.166,20
362.169,20
362.462,15
363.170,340
363.443,615
363.846,390
364.409,340
364.998,600
365.386,525
365.823,485
366.895,375
366.899,1165
367.480,10
367.655,600
367.726,10
369.144,810
369.442,805
369.446,285
369.579,10
369.582,10
370.259,505
371.234,225
371.625,1040
372.745,385
372.750,1170
373.671,10
373.702,760
374.064,15
374.256,10
374.695,750
374.988,330
375.085,405
375.816,10
375.820,755
375.918,10
376.060,170
376.064,10
376.212,35
376.499,40
377.181,450
377.864,735
378.087,680
378.223,190
378.302,15
378.306,10
378.312,10
378.315,15
378.318,10
378.599,400
379.278,710
379.960,10
379.966,740
380.254,10
380.266,215
380.276,30
380.789,25
380.792,470
381.471,10
382.212,745
383.177,775
383.324,850
383.911,245
384.699,525
384.946,790
385.568,235
386.249,595
386.493,755
386.500,305
386.640,10
386.942,100
387.760,260
387.906,825
387.911,225
388.092,20
388.150,20
388.492,110
388.497,325
389.136,10
389.954,740
389.958,805
390.880,10
391.757,915
391.761,890
391.904,10
391.908,205
392.051,20
392.492,90
393.318,460
394.146,840
395.024,820
395.293,825
395.316,190
395.330,25
395.336,15
395.343,20
395.707,55
395.810,435
396.576,10
397.222,730
398.297,785
398.582,1370
399.412,435
400.094,410
400.100,680
400.533,10
400.973,360
401.069,425
401.072,235
401.800,10
403.311,585
403.315,1545
403.321,10
403.604,10
403.607,315
403.753,15
403.756,15
404.432,15
405.361,720
405.554,770
405.567,400
405.602,15
405.606,15
405.609,10
405.654,10
405.658,15
405.798,10
405.802,250
407.065,525
407.362,650
407.368,195
408.484,10
408.599,1260
408.869,160
408.872,10
409.308,270
409.313,445
409.844,10
409.992,510
410.003,160
410.140,10
410.185,90
410.188,10
410.819,15
411.794,720
412.187,950
412.476,400
413.062,310
414.280,570
415.117,1255
415.986,770
416.084,835
416.092,125
416.133,20
416.246,15
416.279,135
416.285,20
416.290,10
416.297,10
416.425,15
416.669,340
418.180,475
418.184,1170
419.009,15
419.838,850
420.667,795
421.398,795
422.909,705
423.592,1550
424.328,700
424.469,765
424.761,125
425.151,245
425.155,355
426.127,10
426.134,850
426.858,200
426.974,715
427.101,140
427.108,15
427.111,10
427.150,20
427.154,25
427.199,20
427.204,10
427.210,15
427.215,15
427.326,25
427.332,80
427.638,20
428.326,370
428.613,800
428.616,10
428.667,205
429.295,55
429.445,580
429.490,180
429.493,15
429.497,10
429.541,10
429.544,10
429.548,10
429.551,10
429.588,15
430.149,20
430.154,595
431.008,10
431.833,845
432.513,835
432.516,770
433.439,10
434.173,745
434.316,775
434.367,175
434.853,15
434.857,555
435.584,15
436.266,695
436.270,735
436.413,10
436.559,240
436.562,15
436.658,135
436.949,345
437.778,10
438.513,755
439.338,800
439.971,750
440.167,465
440.849,460
441.678,695
441.985,735
442.506,405
442.950,520
443.774,375
443.778,830
444.325,10
445.161,520
445.286,1065
447.089,355
447.528,1410
447.531,380
448.064,10
448.503,575
449.369,515
449.624,725
450.456,295
451.136,855
451.578,675
452.550,515
453.235,1000
453.280,590
453.285,10
453.288,10
453.292,10
453.329,15
453.475,10
453.479,255
453.768,10
453.771,345
454.645,10
455.182,710
455.185,670
455.279,15
455.282,15
455.441,175
456.449,945
456.453,10
456.498,10
456.502,15
456.505,30
456.644,15
457.840,10
457.963,1380
458.107,10
458.155,240
458.161,25
458.353,10
458.647,15
458.740,540
460.203,10
460.450,1525
460.983,230
461.275,620
461.279,250
461.572,10
462.543,250
462.646,995
462.689,180
463.128,30
463.226,325
463.912,125
464.203,785
464.737,10
465.030,765
465.714,290
466.297,620
467.177,650
467.180,560
467.808,10
468.100,1030
468.104,205
468.250,35
468.253,15
468.638,15
469.319,505
470.036,695
470.053,735
470.782,10
470.880,705
471.006,185
471.126,15
471.146,10
471.415,25
471.419,505
472.098,10
472.928,685
473.659,790
474.048,755
474.593,305
474.633,555
474.638,15
474.641,15
474.644,10
474.782,10
474.786,10
474.789,10
475.998,15
476.002,1335
476.047,10
476.050,10
476.053,45
476.145,135
476.534,450
476.537,10
476.680,10
476.684,40
476.973,255
478.777,370
480.191,1510
480.727,1425
480.731,505
480.775,10
480.779,15
480.785,10
481.457,10
481.461,705
482.092,10
482.096,635
482.823,10
483.513,710
483.652,745
483.798,260
483.802,10
484.188,420
484.523,10
484.724,210
484.735,295
484.773,15
485.017,235
485.021,10
486.177,675
486.580,535
486.758,300
487.942,275
487.946,1230
487.990,10
487.993,10
488.137,15
488.140,20
488.189,20
488.192,10
488.235,205
488.238,25
488.380,20
488.384,20
489.600,370
490.185,915
490.189,560
491.013,10
491.017,850
491.891,15
491.895,780
491.940,10
491.943,20
491.948,40
492.134,190
492.138,10
492.183,10
492.187,10
492.190,15
492.238,10
492.242,20
492.250,10
493.207,330
493.211,760
493.993,10
494.072,755
494.793,10
495.610,800
495.696,815
496.577,15
496.864,900
497.551,340
497.594,650
497.598,20
497.601,15
497.605,10
497.643,15
497.653,10
497.661,10
497.667,10
497.692,10
497.719,10
497.740,10
497.743,10
497.748,10
498.228,15
498.232,590
499.057,10
499.887,860
500.620,840
501.449,695
501.544,885
502.285,10
502.664,705
502.957,690
503.347,215
504.761,660
505.736,1040
507.004,890
508.661,1325
509.636,1730
509.880,1140
510.758,305
511.591,570
512.421,875
513.097,845
514.616,705
515.047,1460
515.488,505
516.315,455
516.558,830
517.269,280
517.436,545
518.120,320
518.996,690
519.093,770
519.250,215
519.337,205
519.340,10
520.656,340
521.287,805
521.436,865
521.729,215
522.408,645
523.091,220
523.237,675
523.529,215
523.946,190
524.066,415
524.750,215
525.041,620
525.630,290
525.724,525
526.308,230
527.138,555
527.293,825
527.674,205
527.820,560
528.941,455
529.246,830
530.260,420
530.452,905
530.458,10
530.598,160
530.604,10
531.037,325
531.042,10
531.184,130
532.549,940
533.231,495
533.670,720
534.011,380
534.499,295
534.502,615
534.791,245
534.796,10
537.033,1230
537.094,365
537.813,445
537.960,1015
538.399,195
538.405,355
539.228,10
539.763,835
539.767,510
540.007,10
540.111,10
541.080,275
541.324,1025
541.424,310
541.567,185
543.030,480
543.371,1020
543.810,415
544.496,390
545.572,760
545.906,925
545.910,380
546.052,10
546.101,200
546.104,15
546.198,15
546.202,10
546.250,10
546.296,170
547.417,890
547.567,205
547.761,210
548.831,435
548.835,810
548.977,10
549.032,165
550.346,540
550.589,760
550.635,270
550.830,205
550.833,10
550.879,135
551.036,185
551.322,235
552.146,525
552.149,315
552.195,25
552.198,15
552.201,10
552.585,10
553.511,420
553.659,1045
553.820,215
554.391,410
554.535,200
554.548,10
554.633,210
555.754,355
555.900,775
556.046,190
556.251,205
557.140,450
557.558,430
557.706,425
557.709,175
558.242,15
558.533,810
558.541,10
558.866,240
558.971,165
559.141,210
559.215,175
559.361,15
559.365,10
559.410,10
560.336,860
560.780,215
561.458,400
561.750,725
562.822,275
562.830,1000
563.121,10
564.918,375
564.923,1805
565.016,15
565.218,15
565.357,360
566.333,930
566.479,240
567.844,1145
568.819,255
568.825,885
568.867,20
568.971,210
569.209,190
569.213,15
569.257,25
569.260,30
569.264,20
569.358,30
569.977,270
571.062,310
571.451,1220
571.458,360
573.256,15
574.912,1835
574.919,1715
575.887,10
575.890,720
576.036,225
576.477,10
576.716,555
576.722,220
577.302,35
577.496,495
577.984,185
579.349,625
580.616,1350
581.061,1210
581.737,530
582.177,655
582.423,425
583.107,290
583.687,470
584.520,790
585.646,865
585.802,1160
588.514,830
589.940,1945
591.293,1535
592.755,1275
592.758,1395
593.001,10
593.096,10
593.099,405
593.295,10
594.512,20
594.517,1360
594.520,20
594.523,15
594.561,15
594.854,25
594.857,250
594.900,20
594.903,10
594.906,15
594.910,15
594.949,10
594.992,10
594.997,15
595.002,10
595.005,10
595.008,10
595.046,10
595.050,10
595.053,15
595.095,15
595.099,25
595.109,25
595.120,20
595.192,25
595.195,25
595.199,25
595.202,30
596.314,35
596.317,1205
596.460,30
596.661,200
596.706,15
596.731,10
596.770,15
596.788,15
597.049,40
597.055,15
597.289,315
597.292,280
598.410,10
598.556,1115
598.560,100
598.605,40
598.608,25
598.612,25
598.728,20
598.751,20
598.755,20
598.800,15
598.804,15
598.807,15
598.811,15
598.853,15
598.875,30
598.932,90
598.975,20
599.242,20
599.287,15
600.068,35
600.214,1190
600.361,275
600.604,215
600.607,30
600.753,35
601.042,290
601.335,55
601.627,285
602.310,390
602.993,650
603.537,745
603.821,455
603.825,340
604.309,45
604.653,380
604.943,660
605.640,250
606.162,485
606.454,515
606.746,240
606.749,325
607.039,60
607.042,255
607.283,275
607.432,70
608.258,565
608.702,340
608.989,480
609.150,235
609.379,70
609.671,265
609.819,485
609.967,55
610.067,240
610.211,70
611.768,450
612.158,1145
612.305,430
613.815,75
613.819,1530
614.254,70
614.402,445
614.557,275
615.375,445
