df_hash,22ZHK4.KZN26T
431.933,68
432.808,69
434.027,73
434.933,72
435.782,69
437.001,73
437.878,72
438.804,69
440.023,54
441.144,12
441.825,16
443.411,15
443.827,17
444.754,21
445.922,20
446.800,24
447.726,0
448.898,26
449.824,28
450.700,17
451.873,16
452.841,19
453.674,17
454.844,31
456.062,25
456.842,0
457.969,41
459.046,1
459.622,0
460.798,10
461.961,14
462.641,23
463.908,43
464.691,10
465.569,4
466.837,28
467.665,27
468.542,20
469.765,22
470.639,21
471.564,24
472.734,26
473.614,37
474.588,33
475.709,33
476.637,35
477.464,34
478.686,24
479.611,31
480.483,32
481.851,0
482.561,0
483.507,0
484.631,0
485.896,0
486.434,0
487.604,16
488.773,0
489.409,13
490.623,14
491.700,15
492.391,18
493.987,22
494.485,22
495.404,26
496.571,54
497.546,44
498.424,47
499.547,51
500.425,55
501.333,37
502.567,48
503.428,25
504.322,27
505.544,24
506.372,31
507.251,30
508.469,0
509.348,0
510.226,0
511.447,33
512.414,36
513.200,33
514.420,32
515.394,26
516.223,24
517.395,31
518.319,31
519.240,18
520.458,20
521.242,28
522.173,27
523.350,31
524.407,36
525.141,40
526.406,50
527.283,39
528.166,28
529.384,18
530.214,16
531.089,22
532.261,16
533.186,21
534.065,0
535.235,0
536.161,13
537.134,18
538.259,27
539.142,37
540.105,43
541.225,36
542.301,35
543.279,36
544.203,24
545.226,23
545.959,0
547.183,0
548.054,0
549.027,0
550.150,38
551.029,36
551.994,35
553.124,35
554.056,43
555.120,39
556.197,39
557.027,40
557.996,35
559.130,34
559.994,27
560.892,33
562.094,24
563.115,0
563.901,0
565.067,0
565.896,0
566.826,20
568.285,0
568.965,0
569.798,14
570.967,11
572.039,15
572.770,18
573.942,1
574.869,0
575.745,0
577.159,0
577.840,0
578.961,32
579.890,22
581.055,0
581.696,17
583.046,16
583.788,16
584.961,21
585.836,28
586.798,29
587.668,28
588.955,29
589.737,35
590.614,25
591.832,13
592.709,9
593.587,10
594.806,6
595.685,30
596.615,0
597.828,21
598.702,0
599.535,0
600.799,1
601.679,33
602.557,21
603.776,0
604.608,29
605.531,0
606.700,21
607.590,15
608.697,0
609.720,0
610.566,0
611.478,0
612.654,0
613.576,0
614.549,0
615.625,0
