df_hash,22ZHK4.DL526H
318.528,35.219
319.555,35.188
320.479,35.156
321.475,35.188
322.477,35.188
323.456,35.219
324.476,35.219
325.469,35.219
326.484,35.219
327.453,35.250
328.488,35.219
329.470,35.250
330.472,35.281
331.447,35.281
332.471,35.281
333.487,35.250
334.474,35.281
335.445,35.281
336.515,35.312
337.444,35.312
338.467,35.344
339.442,35.344
340.466,35.312
341.447,35.312
342.467,35.312
343.440,35.375
344.707,35.375
345.439,35.344
346.462,35.344
347.491,35.344
348.461,35.375
349.485,35.344
350.460,35.375
351.487,35.375
352.477,35.375
353.482,35.375
354.506,35.344
355.481,35.375
356.456,35.406
357.480,35.375
358.455,35.344
359.479,35.312
360.454,35.312
361.477,35.344
362.501,35.344
363.478,35.344
364.470,35.375
365.475,35.344
366.453,35.344
367.474,35.375
368.449,35.344
369.764,35.375
370.447,35.375
371.500,35.344
372.446,35.312
373.469,35.312
374.546,35.281
375.469,35.312
376.453,35.281
377.472,35.312
378.442,35.312
379.491,35.250
380.540,35.281
381.465,35.312
382.440,35.312
383.540,35.312
384.439,35.312
385.462,35.312
386.684,35.281
387.461,35.281
388.436,35.281
389.460,35.312
390.581,35.312
391.459,35.281
392.434,35.281
393.458,35.344
394.482,35.406
395.457,35.406
396.431,35.406
397.509,35.406
398.478,35.406
399.556,35.406
400.458,35.281
401.452,35.344
402.476,35.312
403.451,35.312
404.475,35.281
405.499,35.281
406.474,35.312
407.449,35.281
408.472,35.250
409.448,35.250
410.471,35.375
411.692,35.312
412.470,35.344
413.496,35.344
414.471,35.281
415.638,35.281
416.467,35.250
417.449,35.281
418.483,35.312
419.441,35.344
420.666,35.344
421.440,35.344
422.463,35.344
423.443,35.344
424.462,35.375
425.591,35.375
426.465,35.344
427.525,35.375
428.514,35.375
429.450,35.344
430.459,35.344
431.680,35.375
432.458,35.344
433.432,35.344
434.456,35.312
435.480,35.250
436.454,35.281
437.430,35.281
438.454,35.281
439.482,35.312
440.457,35.281
441.427,35.281
442.451,35.281
443.426,35.281
444.508,35.281
445.433,35.406
446.710,35.375
447.474,35.375
448.448,35.375
449.471,35.344
450.481,35.375
451.472,35.375
452.594,35.406
453.486,35.375
454.444,35.375
455.516,35.375
456.688,35.406
457.477,35.406
458.441,35.375
459.466,35.375
460.447,35.344
461.463,35.375
462.442,35.344
463.463,35.344
464.445,35.344
465.487,35.312
466.485,35.344
467.560,35.375
468.445,35.375
469.459,35.406
470.434,35.438
471.898,35.438
472.432,35.438
473.461,35.469
474.431,35.469
475.467,35.500
476.479,35.438
477.454,35.406
478.431,35.438
479.463,35.406
480.438,35.406
481.451,35.375
482.493,35.375
483.450,35.312
484.623,35.312
485.498,35.281
486.767,35.281
487.448,35.312
488.422,35.312
489.446,35.312
490.427,35.281
491.494,35.281
492.713,35.281
493.444,35.344
494.419,35.312
495.442,35.344
496.466,35.375
497.441,35.375
498.465,35.344
499.490,35.375
500.463,35.375
501.438,35.406
502.462,35.406
503.462,35.406
504.461,35.406
505.485,35.375
506.460,35.375
507.581,35.375
508.459,35.406
509.483,35.406
510.458,35.406
511.433,35.406
512.456,35.344
513.431,35.375
514.523,35.375
515.475,35.344
516.454,35.344
517.432,35.312
518.453,35.281
519.439,35.281
520.649,35.281
521.427,35.281
