df_hash,22ZHK4.DL526H
430.509,80
431.384,80
432.311,80
433.481,80
434.398,80
435.284,80
436.457,80
437.333,80
438.258,80
439.428,76
440.362,74
441.232,71
442.431,65
443.328,68
444.206,62
445.425,64
446.529,64
447.179,64
448.350,63
449.276,72
450.202,68
451.323,67
452.250,67
453.423,76
454.346,80
455.223,82
456.104,82
457.326,82
458.197,82
459.123,81
460.296,81
461.298,81
462.048,81
463.267,81
464.215,82
465.022,81
466.242,81
467.167,81
467.996,81
469.263,82
470.096,82
471.121,82
472.188,82
473.067,82
473.992,82
475.455,84
476.043,85
476.966,84
478.136,84
479.013,84
479.940,84
481.110,84
482.036,84
482.913,85
484.091,85
485.011,85
485.887,85
487.063,84
487.983,84
488.861,83
490.031,83
490.957,83
491.834,82
493.055,82
493.931,82
494.817,82
496.029,82
496.910,82
497.782,82
499.001,82
499.878,82
500.787,82
501.975,82
502.852,82
503.731,82
504.948,82
505.827,82
506.752,82
507.926,82
508.800,83
509.726,83
510.896,83
511.822,84
512.700,83
513.870,86
514.826,87
515.722,87
516.843,86
517.770,84
518.647,82
519.817,80
520.744,81
521.623,80
