df_hash,22ZHK4.DL526H
431.387,0
432.314,0
433.484,0
434.403,0
435.287,0
436.554,0
437.336,0
438.262,0
439.477,27
440.452,27
441.235,36
442.435,35
443.331,31
444.209,38
445.428,0
446.602,27
447.183,31
448.355,29
449.279,37
450.205,33
451.337,29
452.253,26
453.426,54
454.351,66
455.226,57
456.150,57
457.467,54
458.200,53
459.129,58
460.440,59
461.301,55
462.055,54
463.270,62
464.437,64
465.025,56
466.295,58
467.177,52
467.999,49
469.267,48
470.239,49
471.165,57
472.201,60
473.264,59
473.995,46
475.459,54
476.237,49
476.969,29
478.139,23
479.016,24
479.945,28
481.117,22
482.044,25
482.919,38
484.427,49
485.058,54
485.892,52
487.307,55
487.989,58
488.866,56
490.036,53
490.960,50
491.838,58
493.107,52
493.934,43
494.909,42
496.032,43
497.197,44
497.785,42
499.004,46
499.881,48
500.790,37
501.978,20
502.856,24
504.025,22
504.952,16
505.926,19
506.758,20
508.120,25
508.804,27
509.729,30
510.899,30
511.826,37
512.703,31
513.873,39
515.091,40
515.726,38
516.847,35
517.773,62
518.650,62
519.821,50
520.748,43
521.819,18
