df_hash,22ZHK4.DL526H
388.288,1.074
388.318,1.074
388.348,1.074
388.378,1.070
388.408,1.071
388.438,1.070
388.468,1.066
388.498,1.066
388.528,1.078
388.558,1.075
388.588,1.074
388.618,1.074
388.648,1.076
388.678,1.071
388.708,1.068
388.738,1.074
388.768,1.076
388.798,1.076
388.828,1.075
388.858,1.071
388.888,1.073
388.918,1.072
388.948,1.068
388.978,1.070
389.008,1.068
389.038,1.071
389.068,1.072
389.098,1.070
389.128,1.074
389.158,1.075
389.188,1.070
389.218,1.070
389.248,1.070
389.278,1.073
389.308,1.066
389.338,1.070
389.368,1.077
389.398,1.072
389.428,1.073
389.458,1.070
389.488,1.074
389.518,1.074
389.548,1.076
389.578,1.074
389.608,1.076
389.638,1.069
389.668,1.072
389.698,1.070
389.728,1.066
389.758,1.071
389.788,1.070
389.818,1.068
389.848,1.076
389.878,1.075
389.908,1.073
389.938,1.071
389.968,1.069
389.998,1.067
390.028,1.066
390.058,1.067
390.088,1.069
390.118,1.062
390.148,1.075
390.178,1.077
390.208,1.068
390.238,1.072
390.268,1.072
390.298,1.066
390.328,1.071
390.358,1.078
390.388,1.076
390.418,1.076
390.448,1.074
390.478,1.069
390.508,1.066
390.538,1.067
390.568,1.070
390.598,1.071
390.628,1.070
390.658,1.068
390.688,1.074
390.718,1.071
390.748,1.072
390.778,1.068
390.808,1.072
390.838,1.071
390.868,1.066
390.898,1.069
390.928,1.073
390.958,1.073
390.988,1.072
391.018,1.076
391.048,1.072
391.078,1.069
391.108,1.070
391.138,1.071
391.168,1.079
391.198,1.074
391.228,1.071
391.258,1.075
391.288,1.072
391.318,1.072
391.348,1.066
391.378,1.066
391.408,1.066
391.438,1.071
391.468,1.073
391.498,1.080
391.528,1.073
391.558,1.073
391.588,1.071
391.618,1.068
391.648,1.075
391.678,1.068
391.708,1.066
391.738,1.069
391.768,1.071
391.798,1.070
391.828,1.070
391.858,1.068
391.888,1.070
391.918,1.076
391.948,1.074
391.978,1.071
392.008,1.072
392.038,1.070
392.068,1.076
392.098,1.076
392.128,1.066
392.158,1.072
392.188,1.078
392.218,1.075
392.248,1.067
392.278,1.069
392.308,1.066
392.338,1.068
392.368,1.065
392.398,1.066
392.428,1.069
392.458,1.078
392.488,1.084
392.518,1.068
392.548,1.049
392.578,1.036
392.608,1.048
392.638,1.049
392.668,1.073
392.698,1.092
392.728,1.117
392.758,1.112
392.788,1.102
392.818,1.104
392.848,1.078
392.878,1.041
392.908,1.008
392.938,0.989
392.968,1.015
392.998,1.060
393.028,1.082
393.058,1.111
393.088,1.150
393.118,1.188
393.148,1.147
393.178,1.106
393.208,1.051
393.238,1.017
393.268,0.954
393.298,0.931
393.328,0.976
393.358,1.032
393.388,1.098
393.418,1.106
393.448,1.112
393.478,1.071
393.508,1.063
393.538,1.035
393.568,1.019
393.598,1.079
393.628,1.118
393.658,1.195
393.688,1.187
393.718,1.115
393.748,1.071
393.778,0.997
393.808,0.958
393.838,0.995
393.868,1.015
393.898,1.087
393.928,1.093
393.958,1.076
393.988,1.031
394.018,1.016
394.048,0.990
394.078,1.021
394.108,1.051
394.138,1.072
394.168,1.127
394.198,1.107
394.228,1.147
394.258,1.122
394.288,1.039
394.318,0.979
394.348,1.043
394.378,1.099
394.408,1.085
394.438,1.195
394.468,1.228
394.498,1.184
394.528,1.106
394.558,1.051
394.588,1.022
394.618,0.996
394.648,0.944
394.678,0.990
394.708,0.963
394.738,0.983
394.768,1.035
394.798,1.024
394.828,1.018
394.858,1.077
394.888,1.204
394.918,1.297
394.948,1.314
394.978,1.235
395.008,1.119
395.038,1.006
395.068,0.967
395.098,0.971
395.128,1.019
395.158,1.023
395.188,1.031
395.218,1.079
395.248,1.091
395.278,1.070
395.308,1.053
395.338,1.024
395.368,1.060
395.398,1.042
395.428,1.037
395.458,1.074
395.488,1.068
395.518,1.058
395.548,1.068
395.578,1.066
395.608,1.062
395.638,1.070
395.668,1.071
395.698,1.084
395.728,1.090
395.758,1.088
395.788,1.085
395.818,1.093
395.848,1.091
395.878,1.086
395.908,1.081
395.938,1.077
395.968,1.070
395.998,1.069
396.028,1.078
396.058,1.077
396.088,1.074
396.118,1.070
396.148,1.081
396.178,1.090
396.208,1.092
396.238,1.079
396.268,1.078
396.298,1.078
396.328,1.079
396.358,1.074
396.388,1.070
396.418,1.087
396.448,1.081
396.478,1.069
396.508,1.082
396.538,1.088
396.568,1.103
396.598,1.074
396.628,1.091
396.658,1.115
396.688,1.099
396.718,1.091
396.748,1.099
396.778,1.095
396.808,1.085
396.838,1.036
396.868,1.052
396.898,1.062
396.928,1.054
396.958,1.045
396.988,1.034
397.018,1.064
397.048,1.097
397.078,1.115
397.108,1.100
397.138,1.090
397.168,1.102
397.198,1.106
397.228,1.105
397.258,1.110
397.288,1.103
397.318,1.094
397.348,1.078
397.378,1.080
397.408,1.082
397.438,1.091
397.468,1.085
397.498,1.087
397.528,1.090
397.558,1.097
397.588,1.098
397.618,1.101
397.648,1.107
397.678,1.100
397.708,1.088
397.738,1.089
397.768,1.098
397.798,1.098
397.828,1.087
397.858,1.093
397.888,1.097
397.918,1.093
397.948,1.090
397.978,1.089
398.008,1.092
398.038,1.091
398.068,1.086
398.098,1.086
398.128,1.086
398.158,1.079
398.188,1.087
398.218,1.092
398.248,1.093
398.278,1.093
398.308,1.096
398.338,1.096
398.368,1.091
398.398,1.081
398.428,1.085
398.458,1.088
398.488,1.087
398.518,1.087
398.548,1.092
398.578,1.095
398.608,1.090
398.638,1.087
398.668,1.087
398.698,1.089
398.728,1.093
398.758,1.088
398.788,1.094
398.818,1.087
398.848,1.086
398.878,1.090
398.908,1.097
398.938,1.095
398.968,1.091
398.998,1.091
399.028,1.090
399.058,1.089
399.088,1.090
399.118,1.087
399.148,1.100
399.178,1.096
399.208,1.093
399.238,1.095
399.268,1.091
399.298,1.086
399.328,1.085
399.358,1.085
399.388,1.088
399.418,1.091
399.448,1.092
399.478,1.090
399.508,1.087
399.538,1.092
399.568,1.092
399.598,1.090
399.628,1.095
399.658,1.092
399.688,1.090
399.718,1.087
399.748,1.086
399.778,1.090
399.808,1.093
399.838,1.085
399.868,1.081
399.898,1.086
399.928,1.092
399.958,1.093
399.988,1.090
400.018,1.088
400.048,1.087
400.078,1.090
400.108,1.092
400.138,1.086
400.168,1.088
400.198,1.095
400.228,1.091
400.258,1.090
400.288,1.093
400.318,1.093
400.348,1.095
400.378,1.098
400.408,1.115
400.438,1.109
400.468,1.116
400.498,1.121
400.528,1.119
400.558,1.117
400.588,1.143
400.618,1.129
400.648,1.119
400.678,1.115
400.708,1.107
400.738,1.107
400.768,1.086
400.798,1.070
400.828,1.050
400.858,1.032
400.888,1.031
400.918,1.029
400.948,1.034
400.978,1.042
401.008,1.059
401.038,1.068
401.068,1.068
401.098,1.067
401.128,1.062
401.158,1.069
401.188,1.077
401.218,1.089
401.248,1.085
401.278,1.078
401.308,1.080
401.338,1.076
401.368,1.075
401.398,1.070
401.428,1.060
401.458,1.080
401.488,1.075
401.518,1.076
401.548,1.095
401.578,1.098
401.608,1.074
401.638,1.061
401.668,1.063
401.698,1.067
401.728,1.055
401.758,1.050
401.788,1.090
401.818,1.102
401.848,1.111
401.878,1.119
401.908,1.103
401.938,1.095
401.968,1.096
401.998,1.079
402.028,1.087
402.058,1.084
402.088,1.075
402.118,1.081
402.148,1.088
402.178,1.080
402.208,1.090
402.238,1.085
402.268,1.086
402.298,1.079
402.328,1.079
402.358,1.081
402.388,1.083
402.418,1.081
402.448,1.078
402.478,1.089
402.508,1.088
402.538,1.078
402.568,1.091
402.598,1.081
402.628,1.065
402.658,1.047
402.688,1.044
402.718,1.037
402.748,1.042
402.778,1.108
402.808,1.253
402.838,1.233
402.868,1.175
402.898,1.079
402.928,0.996
402.958,0.944
402.988,0.916
403.018,0.991
403.048,1.077
403.078,1.107
403.108,1.164
403.138,1.187
403.168,1.113
403.198,1.032
403.228,0.964
403.258,0.947
403.288,0.950
403.318,0.982
403.348,1.062
403.378,1.151
403.408,1.196
403.438,1.192
403.468,1.129
403.498,1.093
403.528,1.076
403.558,1.079
403.588,1.093
403.618,1.090
403.648,1.096
403.678,1.080
403.708,1.073
403.738,1.070
403.768,1.055
403.798,1.059
403.828,1.062
403.858,1.038
403.888,0.995
403.918,0.993
403.948,1.022
403.978,1.060
404.008,1.074
404.038,1.085
404.068,1.067
404.098,1.100
404.128,1.122
404.158,1.126
404.188,1.120
404.218,1.141
404.248,1.131
404.278,1.110
404.308,1.124
404.338,1.101
404.368,1.077
404.398,1.086
404.428,1.077
404.458,1.072
404.488,1.063
404.518,1.061
404.548,1.071
404.578,1.049
404.608,1.036
404.638,1.017
404.668,1.042
404.698,1.039
404.728,1.055
404.758,1.052
404.788,1.068
404.818,1.084
404.848,1.083
404.878,1.083
404.908,1.092
404.938,1.085
404.968,1.071
404.998,1.071
405.028,1.074
405.058,1.084
405.088,1.077
405.118,1.070
405.148,1.072
405.178,1.071
405.208,1.076
405.238,1.071
405.268,1.071
405.298,1.070
405.328,1.076
405.358,1.080
405.388,1.085
405.418,1.081
405.448,1.081
405.478,1.072
405.508,1.072
405.538,1.068
405.568,1.068
405.598,1.075
405.628,1.085
405.658,1.084
405.688,1.084
405.718,1.077
405.748,1.077
405.778,1.071
405.808,1.071
405.838,1.071
405.868,1.076
405.898,1.067
405.928,1.068
405.958,1.077
405.988,1.079
406.018,1.076
406.048,1.078
406.078,1.076
406.108,1.074
406.138,1.079
406.168,1.077
406.198,1.075
406.228,1.072
406.258,1.072
406.288,1.076
406.318,1.079
406.348,1.077
406.378,1.077
406.408,1.076
406.438,1.077
406.468,1.070
406.498,1.078
406.528,1.078
406.558,1.074
406.588,1.072
406.618,1.078
406.648,1.080
406.678,1.073
406.708,1.073
406.738,1.075
406.768,1.077
406.798,1.076
406.828,1.070
406.858,1.076
406.888,1.083
406.918,1.081
406.948,1.075
406.978,1.073
407.008,1.077
407.038,1.076
407.068,1.077
407.098,1.076
407.128,1.078
407.158,1.074
407.188,1.070
407.218,1.073
407.248,1.074
407.278,1.073
407.308,1.077
407.338,1.075
407.368,1.075
407.398,1.078
407.428,1.075
407.458,1.078
407.488,1.077
407.518,1.075
407.548,1.074
407.578,1.074
407.608,1.074
407.638,1.075
407.668,1.073
407.698,1.075
407.728,1.076
407.758,1.074
407.788,1.076
407.818,1.083
407.848,1.084
407.878,1.079
407.908,1.074
407.938,1.080
407.968,1.068
407.998,1.067
408.028,1.080
408.058,1.084
408.088,1.074
408.118,1.078
408.148,1.090
408.178,1.096
408.208,1.115
408.238,1.125
408.268,1.110
408.298,1.116
408.328,1.104
408.358,1.093
408.388,1.087
408.418,1.076
408.448,1.075
408.478,1.101
408.508,1.112
408.538,1.108
408.568,1.097
408.598,1.088
408.628,1.073
408.658,1.083
408.688,1.076
408.718,1.073
408.748,1.066
408.778,1.055
408.808,1.055
408.838,1.061
408.868,1.072
408.898,1.047
408.928,1.037
408.958,1.045
408.988,1.053
409.018,1.043
409.048,1.042
409.078,1.054
409.108,1.069
409.138,1.059
409.168,1.059
409.198,1.055
409.228,1.054
409.258,1.059
409.288,1.062
409.318,1.057
409.348,1.063
409.378,1.062
409.408,1.061
409.438,1.052
409.468,1.069
409.498,1.075
409.528,1.065
409.558,1.070
409.588,1.074
409.618,1.079
409.648,1.085
409.678,1.070
409.708,1.066
409.738,1.074
409.768,1.070
409.798,1.061
409.828,1.055
409.858,1.059
409.888,1.068
409.918,1.086
409.948,1.089
409.978,1.098
410.008,1.100
410.038,1.077
410.068,1.069
410.098,1.063
410.128,1.061
410.158,1.070
410.188,1.075
410.218,1.089
410.248,1.085
410.278,1.084
410.308,1.078
410.338,1.073
410.368,1.070
410.398,1.077
410.428,1.087
410.458,1.097
410.488,1.093
410.518,1.079
410.548,1.085
410.578,1.078
410.608,1.073
410.638,1.070
410.668,1.071
410.698,1.076
410.728,1.080
410.758,1.082
410.788,1.080
410.818,1.074
410.848,1.081
410.878,1.074
410.908,1.070
410.938,1.070
410.968,1.061
410.998,1.064
411.028,1.069
411.058,1.059
411.088,1.069
411.118,1.069
411.148,1.070
411.178,1.070
411.208,1.071
411.238,1.076
411.268,1.070
411.298,1.081
411.328,1.072
411.358,1.068
411.388,1.060
411.418,1.055
411.448,1.059
411.478,1.065
411.508,1.082
411.538,1.072
411.568,1.064
411.598,1.061
411.628,1.065
411.658,1.067
411.688,1.065
411.718,1.083
411.748,1.093
411.778,1.094
411.808,1.089
411.838,1.083
411.868,1.079
411.898,1.082
411.928,1.076
411.958,1.086
411.988,1.088
412.018,1.075
412.048,1.078
412.078,1.077
412.108,1.076
412.138,1.080
412.168,1.084
412.198,1.081
412.228,1.081
412.258,1.080
412.288,1.086
412.318,1.086
412.348,1.084
412.378,1.088
412.408,1.082
412.438,1.076
412.468,1.081
412.498,1.076
412.528,1.074
412.558,1.074
412.588,1.071
412.618,1.081
412.648,1.080
412.678,1.074
412.708,1.077
412.738,1.071
412.768,1.071
412.798,1.076
412.828,1.071
412.858,1.072
412.888,1.069
412.918,1.079
412.948,1.074
412.978,1.073
413.008,1.077
413.038,1.072
413.068,1.073
413.098,1.080
413.128,1.078
413.158,1.070
413.188,1.066
413.218,1.070
413.248,1.072
413.278,1.073
413.308,1.076
413.338,1.077
413.368,1.079
413.398,1.074
413.428,1.078
413.458,1.075
413.488,1.072
413.518,1.070
413.548,1.070
413.578,1.068
413.608,1.075
413.638,1.075
413.668,1.076
413.698,1.076
413.728,1.077
413.758,1.076
413.788,1.075
413.818,1.072
413.848,1.076
413.878,1.081
413.908,1.073
413.938,1.073
413.968,1.077
413.998,1.079
414.028,1.077
414.058,1.075
414.088,1.078
414.118,1.076
414.148,1.075
414.178,1.077
414.208,1.071
414.238,1.069
414.268,1.072
414.298,1.076
414.328,1.074
414.358,1.073
414.388,1.075
414.418,1.075
414.448,1.075
414.478,1.074
414.508,1.070
414.538,1.074
414.568,1.069
414.598,1.074
414.628,1.075
414.658,1.074
414.688,1.074
414.718,1.075
414.748,1.074
414.778,1.073
414.808,1.075
414.838,1.080
414.868,1.077
414.898,1.077
414.928,1.076
414.958,1.074
414.988,1.076
415.018,1.073
415.048,1.069
415.078,1.077
415.108,1.075
415.138,1.076
415.168,1.070
415.198,1.071
415.228,1.076
415.258,1.073
415.288,1.069
415.318,1.076
415.348,1.077
415.378,1.079
415.408,1.078
415.438,1.072
415.468,1.075
415.498,1.077
415.528,1.070
415.558,1.069
415.588,1.074
415.618,1.080
415.648,1.076
415.678,1.075
415.708,1.075
415.738,1.072
415.768,1.073
415.798,1.070
415.828,1.071
415.858,1.071
415.888,1.075
415.918,1.073
415.948,1.075
415.978,1.075
416.008,1.074
416.038,1.081
416.068,1.076
416.098,1.082
416.128,1.070
416.158,1.069
416.188,1.071
416.218,1.070
416.248,1.072
416.278,1.075
416.308,1.071
416.338,1.069
416.368,1.073
416.398,1.082
416.428,1.080
416.458,1.072
416.488,1.070
416.518,1.069
416.548,1.074
416.578,1.076
416.608,1.070
416.638,1.074
416.668,1.072
416.698,1.072
416.728,1.076
416.758,1.077
416.788,1.074
416.818,1.071
416.848,1.067
416.878,1.071
416.908,1.080
416.938,1.076
416.968,1.075
416.998,1.076
417.028,1.076
417.058,1.072
417.088,1.070
417.118,1.073
417.148,1.079
417.178,1.074
417.208,1.072
417.238,1.079
417.268,1.074
417.298,1.069
417.328,1.073
417.358,1.073
417.388,1.073
417.418,1.072
417.448,1.080
417.478,1.080
417.508,1.077
417.538,1.078
417.568,1.074
417.598,1.082
417.628,1.074
417.658,1.069
417.688,1.070
417.718,1.076
417.748,1.077
417.778,1.072
417.808,1.075
417.838,1.078
417.868,1.076
417.898,1.070
417.928,1.075
417.958,1.080
417.988,1.082
418.018,1.075
418.048,1.072
418.078,1.070
418.108,1.076
418.138,1.077
418.168,1.072
418.198,1.078
418.228,1.078
418.258,1.082
418.288,1.069
418.318,1.070
418.348,1.075
418.378,1.076
418.408,1.073
418.438,1.068
418.468,1.075
418.498,1.077
418.528,1.075
418.558,1.075
418.588,1.076
418.618,1.066
418.648,1.070
418.678,1.081
418.708,1.085
418.738,1.075
418.768,1.071
418.798,1.073
418.828,1.073
418.858,1.069
418.888,1.072
418.918,1.067
418.948,1.077
418.978,1.078
419.008,1.077
419.038,1.074
419.068,1.074
419.098,1.081
419.128,1.076
419.158,1.072
419.188,1.077
419.218,1.073
419.248,1.071
419.278,1.075
419.308,1.077
419.338,1.070
419.368,1.068
419.398,1.067
419.428,1.073
419.458,1.076
419.488,1.079
419.518,1.078
419.548,1.078
419.578,1.072
419.608,1.074
419.638,1.076
419.668,1.074
419.698,1.075
419.728,1.076
419.758,1.076
419.788,1.074
419.818,1.075
419.848,1.075
419.878,1.069
419.908,1.068
419.938,1.078
419.968,1.078
419.998,1.070
420.028,1.076
420.058,1.079
420.088,1.071
420.118,1.068
420.148,1.076
420.178,1.069
420.208,1.070
420.238,1.076
420.268,1.073
420.298,1.056
420.328,1.035
420.358,1.061
420.388,1.076
420.418,1.097
420.448,1.114
420.478,1.114
420.508,1.086
420.538,1.067
420.568,1.070
420.598,1.063
420.628,1.062
420.658,1.051
420.688,1.056
420.718,1.058
420.748,1.071
420.778,1.083
420.808,1.085
420.838,1.082
420.868,1.076
420.898,1.074
420.928,1.071
420.958,1.066
420.988,1.068
421.018,1.066
421.048,1.060
421.078,1.061
421.108,1.074
421.138,1.066
421.168,1.075
421.198,1.081
421.228,1.076
421.258,1.072
421.288,1.076
421.318,1.068
421.348,1.076
421.378,1.063
421.408,1.067
421.438,1.076
421.468,1.073
421.498,1.070
421.528,1.074
421.558,1.077
421.588,1.078
421.618,1.078
421.648,1.080
421.678,1.064
421.708,1.073
421.738,1.078
421.768,1.070
421.798,1.067
421.828,1.071
421.858,1.066
421.888,1.071
421.918,1.074
421.948,1.074
421.978,1.074
422.008,1.073
422.038,1.075
422.068,1.073
422.098,1.071
422.128,1.066
422.158,1.071
422.188,1.076
422.218,1.070
422.248,1.070
422.278,1.070
422.308,1.066
422.338,1.075
422.368,1.077
422.398,1.074
422.428,1.069
422.458,1.069
422.488,1.072
422.518,1.073
422.548,1.063
422.578,1.070
422.608,1.078
422.638,1.074
422.668,1.074
422.698,1.073
422.728,1.074
422.758,1.075
422.788,1.070
422.818,1.064
422.848,1.074
422.878,1.074
422.908,1.067
422.938,1.068
422.968,1.078
422.998,1.074
423.028,1.070
423.058,1.074
423.088,1.074
423.118,1.075
423.148,1.071
423.178,1.069
423.208,1.067
423.238,1.067
423.268,1.069
423.298,1.074
423.328,1.073
423.358,1.073
423.388,1.076
423.418,1.078
423.448,1.078
423.478,1.072
423.508,1.069
423.538,1.072
423.568,1.077
423.598,1.069
423.628,1.073
423.658,1.071
423.688,1.071
423.718,1.073
423.748,1.077
423.778,1.076
423.808,1.079
423.838,1.075
423.868,1.064
423.898,1.065
423.928,1.073
423.958,1.071
423.988,1.075
424.018,1.074
424.048,1.071
424.078,1.072
424.108,1.078
424.138,1.076
424.168,1.072
424.198,1.069
424.228,1.068
424.258,1.070
424.288,1.074
424.318,1.074
424.348,1.069
424.378,1.068
424.408,1.071
424.438,1.077
424.468,1.076
424.498,1.074
424.528,1.076
424.558,1.075
424.588,1.073
424.618,1.071
424.648,1.065
424.678,1.066
424.708,1.075
424.738,1.077
424.768,1.072
424.798,1.069
424.828,1.070
424.858,1.072
424.888,1.075
424.918,1.075
424.948,1.068
424.978,1.071
425.008,1.077
425.038,1.072
425.068,1.067
425.098,1.071
425.128,1.073
425.158,1.074
425.188,1.072
425.218,1.075
425.248,1.080
425.278,1.074
425.308,1.067
425.338,1.070
425.368,1.072
425.398,1.071
425.428,1.069
425.458,1.072
425.488,1.070
425.518,1.072
425.548,1.074
425.578,1.076
425.608,1.071
425.638,1.071
425.668,1.069
425.698,1.072
425.728,1.074
425.758,1.071
425.788,1.079
425.818,1.075
425.848,1.071
425.878,1.068
425.908,1.067
425.938,1.075
425.968,1.077
425.998,1.081
426.028,1.081
426.058,1.075
426.088,1.069
426.118,1.072
426.148,1.078
426.178,1.068
426.208,1.071
426.238,1.075
426.268,1.072
426.298,1.073
426.328,1.077
426.358,1.074
426.388,1.070
426.418,1.068
426.448,1.068
426.478,1.073
426.508,1.076
426.538,1.078
426.568,1.071
426.598,1.067
426.628,1.073
426.658,1.070
426.688,1.070
426.718,1.076
426.748,1.078
426.778,1.074
426.808,1.069
426.838,1.071
426.868,1.072
426.898,1.067
426.928,1.070
426.958,1.073
426.988,1.073
427.018,1.075
427.048,1.076
427.078,1.069
427.108,1.074
427.138,1.072
427.168,1.072
427.198,1.073
427.228,1.071
427.258,1.068
427.288,1.077
427.318,1.075
427.348,1.067
427.378,1.065
427.408,1.070
427.438,1.084
427.468,1.077
427.498,1.072
427.528,1.072
427.558,1.075
427.588,1.071
427.618,1.075
427.648,1.074
427.678,1.075
427.708,1.073
427.738,1.073
427.768,1.070
427.798,1.071
427.828,1.070
427.858,1.075
427.888,1.076
427.918,1.073
427.948,1.073
427.978,1.073
428.008,1.070
428.038,1.074
428.068,1.071
428.098,1.066
428.128,1.068
428.158,1.077
428.188,1.077
428.218,1.072
428.248,1.071
428.278,1.076
428.308,1.070
428.338,1.071
428.368,1.070
428.398,1.071
428.428,1.076
428.458,1.072
428.488,1.070
428.518,1.078
428.548,1.075
428.578,1.074
428.608,1.076
428.638,1.072
428.668,1.074
428.698,1.069
428.728,1.074
428.758,1.071
428.788,1.074
428.818,1.078
428.848,1.080
428.878,1.069
428.908,1.068
428.938,1.071
428.968,1.077
428.998,1.077
429.028,1.073
429.058,1.061
429.088,1.081
429.118,1.087
429.148,1.096
429.178,1.185
429.208,1.284
429.238,1.282
429.268,1.188
429.298,1.075
429.328,0.982
429.358,0.942
429.388,0.969
429.418,1.013
429.448,1.081
429.478,1.112
429.508,1.121
429.538,1.120
429.568,1.106
429.598,1.083
429.628,1.047
429.658,1.036
429.688,1.034
429.718,1.003
429.748,1.066
429.778,1.042
429.808,1.001
429.838,1.034
429.868,1.037
429.898,1.042
429.928,1.057
429.958,1.074
429.988,1.100
430.018,1.124
430.048,1.125
430.078,1.043
430.108,1.003
430.138,0.991
430.168,0.986
430.198,0.993
430.228,1.018
430.258,1.049
430.288,1.088
430.318,1.118
430.348,1.111
430.378,1.100
430.408,1.072
430.438,1.054
430.468,1.016
430.498,0.992
430.528,1.022
430.558,1.021
430.588,1.012
430.618,1.053
430.648,1.082
430.678,1.091
430.708,1.073
430.738,1.078
430.768,1.070
430.798,1.028
430.828,0.995
430.858,1.009
430.888,1.034
430.918,1.016
430.948,1.023
430.978,1.044
431.008,1.096
431.038,1.137
431.068,1.154
431.098,1.098
431.128,1.026
431.158,0.983
431.188,1.021
431.218,1.127
431.248,1.111
431.278,1.079
431.308,1.090
431.338,1.095
431.368,1.063
431.398,1.059
431.428,1.039
431.458,1.033
431.488,1.055
431.518,1.046
431.548,1.054
431.578,1.061
431.608,1.078
431.638,1.106
431.668,1.112
431.698,1.070
431.728,1.039
431.758,1.051
431.788,1.073
431.818,1.074
431.848,1.078
431.878,1.062
431.908,1.067
431.938,1.053
431.968,1.043
431.998,1.038
432.028,1.054
432.058,1.076
432.088,1.078
432.118,1.069
432.148,1.058
432.178,1.050
432.208,1.050
432.238,1.045
432.268,1.063
432.298,1.071
432.328,1.075
432.358,1.086
432.388,1.101
432.418,1.084
432.448,1.058
432.478,1.056
432.508,1.025
432.538,1.039
432.568,1.060
432.598,1.077
432.628,1.085
432.658,1.086
432.688,1.090
432.718,1.080
432.748,1.075
432.778,1.077
432.808,1.063
432.838,1.059
432.868,1.042
432.898,1.046
432.928,1.035
432.958,1.043
432.988,1.059
433.018,1.062
433.048,1.060
433.078,1.062
433.108,1.067
433.138,1.061
433.168,1.062
433.198,1.058
433.228,1.050
433.258,1.050
433.288,1.048
433.318,1.055
433.348,1.057
433.378,1.054
433.408,1.056
433.438,1.062
433.468,1.084
433.498,1.074
433.528,1.063
433.558,1.063
433.588,1.056
433.618,1.048
433.648,1.042
433.678,1.032
433.708,1.046
433.738,1.073
433.768,1.071
433.798,1.059
433.828,1.097
433.858,1.121
433.888,1.110
433.918,1.082
433.948,1.049
433.978,1.030
434.008,1.028
434.038,1.019
434.068,1.015
434.098,0.975
434.128,1.036
434.158,1.156
434.188,1.158
434.218,1.125
434.248,1.085
434.278,1.069
434.308,1.062
434.338,1.038
434.368,1.001
434.398,1.025
434.428,1.020
434.458,1.083
434.488,1.131
434.518,1.150
434.548,1.158
434.578,1.173
434.608,1.112
434.638,1.017
434.668,1.018
434.698,0.985
434.728,0.964
434.758,0.910
434.788,1.007
434.818,1.090
434.848,1.105
434.878,1.100
434.908,1.073
434.938,1.049
434.968,1.045
434.998,1.057
435.028,1.045
435.058,1.024
435.088,1.004
435.118,1.034
435.148,1.062
435.178,1.070
435.208,1.053
435.238,1.037
435.268,1.045
435.298,1.055
435.328,1.043
435.358,1.043
435.388,1.047
435.418,1.038
435.448,1.028
435.478,1.045
435.508,1.056
435.538,1.061
435.568,1.060
435.598,1.041
435.628,1.056
435.658,1.056
435.688,1.044
435.718,1.049
435.748,1.041
435.778,1.050
435.808,1.062
435.838,1.048
435.868,1.036
435.898,1.049
435.928,1.047
435.958,1.062
435.988,1.054
436.018,1.045
436.048,1.049
436.078,1.061
436.108,1.050
436.138,1.051
436.168,1.053
436.198,1.052
436.228,1.047
436.258,1.061
436.288,1.060
436.318,1.067
436.348,1.056
436.378,1.046
436.408,0.947
436.438,1.009
436.468,1.072
436.498,1.099
436.528,1.104
436.558,1.091
436.588,1.060
436.618,1.042
436.648,1.035
436.678,1.053
436.708,1.072
436.738,1.081
436.768,1.069
436.798,1.057
436.828,1.041
436.858,1.036
436.888,1.046
436.918,1.045
436.948,1.026
436.978,0.983
437.008,0.957
437.038,0.955
437.068,1.052
437.098,1.311
437.128,1.397
437.158,1.233
437.188,1.036
437.218,0.923
437.248,0.927
437.278,0.974
437.308,0.950
437.338,0.983
437.368,1.024
437.398,1.056
437.428,1.157
437.458,1.253
437.488,1.206
437.518,1.115
437.548,1.037
437.578,1.020
437.608,1.029
437.638,1.038
437.668,1.038
437.698,1.029
437.728,1.034
437.758,1.046
437.788,1.055
437.818,1.047
437.848,1.045
437.878,1.058
437.908,1.058
437.938,1.038
437.968,0.946
437.998,0.993
438.028,1.086
438.058,1.125
438.088,1.109
438.118,1.082
438.148,1.065
438.178,1.097
438.208,1.099
438.238,1.092
438.268,1.053
438.298,1.028
438.328,1.042
438.358,1.050
438.388,1.054
438.418,1.045
438.448,1.024
438.478,1.024
438.508,1.035
438.538,1.033
438.568,1.038
438.598,1.050
438.628,1.074
438.658,1.081
438.688,1.082
438.718,1.062
438.748,1.039
438.778,1.027
438.808,1.032
438.838,1.040
438.868,1.060
438.898,1.074
438.928,1.068
438.958,1.056
438.988,1.052
439.018,1.046
439.048,1.051
439.078,1.066
439.108,1.026
439.138,0.946
439.168,0.979
439.198,1.028
439.228,1.100
439.258,1.128
439.288,1.111
439.318,1.099
439.348,1.108
439.378,1.098
439.408,1.115
439.438,1.087
439.468,0.975
439.498,0.959
439.528,1.043
439.558,1.073
439.588,1.098
439.618,1.120
439.648,1.101
439.678,1.076
439.708,0.985
439.738,0.988
439.768,1.040
439.798,1.081
439.828,1.076
439.858,1.081
439.888,1.062
439.918,1.066
439.948,1.041
439.978,1.041
440.008,1.022
440.038,1.016
440.068,1.029
440.098,1.027
440.128,1.061
440.158,1.108
440.188,1.107
440.218,1.101
440.248,1.095
440.278,1.079
440.308,1.063
440.338,1.037
440.368,1.022
440.398,1.021
440.428,1.013
440.458,1.015
440.488,1.042
440.518,1.063
440.548,1.069
440.578,1.053
440.608,1.031
440.638,1.029
440.668,1.042
