df_hash,22ZHK4.DL526H
13.858,1.050
13.888,1.052
13.918,1.052
13.948,1.048
13.978,1.046
14.008,1.050
14.038,1.050
14.068,1.049
14.098,1.049
14.128,1.051
14.158,1.055
14.188,1.052
14.218,1.050
14.248,1.049
14.278,1.047
14.308,1.046
14.338,1.050
14.368,1.063
14.398,1.060
14.428,1.056
14.458,1.052
14.488,1.046
14.518,1.048
14.548,1.049
14.578,1.048
14.608,1.048
14.638,1.053
14.668,1.058
14.698,1.053
14.728,1.050
14.758,1.049
14.788,1.046
14.818,1.050
14.848,1.051
14.878,1.052
14.908,1.051
14.938,1.053
14.968,1.052
14.998,1.049
15.028,1.052
15.058,1.048
15.088,1.051
15.118,1.043
15.148,1.049
15.178,1.055
15.208,1.058
15.238,1.053
15.268,1.051
15.298,1.051
15.328,1.045
15.358,1.049
15.388,1.049
15.418,1.044
15.448,1.052
15.478,1.054
15.508,1.055
15.538,1.047
15.568,1.049
15.598,1.051
15.628,1.049
15.658,1.047
15.688,1.050
15.718,1.049
15.748,1.051
15.778,1.055
15.808,1.051
15.838,1.050
15.868,1.050
15.898,1.048
15.928,1.043
15.958,1.049
15.988,1.059
16.018,1.048
16.048,1.049
16.078,1.048
16.108,1.053
16.138,1.054
16.168,1.051
16.198,1.057
16.228,1.045
16.258,1.059
16.288,1.053
16.318,1.049
16.348,1.047
16.378,1.048
16.408,1.050
16.438,1.050
16.468,1.053
16.498,1.051
16.528,1.048
16.558,1.051
16.588,1.054
16.618,1.047
16.648,1.048
16.678,1.050
16.708,1.049
16.738,1.051
16.768,1.057
16.798,1.050
16.828,1.048
16.858,1.049
16.888,1.050
16.918,1.052
16.948,1.050
16.978,1.050
17.008,1.043
17.038,1.049
17.068,1.053
17.098,1.048
17.128,1.046
17.158,1.049
17.188,1.048
17.218,1.046
17.248,1.051
17.278,1.051
17.308,1.054
17.338,1.050
17.368,1.053
17.398,1.050
17.428,1.049
17.458,1.046
17.488,1.046
17.518,1.051
17.548,1.058
17.578,1.047
17.608,1.045
17.638,1.054
17.668,1.046
17.698,1.047
17.728,1.044
17.758,1.048
17.788,1.055
17.818,1.054
17.848,1.053
17.878,1.050
17.908,1.049
17.938,1.051
17.968,1.049
17.998,1.052
18.028,1.049
18.058,1.056
18.088,1.049
18.118,1.047
18.148,1.051
18.178,1.051
18.208,1.054
18.238,1.048
18.268,1.041
18.298,1.048
18.328,1.055
18.358,1.054
18.388,1.049
18.418,1.054
18.448,1.051
18.478,1.051
18.508,1.050
18.538,1.049
18.568,1.041
18.598,1.052
18.628,1.054
18.658,1.052
18.688,1.057
18.718,1.047
18.748,1.048
18.778,1.054
18.808,1.049
18.838,1.051
18.868,1.049
18.898,1.049
18.928,1.049
18.958,1.046
18.988,1.051
19.018,1.052
19.048,1.051
19.078,1.050
19.108,1.048
19.138,1.054
19.168,1.052
19.198,1.058
19.228,1.048
19.258,1.049
19.288,1.053
19.318,1.047
19.348,1.051
19.378,1.044
19.408,1.057
19.438,1.057
19.468,1.050
19.498,1.048
19.528,1.044
19.558,1.047
19.588,1.051
19.618,1.052
19.648,1.051
19.678,1.051
19.708,1.052
19.738,1.052
19.768,1.050
19.798,1.046
19.828,1.051
19.858,1.048
19.888,1.049
19.918,1.051
19.948,1.061
19.978,1.049
20.008,1.047
20.038,1.047
20.068,1.050
20.098,1.051
20.128,1.048
20.158,1.051
20.188,1.045
20.218,1.052
20.248,1.051
20.278,1.050
20.308,1.046
20.338,1.048
20.368,1.050
20.398,1.052
20.428,1.052
20.458,1.051
20.488,1.054
20.518,1.048
20.548,1.043
20.578,1.046
20.608,1.049
20.638,1.050
20.668,1.049
20.698,1.056
20.728,1.060
20.758,1.049
20.788,1.048
20.818,1.049
20.848,1.050
20.878,1.049
20.908,1.047
20.938,1.051
20.968,1.047
20.998,1.051
21.028,1.050
21.058,1.048
21.088,1.046
21.118,1.048
21.148,1.051
21.178,1.052
21.208,1.048
21.238,1.050
21.268,1.053
21.298,1.046
21.328,1.048
21.358,1.056
21.388,1.053
21.418,1.048
21.448,1.044
21.478,1.049
21.508,1.057
21.538,1.050
21.568,1.050
21.598,1.048
21.628,1.051
21.658,1.051
21.688,1.049
21.718,1.056
21.748,1.049
21.778,1.055
21.808,1.054
21.838,1.053
21.868,1.046
21.898,1.051
21.928,1.053
21.958,1.048
21.988,1.050
22.018,1.049
22.048,1.054
22.078,1.053
22.108,1.050
22.138,1.050
22.168,1.048
22.198,1.051
22.228,1.052
22.258,1.042
22.288,1.045
22.318,1.053
22.348,1.056
22.378,1.052
22.408,1.046
22.438,1.048
22.468,1.050
22.498,1.047
22.528,1.053
22.558,1.044
22.588,1.053
22.618,1.055
22.648,1.052
22.678,1.050
22.708,1.047
22.738,1.049
22.768,1.050
22.798,1.050
22.828,1.052
22.858,1.051
22.888,1.046
22.918,1.050
22.948,1.050
22.978,1.049
23.008,1.054
23.038,1.049
23.068,1.046
23.098,1.052
23.128,1.055
23.158,1.054
23.188,1.057
23.218,1.050
23.248,1.049
23.278,1.046
23.308,1.051
23.338,1.053
23.368,1.046
23.398,1.055
23.428,1.058
23.458,1.053
23.488,1.047
23.518,1.044
23.548,1.048
23.578,1.049
23.608,1.054
23.638,1.054
23.668,1.049
23.698,1.053
23.728,1.055
23.758,1.051
23.788,1.048
23.818,1.046
23.848,1.045
23.878,1.049
23.908,1.050
23.938,1.057
23.968,1.050
23.998,1.049
24.028,1.048
24.058,1.050
24.088,1.052
24.118,1.050
24.148,1.048
24.178,1.053
24.208,1.054
24.238,1.057
24.268,1.054
24.298,1.045
24.328,1.049
24.358,1.051
24.388,1.062
24.418,1.048
24.448,1.049
24.478,1.052
24.508,1.051
24.538,1.050
24.568,1.051
24.598,1.047
24.628,1.048
24.658,1.050
24.688,1.054
24.718,1.048
24.748,1.045
24.778,1.050
24.808,1.051
24.838,1.050
24.868,1.050
24.898,1.042
24.928,1.050
24.958,1.062
24.988,1.053
25.018,1.046
25.048,1.047
25.078,1.052
25.108,1.049
25.138,1.051
25.168,1.051
25.198,1.054
25.228,1.053
25.258,1.051
25.288,1.050
25.318,1.051
25.348,1.045
25.378,1.049
25.408,1.048
25.438,1.055
25.468,1.053
25.498,1.052
25.528,1.049
25.558,1.050
25.588,1.052
25.618,1.049
25.648,1.050
25.678,1.050
25.708,1.055
25.738,1.054
25.768,1.048
25.798,1.047
25.828,1.048
25.858,1.046
25.888,1.048
25.918,1.051
25.948,1.051
25.978,1.055
26.008,1.049
26.038,1.052
26.068,1.051
26.098,1.052
26.128,1.041
26.158,1.050
26.188,1.055
26.218,1.053
26.248,1.050
26.278,1.050
26.308,1.050
26.338,1.053
26.368,1.049
26.398,1.048
26.428,1.048
26.458,1.051
26.488,1.051
26.518,1.049
26.548,1.050
26.578,1.049
26.608,1.050
26.638,1.052
26.668,1.051
26.698,1.052
26.728,1.051
26.758,1.054
26.788,1.050
26.818,1.048
26.848,1.052
26.878,1.049
26.908,1.046
26.938,1.049
26.968,1.053
26.998,1.054
27.028,1.054
27.058,1.051
27.088,1.049
27.118,1.049
27.148,1.051
27.178,1.048
27.208,1.049
27.238,1.056
27.268,1.054
27.298,1.051
27.328,1.049
27.358,1.047
27.388,1.047
27.418,1.049
27.448,1.048
27.478,1.053
27.508,1.054
27.538,1.053
27.568,1.051
27.598,1.051
27.628,1.052
27.658,1.050
27.688,1.049
27.718,1.055
27.748,1.050
27.778,1.047
27.808,1.049
27.838,1.050
27.868,1.047
27.898,1.050
27.928,1.053
27.958,1.042
27.988,1.050
28.018,1.053
28.048,1.052
28.078,1.050
28.108,1.047
28.138,1.054
28.168,1.053
28.198,1.048
28.228,1.050
28.258,1.049
28.288,1.051
28.318,1.052
28.348,1.053
28.378,1.048
28.408,1.049
28.438,1.051
28.468,1.051
28.498,1.051
28.528,1.049
28.558,1.050
28.588,1.054
28.618,1.048
28.648,1.052
28.678,1.051
28.708,1.042
28.738,1.055
28.768,1.055
28.798,1.053
28.828,1.048
28.858,1.048
28.888,1.049
28.918,1.047
28.948,1.049
28.978,1.051
29.008,1.051
29.038,1.051
29.068,1.052
29.098,1.051
29.128,1.049
29.158,1.050
29.188,1.045
29.218,1.052
29.248,1.055
29.278,1.049
29.308,1.047
29.338,1.048
29.368,1.048
29.398,1.052
29.428,1.044
29.458,1.053
29.488,1.044
29.518,1.052
29.548,1.055
29.578,1.051
29.608,1.046
29.638,1.050
29.668,1.048
29.698,1.048
29.728,1.054
29.758,1.052
29.788,1.052
29.818,1.048
29.848,1.051
29.878,1.052
29.908,1.048
29.938,1.047
29.968,1.049
29.998,1.047
30.028,1.049
30.058,1.057
30.088,1.052
30.118,1.053
30.148,1.052
30.178,1.050
30.208,1.045
30.238,1.048
30.268,1.049
30.298,1.046
30.328,1.054
30.358,1.054
30.388,1.053
30.418,1.049
30.448,1.045
30.478,1.050
30.508,1.050
30.538,1.049
30.568,1.051
30.598,1.050
30.628,1.053
30.658,1.048
30.688,1.051
30.718,1.052
30.748,1.047
30.778,1.044
30.808,1.049
30.838,1.057
30.868,1.056
30.898,1.053
30.928,1.049
30.958,1.050
30.988,1.047
31.018,1.050
31.048,1.054
31.078,1.052
31.108,1.055
31.138,1.054
31.168,1.057
31.198,1.047
31.228,1.049
31.258,1.049
31.288,1.048
31.318,1.049
31.348,1.054
31.378,1.053
31.408,1.057
31.438,1.047
31.468,1.050
31.498,1.049
31.528,1.051
31.558,1.049
31.588,1.053
31.618,1.056
31.648,1.048
31.678,1.046
31.708,1.049
31.738,1.048
31.768,1.050
31.798,1.043
31.828,1.053
31.858,1.047
31.888,1.062
31.918,1.056
31.948,1.048
31.978,1.047
32.008,1.057
32.038,1.049
32.068,1.049
32.098,1.049
32.128,1.052
32.158,1.052
32.188,1.050
32.218,1.050
32.248,1.053
32.278,1.047
32.308,1.045
32.338,1.052
32.368,1.056
32.398,1.053
32.428,1.047
32.458,1.045
32.488,1.051
32.518,1.051
32.548,1.050
32.578,1.054
32.608,1.045
32.638,1.053
32.668,1.052
32.698,1.051
32.728,1.045
32.758,1.049
32.788,1.052
32.818,1.054
32.848,1.050
32.878,1.052
32.908,1.052
32.938,1.053
32.968,1.051
32.998,1.057
33.028,1.053
33.058,1.047
33.088,1.049
33.118,1.051
33.148,1.054
33.178,1.049
33.208,1.048
33.238,1.045
33.268,1.046
33.298,1.052
33.328,1.052
33.358,1.049
33.388,1.058
33.418,1.054
33.448,1.053
33.478,1.048
33.508,1.047
33.538,1.045
33.568,1.050
33.598,1.053
33.628,1.052
33.658,1.051
33.688,1.049
33.718,1.048
33.748,1.051
33.778,1.052
33.808,1.050
33.838,1.047
33.868,1.049
33.898,1.056
33.928,1.052
33.958,1.052
33.988,1.052
34.018,1.048
34.048,1.047
34.078,1.048
34.108,1.053
34.138,1.048
34.168,1.052
34.198,1.051
34.228,1.052
34.258,1.047
34.288,1.046
34.318,1.053
34.348,1.047
34.378,1.053
34.408,1.052
34.438,1.051
34.468,1.054
34.498,1.050
34.528,1.055
34.558,1.047
34.588,1.046
34.618,1.050
34.648,1.056
34.678,1.051
34.708,1.049
34.738,1.047
34.768,1.050
34.798,1.050
34.828,1.050
34.858,1.050
34.888,1.048
34.918,1.053
34.948,1.054
34.978,1.050
35.008,1.048
35.038,1.047
35.068,1.047
35.098,1.052
35.128,1.053
35.158,1.055
35.188,1.049
35.218,1.051
35.248,1.052
35.278,1.049
35.308,1.047
35.338,1.049
35.368,1.054
35.398,1.059
35.428,1.051
35.458,1.048
35.488,1.046
35.518,1.048
35.548,1.054
35.578,1.052
35.608,1.042
35.638,1.049
35.668,1.059
35.698,1.051
35.728,1.041
35.758,1.051
35.788,1.053
35.818,1.049
35.848,1.048
35.878,1.053
35.908,1.054
35.938,1.050
35.968,1.056
35.998,1.050
36.028,1.045
36.058,1.047
36.088,1.049
36.118,1.059
36.148,1.045
36.178,1.047
36.208,1.048
36.238,1.053
36.268,1.054
36.298,1.044
36.328,1.051
36.358,1.050
36.388,1.052
36.418,1.049
36.448,1.049
36.478,1.050
36.508,1.052
36.538,1.051
36.568,1.053
36.598,1.052
36.628,1.055
36.658,1.049
36.688,1.048
36.718,1.049
36.748,1.050
36.778,1.052
36.808,1.047
36.838,1.052
36.868,1.056
36.898,1.053
36.928,1.053
36.958,1.052
36.988,1.051
37.018,1.054
37.048,1.050
37.078,1.051
37.108,1.046
37.138,1.054
37.168,1.057
37.198,1.052
37.228,1.047
37.258,1.051
37.288,1.049
37.318,1.050
37.348,1.049
37.378,1.050
37.408,1.055
37.438,1.049
37.468,1.053
37.498,1.052
37.528,1.053
37.558,1.046
37.588,1.048
37.618,1.051
37.648,1.059
37.678,1.051
37.708,1.050
37.738,1.049
37.768,1.052
37.798,1.053
37.828,1.051
37.858,1.045
37.888,1.052
37.918,1.052
37.948,1.055
37.978,1.048
38.008,1.047
38.038,1.048
38.068,1.050
38.098,1.052
38.128,1.050
38.158,1.053
38.188,1.056
38.218,1.050
38.248,1.048
38.278,1.045
38.308,1.044
38.338,1.046
38.368,1.056
38.398,1.058
38.428,1.053
38.458,1.050
38.488,1.046
38.518,1.043
38.548,1.048
38.578,1.048
38.608,1.048
38.638,1.048
38.668,1.053
38.698,1.053
38.728,1.052
38.758,1.050
38.788,1.050
38.818,1.049
38.848,1.049
38.878,1.052
38.908,1.049
38.938,1.050
38.968,1.052
38.998,1.056
39.028,1.048
39.058,1.044
39.088,1.052
39.118,1.052
39.148,1.052
39.178,1.049
39.208,1.051
39.238,1.053
39.268,1.051
39.298,1.048
39.328,1.053
39.358,1.050
39.388,1.053
39.418,1.055
39.448,1.051
39.478,1.048
39.508,1.053
39.538,1.043
39.568,1.050
39.598,1.054
39.628,1.050
39.658,1.055
39.688,1.052
39.718,1.054
39.748,1.057
39.778,1.051
39.808,1.042
39.838,1.049
39.868,1.054
39.898,1.049
39.928,1.050
39.958,1.048
39.988,1.053
40.018,1.053
40.048,1.049
40.078,1.054
40.108,1.042
40.138,1.053
40.168,1.052
40.198,1.051
40.228,1.049
40.258,1.050
40.288,1.053
40.318,1.051
40.348,1.052
40.378,1.052
40.408,1.054
40.438,1.049
40.468,1.051
40.498,1.054
40.528,1.052
40.558,1.048
40.588,1.046
40.618,1.053
40.648,1.057
40.678,1.050
40.708,1.050
40.738,1.051
40.768,1.056
40.798,1.050
40.828,1.050
40.858,1.047
40.888,1.049
40.918,1.053
40.948,1.053
40.978,1.048
41.008,1.047
41.038,1.049
41.068,1.053
41.098,1.053
41.128,1.051
41.158,1.051
41.188,1.050
41.218,1.049
41.248,1.048
41.278,1.052
41.308,1.050
41.338,1.048
41.368,1.051
41.398,1.052
41.428,1.053
41.458,1.052
41.488,1.049
41.518,1.048
41.548,1.051
41.578,1.051
41.608,1.051
41.638,1.049
41.668,1.049
41.698,1.053
41.728,1.053
41.758,1.051
41.788,1.048
41.818,1.049
41.848,1.052
41.878,1.050
41.908,1.050
41.938,1.051
41.968,1.053
41.998,1.049
42.028,1.049
42.058,1.049
42.088,1.050
42.118,1.049
42.148,1.051
42.178,1.053
42.208,1.049
42.238,1.048
42.268,1.046
42.298,1.050
42.328,1.049
42.358,1.051
42.388,1.046
42.418,1.048
42.448,1.052
42.478,1.056
42.508,1.051
42.538,1.048
42.568,1.054
42.598,1.050
42.628,1.051
42.658,1.050
42.688,1.047
42.718,1.050
42.748,1.060
42.778,1.052
42.808,1.049
42.838,1.047
42.868,1.056
42.898,1.053
42.928,1.053
42.958,1.053
42.988,1.049
43.018,1.050
43.048,1.051
43.078,1.050
43.108,1.049
43.138,1.045
43.168,1.051
43.198,1.054
43.228,1.054
43.258,1.046
43.288,1.051
43.318,1.052
43.348,1.050
43.378,1.051
43.408,1.056
43.438,1.054
43.468,1.048
43.498,1.050
43.528,1.052
43.558,1.052
43.588,1.043
43.618,1.045
43.648,1.052
43.678,1.054
43.708,1.050
43.738,1.051
43.768,1.050
43.798,1.050
43.828,1.052
43.858,1.047
43.888,1.047
43.918,1.050
43.948,1.053
43.978,1.051
44.008,1.051
44.038,1.049
44.068,1.049
44.098,1.057
44.128,1.053
44.158,1.052
44.188,1.050
44.218,1.050
44.248,1.050
44.278,1.052
44.308,1.056
44.338,1.052
44.368,1.046
44.398,1.050
44.428,1.057
44.458,1.053
44.488,1.049
44.518,1.049
44.548,1.049
44.578,1.053
44.608,1.050
44.638,1.053
44.668,1.049
44.698,1.057
44.728,1.052
44.758,1.048
44.788,1.048
44.818,1.044
44.848,1.051
44.878,1.049
44.908,1.051
44.938,1.047
44.968,1.052
44.998,1.051
45.028,1.050
45.058,1.053
45.088,1.048
45.118,1.052
45.148,1.050
45.178,1.052
45.208,1.051
45.238,1.049
45.268,1.050
45.298,1.047
45.328,1.050
45.358,1.052
45.388,1.052
45.418,1.045
45.448,1.052
45.478,1.056
45.508,1.051
45.538,1.046
45.568,1.050
45.598,1.049
45.628,1.051
45.658,1.052
45.688,1.046
45.718,1.052
45.748,1.051
45.778,1.052
45.808,1.053
45.838,1.053
45.868,1.045
45.898,1.047
45.928,1.051
45.958,1.056
45.988,1.053
46.018,1.048
46.048,1.052
46.078,1.052
46.108,1.047
46.138,1.052
46.168,1.047
46.198,1.049
46.228,1.057
46.258,1.051
46.288,1.047
46.318,1.052
46.348,1.047
46.378,1.048
46.408,1.052
46.438,1.051
46.468,1.052
46.498,1.052
46.528,1.052
46.558,1.049
46.588,1.053
46.618,1.046
46.648,1.047
46.678,1.050
46.708,1.058
46.738,1.055
46.768,1.048
46.798,1.048
46.828,1.050
46.858,1.050
46.888,1.047
46.918,1.043
46.948,1.051
46.978,1.053
47.008,1.054
47.038,1.051
47.068,1.051
47.098,1.051
47.128,1.050
47.158,1.052
47.188,1.053
47.218,1.050
47.248,1.053
47.278,1.048
47.308,1.049
47.338,1.051
47.368,1.048
47.398,1.048
47.428,1.055
47.458,1.057
47.488,1.048
47.518,1.047
47.548,1.049
47.578,1.053
47.608,1.050
47.638,1.048
47.668,1.047
47.698,1.054
47.728,1.050
47.758,1.052
47.788,1.050
47.818,1.049
47.848,1.049
47.878,1.050
47.908,1.050
47.938,1.051
47.968,1.052
47.998,1.050
48.028,1.050
48.058,1.051
48.088,1.048
48.118,1.047
48.148,1.050
48.178,1.054
48.208,1.055
48.238,1.044
48.268,1.049
48.298,1.050
48.328,1.052
48.358,1.052
48.388,1.056
48.418,1.052
48.448,1.049
48.478,1.054
48.508,1.049
48.538,1.049
48.568,1.044
48.598,1.047
48.628,1.049
48.658,1.053
48.688,1.057
48.718,1.052
48.748,1.050
48.778,1.052
48.808,1.051
48.838,1.047
48.868,1.046
48.898,1.049
48.928,1.053
48.958,1.054
48.988,1.049
49.018,1.051
49.048,1.046
49.078,1.051
49.108,1.052
49.138,1.049
49.168,1.041
49.198,1.054
49.228,1.053
49.258,1.053
49.288,1.047
49.318,1.047
49.348,1.055
49.378,1.054
49.408,1.049
49.438,1.051
49.468,1.053
49.498,1.056
49.528,1.048
49.558,1.050
49.588,1.051
49.618,1.048
49.648,1.047
49.678,1.050
49.708,1.058
49.738,1.050
49.768,1.049
49.798,1.051
49.828,1.052
49.858,1.048
49.888,1.046
49.918,1.049
49.948,1.050
49.978,1.054
50.008,1.055
50.038,1.052
50.068,1.047
50.098,1.050
50.128,1.051
50.158,1.049
50.188,1.054
50.218,1.054
50.248,1.054
50.278,1.050
50.308,1.052
50.338,1.056
50.368,1.050
50.398,1.046
50.428,1.048
50.458,1.051
50.488,1.055
50.518,1.049
50.548,1.052
50.578,1.047
50.608,1.052
50.638,1.050
50.668,1.047
50.698,1.044
50.728,1.053
50.758,1.052
50.788,1.058
50.818,1.047
50.848,1.049
50.878,1.050
50.908,1.050
50.938,1.052
50.968,1.050
50.998,1.052
51.028,1.051
51.058,1.053
51.088,1.054
51.118,1.050
51.148,1.040
51.178,1.047
51.208,1.056
51.238,1.058
51.268,1.051
51.298,1.044
51.328,1.049
51.358,1.051
51.388,1.050
51.418,1.044
51.448,1.051
51.478,1.047
51.508,1.054
51.538,1.056
51.568,1.051
51.598,1.047
51.628,1.045
51.658,1.050
51.688,1.054
51.718,1.053
51.748,1.053
51.778,1.051
51.808,1.054
51.838,1.049
51.868,1.051
51.898,1.046
51.928,1.042
51.958,1.050
51.988,1.057
52.018,1.049
52.048,1.046
52.078,1.049
52.108,1.051
52.138,1.048
52.168,1.049
52.198,1.046
52.228,1.052
52.258,1.054
52.288,1.052
52.318,1.046
52.348,1.052
52.378,1.054
52.408,1.048
52.438,1.053
52.468,1.051
52.498,1.053
52.528,1.059
52.558,1.048
52.588,1.053
52.618,1.051
52.648,1.050
52.678,1.047
52.708,1.050
52.738,1.057
52.768,1.048
52.798,1.051
52.828,1.057
52.858,1.050
52.888,1.049
52.918,1.048
52.948,1.050
52.978,1.047
53.008,1.055
53.038,1.054
53.068,1.050
53.098,1.049
53.128,1.049
53.158,1.051
53.188,1.050
53.218,1.054
53.248,1.053
53.278,1.052
53.308,1.051
53.338,1.051
53.368,1.052
53.398,1.054
53.428,1.051
53.458,1.051
53.488,1.051
53.518,1.058
53.548,1.052
53.578,1.048
53.608,1.051
53.638,1.053
53.668,1.051
53.698,1.049
53.728,1.045
53.758,1.052
53.788,1.048
53.818,1.052
53.848,1.049
53.878,1.047
53.908,1.052
53.938,1.054
53.968,1.051
53.998,1.050
54.028,1.053
54.058,1.053
54.088,1.049
54.118,1.053
54.148,1.053
54.178,1.051
54.208,1.046
54.238,1.051
54.268,1.051
54.298,1.060
54.328,1.048
54.358,1.047
54.388,1.049
54.418,1.051
54.448,1.049
54.478,1.051
54.508,1.046
54.538,1.053
54.568,1.051
54.598,1.053
54.628,1.052
54.658,1.047
54.688,1.051
54.718,1.051
54.748,1.054
54.778,1.051
54.808,1.052
54.838,1.054
54.868,1.052
54.898,1.053
54.928,1.049
54.958,1.049
54.988,1.050
55.018,1.056
55.048,1.054
55.078,1.046
55.108,1.048
55.138,1.050
55.168,1.050
55.198,1.051
55.228,1.052
55.258,1.047
55.288,1.053
55.318,1.052
55.348,1.049
55.378,1.048
55.408,1.052
55.438,1.055
55.468,1.051
55.498,1.051
55.528,1.055
55.558,1.053
55.588,1.051
55.618,1.053
55.648,1.052
55.678,1.048
55.708,1.052
55.738,1.053
55.768,1.055
55.798,1.051
55.828,1.056
55.858,1.050
55.888,1.051
55.918,1.048
55.948,1.054
55.978,1.047
56.008,1.051
56.038,1.053
56.068,1.055
56.098,1.046
56.128,1.050
56.158,1.051
56.188,1.049
56.218,1.054
56.248,1.055
