df_hash,22ZHK4.8FYAMK
427.142,31
428.212,35
428.948,33
429.870,45
431.089,49
431.971,46
432.798,44
434.062,48
434.895,48
435.966,49
437.088,48
437.944,60
438.888,35
439.965,33
440.917,35
441.960,29
442.985,30
443.839,32
444.892,36
445.914,37
446.848,36
447.716,34
449.194,45
449.814,31
450.689,33
452.246,41
452.786,39
453.760,34
454.833,23
455.760,25
456.639,34
457.859,36
458.733,37
459.754,46
460.875,45
461.732,32
462.634,57
463.803,64
464.824,59
465.607,54
466.777,34
467.950,23
468.581,27
469.783,24
470.629,22
471.555,22
472.819,0
473.653,25
474.574,26
475.700,34
476.929,6
477.513,15
478.672,12
479.599,15
480.476,11
481.694,0
482.576,0
483.450,6
484.669,0
485.552,0
486.447,0
487.664,0
488.810,0
489.400,0
