df_hash,22ZHK4.8FYAMK
426.888,64
428.020,64
428.943,64
429.821,64
431.008,64
431.959,64
432.795,64
434.013,64
434.891,64
435.770,64
436.992,64
437.940,74
438.744,79
439.961,83
440.913,85
441.768,82
442.981,83
443.836,81
444.743,79
445.909,80
446.835,79
447.712,79
449.180,79
449.809,79
450.686,80
451.859,82
452.782,83
453.757,82
454.830,82
455.756,82
456.634,82
457.852,82
458.730,82
459.663,84
460.849,85
461.728,84
462.630,84
463.800,84
464.775,84
465.604,84
466.774,84
467.947,84
468.578,84
469.777,84
470.625,84
471.551,84
472.742,84
473.648,84
474.525,84
475.695,84
476.631,84
477.499,84
478.669,84
479.595,84
480.473,84
481.644,84
482.570,84
483.446,84
484.665,84
485.546,84
486.444,84
487.647,84
488.555,84
489.394,84
