df_hash,22ZHK4.8FYAMK
133.642,1.029
133.672,1.033
133.702,1.040
133.732,1.033
133.762,1.041
133.792,1.033
133.822,1.034
133.852,1.033
133.882,1.033
133.912,1.036
133.942,1.034
133.972,1.035
134.002,1.038
134.032,1.036
134.062,1.040
134.092,1.034
134.122,1.030
134.152,1.035
134.182,1.038
134.212,1.040
134.242,1.031
134.272,1.036
134.302,1.033
134.332,1.036
134.362,1.038
134.392,1.039
134.422,1.034
134.452,1.040
134.482,1.034
134.512,1.035
134.542,1.035
134.572,1.033
134.602,1.034
134.632,1.036
134.662,1.037
134.692,1.033
134.722,1.035
134.752,1.035
134.782,1.032
134.812,1.035
134.842,1.032
134.872,1.037
134.902,1.038
134.932,1.032
134.962,1.033
134.992,1.038
135.022,1.031
135.052,1.030
135.082,1.033
135.112,1.035
135.142,1.034
135.172,1.039
135.202,1.034
135.232,1.034
135.262,1.035
135.292,1.033
135.322,1.036
135.352,1.039
135.382,1.040
135.412,1.035
135.442,1.037
135.472,1.037
135.502,1.034
135.532,1.035
135.562,1.035
135.592,1.037
135.622,1.036
135.652,1.036
135.682,1.035
135.712,1.036
135.742,1.032
135.772,1.032
135.802,1.033
135.832,1.033
135.862,1.035
135.892,1.035
135.922,1.034
135.952,1.034
135.982,1.034
136.012,1.035
136.042,1.036
136.072,1.033
136.102,1.037
136.132,1.034
136.162,1.035
136.192,1.039
136.222,1.033
136.252,1.040
136.282,1.033
136.312,1.034
136.342,1.033
136.372,1.033
136.402,1.032
136.432,1.034
136.462,1.031
136.492,1.032
136.522,1.035
136.552,1.040
136.582,1.032
136.612,1.032
136.642,1.037
136.672,1.030
136.702,1.033
136.732,1.030
136.762,1.034
136.792,1.035
136.822,1.032
136.852,1.038
136.882,1.038
136.912,1.036
136.942,1.036
136.972,1.029
137.002,1.033
137.032,1.034
137.062,1.034
137.092,1.035
137.122,1.034
137.152,1.039
137.182,1.033
137.212,1.031
137.242,1.034
137.272,1.033
137.302,1.033
137.332,1.034
137.362,1.034
137.392,1.034
137.422,1.033
137.452,1.039
137.482,1.034
137.512,1.034
137.542,1.033
137.572,1.033
137.602,1.035
137.632,1.032
137.662,1.033
137.692,1.037
137.722,1.033
137.752,1.039
137.782,1.036
137.812,1.031
137.842,1.032
137.872,1.031
137.902,1.032
137.932,1.036
137.962,1.033
137.992,1.032
138.022,1.033
138.052,1.033
138.082,1.039
138.112,1.038
138.142,1.035
138.172,1.032
138.202,1.031
138.232,1.034
138.262,1.036
138.292,1.037
138.322,1.036
138.352,1.032
138.382,1.038
138.412,1.034
138.442,1.032
138.472,1.036
138.502,1.033
138.532,1.031
138.562,1.033
138.592,1.032
138.622,1.038
138.652,1.033
138.682,1.035
138.712,1.034
138.742,1.038
138.772,1.033
138.802,1.035
138.832,1.030
138.862,1.031
138.892,1.036
138.922,1.034
138.952,1.034
138.982,1.028
139.012,1.036
139.042,1.037
139.072,1.029
139.102,1.029
139.132,1.036
139.162,1.034
139.192,1.031
139.222,1.034
139.252,1.032
139.282,1.036
139.312,1.034
139.342,1.031
139.372,1.033
139.402,1.029
139.432,1.036
139.462,1.039
139.492,1.032
139.522,1.029
139.552,1.032
139.582,1.031
139.612,1.035
139.642,1.036
139.672,1.032
139.702,1.032
139.732,1.040
139.762,1.034
139.792,1.030
139.822,1.035
139.852,1.033
139.882,1.033
139.912,1.035
139.942,1.029
139.972,1.032
140.002,1.034
140.032,1.038
140.062,1.033
140.092,1.036
140.122,1.033
140.152,1.035
140.182,1.036
140.212,1.033
140.242,1.033
140.272,1.032
140.302,1.033
140.332,1.033
140.362,1.032
140.392,1.029
140.422,1.036
140.452,1.038
140.482,1.034
140.512,1.030
140.542,1.035
140.572,1.034
140.602,1.033
140.632,1.033
140.662,1.034
140.692,1.035
140.722,1.037
140.752,1.034
140.782,1.034
140.812,1.032
140.842,1.037
140.872,1.035
140.902,1.033
140.932,1.032
140.962,1.033
140.992,1.034
141.022,1.029
141.052,1.034
141.082,1.037
141.112,1.033
141.142,1.038
141.172,1.030
141.202,1.032
141.232,1.033
141.262,1.033
141.292,1.032
141.322,1.032
141.352,1.034
141.382,1.032
141.412,1.032
141.442,1.035
141.472,1.032
141.502,1.032
141.532,1.030
141.562,1.037
141.592,1.036
141.622,1.036
141.652,1.030
141.682,1.032
141.712,1.032
141.742,1.034
141.772,1.035
141.802,1.034
141.832,1.033
141.862,1.037
141.892,1.032
141.922,1.028
141.952,1.033
141.982,1.032
142.012,1.034
142.042,1.035
142.072,1.034
142.102,1.031
142.132,1.033
142.162,1.036
142.192,1.032
142.222,1.033
142.252,1.031
142.282,1.035
142.312,1.036
142.342,1.031
142.372,1.033
142.402,1.033
142.432,1.035
142.462,1.030
142.492,1.034
142.522,1.035
142.552,1.033
142.582,1.035
142.612,1.028
142.642,1.032
142.672,1.035
142.702,1.030
142.732,1.032
142.762,1.036
142.792,1.031
142.822,1.034
142.852,1.034
142.882,1.032
142.912,1.036
142.942,1.033
142.972,1.029
143.002,1.034
143.032,1.034
143.062,1.034
143.092,1.033
143.122,1.032
143.152,1.035
143.182,1.034
143.212,1.035
143.242,1.035
143.272,1.032
143.302,1.035
143.332,1.035
143.362,1.032
143.392,1.032
143.422,1.032
143.452,1.035
143.482,1.033
143.512,1.039
143.542,1.031
143.572,1.030
143.602,1.039
143.632,1.035
143.662,1.033
143.692,1.033
143.722,1.037
143.752,1.038
143.782,1.036
143.812,1.035
143.842,1.030
143.872,1.035
143.902,1.033
143.932,1.036
143.962,1.030
143.992,1.035
144.022,1.041
144.052,1.037
144.082,1.034
144.112,1.032
144.142,1.032
144.172,1.033
144.202,1.033
144.232,1.036
144.262,1.034
144.292,1.037
144.322,1.035
144.352,1.037
144.382,1.035
144.412,1.033
144.442,1.035
144.472,1.033
144.502,1.034
144.532,1.034
144.562,1.038
144.592,1.033
144.622,1.034
144.652,1.036
144.682,1.039
144.712,1.030
144.742,1.037
144.772,1.036
144.802,1.033
144.832,1.032
144.862,1.037
144.892,1.035
144.922,1.035
144.952,1.031
144.982,1.031
145.012,1.036
145.042,1.034
145.072,1.039
145.102,1.030
145.132,1.037
145.162,1.035
145.192,1.035
145.222,1.036
145.252,1.034
145.282,1.037
145.312,1.035
145.342,1.036
145.372,1.033
145.402,1.030
145.432,1.037
145.462,1.035
145.492,1.032
145.522,1.033
145.552,1.034
145.582,1.035
145.612,1.032
145.642,1.033
145.672,1.036
145.702,1.036
145.732,1.036
145.762,1.038
145.792,1.028
145.822,1.035
145.852,1.037
145.882,1.034
145.912,1.035
145.942,1.035
145.972,1.034
146.002,1.036
146.032,1.030
146.062,1.035
146.092,1.036
146.122,1.037
146.152,1.031
146.182,1.036
146.212,1.039
146.242,1.031
146.272,1.034
146.302,1.037
146.332,1.035
146.362,1.036
146.392,1.035
146.422,1.034
146.452,1.031
146.482,1.035
146.512,1.037
146.542,1.037
146.572,1.033
146.602,1.035
146.632,1.035
146.662,1.033
146.692,1.034
146.722,1.031
146.752,1.039
146.782,1.039
146.812,1.032
146.842,1.035
146.872,1.032
146.902,1.033
146.932,1.036
146.962,1.038
146.992,1.036
147.022,1.035
147.052,1.031
147.082,1.035
147.112,1.030
147.142,1.036
147.172,1.040
147.202,1.034
147.232,1.035
147.262,1.037
147.292,1.033
147.322,1.033
147.352,1.034
147.382,1.036
147.412,1.034
147.442,1.036
147.472,1.030
147.502,1.031
147.532,1.036
147.562,1.035
147.592,1.033
147.622,1.034
147.652,1.033
147.682,1.037
147.712,1.038
147.742,1.037
147.772,1.033
147.802,1.033
147.832,1.034
147.862,1.034
147.892,1.033
147.922,1.033
147.952,1.032
147.982,1.036
148.012,1.030
148.042,1.033
148.072,1.035
148.102,1.038
148.132,1.034
148.162,1.034
148.192,1.033
148.222,1.029
148.252,1.028
148.282,1.030
148.312,1.038
148.342,1.031
148.372,1.036
148.402,1.036
148.432,1.034
148.462,1.034
148.492,1.037
148.522,1.031
148.552,1.040
148.582,1.034
148.612,1.033
148.642,1.035
148.672,1.033
148.702,1.029
148.732,1.034
148.762,1.037
148.792,1.034
148.822,1.030
148.852,1.031
148.882,1.036
148.912,1.039
148.942,1.037
148.972,1.036
149.002,1.033
149.032,1.036
149.062,1.034
149.092,1.035
149.122,1.030
149.152,1.036
149.182,1.038
149.212,1.034
149.242,1.032
149.272,1.034
149.302,1.033
149.332,1.036
149.362,1.034
149.392,1.034
149.422,1.031
149.452,1.035
149.482,1.035
149.512,1.033
149.542,1.030
149.572,1.034
149.602,1.035
149.632,1.033
149.662,1.034
149.692,1.033
149.722,1.032
149.752,1.032
149.782,1.035
149.812,1.033
149.842,1.035
149.872,1.034
149.902,1.035
149.932,1.034
149.962,1.035
149.992,1.034
150.022,1.033
150.052,1.035
150.082,1.033
150.112,1.035
150.142,1.035
150.172,1.029
150.202,1.035
150.232,1.035
150.262,1.030
150.292,1.036
150.322,1.029
150.352,1.038
150.382,1.037
150.412,1.036
150.442,1.033
150.472,1.032
150.502,1.031
150.532,1.035
150.562,1.035
150.592,1.035
150.622,1.035
150.652,1.033
150.682,1.034
150.712,1.033
150.742,1.033
150.772,1.034
150.802,1.036
150.832,1.034
150.862,1.032
150.892,1.034
150.922,1.037
150.952,1.034
150.982,1.035
151.012,1.035
151.042,1.033
151.072,1.035
151.102,1.031
151.132,1.037
151.162,1.038
151.192,1.034
151.222,1.035
151.252,1.031
151.282,1.035
151.312,1.038
151.342,1.034
151.372,1.032
151.402,1.034
151.432,1.038
151.462,1.036
151.492,1.036
151.522,1.033
151.552,1.035
151.582,1.035
151.612,1.033
151.642,1.033
151.672,1.033
151.702,1.034
151.732,1.037
151.762,1.034
151.792,1.038
151.822,1.034
151.852,1.029
151.882,1.035
151.912,1.038
151.942,1.039
151.972,1.032
152.002,1.035
152.032,1.033
152.062,1.032
152.092,1.038
152.122,1.037
152.152,1.031
152.182,1.035
152.212,1.033
152.242,1.033
152.272,1.034
152.302,1.033
152.332,1.032
152.362,1.033
152.392,1.035
152.422,1.032
152.452,1.033
152.482,1.036
152.512,1.036
152.542,1.035
152.572,1.035
152.602,1.033
152.632,1.035
152.662,1.035
152.692,1.041
152.722,1.034
152.752,1.032
152.782,1.032
152.812,1.035
152.842,1.033
152.872,1.037
152.902,1.027
152.932,1.034
152.962,1.035
152.992,1.033
153.022,1.031
153.052,1.031
153.082,1.036
153.112,1.036
153.142,1.028
153.172,1.035
153.202,1.039
153.232,1.038
153.262,1.033
153.292,1.032
153.322,1.034
153.352,1.036
153.382,1.043
153.412,1.037
153.442,1.026
153.472,1.029
153.502,1.033
153.532,1.038
153.562,1.038
153.592,1.035
153.622,1.038
153.652,1.033
153.682,1.033
153.712,1.031
153.742,1.035
153.772,1.034
153.802,1.034
153.832,1.038
153.862,1.037
153.892,1.035
153.922,1.032
153.952,1.037
153.982,1.035
154.012,1.035
154.042,1.032
154.072,1.033
154.102,1.034
154.132,1.037
154.162,1.034
154.192,1.032
154.222,1.037
154.252,1.037
154.282,1.033
154.312,1.032
154.342,1.037
154.372,1.034
154.402,1.036
154.432,1.035
154.462,1.036
154.492,1.034
154.522,1.034
154.552,1.036
154.582,1.039
154.612,1.032
154.642,1.033
154.672,1.034
154.702,1.035
154.732,1.035
154.762,1.035
154.792,1.031
154.822,1.040
154.852,1.032
154.882,1.033
154.912,1.035
154.942,1.035
154.972,1.035
155.002,1.033
155.032,1.034
155.062,1.038
155.092,1.032
155.122,1.038
155.152,1.039
155.182,1.034
155.212,1.032
155.242,1.035
155.272,1.036
155.302,1.035
155.332,1.037
155.362,1.034
155.392,1.042
155.422,1.036
155.452,1.032
155.482,1.035
155.512,1.032
155.542,1.035
155.572,1.032
155.602,1.032
155.632,1.035
155.662,1.030
155.692,1.036
155.722,1.039
155.752,1.037
155.782,1.034
155.812,1.032
155.842,1.032
155.872,1.033
155.902,1.037
155.932,1.036
155.962,1.034
155.992,1.036
156.022,1.033
156.052,1.033
156.082,1.031
156.112,1.036
156.142,1.037
156.172,1.032
156.202,1.034
156.232,1.036
156.262,1.037
156.292,1.031
156.322,1.032
156.352,1.035
156.382,1.038
156.412,1.037
156.442,1.033
156.472,1.036
156.502,1.037
156.532,1.035
156.562,1.037
156.592,1.032
156.622,1.036
156.652,1.032
156.682,1.037
156.712,1.034
156.742,1.029
156.772,1.034
156.802,1.033
156.832,1.034
156.862,1.034
156.892,1.035
156.922,1.039
156.952,1.036
156.982,1.032
157.012,1.032
157.042,1.033
157.072,1.036
157.102,1.032
157.132,1.036
157.162,1.032
157.192,1.034
157.222,1.035
157.252,1.035
157.282,1.032
157.312,1.042
157.342,1.036
157.372,1.033
157.402,1.034
157.432,1.034
157.462,1.033
157.492,1.036
157.522,1.036
157.552,1.033
157.582,1.036
157.612,1.036
157.642,1.038
157.672,1.035
157.702,1.032
157.732,1.037
157.762,1.038
157.792,1.035
157.822,1.032
157.852,1.035
157.882,1.034
157.912,1.034
157.942,1.036
157.972,1.039
158.002,1.030
158.032,1.039
158.062,1.037
158.092,1.038
158.122,1.033
158.152,1.034
158.182,1.035
158.212,1.035
158.242,1.035
158.272,1.033
158.302,1.033
158.332,1.035
158.362,1.036
158.392,1.035
158.422,1.036
158.452,1.035
158.482,1.038
158.512,1.039
158.542,1.034
158.572,1.032
158.602,1.037
158.632,1.034
158.662,1.034
158.692,1.032
158.722,1.031
158.752,1.036
158.782,1.035
158.812,1.035
158.842,1.029
158.872,1.036
158.902,1.033
158.932,1.032
158.962,1.037
158.992,1.036
159.022,1.037
159.052,1.034
159.082,1.036
159.112,1.035
159.142,1.032
159.172,1.032
159.202,1.032
159.232,1.035
159.262,1.038
159.292,1.034
159.322,1.033
159.352,1.035
159.382,1.034
159.412,1.036
159.442,1.036
159.472,1.029
159.502,1.036
159.532,1.035
159.562,1.034
159.592,1.033
159.622,1.034
159.652,1.034
159.682,1.036
159.712,1.035
159.742,1.030
159.772,1.034
159.802,1.039
159.832,1.035
159.862,1.034
159.892,1.037
159.922,1.035
159.952,1.037
159.982,1.036
160.012,1.035
160.042,1.038
160.072,1.035
160.102,1.034
160.132,1.034
160.162,1.032
160.192,1.036
160.222,1.040
160.252,1.032
160.282,1.033
160.312,1.037
160.342,1.036
160.372,1.037
160.402,1.033
160.432,1.033
160.462,1.039
160.492,1.034
160.522,1.032
160.552,1.030
160.582,1.037
160.612,1.036
160.642,1.035
160.672,1.033
160.702,1.035
160.732,1.037
160.762,1.035
160.792,1.037
160.822,1.037
160.852,1.035
160.882,1.037
160.912,1.033
160.942,1.030
160.972,1.033
161.002,1.035
161.032,1.036
161.062,1.037
161.092,1.034
161.122,1.035
161.152,1.032
161.182,1.038
161.212,1.039
161.242,1.037
161.272,1.035
161.302,1.033
161.332,1.036
161.362,1.036
161.392,1.034
161.422,1.035
161.452,1.035
161.482,1.041
161.512,1.037
161.542,1.034
161.572,1.030
161.602,1.033
161.632,1.035
161.662,1.036
161.692,1.035
161.722,1.037
161.752,1.034
161.782,1.038
161.812,1.036
161.842,1.038
161.872,1.029
161.902,1.032
161.932,1.035
161.962,1.037
161.992,1.040
162.022,1.038
162.052,1.035
162.082,1.038
162.112,1.032
162.142,1.035
162.172,1.032
162.202,1.031
162.232,1.035
162.262,1.035
162.292,1.033
162.322,1.037
162.352,1.032
162.382,1.037
162.412,1.040
162.442,1.034
162.472,1.031
162.502,1.036
162.532,1.034
162.562,1.030
162.592,1.036
162.622,1.033
162.652,1.039
162.682,1.033
162.712,1.030
162.742,1.035
162.772,1.036
162.802,1.031
162.832,1.037
162.862,1.035
162.892,1.038
162.922,1.034
162.952,1.034
162.982,1.037
163.012,1.037
163.042,1.034
163.072,1.033
163.102,1.034
163.132,1.037
163.162,1.034
163.192,1.037
163.222,1.030
163.252,1.038
163.282,1.035
163.312,1.030
163.342,1.034
163.372,1.037
163.402,1.033
163.432,1.035
163.462,1.036
163.492,1.037
163.522,1.034
163.552,1.033
163.582,1.033
163.612,1.039
163.642,1.038
163.672,1.035
163.702,1.032
163.732,1.036
163.762,1.036
163.792,1.037
163.822,1.039
163.852,1.032
163.882,1.038
163.912,1.036
163.942,1.030
163.972,1.032
164.002,1.034
164.032,1.036
164.062,1.038
164.092,1.033
164.122,1.035
164.152,1.033
164.182,1.037
164.212,1.033
164.242,1.032
164.272,1.034
164.302,1.037
164.332,1.039
164.362,1.035
164.392,1.033
164.422,1.037
164.452,1.032
164.482,1.037
164.512,1.039
164.542,1.036
164.572,1.036
164.602,1.037
164.632,1.033
164.662,1.035
164.692,1.034
164.722,1.034
164.752,1.035
164.782,1.036
164.812,1.031
164.842,1.037
164.872,1.036
164.902,1.038
164.932,1.035
164.962,1.037
164.992,1.035
165.022,1.040
165.052,1.034
165.082,1.035
165.112,1.035
165.142,1.031
165.172,1.035
165.202,1.036
165.232,1.034
165.262,1.036
165.292,1.036
165.322,1.032
165.352,1.035
165.382,1.037
165.412,1.035
165.442,1.035
165.472,1.034
165.502,1.034
165.532,1.034
165.562,1.034
165.592,1.032
165.622,1.028
165.652,1.037
165.682,1.035
165.712,1.035
165.742,1.039
165.772,1.035
165.802,1.035
165.832,1.032
165.862,1.039
165.892,1.038
165.922,1.036
165.952,1.037
165.982,1.035
166.012,1.036
166.042,1.032
166.072,1.035
166.102,1.037
166.132,1.035
166.162,1.035
166.192,1.035
166.222,1.039
166.252,1.036
166.282,1.036
166.312,1.030
166.342,1.037
166.372,1.038
166.402,1.036
166.432,1.034
166.462,1.032
166.492,1.034
166.522,1.038
166.552,1.037
166.582,1.031
166.612,1.033
166.642,1.039
166.672,1.033
166.702,1.034
166.732,1.032
166.762,1.034
166.792,1.034
166.822,1.037
166.852,1.037
166.882,1.034
166.912,1.037
166.942,1.032
166.972,1.041
167.002,1.037
167.032,1.032
167.062,1.036
167.092,1.034
167.122,1.035
167.152,1.035
167.182,1.036
167.212,1.033
167.242,1.037
167.272,1.035
167.302,1.034
167.332,1.029
167.362,1.037
167.392,1.037
167.422,1.032
167.452,1.035
167.482,1.037
167.512,1.035
167.542,1.033
167.572,1.031
167.602,1.039
167.632,1.040
167.662,1.036
167.692,1.035
167.722,1.036
167.752,1.034
167.782,1.034
167.812,1.033
167.842,1.028
167.872,1.036
167.902,1.039
167.932,1.034
167.962,1.035
167.992,1.035
168.022,1.034
168.052,1.039
168.082,1.037
168.112,1.033
168.142,1.034
168.172,1.032
168.202,1.036
168.232,1.036
168.262,1.035
168.292,1.034
168.322,1.036
168.352,1.035
168.382,1.033
168.412,1.036
168.442,1.037
168.472,1.038
168.502,1.038
168.532,1.033
168.562,1.029
168.592,1.036
168.622,1.034
168.652,1.034
168.682,1.035
168.712,1.036
168.742,1.038
168.772,1.036
168.802,1.036
168.832,1.034
168.862,1.039
168.892,1.033
168.922,1.032
168.952,1.033
168.982,1.037
169.012,1.036
169.042,1.039
169.072,1.034
169.102,1.041
169.132,1.035
169.162,1.032
169.192,1.035
169.222,1.035
169.252,1.037
169.282,1.033
169.312,1.031
169.342,1.038
169.372,1.038
169.402,1.035
169.432,1.030
169.462,1.039
169.492,1.041
169.522,1.034
169.552,1.038
169.582,1.035
169.612,1.035
169.642,1.034
169.672,1.035
169.702,1.037
169.732,1.034
169.762,1.041
169.792,1.036
169.822,1.033
169.852,1.034
169.882,1.036
169.912,1.034
169.942,1.035
169.972,1.036
170.002,1.034
170.032,1.037
170.062,1.040
170.092,1.036
170.122,1.034
170.152,1.031
170.182,1.035
170.212,1.038
170.242,1.039
170.272,1.031
170.302,1.034
170.332,1.037
170.362,1.037
170.392,1.033
170.422,1.030
170.452,1.034
170.482,1.036
170.512,1.033
170.542,1.038
170.572,1.033
170.602,1.034
170.632,1.034
170.662,1.035
170.692,1.034
170.722,1.034
170.752,1.037
170.782,1.037
170.812,1.036
170.842,1.033
170.872,1.036
170.902,1.038
170.932,1.036
170.962,1.036
170.992,1.033
171.022,1.035
171.052,1.036
171.082,1.036
171.112,1.030
171.142,1.037
171.172,1.035
171.202,1.036
171.232,1.034
171.262,1.032
171.292,1.035
171.322,1.032
171.352,1.035
171.382,1.034
171.412,1.033
171.442,1.039
171.472,1.038
171.502,1.037
171.532,1.034
171.562,1.032
171.592,1.032
171.622,1.040
171.652,1.034
171.682,1.036
171.712,1.033
171.742,1.036
171.772,1.039
171.802,1.034
171.832,1.029
171.862,1.035
171.892,1.035
171.922,1.033
171.952,1.033
171.982,1.034
172.012,1.035
172.042,1.035
172.072,1.039
172.102,1.037
172.132,1.035
172.162,1.034
172.192,1.038
172.222,1.036
172.252,1.037
172.282,1.033
172.312,1.035
172.342,1.036
172.372,1.034
172.402,1.037
172.432,1.037
172.462,1.035
172.492,1.035
172.522,1.038
172.552,1.029
172.582,1.034
172.612,1.037
172.642,1.037
172.672,1.037
172.702,1.036
172.732,1.038
172.762,1.035
172.792,1.038
172.822,1.038
172.852,1.033
172.882,1.036
172.912,1.038
172.942,1.035
172.972,1.032
173.002,1.037
173.032,1.037
173.062,1.036
173.092,1.033
173.122,1.033
173.152,1.037
173.182,1.038
173.212,1.033
173.242,1.034
173.272,1.038
173.302,1.037
173.332,1.036
173.362,1.033
173.392,1.034
173.422,1.034
173.452,1.035
173.482,1.037
173.512,1.036
173.542,1.037
173.572,1.035
173.602,1.035
173.632,1.028
173.662,1.038
173.692,1.035
173.722,1.036
173.752,1.034
173.782,1.037
173.812,1.033
173.842,1.034
173.872,1.037
173.902,1.032
173.932,1.038
173.962,1.038
173.992,1.034
174.022,1.036
174.052,1.037
174.082,1.036
174.112,1.037
174.142,1.036
174.172,1.032
174.202,1.035
174.232,1.034
174.262,1.039
174.292,1.037
174.322,1.039
174.352,1.036
174.382,1.037
174.412,1.034
174.442,1.034
174.472,1.033
174.502,1.036
174.532,1.032
174.562,1.038
174.592,1.036
174.622,1.033
174.652,1.035
174.682,1.036
174.712,1.036
174.742,1.039
174.772,1.040
174.802,1.038
174.832,1.035
174.862,1.037
174.892,1.039
174.922,1.036
174.952,1.033
174.982,1.033
175.012,1.036
175.042,1.039
175.072,1.035
175.102,1.035
175.132,1.036
175.162,1.037
175.192,1.033
175.222,1.034
175.252,1.035
175.282,1.036
175.312,1.039
175.342,1.033
175.372,1.037
175.402,1.034
175.432,1.037
175.462,1.038
175.492,1.037
175.522,1.031
175.552,1.036
175.582,1.036
175.612,1.034
175.642,1.033
175.672,1.034
175.702,1.036
175.732,1.039
175.762,1.035
175.792,1.034
175.822,1.036
175.852,1.034
175.882,1.033
175.912,1.037
175.942,1.033
175.972,1.032
176.002,1.034
176.032,1.035
176.062,1.037
176.092,1.036
176.122,1.035
176.152,1.036
176.182,1.032
176.212,1.035
176.242,1.038
176.272,1.035
176.302,1.040
176.332,1.038
176.362,1.034
176.392,1.034
176.422,1.035
176.452,1.035
176.482,1.037
176.512,1.036
176.542,1.034
176.572,1.036
176.602,1.034
176.632,1.038
176.662,1.035
176.692,1.037
176.722,1.035
176.752,1.032
176.782,1.037
176.812,1.032
176.842,1.037
176.872,1.038
176.902,1.035
176.932,1.042
176.962,1.036
176.992,1.037
177.022,1.032
177.052,1.035
177.082,1.037
177.112,1.033
177.142,1.032
177.172,1.034
177.202,1.035
177.232,1.035
177.262,1.040
177.292,1.031
177.322,1.037
177.352,1.036
177.382,1.036
177.412,1.031
177.442,1.033
177.472,1.034
177.502,1.037
177.532,1.034
177.562,1.033
177.592,1.035
177.622,1.038
177.652,1.034
177.682,1.036
177.712,1.037
177.742,1.033
177.772,1.035
177.802,1.035
177.832,1.033
177.862,1.035
177.892,1.037
177.922,1.035
177.952,1.037
177.982,1.028
178.012,1.034
178.042,1.038
178.072,1.037
178.102,1.038
178.132,1.036
178.162,1.035
178.192,1.034
178.222,1.036
178.252,1.032
178.282,1.036
178.312,1.039
178.342,1.035
178.372,1.033
178.402,1.032
178.432,1.032
178.462,1.035
178.492,1.036
178.522,1.036
178.552,1.036
178.582,1.038
178.612,1.035
178.642,1.031
178.672,1.037
178.702,1.037
178.732,1.038
178.762,1.037
178.792,1.035
178.822,1.034
178.852,1.033
178.882,1.037
178.912,1.037
178.942,1.035
178.972,1.036
179.002,1.037
179.032,1.035
179.062,1.035
179.092,1.036
179.122,1.038
179.152,1.034
179.182,1.035
179.212,1.035
179.242,1.035
179.272,1.037
179.302,1.038
179.332,1.034
179.362,1.038
179.392,1.034
179.422,1.038
179.452,1.038
179.482,1.034
179.512,1.032
179.542,1.035
179.572,1.035
179.602,1.039
179.632,1.033
179.662,1.036
179.692,1.038
179.722,1.033
179.752,1.036
179.782,1.036
179.812,1.035
179.842,1.037
179.872,1.037
179.902,1.037
179.932,1.036
179.962,1.035
179.992,1.036
180.022,1.039
180.052,1.037
180.082,1.035
180.112,1.034
180.142,1.036
180.172,1.037
180.202,1.038
180.232,1.037
180.262,1.032
180.292,1.038
180.322,1.039
180.352,1.035
180.382,1.036
180.412,1.034
180.442,1.036
180.472,1.033
180.502,1.036
180.532,1.033
180.562,1.035
180.592,1.031
180.622,1.037
180.652,1.038
180.682,1.037
180.712,1.030
180.742,1.032
180.772,1.039
180.802,1.036
180.832,1.036
180.862,1.039
180.892,1.033
180.922,1.038
180.952,1.033
180.982,1.032
181.012,1.035
181.042,1.035
181.072,1.035
181.102,1.036
181.132,1.035
181.162,1.034
181.192,1.032
181.222,1.033
181.252,1.038
181.282,1.040
181.312,1.034
181.342,1.034
181.372,1.037
181.402,1.035
181.432,1.036
181.462,1.037
181.492,1.032
181.522,1.039
181.552,1.035
181.582,1.035
181.612,1.034
181.642,1.036
181.672,1.035
181.702,1.037
181.732,1.034
181.762,1.033
181.792,1.037
181.822,1.034
181.852,1.038
181.882,1.038
181.912,1.033
181.942,1.032
181.972,1.035
182.002,1.036
182.032,1.036
182.062,1.038
182.092,1.036
182.122,1.039
182.152,1.035
182.182,1.034
182.212,1.036
182.242,1.035
182.272,1.031
182.302,1.037
182.332,1.037
182.362,1.037
182.392,1.035
182.422,1.032
182.452,1.039
182.482,1.041
182.512,1.034
182.542,1.034
182.572,1.032
182.602,1.034
182.632,1.035
182.662,1.032
182.692,1.031
182.722,1.036
182.752,1.034
182.782,1.036
182.812,1.034
182.842,1.034
182.872,1.037
182.902,1.035
182.932,1.032
182.962,1.033
182.992,1.037
183.022,1.033
183.052,1.034
183.082,1.037
183.112,1.035
183.142,1.037
183.172,1.037
183.202,1.039
183.232,1.036
183.262,1.036
183.292,1.037
183.322,1.038
183.352,1.031
183.382,1.039
183.412,1.034
183.442,1.034
183.472,1.035
183.502,1.037
183.532,1.037
183.562,1.037
183.592,1.033
183.622,1.036
183.652,1.042
183.682,1.037
183.712,1.040
183.742,1.031
183.772,1.033
183.802,1.037
183.832,1.038
183.862,1.033
183.892,1.037
183.922,1.037
183.952,1.036
183.982,1.034
184.012,1.033
184.042,1.037
184.072,1.037
184.102,1.034
184.132,1.038
184.162,1.037
184.192,1.035
184.222,1.035
184.252,1.034
184.282,1.037
184.312,1.038
184.342,1.032
184.372,1.041
184.402,1.032
184.432,1.037
184.462,1.034
184.492,1.033
184.522,1.035
184.552,1.034
184.582,1.037
184.612,1.036
184.642,1.036
184.672,1.034
184.702,1.035
184.732,1.037
184.762,1.035
184.792,1.035
184.822,1.035
184.852,1.036
184.882,1.035
184.912,1.036
184.942,1.037
184.972,1.041
185.002,1.036
185.032,1.036
185.062,1.032
185.092,1.038
185.122,1.037
185.152,1.040
185.182,1.034
185.212,1.033
185.242,1.037
185.272,1.035
185.302,1.038
185.332,1.036
185.362,1.037
185.392,1.035
185.422,1.035
185.452,1.035
185.482,1.034
185.512,1.032
185.542,1.037
185.572,1.035
185.602,1.038
185.632,1.036
185.662,1.033
185.692,1.032
185.722,1.039
185.752,1.040
185.782,1.036
185.812,1.032
185.842,1.033
185.872,1.034
185.902,1.039
185.932,1.039
185.962,1.035
185.992,1.038
186.022,1.037
