df_hash,22ZHK4.8FYAMK
317.363,34.844
318.527,34.844
319.353,34.844
320.327,34.844
321.352,34.812
322.327,34.844
323.350,34.875
324.325,34.875
325.351,34.906
326.325,34.906
327.348,34.969
328.323,35.000
329.346,35.031
330.322,35.000
331.443,35.000
332.420,34.969
333.344,34.969
334.332,35.000
335.372,34.969
336.318,34.938
337.342,34.875
338.320,34.844
339.341,34.844
340.316,34.844
341.339,34.906
342.389,34.875
343.338,34.875
344.410,34.844
345.386,34.844
346.311,34.875
347.336,34.844
348.318,34.844
349.631,34.812
350.310,34.812
351.335,34.812
352.459,34.812
353.356,34.844
354.308,34.812
355.379,34.812
356.357,34.812
357.329,34.844
358.309,34.812
359.328,34.844
360.303,34.844
361.333,34.844
362.302,34.812
363.381,34.812
364.350,34.844
365.331,34.875
366.348,34.812
367.323,34.812
368.347,34.812
369.322,34.812
370.356,34.812
371.321,34.781
372.345,34.844
373.320,34.875
374.345,34.938
375.318,34.938
376.342,34.938
377.317,34.938
378.349,34.969
379.416,34.969
380.388,34.938
381.315,34.938
382.339,34.938
383.364,34.875
384.345,34.812
385.429,34.812
386.336,34.812
387.316,34.781
388.356,34.781
389.317,34.812
390.334,34.812
391.311,34.812
392.332,34.812
393.307,34.844
394.331,34.844
395.306,34.875
396.355,34.906
397.405,34.906
398.329,34.875
399.304,34.906
400.327,34.938
401.302,34.938
402.327,34.906
403.570,34.906
404.325,34.938
405.300,34.938
406.324,34.969
407.445,34.969
408.322,35.000
409.314,34.969
410.363,34.969
411.296,34.969
412.323,35.000
413.344,34.969
414.660,35.000
415.348,34.969
416.366,34.969
417.341,34.938
418.706,34.938
419.346,35.000
420.315,35.000
421.338,35.031
422.324,35.031
423.338,35.156
424.313,35.156
425.336,35.188
426.314,35.188
427.338,35.250
428.605,35.250
429.337,35.219
430.309,35.250
431.628,35.250
432.356,35.219
433.331,35.094
434.339,35.094
435.330,35.094
436.305,35.062
437.329,35.062
438.308,35.062
439.328,35.031
440.303,35.031
441.326,35.062
442.306,35.062
443.331,35.094
444.300,35.094
445.378,35.125
446.299,35.125
447.323,35.125
448.301,35.156
449.322,35.125
450.322,35.125
451.323,35.125
452.315,35.156
453.319,35.125
454.440,35.188
455.318,35.188
456.293,35.188
457.317,35.188
458.389,35.156
459.315,35.188
460.536,35.156
461.338,35.156
462.338,35.125
463.313,35.156
464.336,35.125
465.314,35.125
466.339,35.125
467.311,35.125
468.345,35.188
469.309,35.188
470.333,35.219
471.308,35.250
472.380,35.219
473.306,35.219
474.331,35.281
475.306,35.250
476.333,35.188
477.327,35.188
478.364,35.156
479.331,35.125
480.327,35.125
481.302,35.125
482.346,35.156
483.311,35.094
484.324,35.000
485.299,34.969
486.323,34.906
487.298,34.875
488.346,34.812
489.297,34.750
